   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_105.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.104975, 0, 1.19726e-19, 0, 1.41421, -1.19726e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13877e-23, 0, 0, 9.37374e-25, 0, 0, 1.19704e-19, 0, 0, 0
0.112849, 0, 2.85257e-19, 0, 1.41421, -2.85257e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.09577e-23, 0, 0, 2.26892e-24, 0, 0, 2.85204e-19, 0, 0, 0
0.120723, 0, 6.68784e-19, 0, 1.41421, -6.68784e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1947e-22, 0, 0, 5.40485e-24, 0, 0, 6.68659e-19, 0, 0, 0
0.128597, 0, 1.54396e-18, 0, 1.41421, -1.54396e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7581e-22, 0, 0, 1.26798e-23, 0, 0, 1.54367e-18, 0, 0, 0
0.13647, 0, 3.61199e-18, 0, 1.41421, -3.61199e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.45237e-22, 0, 0, 3.03186e-23, 0, 0, 3.61131e-18, 0, 0, 0
0.144344, 0, 8.07313e-18, 0, 1.41421, -8.07313e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44216e-21, 0, 0, 6.88618e-23, 0, 0, 8.07161e-18, 0, 0, 0
0.152218, 0, 1.78034e-17, 0, 1.41421, -1.78034e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18036e-21, 0, 0, 1.5435e-22, 0, 0, 1.78001e-17, 0, 0, 0
0.160092, 0, 3.87522e-17, 0, 1.41421, -3.87522e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92261e-21, 0, 0, 3.41555e-22, 0, 0, 3.8745e-17, 0, 0, 0
0.167965, 0, 8.32855e-17, 0, 1.41421, -8.32855e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48779e-20, 0, 0, 7.46446e-22, 0, 0, 8.32699e-17, 0, 0, 0
0.175839, 0, 1.7679e-16, 0, 1.41421, -1.7679e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15813e-20, 0, 0, 1.61161e-21, 0, 0, 1.76757e-16, 0, 0, 0
0.183713, 0, 3.70751e-16, 0, 1.41421, -3.70751e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.623e-20, 0, 0, 3.43853e-21, 0, 0, 3.70681e-16, 0, 0, 0
0.191587, 0, 7.68348e-16, 0, 1.41421, -7.68348e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37256e-19, 0, 0, 7.25202e-21, 0, 0, 7.68204e-16, 0, 0, 0
0.19946, 0, 1.57394e-15, 0, 1.41421, -1.57394e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81163e-19, 0, 0, 1.51226e-20, 0, 0, 1.57364e-15, 0, 0, 0
0.207334, 0, 3.1876e-15, 0, 1.41421, -3.1876e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69422e-19, 0, 0, 3.11875e-20, 0, 0, 3.187e-15, 0, 0, 0
0.215208, 0, 6.38377e-15, 0, 1.41421, -6.38377e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14037e-18, 0, 0, 6.36232e-20, 0, 0, 6.38257e-15, 0, 0, 0
0.223082, 0, 1.26446e-14, 0, 1.41421, -1.26446e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25878e-18, 0, 0, 1.28416e-19, 0, 0, 1.26423e-14, 0, 0, 0
0.230956, 0, 2.47759e-14, 0, 1.41421, -2.47759e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42585e-18, 0, 0, 2.56496e-19, 0, 0, 2.47712e-14, 0, 0, 0
0.238829, 0, 4.80302e-14, 0, 1.41421, -4.80302e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.57984e-18, 0, 0, 5.07077e-19, 0, 0, 4.80211e-14, 0, 0, 0
0.246703, 0, 9.21349e-14, 0, 1.41421, -9.21349e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64584e-17, 0, 0, 9.92434e-19, 0, 0, 9.21175e-14, 0, 0, 0
0.254577, 0, 1.74912e-13, 0, 1.41421, -1.74912e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1245e-17, 0, 0, 1.92325e-18, 0, 0, 1.74879e-13, 0, 0, 0
0.262451, 0, 3.28667e-13, 0, 1.41421, -3.28667e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87106e-17, 0, 0, 3.69111e-18, 0, 0, 3.28605e-13, 0, 0, 0
0.270324, 0, 6.1134e-13, 0, 1.41421, -6.1134e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09205e-16, 0, 0, 7.01682e-18, 0, 0, 6.11224e-13, 0, 0, 0
0.278198, 0, 1.12576e-12, 0, 1.41421, -1.12576e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01098e-16, 0, 0, 1.32151e-17, 0, 0, 1.12555e-12, 0, 0, 0
0.286072, 0, 2.05255e-12, 0, 1.41421, -2.05255e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66653e-16, 0, 0, 2.46622e-17, 0, 0, 2.05215e-12, 0, 0, 0
0.293946, 0, 3.70561e-12, 0, 1.41421, -3.70561e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61952e-16, 0, 0, 4.56162e-17, 0, 0, 3.7049e-12, 0, 0, 0
0.30182, 0, 6.62495e-12, 0, 1.41421, -6.62495e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18347e-15, 0, 0, 8.36434e-17, 0, 0, 6.62369e-12, 0, 0, 0
0.309693, 0, 1.173e-11, 0, 1.41421, -1.173e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0955e-15, 0, 0, 1.52084e-16, 0, 0, 1.17278e-11, 0, 0, 0
0.317567, 0, 2.05703e-11, 0, 1.41421, -2.05703e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67494e-15, 0, 0, 2.74286e-16, 0, 0, 2.05663e-11, 0, 0, 0
0.325441, 0, 3.57302e-11, 0, 1.41421, -3.57302e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38375e-15, 0, 0, 4.90833e-16, 0, 0, 3.57234e-11, 0, 0, 0
0.333315, 0, 6.14776e-11, 0, 1.41421, -6.14776e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0985e-14, 0, 0, 8.71847e-16, 0, 0, 6.14657e-11, 0, 0, 0
0.341188, 0, 1.04788e-10, 4.03574e-43, 1.41421, -1.04788e-10, 0, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 4.03574e-43, 1.87262e-14, 4.03574e-43, 4.03574e-43, 1.53781e-15, 4.03574e-43, 4.03574e-43, 1.04767e-10, 4.03574e-43, 4.03574e-43, 4.03574e-43
0.349062, 0, 1.76946e-10, 7.07796e-42, 1.41421, -1.76946e-10, 0, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 7.07796e-42, 3.1627e-14, 7.07796e-42, 7.07796e-42, 2.69477e-15, 7.07796e-42, 7.07796e-42, 1.76912e-10, 7.07796e-42, 7.07796e-42, 7.07796e-42
0.356936, 0, 2.96032e-10, 1.02156e-40, 1.41421, -2.96032e-10, 0, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 1.02156e-40, 5.29246e-14, 1.02156e-40, 1.02156e-40, 4.69381e-15, 1.02156e-40, 1.02156e-40, 2.95974e-10, 1.02156e-40, 1.02156e-40, 1.02156e-40
0.36481, 0, 4.90711e-10, 1.3051e-39, 1.41421, -4.90711e-10, 0, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 1.3051e-39, 8.77567e-14, 1.3051e-39, 1.3051e-39, 8.13134e-15, 1.3051e-39, 1.3051e-39, 4.90615e-10, 1.3051e-39, 1.3051e-39, 1.3051e-39
0.372683, 0, 8.05993e-10, 1.49258e-38, 1.41421, -8.05993e-10, 0, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.49258e-38, 1.44198e-13, 1.49258e-38, 1.49258e-38, 1.40184e-14, 1.49258e-38, 1.49258e-38, 8.05835e-10, 1.49258e-38, 1.49258e-38, 1.49258e-38
0.380557, 0, 1.31201e-09, 5.59331e-37, 1.41421, -1.31201e-09, 0, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 5.59331e-37, 2.34855e-13, 5.59331e-37, 5.59331e-37, 2.41133e-14, 5.59331e-37, 5.59331e-37, 1.31175e-09, 5.59331e-37, 5.59331e-37, 5.59331e-37
0.388431, 0, 2.11614e-09, 4.81568e-36, 1.41421, -2.11614e-09, 0, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 4.81568e-36, 3.79042e-13, 4.81568e-36, 4.81568e-36, 4.12507e-14, 4.81568e-36, 4.81568e-36, 2.11572e-09, 4.81568e-36, 4.81568e-36, 4.81568e-36
0.396305, 0, 3.38256e-09, 3.80666e-35, 1.41421, -3.38256e-09, 0, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 3.80666e-35, 6.06377e-13, 3.80666e-35, 3.80666e-35, 7.0364e-14, 3.80666e-35, 3.80666e-35, 3.38189e-09, 3.80666e-35, 3.80666e-35, 3.80666e-35
0.404179, 0, 5.35884e-09, 2.77514e-34, 1.41421, -5.35884e-09, 0, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 2.77514e-34, 9.6163e-13, 2.77514e-34, 2.77514e-34, 1.19753e-13, 2.77514e-34, 2.77514e-34, 5.35776e-09, 2.77514e-34, 2.77514e-34, 2.77514e-34
0.412052, 0, 8.41486e-09, 1.92979e-33, 1.41421, -8.41486e-09, 0, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.92979e-33, 1.51192e-12, 1.92979e-33, 1.92979e-33, 2.0346e-13, 1.92979e-33, 1.92979e-33, 8.41315e-09, 1.92979e-33, 1.92979e-33, 1.92979e-33
0.419926, 0, 1.30979e-08, 1.16939e-32, 1.41421, -1.30979e-08, 0, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 1.16939e-32, 2.35695e-12, 1.16939e-32, 1.16939e-32, 3.45247e-13, 1.16939e-32, 1.16939e-32, 1.30952e-08, 1.16939e-32, 1.16939e-32, 1.16939e-32
0.4278, 0, 2.021e-08, 7.06117e-32, 1.41421, -2.021e-08, 0, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 7.06117e-32, 3.64358e-12, 7.06117e-32, 7.06117e-32, 5.85305e-13, 7.06117e-32, 7.06117e-32, 2.02057e-08, 7.06117e-32, 7.06117e-32, 7.06117e-32
0.435674, 0, 3.0915e-08, 3.84106e-31, 1.41421, -3.0915e-08, 0, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 3.84106e-31, 5.58619e-12, 3.84106e-31, 3.84106e-31, 9.91546e-13, 3.84106e-31, 3.84106e-31, 3.09084e-08, 3.84106e-31, 3.84106e-31, 3.84106e-31
0.443547, 0, 4.68862e-08, 2.02848e-30, 1.41421, -4.68862e-08, 0, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 2.02848e-30, 8.49524e-12, 2.02848e-30, 2.02848e-30, 1.67854e-12, 2.02848e-30, 2.02848e-30, 4.6876e-08, 2.02848e-30, 2.02848e-30, 2.02848e-30
0.451421, 0, 7.05063e-08, 1.02033e-29, 1.41421, -7.05063e-08, 0, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.02033e-29, 1.28165e-11, 1.02033e-29, 1.02033e-29, 2.83903e-12, 1.02033e-29, 1.02033e-29, 7.04906e-08, 1.02033e-29, 1.02033e-29, 1.02033e-29
0.459295, 0, 1.05136e-07, 4.86548e-29, 1.41421, -1.05136e-07, 0, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 4.86548e-29, 1.91853e-11, 4.86548e-29, 4.86548e-29, 4.79619e-12, 4.86548e-29, 4.86548e-29, 1.05112e-07, 4.86548e-29, 4.86548e-29, 4.86548e-29
0.467169, 0, 1.55474e-07, 2.23697e-28, 1.41421, -1.55474e-07, 0, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.23697e-28, 2.84998e-11, 2.23697e-28, 2.23697e-28, 8.08941e-12, 2.23697e-28, 2.23697e-28, 1.55437e-07, 2.23697e-28, 2.23697e-28, 2.23697e-28
0.475043, 0, 2.28022e-07, 9.83852e-28, 1.41421, -2.28022e-07, 0, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 9.83852e-28, 4.2021e-11, 9.83852e-28, 9.83852e-28, 1.36143e-11, 9.83852e-28, 9.83852e-28, 2.27967e-07, 9.83852e-28, 9.83852e-28, 9.83852e-28
0.482916, 0, 3.31709e-07, 4.1282e-27, 1.41421, -3.31709e-07, 0, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 4.1282e-27, 6.15061e-11, 4.1282e-27, 4.1282e-27, 2.28488e-11, 4.1282e-27, 4.1282e-27, 3.31625e-07, 4.1282e-27, 4.1282e-27, 4.1282e-27
0.49079, 0, 4.78672e-07, 1.65377e-26, 1.41421, -4.78672e-07, 0, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 1.65377e-26, 8.93874e-11, 1.65377e-26, 1.65377e-26, 3.82152e-11, 1.65377e-26, 1.65377e-26, 4.78545e-07, 1.65377e-26, 1.65377e-26, 1.65377e-26
0.498664, 0, 6.85272e-07, 6.33376e-26, 1.41421, -6.85272e-07, 0, 6.33376e-26, 6.33376e-26, 6.33376e-26, 6.33376e-26, 6.33376e-26, 6.33376e-26, 6.33376e-26, 4.29561e-12, 6.33376e-26, 6.33376e-26, 1.29008e-10, 6.33376e-26, 6.33376e-26, 6.3654e-11, 6.33376e-26, 6.33376e-26, 6.85076e-07, 6.33376e-26, 6.33376e-26, 6.33376e-26
0.506538, 0, 9.73366e-07, 2.32327e-25, 1.41421, -9.73366e-07, 0, 2.32327e-25, 2.32327e-25, 2.32327e-25, 2.32327e-25, 2.32327e-25, 2.32327e-25, 2.32327e-25, 1.54025e-11, 2.32327e-25, 2.32327e-25, 1.84935e-10, 2.32327e-25, 2.32327e-25, 1.05524e-10, 2.32327e-25, 2.32327e-25, 9.7306e-07, 2.32327e-25, 2.32327e-25, 2.32327e-25
0.514411, 0, 1.3719e-06, 8.24124e-25, 1.41421, -1.3719e-06, 0, 8.24124e-25, 8.24124e-25, 8.24124e-25, 8.24124e-25, 8.24124e-25, 8.24124e-25, 8.24124e-25, 4.30707e-11, 8.24124e-25, 8.24124e-25, 2.63363e-10, 8.24124e-25, 8.24124e-25, 1.74001e-10, 8.24124e-25, 8.24124e-25, 1.37142e-06, 8.24124e-25, 8.24124e-25, 8.24124e-25
0.522285, 0, 1.92123e-06, 3.03394e-10, 1.41421, -1.92123e-06, 3.03394e-10, 3.03395e-10, 3.03476e-10, 7.56019e-10, 3.14914e-10, 3.04263e-10, 3.39421e-10, 3.36955e-10, 6.17974e-10, 4.31152e-10, 1.02988e-09, 6.76044e-10, 3.21766e-10, 3.06146e-10, 5.88615e-10, 3.03442e-10, 3.03395e-10, 1.91867e-06, 3.03394e-10, 3.03394e-10, 4.83492e-10
0.530159, 0, 2.67223e-06, 1.07667e-09, 1.41421, -2.67223e-06, 1.07667e-09, 1.07668e-09, 1.07697e-09, 2.68941e-09, 1.11772e-09, 1.07977e-09, 1.20504e-09, 1.19625e-09, 2.07255e-09, 1.53189e-09, 3.66521e-09, 1.60066e-09, 1.14213e-09, 1.08648e-09, 1.54129e-09, 1.07797e-09, 1.07668e-09, 2.66458e-06, 1.07667e-09, 1.07667e-09, 1.71838e-09
0.538033, 0, 3.6946e-06, 2.98519e-09, 1.41421, -3.6946e-06, 2.98519e-09, 2.98521e-09, 2.986e-09, 7.46896e-09, 3.09931e-09, 2.9938e-09, 3.34209e-09, 3.31765e-09, 5.6365e-09, 4.25079e-09, 1.01819e-08, 3.71744e-09, 3.16719e-09, 3.01246e-09, 3.73688e-09, 2.98966e-09, 2.98521e-09, 3.67471e-06, 2.98519e-09, 2.98519e-09, 4.76927e-09
0.545907, 0, 5.08258e-06, 7.55805e-09, 1.41421, -5.08258e-06, 7.55805e-09, 7.55808e-09, 7.56011e-09, 1.89333e-08, 7.84757e-09, 7.57989e-09, 8.46348e-09, 8.40149e-09, 1.41175e-08, 1.07688e-08, 2.58159e-08, 8.57516e-09, 8.01977e-09, 7.62722e-09, 8.76546e-09, 7.57063e-09, 7.55809e-09, 5.03382e-06, 7.55805e-09, 7.55805e-09, 1.20842e-08
0.55378, 0, 6.96846e-06, 1.82151e-08, 1.41421, -6.96846e-06, 1.82151e-08, 1.82152e-08, 1.82201e-08, 4.56636e-08, 1.89137e-08, 1.82678e-08, 2.03999e-08, 2.02503e-08, 3.37452e-08, 2.59628e-08, 6.22716e-08, 1.96195e-08, 1.93292e-08, 1.8382e-08, 2.01401e-08, 1.82475e-08, 1.82152e-08, 6.85313e-06, 1.82151e-08, 1.82151e-08, 2.91368e-08
0.561654, 0, 9.54704e-06, 4.23722e-08, 1.41421, -9.54704e-06, 4.23722e-08, 4.23724e-08, 4.23838e-08, 1.06277e-07, 4.39987e-08, 4.24949e-08, 4.74588e-08, 4.71105e-08, 8.01052e-08, 6.041e-08, 1.44942e-07, 4.43e-08, 4.49661e-08, 4.27608e-08, 4.54176e-08, 4.24511e-08, 4.23724e-08, 9.27975e-06, 4.23722e-08, 4.23722e-08, 6.77996e-08
0.569528, 0, 1.31159e-05, 9.56456e-08, 1.41421, -1.31159e-05, 9.56456e-08, 9.56461e-08, 9.56718e-08, 2.39989e-07, 9.93195e-08, 9.59227e-08, 1.07135e-07, 1.06348e-07, 1.84655e-07, 1.36388e-07, 3.27325e-07, 9.82766e-08, 1.01505e-07, 9.65234e-08, 1.00426e-07, 9.58307e-08, 9.56461e-08, 1.25122e-05, 9.56456e-08, 9.56456e-08, 1.5308e-07
0.577402, 0, 1.81964e-05, 2.09968e-07, 1.41421, -1.81964e-05, 2.09968e-07, 2.09969e-07, 2.10026e-07, 5.27025e-07, 2.18038e-07, 2.10577e-07, 2.35205e-07, 2.33477e-07, 4.54711e-07, 2.99461e-07, 7.18862e-07, 2.13538e-07, 2.22838e-07, 2.11896e-07, 2.17411e-07, 2.10388e-07, 2.09969e-07, 1.68263e-05, 2.09968e-07, 2.09968e-07, 3.36124e-07
0.585275, 0, 2.56124e-05, 4.48734e-07, 1.41421, -2.56124e-05, 4.48734e-07, 4.48736e-07, 4.48857e-07, 1.12671e-06, 4.6599e-07, 4.50036e-07, 5.02699e-07, 4.99004e-07, 1.04263e-06, 6.40101e-07, 1.53693e-06, 4.53551e-07, 4.76253e-07, 4.52857e-07, 4.6023e-07, 4.49661e-07, 4.48736e-07, 2.26194e-05, 4.48734e-07, 4.48734e-07, 7.185e-07
0.593149, 0, 3.68339e-05, 9.34138e-07, 1.41421, -3.68339e-05, 9.34138e-07, 9.34142e-07, 9.34394e-07, 2.3463e-06, 9.7008e-07, 9.36849e-07, 1.04654e-06, 1.03885e-06, 2.29457e-06, 1.33274e-06, 3.20074e-06, 9.40601e-07, 9.91458e-07, 9.42725e-07, 9.51757e-07, 9.36128e-07, 9.34143e-07, 3.04862e-05, 9.34138e-07, 9.34138e-07, 1.49604e-06
0.601023, 0, 5.44631e-05, 1.89483e-06, 1.41421, -5.44631e-05, 1.89483e-06, 1.89484e-06, 1.89535e-06, 4.76101e-06, 1.96779e-06, 1.90034e-06, 2.12297e-06, 2.10735e-06, 4.90056e-06, 2.70385e-06, 6.49521e-06, 1.90346e-06, 2.01117e-06, 1.91226e-06, 1.92162e-06, 1.899e-06, 1.89484e-06, 4.13484e-05, 1.89483e-06, 1.89483e-06, 3.03528e-06
0.608897, 0, 8.31116e-05, 3.74617e-06, 1.41421, -8.31116e-05, 3.74617e-06, 3.74618e-06, 3.74719e-06, 9.41621e-06, 3.89048e-06, 3.75705e-06, 4.19749e-06, 4.16659e-06, 1.0205e-05, 5.3466e-06, 1.28469e-05, 3.75761e-06, 3.97632e-06, 3.78065e-06, 3.78656e-06, 3.75466e-06, 3.74619e-06, 5.66724e-05, 3.74617e-06, 3.74617e-06, 6.00227e-06
0.616771, 0, 0.000130903, 7.22037e-06, 1.41421, -0.000130903, 7.22037e-06, 7.2204e-06, 7.22235e-06, 1.81559e-05, 7.4987e-06, 7.24136e-06, 8.09081e-06, 8.03121e-06, 2.07895e-05, 1.03071e-05, 2.47725e-05, 7.23549e-06, 7.66425e-06, 7.28687e-06, 7.28082e-06, 7.23725e-06, 7.22041e-06, 7.88229e-05, 7.22037e-06, 7.22037e-06, 1.15716e-05
