   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_298.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.07921, 10, 11.3412, 7.839, 3.4641, -1.34116, 0, 7.83902, 7.83902, 8.11239, 7.84653, 7.85524, 7.83981, 7.839, 7.839, 7.839, 7.839, 7.839, 7.839, 7.839, 7.839, 11.0222, 7.839, 7.84778, 7.85113
3.08707, 4, 10.9372, 7.77454, 2.44949, -6.9372, 0, 7.77456, 7.77455, 8.04793, 7.78207, 7.79127, 7.77503, 7.77454, 7.77454, 7.77454, 7.77454, 7.77454, 7.77454, 7.77454, 7.77454, 10.624, 7.77454, 7.78197, 7.78212
3.09493, 8, 10.5755, 7.71807, 3.16228, -2.57549, 0, 7.71809, 7.71808, 7.99146, 7.7256, 7.73531, 7.71837, 7.71807, 7.71807, 7.71807, 7.71807, 7.71807, 7.71807, 7.71807, 7.71807, 10.2661, 7.71807, 7.72428, 7.72274
3.1028, 4, 10.2553, 7.66877, 2.44949, -6.25534, 0, 7.66879, 7.66878, 7.94216, 7.6763, 7.68652, 7.66894, 7.66877, 7.66877, 7.66877, 7.66877, 7.66877, 7.66877, 7.66877, 7.66877, 9.9485, 7.66877, 7.67388, 7.67161
3.11066, 10, 9.97505, 7.6258, 3.4641, 0.024951, 0, 7.62582, 7.62581, 7.89919, 7.63333, 7.64407, 7.6259, 7.6258, 7.6258, 7.6258, 7.6258, 7.6258, 7.6258, 7.6258, 7.6258, 9.66986, 7.6258, 7.62994, 7.6275
3.11852, 4, 9.73204, 7.58841, 2.44949, -5.73204, 0, 7.58843, 7.58842, 7.8618, 7.59594, 7.60721, 7.58847, 7.58841, 7.58841, 7.58841, 7.58841, 7.58841, 7.58841, 7.58841, 7.58841, 9.4279, 7.58841, 7.59172, 7.58941
3.12639, 8, 9.52316, 7.55598, 3.16228, -1.52316, 0, 7.556, 7.55599, 7.82937, 7.56351, 7.57531, 7.55601, 7.55598, 7.55598, 7.55598, 7.55598, 7.55598, 7.55598, 7.55598, 7.55598, 9.21964, 7.55598, 7.55858, 7.55656
3.13425, 2, 9.34493, 7.52807, 2, -7.34493, 0, 7.52809, 7.52809, 7.80146, 7.5356, 7.54795, 7.52809, 7.52807, 7.52807, 7.52807, 7.52807, 7.52807, 7.52807, 7.52807, 7.52807, 9.04171, 7.52807, 7.5301, 7.52841
3.14212, 4, 9.19369, 7.50443, 2.44949, -5.19369, 0, 7.50445, 7.50444, 7.77782, 7.51196, 7.52485, 7.50444, 7.50443, 7.50443, 7.50443, 7.50443, 7.50443, 7.50443, 7.50443, 7.50443, 8.89056, 7.50443, 7.50598, 7.50462
3.14998, 10, 9.06592, 7.48498, 3.4641, 0.934075, 0, 7.485, 7.485, 7.75838, 7.49251, 7.50596, 7.48499, 7.48498, 7.48498, 7.48498, 7.48498, 7.48498, 7.48498, 7.48498, 7.48498, 8.76271, 7.48498, 7.48615, 7.48509
3.15784, 4, 8.95833, 7.46981, 2.44949, -4.95833, 0, 7.46983, 7.46982, 7.7432, 7.47734, 7.49135, 7.46981, 7.46981, 7.46981, 7.46981, 7.46981, 7.46981, 7.46981, 7.46981, 7.46981, 8.65491, 7.46981, 7.47068, 7.46987
3.16571, 2, 8.86799, 7.4591, 2, -6.86799, 0, 7.45912, 7.45912, 7.73249, 7.46663, 7.4812, 7.4591, 7.4591, 7.4591, 7.4591, 7.4591, 7.4591, 7.4591, 7.4591, 7.4591, 8.56426, 7.4591, 7.45974, 7.45913
3.17357, 2, 8.79238, 7.45312, 2, -6.79238, 0, 7.45315, 7.45314, 7.72652, 7.46065, 7.4758, 7.45312, 7.45312, 7.45312, 7.45312, 7.45312, 7.45312, 7.45312, 7.45312, 7.45312, 8.48826, 7.45312, 7.45358, 7.45314
3.18144, 4, 8.72939, 7.45216, 2.44949, -4.72939, 0, 7.45218, 7.45217, 7.72555, 7.45969, 7.47541, 7.45216, 7.45216, 7.45216, 7.45216, 7.45216, 7.45216, 7.45216, 7.45216, 7.45216, 8.42484, 7.45216, 7.45249, 7.45217
3.1893, 4, 8.67737, 7.45645, 2.44949, -4.67737, 0, 7.45647, 7.45647, 7.72985, 7.46398, 7.4803, 7.45645, 7.45645, 7.45645, 7.45645, 7.45645, 7.45645, 7.45645, 7.45645, 7.45645, 8.37233, 7.45645, 7.45668, 7.45646
3.19716, 6, 8.63501, 7.4662, 2.82843, -2.63501, 0, 7.46623, 7.46622, 7.7396, 7.47373, 7.49064, 7.4662, 7.4662, 7.4662, 7.4662, 7.4662, 7.4662, 7.4662, 7.4662, 7.4662, 8.32944, 7.4662, 7.46637, 7.46621
3.20503, 0, 8.60128, 7.4815, 1.41421, -8.60128, 0, 7.48152, 7.48152, 7.7549, 7.48903, 7.50654, 7.4815, 7.4815, 7.4815, 7.4815, 7.4815, 7.4815, 7.4815, 7.4815, 7.4815, 8.29517, 7.4815, 7.48162, 7.4815
3.21289, 4, 8.57545, 7.50234, 2.44949, -4.57545, 0, 7.50236, 7.50235, 7.77573, 7.50987, 7.52798, 7.50234, 7.50234, 7.50234, 7.50234, 7.50234, 7.50234, 7.50234, 7.50234, 7.50234, 8.26875, 7.50234, 7.50242, 7.50234
3.22075, 6, 8.55691, 7.52857, 2.82843, -2.55691, 0, 7.52859, 7.52859, 7.80197, 7.5361, 7.55483, 7.52857, 7.52857, 7.52857, 7.52857, 7.52857, 7.52857, 7.52857, 7.52857, 7.52857, 8.24962, 7.52857, 7.52865, 7.52857
3.22862, 2, 8.54522, 7.55996, 2, -6.54522, 0, 7.55998, 7.55998, 7.83335, 7.56749, 7.58684, 7.55996, 7.55996, 7.55996, 7.55996, 7.55996, 7.55996, 7.55996, 7.55996, 7.55996, 8.23731, 7.55996, 7.56003, 7.55996
3.23648, 0, 8.53998, 7.59615, 1.41421, -8.53998, 0, 7.59617, 7.59617, 7.86954, 7.60368, 7.62366, 7.59615, 7.59615, 7.59615, 7.59615, 7.59615, 7.59615, 7.59615, 7.59615, 7.59615, 8.23142, 7.59615, 7.59624, 7.59615
3.24435, 2, 8.54082, 7.63671, 2, -6.54082, 0, 7.63673, 7.63672, 7.9101, 7.64424, 7.66485, 7.63671, 7.63671, 7.63671, 7.63671, 7.63671, 7.63671, 7.63671, 7.63671, 7.63671, 8.2316, 7.63671, 7.63683, 7.63671
3.25221, 2, 8.54738, 7.68111, 2, -6.54738, 0, 7.68113, 7.68113, 7.9545, 7.68864, 7.70989, 7.68111, 7.68111, 7.68111, 7.68111, 7.68111, 7.68111, 7.68111, 7.68111, 7.68111, 8.23746, 7.68111, 7.68129, 7.68111
3.26007, 2, 8.55926, 7.72879, 2, -6.55926, 0, 7.72881, 7.7288, 8.00218, 7.73632, 7.75822, 7.72879, 7.72879, 7.72879, 7.72879, 7.72879, 7.72879, 7.72879, 7.72879, 7.72879, 8.2486, 7.72879, 7.72906, 7.72879
3.26794, 2, 8.57604, 7.77916, 2, -6.57604, 0, 7.77918, 7.77917, 8.05255, 7.78669, 7.80924, 7.77916, 7.77916, 7.77916, 7.77916, 7.77916, 7.77916, 7.77916, 7.77916, 7.77916, 8.2646, 7.77916, 7.77956, 7.77916
3.2758, 8, 8.59726, 7.83159, 3.16228, -0.597261, 0, 7.83161, 7.83161, 8.10499, 7.83912, 7.86233, 7.83159, 7.83159, 7.83159, 7.83159, 7.83159, 7.83159, 7.83159, 7.83159, 7.83159, 8.28496, 7.83159, 7.83219, 7.83159
3.28366, 20, 8.62243, 7.88549, 4.69042, 11.3776, 0, 7.88551, 7.88551, 8.15889, 7.89302, 7.9169, 7.88549, 7.88549, 7.88549, 7.88549, 7.88549, 7.88549, 7.88549, 7.88549, 7.88549, 8.30919, 7.88549, 7.88637, 7.88549
3.29153, 4, 8.651, 7.94024, 2.44949, -4.651, 0, 7.94026, 7.94025, 8.21363, 7.94777, 7.97232, 7.94024, 7.94024, 7.94024, 7.94024, 7.94024, 7.94024, 7.94024, 7.94024, 7.94024, 8.33669, 7.94024, 7.9415, 7.94024
3.29939, 2, 8.68242, 7.99526, 2, -6.68242, 0, 7.99528, 7.99528, 8.26866, 8.00279, 8.02802, 7.99526, 7.99526, 7.99526, 7.99526, 7.99526, 7.99526, 7.99526, 7.99526, 7.99526, 8.3669, 7.99526, 7.99707, 7.99526
3.30726, 18, 8.71613, 8.05002, 4.47214, 9.28387, 0, 8.05004, 8.05004, 8.32342, 8.05755, 8.08346, 8.05002, 8.05002, 8.05002, 8.05002, 8.05002, 8.05002, 8.05002, 8.05002, 8.05002, 8.39919, 8.05002, 8.05256, 8.05002
3.31512, 12, 8.75155, 8.10401, 3.74166, 3.24845, 0, 8.10404, 8.10403, 8.37741, 8.11154, 8.13814, 8.10401, 8.10401, 8.10401, 8.10401, 8.10401, 8.10401, 8.10401, 8.10401, 8.10402, 8.43295, 8.10401, 8.10752, 8.10401
3.32298, 2, 8.78814, 8.15679, 2, -6.78814, 0, 8.15681, 8.15681, 8.43018, 8.16432, 8.19161, 8.15679, 8.15679, 8.15679, 8.15679, 8.15679, 8.15679, 8.15679, 8.15679, 8.15679, 8.46757, 8.15679, 8.16157, 8.15679
3.33085, 6, 8.8254, 8.20797, 2.82843, -2.8254, 0, 8.20799, 8.20798, 8.48136, 8.2155, 8.24349, 8.20797, 8.20797, 8.20797, 8.20797, 8.20797, 8.20797, 8.20797, 8.20797, 8.20797, 8.50249, 8.20797, 8.21438, 8.20797
3.33871, 2, 8.86285, 8.25723, 2, -6.86285, 0, 8.25725, 8.25724, 8.53062, 8.26476, 8.29346, 8.25723, 8.25723, 8.25723, 8.25723, 8.25723, 8.25723, 8.25723, 8.25723, 8.25723, 8.53718, 8.25723, 8.26571, 8.25723
3.34657, 8, 8.90013, 8.30433, 3.16228, -0.900129, 0, 8.30435, 8.30435, 8.57773, 8.31186, 8.34129, 8.30433, 8.30433, 8.30433, 8.30433, 8.30433, 8.30433, 8.30433, 8.30433, 8.30433, 8.57117, 8.30433, 8.31537, 8.30433
3.35444, 4, 8.93692, 8.34914, 2.44949, -4.93692, 0, 8.34916, 8.34916, 8.62253, 8.35667, 8.38684, 8.34914, 8.34914, 8.34914, 8.34914, 8.34914, 8.34914, 8.34914, 8.34914, 8.34914, 8.60411, 8.34914, 8.36329, 8.34914
3.3623, 0, 8.97301, 8.3916, 1.41421, -8.97301, 0, 8.39163, 8.39162, 8.665, 8.39913, 8.43007, 8.3916, 8.3916, 8.3916, 8.3916, 8.3916, 8.3916, 8.3916, 8.3916, 8.39161, 8.63572, 8.3916, 8.40947, 8.3916
3.37017, 4, 9.00829, 8.43177, 2.44949, -5.00829, 0, 8.43179, 8.43178, 8.70516, 8.43929, 8.47103, 8.43177, 8.43177, 8.43177, 8.43177, 8.43177, 8.43177, 8.43177, 8.43177, 8.43177, 8.66584, 8.43177, 8.45399, 8.43177
3.37803, 8, 9.04275, 8.46978, 3.16228, -1.04275, 0, 8.4698, 8.46979, 8.74317, 8.4773, 8.50991, 8.46978, 8.46978, 8.46978, 8.46978, 8.46978, 8.46978, 8.46978, 8.46978, 8.46978, 8.69442, 8.46978, 8.497, 8.46978
3.38589, 10, 9.07649, 8.50588, 3.4641, 0.923509, 0, 8.5059, 8.50589, 8.77927, 8.51341, 8.547, 8.50588, 8.50588, 8.50588, 8.50588, 8.50588, 8.50588, 8.50588, 8.50588, 8.50588, 8.72155, 8.50588, 8.53874, 8.50588
3.39376, 2, 9.10972, 8.5404, 2, -7.10972, 0, 8.54042, 8.54041, 8.81379, 8.54793, 8.58268, 8.5404, 8.5404, 8.5404, 8.5404, 8.5404, 8.5404, 8.5404, 8.5404, 8.5404, 8.7474, 8.5404, 8.57947, 8.5404
3.40162, 6, 9.14272, 8.57374, 2.82843, -3.14272, 0, 8.57376, 8.57375, 8.84713, 8.58127, 8.61748, 8.57374, 8.57374, 8.57374, 8.57374, 8.57374, 8.57374, 8.57374, 8.57374, 8.57374, 8.77224, 8.57374, 8.61951, 8.57374
3.40948, 4, 9.17594, 8.60635, 2.44949, -5.17594, 0, 8.60637, 8.60637, 8.87975, 8.61388, 8.65205, 8.60635, 8.60635, 8.60635, 8.60635, 8.60635, 8.60635, 8.60635, 8.60635, 8.60635, 8.79645, 8.60635, 8.65919, 8.60635
3.41735, 4, 9.2099, 8.63873, 2.44949, -5.2099, 0, 8.63875, 8.63875, 8.91213, 8.64626, 8.68715, 8.63873, 8.63873, 8.63873, 8.63873, 8.63873, 8.63873, 8.63873, 8.63873, 8.63873, 8.82044, 8.63873, 8.69882, 8.63873
3.42521, 4, 9.24531, 8.67138, 2.44949, -5.24531, 0, 8.67141, 8.6714, 8.94478, 8.67891, 8.72374, 8.67138, 8.67138, 8.67138, 8.67138, 8.67138, 8.67138, 8.67138, 8.67138, 8.67139, 8.84467, 8.67138, 8.73871, 8.67138
3.43308, 0, 9.28309, 8.7048, 1.41421, -9.28309, 0, 8.70482, 8.70481, 8.97819, 8.71233, 8.76297, 8.7048, 8.7048, 8.7048, 8.7048, 8.7048, 8.7048, 8.7048, 8.7048, 8.7048, 8.86961, 8.7048, 8.77914, 8.7048
3.44094, 8, 9.32443, 8.73944, 3.16228, -1.32443, 0, 8.73946, 8.73945, 9.01283, 8.74697, 8.8063, 8.73944, 8.73944, 8.73944, 8.73944, 8.73944, 8.73944, 8.73944, 8.73944, 8.73944, 8.89572, 8.73944, 8.82032, 8.73944
3.4488, 4, 9.37096, 8.77571, 2.44949, -5.37096, 0, 8.77573, 8.77572, 9.0491, 8.78324, 8.85557, 8.77571, 8.77571, 8.77571, 8.77571, 8.77571, 8.77571, 8.77571, 8.77571, 8.77571, 8.92341, 8.77571, 8.86243, 8.77571
3.45667, 0, 9.42484, 8.81397, 1.41421, -9.42484, 0, 8.81399, 8.81398, 9.08736, 8.8215, 8.91315, 8.81397, 8.81397, 8.81397, 8.81397, 8.81397, 8.81397, 8.81397, 8.81397, 8.81397, 8.95306, 8.81397, 8.9056, 8.81397
3.46453, 0, 9.48902, 8.85447, 1.41421, -9.48902, 0, 8.85449, 8.85449, 9.12787, 8.862, 8.98214, 8.85447, 8.85447, 8.85447, 8.85447, 8.85447, 8.85447, 8.85447, 8.85447, 8.85447, 8.98497, 8.85447, 8.94989, 8.85447
3.47239, 4, 9.56741, 8.89742, 2.44949, -5.56741, 0, 8.89744, 8.89743, 9.17081, 8.90495, 9.06657, 8.89742, 8.89742, 8.89742, 8.89742, 8.89742, 8.89742, 8.89742, 8.89742, 8.89742, 9.01937, 8.89742, 8.99535, 8.89742
3.48026, 6, 9.66521, 8.94291, 2.82843, -3.66521, 0, 8.94293, 8.94293, 9.2163, 8.95044, 9.17169, 8.94291, 8.94291, 8.94291, 8.94291, 8.94291, 8.94291, 8.94291, 8.94291, 8.94291, 9.05642, 8.94291, 9.04197, 8.94291
3.48812, 6, 9.78916, 8.99097, 2.82843, -3.78916, 0, 8.991, 8.99099, 9.26437, 8.9985, 9.30424, 8.99097, 8.99097, 8.99097, 8.99097, 8.99097, 8.99097, 8.99097, 8.99097, 8.99098, 9.09618, 8.99097, 9.08973, 8.99097
3.49599, 0, 9.94786, 9.04157, 1.41421, -9.94786, 0, 9.0416, 9.04159, 9.31497, 9.0491, 9.47276, 9.04157, 9.04157, 9.04157, 9.04157, 9.04157, 9.04157, 9.04157, 9.04157, 9.04158, 9.13866, 9.04157, 9.13863, 9.04157
3.50385, 2, 10.152, 9.0946, 2, -8.15196, 0, 9.09462, 9.09462, 9.36799, 9.10213, 9.68779, 9.0946, 9.0946, 9.0946, 9.0946, 9.0946, 9.0946, 9.0946, 9.0946, 9.0946, 9.18381, 9.0946, 9.18861, 9.0946
3.51171, 6, 10.4144, 9.14991, 2.82843, -4.41444, 0, 9.14993, 9.14992, 9.4233, 9.15743, 9.9621, 9.14991, 9.14991, 9.14991, 9.14991, 9.14991, 9.14991, 9.14991, 9.14991, 9.14991, 9.23151, 9.14991, 9.23967, 9.14991
3.51958, 6, 10.7506, 9.20732, 2.82843, -4.75059, 0, 9.20734, 9.20733, 9.48071, 9.21484, 10.3108, 9.20732, 9.20732, 9.20732, 9.20732, 9.20732, 9.20732, 9.20732, 9.20732, 9.20732, 9.28164, 9.20732, 9.29181, 9.20732
3.52744, 2, 11.1779, 9.26662, 2, -9.17793, 0, 9.26664, 9.26664, 9.54002, 9.27415, 10.7512, 9.26662, 9.26662, 9.26662, 9.26662, 9.26662, 9.26662, 9.26662, 9.26662, 9.26662, 9.33401, 9.26662, 9.34503, 9.26662
3.53531, 4, 11.7158, 9.32761, 2.44949, -7.71578, 0, 9.32764, 9.32763, 9.60101, 9.33514, 11.3023, 9.32761, 9.32761, 9.32761, 9.32761, 9.32761, 9.32761, 9.32761, 9.32761, 9.32762, 9.38843, 9.32761, 9.39935, 9.32761
3.54317, 10, 12.3847, 9.39008, 3.4641, -2.38469, 0, 9.3901, 9.39009, 9.66347, 9.39761, 11.9844, 9.39008, 9.39008, 9.39008, 9.39008, 9.39008, 9.39008, 9.39008, 9.39008, 9.39008, 9.44472, 9.39008, 9.45478, 9.39008
3.55103, 10, 13.2055, 9.45381, 3.4641, -3.20549, 0, 9.45383, 9.45382, 9.7272, 9.46134, 12.8181, 9.45381, 9.45381, 9.45381, 9.45381, 9.45381, 9.45381, 9.45381, 9.45381, 9.45381, 9.50268, 9.45381, 9.51134, 9.45381
3.5589, 16, 14.1979, 9.51863, 4.24264, 1.80208, 0, 9.51865, 9.51864, 9.79202, 9.52616, 13.823, 9.51863, 9.51863, 9.51863, 9.51863, 9.51863, 9.51863, 9.51863, 9.51863, 9.51863, 9.56214, 9.51863, 9.56908, 9.51863
3.56676, 12, 15.379, 9.58436, 3.74166, -3.37899, 0, 9.58438, 9.58437, 9.85775, 9.59189, 15.0159, 9.58436, 9.58436, 9.58436, 9.58436, 9.58436, 9.58436, 9.58436, 9.58436, 9.58436, 9.62292, 9.58436, 9.62797, 9.58436
3.57462, 32, 16.7612, 9.65084, 5.83095, 15.2388, 0, 9.65086, 9.65086, 9.92424, 9.65837, 16.4091, 9.65084, 9.65084, 9.65084, 9.65084, 9.65084, 9.65084, 9.65084, 9.65084, 9.65084, 9.68486, 9.65084, 9.68802, 9.65084
3.58249, 26, 18.3509, 9.71798, 5.2915, 7.64907, 0, 9.718, 9.718, 9.99137, 9.72551, 18.0089, 9.71798, 9.71798, 9.71798, 9.71798, 9.71798, 9.71798, 9.71798, 9.71798, 9.71798, 9.74785, 9.71798, 9.74924, 9.71798
3.59035, 12, 20.1456, 9.78564, 3.74166, -8.14561, 0, 9.78566, 9.78566, 10.059, 9.79317, 19.8126, 9.78564, 9.78564, 9.78564, 9.78564, 9.78564, 9.78564, 9.78564, 9.78564, 9.78564, 9.81175, 9.78564, 9.81155, 9.78564
3.59822, 24, 22.1329, 9.85375, 5.09902, 1.86707, 0, 9.85377, 9.85377, 10.1271, 9.86128, 21.8081, 9.85375, 9.85375, 9.85375, 9.85375, 9.85375, 9.85375, 9.85375, 9.85375, 9.85375, 9.87647, 9.85375, 9.87493, 9.85375
3.60608, 20, 24.289, 9.92224, 4.69042, -4.28901, 0, 9.92226, 9.92225, 10.1956, 9.92976, 23.9713, 9.92224, 9.92224, 9.92224, 9.92224, 9.92224, 9.92224, 9.92224, 9.92224, 9.92224, 9.94191, 9.92224, 9.93931, 9.92224
3.61394, 22, 26.5783, 9.99104, 4.89898, -4.57827, 0, 9.99107, 9.99106, 10.2644, 9.99857, 26.2668, 9.99104, 9.99104, 9.99104, 9.99104, 9.99104, 9.99104, 9.99104, 9.99104, 9.99105, 10.008, 9.99104, 10.0046, 9.99104
3.62181, 38, 28.9528, 10.0601, 6.32456, 9.04723, 0, 10.0602, 10.0602, 10.3335, 10.0677, 28.6466, 10.0601, 10.0601, 10.0601, 10.0601, 10.0601, 10.0601, 10.0601, 10.0601, 10.0601, 10.0747, 10.0601, 10.0708, 10.0601
3.62967, 24, 31.3541, 10.1295, 5.09902, -7.3541, 0, 10.1295, 10.1295, 10.4029, 10.137, 31.0525, 10.1295, 10.1295, 10.1295, 10.1295, 10.1295, 10.1295, 10.1295, 10.1295, 10.1295, 10.1419, 10.1295, 10.1377, 10.1295
3.63753, 30, 33.715, 10.1991, 5.65685, -3.71503, 0, 10.1991, 10.1991, 10.4725, 10.2066, 33.4172, 10.1991, 10.1991, 10.1991, 10.1991, 10.1991, 10.1991, 10.1991, 10.1991, 10.1991, 10.2096, 10.1991, 10.2053, 10.1991
3.6454, 40, 35.9626, 10.2688, 6.48074, 4.0374, 0, 10.2689, 10.2689, 10.5422, 10.2764, 35.668, 10.2688, 10.2688, 10.2688, 10.2688, 10.2688, 10.2688, 10.2688, 10.2688, 10.2688, 10.2778, 10.2688, 10.2736, 10.2688
3.65326, 44, 38.0218, 10.3388, 6.78233, 5.97818, 0, 10.3389, 10.3389, 10.6122, 10.3464, 37.7298, 10.3388, 10.3388, 10.3388, 10.3388, 10.3388, 10.3388, 10.3388, 10.3388, 10.3388, 10.3464, 10.3388, 10.3423, 10.3388
3.66113, 54, 39.8199, 10.409, 7.48331, 14.1801, 0, 10.4091, 10.409, 10.6824, 10.4166, 39.53, 10.409, 10.409, 10.409, 10.409, 10.409, 10.409, 10.409, 10.409, 10.409, 10.4154, 10.409, 10.4116, 10.409
3.66899, 50, 41.2905, 10.4794, 7.2111, 8.70948, 0, 10.4794, 10.4794, 10.7528, 10.487, 41.0024, 10.4794, 10.4794, 10.4794, 10.4794, 10.4794, 10.4794, 10.4794, 10.4794, 10.4794, 10.4847, 10.4794, 10.4813, 10.4794
3.67685, 52, 42.3784, 10.55, 7.34847, 9.62164, 0, 10.55, 10.55, 10.8234, 10.5575, 42.0917, 10.55, 10.55, 10.55, 10.55, 10.55, 10.55, 10.55, 10.55, 10.55, 10.5544, 10.55, 10.5513, 10.55
3.68472, 80, 43.0424, 10.6208, 9.05539, 36.9576, 0, 10.6208, 10.6208, 10.8942, 10.6283, 42.7569, 10.6208, 10.6208, 10.6208, 10.6208, 10.6208, 10.6208, 10.6208, 10.6208, 10.6208, 10.6244, 10.6208, 10.6217, 10.6208
3.69258, 48, 43.2588, 10.6917, 7.07107, 4.74121, 0, 10.6918, 10.6918, 10.9651, 10.6993, 42.9742, 10.6917, 10.6917, 10.6917, 10.6917, 10.6917, 10.6917, 10.6917, 10.6917, 10.6917, 10.6947, 10.6917, 10.6924, 10.6917
3.70044, 44, 43.0224, 10.7629, 6.78233, 0.977554, 0, 10.7629, 10.7629, 11.0363, 10.7704, 42.7386, 10.7629, 10.7629, 10.7629, 10.7629, 10.7629, 10.7629, 10.7629, 10.7629, 10.7629, 10.7654, 10.7629, 10.7634, 10.7629
3.70831, 46, 42.3473, 10.8343, 6.9282, 3.65273, 0, 10.8343, 10.8343, 11.1077, 10.8418, 42.064, 10.8343, 10.8343, 10.8343, 10.8343, 10.8343, 10.8343, 10.8343, 10.8343, 10.8343, 10.8363, 10.8343, 10.8346, 10.8343
3.71617, 48, 41.2652, 10.9058, 7.07107, 6.73485, 0, 10.9059, 10.9059, 11.1792, 10.9134, 40.9823, 10.9058, 10.9058, 10.9058, 10.9058, 10.9058, 10.9058, 10.9058, 10.9058, 10.9058, 10.9075, 10.9058, 10.9061, 10.9058
3.72404, 56, 39.8236, 10.9776, 7.61577, 16.1764, 0, 10.9776, 10.9776, 11.251, 10.9852, 39.5412, 10.9776, 10.9776, 10.9776, 10.9776, 10.9776, 10.9776, 10.9776, 10.9776, 10.9776, 10.9789, 10.9776, 10.9778, 10.9776
3.7319, 56, 38.0828, 11.0496, 7.61577, 17.9172, 0, 11.0496, 11.0496, 11.323, 11.0571, 37.8007, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0496, 11.0507, 11.0496, 11.0497, 11.0496
3.73976, 42, 36.1112, 11.1218, 6.63325, 5.88876, 0, 11.1218, 11.1218, 11.3952, 11.1293, 35.8293, 11.1218, 11.1218, 11.1218, 11.1218, 11.1218, 11.1218, 11.1218, 11.1218, 11.1218, 11.1226, 11.1218, 11.1219, 11.1218
3.74763, 48, 33.9818, 11.1942, 7.07107, 14.0182, 0, 11.1942, 11.1942, 11.4676, 11.2017, 33.7001, 11.1942, 11.1942, 11.1942, 11.1942, 11.1942, 11.1942, 11.1942, 11.1942, 11.1942, 11.1949, 11.1942, 11.1943, 11.1942
3.75549, 44, 31.7674, 11.2668, 6.78233, 12.2326, 0, 11.2668, 11.2668, 11.5402, 11.2743, 31.4859, 11.2668, 11.2668, 11.2668, 11.2668, 11.2668, 11.2668, 11.2668, 11.2668, 11.2668, 11.2673, 11.2668, 11.2669, 11.2668
3.76335, 52, 29.5376, 11.3396, 7.34847, 22.4624, 0, 11.3396, 11.3396, 11.613, 11.3471, 29.2561, 11.3396, 11.3396, 11.3396, 11.3396, 11.3396, 11.3396, 11.3396, 11.3396, 11.3396, 11.34, 11.3396, 11.3397, 11.3396
3.77122, 30, 27.3542, 11.4126, 5.65685, 2.64576, 0, 11.4127, 11.4127, 11.686, 11.4202, 27.0728, 11.4126, 11.4126, 11.4126, 11.4126, 11.4126, 11.4126, 11.4126, 11.4126, 11.4126, 11.413, 11.4126, 11.4128, 11.4126
3.77908, 34, 25.2706, 11.4859, 6, 8.72944, 0, 11.4859, 11.4859, 11.7593, 11.4934, 24.9891, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4859, 11.4862, 11.4859, 11.4861, 11.4859
3.78695, 20, 23.3287, 11.5594, 4.69042, -3.32868, 0, 11.5594, 11.5594, 11.8328, 11.5669, 23.0472, 11.5594, 11.5594, 11.5594, 11.5594, 11.5594, 11.5594, 11.5594, 11.5594, 11.5594, 11.5596, 11.5594, 11.5596, 11.5594
3.79481, 26, 21.5597, 11.6331, 5.2915, 4.44032, 0, 11.6331, 11.6331, 11.9065, 11.6406, 21.2782, 11.6331, 11.6331, 11.6331, 11.6331, 11.6331, 11.6331, 11.6331, 11.6331, 11.6331, 11.6333, 11.6331, 11.6334, 11.6331
3.80267, 24, 19.9833, 11.707, 5.09902, 4.01674, 0, 11.707, 11.707, 11.9804, 11.7146, 19.7017, 11.707, 11.707, 11.707, 11.707, 11.707, 11.707, 11.707, 11.707, 11.707, 11.7071, 11.707, 11.7074, 11.707
3.81054, 16, 18.6092, 11.7812, 4.24264, -2.60917, 0, 11.7812, 11.7812, 12.0546, 11.7888, 18.3275, 11.7812, 11.7812, 11.7812, 11.7812, 11.7812, 11.7812, 11.7812, 11.7812, 11.7812, 11.7813, 11.7812, 11.7817, 11.7812
3.8184, 18, 17.4386, 11.8556, 4.47214, 0.561434, 0, 11.8556, 11.8556, 12.129, 11.8632, 17.1568, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8556, 11.8563, 11.8556
3.82626, 14, 16.4655, 11.9302, 4, -2.46553, 0, 11.9302, 11.9302, 12.2036, 11.9378, 16.1836, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.9302, 11.931, 11.9302
3.83413, 16, 15.679, 12.005, 4.24264, 0.320987, 0, 12.005, 12.005, 12.2784, 12.0127, 15.3968, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.005, 12.0061, 12.005
