   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_333.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0469243, 0, 1.97364e-20, 0, 1.41421, -1.97364e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51901e-23, 0, 0, 0, 5.69295e-25, 0, 1.96607e-20, 0, 0, 0
0.0547951, 0, 4.54846e-20, 0, 1.41421, -4.54846e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73283e-22, 0, 0, 0, 1.33879e-24, 0, 4.531e-20, 0, 0, 0
0.0626659, 0, 1.03264e-19, 0, 1.41421, -1.03264e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93406e-22, 0, 0, 0, 3.09959e-24, 0, 1.02868e-19, 0, 0, 0
0.0705367, 0, 2.31108e-19, 0, 1.41421, -2.31108e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.80455e-22, 0, 0, 0, 7.07064e-24, 0, 2.30221e-19, 0, 0, 0
0.0784075, 0, 5.10175e-19, 0, 1.41421, -5.10175e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94362e-21, 0, 0, 0, 1.59029e-23, 0, 5.08216e-19, 0, 0, 0
0.0862783, 0, 1.11144e-18, 0, 1.41421, -1.11144e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23425e-21, 0, 0, 0, 3.52876e-23, 0, 1.10717e-18, 0, 0, 0
0.0941491, 0, 2.39068e-18, 0, 1.41421, -2.39068e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10775e-21, 0, 0, 0, 7.72923e-23, 0, 2.38149e-18, 0, 0, 0
0.10202, 0, 5.07932e-18, 0, 1.41421, -5.07932e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93507e-20, 0, 0, 0, 1.67199e-22, 0, 5.0598e-18, 0, 0, 0
0.109891, 0, 1.06637e-17, 0, 1.41421, -1.06637e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06253e-20, 0, 0, 0, 3.57365e-22, 0, 1.06227e-17, 0, 0, 0
0.117761, 0, 2.21295e-17, 0, 1.41421, -2.21295e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43066e-20, 0, 0, 0, 7.55e-22, 0, 2.20445e-17, 0, 0, 0
0.125632, 0, 4.54089e-17, 0, 1.41421, -4.54089e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72994e-19, 0, 0, 0, 1.57726e-21, 0, 4.52343e-17, 0, 0, 0
0.133503, 0, 9.21591e-17, 0, 1.41421, -9.21591e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51097e-19, 0, 0, 0, 3.25938e-21, 0, 9.18048e-17, 0, 0, 0
0.141374, 0, 1.85046e-16, 0, 1.41421, -1.85046e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04966e-19, 0, 0, 0, 6.66469e-21, 0, 1.84334e-16, 0, 0, 0
0.149245, 0, 3.67681e-16, 0, 1.41421, -3.67681e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40075e-18, 0, 0, 0, 1.34887e-20, 0, 3.66267e-16, 0, 0, 0
0.157115, 0, 7.23119e-16, 0, 1.41421, -7.23119e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75485e-18, 0, 0, 0, 2.70284e-20, 0, 7.20337e-16, 0, 0, 0
0.164986, 0, 1.40794e-15, 0, 1.41421, -1.40794e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36377e-18, 0, 0, 0, 5.36349e-20, 0, 1.40252e-15, 0, 0, 0
0.172857, 0, 2.71441e-15, 0, 1.41421, -2.71441e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0341e-17, 0, 0, 0, 1.05428e-19, 0, 2.70396e-15, 0, 0, 0
0.180728, 0, 5.18275e-15, 0, 1.41421, -5.18275e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97445e-17, 0, 0, 0, 2.05324e-19, 0, 5.1628e-15, 0, 0, 0
0.188599, 0, 9.80179e-15, 0, 1.41421, -9.80179e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73413e-17, 0, 0, 0, 3.96269e-19, 0, 9.76406e-15, 0, 0, 0
0.196469, 0, 1.83643e-14, 0, 1.41421, -1.83643e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99611e-17, 0, 0, 0, 7.58039e-19, 0, 1.82936e-14, 0, 0, 0
0.20434, 0, 3.40896e-14, 0, 1.41421, -3.40896e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29868e-16, 0, 0, 0, 1.43755e-18, 0, 3.39583e-14, 0, 0, 0
0.212211, 0, 6.27051e-14, 0, 1.41421, -6.27051e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38882e-16, 0, 0, 0, 2.70311e-18, 0, 6.24636e-14, 0, 0, 0
0.220082, 0, 1.14304e-13, 0, 1.41421, -1.14304e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35453e-16, 0, 0, 0, 5.04056e-18, 0, 1.13864e-13, 0, 0, 0
0.227953, 0, 2.06512e-13, 0, 1.41421, -2.06512e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.86727e-16, 0, 0, 0, 9.32264e-18, 0, 2.05716e-13, 0, 0, 0
0.235823, 0, 3.69819e-13, 0, 1.41421, -3.69819e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40886e-15, 0, 0, 0, 1.71043e-17, 0, 3.68394e-13, 0, 0, 0
0.243694, 0, 6.56496e-13, 0, 1.41421, -6.56496e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50099e-15, 0, 0, 0, 3.11345e-17, 0, 6.53964e-13, 0, 0, 0
0.251565, 0, 1.15533e-12, 0, 1.41421, -1.15533e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40138e-15, 0, 0, 0, 5.62359e-17, 0, 1.15087e-12, 0, 0, 0
0.259436, 0, 2.01578e-12, 0, 1.41421, -2.01578e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67947e-15, 0, 0, 0, 1.00807e-16, 0, 2.008e-12, 0, 0, 0
0.267307, 0, 3.48715e-12, 0, 1.41421, -3.48715e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32852e-14, 0, 0, 0, 1.7937e-16, 0, 3.47368e-12, 0, 0, 0
0.275177, 0, 5.98158e-12, 0, 1.41421, -5.98158e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2789e-14, 0, 0, 0, 3.16846e-16, 0, 5.95847e-12, 0, 0, 0
0.283048, 0, 1.01743e-11, 0, 1.41421, -1.01743e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87643e-14, 0, 0, 0, 5.55721e-16, 0, 1.0135e-11, 0, 0, 0
0.290919, 0, 1.71617e-11, 0, 1.41421, -1.71617e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53903e-14, 0, 0, 0, 9.67955e-16, 0, 1.70953e-11, 0, 0, 0
0.29879, 0, 2.8708e-11, 0, 1.41421, -2.8708e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09394e-13, 0, 0, 0, 1.67466e-15, 0, 2.85969e-11, 0, 0, 0
0.306661, 0, 4.76275e-11, 0, 1.41421, -4.76275e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81508e-13, 0, 0, 0, 2.87849e-15, 0, 4.74431e-11, 0, 0, 0
0.314531, 0, 7.8396e-11, 4.90454e-44, 1.41421, -7.8396e-11, 0, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.90454e-44, 2.98816e-13, 4.90454e-44, 4.90454e-44, 4.90454e-44, 4.92514e-15, 4.90454e-44, 7.80922e-11, 4.90454e-44, 4.90454e-44, 4.90454e-44
0.322402, 0, 1.27941e-10, 8.91226e-43, 1.41421, -1.27941e-10, 0, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.91226e-43, 4.87755e-13, 8.91226e-43, 8.91226e-43, 8.91226e-43, 8.36174e-15, 8.91226e-43, 1.27444e-10, 8.91226e-43, 8.91226e-43, 8.91226e-43
0.330273, 0, 2.07109e-10, 1.33964e-41, 1.41421, -2.07109e-10, 0, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.33964e-41, 7.89768e-13, 1.33964e-41, 1.33964e-41, 1.33964e-41, 1.41153e-14, 1.33964e-41, 2.06305e-10, 1.33964e-41, 1.33964e-41, 1.33964e-41
0.338144, 0, 3.32569e-10, 1.77728e-40, 1.41421, -3.32569e-10, 0, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.77728e-40, 1.26859e-12, 1.77728e-40, 1.77728e-40, 1.77728e-40, 2.36994e-14, 1.77728e-40, 3.31277e-10, 1.77728e-40, 1.77728e-40, 1.77728e-40
0.346015, 0, 5.29762e-10, 2.10972e-39, 1.41421, -5.29762e-10, 0, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.10972e-39, 2.02159e-12, 2.10972e-39, 2.10972e-39, 2.10972e-39, 3.95903e-14, 2.10972e-39, 5.27701e-10, 2.10972e-39, 2.10972e-39, 2.10972e-39
0.353885, 0, 8.37168e-10, 2.2582e-38, 1.41421, -8.37168e-10, 0, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 2.2582e-38, 3.19625e-12, 2.2582e-38, 2.2582e-38, 2.2582e-38, 6.58279e-14, 2.2582e-38, 8.33906e-10, 2.2582e-38, 2.2582e-38, 2.2582e-38
0.361756, 0, 1.31249e-09, 2.19087e-37, 1.41421, -1.31249e-09, 0, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 2.19087e-37, 5.01412e-12, 2.19087e-37, 2.19087e-37, 2.19087e-37, 1.08987e-13, 2.19087e-37, 1.30737e-09, 2.19087e-37, 2.19087e-37, 2.19087e-37
0.369627, 0, 2.04152e-09, 1.93801e-36, 1.41421, -2.04152e-09, 0, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.93801e-36, 7.80519e-12, 1.93801e-36, 1.93801e-36, 1.93801e-36, 1.79752e-13, 1.93801e-36, 2.03353e-09, 1.93801e-36, 1.93801e-36, 1.93801e-36
0.377498, 0, 3.15068e-09, 1.57058e-35, 1.41421, -3.15068e-09, 0, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.57058e-35, 1.2057e-11, 1.57058e-35, 1.57058e-35, 1.57058e-35, 2.95459e-13, 1.57058e-35, 3.13832e-09, 1.57058e-35, 1.57058e-35, 1.57058e-35
0.385368, 0, 4.82468e-09, 1.17158e-34, 1.41421, -4.82468e-09, 0, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.17158e-34, 1.84842e-11, 1.17158e-34, 1.17158e-34, 1.17158e-34, 4.84224e-13, 1.17158e-34, 4.80571e-09, 1.17158e-34, 1.17158e-34, 1.17158e-34
0.393239, 0, 7.33112e-09, 8.09596e-34, 1.41421, -7.33112e-09, 0, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 8.09596e-34, 2.81257e-11, 8.09596e-34, 8.09596e-34, 8.09596e-34, 7.91615e-13, 8.09596e-34, 7.30221e-09, 8.09596e-34, 8.09596e-34, 8.09596e-34
0.40111, 0, 1.10543e-08, 5.2296e-33, 1.41421, -1.10543e-08, 0, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 5.2296e-33, 4.24804e-11, 5.2296e-33, 5.2296e-33, 5.2296e-33, 1.29146e-12, 5.2296e-33, 1.10105e-08, 5.2296e-33, 5.2296e-33, 5.2296e-33
0.408981, 0, 1.65416e-08, 3.31155e-32, 1.41421, -1.65416e-08, 0, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 3.31155e-32, 6.36939e-11, 3.31155e-32, 3.31155e-32, 3.31155e-32, 2.10334e-12, 3.31155e-32, 1.64758e-08, 3.31155e-32, 3.31155e-32, 3.31155e-32
0.416852, 0, 2.45658e-08, 1.91154e-31, 1.41421, -2.45658e-08, 0, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 1.91154e-31, 9.48158e-11, 1.91154e-31, 1.91154e-31, 1.91154e-31, 3.42086e-12, 1.91154e-31, 2.44676e-08, 1.91154e-31, 1.91154e-31, 1.91154e-31
0.424722, 0, 3.62094e-08, 1.05546e-30, 1.41421, -3.62094e-08, 0, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.05546e-30, 1.40148e-10, 1.05546e-30, 1.05546e-30, 1.05546e-30, 5.55718e-12, 1.05546e-30, 3.60637e-08, 1.05546e-30, 1.05546e-30, 1.05546e-30
0.432593, 0, 5.29755e-08, 5.50423e-30, 1.41421, -5.29755e-08, 0, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 5.50423e-30, 2.05718e-10, 5.50423e-30, 5.50423e-30, 5.50423e-30, 9.01821e-12, 5.50423e-30, 5.27608e-08, 5.50423e-30, 5.50423e-30, 5.50423e-30
0.440464, 0, 7.69345e-08, 2.70351e-29, 1.41421, -7.69345e-08, 0, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.70351e-29, 2.99908e-10, 2.70351e-29, 2.70351e-29, 2.70351e-29, 1.46195e-11, 2.70351e-29, 7.662e-08, 2.70351e-29, 2.70351e-29, 2.70351e-29
0.448335, 0, 1.10915e-07, 1.26387e-28, 1.41421, -1.10915e-07, 0, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 1.26387e-28, 4.34307e-10, 1.26387e-28, 1.26387e-28, 1.26387e-28, 2.36724e-11, 1.26387e-28, 1.10457e-07, 1.26387e-28, 1.26387e-28, 1.26387e-28
0.456206, 0, 1.5875e-07, 5.63488e-28, 1.41421, -1.5875e-07, 0, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 5.63488e-28, 6.24827e-10, 5.63488e-28, 5.63488e-28, 5.63488e-28, 3.82773e-11, 5.63488e-28, 1.58087e-07, 5.63488e-28, 5.63488e-28, 5.63488e-28
0.464076, 0, 2.25593e-07, 2.39141e-27, 1.41421, -2.25593e-07, 0, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 2.39141e-27, 8.9318e-10, 2.39141e-27, 2.39141e-27, 2.39141e-27, 6.17841e-11, 2.39141e-27, 2.24638e-07, 2.39141e-27, 2.39141e-27, 2.39141e-27
0.471947, 0, 3.18316e-07, 9.67064e-27, 1.41421, -3.18316e-07, 0, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.67064e-27, 1.26882e-09, 9.67064e-27, 9.67064e-27, 9.67064e-27, 9.9507e-11, 9.67064e-27, 3.16948e-07, 9.67064e-27, 9.67064e-27, 9.67064e-27
0.479818, 0, 4.46017e-07, 3.73252e-26, 1.41421, -4.46017e-07, 0, 3.73252e-26, 3.73252e-26, 3.73252e-26, 3.73252e-26, 3.73252e-26, 3.73252e-26, 4.42618e-12, 3.73252e-26, 3.73252e-26, 3.73252e-26, 1.79143e-09, 3.73252e-26, 3.73252e-26, 3.73252e-26, 1.59822e-10, 3.73252e-26, 4.44062e-07, 3.73252e-26, 3.73252e-26, 3.73252e-26
0.487689, 0, 6.2064e-07, 1.37779e-25, 1.41421, -6.2064e-07, 0, 1.37779e-25, 1.37779e-25, 1.37779e-25, 1.37779e-25, 1.37779e-25, 1.37779e-25, 1.52211e-11, 1.37779e-25, 1.37779e-25, 1.37779e-25, 2.51425e-09, 1.37779e-25, 1.37779e-25, 1.37779e-25, 2.55842e-10, 1.37779e-25, 6.17855e-07, 1.37779e-25, 1.37779e-25, 1.37779e-25
0.49556, 0, 8.57748e-07, 4.89249e-25, 1.41421, -8.57748e-07, 0, 4.89249e-25, 4.89249e-25, 4.89249e-25, 4.89249e-25, 4.89249e-25, 4.89249e-25, 4.07068e-11, 4.89249e-25, 4.89249e-25, 4.89249e-25, 3.50815e-09, 4.89249e-25, 4.89249e-25, 4.89249e-25, 4.0793e-10, 4.89249e-25, 8.53791e-07, 4.89249e-25, 4.89249e-25, 4.89249e-25
0.50343, 0, 1.1809e-06, 3.37292e-10, 1.41421, -1.1809e-06, 3.37292e-10, 3.37313e-10, 3.37323e-10, 7.3727e-10, 3.44868e-10, 3.38566e-10, 3.62249e-10, 6.44105e-10, 4.70404e-10, 3.40202e-10, 2.44957e-09, 5.20448e-09, 3.38205e-10, 3.39281e-10, 3.37419e-10, 9.84731e-10, 3.37295e-10, 1.17235e-06, 3.37292e-10, 3.37292e-10, 3.73844e-10
0.511301, 0, 1.61737e-06, 1.15079e-09, 1.41421, -1.61737e-06, 1.15079e-09, 1.15087e-09, 1.1509e-09, 2.51885e-09, 1.1767e-09, 1.15515e-09, 1.23615e-09, 2.09099e-09, 1.60608e-09, 1.16075e-09, 8.37547e-09, 7.86588e-09, 1.15391e-09, 1.15759e-09, 1.15319e-09, 2.17301e-09, 1.1508e-09, 1.59938e-06, 1.15079e-09, 1.15079e-09, 1.27581e-09
0.519172, 0, 2.20645e-06, 3.05576e-09, 1.41421, -2.20645e-06, 3.05576e-09, 3.05596e-09, 3.05604e-09, 6.69687e-09, 3.12473e-09, 3.06737e-09, 3.28295e-09, 5.4615e-09, 4.26752e-09, 3.08226e-09, 2.22844e-08, 1.22697e-08, 3.06407e-09, 3.07387e-09, 3.06424e-09, 4.66029e-09, 3.05579e-09, 2.16844e-06, 3.05576e-09, 3.05576e-09, 3.38851e-09
0.527043, 0, 3.00404e-06, 7.40579e-09, 1.41421, -3.00404e-06, 7.40579e-09, 7.40626e-09, 7.40646e-09, 1.62429e-08, 7.57316e-09, 7.43394e-09, 7.95718e-09, 1.3117e-08, 1.03468e-08, 7.47008e-09, 5.40743e-08, 1.99805e-08, 7.42595e-09, 7.44972e-09, 7.4293e-09, 9.90819e-09, 7.40586e-09, 2.9231e-06, 7.40579e-09, 7.40579e-09, 8.21337e-09
0.534914, 0, 4.09238e-06, 1.7094e-08, 1.41421, -4.09238e-06, 1.7094e-08, 1.70951e-08, 1.70956e-08, 3.75114e-08, 1.74807e-08, 1.7159e-08, 1.83679e-08, 3.00754e-08, 2.38889e-08, 1.72425e-08, 1.24918e-07, 3.41644e-08, 1.71406e-08, 1.71955e-08, 1.71528e-08, 2.09701e-08, 1.70942e-08, 3.91946e-06, 1.7094e-08, 1.7094e-08, 1.89598e-08
0.542784, 0, 5.59945e-06, 3.81488e-08, 1.41421, -5.59945e-06, 3.81488e-08, 3.81512e-08, 3.81523e-08, 8.37467e-08, 3.90124e-08, 3.82941e-08, 4.09939e-08, 6.67538e-08, 5.33237e-08, 3.84806e-08, 2.78951e-07, 6.12011e-08, 3.82528e-08, 3.83755e-08, 3.82875e-08, 4.41149e-08, 3.81492e-08, 5.23142e-06, 3.81488e-08, 3.81488e-08, 4.23158e-08
0.550655, 0, 7.73845e-06, 8.28073e-08, 1.41421, -7.73845e-06, 8.28073e-08, 8.28127e-08, 8.28149e-08, 1.81842e-07, 8.4683e-08, 8.31229e-08, 8.89866e-08, 1.49007e-07, 1.15766e-07, 8.35279e-08, 6.05809e-07, 1.13777e-07, 8.30333e-08, 8.32997e-08, 8.31218e-08, 9.19162e-08, 8.28081e-08, 6.95799e-06, 8.28073e-08, 8.28073e-08, 9.18577e-08
0.558526, 0, 1.08943e-05, 1.75277e-07, 1.41421, -1.08943e-05, 1.75277e-07, 1.75289e-07, 1.75294e-07, 3.8501e-07, 1.7925e-07, 1.75946e-07, 1.88364e-07, 3.51094e-07, 2.45076e-07, 1.76804e-07, 1.28287e-06, 2.16671e-07, 1.75756e-07, 1.7632e-07, 1.75968e-07, 1.89074e-07, 1.75279e-07, 9.23553e-06, 1.75277e-07, 1.75277e-07, 1.94444e-07
0.566397, 0, 1.57091e-05, 3.62211e-07, 1.41421, -1.57091e-05, 3.62211e-07, 3.62235e-07, 3.62244e-07, 7.95831e-07, 3.70424e-07, 3.63593e-07, 3.89267e-07, 7.85234e-07, 5.0652e-07, 3.65366e-07, 2.65215e-06, 4.17256e-07, 3.63201e-07, 3.64367e-07, 3.63688e-07, 3.82939e-07, 3.62215e-07, 1.22583e-05, 3.62211e-07, 3.62211e-07, 4.01838e-07
0.574268, 0, 2.33271e-05, 7.31193e-07, 1.41421, -2.33271e-05, 7.31193e-07, 7.3124e-07, 7.3126e-07, 1.60695e-06, 7.4778e-07, 7.33983e-07, 7.85836e-07, 1.6794e-06, 1.02264e-06, 7.37565e-07, 5.35605e-06, 8.04027e-07, 7.33191e-07, 7.35547e-07, 7.34272e-07, 7.62084e-07, 7.312e-07, 1.63131e-05, 7.31193e-07, 7.31193e-07, 8.11224e-07
0.582138, 0, 3.57834e-05, 1.44239e-06, 1.41421, -3.57834e-05, 1.44239e-06, 1.44249e-06, 1.44253e-06, 3.17079e-06, 1.47513e-06, 1.4479e-06, 1.55024e-06, 3.48116e-06, 2.0176e-06, 1.45497e-06, 1.057e-05, 1.53829e-06, 1.44634e-06, 1.45099e-06, 1.44867e-06, 1.48806e-06, 1.44241e-06, 2.18362e-05, 1.44239e-06, 1.44239e-06, 1.60034e-06
0.590009, 0, 5.66742e-05, 2.78114e-06, 1.41421, -5.66742e-05, 2.78114e-06, 2.78132e-06, 2.7814e-06, 6.11541e-06, 2.84429e-06, 2.79176e-06, 2.98918e-06, 7.05467e-06, 3.89078e-06, 2.8054e-06, 2.03894e-05, 2.9068e-06, 2.78875e-06, 2.79772e-06, 2.79363e-06, 2.84813e-06, 2.78117e-06, 2.9508e-05, 2.78114e-06, 2.78114e-06, 3.08584e-06
0.59788, 0, 9.22053e-05, 5.24244e-06, 1.41421, -9.22053e-05, 5.24244e-06, 5.24278e-06, 5.24292e-06, 1.15308e-05, 5.36154e-06, 5.26248e-06, 5.63481e-06, 1.39684e-05, 7.33521e-06, 5.2882e-06, 3.84513e-05, 5.40634e-06, 5.25679e-06, 5.27371e-06, 5.26676e-06, 5.33997e-06, 5.24249e-06, 4.04051e-05, 5.24244e-06, 5.24244e-06, 5.81711e-06
0.605751, 0, 0.00015307, 9.66268e-06, 1.41421, -0.00015307, 9.66268e-06, 9.66331e-06, 9.66357e-06, 2.12597e-05, 9.88233e-06, 9.69963e-06, 1.03863e-05, 2.71834e-05, 1.35222e-05, 9.74706e-06, 7.09063e-05, 9.87549e-06, 9.68915e-06, 9.72034e-06, 9.70902e-06, 9.80365e-06, 9.66278e-06, 5.62386e-05, 9.66268e-06, 9.66268e-06, 1.07225e-05
