   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_6.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0289728, 12, 0, 0, 3.74166, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0210631, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0131534, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00524372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00266595, 0, 8.80014e-21, 0, 1.41421, -8.80014e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8201e-23, 0, 0, 3.84891e-26, 0, 0, 8.7819e-21, 0, 0, 0
0.0105756, 0, 2.00886e-20, 0, 1.41421, -2.00886e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15486e-23, 0, 0, 8.90342e-26, 0, 0, 2.0047e-20, 0, 0, 0
0.0184853, 0, 4.51905e-20, 0, 1.41421, -4.51905e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34657e-23, 0, 0, 2.02998e-25, 0, 0, 4.50968e-20, 0, 0, 0
0.026395, 0, 1.00249e-19, 0, 1.41421, -1.00249e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07341e-22, 0, 0, 4.56507e-25, 0, 0, 1.00041e-19, 0, 0, 0
0.0343047, 0, 2.1944e-19, 0, 1.41421, -2.1944e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5386e-22, 0, 0, 1.01319e-24, 0, 0, 2.18986e-19, 0, 0, 0
0.0422143, 0, 4.7423e-19, 0, 1.41421, -4.7423e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.80831e-22, 0, 0, 2.22053e-24, 0, 0, 4.73247e-19, 0, 0, 0
0.050124, 0, 1.01229e-18, 0, 1.41421, -1.01229e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09368e-21, 0, 0, 4.80792e-24, 0, 0, 1.01019e-18, 0, 0, 0
0.0580337, 0, 2.13527e-18, 0, 1.41421, -2.13527e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41629e-21, 0, 0, 1.02892e-23, 0, 0, 2.13084e-18, 0, 0, 0
0.0659434, 0, 4.45241e-18, 0, 1.41421, -4.45241e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20873e-21, 0, 0, 2.1772e-23, 0, 0, 4.44318e-18, 0, 0, 0
0.073853, 0, 9.18085e-18, 0, 1.41421, -9.18085e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89884e-20, 0, 0, 4.55679e-23, 0, 0, 9.16181e-18, 0, 0, 0
0.0817627, 0, 1.87262e-17, 0, 1.41421, -1.87262e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87307e-20, 0, 0, 9.43635e-23, 0, 0, 1.86874e-17, 0, 0, 0
0.0896724, 0, 3.77937e-17, 0, 1.41421, -3.77937e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81671e-20, 0, 0, 1.93401e-22, 0, 0, 3.77153e-17, 0, 0, 0
0.0975821, 0, 7.54919e-17, 0, 1.41421, -7.54919e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56137e-19, 0, 0, 3.92409e-22, 0, 0, 7.53354e-17, 0, 0, 0
0.105492, 0, 1.49278e-16, 0, 1.41421, -1.49278e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08745e-19, 0, 0, 7.88403e-22, 0, 0, 1.48968e-16, 0, 0, 0
0.113401, 0, 2.92277e-16, 0, 1.41421, -2.92277e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04503e-19, 0, 0, 1.56886e-21, 0, 0, 2.9167e-16, 0, 0, 0
0.121311, 0, 5.66739e-16, 0, 1.41421, -5.66739e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17216e-18, 0, 0, 3.09269e-21, 0, 0, 5.65564e-16, 0, 0, 0
0.129221, 0, 1.08853e-15, 0, 1.41421, -1.08853e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25136e-18, 0, 0, 6.04069e-21, 0, 0, 1.08627e-15, 0, 0, 0
0.13713, 0, 2.07126e-15, 0, 1.41421, -2.07126e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28389e-18, 0, 0, 1.16927e-20, 0, 0, 2.06696e-15, 0, 0, 0
0.14504, 0, 3.9051e-15, 0, 1.41421, -3.9051e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07675e-18, 0, 0, 2.2433e-20, 0, 0, 3.89701e-15, 0, 0, 0
0.15295, 0, 7.29617e-15, 0, 1.41421, -7.29617e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50903e-17, 0, 0, 4.26648e-20, 0, 0, 7.28104e-15, 0, 0, 0
0.160859, 0, 1.35106e-14, 0, 1.41421, -1.35106e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79433e-17, 0, 0, 8.04492e-20, 0, 0, 1.34826e-14, 0, 0, 0
0.168769, 0, 2.47986e-14, 0, 1.41421, -2.47986e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12896e-17, 0, 0, 1.50418e-19, 0, 0, 2.47472e-14, 0, 0, 0
0.176679, 0, 4.51231e-14, 0, 1.41421, -4.51231e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.33254e-17, 0, 0, 2.78909e-19, 0, 0, 4.50295e-14, 0, 0, 0
0.184589, 0, 8.14015e-14, 0, 1.41421, -8.14015e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68358e-16, 0, 0, 5.12942e-19, 0, 0, 8.12326e-14, 0, 0, 0
0.192498, 0, 1.4602e-13, 0, 1.41421, -1.4602e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02005e-16, 0, 0, 9.40097e-19, 0, 0, 1.45717e-13, 0, 0, 0
0.200408, 0, 2.58898e-13, 0, 1.41421, -2.58898e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35465e-16, 0, 0, 1.70068e-18, 0, 0, 2.58361e-13, 0, 0, 0
0.208318, 0, 4.55243e-13, 0, 1.41421, -4.55243e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.41558e-16, 0, 0, 3.05279e-18, 0, 0, 4.54299e-13, 0, 0, 0
0.216227, 0, 7.93935e-13, 0, 1.41421, -7.93935e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64207e-15, 0, 0, 5.43812e-18, 0, 0, 7.92288e-13, 0, 0, 0
0.224137, 0, 1.37336e-12, 0, 1.41421, -1.37336e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8405e-15, 0, 0, 9.61462e-18, 0, 0, 1.37051e-12, 0, 0, 0
0.232047, 0, 2.3565e-12, 0, 1.41421, -2.3565e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87399e-15, 0, 0, 1.68734e-17, 0, 0, 2.35161e-12, 0, 0, 0
0.239956, 0, 4.01108e-12, 0, 1.41421, -4.01108e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29636e-15, 0, 0, 2.93983e-17, 0, 0, 4.00275e-12, 0, 0, 0
0.247866, 0, 6.77312e-12, 0, 1.41421, -6.77312e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40097e-14, 0, 0, 5.08578e-17, 0, 0, 6.75906e-12, 0, 0, 0
0.255776, 0, 1.13468e-11, 0, 1.41421, -1.13468e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34711e-14, 0, 0, 8.73736e-17, 0, 0, 1.13232e-11, 0, 0, 0
0.263685, 0, 1.88598e-11, 0, 1.41421, -1.88598e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90142e-14, 0, 0, 1.49103e-16, 0, 0, 1.88206e-11, 0, 0, 0
0.271595, 0, 3.1103e-11, 0, 1.41421, -3.1103e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4346e-14, 0, 0, 2.52789e-16, 0, 0, 3.10384e-11, 0, 0, 0
0.279505, 0, 5.08964e-11, 0, 1.41421, -5.08964e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05306e-13, 0, 0, 4.25899e-16, 0, 0, 5.07907e-11, 0, 0, 0
0.287414, 0, 8.26441e-11, 0, 1.41421, -8.26441e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71016e-13, 0, 0, 7.13254e-16, 0, 0, 8.24724e-11, 0, 0, 0
0.295324, 0, 1.33167e-10, 0, 1.41421, -1.33167e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75612e-13, 0, 0, 1.18769e-15, 0, 0, 1.3289e-10, 0, 0, 0
0.303234, 0, 2.12942e-10, 4.2039e-44, 1.41421, -2.12942e-10, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.40818e-13, 4.2039e-44, 4.2039e-44, 1.96715e-15, 4.2039e-44, 4.2039e-44, 2.12499e-10, 4.2039e-44, 4.2039e-44, 4.2039e-44
0.311143, 0, 3.37926e-10, 8.39378e-43, 1.41421, -3.37926e-10, 0, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 8.39378e-43, 6.9975e-13, 8.39378e-43, 8.39378e-43, 3.24193e-15, 8.39378e-43, 8.39378e-43, 3.37223e-10, 8.39378e-43, 8.39378e-43, 8.39378e-43
0.319053, 0, 5.32229e-10, 1.26047e-41, 1.41421, -5.32229e-10, 0, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.26047e-41, 1.10249e-12, 1.26047e-41, 1.26047e-41, 5.31844e-15, 1.26047e-41, 1.26047e-41, 5.31121e-10, 1.26047e-41, 1.26047e-41, 1.26047e-41
0.326963, 0, 8.31972e-10, 1.72702e-40, 1.41421, -8.31972e-10, 0, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72702e-40, 1.72415e-12, 1.72702e-40, 1.72702e-40, 8.68908e-15, 1.72702e-40, 1.72702e-40, 8.30239e-10, 1.72702e-40, 1.72702e-40, 1.72702e-40
0.334872, 0, 1.29084e-09, 2.12382e-39, 1.41421, -1.29084e-09, 0, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.12382e-39, 2.67655e-12, 2.12382e-39, 2.12382e-39, 1.41444e-14, 2.12382e-39, 2.12382e-39, 1.28815e-09, 2.12382e-39, 2.12382e-39, 2.12382e-39
0.342782, 0, 1.98796e-09, 2.35192e-38, 1.41421, -1.98796e-09, 0, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 2.35192e-38, 4.12479e-12, 2.35192e-38, 2.35192e-38, 2.29525e-14, 2.35192e-38, 2.35192e-38, 1.98381e-09, 2.35192e-38, 2.35192e-38, 2.35192e-38
0.350692, 0, 3.03904e-09, 2.35518e-37, 1.41421, -3.03904e-09, 0, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 2.35518e-37, 6.31081e-12, 2.35518e-37, 2.35518e-37, 3.71486e-14, 2.35518e-37, 2.35518e-37, 3.03269e-09, 2.35518e-37, 2.35518e-37, 2.35518e-37
