   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_40.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0808122, 0, 2.04982e-17, 0, 1.41421, -2.04982e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16452e-22, 0, 7.04287e-21, 0, 2.04905e-17, 0, 0, 0
0.0887029, 0, 3.99634e-17, 0, 1.41421, -3.99634e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21886e-21, 0, 1.40069e-20, 0, 3.99482e-17, 0, 0, 0
0.0965936, 0, 7.71753e-17, 0, 1.41421, -7.71753e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38786e-21, 0, 2.76001e-20, 0, 7.71454e-17, 0, 0, 0
0.104484, 0, 1.47658e-16, 0, 1.41421, -1.47658e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63617e-21, 0, 5.38977e-20, 0, 1.47599e-16, 0, 0, 0
0.112375, 0, 2.79945e-16, 0, 1.41421, -2.79945e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.92251e-21, 0, 1.04332e-19, 0, 2.79831e-16, 0, 0, 0
0.120266, 0, 5.26021e-16, 0, 1.41421, -5.26021e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70244e-20, 0, 2.00239e-19, 0, 5.25804e-16, 0, 0, 0
0.128156, 0, 9.79748e-16, 0, 1.41421, -9.79748e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22097e-20, 0, 3.81113e-19, 0, 9.79335e-16, 0, 0, 0
0.136047, 0, 1.80912e-15, 0, 1.41421, -1.80912e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04361e-20, 0, 7.1947e-19, 0, 1.80834e-15, 0, 0, 0
0.143938, 0, 3.31223e-15, 0, 1.41421, -3.31223e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12476e-19, 0, 1.34742e-18, 0, 3.31077e-15, 0, 0, 0
0.151829, 0, 6.01343e-15, 0, 1.41421, -6.01343e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07653e-19, 0, 2.5038e-18, 0, 6.01072e-15, 0, 0, 0
0.159719, 0, 1.08273e-14, 0, 1.41421, -1.08273e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80348e-19, 0, 4.61709e-18, 0, 1.08223e-14, 0, 0, 0
0.16761, 0, 1.93358e-14, 0, 1.41421, -1.93358e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91257e-19, 0, 8.45036e-18, 0, 1.93266e-14, 0, 0, 0
0.175501, 0, 3.42518e-14, 0, 1.41421, -3.42518e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24672e-18, 0, 1.53526e-17, 0, 3.42352e-14, 0, 0, 0
0.183391, 0, 6.01901e-14, 0, 1.41421, -6.01901e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23162e-18, 0, 2.76919e-17, 0, 6.01602e-14, 0, 0, 0
0.191282, 0, 1.04935e-13, 0, 1.41421, -1.04935e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96498e-18, 0, 4.9595e-17, 0, 1.04881e-13, 0, 0, 0
0.199173, 0, 1.8151e-13, 0, 1.41421, -1.8151e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99326e-18, 0, 8.82053e-17, 0, 1.81415e-13, 0, 0, 0
0.207063, 0, 3.11528e-13, 0, 1.41421, -3.11528e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22457e-17, 0, 1.55803e-16, 0, 3.1136e-13, 0, 0, 0
0.214954, 0, 5.30562e-13, 0, 1.41421, -5.30562e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12915e-17, 0, 2.73355e-16, 0, 5.30268e-13, 0, 0, 0
0.222845, 0, 8.97779e-13, 0, 1.41421, -8.97779e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68526e-17, 0, 4.77975e-16, 0, 8.97264e-13, 0, 0, 0
0.230736, 0, 1.50557e-12, 0, 1.41421, -1.50557e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.31836e-17, 0, 8.27562e-16, 0, 1.50468e-12, 0, 0, 0
0.238626, 0, 2.50585e-12, 0, 1.41421, -2.50585e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07608e-16, 0, 1.42383e-15, 0, 2.50432e-12, 0, 0, 0
0.246517, 0, 4.1396e-12, 0, 1.41421, -4.1396e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82078e-16, 0, 2.43464e-15, 0, 4.13699e-12, 0, 0, 0
0.254408, 0, 6.78779e-12, 0, 1.41421, -6.78779e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06143e-16, 0, 4.13803e-15, 0, 6.78335e-12, 0, 0, 0
0.262298, 0, 1.1048e-11, 0, 1.41421, -1.1048e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11593e-16, 0, 6.99192e-15, 0, 1.10405e-11, 0, 0, 0
0.270189, 0, 1.78502e-11, 0, 1.41421, -1.78502e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49874e-16, 0, 1.17466e-14, 0, 1.78376e-11, 0, 0, 0
0.27808, 0, 2.86301e-11, 0, 1.41421, -2.86301e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40385e-15, 0, 1.96253e-14, 0, 2.86091e-11, 0, 0, 0
0.28597, 0, 4.55869e-11, 0, 1.41421, -4.55869e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30644e-15, 0, 3.26128e-14, 0, 4.5552e-11, 0, 0, 0
0.293861, 0, 7.20631e-11, 0, 1.41421, -7.20631e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.77013e-15, 0, 5.39159e-14, 0, 7.20054e-11, 0, 0, 0
0.301752, 0, 1.13098e-10, 2.158e-43, 1.41421, -1.13098e-10, 0, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 2.158e-43, 6.13346e-15, 2.158e-43, 8.86946e-14, 2.158e-43, 1.13003e-10, 2.158e-43, 2.158e-43, 2.158e-43
0.309642, 0, 1.76232e-10, 3.69943e-42, 1.41421, -1.76232e-10, 0, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 3.69943e-42, 9.9348e-15, 3.69943e-42, 1.45223e-13, 3.69943e-42, 1.76077e-10, 3.69943e-42, 3.69943e-42, 3.69943e-42
0.317533, 0, 2.72659e-10, 5.24744e-41, 1.41421, -2.72659e-10, 0, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 5.24744e-41, 1.60285e-14, 5.24744e-41, 2.36722e-13, 5.24744e-41, 2.72406e-10, 5.24744e-41, 5.24744e-41, 5.24744e-41
0.325424, 0, 4.18866e-10, 6.60646e-40, 1.41421, -4.18866e-10, 0, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 6.60646e-40, 2.57692e-14, 6.60646e-40, 3.84267e-13, 6.60646e-40, 4.18456e-10, 6.60646e-40, 6.60646e-40, 6.60646e-40
0.333315, 0, 6.38951e-10, 7.43933e-39, 1.41421, -6.38951e-10, 0, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 7.43933e-39, 4.13035e-14, 7.43933e-39, 6.21362e-13, 7.43933e-39, 6.38288e-10, 7.43933e-39, 7.43933e-39, 7.43933e-39
0.341205, 0, 9.67866e-10, 7.57363e-38, 1.41421, -9.67866e-10, 0, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 7.57363e-38, 6.60328e-14, 7.57363e-38, 1.00117e-12, 7.57363e-38, 9.66799e-10, 7.57363e-38, 7.57363e-38, 7.57363e-38
0.349096, 0, 1.45591e-09, 7.00725e-37, 1.41421, -1.45591e-09, 0, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 7.00725e-37, 1.05349e-13, 7.00725e-37, 1.6079e-12, 7.00725e-37, 1.4542e-09, 7.00725e-37, 7.00725e-37, 7.00725e-37
0.356987, 0, 2.17494e-09, 5.92879e-36, 1.41421, -2.17494e-09, 0, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 5.92879e-36, 1.67807e-13, 5.92879e-36, 2.57477e-12, 5.92879e-36, 2.17219e-09, 5.92879e-36, 5.92879e-36, 5.92879e-36
0.364877, 0, 3.22677e-09, 4.60488e-35, 1.41421, -3.22677e-09, 0, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 4.60488e-35, 2.66988e-13, 4.60488e-35, 4.1123e-12, 4.60488e-35, 3.22239e-09, 4.60488e-35, 4.60488e-35, 4.60488e-35
0.372768, 0, 4.75468e-09, 3.29808e-34, 1.41421, -4.75468e-09, 0, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 3.29808e-34, 4.24472e-13, 3.29808e-34, 6.55281e-12, 3.29808e-34, 4.74771e-09, 3.29808e-34, 3.29808e-34, 3.29808e-34
0.380659, 0, 6.95867e-09, 2.26992e-33, 1.41421, -6.95867e-09, 0, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 2.26992e-33, 6.74572e-13, 2.26992e-33, 1.04204e-11, 2.26992e-33, 6.94757e-09, 2.26992e-33, 2.26992e-33, 2.26992e-33
0.388549, 0, 1.01159e-08, 1.29901e-32, 1.41421, -1.01159e-08, 0, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.29901e-32, 1.07185e-12, 1.29901e-32, 1.65408e-11, 1.29901e-32, 1.00983e-08, 1.29901e-32, 1.29901e-32, 1.29901e-32
0.39644, 0, 1.46077e-08, 7.02317e-32, 1.41421, -1.46077e-08, 0, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 7.02317e-32, 1.70308e-12, 7.02317e-32, 2.62135e-11, 7.02317e-32, 1.45798e-08, 7.02317e-32, 7.02317e-32, 7.02317e-32
0.404331, 0, 2.09547e-08, 3.80463e-31, 1.41421, -2.09547e-08, 0, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 3.80463e-31, 2.70607e-12, 3.80463e-31, 4.14799e-11, 3.80463e-31, 2.09105e-08, 3.80463e-31, 3.80463e-31, 3.80463e-31
0.412222, 0, 2.98628e-08, 1.97895e-30, 1.41421, -2.98628e-08, 0, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 1.97895e-30, 4.29948e-12, 1.97895e-30, 6.55416e-11, 1.97895e-30, 2.97929e-08, 1.97895e-30, 1.97895e-30, 1.97895e-30
0.420112, 0, 4.22818e-08, 9.73985e-30, 1.41421, -4.22818e-08, 0, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 9.73985e-30, 6.82941e-12, 9.73985e-30, 1.03405e-10, 9.73985e-30, 4.21716e-08, 9.73985e-30, 9.73985e-30, 9.73985e-30
0.428003, 0, 5.94815e-08, 4.54455e-29, 1.41421, -5.94815e-08, 0, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 4.54455e-29, 1.08421e-11, 4.54455e-29, 1.62879e-10, 4.54455e-29, 5.93078e-08, 4.54455e-29, 4.54455e-29, 4.54455e-29
0.435894, 0, 8.31468e-08, 2.0493e-28, 1.41421, -8.31468e-08, 0, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 2.0493e-28, 1.71968e-11, 2.0493e-28, 2.56093e-10, 2.0493e-28, 8.28735e-08, 2.0493e-28, 2.0493e-28, 2.0493e-28
0.443784, 0, 1.15498e-07, 8.83958e-28, 1.41421, -1.15498e-07, 0, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 8.83958e-28, 2.7239e-11, 8.83958e-28, 4.01806e-10, 8.83958e-28, 1.15069e-07, 8.83958e-28, 8.83958e-28, 8.83958e-28
0.451675, 0, 1.59443e-07, 3.6345e-27, 1.41421, -1.59443e-07, 0, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 3.6345e-27, 4.30659e-11, 3.6345e-27, 6.28886e-10, 3.6345e-27, 1.58771e-07, 3.6345e-27, 3.6345e-27, 3.6345e-27
0.459566, 0, 2.18761e-07, 1.42589e-26, 1.41421, -2.18761e-07, 0, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 1.42589e-26, 6.79285e-11, 1.42589e-26, 9.81497e-10, 1.42589e-26, 2.17711e-07, 1.42589e-26, 1.42589e-26, 1.42589e-26
0.467456, 0, 2.98334e-07, 5.34457e-26, 1.41421, -2.98334e-07, 0, 5.34457e-26, 5.34457e-26, 5.34457e-26, 5.34457e-26, 5.34457e-26, 1.49621e-12, 5.34457e-26, 5.34457e-26, 5.34457e-26, 5.34457e-26, 1.06836e-10, 5.34457e-26, 1.52677e-09, 5.34457e-26, 2.96699e-07, 5.34457e-26, 5.34457e-26, 5.34457e-26
0.475347, 0, 4.04431e-07, 1.9174e-25, 1.41421, -4.04431e-07, 0, 1.9174e-25, 1.9174e-25, 1.9174e-25, 1.9174e-25, 1.9174e-25, 4.94674e-12, 1.9174e-25, 1.9174e-25, 1.9174e-25, 1.9174e-25, 1.67458e-10, 1.9174e-25, 2.36603e-09, 1.9174e-25, 4.01892e-07, 1.9174e-25, 1.9174e-25, 1.9174e-25
0.483238, 0, 5.47286e-07, 6.66678e-25, 1.41421, -5.47286e-07, 0, 8.63528e-14, 1.47976e-13, 7.46933e-10, 2.24988e-11, 1.49775e-11, 8.10036e-11, 3.62998e-10, 9.20529e-10, 1.41293e-12, 3.3262e-12, 2.6146e-10, 1.81643e-14, 3.65106e-09, 1.23516e-15, 5.41195e-07, 6.66678e-25, 6.66678e-25, 2.45926e-11
0.491129, 0, 7.37817e-07, 1.35978e-10, 1.41421, -7.37817e-07, 1.35978e-10, 1.36263e-10, 1.36466e-10, 2.59479e-09, 2.10042e-10, 1.85282e-10, 3.90463e-10, 1.33092e-09, 3.16624e-09, 1.4063e-10, 1.46928e-10, 5.42458e-10, 1.36183e-10, 5.74332e-09, 1.35983e-10, 7.24644e-07, 1.35978e-10, 1.35978e-10, 2.16934e-10
0.499019, 0, 9.92272e-07, 4.50942e-10, 1.41421, -9.92272e-07, 4.50942e-10, 4.51668e-10, 4.52186e-10, 6.728e-09, 6.40017e-10, 5.7681e-10, 1.09074e-09, 3.50149e-09, 8.18686e-09, 4.62816e-10, 4.78895e-10, 1.07988e-09, 4.51752e-10, 9.01791e-09, 4.50953e-10, 9.64808e-07, 4.50942e-10, 4.50942e-10, 6.57613e-10
0.50691, 0, 1.33419e-06, 1.15724e-09, 1.41421, -1.33419e-06, 1.15724e-09, 1.15893e-09, 1.16013e-09, 1.57483e-08, 1.59675e-09, 1.44982e-09, 2.6328e-09, 8.24826e-09, 1.91394e-08, 1.18484e-09, 1.22222e-09, 2.12536e-09, 1.15951e-09, 1.41717e-08, 1.15727e-09, 1.27776e-06, 1.15724e-09, 1.15724e-09, 1.63765e-09
0.514801, 0, 1.79866e-06, 2.69973e-09, 1.41421, -1.79866e-06, 2.69973e-09, 2.70346e-09, 2.70612e-09, 3.49881e-08, 3.6723e-09, 3.34717e-09, 5.94779e-09, 1.83913e-08, 4.24922e-08, 2.7608e-09, 2.84351e-09, 4.18175e-09, 2.70532e-09, 2.23504e-08, 2.69978e-09, 1.68361e-06, 2.69973e-09, 2.69973e-09, 3.76281e-09
0.522691, 0, 2.44274e-06, 6.06515e-09, 1.41421, -2.44274e-06, 6.06515e-09, 6.07318e-09, 6.07892e-09, 7.55699e-08, 8.15874e-09, 7.45885e-09, 1.35771e-08, 3.98434e-08, 9.17236e-08, 6.19662e-09, 6.37466e-09, 8.32098e-09, 6.07838e-09, 3.55726e-08, 6.06526e-09, 2.20827e-06, 6.06515e-09, 6.06515e-09, 8.35357e-09
0.530582, 0, 3.35414e-06, 1.29235e-08, 1.41421, -3.35414e-06, 1.29235e-08, 1.29402e-08, 1.29521e-08, 1.57515e-07, 1.72788e-08, 1.58228e-08, 2.91957e-08, 8.31928e-08, 1.9112e-07, 1.3197e-08, 1.35674e-08, 1.63359e-08, 1.29522e-08, 5.69064e-08, 1.29237e-08, 2.8844e-06, 1.29235e-08, 1.29235e-08, 1.76841e-08
0.538473, 0, 4.69358e-06, 2.69014e-08, 1.41421, -4.69358e-06, 2.69014e-08, 2.69354e-08, 2.69597e-08, 3.21215e-07, 3.57666e-08, 3.28029e-08, 6.80995e-08, 1.69933e-07, 3.89617e-07, 2.74581e-08, 2.8212e-08, 3.20312e-08, 2.6962e-08, 9.20053e-08, 2.69018e-08, 3.75561e-06, 2.69014e-08, 2.69014e-08, 3.65916e-08
0.546363, 0, 6.72405e-06, 5.47849e-08, 1.41421, -6.72405e-06, 5.47849e-08, 5.48527e-08, 5.49011e-08, 6.41331e-07, 7.24526e-08, 6.65463e-08, 1.48028e-07, 3.39837e-07, 7.77652e-07, 5.58945e-08, 5.73969e-08, 6.24483e-08, 5.49102e-08, 1.50465e-07, 5.47859e-08, 4.88023e-06, 5.47849e-08, 5.47849e-08, 7.40968e-08
0.554254, 0, 9.90536e-06, 1.09236e-07, 1.41421, -9.90536e-06, 1.09236e-07, 1.09368e-07, 1.09462e-07, 1.25417e-06, 1.43723e-07, 1.32194e-07, 3.09209e-07, 6.65654e-07, 1.52026e-06, 1.11401e-07, 1.14334e-07, 1.2061e-07, 1.09489e-07, 2.4883e-07, 1.09237e-07, 6.33902e-06, 1.09236e-07, 1.09236e-07, 1.46932e-07
0.562145, 0, 1.50303e-05, 2.13339e-07, 1.41421, -1.50303e-05, 2.13339e-07, 2.13592e-07, 2.13773e-07, 2.40286e-06, 2.79291e-07, 2.57243e-07, 6.28317e-07, 1.27741e-06, 2.91173e-06, 2.17481e-07, 2.23089e-07, 2.30107e-07, 2.1384e-07, 4.15519e-07, 2.13343e-07, 8.24732e-06, 2.13339e-07, 2.13339e-07, 2.85428e-07
0.570036, 0, 2.34467e-05, 4.0822e-07, 1.41421, -2.34467e-05, 4.0822e-07, 4.08694e-07, 4.09033e-07, 4.51105e-06, 5.31804e-07, 4.9049e-07, 1.24246e-06, 2.40213e-06, 5.46459e-06, 4.15981e-07, 4.2649e-07, 4.32778e-07, 4.09192e-07, 6.98918e-07, 4.08227e-07, 1.07748e-05, 4.0822e-07, 4.0822e-07, 5.43305e-07
0.577926, 0, 3.74394e-05, 7.65463e-07, 1.41421, -3.74394e-05, 7.65463e-07, 7.66334e-07, 7.66956e-07, 8.29993e-06, 9.92413e-07, 9.16544e-07, 2.4174e-06, 4.4271e-06, 1.0051e-05, 7.79716e-07, 7.99015e-07, 8.01193e-07, 7.67311e-07, 1.18046e-06, 7.65476e-07, 1.41769e-05, 7.65463e-07, 7.65463e-07, 1.01353e-06
0.585817, 0, 6.07926e-05, 1.4068e-06, 1.41421, -6.07926e-05, 1.4068e-06, 1.40837e-06, 1.40949e-06, 1.49686e-05, 1.81531e-06, 1.67874e-06, 4.62877e-06, 7.99761e-06, 1.81205e-05, 1.43246e-06, 1.4672e-06, 1.45845e-06, 1.41025e-06, 1.99516e-06, 1.40683e-06, 1.88437e-05, 1.4068e-06, 1.4068e-06, 1.85332e-06
0.593708, 0, 9.96713e-05, 2.53448e-06, 1.41421, -9.96713e-05, 2.53448e-06, 2.53725e-06, 2.53922e-06, 2.64642e-05, 3.25528e-06, 3.01432e-06, 8.72378e-06, 1.41639e-05, 3.20257e-05, 2.57975e-06, 2.64104e-06, 2.60866e-06, 2.54078e-06, 3.36316e-06, 2.53452e-06, 2.53745e-05, 2.53448e-06, 2.53448e-06, 3.32236e-06
0.601598, 0, 0.000163928, 4.47666e-06, 1.41421, -0.000163928, 4.47666e-06, 4.48145e-06, 4.48486e-06, 4.5874e-05, 5.72361e-06, 5.30676e-06, 1.61849e-05, 2.45951e-05, 5.54952e-05, 4.55497e-06, 4.66101e-06, 4.58255e-06, 4.48796e-06, 5.63668e-06, 4.47673e-06, 3.46927e-05, 4.47666e-06, 4.47666e-06, 5.83966e-06
0.609489, 0, 0.000268993, 7.75346e-06, 1.41421, -0.000268993, 7.75346e-06, 7.76158e-06, 7.76737e-06, 7.79775e-05, 9.86872e-06, 9.16159e-06, 2.95604e-05, 4.18812e-05, 9.42984e-05, 7.8863e-06, 8.06618e-06, 7.90372e-06, 7.77335e-06, 9.36821e-06, 7.75357e-06, 4.8201e-05, 7.75346e-06, 7.75346e-06, 1.00656e-05
0.61738, 0, 0.000438541, 1.31696e-05, 1.41421, -0.000438541, 1.31696e-05, 1.31831e-05, 1.31928e-05, 0.000129995, 1.66886e-05, 1.55122e-05, 5.31509e-05, 6.99447e-05, 0.000157146, 1.33906e-05, 1.36899e-05, 1.33817e-05, 1.3204e-05, 1.54061e-05, 1.31698e-05, 6.80145e-05, 1.31696e-05, 1.31696e-05, 1.70161e-05
0.62527, 0, 0.000708165, 2.1941e-05, 1.41421, -0.000708165, 2.1941e-05, 2.1963e-05, 2.19788e-05, 0.000212569, 2.7683e-05, 2.57635e-05, 9.40808e-05, 0.000114583, 0.000256874, 2.23016e-05, 2.27899e-05, 2.22386e-05, 2.19993e-05, 2.50249e-05, 2.19413e-05, 9.72712e-05, 2.1941e-05, 2.1941e-05, 2.82174e-05
0.633161, 0, 0.00113026, 3.58602e-05, 1.41421, -0.00113026, 3.58602e-05, 3.58955e-05, 3.59207e-05, 0.000341006, 4.50517e-05, 4.1979e-05, 0.00016393, 0.000184156, 0.000411926, 3.64375e-05, 3.72192e-05, 3.62758e-05, 3.59573e-05, 4.00966e-05, 3.58608e-05, 0.000140544, 3.58602e-05, 3.58602e-05, 4.59072e-05
