   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_185.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0519869, 0, 4.85836e-19, 0, 1.41421, -4.85836e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42788e-21, 0, 0, 4.34946e-24, 0, 0, 4.82403e-19, 0, 0, 0
0.0598553, 0, 1.03721e-18, 0, 1.41421, -1.03721e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.31817e-21, 0, 0, 9.40044e-24, 0, 0, 1.02988e-18, 0, 0, 0
0.0677237, 0, 2.18749e-18, 0, 1.41421, -2.18749e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54341e-20, 0, 0, 2.00749e-23, 0, 0, 2.17203e-18, 0, 0, 0
0.0755921, 0, 4.55942e-18, 0, 1.41421, -4.55942e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21696e-20, 0, 0, 4.23778e-23, 0, 0, 4.52721e-18, 0, 0, 0
0.0834606, 0, 9.39574e-18, 0, 1.41421, -9.39574e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.62928e-20, 0, 0, 8.84681e-23, 0, 0, 9.32935e-18, 0, 0, 0
0.091329, 0, 1.91497e-17, 0, 1.41421, -1.91497e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35113e-19, 0, 0, 1.82707e-22, 0, 0, 1.90144e-17, 0, 0, 0
0.0991974, 0, 3.86138e-17, 0, 1.41421, -3.86138e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72444e-19, 0, 0, 3.73411e-22, 0, 0, 3.83409e-17, 0, 0, 0
0.107066, 0, 7.70549e-17, 0, 1.41421, -7.70549e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43671e-19, 0, 0, 7.55475e-22, 0, 0, 7.65105e-17, 0, 0, 0
0.114934, 0, 1.52212e-16, 0, 1.41421, -1.52212e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07395e-18, 0, 0, 1.51346e-21, 0, 0, 1.51137e-16, 0, 0, 0
0.122803, 0, 2.97711e-16, 0, 1.41421, -2.97711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10054e-18, 0, 0, 3.00299e-21, 0, 0, 2.95608e-16, 0, 0, 0
0.130671, 0, 5.76676e-16, 0, 1.41421, -5.76676e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06881e-18, 0, 0, 5.9029e-21, 0, 0, 5.72601e-16, 0, 0, 0
0.138539, 0, 1.10649e-15, 0, 1.41421, -1.10649e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.80695e-18, 0, 0, 1.14974e-20, 0, 0, 1.09867e-15, 0, 0, 0
0.146408, 0, 2.10338e-15, 0, 1.41421, -2.10338e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48406e-17, 0, 0, 2.21941e-20, 0, 0, 2.08851e-15, 0, 0, 0
0.154276, 0, 3.96201e-15, 0, 1.41421, -3.96201e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79544e-17, 0, 0, 4.24678e-20, 0, 0, 3.93401e-15, 0, 0, 0
0.162145, 0, 7.39615e-15, 0, 1.41421, -7.39615e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21843e-17, 0, 0, 8.05626e-20, 0, 0, 7.34389e-15, 0, 0, 0
0.170013, 0, 1.36851e-14, 0, 1.41421, -1.36851e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.65563e-17, 0, 0, 1.51539e-19, 0, 0, 1.35884e-14, 0, 0, 0
0.177882, 0, 2.51011e-14, 0, 1.41421, -2.51011e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77103e-16, 0, 0, 2.82675e-19, 0, 0, 2.49237e-14, 0, 0, 0
0.18575, 0, 4.56448e-14, 0, 1.41421, -4.56448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22051e-16, 0, 0, 5.22978e-19, 0, 0, 4.53222e-14, 0, 0, 0
0.193618, 0, 8.22978e-14, 0, 1.41421, -8.22978e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8066e-16, 0, 0, 9.59782e-19, 0, 0, 8.17162e-14, 0, 0, 0
0.201487, 0, 1.47138e-13, 0, 1.41421, -1.47138e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03815e-15, 0, 0, 1.74747e-18, 0, 0, 1.46098e-13, 0, 0, 0
0.209355, 0, 2.60878e-13, 0, 1.41421, -2.60878e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84065e-15, 0, 0, 3.15679e-18, 0, 0, 2.59034e-13, 0, 0, 0
0.217224, 0, 4.58733e-13, 0, 1.41421, -4.58733e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23666e-15, 0, 0, 5.6589e-18, 0, 0, 4.55491e-13, 0, 0, 0
0.225092, 0, 8.00066e-13, 0, 1.41421, -8.00066e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64503e-15, 0, 0, 1.00675e-17, 0, 0, 7.94411e-13, 0, 0, 0
0.23296, 0, 1.38409e-12, 0, 1.41421, -1.38409e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.76584e-15, 0, 0, 1.77774e-17, 0, 0, 1.3743e-12, 0, 0, 0
0.240829, 0, 2.3752e-12, 0, 1.41421, -2.3752e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67592e-14, 0, 0, 3.11624e-17, 0, 0, 2.35841e-12, 0, 0, 0
0.248697, 0, 4.04355e-12, 0, 1.41421, -4.04355e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85316e-14, 0, 0, 5.42338e-17, 0, 0, 4.01496e-12, 0, 0, 0
0.256566, 0, 6.82924e-12, 0, 1.41421, -6.82924e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81894e-14, 0, 0, 9.37247e-17, 0, 0, 6.78095e-12, 0, 0, 0
0.264434, 0, 1.14433e-11, 0, 1.41421, -1.14433e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07521e-14, 0, 0, 1.60864e-16, 0, 0, 1.13624e-11, 0, 0, 0
0.272302, 0, 1.90369e-11, 0, 1.41421, -1.90369e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34348e-13, 0, 0, 2.74781e-16, 0, 0, 1.89023e-11, 0, 0, 0
0.280171, 0, 3.14008e-11, 0, 1.41421, -3.14008e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21622e-13, 0, 0, 4.65457e-16, 0, 0, 3.11787e-11, 0, 0, 0
0.288039, 0, 5.13954e-11, 0, 1.41421, -5.13954e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62782e-13, 0, 0, 7.83594e-16, 0, 0, 5.10318e-11, 0, 0, 0
0.295908, 0, 8.3476e-11, 0, 1.41421, -8.3476e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.89313e-13, 0, 0, 1.31141e-15, 0, 0, 8.28854e-11, 0, 0, 0
0.303776, 0, 1.34546e-10, 1.96182e-44, 1.41421, -1.34546e-10, 0, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 9.50031e-13, 1.96182e-44, 1.96182e-44, 2.18251e-15, 1.96182e-44, 1.96182e-44, 1.33594e-10, 1.96182e-44, 1.96182e-44, 1.96182e-44
0.311645, 0, 2.15215e-10, 4.02173e-43, 1.41421, -2.15215e-10, 0, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 4.02173e-43, 1.51999e-12, 4.02173e-43, 4.02173e-43, 3.61321e-15, 4.02173e-43, 4.02173e-43, 2.13692e-10, 4.02173e-43, 4.02173e-43, 4.02173e-43
0.319513, 0, 3.41649e-10, 6.03539e-42, 1.41421, -3.41649e-10, 0, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 6.03539e-42, 2.41366e-12, 6.03539e-42, 6.03539e-42, 5.9527e-15, 6.03539e-42, 6.03539e-42, 3.39229e-10, 6.03539e-42, 6.03539e-42, 6.03539e-42
0.327381, 0, 5.38284e-10, 8.25028e-41, 1.41421, -5.38284e-10, 0, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 8.25028e-41, 3.80422e-12, 8.25028e-41, 8.25028e-41, 9.76342e-15, 8.25028e-41, 8.25028e-41, 5.3447e-10, 8.25028e-41, 8.25028e-41, 8.25028e-41
0.33525, 0, 8.41752e-10, 1.01279e-39, 1.41421, -8.41752e-10, 0, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 1.01279e-39, 5.95163e-12, 1.01279e-39, 1.01279e-39, 1.59498e-14, 1.01279e-39, 1.01279e-39, 8.35784e-10, 1.01279e-39, 1.01279e-39, 1.01279e-39
0.343118, 0, 1.30651e-09, 1.12e-38, 1.41421, -1.30651e-09, 0, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 1.12e-38, 9.24288e-12, 1.12e-38, 1.12e-38, 2.59647e-14, 1.12e-38, 1.12e-38, 1.29724e-09, 1.12e-38, 1.12e-38, 1.12e-38
0.350987, 0, 2.01288e-09, 1.12021e-37, 1.41421, -2.01288e-09, 0, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.12021e-37, 1.42498e-11, 1.12021e-37, 1.12021e-37, 4.21415e-14, 1.12021e-37, 1.12021e-37, 1.99859e-09, 1.12021e-37, 1.12021e-37, 1.12021e-37
0.358855, 0, 3.07834e-09, 1.01947e-36, 1.41421, -3.07834e-09, 0, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 1.01947e-36, 2.18106e-11, 1.01947e-36, 1.01947e-36, 6.82278e-14, 1.01947e-36, 1.01947e-36, 3.05646e-09, 1.01947e-36, 1.01947e-36, 1.01947e-36
0.366723, 0, 4.67334e-09, 8.49108e-36, 1.41421, -4.67334e-09, 0, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 8.49108e-36, 3.31447e-11, 8.49108e-36, 8.49108e-36, 1.10246e-13, 8.49108e-36, 8.49108e-36, 4.64008e-09, 8.49108e-36, 8.49108e-36, 8.49108e-36
0.374592, 0, 7.04317e-09, 6.49934e-35, 1.41421, -7.04317e-09, 0, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 6.49934e-35, 5.00125e-11, 6.49934e-35, 6.49934e-35, 1.77883e-13, 6.49934e-35, 6.49934e-35, 6.99298e-09, 6.49934e-35, 6.49934e-35, 6.49934e-35
0.38246, 0, 1.05381e-08, 4.59167e-34, 1.41421, -1.05381e-08, 0, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 4.59167e-34, 7.49374e-11, 4.59167e-34, 4.59167e-34, 2.86726e-13, 4.59167e-34, 4.59167e-34, 1.04628e-08, 4.59167e-34, 4.59167e-34, 4.59167e-34
0.390329, 0, 1.5654e-08, 3.14591e-33, 1.41421, -1.5654e-08, 0, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 3.14591e-33, 1.11509e-10, 3.14591e-33, 3.14591e-33, 4.61881e-13, 3.14591e-33, 3.14591e-33, 1.5542e-08, 3.14591e-33, 3.14591e-33, 3.14591e-33
0.398197, 0, 2.30877e-08, 1.83939e-32, 1.41421, -2.30877e-08, 0, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.83939e-32, 1.64798e-10, 1.83939e-32, 1.83939e-32, 7.43796e-13, 1.83939e-32, 1.83939e-32, 2.29222e-08, 1.83939e-32, 1.83939e-32, 1.83939e-32
0.406066, 0, 3.38108e-08, 1.01118e-31, 1.41421, -3.38108e-08, 0, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 1.01118e-31, 2.41918e-10, 1.01118e-31, 1.01118e-31, 1.19763e-12, 1.01118e-31, 1.01118e-31, 3.35677e-08, 1.01118e-31, 1.01118e-31, 1.01118e-31
0.413934, 0, 4.91665e-08, 5.49735e-31, 1.41421, -4.91665e-08, 0, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 5.49735e-31, 3.52781e-10, 5.49735e-31, 5.49735e-31, 1.92827e-12, 5.49735e-31, 5.49735e-31, 4.88118e-08, 5.49735e-31, 5.49735e-31, 5.49735e-31
0.421802, 0, 7.09985e-08, 2.85728e-30, 1.41421, -7.09985e-08, 0, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 2.85728e-30, 5.11106e-10, 2.85728e-30, 2.85728e-30, 3.10435e-12, 2.85728e-30, 2.85728e-30, 7.04843e-08, 2.85728e-30, 2.85728e-30, 2.85728e-30
0.429671, 0, 1.01817e-07, 1.40403e-29, 1.41421, -1.01817e-07, 0, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 1.40403e-29, 7.35761e-10, 1.40403e-29, 1.40403e-29, 4.99638e-12, 1.40403e-29, 1.40403e-29, 1.01077e-07, 1.40403e-29, 1.40403e-29, 1.40403e-29
0.437539, 0, 1.45015e-07, 6.55119e-29, 1.41421, -1.45015e-07, 0, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 6.55119e-29, 1.05253e-09, 6.55119e-29, 6.55119e-29, 8.0371e-12, 6.55119e-29, 6.55119e-29, 1.43955e-07, 6.55119e-29, 6.55119e-29, 6.55119e-29
0.445408, 0, 2.05141e-07, 2.94167e-28, 1.41421, -2.05141e-07, 0, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 2.94167e-28, 1.49645e-09, 2.94167e-28, 2.94167e-28, 1.29163e-11, 2.94167e-28, 2.94167e-28, 2.03632e-07, 2.94167e-28, 2.94167e-28, 2.94167e-28
0.453276, 0, 2.8825e-07, 1.26197e-27, 1.41421, -2.8825e-07, 0, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 1.26197e-27, 2.11481e-09, 1.26197e-27, 1.26197e-27, 2.07288e-11, 1.26197e-27, 1.26197e-27, 2.86115e-07, 1.26197e-27, 1.26197e-27, 1.26197e-27
0.461144, 0, 4.02342e-07, 5.16061e-27, 1.41421, -4.02342e-07, 0, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 5.16061e-27, 2.97113e-09, 5.16061e-27, 5.16061e-27, 3.32039e-11, 5.16061e-27, 5.16061e-27, 3.99338e-07, 5.16061e-27, 5.16061e-27, 5.16061e-27
0.469013, 0, 5.57907e-07, 2.01427e-26, 1.41421, -5.57907e-07, 0, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 2.01427e-26, 4.15021e-09, 2.01427e-26, 2.01427e-26, 5.30575e-11, 2.01427e-26, 2.01427e-26, 5.53703e-07, 2.01427e-26, 2.01427e-26, 2.01427e-26
0.476881, 0, 7.68599e-07, 7.51526e-26, 1.41421, -7.68599e-07, 0, 7.51526e-26, 7.51526e-26, 7.51526e-26, 7.51526e-26, 7.51526e-26, 7.51526e-26, 2.28565e-12, 7.51526e-26, 7.51526e-26, 7.51526e-26, 5.76462e-09, 7.51526e-26, 7.51526e-26, 8.45294e-11, 7.51526e-26, 7.51526e-26, 7.62748e-07, 7.51526e-26, 7.51526e-26, 7.51526e-26
0.48475, 0, 1.05207e-06, 2.68542e-25, 1.41421, -1.05207e-06, 0, 2.68542e-25, 2.68542e-25, 2.68542e-25, 2.68542e-25, 2.68542e-25, 2.68542e-25, 7.6993e-12, 2.68542e-25, 2.68542e-25, 2.68542e-25, 7.963e-09, 2.68542e-25, 2.68542e-25, 1.34195e-10, 2.68542e-25, 2.68542e-25, 1.04396e-06, 2.68542e-25, 2.68542e-25, 2.68542e-25
0.492618, 0, 1.43414e-06, 9.30894e-25, 1.41421, -1.43414e-06, 0, 4.19299e-14, 7.5345e-14, 6.17706e-10, 1.80264e-11, 2.58858e-11, 2.32748e-12, 1.24233e-10, 1.42678e-09, 1.85e-12, 7.74423e-10, 1.09408e-08, 6.39429e-13, 3.57869e-12, 2.1218e-10, 4.07469e-14, 1.31277e-15, 1.41998e-06, 9.30894e-25, 9.30894e-25, 1.61202e-11
0.500486, 0, 1.94488e-06, 9.36852e-11, 1.41421, -1.94488e-06, 9.36852e-11, 9.38258e-11, 9.39379e-11, 2.16554e-09, 1.54148e-10, 1.80509e-10, 1.01492e-10, 4.90815e-10, 4.87926e-09, 9.98903e-11, 2.69119e-09, 1.50465e-08, 9.58299e-11, 1.05689e-10, 4.27672e-10, 9.4192e-11, 9.36896e-11, 1.91951e-06, 9.36852e-11, 9.36852e-11, 1.47754e-10
0.508355, 0, 2.6262e-06, 3.1268e-10, 1.41421, -2.6262e-06, 3.1268e-10, 3.13046e-10, 3.13339e-10, 5.71251e-09, 4.70262e-10, 5.38967e-10, 3.33026e-10, 1.33148e-09, 1.27852e-08, 3.28852e-10, 7.08249e-09, 2.06429e-08, 3.1827e-10, 3.43964e-10, 8.35799e-10, 3.14648e-10, 3.12691e-10, 2.57908e-06, 3.1268e-10, 3.1268e-10, 4.53598e-10
0.516223, 0, 3.536e-06, 8.13219e-10, 1.41421, -3.536e-06, 8.13219e-10, 8.1409e-10, 8.14784e-10, 1.36404e-08, 1.18755e-09, 1.35076e-09, 8.61551e-10, 3.21353e-09, 3.04414e-08, 8.51636e-10, 1.68948e-08, 2.8314e-08, 8.26498e-10, 8.87534e-10, 1.62816e-09, 8.18781e-10, 8.13247e-10, 3.44531e-06, 8.13219e-10, 8.13219e-10, 1.14797e-09
0.524092, 0, 4.75601e-06, 1.92995e-09, 1.41421, -4.75601e-06, 1.92995e-09, 1.93192e-09, 1.93349e-09, 3.09438e-08, 2.77665e-09, 3.14581e-09, 2.03927e-09, 7.3289e-09, 6.8946e-08, 2.01684e-09, 3.83048e-08, 3.89437e-08, 1.95998e-09, 2.09804e-09, 3.19222e-09, 1.94384e-09, 1.93001e-09, 4.5767e-06, 1.92995e-09, 1.92995e-09, 2.68712e-09
0.53196, 0, 6.40768e-06, 4.36342e-09, 1.41421, -6.40768e-06, 4.36342e-09, 4.36773e-09, 4.37116e-09, 6.78438e-08, 6.21595e-09, 7.02364e-09, 4.60261e-09, 1.61201e-08, 1.5099e-07, 4.55354e-09, 8.39492e-08, 5.39338e-08, 4.42913e-09, 4.73119e-09, 6.3067e-09, 4.3959e-09, 4.36355e-09, 6.04764e-06, 4.36342e-09, 4.36342e-09, 6.02005e-09
0.539829, 0, 8.68125e-06, 9.54354e-09, 1.41421, -8.68125e-06, 9.54354e-09, 9.55272e-09, 9.56004e-09, 1.44754e-07, 1.34894e-08, 1.52097e-08, 1.0053e-08, 3.6426e-08, 3.21853e-07, 9.94849e-09, 1.79058e-07, 7.56051e-08, 9.68351e-09, 1.03269e-08, 1.25164e-08, 9.61627e-09, 9.54383e-09, 7.95322e-06, 9.54354e-09, 9.54354e-09, 1.30721e-08
0.547697, 0, 1.1881e-05, 2.03193e-08, 1.41421, -1.1881e-05, 2.03193e-08, 2.03384e-08, 2.03536e-08, 3.01462e-07, 2.85239e-08, 3.2101e-08, 2.13787e-08, 7.84876e-08, 6.69703e-07, 2.11613e-08, 3.72791e-07, 1.07931e-07, 2.06104e-08, 2.19481e-08, 2.48375e-08, 2.0477e-08, 2.03199e-08, 1.04163e-05, 2.03193e-08, 2.03193e-08, 2.76563e-08
0.555565, 0, 1.65395e-05, 4.22306e-08, 1.41421, -1.65395e-05, 4.22306e-08, 4.22694e-08, 4.23003e-08, 6.1364e-07, 5.89059e-08, 6.61762e-08, 4.43836e-08, 1.88761e-07, 1.36207e-06, 4.39419e-08, 7.58611e-07, 1.57866e-07, 4.28221e-08, 4.5541e-08, 4.90513e-08, 4.25634e-08, 4.22318e-08, 1.35992e-05, 4.22306e-08, 4.22306e-08, 5.71425e-08
0.563434, 0, 2.35244e-05, 8.57889e-08, 1.41421, -2.35244e-05, 8.57889e-08, 8.58661e-08, 8.59275e-08, 1.22172e-06, 1.18939e-07, 1.33391e-07, 9.00691e-08, 4.16641e-07, 2.70955e-06, 8.9191e-08, 1.50991e-06, 2.37687e-07, 8.69648e-08, 9.237e-08, 9.60184e-08, 8.64746e-08, 8.57914e-08, 1.77209e-05, 8.57889e-08, 8.57889e-08, 1.15433e-07
0.571302, 0, 3.43387e-05, 1.70461e-07, 1.41421, -3.43387e-05, 1.70461e-07, 1.70611e-07, 1.7073e-07, 2.38e-06, 2.34941e-07, 2.63054e-07, 1.78786e-07, 8.7885e-07, 5.27405e-06, 1.77078e-07, 2.94058e-06, 3.69062e-07, 1.72748e-07, 1.83262e-07, 1.85696e-07, 1.71842e-07, 1.70465e-07, 2.30867e-05, 1.70461e-07, 1.70461e-07, 2.28122e-07
0.579171, 0, 5.15481e-05, 3.31418e-07, 1.41421, -5.15481e-05, 3.31418e-07, 3.31703e-07, 3.31931e-07, 4.53776e-06, 4.54171e-07, 5.0769e-07, 3.47267e-07, 1.79918e-06, 1.00472e-05, 3.44016e-07, 5.60494e-06, 5.89898e-07, 3.35772e-07, 3.55787e-07, 3.53951e-07, 3.34141e-07, 3.31427e-07, 3.01342e-05, 3.31418e-07, 3.31418e-07, 4.4119e-07
0.587039, 0, 7.94714e-05, 6.30737e-07, 1.41421, -7.94714e-05, 6.30737e-07, 6.31269e-07, 6.31694e-07, 8.46971e-06, 8.59501e-07, 9.5924e-07, 6.60274e-07, 3.57692e-06, 1.87372e-05, 6.54215e-07, 1.04585e-05, 9.65657e-07, 6.38852e-07, 6.76153e-07, 6.63835e-07, 6.35996e-07, 6.30754e-07, 3.95089e-05, 6.30737e-07, 6.30737e-07, 8.35309e-07
0.594907, 0, 0.000125346, 1.17494e-06, 1.41421, -0.000125346, 1.17494e-06, 1.17591e-06, 1.17669e-06, 1.54768e-05, 1.59231e-06, 1.77428e-06, 1.22883e-06, 6.99732e-06, 3.42093e-05, 1.21778e-06, 1.91053e-05, 1.60706e-06, 1.18975e-06, 1.2578e-06, 1.22323e-06, 1.18488e-06, 1.17497e-06, 5.218e-05, 1.17494e-06, 1.17494e-06, 1.54818e-06
0.602776, 0, 0.000201027, 2.14304e-06, 1.41421, -0.000201027, 2.14304e-06, 2.14477e-06, 2.14616e-06, 2.76933e-05, 2.88867e-06, 3.21376e-06, 2.23931e-06, 1.34717e-05, 6.1159e-05, 2.21956e-06, 3.41757e-05, 2.69829e-06, 2.16949e-06, 2.29107e-06, 2.21302e-06, 2.16145e-06, 2.14309e-06, 6.96204e-05, 2.14304e-06, 2.14304e-06, 2.80982e-06
