   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_229.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.97657, 34, 33.2658, 19.795, 6, 0.734192, 0, 19.795, 19.795, 20.0675, 19.8489, 32.9395, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795, 19.795
3.98444, 28, 34.1513, 19.8932, 5.47723, -6.15125, 0, 19.8932, 19.8932, 20.1657, 19.9595, 33.8125, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932, 19.8932
3.99231, 14, 34.8852, 19.9897, 4, -20.8852, 0, 19.9897, 19.9897, 20.2621, 20.0713, 34.5312, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897, 19.9897
4.00018, 16, 35.4437, 20.0846, 4.24264, -19.4437, 0, 20.0846, 20.0846, 20.357, 20.1848, 35.0711, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846, 20.0846
4.00805, 28, 35.8097, 20.178, 5.47723, -7.80969, 0, 20.178, 20.178, 20.4504, 20.3006, 35.4146, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178, 20.178
4.01591, 24, 35.9738, 20.2701, 5.09902, -11.9738, 0, 20.2701, 20.2701, 20.5426, 20.4193, 35.5522, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701, 20.2701
4.02378, 26, 35.9351, 20.3612, 5.2915, -9.93512, 0, 20.3612, 20.3612, 20.6337, 20.5415, 35.4824, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612, 20.3612
4.03165, 28, 35.7011, 20.4515, 5.47723, -7.70111, 0, 20.4515, 20.4515, 20.724, 20.6678, 35.2124, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515, 20.4515
4.03952, 24, 35.2869, 20.5413, 5.09902, -11.2869, 0, 20.5413, 20.5413, 20.8137, 20.7985, 34.7573, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413, 20.5413
4.04739, 28, 34.7145, 20.6309, 5.47723, -6.7145, 0, 20.6309, 20.6309, 20.9033, 20.934, 34.1389, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309, 20.6309
4.05525, 28, 34.0109, 20.7206, 5.47723, -6.01086, 0, 20.7206, 20.7206, 20.993, 21.0743, 33.3847, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206, 20.7206
4.06312, 24, 33.2065, 20.8107, 5.09902, -9.20655, 0, 20.8107, 20.8107, 21.0831, 21.2192, 32.5255, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107, 20.8107
4.07099, 26, 32.3337, 20.9014, 5.2915, -6.33365, 0, 20.9014, 20.9014, 21.1738, 21.3683, 31.5943, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014, 20.9014
4.07886, 18, 31.4241, 20.993, 4.47214, -13.4241, 0, 20.993, 20.993, 21.2655, 21.5207, 30.6239, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993, 20.993
4.08673, 6, 30.5076, 21.0857, 2.82843, -24.5076, 0, 21.0857, 21.0857, 21.3582, 21.6754, 29.6455, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857, 21.0857
4.09459, 22, 29.6111, 21.1797, 4.89898, -7.61113, 0, 21.1797, 21.1797, 21.4521, 21.8311, 28.6873, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797, 21.1797
4.10246, 24, 28.7568, 21.275, 5.09902, -4.75683, 0, 21.275, 21.275, 21.5474, 21.9861, 27.7733, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275, 21.275
4.11033, 16, 27.9622, 21.3717, 4.24264, -11.9622, 0, 21.3717, 21.3717, 21.6441, 22.1388, 26.9226, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717, 21.3717
4.1182, 24, 27.2397, 21.4698, 5.09902, -3.2397, 0, 21.4698, 21.4698, 21.7422, 22.2874, 26.1496, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4698, 21.4699, 21.4698
4.12606, 18, 26.5967, 21.5694, 4.47214, -8.59671, 0, 21.5694, 21.5694, 21.8418, 22.4303, 25.4632, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694, 21.5694
4.13393, 20, 26.0363, 21.6703, 4.69042, -6.03631, 0, 21.6703, 21.6703, 21.9427, 22.5659, 24.8681, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6703, 21.6704, 21.6703
4.1418, 16, 25.5576, 21.7725, 4.24264, -9.55761, 0, 21.7725, 21.7725, 22.0449, 22.6927, 24.3647, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7725, 21.7727, 21.7725
4.14967, 16, 25.1568, 21.876, 4.24264, -9.15678, 0, 21.876, 21.876, 22.1484, 22.8099, 23.9501, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.876, 21.8763, 21.876
4.15754, 18, 24.8279, 21.9805, 4.47214, -6.82787, 0, 21.9805, 21.9805, 22.253, 22.9168, 23.6187, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.9805, 21.981, 21.9805
4.1654, 14, 24.5635, 22.0861, 4, -10.5635, 0, 22.0861, 22.0861, 22.3586, 23.0132, 23.3633, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0861, 22.0868, 22.0861
4.17327, 20, 24.3557, 22.1927, 4.69042, -4.35566, 0, 22.1927, 22.1927, 22.4651, 23.0993, 23.1757, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1927, 22.1936, 22.1927
4.18114, 28, 24.1964, 22.3, 5.47723, 3.8036, 0, 22.3001, 22.3001, 22.5725, 23.1758, 23.0469, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3, 22.3013, 22.3
4.18901, 10, 24.0781, 22.4082, 3.4641, -14.0781, 0, 22.4082, 22.4082, 22.6806, 23.2437, 22.9684, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4082, 22.4099, 22.4082
4.19688, 14, 23.994, 22.5169, 4, -9.99401, 0, 22.5169, 22.5169, 22.7894, 23.3043, 22.9318, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5169, 22.5192, 22.5169
4.20474, 12, 23.9382, 22.6263, 3.74166, -11.9382, 0, 22.6263, 22.6263, 22.8987, 23.3593, 22.9297, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6263, 22.6294, 22.6263
4.21261, 16, 23.9057, 22.7362, 4.24264, -7.90571, 0, 22.7362, 22.7362, 23.0087, 23.4102, 22.9552, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7362, 22.7403, 22.7362
4.22048, 8, 23.8927, 22.8466, 3.16228, -15.8927, 0, 22.8466, 22.8466, 23.119, 23.4588, 23.0027, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8466, 22.8519, 22.8466
4.22835, 12, 23.896, 22.9574, 3.74166, -11.896, 0, 22.9574, 22.9574, 23.2299, 23.5068, 23.0673, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9574, 22.9642, 22.9574
4.23621, 4, 23.9133, 23.0686, 2.44949, -19.9133, 0, 23.0686, 23.0686, 23.3411, 23.5558, 23.145, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0686, 23.0773, 23.0686
4.24408, 26, 23.9428, 23.1802, 5.2915, 2.05717, 0, 23.1802, 23.1802, 23.4527, 23.607, 23.2326, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1802, 23.1911, 23.1802
4.25195, 6, 23.9833, 23.2922, 2.82843, -17.9833, 0, 23.2922, 23.2922, 23.5647, 23.6618, 23.3277, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.2922, 23.3056, 23.2922
4.25982, 12, 24.0337, 23.4044, 3.74166, -12.0337, 0, 23.4044, 23.4044, 23.677, 23.7208, 23.4282, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4044, 23.4209, 23.4044
4.26769, 18, 24.0931, 23.517, 4.47214, -6.09312, 0, 23.517, 23.517, 23.7897, 23.7848, 23.5328, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.517, 23.5369, 23.517
4.27555, 14, 24.1609, 23.63, 4, -10.1609, 0, 23.63, 23.63, 23.9028, 23.8541, 23.6402, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.63, 23.6537, 23.63
4.28342, 24, 24.2365, 23.7432, 5.09902, -0.236483, 0, 23.7432, 23.7432, 24.0162, 23.9289, 23.7498, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7432, 23.7712, 23.7432
4.29129, 12, 24.3191, 23.8567, 3.74166, -12.3191, 0, 23.8567, 23.8567, 24.1299, 24.009, 23.8609, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8567, 23.8893, 23.8567
4.29916, 10, 24.4082, 23.9705, 3.4641, -14.4082, 0, 23.9705, 23.9705, 24.2442, 24.0943, 23.9732, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 23.9705, 24.0081, 23.9705
4.30702, 16, 24.5031, 24.0846, 4.24264, -8.50307, 0, 24.0846, 24.0846, 24.3588, 24.1844, 24.0863, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.0846, 24.1274, 24.0846
4.31489, 10, 24.6031, 24.199, 3.4641, -14.6031, 0, 24.199, 24.199, 24.474, 24.2789, 24.2, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.199, 24.2472, 24.199
4.32276, 10, 24.7078, 24.3136, 3.4641, -14.7078, 0, 24.3136, 24.3136, 24.5899, 24.3773, 24.3142, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3136, 24.3673, 24.3136
4.33063, 12, 24.8166, 24.4285, 3.74166, -12.8166, 0, 24.4286, 24.4286, 24.7065, 24.4791, 24.4289, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4285, 24.4876, 24.4285
4.3385, 8, 24.9289, 24.5437, 3.16228, -16.9289, 0, 24.5437, 24.5437, 24.8241, 24.5839, 24.5439, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.5437, 24.6081, 24.5437
4.34636, 18, 25.0445, 24.6592, 4.47214, -7.04455, 0, 24.6592, 24.6592, 24.943, 24.6913, 24.6593, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.6592, 24.7285, 24.6592
4.35423, 22, 25.1633, 24.7749, 4.89898, -3.16328, 0, 24.7749, 24.7749, 25.0634, 24.8007, 24.775, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.7749, 24.8489, 24.7749
4.3621, 12, 25.2851, 24.8909, 3.74166, -13.2851, 0, 24.8909, 24.8909, 25.1859, 24.9119, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.8909, 24.969, 24.8909
4.36997, 18, 25.4102, 25.0071, 4.47214, -7.41017, 0, 25.0071, 25.0071, 25.3111, 25.0245, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0071, 25.0887, 25.0071
4.37784, 6, 25.539, 25.1236, 2.82843, -19.539, 0, 25.1236, 25.1236, 25.4398, 25.1384, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.1236, 25.208, 25.1236
4.3857, 34, 25.6723, 25.2403, 6, 8.32773, 0, 25.2403, 25.2403, 25.5729, 25.2532, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.2403, 25.3268, 25.2403
4.39357, 12, 25.8112, 25.3573, 3.74166, -13.8112, 0, 25.3573, 25.3573, 25.712, 25.3687, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.3573, 25.4451, 25.3573
4.40144, 22, 25.9573, 25.4745, 4.89898, -3.95732, 0, 25.4746, 25.4746, 25.8586, 25.485, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.4745, 25.5628, 25.4745
4.40931, 18, 26.1128, 25.592, 4.47214, -8.11276, 0, 25.592, 25.592, 26.0151, 25.6018, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.592, 25.6799, 25.592
4.41718, 24, 26.2803, 25.7097, 5.09902, -2.28028, 0, 25.7098, 25.7098, 26.1842, 25.719, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7097, 25.7098, 25.7097, 25.7097, 25.7965, 25.7097
4.42504, 18, 26.4634, 25.8277, 4.47214, -8.46339, 0, 25.8277, 25.8277, 26.3695, 25.8367, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.8277, 25.9126, 25.8277
4.43291, 28, 26.6665, 25.9459, 5.47723, 1.3335, 0, 25.9459, 25.9459, 26.5753, 25.9547, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 25.9459, 26.0283, 25.9459
4.44078, 24, 26.895, 26.0644, 5.09902, -2.89504, 0, 26.0644, 26.0644, 26.807, 26.0731, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.0644, 26.1437, 26.0644
4.44865, 40, 27.1556, 26.1831, 6.48074, 12.8444, 0, 26.1831, 26.1831, 27.0711, 26.1917, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.1831, 26.2589, 26.1831
4.45651, 32, 27.4561, 26.302, 5.83095, 4.54393, 0, 26.302, 26.302, 27.3753, 26.3107, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.302, 26.374, 26.302
4.46438, 40, 27.8057, 26.4211, 6.48074, 12.1943, 0, 26.4212, 26.4212, 27.7289, 26.4299, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4211, 26.4891, 26.4211
4.47225, 38, 28.215, 26.5405, 6.32456, 9.78497, 0, 26.5405, 26.5405, 28.1423, 26.5494, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.5405, 26.6043, 26.5405
4.48012, 54, 28.696, 26.6601, 7.48331, 25.304, 0, 26.6601, 26.6601, 28.6272, 26.6692, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.6601, 26.7198, 26.6601
4.48799, 40, 29.2617, 26.7799, 6.48074, 10.7383, 0, 26.7799, 26.7799, 29.1967, 26.7892, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.7799, 26.8357, 26.7799
4.49585, 48, 29.9259, 26.9, 7.07107, 18.0741, 0, 26.9, 26.9, 29.8645, 26.9094, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9, 26.9519, 26.9
4.50372, 40, 30.7027, 27.0202, 6.48074, 9.29729, 0, 27.0202, 27.0202, 30.6445, 27.03, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0202, 27.0686, 27.0202
4.51159, 40, 31.6058, 27.1407, 6.48074, 8.39418, 0, 27.1407, 27.1407, 31.5505, 27.1507, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1407, 27.1858, 27.1407
4.51946, 46, 32.6477, 27.2613, 6.9282, 13.3523, 0, 27.2613, 27.2613, 32.595, 27.2718, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.2613, 27.3036, 27.2613
4.52733, 36, 33.8388, 27.3821, 6.16441, 2.16115, 0, 27.3821, 27.3821, 33.7881, 27.3931, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.3821, 27.4218, 27.3821
4.53519, 34, 35.1858, 27.5031, 6, -1.18583, 0, 27.5031, 27.5031, 35.1368, 27.5148, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5031, 27.5405, 27.5031
4.54306, 38, 36.6911, 27.6243, 6.32456, 1.30887, 0, 27.6243, 27.6243, 36.6434, 27.6367, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6243, 27.6597, 27.6243
4.55093, 44, 38.3515, 27.7457, 6.78233, 5.64851, 0, 27.7457, 27.7457, 38.3047, 27.759, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7457, 27.7793, 27.7457
4.5588, 58, 40.1567, 27.8672, 7.74597, 17.8433, 0, 27.8672, 27.8672, 40.1103, 27.8816, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8672, 27.8992, 27.8672
4.56667, 38, 42.0893, 27.9889, 6.32456, -4.08928, 0, 27.989, 27.989, 42.0431, 28.0046, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 27.9889, 28.0194, 27.9889
4.57453, 44, 44.1236, 28.1108, 6.78233, -0.123638, 0, 28.1108, 28.1108, 44.0773, 28.1281, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1108, 28.1398, 28.1108
4.5824, 40, 46.2265, 28.2328, 6.48074, -6.22652, 0, 28.2328, 28.2328, 46.1797, 28.252, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2328, 28.2604, 28.2328
4.59027, 52, 48.3573, 28.355, 7.34847, 3.64271, 0, 28.355, 28.355, 48.3096, 28.3765, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.355, 28.3811, 28.355
4.59814, 54, 50.4687, 28.4773, 7.48331, 3.53127, 0, 28.4773, 28.4773, 50.4198, 28.5016, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.4773, 28.5019, 28.4773
4.606, 56, 52.5094, 28.5997, 7.61577, 3.49064, 0, 28.5997, 28.5997, 52.4587, 28.6272, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.5997, 28.6228, 28.5997
4.61387, 50, 54.4252, 28.7223, 7.2111, -4.42516, 0, 28.7223, 28.7223, 54.3724, 28.7536, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7223, 28.7438, 28.7223
4.62174, 80, 56.1617, 28.8451, 9.05539, 23.8383, 0, 28.8451, 28.8451, 56.1063, 28.8806, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8451, 28.8649, 28.8451
4.62961, 64, 57.6677, 28.9679, 8.12404, 6.33226, 0, 28.9679, 28.9679, 57.6092, 29.0083, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9679, 28.9861, 28.9679
4.63748, 62, 58.897, 29.0909, 8, 3.103, 0, 29.0909, 29.0909, 58.8347, 29.1368, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.0909, 29.1074, 29.0909
4.64534, 44, 59.8114, 29.2141, 6.78233, -15.8114, 0, 29.2141, 29.2141, 59.7448, 29.2659, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2141, 29.2288, 29.2141
4.65321, 60, 60.383, 29.3373, 7.87401, -0.383026, 0, 29.3373, 29.3373, 60.3115, 29.3957, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3373, 29.3504, 29.3373
4.66108, 28, 60.5956, 29.4607, 5.47723, -32.5956, 0, 29.4607, 29.4607, 60.5186, 29.5261, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4607, 29.4722, 29.4607
4.66895, 66, 60.4456, 29.5841, 8.24621, 5.55439, 0, 29.5841, 29.5841, 60.3628, 29.657, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5841, 29.5941, 29.5841
4.67682, 52, 59.9426, 29.7077, 7.34847, -7.94257, 0, 29.7077, 29.7077, 59.8535, 29.7882, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7077, 29.7163, 29.7077
