   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_344.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.88154, 52, 48.1376, 10.118, 7.34847, 3.86236, 1.00071e-36, 10.118, 10.3662, 10.127, 10.1255, 10.1202, 18.0957, 10.118, 10.118, 10.118, 10.118, 10.118, 10.118, 10.118, 10.118, 21.6686, 10.118, 10.1223, 28.3378
2.8894, 42, 46.0588, 10.1665, 6.63325, -4.05881, 7.50225e-37, 10.1666, 10.4148, 10.1756, 10.1745, 10.1688, 17.2001, 10.1665, 10.1665, 10.1665, 10.1665, 10.1665, 10.1665, 10.1665, 10.1665, 22.3011, 10.1665, 10.1719, 26.6176
2.89726, 32, 43.9653, 10.2059, 5.83095, -11.9653, 5.54962e-37, 10.206, 10.4542, 10.215, 10.2142, 10.2083, 16.3153, 10.2059, 10.2059, 10.2059, 10.2059, 10.2059, 10.2059, 10.2059, 10.2059, 22.9545, 10.2059, 10.2125, 24.8328
2.90513, 46, 41.8979, 10.2346, 6.9282, 4.10206, 4.05048e-37, 10.2347, 10.4829, 10.2437, 10.2433, 10.237, 15.4622, 10.2346, 10.2346, 10.2346, 10.2346, 10.2346, 10.2346, 10.2346, 10.2346, 23.5873, 10.2346, 10.2426, 23.0413
2.91299, 54, 39.892, 10.251, 7.48331, 14.108, 2.91668e-37, 10.2511, 10.4993, 10.2601, 10.2601, 10.2535, 14.6575, 10.251, 10.251, 10.251, 10.251, 10.251, 10.251, 10.251, 10.251, 24.1648, 10.251, 10.2605, 21.2935
2.92086, 40, 37.9751, 10.2537, 6.48074, 2.02493, 2.072e-37, 10.2537, 10.502, 10.2627, 10.2631, 10.2562, 13.9127, 10.2537, 10.2537, 10.2537, 10.2537, 10.2537, 10.2537, 10.2537, 10.2537, 24.6588, 10.2537, 10.2647, 19.6307
2.92872, 40, 36.1654, 10.2414, 6.48074, 3.83455, 1.4521e-37, 10.2414, 10.4896, 10.2504, 10.2512, 10.2439, 13.2345, 10.2414, 10.2414, 10.2414, 10.2414, 10.2414, 10.2414, 10.2414, 10.2414, 25.0475, 10.2414, 10.254, 18.0838
2.93659, 44, 34.4723, 10.213, 6.78233, 9.52767, 1.00391e-37, 10.2131, 10.4613, 10.2221, 10.2233, 10.2157, 12.6251, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 10.213, 25.3156, 10.213, 10.2273, 16.6732
2.94445, 24, 32.8964, 10.1682, 5.09902, -8.89639, 6.84647e-38, 10.1682, 10.4164, 10.1772, 10.1788, 10.1709, 12.0831, 10.1682, 10.1682, 10.1682, 10.1682, 10.1682, 10.1682, 10.1682, 10.1682, 25.4531, 10.1682, 10.1841, 15.4098
2.95232, 26, 31.4312, 10.1066, 5.2915, -5.43123, 4.60585e-38, 10.1067, 10.3549, 10.1157, 10.1177, 10.1094, 11.6045, 10.1066, 10.1066, 10.1066, 10.1066, 10.1066, 10.1066, 10.1066, 10.1066, 25.4554, 10.1066, 10.1241, 14.2959
2.96018, 24, 30.0652, 10.0289, 5.09902, -6.06519, 3.05643e-38, 10.0289, 10.2772, 10.0379, 10.0404, 10.0317, 11.1831, 10.0289, 10.0289, 10.0289, 10.0289, 10.0289, 10.0289, 10.0289, 10.0289, 25.3221, 10.0289, 10.0477, 13.3271
2.96804, 28, 28.7834, 9.93585, 5.47723, -0.78339, 2.00069e-38, 9.9359, 10.1841, 9.94489, 9.94787, 9.93878, 10.8123, 9.93585, 9.93585, 9.93585, 9.93585, 9.93585, 9.93585, 9.93585, 9.93586, 25.0565, 9.93585, 9.95582, 12.494
2.97591, 32, 27.5694, 9.82909, 5.83095, 4.4306, 1.29179e-38, 9.82913, 10.0774, 9.83812, 9.84157, 9.83208, 10.4848, 9.82909, 9.82909, 9.82909, 9.82909, 9.82909, 9.82909, 9.82909, 9.82909, 24.6653, 9.82909, 9.84997, 11.7837
2.98377, 18, 26.4073, 9.71059, 4.47214, -8.40733, 8.22716e-39, 9.71063, 9.95887, 9.71963, 9.72355, 9.71365, 10.194, 9.71059, 9.71059, 9.71059, 9.71059, 9.71059, 9.71059, 9.71059, 9.71059, 24.1576, 9.71059, 9.73209, 11.182
2.99164, 12, 25.2831, 9.58281, 3.74166, -13.2831, 5.16848e-39, 9.58285, 9.83108, 9.59184, 9.59626, 9.58594, 9.93399, 9.58281, 9.58281, 9.58281, 9.58281, 9.58281, 9.58281, 9.58281, 9.58281, 23.5448, 9.58281, 9.6046, 10.6742
2.9995, 22, 24.1856, 9.44847, 4.89898, -2.18558, 3.20276e-39, 9.44852, 9.69675, 9.45751, 9.46243, 9.45168, 9.69989, 9.44847, 9.44847, 9.44847, 9.44847, 9.44847, 9.44847, 9.44847, 9.44847, 22.8403, 9.44847, 9.47023, 10.246
3.00737, 24, 23.107, 9.31048, 5.09902, 0.893, 1.95769e-39, 9.31053, 9.55876, 9.31952, 9.32495, 9.31377, 9.48787, 9.31048, 9.31048, 9.31048, 9.31048, 9.31048, 9.31048, 9.31048, 9.31048, 22.0588, 9.31048, 9.33187, 9.88482
3.01523, 8, 22.0435, 9.17174, 3.16228, -14.0435, 1.18035e-39, 9.17178, 9.42002, 9.18078, 9.18673, 9.17511, 9.29508, 9.17174, 9.17174, 9.17174, 9.17174, 9.17174, 9.17174, 9.17174, 9.17174, 21.2162, 9.17174, 9.19245, 9.57929
3.0231, 16, 20.9949, 9.03503, 4.24264, -4.99491, 7.01985e-40, 9.03507, 9.28331, 9.04407, 9.05055, 9.0385, 9.11956, 9.03503, 9.03503, 9.03503, 9.03503, 9.03503, 9.03503, 9.03503, 9.03503, 20.3293, 9.03503, 9.05477, 9.32001
3.03096, 20, 19.9645, 8.90286, 4.69042, 0.0354824, 4.11823e-40, 8.9029, 9.15113, 8.91189, 8.91892, 8.90644, 8.95995, 8.90286, 8.90286, 8.90286, 8.90286, 8.90286, 8.90286, 8.90286, 8.90286, 19.4155, 8.90286, 8.92139, 9.09924
3.03883, 16, 18.9581, 8.77733, 4.24264, -2.95811, 2.38317e-40, 8.77737, 9.02561, 8.78637, 8.79394, 8.78106, 8.81535, 8.77733, 8.77733, 8.77733, 8.77733, 8.77733, 8.77733, 8.77733, 8.77733, 18.4919, 8.77733, 8.79447, 8.9107
3.04669, 22, 17.9833, 8.66009, 4.89898, 4.01671, 1.36037e-40, 8.66013, 8.90836, 8.66912, 8.67726, 8.66402, 8.68504, 8.66009, 8.66009, 8.66009, 8.66009, 8.66009, 8.66009, 8.66009, 8.66009, 17.575, 8.66009, 8.6757, 8.74936
3.05455, 18, 17.0486, 8.55225, 4.47214, 0.951351, 7.6595e-41, 8.5523, 8.80053, 8.56129, 8.56999, 8.55646, 8.5684, 8.55225, 8.55225, 8.55225, 8.55225, 8.55225, 8.55225, 8.55225, 8.55226, 16.6803, 8.55225, 8.56626, 8.61115
3.06242, 6, 16.1628, 8.45445, 2.82843, -10.1628, 4.25364e-41, 8.45449, 8.70272, 8.46348, 8.47276, 8.45906, 8.46474, 8.45445, 8.45445, 8.45445, 8.45445, 8.45445, 8.45445, 8.45445, 8.45445, 15.8215, 8.45445, 8.46683, 8.49275
3.07028, 8, 15.3336, 8.36681, 3.16228, -7.33364, 2.33008e-41, 8.36685, 8.61509, 8.37585, 8.38571, 8.37202, 8.37328, 8.36681, 8.36681, 8.36681, 8.36681, 8.36681, 8.36681, 8.36681, 8.36681, 15.0104, 8.36681, 8.37759, 8.39136
3.07815, 6, 14.5676, 8.28906, 2.82843, -8.56762, 1.25823e-41, 8.2891, 8.53734, 8.2981, 8.30856, 8.29517, 8.29307, 8.28906, 8.28906, 8.28906, 8.28906, 8.28906, 8.28906, 8.28906, 8.28906, 14.2559, 8.28906, 8.29831, 8.30457
3.08601, 8, 13.8694, 8.22062, 3.16228, -5.8694, 6.6954e-42, 8.22066, 8.4689, 8.22966, 8.24072, 8.22806, 8.22307, 8.22062, 8.22062, 8.22062, 8.22062, 8.22062, 8.22062, 8.22062, 8.22062, 13.5646, 8.22062, 8.22843, 8.23028
3.09388, 6, 13.2415, 8.16068, 2.82843, -7.24151, 3.50745e-42, 8.16072, 8.40895, 8.16971, 8.18139, 8.17008, 8.16215, 8.16068, 8.16068, 8.16068, 8.16068, 8.16068, 8.16068, 8.16068, 8.16068, 12.9401, 8.16068, 8.16718, 8.16661
3.10174, 12, 12.6844, 8.10833, 3.74166, -0.684443, 1.80487e-42, 8.10838, 8.35661, 8.11737, 8.12966, 8.1206, 8.10921, 8.10833, 8.10833, 8.10833, 8.10833, 8.10833, 8.10833, 8.10833, 8.10833, 12.3837, 8.10833, 8.11367, 8.11193
3.10961, 6, 12.1967, 8.06269, 2.82843, -6.19668, 9.0664e-43, 8.06273, 8.31096, 8.07172, 8.08464, 8.0791, 8.0632, 8.06269, 8.06269, 8.06269, 8.06269, 8.06269, 8.06269, 8.06269, 8.06269, 11.894, 8.06269, 8.067, 8.06483
3.11747, 10, 11.7752, 8.02292, 3.4641, -1.77515, 4.41409e-43, 8.02297, 8.2712, 8.03196, 8.04552, 8.04522, 8.02322, 8.02292, 8.02292, 8.02292, 8.02292, 8.02292, 8.02292, 8.02292, 8.02293, 11.4679, 8.02292, 8.02636, 8.02419
3.12533, 10, 11.4156, 7.98839, 3.4641, -1.41555, 2.00386e-43, 7.98843, 8.23667, 7.99743, 8.01163, 8.01892, 7.98856, 7.98839, 7.98839, 7.98839, 7.98839, 7.98839, 7.98839, 7.98839, 7.98839, 11.1008, 7.98839, 7.99109, 7.98912
3.1332, 4, 11.1128, 7.95861, 2.44949, -7.11278, 7.9874e-44, 7.95865, 8.20688, 7.96764, 7.98249, 8.00047, 7.9587, 7.95861, 7.95861, 7.95861, 7.95861, 7.95861, 7.95861, 7.95861, 7.95861, 10.7871, 7.95861, 7.96069, 7.95903
3.14106, 10, 10.8614, 7.9333, 3.4641, -0.861401, 1.82169e-44, 7.93335, 8.18158, 7.94234, 7.95785, 7.99052, 7.93336, 7.9333, 7.9333, 7.9333, 7.9333, 7.9333, 7.9333, 7.9333, 7.93331, 10.5204, 7.9333, 7.93489, 7.93354
3.14893, 8, 10.6561, 7.91241, 3.16228, -2.65609, 0, 7.91246, 8.16069, 7.92145, 7.93762, 7.99006, 7.91244, 7.91241, 7.91241, 7.91241, 7.91241, 7.91241, 7.91241, 7.91241, 7.91242, 10.2945, 7.91241, 7.91361, 7.91255
3.15679, 6, 10.4919, 7.89603, 2.82843, -4.49191, 0, 7.89607, 8.14431, 7.90507, 7.92191, 8.00039, 7.89605, 7.89603, 7.89603, 7.89603, 7.89603, 7.89603, 7.89603, 7.89603, 7.89603, 10.1033, 7.89603, 7.89691, 7.8961
3.16466, 4, 10.3645, 7.88437, 2.44949, -6.36453, 0, 7.88441, 8.13264, 7.8934, 7.91093, 8.02304, 7.88437, 7.88437, 7.88437, 7.88437, 7.88437, 7.88437, 7.88437, 7.88437, 7.88437, 9.94123, 7.88437, 7.88501, 7.88441
3.17252, 8, 10.2703, 7.87771, 3.16228, -2.27033, 0, 7.87775, 8.12598, 7.88674, 7.90496, 8.05967, 7.87771, 7.87771, 7.87771, 7.87771, 7.87771, 7.87771, 7.87771, 7.87771, 7.87771, 9.80326, 7.87771, 7.87817, 7.87773
3.18039, 6, 10.2065, 7.87635, 2.82843, -4.20646, 0, 7.8764, 8.12463, 7.88539, 7.90431, 8.11193, 7.87636, 7.87635, 7.87635, 7.87635, 7.87635, 7.87635, 7.87635, 7.87635, 7.87636, 9.68522, 7.87635, 7.87669, 7.87637
3.18825, 6, 10.1707, 7.88059, 2.82843, -4.1707, 0, 7.88063, 8.12887, 7.88963, 7.90925, 8.18132, 7.88059, 7.88059, 7.88059, 7.88059, 7.88059, 7.88059, 7.88059, 7.88059, 7.88059, 9.5837, 7.88059, 7.88082, 7.88059
3.19612, 8, 10.1613, 7.89061, 3.16228, -2.16133, 0, 7.89066, 8.13889, 7.89965, 7.91999, 8.26904, 7.89061, 7.89061, 7.89061, 7.89061, 7.89061, 7.89061, 7.89061, 7.89061, 7.89062, 9.49599, 7.89061, 7.89078, 7.89062
3.20398, 0, 10.1769, 7.90653, 1.41421, -10.1769, 0, 7.90657, 8.15481, 7.91557, 7.93663, 8.37579, 7.90653, 7.90653, 7.90653, 7.90653, 7.90653, 7.90653, 7.90653, 7.90653, 7.90653, 9.42005, 7.90653, 7.90665, 7.90653
3.21184, 0, 10.216, 7.92833, 1.41421, -10.216, 0, 7.92837, 8.1766, 7.93736, 7.95916, 8.50165, 7.92833, 7.92833, 7.92833, 7.92833, 7.92833, 7.92833, 7.92833, 7.92833, 7.92833, 9.35441, 7.92833, 7.92843, 7.92833
3.21971, 14, 10.2771, 7.95586, 4, 3.72291, 0, 7.9559, 8.20413, 7.96489, 7.98743, 8.64593, 7.95586, 7.95586, 7.95586, 7.95586, 7.95586, 7.95586, 7.95586, 7.95586, 7.95586, 9.29799, 7.95586, 7.95595, 7.95586
3.22757, 8, 10.3581, 7.98887, 3.16228, -2.3581, 0, 7.98891, 8.23714, 7.9979, 8.02118, 8.80709, 7.98887, 7.98887, 7.98887, 7.98887, 7.98887, 7.98887, 7.98887, 7.98887, 7.98887, 9.25009, 7.98887, 7.98897, 7.98887
3.23544, 4, 10.4565, 8.02697, 2.44949, -6.45648, 0, 8.02701, 8.27525, 8.03601, 8.06005, 8.98267, 8.02697, 8.02697, 8.02697, 8.02697, 8.02697, 8.02697, 8.02697, 8.02697, 8.02697, 9.2102, 8.02697, 8.02712, 8.02697
3.2433, 10, 10.569, 8.0697, 3.4641, -0.56897, 0, 8.06974, 8.31797, 8.07873, 8.10353, 9.16928, 8.0697, 8.0697, 8.0697, 8.0697, 8.0697, 8.0697, 8.0697, 8.0697, 8.0697, 9.17797, 8.0697, 8.06991, 8.0697
3.25117, 10, 10.6916, 8.1165, 3.4641, -0.691631, 0, 8.11654, 8.36478, 8.12554, 8.15111, 9.36273, 8.1165, 8.1165, 8.1165, 8.1165, 8.1165, 8.1165, 8.1165, 8.1165, 8.1165, 9.15311, 8.1165, 8.11682, 8.1165
3.25903, 6, 10.8199, 8.16678, 2.82843, -4.8199, 0, 8.16682, 8.41506, 8.17582, 8.20217, 9.55811, 8.16678, 8.16678, 8.16678, 8.16678, 8.16678, 8.16678, 8.16678, 8.16678, 8.16678, 9.13533, 8.16678, 8.16727, 8.16678
3.2669, 8, 10.9487, 8.2199, 3.16228, -2.94874, 0, 8.21994, 8.46817, 8.22893, 8.25607, 9.75006, 8.2199, 8.2199, 8.2199, 8.2199, 8.2199, 8.2199, 8.2199, 8.2199, 8.2199, 9.12431, 8.2199, 8.22063, 8.2199
3.27476, 6, 11.0729, 8.2752, 2.82843, -5.07289, 0, 8.27524, 8.52348, 8.28424, 8.31217, 9.933, 8.2752, 8.2752, 8.2752, 8.2752, 8.2752, 8.2752, 8.2752, 8.2752, 8.2752, 9.11966, 8.2752, 8.2763, 8.2752
3.28262, 6, 11.1871, 8.33205, 2.82843, -5.18707, 0, 8.33209, 8.58033, 8.34109, 8.36982, 10.1014, 8.33205, 8.33205, 8.33205, 8.33205, 8.33205, 8.33205, 8.33205, 8.33205, 8.33205, 9.12093, 8.33205, 8.33366, 8.33205
3.29049, 8, 11.2864, 8.38979, 3.16228, -3.28636, 0, 8.38983, 8.63806, 8.39882, 8.42837, 10.2503, 8.38979, 8.38979, 8.38979, 8.38979, 8.38979, 8.38979, 8.38979, 8.38979, 8.38979, 9.12758, 8.38979, 8.39213, 8.38979
3.29835, 10, 11.3664, 8.44782, 3.4641, -1.36644, 0, 8.44786, 8.69609, 8.45685, 8.48722, 10.3752, 8.44782, 8.44782, 8.44782, 8.44782, 8.44782, 8.44782, 8.44782, 8.44782, 8.44782, 9.13899, 8.44782, 8.45116, 8.44782
3.30622, 10, 11.4239, 8.50555, 3.4641, -1.4239, 0, 8.5056, 8.75383, 8.51459, 8.54578, 10.4727, 8.50555, 8.50555, 8.50555, 8.50555, 8.50555, 8.50555, 8.50555, 8.50555, 8.50556, 9.15447, 8.50555, 8.51025, 8.50555
3.31408, 10, 11.4564, 8.56247, 3.4641, -1.45644, 0, 8.56252, 8.81075, 8.57151, 8.60352, 10.5407, 8.56247, 8.56247, 8.56247, 8.56247, 8.56247, 8.56247, 8.56247, 8.56247, 8.56247, 9.1733, 8.56247, 8.56896, 8.56247
3.32195, 14, 11.463, 8.61809, 4, 2.53698, 0, 8.61814, 8.86637, 8.62713, 8.65999, 10.5783, 8.61809, 8.61809, 8.61809, 8.61809, 8.61809, 8.61809, 8.61809, 8.61809, 8.6181, 9.19474, 8.61809, 8.62694, 8.61809
3.32981, 14, 11.4439, 8.67201, 4, 2.55613, 0, 8.67206, 8.92029, 8.68105, 8.71475, 10.5859, 8.67201, 8.67201, 8.67201, 8.67201, 8.67201, 8.67201, 8.67201, 8.67201, 8.67202, 9.21803, 8.67201, 8.68388, 8.67201
3.33768, 28, 11.4005, 8.72389, 5.47723, 16.5995, 0, 8.72394, 8.97217, 8.73293, 8.76749, 10.5653, 8.72389, 8.72389, 8.72389, 8.72389, 8.72389, 8.72389, 8.72389, 8.72389, 8.7239, 9.24247, 8.72389, 8.73956, 8.72389
3.34554, 26, 11.3356, 8.77349, 5.2915, 14.6644, 0, 8.77353, 9.02176, 8.78253, 8.81795, 10.5194, 8.77349, 8.77349, 8.77349, 8.77349, 8.77349, 8.77349, 8.77349, 8.77349, 8.77349, 9.2674, 8.77349, 8.79387, 8.77349
3.3534, 30, 11.2525, 8.82064, 5.65685, 18.7475, 0, 8.82068, 9.06891, 8.82967, 8.86599, 10.4521, 8.82064, 8.82064, 8.82064, 8.82064, 8.82064, 8.82064, 8.82064, 8.82064, 8.82064, 9.29224, 8.82064, 8.84676, 8.82064
3.36127, 24, 11.1556, 8.86529, 5.09902, 12.8444, 0, 8.86534, 9.11357, 8.87433, 8.91156, 10.3678, 8.86529, 8.86529, 8.86529, 8.86529, 8.86529, 8.86529, 8.86529, 8.86529, 8.8653, 9.31654, 8.86529, 8.89825, 8.86529
3.36913, 20, 11.0494, 8.90751, 4.69042, 8.95057, 0, 8.90755, 9.15579, 8.91655, 8.95474, 10.2714, 8.90751, 8.90751, 8.90751, 8.90751, 8.90751, 8.90751, 8.90751, 8.90751, 8.90751, 9.33997, 8.90751, 8.94848, 8.90751
3.377, 24, 10.9386, 8.94744, 5.09902, 13.0614, 0, 8.94748, 9.19571, 8.95648, 8.9957, 10.168, 8.94744, 8.94744, 8.94744, 8.94744, 8.94744, 8.94744, 8.94744, 8.94744, 8.94744, 9.36231, 8.94744, 8.99759, 8.94744
3.38486, 38, 10.8276, 8.98533, 6.32456, 27.1724, 0, 8.98538, 9.23361, 8.99437, 9.03475, 10.0622, 8.98533, 8.98533, 8.98533, 8.98533, 8.98533, 8.98533, 8.98533, 8.98533, 8.98534, 9.3835, 8.98533, 9.04581, 8.98533
3.39273, 30, 10.7206, 9.02155, 5.65685, 19.2794, 0, 9.02159, 9.26983, 9.03059, 9.07233, 9.95853, 9.02155, 9.02155, 9.02155, 9.02155, 9.02155, 9.02155, 9.02155, 9.02155, 9.02155, 9.40362, 9.02155, 9.09338, 9.02155
3.40059, 52, 10.6211, 9.05652, 7.34847, 41.3789, 0, 9.05656, 9.30479, 9.06555, 9.10899, 9.86085, 9.05652, 9.05652, 9.05652, 9.05652, 9.05652, 9.05652, 9.05652, 9.05652, 9.05652, 9.42287, 9.05652, 9.14057, 9.05652
3.40846, 64, 10.5321, 9.09071, 8.12404, 53.4679, 0, 9.09076, 9.33899, 9.09975, 9.14543, 9.77232, 9.09071, 9.09071, 9.09071, 9.09071, 9.09071, 9.09071, 9.09071, 9.09071, 9.09072, 9.44153, 9.09071, 9.18762, 9.09071
3.41632, 52, 10.456, 9.12466, 7.34847, 41.544, 0, 9.1247, 9.37294, 9.1337, 9.1825, 9.69541, 9.12466, 9.12466, 9.12466, 9.12466, 9.12466, 9.12466, 9.12466, 9.12466, 9.12466, 9.46001, 9.12466, 9.23472, 9.12466
3.42419, 44, 10.3946, 9.1589, 6.78233, 33.6054, 0, 9.15895, 9.40718, 9.16794, 9.22124, 9.6319, 9.1589, 9.1589, 9.1589, 9.1589, 9.1589, 9.1589, 9.1589, 9.1589, 9.15891, 9.47874, 9.1589, 9.28206, 9.1589
3.43205, 54, 10.3492, 9.19395, 7.48331, 43.6508, 0, 9.194, 9.44223, 9.20299, 9.26294, 9.58285, 9.19395, 9.19395, 9.19395, 9.19395, 9.19395, 9.19395, 9.19395, 9.19395, 9.19395, 9.4982, 9.19395, 9.32974, 9.19395
3.43991, 48, 10.3211, 9.2303, 7.07107, 37.6789, 0, 9.23035, 9.47858, 9.23934, 9.30922, 9.54877, 9.2303, 9.2303, 9.2303, 9.2303, 9.2303, 9.2303, 9.2303, 9.2303, 9.23031, 9.51886, 9.2303, 9.37781, 9.2303
3.44778, 70, 10.3115, 9.26839, 8.48528, 59.6885, 0, 9.26843, 9.51667, 9.27743, 9.36217, 9.52966, 9.26839, 9.26839, 9.26839, 9.26839, 9.26839, 9.26839, 9.26839, 9.26839, 9.26839, 9.54117, 9.26839, 9.42629, 9.26839
3.45564, 40, 10.3219, 9.30858, 6.48074, 29.6781, 0, 9.30862, 9.55686, 9.31762, 9.42451, 9.52512, 9.30858, 9.30858, 9.30858, 9.30858, 9.30858, 9.30858, 9.30858, 9.30858, 9.30858, 9.56553, 9.30858, 9.47515, 9.30858
3.46351, 48, 10.3547, 9.35116, 7.07107, 37.6452, 0, 9.3512, 9.59943, 9.3602, 9.49983, 9.53442, 9.35116, 9.35116, 9.35116, 9.35116, 9.35116, 9.35116, 9.35116, 9.35116, 9.35116, 9.5923, 9.35116, 9.52431, 9.35116
3.47137, 60, 10.4133, 9.39631, 7.87401, 49.5867, 0, 9.39636, 9.64459, 9.40535, 9.5928, 9.55663, 9.39631, 9.39631, 9.39631, 9.39631, 9.39631, 9.39631, 9.39631, 9.39631, 9.39631, 9.62174, 9.39631, 9.57369, 9.39631
3.47924, 52, 10.5024, 9.44416, 7.34847, 41.4976, 0, 9.4442, 9.69244, 9.4532, 9.70958, 9.59066, 9.44416, 9.44416, 9.44416, 9.44416, 9.44416, 9.44416, 9.44416, 9.44416, 9.44416, 9.65404, 9.44416, 9.62325, 9.44416
3.4871, 64, 10.6289, 9.49472, 8.12404, 53.3711, 0, 9.49477, 9.743, 9.50376, 9.8581, 9.63532, 9.49472, 9.49472, 9.49472, 9.49472, 9.49472, 9.49472, 9.49472, 9.49472, 9.49473, 9.68932, 9.49472, 9.67293, 9.49472
3.49497, 42, 10.8016, 9.54797, 6.63325, 31.1984, 0, 9.54801, 9.79625, 9.55701, 10.0484, 9.68935, 9.54797, 9.54797, 9.54797, 9.54797, 9.54797, 9.54797, 9.54797, 9.54797, 9.54797, 9.72761, 9.54797, 9.72275, 9.54797
3.50283, 32, 11.0322, 9.60377, 5.83095, 20.9678, 0, 9.60381, 9.85204, 9.6128, 10.2931, 9.75144, 9.60377, 9.60377, 9.60377, 9.60377, 9.60377, 9.60377, 9.60377, 9.60377, 9.60377, 9.7689, 9.60377, 9.77273, 9.60377
3.51069, 48, 11.3351, 9.66196, 7.07107, 36.6649, 0, 9.662, 9.91024, 9.671, 10.6073, 9.8203, 9.66196, 9.66196, 9.66196, 9.66196, 9.66196, 9.66196, 9.66196, 9.66196, 9.66196, 9.81308, 9.66196, 9.82296, 9.66196
3.51856, 42, 11.7276, 9.72236, 6.63325, 30.2724, 0, 9.7224, 9.97064, 9.7314, 11.0091, 9.8946, 9.72236, 9.72236, 9.72236, 9.72236, 9.72236, 9.72236, 9.72236, 9.72236, 9.72236, 9.86004, 9.72236, 9.87359, 9.72236
3.52642, 44, 12.2297, 9.78475, 6.78233, 31.7703, 0, 9.78479, 10.033, 9.79379, 11.5192, 9.97304, 9.78475, 9.78475, 9.78475, 9.78475, 9.78475, 9.78475, 9.78475, 9.78475, 9.78475, 9.90962, 9.78475, 9.92479, 9.78475
3.53429, 34, 12.864, 9.84889, 6, 21.136, 0, 9.84894, 10.0972, 9.85793, 12.1606, 10.0543, 9.84889, 9.84889, 9.84889, 9.84889, 9.84889, 9.84889, 9.84889, 9.84889, 9.84889, 9.96164, 9.84889, 9.97673, 9.84889
3.54215, 42, 13.6543, 9.91457, 6.63325, 28.3457, 0, 9.91462, 10.1629, 9.92361, 12.9579, 10.1373, 9.91457, 9.91457, 9.91457, 9.91457, 9.91457, 9.91457, 9.91457, 9.91457, 9.91457, 10.0159, 9.91457, 10.0296, 9.91457
3.55002, 28, 14.6253, 9.98157, 5.47723, 13.3747, 0, 9.98161, 10.2298, 9.99061, 13.9361, 10.2207, 9.98157, 9.98157, 9.98157, 9.98157, 9.98157, 9.98157, 9.98157, 9.98157, 9.98157, 10.0722, 9.98157, 10.0836, 9.98157
3.55788, 26, 15.8004, 10.0497, 5.2915, 10.1996, 0, 10.0497, 10.298, 10.0587, 15.1192, 10.3035, 10.0497, 10.0497, 10.0497, 10.0497, 10.0497, 10.0497, 10.0497, 10.0497, 10.0497, 10.1304, 10.0497, 10.139, 10.0497
3.56575, 22, 17.2001, 10.1187, 4.89898, 4.79991, 0, 10.1188, 10.367, 10.1278, 16.5281, 10.3847, 10.1187, 10.1187, 10.1187, 10.1187, 10.1187, 10.1187, 10.1187, 10.1187, 10.1187, 10.1903, 10.1187, 10.1958, 10.1187
3.57361, 34, 18.8397, 10.1886, 6, 15.1603, 0, 10.1886, 10.4369, 10.1976, 18.1785, 10.4637, 10.1886, 10.1886, 10.1886, 10.1886, 10.1886, 10.1886, 10.1886, 10.1886, 10.1886, 10.2518, 10.1886, 10.2541, 10.1886
3.58148, 32, 20.7272, 10.2591, 5.83095, 11.2728, 0, 10.2591, 10.5074, 10.2681, 20.0787, 10.5398, 10.2591, 10.2591, 10.2591, 10.2591, 10.2591, 10.2591, 10.2591, 10.2591, 10.2591, 10.3146, 10.2591, 10.314, 10.2591
3.58934, 24, 22.8604, 10.3301, 5.09902, 1.13958, 0, 10.3302, 10.5784, 10.3392, 22.2267, 10.6125, 10.3301, 10.3301, 10.3301, 10.3301, 10.3301, 10.3301, 10.3301, 10.3301, 10.3301, 10.3787, 10.3301, 10.3756, 10.3301
3.5972, 32, 25.2256, 10.4016, 5.83095, 6.77442, 0, 10.4017, 10.6499, 10.4107, 24.6088, 10.6818, 10.4016, 10.4016, 10.4016, 10.4016, 10.4016, 10.4016, 10.4016, 10.4016, 10.4016, 10.4439, 10.4016, 10.4387, 10.4016
3.60507, 42, 27.795, 10.4735, 6.63325, 14.205, 0, 10.4736, 10.7218, 10.4826, 27.1973, 10.7475, 10.4735, 10.4735, 10.4735, 10.4735, 10.4735, 10.4735, 10.4735, 10.4735, 10.4735, 10.5101, 10.4735, 10.5033, 10.4735
3.61293, 56, 30.527, 10.5457, 7.61577, 25.473, 0, 10.5458, 10.794, 10.5548, 29.9502, 10.81, 10.5457, 10.5457, 10.5457, 10.5457, 10.5457, 10.5457, 10.5457, 10.5457, 10.5457, 10.5773, 10.5457, 10.5694, 10.5457
3.6208, 48, 33.3651, 10.6183, 7.07107, 14.6349, 0, 10.6183, 10.8665, 10.6273, 32.8109, 10.8695, 10.6183, 10.6183, 10.6183, 10.6183, 10.6183, 10.6183, 10.6183, 10.6183, 10.6183, 10.6454, 10.6183, 10.6368, 10.6183
