   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_271.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.02051, 66, 76.7363, 31.7817, 8.24621, -10.7363, 0, 31.7817, 33.6532, 74.8648, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817, 31.7817
6.02838, 52, 69.8305, 31.8281, 7.34847, -17.8305, 0, 31.8281, 33.7362, 67.9224, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281, 31.8281
6.03625, 70, 63.7495, 31.8755, 8.48528, 6.25049, 0, 31.8756, 33.8321, 61.7929, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755, 31.8755
6.04411, 64, 58.4815, 31.9239, 8.12404, 5.51846, 0, 31.924, 33.9476, 56.4579, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239, 31.9239
6.05198, 40, 53.9981, 31.9732, 6.48074, -13.9981, 0, 31.9732, 34.0925, 51.8788, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732, 31.9732
6.05985, 44, 50.2617, 32.0232, 6.78233, -6.26171, 0, 32.0232, 34.282, 48.0029, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232, 32.0232
6.06772, 30, 47.2313, 32.0738, 5.65685, -17.2313, 0, 32.0738, 34.5387, 44.7664, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738, 32.0738
6.07558, 34, 44.8714, 32.1249, 6, -10.8714, 0, 32.1249, 34.8959, 42.1003, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249, 32.1249
6.08345, 32, 43.1603, 32.1763, 5.83095, -11.1603, 0, 32.1764, 35.4025, 39.9341, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763, 32.1763
6.09132, 58, 42.0987, 32.228, 7.74597, 15.9013, 0, 32.2281, 36.1287, 38.198, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228, 32.228
6.09918, 38, 41.7208, 32.2799, 6.32456, -3.72076, 0, 32.2799, 37.1744, 36.8262, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799, 32.2799
6.10705, 72, 42.1064, 32.3317, 8.60233, 29.8936, 0, 32.3317, 38.6801, 35.7579, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317, 32.3317
6.11492, 60, 43.3954, 32.3834, 7.87401, 16.6046, 0, 32.3834, 40.8398, 34.939, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834, 32.3834
6.12278, 48, 45.8051, 32.4349, 7.07107, 2.19487, 0, 32.4349, 43.9183, 34.3217, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349, 32.4349
6.13065, 56, 49.6511, 32.4861, 7.61577, 6.34891, 0, 32.4861, 48.272, 33.8651, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861, 32.4861
6.13852, 68, 55.3714, 32.5369, 8.3666, 12.6286, 0, 32.5369, 54.3734, 33.5349, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369, 32.5369
6.14638, 120, 63.553, 32.5872, 11.0454, 56.447, 0, 32.5872, 62.8374, 33.3027, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872, 32.5872
6.15425, 98, 74.9646, 32.6369, 10, 23.0354, 0, 32.637, 74.456, 33.1455, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369, 32.6369
6.16212, 134, 90.5859, 32.6861, 11.6619, 43.4141, 0, 32.6861, 90.2271, 33.0449, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861, 32.6861
6.16999, 126, 111.644, 32.7346, 11.3137, 14.3559, 0, 32.7346, 111.392, 32.9867, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346, 32.7346
6.17785, 146, 139.645, 32.7825, 12.1655, 6.3555, 0, 32.7825, 139.467, 32.9596, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825, 32.7825
6.18572, 212, 176.389, 32.8297, 14.6287, 35.6109, 0, 32.8297, 176.263, 32.9555, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297, 32.8297
6.19359, 322, 224.007, 32.8761, 18, 97.9932, 0, 32.8761, 223.915, 32.9683, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761, 32.8761
6.20145, 324, 284.94, 32.9217, 18.0555, 39.0598, 0, 32.9218, 284.868, 32.9937, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217, 32.9217
6.20932, 434, 361.933, 32.9666, 20.8806, 72.0669, 0, 32.9666, 361.871, 33.0288, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666, 32.9666
6.21719, 480, 458.006, 33.0107, 21.9545, 21.9935, 0, 33.0107, 457.945, 33.0722, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107, 33.0107
6.22505, 618, 576.354, 33.054, 24.8998, 41.6462, 0, 33.054, 576.284, 33.1234, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054, 33.054
6.23292, 754, 720.277, 33.0965, 27.4955, 33.723, 0, 33.0965, 720.191, 33.1828, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965, 33.0965
6.24079, 1036, 893.04, 33.1382, 32.218, 142.96, 0, 33.1382, 892.927, 33.2516, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382, 33.1382
6.24865, 1274, 1097.66, 33.179, 35.7211, 176.337, 0, 33.179, 1097.51, 33.3323, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179, 33.179
6.25652, 1490, 1336.78, 33.219, 38.6264, 153.218, 0, 33.2191, 1336.57, 33.4279, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219, 33.219
6.26439, 1734, 1612.41, 33.2582, 41.6653, 121.589, 0, 33.2583, 1612.13, 33.5425, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582, 33.2582
6.27226, 2046, 1925.64, 33.2966, 45.2548, 120.358, 0, 33.2966, 1925.26, 33.6814, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966, 33.2966
6.28012, 2290, 2276.54, 33.3341, 47.8748, 13.4626, 0, 33.3341, 2276.02, 33.8508, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341, 33.3341
6.28799, 2664, 2663.79, 33.3707, 51.6333, 0.209473, 0, 33.3707, 2663.1, 34.0581, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707, 33.3707
6.29586, 2986, 3084.59, 33.4064, 54.6626, -98.5923, 0, 33.4065, 3083.69, 34.3117, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064, 33.4064
6.30372, 3560, 3534.59, 33.4413, 59.6825, 25.4053, 0, 33.4413, 3533.42, 34.621, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413, 33.4413
6.31159, 4084, 4007.68, 33.4751, 63.9218, 76.3191, 0, 33.4752, 4006.16, 34.9963, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751, 33.4751
6.31946, 4482, 4496.19, 33.508, 66.9627, -14.1895, 0, 33.508, 4494.25, 35.4483, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508, 33.508
6.32732, 5010, 4990.98, 33.5398, 70.7955, 19.0229, 0, 33.5399, 4988.53, 35.9881, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398, 33.5398
6.33519, 5766, 5481.55, 33.5706, 75.9473, 284.447, 0, 33.5706, 5478.5, 36.6263, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706, 33.5706
6.34306, 5860, 5956.63, 33.6001, 76.5637, -96.6304, 0, 33.6001, 5952.86, 37.3726, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001, 33.6001
6.35092, 6380, 6404.3, 33.6283, 79.8874, -24.2979, 0, 33.6283, 6399.69, 38.2349, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283, 33.6283
6.35879, 6970, 6812.72, 33.655, 83.4985, 157.279, 0, 33.6551, 6807.16, 39.2191, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655, 33.655
6.36666, 7172, 7170.55, 33.6803, 84.6995, 1.44922, 0, 33.6803, 7163.9, 40.3276, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803, 33.6803
6.37453, 7600, 7467.41, 33.7037, 87.1894, 132.585, 0, 33.7038, 7459.56, 41.559, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037, 33.7037
6.38239, 7762, 7694.48, 33.7253, 88.1136, 67.5186, 0, 33.7253, 7685.3, 42.9071, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253, 33.7253
6.39026, 7702, 7844.92, 33.7447, 87.7724, -142.921, 0, 33.7447, 7834.3, 44.3609, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447, 33.7447
6.39813, 7920, 7914.16, 33.7618, 89.0056, 5.84326, 0, 33.7618, 7902.02, 45.9034, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618, 33.7618
6.40599, 7822, 7900.18, 33.7763, 88.4534, -78.1792, 0, 33.7764, 7886.44, 47.5125, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763, 33.7763
6.41386, 7812, 7803.6, 33.7881, 88.3968, 8.39648, 0, 33.7881, 7788.23, 49.1605, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881, 33.7881
6.42173, 7570, 7627.63, 33.7968, 87.0172, -57.6348, 0, 33.7968, 7610.62, 50.8151, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968, 33.7968
6.42959, 7440, 7377.88, 33.8023, 86.267, 62.125, 0, 33.8023, 7359.24, 52.4402, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023, 33.8023
6.43746, 6890, 7062.09, 33.8043, 83.0181, -172.093, 0, 33.8043, 7041.9, 53.9969, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043, 33.8043
6.44533, 6962, 6689.74, 33.8027, 83.4506, 272.263, 0, 33.8027, 6668.09, 55.4454, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027, 33.8027
6.45319, 6326, 6271.49, 33.7974, 79.5487, 54.5112, 0, 33.7975, 6248.54, 56.7464, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974, 33.7974
6.46106, 5888, 5818.86, 33.7883, 76.7463, 69.1411, 0, 33.7883, 5794.78, 57.8627, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883, 33.7883
6.46893, 5578, 5343.45, 33.7754, 74.6994, 234.546, 0, 33.7754, 5318.47, 58.7616, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754, 33.7754
6.4768, 4964, 4856.83, 33.7587, 70.4698, 107.17, 0, 33.7587, 4831.17, 59.4155, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587, 33.7587
6.48466, 4560, 4369.67, 33.7384, 67.5426, 190.33, 0, 33.7384, 4343.6, 59.8044, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384, 33.7384
6.49253, 3882, 3891.64, 33.7146, 62.3217, -9.64209, 0, 33.7147, 3865.44, 59.9161, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146, 33.7146
6.5004, 3352, 3431.18, 33.6878, 57.9137, -79.1768, 0, 33.6878, 3405.12, 59.7472, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878, 33.6878
6.50826, 3136, 2995.11, 33.658, 56.0179, 140.888, 0, 33.6581, 2969.47, 59.3029, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658, 33.658
6.51613, 2576, 2588.71, 33.6259, 50.774, -12.7112, 0, 33.6259, 2563.74, 58.5973, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259, 33.6259
6.524, 2238, 2215.73, 33.5918, 47.3286, 22.2712, 0, 33.5918, 2191.67, 57.6522, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918, 33.5918
6.53186, 1928, 1878.33, 33.5563, 43.9318, 49.6711, 0, 33.5563, 1855.39, 56.4958, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563, 33.5563
6.53973, 1598, 1577.4, 33.5198, 40, 20.6005, 0, 33.5198, 1555.76, 55.1622, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198, 33.5198
6.5476, 1320, 1312.59, 33.4829, 36.3593, 7.40588, 0, 33.4829, 1292.39, 53.6884, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829, 33.4829
6.55547, 1080, 1082.59, 33.4461, 32.8938, -2.58984, 0, 33.4461, 1063.92, 52.1134, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461, 33.4461
6.56333, 848, 885.404, 33.4099, 29.1548, -37.404, 0, 33.4099, 868.337, 50.4771, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099, 33.4099
6.5712, 728, 718.429, 33.3747, 27.0185, 9.57129, 0, 33.3747, 702.986, 48.8172, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747, 33.3747
6.57907, 648, 578.744, 33.3409, 25.4951, 69.2557, 0, 33.3409, 564.917, 47.1687, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409, 33.3409
6.58693, 548, 463.296, 33.3089, 23.4521, 84.7045, 0, 33.3089, 451.041, 45.563, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089, 33.3089
6.5948, 362, 368.98, 33.279, 19.0788, -6.97995, 0, 33.279, 358.232, 44.0265, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279, 33.279
6.60267, 312, 292.823, 33.2512, 17.72, 19.177, 0, 33.2512, 283.494, 42.5806, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512, 33.2512
6.61053, 240, 232.018, 33.2258, 15.5563, 7.98158, 0, 33.2258, 224.003, 41.241, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258, 33.2258
6.6184, 200, 184.008, 33.2028, 14.2127, 15.9924, 0, 33.2028, 177.192, 40.0184, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028, 33.2028
6.62627, 154, 146.518, 33.1821, 12.49, 7.48193, 0, 33.1822, 140.782, 38.9186, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821, 33.1821
6.63413, 110, 117.557, 33.1638, 10.583, -7.55695, 0, 33.1638, 112.778, 37.9427, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638, 33.1638
6.642, 116, 95.4192, 33.1476, 10.8628, 20.5808, 0, 33.1477, 91.4785, 37.0883, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476, 33.1476
6.64987, 86, 78.678, 33.1335, 9.38083, 7.32201, 0, 33.1335, 75.4614, 36.3501, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335, 33.1335
6.65774, 62, 66.1457, 33.1212, 8, -4.14568, 0, 33.1212, 63.5468, 35.7201, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212, 33.1212
6.6656, 68, 56.8605, 33.1106, 8.3666, 11.1395, 0, 33.1106, 54.7818, 35.1892, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106, 33.1106
6.67347, 36, 50.0494, 33.1013, 6.16441, -14.0494, 0, 33.1013, 48.4036, 34.7471, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013, 33.1013
6.68134, 52, 45.1026, 33.0933, 7.34847, 6.89742, 0, 33.0933, 43.8126, 34.3832, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933, 33.0933
6.6892, 54, 41.546, 33.0862, 7.48331, 12.454, 0, 33.0862, 40.5451, 34.0871, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862, 33.0862
6.69707, 48, 39.015, 33.0798, 7.07107, 8.98504, 0, 33.0799, 38.2461, 33.8487, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798, 33.0798
6.70494, 48, 37.2337, 33.0741, 7.07107, 10.7663, 0, 33.0741, 36.6489, 33.6588, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741, 33.0741
6.7128, 28, 35.9969, 33.0687, 5.47723, -7.99686, 0, 33.0688, 35.5566, 33.509, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687, 33.0687
6.72067, 28, 35.154, 33.0636, 5.47723, -7.15396, 0, 33.0636, 34.8258, 33.3918, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636, 33.0636
6.72854, 34, 34.5977, 33.0586, 6, -0.59766, 0, 33.0586, 34.3554, 33.3008, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586, 33.0586
6.7364, 30, 34.2537, 33.0536, 5.65685, -4.25372, 0, 33.0536, 34.0767, 33.2305, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536, 33.0536
6.74427, 34, 34.0745, 33.0484, 6, -0.0744553, 0, 33.0484, 33.9464, 33.1764, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484, 33.0484
6.75214, 38, 34.0335, 33.043, 6.32456, 3.96649, 0, 33.043, 33.9417, 33.1348, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043, 33.043
6.76, 36, 34.1227, 33.0373, 6.16441, 1.87726, 0, 33.0374, 34.0576, 33.1024, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373, 33.0373
6.76787, 22, 34.3507, 33.0314, 4.89898, -12.3507, 0, 33.0314, 34.3049, 33.0771, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314, 33.0314
6.77574, 40, 34.7421, 33.0249, 6.48074, 5.25786, 0, 33.025, 34.7103, 33.0568, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249, 33.0249
6.78361, 48, 35.3396, 33.0181, 7.07107, 12.6604, 0, 33.0182, 35.3177, 33.04, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181, 33.0181
6.79147, 44, 36.2047, 33.0108, 6.78233, 7.79529, 0, 33.0108, 36.1897, 33.0258, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108, 33.0108
6.79934, 46, 37.4215, 33.003, 6.9282, 8.57851, 0, 33.003, 37.4114, 33.0131, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003, 33.003
6.80721, 40, 39.1, 32.9945, 6.48074, 0.900009, 0, 32.9946, 39.0932, 33.0013, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945, 32.9945
6.81507, 38, 41.3798, 32.9855, 6.32456, -3.37981, 0, 32.9855, 41.3753, 32.99, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855, 32.9855
6.82294, 42, 44.4352, 32.9757, 6.63325, -2.43517, 0, 32.9757, 44.4322, 32.9786, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757, 32.9757
6.83081, 50, 48.478, 32.9651, 7.2111, 1.52197, 0, 32.9651, 48.4761, 32.967, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651, 32.9651
6.83867, 64, 53.7618, 32.9534, 8.12404, 10.2382, 0, 32.9535, 53.7605, 32.9547, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534, 32.9534
6.84654, 96, 60.5844, 32.9407, 9.8995, 35.4156, 0, 32.9407, 60.5835, 32.9415, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407, 32.9407
6.85441, 106, 69.2865, 32.9264, 10.3923, 36.7135, 0, 32.9264, 69.286, 32.9269, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264, 32.9264
