   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_156.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0681862, 0, 1.65414e-18, 0, 1.41421, -1.65414e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06906e-20, 0, 0, 5.4656e-23, 0, 0, 1.6434e-18, 0, 0, 0
0.076055, 0, 3.43213e-18, 0, 1.41421, -3.43213e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21817e-20, 0, 0, 1.14899e-22, 0, 0, 3.40984e-18, 0, 0, 0
0.0839237, 0, 7.04223e-18, 0, 1.41421, -7.04223e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55135e-20, 0, 0, 2.38926e-22, 0, 0, 6.99648e-18, 0, 0, 0
0.0917924, 0, 1.42942e-17, 0, 1.41421, -1.42942e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.23824e-20, 0, 0, 4.91617e-22, 0, 0, 1.42013e-17, 0, 0, 0
0.0996612, 0, 2.87107e-17, 0, 1.41421, -2.87107e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85555e-19, 0, 0, 1.00125e-21, 0, 0, 2.85242e-17, 0, 0, 0
0.10753, 0, 5.70799e-17, 0, 1.41421, -5.70799e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68903e-19, 0, 0, 2.01902e-21, 0, 0, 5.6709e-17, 0, 0, 0
0.115399, 0, 1.12353e-16, 0, 1.41421, -1.12353e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26131e-19, 0, 0, 4.03206e-21, 0, 0, 1.11623e-16, 0, 0, 0
0.123267, 0, 2.19002e-16, 0, 1.41421, -2.19002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41539e-18, 0, 0, 7.97636e-21, 0, 0, 2.17579e-16, 0, 0, 0
0.131136, 0, 4.22822e-16, 0, 1.41421, -4.22822e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73266e-18, 0, 0, 1.56339e-20, 0, 0, 4.20074e-16, 0, 0, 0
0.139005, 0, 8.08715e-16, 0, 1.41421, -8.08715e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22665e-18, 0, 0, 3.03667e-20, 0, 0, 8.03458e-16, 0, 0, 0
0.146874, 0, 1.53261e-15, 0, 1.41421, -1.53261e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.90512e-18, 0, 0, 5.84619e-20, 0, 0, 1.52265e-15, 0, 0, 0
0.154742, 0, 2.8783e-15, 0, 1.41421, -2.8783e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86022e-17, 0, 0, 1.11575e-19, 0, 0, 2.85959e-15, 0, 0, 0
0.162611, 0, 5.35754e-15, 0, 1.41421, -5.35754e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46252e-17, 0, 0, 2.11126e-19, 0, 0, 5.3227e-15, 0, 0, 0
0.17048, 0, 9.88499e-15, 0, 1.41421, -9.88499e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.38855e-17, 0, 0, 3.96151e-19, 0, 0, 9.82071e-15, 0, 0, 0
0.178349, 0, 1.80809e-14, 0, 1.41421, -1.80809e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16854e-16, 0, 0, 7.37187e-19, 0, 0, 1.79633e-14, 0, 0, 0
0.186217, 0, 3.27899e-14, 0, 1.41421, -3.27899e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11917e-16, 0, 0, 1.36065e-18, 0, 0, 3.25767e-14, 0, 0, 0
0.194086, 0, 5.89636e-14, 0, 1.41421, -5.89636e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81073e-16, 0, 0, 2.49133e-18, 0, 0, 5.858e-14, 0, 0, 0
0.201955, 0, 1.05145e-13, 0, 1.41421, -1.05145e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79536e-16, 0, 0, 4.52567e-18, 0, 0, 1.04461e-13, 0, 0, 0
0.209824, 0, 1.85946e-13, 0, 1.41421, -1.85946e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20175e-15, 0, 0, 8.15739e-18, 0, 0, 1.84736e-13, 0, 0, 0
0.217692, 0, 3.2615e-13, 0, 1.41421, -3.2615e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10788e-15, 0, 0, 1.45912e-17, 0, 0, 3.24028e-13, 0, 0, 0
0.225561, 0, 5.67427e-13, 0, 1.41421, -5.67427e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.66726e-15, 0, 0, 2.5903e-17, 0, 0, 5.63734e-13, 0, 0, 0
0.23343, 0, 9.7925e-13, 0, 1.41421, -9.7925e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32893e-15, 0, 0, 4.56444e-17, 0, 0, 9.72875e-13, 0, 0, 0
0.241299, 0, 1.67848e-12, 0, 1.41421, -1.67848e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08483e-14, 0, 0, 8.0045e-17, 0, 0, 1.66755e-12, 0, 0, 0
0.249167, 0, 2.85025e-12, 0, 1.41421, -2.85025e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84223e-14, 0, 0, 1.39003e-16, 0, 0, 2.83169e-12, 0, 0, 0
0.257036, 0, 4.80207e-12, 0, 1.41421, -4.80207e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10387e-14, 0, 0, 2.39716e-16, 0, 0, 4.77079e-12, 0, 0, 0
0.264905, 0, 8.02732e-12, 0, 1.41421, -8.02732e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18882e-14, 0, 0, 4.10614e-16, 0, 0, 7.97502e-12, 0, 0, 0
0.272774, 0, 1.33147e-11, 0, 1.41421, -1.33147e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60715e-14, 0, 0, 6.98744e-16, 0, 0, 1.32279e-11, 0, 0, 0
0.280642, 0, 2.19143e-11, 0, 1.41421, -2.19143e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41676e-13, 0, 0, 1.18153e-15, 0, 0, 2.17715e-11, 0, 0, 0
0.288511, 0, 3.57916e-11, 0, 1.41421, -3.57916e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31419e-13, 0, 0, 1.98572e-15, 0, 0, 3.55582e-11, 0, 0, 0
0.29638, 0, 5.80106e-11, 0, 1.41421, -5.80106e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75137e-13, 0, 0, 3.3179e-15, 0, 0, 5.76322e-11, 0, 0, 0
0.304249, 0, 9.33092e-11, 2.38221e-44, 1.41421, -9.33092e-11, 0, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 6.03517e-13, 2.38221e-44, 2.38221e-44, 5.51331e-15, 2.38221e-44, 2.38221e-44, 9.27001e-11, 2.38221e-44, 2.38221e-44, 2.38221e-44
0.312117, 0, 1.48952e-10, 4.86251e-43, 1.41421, -1.48952e-10, 0, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 4.86251e-43, 9.63647e-13, 4.86251e-43, 4.86251e-43, 9.11415e-15, 4.86251e-43, 4.86251e-43, 1.4798e-10, 4.86251e-43, 4.86251e-43, 4.86251e-43
0.319986, 0, 2.35991e-10, 7.25172e-42, 1.41421, -2.35991e-10, 0, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 7.25172e-42, 1.52721e-12, 7.25172e-42, 7.25172e-42, 1.49949e-14, 7.25172e-42, 7.25172e-42, 2.34449e-10, 7.25172e-42, 7.25172e-42, 7.25172e-42
0.327855, 0, 3.71096e-10, 9.8416e-41, 1.41421, -3.71096e-10, 0, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 9.8416e-41, 2.40244e-12, 9.8416e-41, 9.8416e-41, 2.45629e-14, 9.8416e-41, 9.8416e-41, 3.68669e-10, 9.8416e-41, 9.8416e-41, 9.8416e-41
0.335723, 0, 5.79208e-10, 1.1997e-39, 1.41421, -5.79208e-10, 0, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 1.1997e-39, 3.75148e-12, 1.1997e-39, 1.1997e-39, 4.00793e-14, 1.1997e-39, 1.1997e-39, 5.75416e-10, 1.1997e-39, 1.1997e-39, 1.1997e-39
0.343592, 0, 8.97341e-10, 1.31788e-38, 1.41421, -8.97341e-10, 0, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 1.31788e-38, 5.81533e-12, 1.31788e-38, 1.31788e-38, 6.51745e-14, 1.31788e-38, 1.31788e-38, 8.91461e-10, 1.31788e-38, 1.31788e-38, 1.31788e-38
0.351461, 0, 1.37998e-09, 1.30979e-37, 1.41421, -1.37998e-09, 0, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 1.30979e-37, 8.9494e-12, 1.30979e-37, 1.30979e-37, 1.05675e-13, 1.30979e-37, 1.30979e-37, 1.37093e-09, 1.30979e-37, 1.30979e-37, 1.30979e-37
0.35933, 0, 2.10669e-09, 1.18504e-36, 1.41421, -2.10669e-09, 0, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.18504e-36, 1.36738e-11, 1.18504e-36, 1.18504e-36, 1.70935e-13, 1.18504e-36, 1.18504e-36, 2.09284e-09, 1.18504e-36, 1.18504e-36, 1.18504e-36
0.367198, 0, 3.19269e-09, 9.81407e-36, 1.41421, -3.19269e-09, 0, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 9.81407e-36, 2.07439e-11, 9.81407e-36, 9.81407e-36, 2.75978e-13, 9.81407e-36, 9.81407e-36, 3.17167e-09, 9.81407e-36, 9.81407e-36, 9.81407e-36
0.375067, 0, 4.80352e-09, 7.47097e-35, 1.41421, -4.80352e-09, 0, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 7.47097e-35, 3.12487e-11, 7.47097e-35, 7.47097e-35, 4.44949e-13, 7.47097e-35, 7.47097e-35, 4.77183e-09, 7.47097e-35, 7.47097e-35, 7.47097e-35
0.382936, 0, 7.17518e-09, 5.25112e-34, 1.41421, -7.17518e-09, 0, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 5.25112e-34, 4.6746e-11, 5.25112e-34, 5.25112e-34, 7.16692e-13, 5.25112e-34, 5.25112e-34, 7.12771e-09, 5.25112e-34, 5.25112e-34, 5.25112e-34
0.390805, 0, 1.06413e-08, 3.59861e-33, 1.41421, -1.06413e-08, 0, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 3.59861e-33, 6.94493e-11, 3.59861e-33, 3.59861e-33, 1.15372e-12, 3.59861e-33, 3.59861e-33, 1.05707e-08, 3.59861e-33, 3.59861e-33, 3.59861e-33
0.398673, 0, 1.56699e-08, 2.14642e-32, 1.41421, -1.56699e-08, 0, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 2.14642e-32, 1.02481e-10, 2.14642e-32, 2.14642e-32, 1.85666e-12, 2.14642e-32, 2.14642e-32, 1.55655e-08, 2.14642e-32, 2.14642e-32, 2.14642e-32
0.406542, 0, 2.29124e-08, 1.20096e-31, 1.41421, -2.29124e-08, 0, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.20096e-31, 1.50214e-10, 1.20096e-31, 1.20096e-31, 2.98751e-12, 1.20096e-31, 1.20096e-31, 2.27592e-08, 1.20096e-31, 1.20096e-31, 1.20096e-31
0.414411, 0, 3.32686e-08, 6.58192e-31, 1.41421, -3.32686e-08, 0, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 6.58192e-31, 2.18734e-10, 6.58192e-31, 6.58192e-31, 4.80676e-12, 6.58192e-31, 6.58192e-31, 3.30451e-08, 6.58192e-31, 6.58192e-31, 6.58192e-31
0.42228, 0, 4.79713e-08, 3.43485e-30, 1.41421, -4.79713e-08, 0, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.43485e-30, 3.16455e-10, 3.43485e-30, 3.43485e-30, 7.73276e-12, 3.43485e-30, 3.43485e-30, 4.76471e-08, 3.43485e-30, 3.43485e-30, 3.43485e-30
0.430148, 0, 6.86968e-08, 1.69209e-29, 1.41421, -6.86968e-08, 0, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 1.69209e-29, 4.54931e-10, 1.69209e-29, 1.69209e-29, 1.24359e-11, 1.69209e-29, 1.69209e-29, 6.82295e-08, 1.69209e-29, 1.69209e-29, 1.69209e-29
0.438017, 0, 9.77079e-08, 7.9135e-29, 1.41421, -9.77079e-08, 0, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 7.9135e-29, 6.49938e-10, 7.9135e-29, 7.9135e-29, 1.99872e-11, 7.9135e-29, 7.9135e-29, 9.70379e-08, 7.9135e-29, 7.9135e-29, 7.9135e-29
0.445886, 0, 1.38034e-07, 3.55032e-28, 1.41421, -1.38034e-07, 0, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 3.55032e-28, 9.22879e-10, 3.55032e-28, 3.55032e-28, 3.20916e-11, 3.55032e-28, 3.55032e-28, 1.37079e-07, 3.55032e-28, 3.55032e-28, 3.55032e-28
0.453755, 0, 1.93705e-07, 1.51962e-27, 1.41421, -1.93705e-07, 0, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.51962e-27, 1.30263e-09, 1.51962e-27, 1.51962e-27, 5.14518e-11, 1.51962e-27, 1.51962e-27, 1.92351e-07, 1.51962e-27, 1.51962e-27, 1.51962e-27
0.461623, 0, 2.70035e-07, 6.19594e-27, 1.41421, -2.70035e-07, 0, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 6.19594e-27, 1.82791e-09, 6.19594e-27, 6.19594e-27, 8.23299e-11, 6.19594e-27, 6.19594e-27, 2.68125e-07, 6.19594e-27, 6.19594e-27, 6.19594e-27
0.469492, 0, 3.73987e-07, 2.41086e-26, 1.41421, -3.73987e-07, 0, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.41086e-26, 2.55039e-09, 2.41086e-26, 2.41086e-26, 1.3141e-10, 2.41086e-26, 2.41086e-26, 3.71305e-07, 2.41086e-26, 2.41086e-26, 2.41086e-26
0.477361, 0, 5.14616e-07, 8.96663e-26, 1.41421, -5.14616e-07, 0, 8.96663e-26, 8.96663e-26, 8.96663e-26, 8.96663e-26, 8.96663e-26, 8.96663e-26, 8.96663e-26, 1.67813e-12, 8.96663e-26, 8.96663e-26, 3.53856e-09, 8.96663e-26, 8.96663e-26, 2.09113e-10, 8.96663e-26, 8.96663e-26, 5.10867e-07, 8.96663e-26, 8.96663e-26, 8.96663e-26
0.48523, 0, 7.03613e-07, 3.19395e-25, 1.41421, -7.03613e-07, 0, 3.19395e-25, 3.19395e-25, 3.19395e-25, 3.19395e-25, 3.19395e-25, 3.19395e-25, 3.19395e-25, 5.63769e-12, 3.19395e-25, 3.19395e-25, 4.8828e-09, 3.19395e-25, 3.19395e-25, 3.3157e-10, 3.19395e-25, 3.19395e-25, 6.98393e-07, 3.19395e-25, 3.19395e-25, 3.19395e-25
0.493098, 0, 9.60233e-07, 1.10464e-24, 1.41421, -9.60233e-07, 0, 2.92124e-14, 1.98231e-13, 5.9699e-10, 2.11268e-11, 4.13687e-13, 1.51521e-11, 1.98965e-12, 9.10594e-11, 2.59123e-09, 7.97443e-10, 6.70184e-09, 3.17545e-12, 4.36135e-12, 5.23591e-10, 1.72635e-14, 2.33432e-15, 9.4886e-07, 1.10464e-24, 1.10464e-24, 2.46161e-11
0.500967, 0, 1.30544e-06, 4.25937e-10, 1.41421, -1.30544e-06, 4.25937e-10, 4.26035e-10, 4.266e-10, 2.42297e-09, 4.9661e-10, 4.27321e-10, 4.76623e-10, 4.32593e-10, 7.16288e-10, 9.09406e-09, 3.09352e-09, 9.57628e-09, 4.36559e-10, 4.40526e-10, 1.24904e-09, 4.26168e-10, 4.25945e-10, 1.28161e-06, 4.25937e-10, 4.25937e-10, 5.08282e-10
0.508836, 0, 1.7706e-06, 1.42048e-09, 1.41421, -1.7706e-06, 1.42048e-09, 1.42073e-09, 1.4222e-09, 6.61012e-09, 1.60413e-09, 1.42408e-09, 1.5522e-09, 1.43778e-09, 2.16321e-09, 2.39461e-08, 8.35265e-09, 1.38496e-08, 1.44808e-09, 1.45839e-09, 2.70797e-09, 1.42136e-09, 1.4205e-09, 1.72088e-06, 1.42048e-09, 1.42048e-09, 1.63447e-09
0.516705, 0, 2.4021e-06, 3.68036e-09, 1.41421, -2.4021e-06, 3.68036e-09, 3.68096e-09, 3.68444e-09, 1.59705e-08, 4.1153e-09, 3.68888e-09, 3.9923e-09, 3.72132e-09, 5.42496e-09, 5.70256e-08, 2.00972e-08, 2.04778e-08, 3.74574e-09, 3.77015e-09, 5.68337e-09, 3.68282e-09, 3.68041e-09, 2.29804e-06, 3.68036e-09, 3.68036e-09, 4.18713e-09
0.524573, 0, 3.27086e-06, 8.69679e-09, 1.41421, -3.27086e-06, 8.69679e-09, 8.69815e-09, 8.706e-09, 3.64094e-08, 9.67751e-09, 8.716e-09, 9.40016e-09, 8.78915e-09, 1.26088e-08, 1.28983e-07, 4.57145e-08, 3.12846e-08, 8.8442e-09, 8.89925e-09, 1.1795e-08, 8.70288e-09, 8.6969e-09, 3.05295e-06, 8.69679e-09, 8.69679e-09, 9.83949e-09
0.532442, 0, 4.49154e-06, 1.95753e-08, 1.41421, -4.49154e-06, 1.95753e-08, 1.95783e-08, 1.95954e-08, 8.0021e-08, 2.17144e-08, 1.96172e-08, 2.11095e-08, 1.97768e-08, 2.80679e-08, 2.8194e-07, 1.00317e-07, 4.97998e-08, 1.98968e-08, 2.00169e-08, 2.43385e-08, 1.95895e-08, 1.95756e-08, 4.0373e-06, 1.95753e-08, 1.95753e-08, 2.20677e-08
0.540311, 0, 6.25834e-06, 4.26323e-08, 1.41421, -6.25834e-06, 4.26323e-08, 4.26386e-08, 4.26749e-08, 1.70988e-07, 4.71746e-08, 4.27212e-08, 4.589e-08, 4.30601e-08, 6.20157e-08, 5.99761e-07, 2.14087e-07, 8.28784e-08, 4.3315e-08, 4.357e-08, 4.99089e-08, 4.26639e-08, 4.26328e-08, 5.31918e-06, 4.26323e-08, 4.26323e-08, 4.79249e-08
0.54818, 0, 8.90484e-06, 9.04042e-08, 1.41421, -8.90484e-06, 9.04042e-08, 9.04172e-08, 9.04926e-08, 3.56502e-07, 9.98211e-08, 9.05886e-08, 9.7158e-08, 9.1291e-08, 1.32252e-07, 1.2454e-06, 4.45851e-07, 1.43736e-07, 9.18196e-08, 9.23482e-08, 1.01448e-07, 9.04724e-08, 9.04052e-08, 6.99033e-06, 9.04042e-08, 9.04042e-08, 1.01376e-07
0.556048, 0, 1.30356e-05, 1.87177e-07, 1.41421, -1.30356e-05, 1.87177e-07, 1.87203e-07, 1.87356e-07, 7.26456e-07, 2.06261e-07, 1.8755e-07, 2.00864e-07, 1.88974e-07, 2.9269e-07, 2.52791e-06, 9.07531e-07, 2.57513e-07, 1.90045e-07, 1.91116e-07, 2.03825e-07, 1.8732e-07, 1.87179e-07, 9.17842e-06, 1.87177e-07, 1.87177e-07, 2.09413e-07
0.563917, 0, 1.9699e-05, 3.7906e-07, 1.41421, -1.9699e-05, 3.7906e-07, 3.79113e-07, 3.79416e-07, 1.44845e-06, 4.16905e-07, 3.79801e-07, 4.06202e-07, 3.82625e-07, 6.25948e-07, 5.02074e-06, 1.80752e-06, 4.71384e-07, 3.84749e-07, 3.86873e-07, 4.04001e-07, 3.79356e-07, 3.79065e-07, 1.20677e-05, 3.7906e-07, 3.7906e-07, 4.23155e-07
0.571786, 0, 3.07021e-05, 7.50361e-07, 1.41421, -3.07021e-05, 7.50361e-07, 7.50462e-07, 7.51049e-07, 2.82463e-06, 8.23767e-07, 7.51798e-07, 8.03007e-07, 7.57274e-07, 1.26779e-06, 9.75373e-06, 3.52112e-06, 8.70984e-07, 7.61394e-07, 7.65514e-07, 7.87452e-07, 7.50953e-07, 7.50369e-07, 1.5931e-05, 7.50361e-07, 7.50361e-07, 8.35891e-07
0.579655, 0, 4.92161e-05, 1.45374e-06, 1.41421, -4.92161e-05, 1.45374e-06, 1.45393e-06, 1.45504e-06, 5.39213e-06, 1.59311e-06, 1.45646e-06, 1.5537e-06, 1.46686e-06, 2.50635e-06, 1.85483e-05, 6.71454e-06, 1.61062e-06, 1.47468e-06, 1.48251e-06, 1.50852e-06, 1.4549e-06, 1.45375e-06, 2.11881e-05, 1.45374e-06, 1.45374e-06, 1.61613e-06
0.587523, 0, 8.06352e-05, 2.75698e-06, 1.41421, -8.06352e-05, 2.75698e-06, 2.75734e-06, 2.75941e-06, 1.00779e-05, 3.01606e-06, 2.76205e-06, 2.94279e-06, 2.78138e-06, 4.86538e-06, 3.45335e-05, 1.25361e-05, 2.96012e-06, 2.79592e-06, 2.81046e-06, 2.83734e-06, 2.75921e-06, 2.75701e-06, 2.8493e-05, 2.75698e-06, 2.75698e-06, 3.05885e-06
0.595392, 0, 0.000133966, 5.11888e-06, 1.41421, -0.000133966, 5.11888e-06, 5.11954e-06, 5.12331e-06, 1.84439e-05, 5.59044e-06, 5.12812e-06, 5.45708e-06, 5.16329e-06, 9.27718e-06, 6.2956e-05, 2.29181e-05, 5.38081e-06, 5.18976e-06, 5.21623e-06, 5.23597e-06, 5.1231e-06, 5.11894e-06, 3.88766e-05, 5.11888e-06, 5.11888e-06, 5.66832e-06
0.603261, 0, 0.000223953, 9.3063e-06, 1.41421, -0.000223953, 9.3063e-06, 9.30746e-06, 9.31419e-06, 3.30576e-05, 1.01468e-05, 9.32276e-06, 9.90912e-06, 9.38546e-06, 1.73811e-05, 0.000112399, 4.10327e-05, 9.64267e-06, 9.43263e-06, 9.47982e-06, 9.47576e-06, 9.31408e-06, 9.30639e-06, 5.39669e-05, 9.3063e-06, 9.3063e-06, 1.02857e-05
