   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_283.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.332009, 0, 1.45802e-10, 2.55036e-43, 1.41421, -1.45802e-10, 0, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 2.55036e-43, 1.10219e-13, 2.55036e-43, 2.97798e-15, 2.55036e-43, 1.45689e-10, 2.55036e-43, 2.55036e-43, 2.55036e-43
0.339878, 0, 2.40845e-10, 4.52479e-42, 1.41421, -2.40845e-10, 0, 4.52479e-42, 4.52479e-42, 4.52479e-42, 4.52479e-42, 4.52479e-42, 4.52479e-42, 4.52479e-42, 4.52479e-42, 1.82103e-13, 4.52479e-42, 5.10701e-15, 4.52479e-42, 2.40658e-10, 4.52479e-42, 4.52479e-42, 4.52479e-42
0.347747, 0, 3.94517e-10, 3.3977e-40, 1.41421, -3.94517e-10, 0, 3.3977e-40, 3.3977e-40, 3.3977e-40, 3.3977e-40, 3.3977e-40, 3.3977e-40, 3.3977e-40, 3.3977e-40, 2.98379e-13, 3.3977e-40, 8.72796e-15, 3.3977e-40, 3.94209e-10, 3.3977e-40, 3.3977e-40, 3.3977e-40
0.355616, 0, 6.40558e-10, 3.94583e-39, 1.41421, -6.40558e-10, 0, 3.94583e-39, 3.94583e-39, 3.94583e-39, 3.94583e-39, 3.94583e-39, 3.94583e-39, 3.94583e-39, 3.94583e-39, 4.84629e-13, 3.94583e-39, 1.48159e-14, 3.94583e-39, 6.40059e-10, 3.94583e-39, 3.94583e-39, 3.94583e-39
0.363486, 0, 1.03123e-09, 4.13782e-38, 1.41421, -1.03123e-09, 0, 4.13782e-38, 4.13782e-38, 4.13782e-38, 4.13782e-38, 4.13782e-38, 4.13782e-38, 4.13782e-38, 4.13782e-38, 7.80534e-13, 4.13782e-38, 2.50425e-14, 4.13782e-38, 1.03042e-09, 4.13782e-38, 4.13782e-38, 4.13782e-38
0.371355, 0, 1.64617e-09, 3.93782e-37, 1.41421, -1.64617e-09, 0, 3.93782e-37, 3.93782e-37, 3.93782e-37, 3.93782e-37, 3.93782e-37, 3.93782e-37, 3.93782e-37, 3.93782e-37, 1.24665e-12, 3.93782e-37, 4.2171e-14, 3.93782e-37, 1.64488e-09, 3.93782e-37, 3.93782e-37, 3.93782e-37
0.379224, 0, 2.60579e-09, 3.42472e-36, 1.41421, -2.60579e-09, 0, 3.42472e-36, 3.42472e-36, 3.42472e-36, 3.42472e-36, 3.42472e-36, 3.42472e-36, 3.42472e-36, 3.42472e-36, 1.97472e-12, 3.42472e-36, 7.07931e-14, 3.42472e-36, 2.60375e-09, 3.42472e-36, 3.42472e-36, 3.42472e-36
0.387093, 0, 4.09047e-09, 2.73243e-35, 1.41421, -4.09047e-09, 0, 2.73243e-35, 2.73243e-35, 2.73243e-35, 2.73243e-35, 2.73243e-35, 2.73243e-35, 2.73243e-35, 2.73243e-35, 3.10243e-12, 2.73243e-35, 1.18539e-13, 2.73243e-35, 4.08725e-09, 2.73243e-35, 2.73243e-35, 2.73243e-35
0.394962, 0, 6.36793e-09, 2.00898e-34, 1.41421, -6.36793e-09, 0, 2.00898e-34, 2.00898e-34, 2.00898e-34, 2.00898e-34, 2.00898e-34, 2.00898e-34, 2.00898e-34, 2.00898e-34, 4.83475e-12, 2.00898e-34, 1.98089e-13, 2.00898e-34, 6.36289e-09, 2.00898e-34, 2.00898e-34, 2.00898e-34
0.402832, 0, 9.83192e-09, 1.38966e-33, 1.41421, -9.83192e-09, 0, 1.38966e-33, 1.38966e-33, 1.38966e-33, 1.38966e-33, 1.38966e-33, 1.38966e-33, 1.38966e-33, 1.38966e-33, 7.47413e-12, 1.38966e-33, 3.30521e-13, 1.38966e-33, 9.82411e-09, 1.38966e-33, 1.38966e-33, 1.38966e-33
0.410701, 0, 1.50563e-08, 8.36296e-33, 1.41421, -1.50563e-08, 0, 8.36296e-33, 8.36296e-33, 8.36296e-33, 8.36296e-33, 8.36296e-33, 8.36296e-33, 8.36296e-33, 8.36296e-33, 1.14632e-11, 8.36296e-33, 5.5087e-13, 8.36296e-33, 1.50443e-08, 8.36296e-33, 8.36296e-33, 8.36296e-33
0.41857, 0, 2.287e-08, 5.0593e-32, 1.41421, -2.287e-08, 0, 5.0593e-32, 5.0593e-32, 5.0593e-32, 5.0593e-32, 5.0593e-32, 5.0593e-32, 5.0593e-32, 5.0593e-32, 1.74443e-11, 5.0593e-32, 9.17351e-13, 5.0593e-32, 2.28516e-08, 5.0593e-32, 5.0593e-32, 5.0593e-32
0.426439, 0, 3.44592e-08, 2.74837e-31, 1.41421, -3.44592e-08, 0, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.74837e-31, 2.63424e-11, 2.74837e-31, 1.52659e-12, 2.74837e-31, 3.44314e-08, 2.74837e-31, 2.74837e-31, 2.74837e-31
0.434308, 0, 5.15073e-08, 1.45458e-30, 1.41421, -5.15073e-08, 0, 1.45458e-30, 1.45458e-30, 1.45458e-30, 1.45458e-30, 1.45458e-30, 1.45458e-30, 1.45458e-30, 1.45458e-30, 3.94789e-11, 1.45458e-30, 2.53875e-12, 1.45458e-30, 5.14652e-08, 1.45458e-30, 1.45458e-30, 1.45458e-30
0.442178, 0, 7.63806e-08, 7.33644e-30, 1.41421, -7.63806e-08, 0, 7.33644e-30, 7.33644e-30, 7.33644e-30, 7.33644e-30, 7.33644e-30, 7.33644e-30, 7.33644e-30, 7.33644e-30, 5.8727e-11, 7.33644e-30, 4.21858e-12, 7.33644e-30, 7.63176e-08, 7.33644e-30, 7.33644e-30, 7.33644e-30
0.450047, 0, 1.12378e-07, 3.50074e-29, 1.41421, -1.12378e-07, 0, 3.50074e-29, 3.50074e-29, 3.50074e-29, 3.50074e-29, 3.50074e-29, 3.50074e-29, 3.50074e-29, 3.50074e-29, 8.67229e-11, 3.50074e-29, 7.00242e-12, 3.50074e-29, 1.12284e-07, 3.50074e-29, 3.50074e-29, 3.50074e-29
0.457916, 0, 1.64057e-07, 1.60969e-28, 1.41421, -1.64057e-07, 0, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.60969e-28, 1.2715e-10, 1.60969e-28, 1.16064e-11, 1.60969e-28, 1.63918e-07, 1.60969e-28, 1.60969e-28, 1.60969e-28
0.465785, 0, 2.37662e-07, 7.09176e-28, 1.41421, -2.37662e-07, 0, 7.09176e-28, 7.09176e-28, 7.09176e-28, 7.09176e-28, 7.09176e-28, 7.09176e-28, 7.09176e-28, 7.09176e-28, 1.8512e-10, 7.09176e-28, 1.92004e-11, 7.09176e-28, 2.37458e-07, 7.09176e-28, 7.09176e-28, 7.09176e-28
0.473654, 0, 3.41673e-07, 2.98134e-27, 1.41421, -3.41673e-07, 0, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.98134e-27, 2.67675e-10, 2.98134e-27, 3.16847e-11, 2.98134e-27, 3.41374e-07, 2.98134e-27, 2.98134e-27, 2.98134e-27
0.481524, 0, 4.87511e-07, 1.1965e-26, 1.41421, -4.87511e-07, 0, 1.1965e-26, 1.1965e-26, 1.1965e-26, 1.1965e-26, 1.1965e-26, 1.1965e-26, 1.1965e-26, 1.1965e-26, 3.84462e-10, 1.1965e-26, 5.21271e-11, 1.1965e-26, 4.87074e-07, 1.1965e-26, 1.1965e-26, 1.1965e-26
0.489393, 0, 6.90431e-07, 4.58924e-26, 1.41421, -6.90431e-07, 0, 4.58924e-26, 4.58924e-26, 4.58924e-26, 4.58924e-26, 4.58924e-26, 2.681e-12, 4.58924e-26, 4.58924e-26, 5.48601e-10, 4.58924e-26, 8.5447e-11, 4.58924e-26, 6.89795e-07, 4.58924e-26, 4.58924e-26, 4.58924e-26
0.497262, 0, 9.70636e-07, 1.68507e-25, 1.41421, -9.70636e-07, 0, 1.68507e-25, 1.68507e-25, 1.68507e-25, 1.68507e-25, 1.68507e-25, 9.40542e-12, 1.68507e-25, 1.68507e-25, 7.7783e-10, 1.68507e-25, 1.39475e-10, 1.68507e-25, 9.6971e-07, 1.68507e-25, 1.68507e-25, 1.68507e-25
0.505131, 0, 1.35467e-06, 5.9697e-25, 1.41421, -1.35467e-06, 0, 5.9697e-25, 5.9697e-25, 5.9697e-25, 5.9697e-25, 5.9697e-25, 2.57005e-11, 5.9697e-25, 5.9697e-25, 1.09598e-09, 5.9697e-25, 2.26579e-10, 5.9697e-25, 1.35332e-06, 5.9697e-25, 5.9697e-25, 5.9697e-25
0.513001, 0, 1.87959e-06, 2.47314e-10, 1.41421, -1.87959e-06, 2.47314e-10, 2.4732e-10, 2.47423e-10, 8.07511e-10, 2.63668e-10, 2.85021e-10, 4.3783e-10, 3.90851e-10, 1.32795e-09, 1.78222e-09, 2.49723e-10, 6.13453e-10, 2.47317e-10, 1.87564e-06, 2.47314e-10, 2.47314e-10, 2.66003e-10
0.52087, 0, 2.59131e-06, 8.61397e-10, 1.41421, -2.59131e-06, 8.61397e-10, 8.61416e-10, 8.61776e-10, 2.81551e-09, 9.18443e-10, 9.92929e-10, 1.45441e-09, 1.36209e-09, 4.63093e-09, 2.99822e-09, 8.69798e-10, 1.44974e-09, 8.61405e-10, 2.5815e-06, 8.61397e-10, 8.61397e-10, 9.26589e-10
0.528739, 0, 3.55276e-06, 2.33883e-09, 1.41421, -3.55276e-06, 2.33883e-09, 2.33888e-09, 2.33986e-09, 7.6512e-09, 2.49392e-09, 2.69641e-09, 3.88581e-09, 3.7e-09, 1.25865e-08, 5.29628e-09, 2.36167e-09, 3.27843e-09, 2.33885e-09, 3.52968e-06, 2.33883e-09, 2.33883e-09, 2.51606e-09
0.536608, 0, 4.84839e-06, 5.79671e-09, 1.41421, -4.84839e-06, 5.79671e-09, 5.79683e-09, 5.79926e-09, 1.89732e-08, 6.18136e-09, 6.68361e-09, 9.54454e-09, 9.17286e-09, 3.12145e-08, 9.86649e-09, 5.85335e-09, 7.28754e-09, 5.79676e-09, 4.79534e-06, 5.79671e-09, 5.79671e-09, 6.23629e-09
0.544477, 0, 6.59606e-06, 1.36761e-08, 1.41421, -6.59606e-06, 1.36761e-08, 1.36764e-08, 1.36821e-08, 4.47802e-08, 1.45841e-08, 1.57697e-08, 2.23689e-08, 2.16458e-08, 7.36767e-08, 1.9245e-08, 1.38098e-08, 1.60255e-08, 1.36762e-08, 6.47619e-06, 1.36761e-08, 1.36761e-08, 1.47138e-08
0.552347, 0, 8.96635e-06, 3.11689e-08, 1.41421, -8.96635e-06, 3.11689e-08, 3.11696e-08, 3.11826e-08, 1.02087e-07, 3.32392e-08, 3.59424e-08, 5.09677e-08, 4.93399e-08, 1.67972e-07, 3.87468e-08, 3.14738e-08, 3.48454e-08, 3.11692e-08, 8.69988e-06, 3.11689e-08, 3.11689e-08, 3.35348e-08
0.560216, 0, 1.22195e-05, 6.90162e-08, 1.41421, -1.22195e-05, 6.90162e-08, 6.90177e-08, 6.90466e-08, 2.26102e-07, 7.3602e-08, 7.95897e-08, 1.15265e-07, 1.09266e-07, 3.72039e-07, 7.92711e-08, 6.96916e-08, 7.4728e-08, 6.90168e-08, 1.16358e-05, 6.90162e-08, 6.90162e-08, 7.42568e-08
0.568085, 0, 1.67905e-05, 1.48839e-07, 1.41421, -1.67905e-05, 1.48839e-07, 1.48842e-07, 1.48905e-07, 4.87706e-07, 1.58732e-07, 1.71648e-07, 2.77317e-07, 2.35666e-07, 8.02522e-07, 1.62641e-07, 1.50296e-07, 1.57648e-07, 1.4884e-07, 1.55145e-05, 1.48839e-07, 1.48839e-07, 1.60144e-07
0.575954, 0, 2.33675e-05, 3.12965e-07, 1.41421, -2.33675e-05, 3.12965e-07, 3.12972e-07, 3.13103e-07, 1.02569e-06, 3.33771e-07, 3.60939e-07, 6.22869e-07, 4.95584e-07, 1.68783e-06, 3.31442e-07, 3.16029e-07, 3.26448e-07, 3.12968e-07, 2.06596e-05, 3.12965e-07, 3.12965e-07, 3.36742e-07
0.583823, 0, 3.31442e-05, 6.41997e-07, 1.41421, -3.31442e-05, 6.41997e-07, 6.4201e-07, 6.4228e-07, 2.10442e-06, 6.84689e-07, 7.40433e-07, 1.34429e-06, 1.01671e-06, 3.46306e-06, 6.666e-07, 6.48284e-07, 6.62491e-07, 6.42002e-07, 2.75421e-05, 6.41997e-07, 6.41997e-07, 6.90785e-07
0.591693, 0, 4.81876e-05, 1.28522e-06, 1.41421, -4.81876e-05, 1.28522e-06, 1.28525e-06, 1.28579e-06, 4.21367e-06, 1.37071e-06, 1.48234e-06, 2.81729e-06, 2.03557e-06, 6.93427e-06, 1.31781e-06, 1.29781e-06, 1.31613e-06, 1.28523e-06, 3.68707e-05, 1.28522e-06, 1.28522e-06, 1.38292e-06
0.599562, 0, 7.20892e-05, 2.51154e-06, 1.41421, -7.20892e-05, 2.51154e-06, 2.51159e-06, 2.51265e-06, 8.23581e-06, 2.67865e-06, 2.89684e-06, 5.76447e-06, 3.97825e-06, 1.35538e-05, 2.55449e-06, 2.53615e-06, 2.55782e-06, 2.51156e-06, 4.97446e-05, 2.51154e-06, 2.51154e-06, 2.70251e-06
0.607431, 0, 0.000111037, 4.7919e-06, 1.41421, -0.000111037, 4.7919e-06, 4.792e-06, 4.79401e-06, 1.57168e-05, 5.11082e-06, 5.52725e-06, 1.15401e-05, 7.59113e-06, 2.58663e-05, 4.84823e-06, 4.83887e-06, 4.86068e-06, 4.79194e-06, 6.78967e-05, 4.7919e-06, 4.7919e-06, 5.15636e-06
0.6153, 0, 0.000175605, 8.92821e-06, 1.41421, -0.000175605, 8.92821e-06, 8.9284e-06, 8.93215e-06, 2.92897e-05, 9.52262e-06, 1.02987e-05, 2.26816e-05, 1.41454e-05, 4.82061e-05, 9.00175e-06, 9.01575e-06, 9.02972e-06, 8.92829e-06, 9.40843e-05, 8.92821e-06, 8.92821e-06, 9.6075e-06
0.623169, 0, 0.000283517, 1.62479e-05, 1.41421, -0.000283517, 1.62479e-05, 1.62483e-05, 1.62551e-05, 5.33149e-05, 1.733e-05, 1.87429e-05, 4.37799e-05, 2.57455e-05, 8.77511e-05, 1.63435e-05, 1.64073e-05, 1.63967e-05, 1.62481e-05, 0.000132693, 1.62479e-05, 1.62479e-05, 1.74845e-05
0.631039, 0, 0.000463878, 2.88854e-05, 1.41421, -0.000463878, 2.88854e-05, 2.8886e-05, 2.88982e-05, 9.48058e-05, 3.08098e-05, 3.33225e-05, 8.30029e-05, 4.57759e-05, 0.000156048, 2.90091e-05, 2.91688e-05, 2.91021e-05, 2.88857e-05, 0.000190589, 2.88854e-05, 2.88854e-05, 3.10846e-05
0.638908, 0, 0.000763577, 5.01761e-05, 1.41421, -0.000763577, 5.01761e-05, 5.01771e-05, 5.01982e-05, 0.000164727, 5.35201e-05, 5.78865e-05, 0.000154593, 7.9527e-05, 0.000271148, 5.03356e-05, 5.06686e-05, 5.04896e-05, 5.01765e-05, 0.000278421, 5.01761e-05, 5.01761e-05, 5.39976e-05
0.646777, 0, 0.00125649, 8.518e-05, 1.41421, -0.00125649, 8.518e-05, 8.51818e-05, 8.52177e-05, 0.00027972, 9.08592e-05, 9.82745e-05, 0.000282872, 0.000135026, 0.000460453, 8.53851e-05, 8.60164e-05, 8.56312e-05, 8.51808e-05, 0.000412341, 8.518e-05, 8.518e-05, 9.16701e-05
0.654646, 0, 0.00205647, 0.000141348, 1.41421, -0.00205647, 0.000141348, 0.000141352, 0.000141411, 0.000464303, 0.000150776, 0.000163087, 0.000508494, 0.000224098, 0.000764336, 0.000141611, 0.000142737, 0.000141994, 0.00014135, 0.000616324, 0.000141348, 0.000141348, 0.000152123
0.662515, 0, 0.00333504, 0.000229323, 1.41421, -0.00333504, 0.000229323, 0.000229328, 0.000229425, 0.000753511, 0.000244626, 0.000264607, 0.00089792, 0.000363634, 0.0012405, 0.000229659, 0.000231577, 0.000230242, 0.000229326, 0.00092508, 0.000229323, 0.000229323, 0.000246811
0.670385, 0, 0.00534486, 0.000363837, 1.41421, -0.00534486, 0.000363837, 0.000363845, 0.000363998, 0.00119587, 0.000388127, 0.000419842, 0.00155735, 0.000577026, 0.00196886, 0.000364265, 0.000367414, 0.000365139, 0.00036384, 0.00138757, 0.000363837, 0.000363837, 0.000391595
0.678254, 0, 0.00844964, 0.000564635, 1.41421, -0.00844964, 0.000564635, 0.000564647, 0.000564885, 0.00185647, 0.000602347, 0.000651588, 0.00265246, 0.000895636, 0.00305662, 0.000565179, 0.000570189, 0.000566471, 0.00056464, 0.00207102, 0.000564635, 0.000564635, 0.000607733
0.686123, 0, 0.013161, 0.000857307, 1.41421, -0.013161, 0.000857307, 0.000857325, 0.000857687, 0.00281972, 0.000914595, 0.000989397, 0.00443537, 0.00136013, 0.00464286, 0.000857998, 0.000865745, 0.000859888, 0.000857315, 0.00306516, 0.000857307, 0.000857307, 0.000922777
0.693992, 0, 0.0201817, 0.00127387, 1.41421, -0.0201817, 0.00127387, 0.0012739, 0.00127444, 0.00419131, 0.00135904, 0.00147025, 0.00727977, 0.00202139, 0.00690169, 0.00127475, 0.00128642, 0.00127748, 0.00127388, 0.00448651, 0.00127387, 0.00127387, 0.00137121
0.701861, 0, 0.0304545, 0.00185292, 1.41421, -0.0304545, 0.00185292, 0.00185296, 0.00185374, 0.00609872, 0.00197686, 0.0021387, 0.0117247, 0.00294079, 0.0100432, 0.00185402, 0.00187118, 0.00185795, 0.00185293, 0.00648216, 0.00185292, 0.00185292, 0.00199457
