   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_282.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0295976, 564, 0, 0, 23.7908, 564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0217291, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0138606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0059921, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00187639, 0, 5.13842e-25, 0, 1.41421, -5.13842e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6736e-28, 0, 0, 6.25929e-30, 0, 4.86602e-30, 0, 5.13064e-25, 0, 0, 0
0.00974488, 0, 1.74135e-24, 0, 1.41421, -1.74135e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60048e-27, 0, 0, 2.14966e-29, 0, 1.76155e-29, 0, 1.73871e-24, 0, 0, 0
0.0176134, 0, 5.70492e-24, 0, 1.41421, -5.70492e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.51958e-27, 0, 0, 7.16906e-29, 0, 6.14031e-29, 0, 5.69627e-24, 0, 0, 0
0.0254819, 0, 1.76935e-23, 0, 1.41421, -1.76935e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6423e-26, 0, 0, 2.25892e-28, 0, 1.99692e-28, 0, 1.76667e-23, 0, 0, 0
0.0333504, 0, 5.25169e-23, 0, 1.41421, -5.25169e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.84272e-26, 0, 0, 6.80378e-28, 0, 6.16085e-28, 0, 5.24372e-23, 0, 0, 0
0.0412189, 0, 1.5024e-22, 0, 1.41421, -1.5024e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24364e-25, 0, 0, 1.97373e-27, 0, 1.82146e-27, 0, 1.50012e-22, 0, 0, 0
0.0490874, 0, 4.64983e-22, 0, 1.41421, -4.64983e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94391e-25, 0, 0, 6.2475e-27, 0, 5.89846e-27, 0, 4.64276e-22, 0, 0, 0
0.0569558, 0, 1.23529e-21, 0, 1.41421, -1.23529e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84474e-24, 0, 0, 1.68088e-26, 0, 1.60463e-26, 0, 1.23341e-21, 0, 0, 0
0.0648243, 0, 3.20623e-21, 0, 1.41421, -3.20623e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78807e-24, 0, 0, 4.41814e-26, 0, 4.25759e-26, 0, 3.20135e-21, 0, 0, 0
0.0726928, 0, 8.14506e-21, 0, 1.41421, -8.14506e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21636e-23, 0, 0, 1.13663e-25, 0, 1.10419e-25, 0, 8.13267e-21, 0, 0, 0
0.0805613, 0, 2.0282e-20, 0, 1.41421, -2.0282e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02885e-23, 0, 0, 2.86648e-25, 0, 2.80399e-25, 0, 2.02512e-20, 0, 0, 0
0.0884298, 0, 4.9567e-20, 0, 1.41421, -4.9567e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.40217e-23, 0, 0, 7.09559e-25, 0, 6.98243e-25, 0, 4.94916e-20, 0, 0, 0
0.0962983, 0, 1.19017e-19, 0, 1.41421, -1.19017e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77735e-22, 0, 0, 1.72594e-24, 0, 1.70718e-24, 0, 1.18835e-19, 0, 0, 0
0.104167, 0, 2.81036e-19, 0, 1.41421, -2.81036e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1969e-22, 0, 0, 4.12936e-24, 0, 4.10265e-24, 0, 2.80608e-19, 0, 0, 0
0.112035, 0, 6.5315e-19, 0, 1.41421, -6.5315e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7539e-22, 0, 0, 9.72575e-24, 0, 9.69995e-24, 0, 6.52155e-19, 0, 0, 0
0.119904, 0, 1.4951e-18, 0, 1.41421, -1.4951e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23273e-21, 0, 0, 2.25669e-23, 0, 2.25814e-23, 0, 1.49282e-18, 0, 0, 0
0.127772, 0, 3.37298e-18, 0, 1.41421, -3.37298e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03708e-21, 0, 0, 5.16197e-23, 0, 5.17994e-23, 0, 3.36784e-18, 0, 0, 0
0.135641, 0, 7.5039e-18, 0, 1.41421, -7.5039e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1206e-20, 0, 0, 1.16468e-22, 0, 1.17158e-22, 0, 7.49246e-18, 0, 0, 0
