   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_148.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0660542, 0, 4.46957e-20, 0, 1.41421, -4.46957e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71818e-25, 1.34337e-25, 0, 4.46949e-20, 0, 0, 0
0.0739261, 0, 1.01837e-19, 0, 1.41421, -1.01837e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55624e-24, 3.1123e-25, 0, 1.01835e-19, 0, 0, 0
0.081798, 0, 2.28722e-19, 0, 1.41421, -2.28722e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5539e-24, 7.10539e-25, 0, 2.28718e-19, 0, 0, 0
0.0896699, 0, 5.06668e-19, 0, 1.41421, -5.06668e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.00569e-24, 1.59957e-24, 0, 5.06659e-19, 0, 0, 0
0.0975418, 0, 1.10775e-18, 0, 1.41421, -1.10775e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78047e-23, 3.55411e-24, 0, 1.10773e-18, 0, 0, 0
0.105414, 0, 2.39108e-18, 0, 1.41421, -2.39108e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90982e-23, 7.79551e-24, 0, 2.39103e-18, 0, 0, 0
0.113286, 0, 5.0975e-18, 0, 1.41421, -5.0975e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48116e-23, 1.68871e-23, 0, 5.0974e-18, 0, 0, 0
0.121158, 0, 1.07374e-17, 0, 1.41421, -1.07374e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81804e-22, 3.61458e-23, 0, 1.07372e-17, 0, 0, 0
0.129029, 0, 2.27484e-17, 0, 1.41421, -2.27484e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93913e-22, 7.81569e-23, 0, 2.2748e-17, 0, 0, 0
0.136901, 0, 4.67319e-17, 0, 1.41421, -4.67319e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.2356e-22, 1.63149e-22, 0, 4.67309e-17, 0, 0, 0
0.144773, 0, 9.4961e-17, 0, 1.41421, -9.4961e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70356e-21, 3.36947e-22, 0, 9.4959e-17, 0, 0, 0
0.152645, 0, 1.90919e-16, 0, 1.41421, -1.90919e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4873e-21, 6.88688e-22, 0, 1.90914e-16, 0, 0, 0
0.160517, 0, 3.79849e-16, 0, 1.41421, -3.79849e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.06625e-21, 1.39339e-21, 0, 3.7984e-16, 0, 0, 0
0.168389, 0, 7.4803e-16, 0, 1.41421, -7.4803e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41757e-20, 2.7914e-21, 0, 7.48013e-16, 0, 0, 0
0.176261, 0, 1.4583e-15, 0, 1.41421, -1.4583e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81602e-20, 5.53812e-21, 0, 1.45827e-15, 0, 0, 0
0.184133, 0, 2.81492e-15, 0, 1.41421, -2.81492e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5404e-20, 1.0884e-20, 0, 2.81486e-15, 0, 0, 0
0.192005, 0, 5.38073e-15, 0, 1.41421, -5.38073e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07976e-19, 2.11924e-20, 0, 5.3806e-15, 0, 0, 0
0.199876, 0, 1.01866e-14, 0, 1.41421, -1.01866e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0848e-19, 4.08905e-20, 0, 1.01864e-14, 0, 0, 0
0.207748, 0, 1.91026e-14, 0, 1.41421, -1.91026e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9885e-19, 7.81976e-20, 0, 1.91021e-14, 0, 0, 0
0.21562, 0, 3.54874e-14, 0, 1.41421, -3.54874e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56214e-19, 1.48241e-19, 0, 3.54865e-14, 0, 0, 0
0.223492, 0, 6.53171e-14, 0, 1.41421, -6.53171e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42111e-18, 2.78625e-19, 0, 6.53154e-14, 0, 0, 0
0.231364, 0, 1.19122e-13, 0, 1.41421, -1.19122e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64738e-18, 5.19297e-19, 0, 1.19119e-13, 0, 0, 0
0.239236, 0, 2.15285e-13, 0, 1.41421, -2.15285e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88961e-18, 9.59897e-19, 0, 2.15279e-13, 0, 0, 0
0.247108, 0, 3.85592e-13, 0, 1.41421, -3.85592e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95501e-18, 1.76e-18, 0, 3.85581e-13, 0, 0, 0
0.25498, 0, 6.84496e-13, 0, 1.41421, -6.84496e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6265e-17, 3.20141e-18, 0, 6.84477e-13, 0, 0, 0
0.262852, 0, 1.20442e-12, 0, 1.41421, -1.20442e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93031e-17, 5.77845e-18, 0, 1.20438e-12, 0, 0, 0
0.270724, 0, 2.10077e-12, 0, 1.41421, -2.10077e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23743e-17, 1.03509e-17, 0, 2.10071e-12, 0, 0, 0
0.278595, 0, 3.63247e-12, 0, 1.41421, -3.63247e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.28858e-17, 1.84039e-17, 0, 3.63236e-12, 0, 0, 0
0.286467, 0, 6.22698e-12, 0, 1.41421, -6.22698e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63493e-16, 3.24854e-17, 0, 6.22679e-12, 0, 0, 0
0.294339, 0, 1.05835e-11, 0, 1.41421, -1.05835e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85675e-16, 5.69371e-17, 0, 1.05832e-11, 0, 0, 0
0.302211, 0, 1.78356e-11, 0, 1.41421, -1.78356e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95663e-16, 9.91108e-17, 0, 1.7835e-11, 0, 0, 0
0.310083, 0, 2.98037e-11, 0, 1.41421, -2.98037e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54212e-16, 1.71381e-16, 0, 2.98026e-11, 0, 0, 0
0.317955, 0, 4.93856e-11, 0, 1.41421, -4.93856e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46269e-15, 2.94464e-16, 0, 4.93839e-11, 0, 0, 0
0.325827, 0, 8.11527e-11, 2.85865e-43, 1.41421, -8.11527e-11, 0, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.48948e-15, 5.02857e-16, 2.85865e-43, 8.11497e-11, 2.85865e-43, 2.85865e-43, 2.85865e-43
0.333699, 0, 1.32251e-10, 4.93958e-42, 1.41421, -1.32251e-10, 0, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.93958e-42, 4.2132e-15, 8.5376e-16, 4.93958e-42, 1.32246e-10, 4.93958e-42, 4.93958e-42, 4.93958e-42
0.341571, 0, 2.1375e-10, 7.06675e-41, 1.41421, -2.1375e-10, 0, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.06675e-41, 7.09346e-15, 1.44162e-15, 7.06675e-41, 2.13742e-10, 7.06675e-41, 7.06675e-41, 7.06675e-41
0.349442, 0, 3.4265e-10, 8.94201e-40, 1.41421, -3.4265e-10, 0, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 8.94201e-40, 1.18867e-14, 2.42189e-15, 8.94201e-40, 3.42636e-10, 8.94201e-40, 8.94201e-40, 8.94201e-40
0.357314, 0, 5.44816e-10, 1.01518e-38, 1.41421, -5.44816e-10, 0, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.01518e-38, 1.98357e-14, 4.04965e-15, 1.01518e-38, 5.44792e-10, 1.01518e-38, 1.01518e-38, 1.01518e-38
0.365186, 0, 8.59261e-10, 1.04138e-37, 1.41421, -8.59261e-10, 0, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 1.04138e-37, 3.29805e-14, 6.74264e-15, 1.04138e-37, 8.59221e-10, 1.04138e-37, 1.04138e-37, 1.04138e-37
0.373058, 0, 1.34431e-09, 9.70633e-37, 1.41421, -1.34431e-09, 0, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 9.70633e-37, 5.46682e-14, 1.11838e-14, 9.70633e-37, 1.34424e-09, 9.70633e-37, 9.70633e-37, 9.70633e-37
0.38093, 0, 2.08637e-09, 8.26425e-36, 1.41421, -2.08637e-09, 0, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 8.26425e-36, 9.03912e-14, 1.84886e-14, 8.26425e-36, 2.08626e-09, 8.26425e-36, 8.26425e-36, 8.26425e-36
0.388802, 0, 3.21258e-09, 1.90074e-34, 1.41421, -3.21258e-09, 0, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.90074e-34, 1.4941e-13, 3.05251e-14, 1.90074e-34, 3.2124e-09, 1.90074e-34, 1.90074e-34, 1.90074e-34
0.396674, 0, 4.90738e-09, 1.31692e-33, 1.41421, -4.90738e-09, 0, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 1.31692e-33, 2.46177e-13, 5.01959e-14, 1.31692e-33, 4.90709e-09, 1.31692e-33, 1.31692e-33, 1.31692e-33
0.404546, 0, 7.43764e-09, 8.5337e-33, 1.41421, -7.43764e-09, 0, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 8.5337e-33, 4.05177e-13, 8.23793e-14, 8.5337e-33, 7.43715e-09, 8.5337e-33, 8.5337e-33, 8.5337e-33
0.412418, 0, 1.1185e-08, 5.32453e-32, 1.41421, -1.1185e-08, 0, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 5.32453e-32, 6.66356e-13, 1.34981e-13, 5.32453e-32, 1.11842e-08, 5.32453e-32, 5.32453e-32, 5.32453e-32
0.420289, 0, 1.66908e-08, 3.05321e-31, 1.41421, -1.66908e-08, 0, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 3.05321e-31, 1.09526e-12, 2.20882e-13, 3.05321e-31, 1.66894e-08, 3.05321e-31, 3.05321e-31, 3.05321e-31
0.428161, 0, 2.47164e-08, 1.6627e-30, 1.41421, -2.47164e-08, 0, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.6627e-30, 1.79931e-12, 3.61055e-13, 1.6627e-30, 2.47143e-08, 1.6627e-30, 1.6627e-30, 1.6627e-30
0.436033, 0, 3.63238e-08, 8.53874e-30, 1.41421, -3.63238e-08, 0, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 8.53874e-30, 2.95422e-12, 5.89594e-13, 8.53874e-30, 3.63203e-08, 8.53874e-30, 8.53874e-30, 8.53874e-30
0.443905, 0, 5.29814e-08, 4.13688e-29, 1.41421, -5.29814e-08, 0, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.13688e-29, 4.84663e-12, 9.61797e-13, 4.13688e-29, 5.29756e-08, 4.13688e-29, 4.13688e-29, 4.13688e-29
0.451777, 0, 7.67031e-08, 1.90882e-28, 1.41421, -7.67031e-08, 0, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 1.90882e-28, 7.94253e-12, 1.56709e-12, 1.90882e-28, 7.66936e-08, 1.90882e-28, 1.90882e-28, 1.90882e-28
0.459649, 0, 1.10228e-07, 8.37318e-28, 1.41421, -1.10228e-07, 0, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 8.37318e-28, 1.29963e-11, 2.54954e-12, 8.37318e-28, 1.10213e-07, 8.37318e-28, 8.37318e-28, 8.37318e-28
0.467521, 0, 1.57253e-07, 3.49381e-27, 1.41421, -1.57253e-07, 0, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 3.49381e-27, 2.12229e-11, 4.14007e-12, 3.49381e-27, 1.57227e-07, 3.49381e-27, 3.49381e-27, 3.49381e-27
0.475393, 0, 2.2272e-07, 1.38937e-26, 1.41421, -2.2272e-07, 0, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 1.38937e-26, 3.45684e-11, 6.70672e-12, 1.38937e-26, 2.22679e-07, 1.38937e-26, 1.38937e-26, 1.38937e-26
0.483265, 0, 3.132e-07, 5.27686e-26, 1.41421, -3.132e-07, 0, 5.27686e-26, 5.27686e-26, 5.27686e-26, 5.27686e-26, 5.27686e-26, 2.85279e-12, 5.27686e-26, 5.27686e-26, 5.27686e-26, 5.27686e-26, 5.27686e-26, 5.61302e-11, 1.08322e-11, 5.27686e-26, 3.1313e-07, 5.27686e-26, 5.27686e-26, 5.27686e-26
0.491137, 0, 4.37337e-07, 1.91832e-25, 1.41421, -4.37337e-07, 0, 1.91832e-25, 1.91832e-25, 1.91832e-25, 1.91832e-25, 1.91832e-25, 9.90132e-12, 1.91832e-25, 1.91832e-25, 1.91832e-25, 1.91832e-25, 1.91832e-25, 9.08045e-11, 1.74323e-11, 1.91832e-25, 4.37219e-07, 1.91832e-25, 1.91832e-25, 1.91832e-25
0.499008, 0, 6.06433e-07, 6.74637e-25, 1.41421, -6.06433e-07, 0, 6.74637e-25, 6.74637e-25, 6.74637e-25, 6.74637e-25, 6.74637e-25, 2.67423e-11, 6.74637e-25, 6.74637e-25, 6.74637e-25, 6.74637e-25, 6.74637e-25, 1.46274e-10, 2.7934e-11, 6.74637e-25, 6.06232e-07, 6.74637e-25, 6.74637e-25, 6.74637e-25
0.50688, 0, 8.38542e-07, 2.66166e-10, 1.41421, -8.38542e-07, 2.66166e-10, 2.66248e-10, 2.66168e-10, 5.18911e-10, 2.70039e-10, 2.73521e-10, 4.6691e-10, 3.47313e-10, 2.69921e-10, 2.77974e-09, 2.66862e-10, 2.6738e-10, 5.00666e-10, 3.10707e-10, 2.66167e-10, 8.35163e-07, 2.66166e-10, 2.66166e-10, 3.00436e-10
0.514752, 0, 1.15407e-06, 9.13539e-10, 1.41421, -1.15407e-06, 9.13539e-10, 9.1382e-10, 9.13545e-10, 1.78577e-09, 9.26903e-10, 9.38922e-10, 1.53337e-09, 1.19358e-09, 9.26496e-10, 9.58797e-09, 9.1594e-10, 9.17727e-10, 1.28755e-09, 9.84163e-10, 9.13543e-10, 1.143e-06, 9.13539e-10, 9.13539e-10, 1.0318e-09
0.522624, 0, 1.58388e-06, 2.44779e-09, 1.41421, -1.58388e-06, 2.44779e-09, 2.44855e-09, 2.44781e-09, 4.79156e-09, 2.4837e-09, 2.516e-09, 4.04808e-09, 3.20029e-09, 2.48261e-09, 2.57569e-08, 2.45424e-09, 2.45904e-09, 3.04089e-09, 2.55908e-09, 2.4478e-09, 1.55469e-06, 2.44779e-09, 2.44779e-09, 2.76558e-09
0.530496, 0, 2.17313e-06, 5.98959e-09, 1.41421, -2.17313e-06, 5.98959e-09, 5.99144e-09, 5.98963e-09, 1.17341e-08, 6.07761e-09, 6.15676e-09, 9.82448e-09, 7.83396e-09, 6.07492e-09, 6.31198e-08, 6.0054e-09, 6.01717e-09, 6.92439e-09, 6.16376e-09, 5.98962e-09, 2.1023e-06, 5.98959e-09, 5.98959e-09, 6.76849e-09
0.538368, 0, 2.9921e-06, 1.39593e-08, 1.41421, -2.9921e-06, 1.39593e-08, 1.39636e-08, 1.39594e-08, 2.73625e-08, 1.41647e-08, 1.43493e-08, 2.27585e-08, 1.82626e-08, 1.41584e-08, 1.47255e-07, 1.39962e-08, 1.40237e-08, 1.54232e-08, 1.42299e-08, 1.39594e-08, 2.82785e-06, 1.39593e-08, 1.39593e-08, 1.57766e-08
0.54624, 0, 4.15733e-06, 3.14524e-08, 1.41421, -4.15733e-06, 3.14524e-08, 3.14621e-08, 3.14526e-08, 6.16746e-08, 3.19155e-08, 3.23319e-08, 5.24082e-08, 4.11557e-08, 3.19014e-08, 3.32016e-07, 3.15356e-08, 3.15975e-08, 3.37295e-08, 3.187e-08, 3.14526e-08, 3.78706e-06, 3.14524e-08, 3.14524e-08, 3.55502e-08
0.554112, 0, 5.86811e-06, 6.89102e-08, 1.41421, -5.86811e-06, 6.89102e-08, 6.89316e-08, 6.89107e-08, 1.35164e-07, 6.99253e-08, 7.08383e-08, 1.1744e-07, 9.0182e-08, 6.98944e-08, 7.27815e-07, 6.90926e-08, 6.92283e-08, 7.24276e-08, 6.95491e-08, 6.89105e-08, 5.05555e-06, 6.89102e-08, 6.89102e-08, 7.78936e-08
0.561984, 0, 8.50767e-06, 1.47171e-07, 1.41421, -8.50767e-06, 1.47171e-07, 1.47217e-07, 1.47172e-07, 2.88744e-07, 1.4934e-07, 1.51291e-07, 2.85556e-07, 1.92625e-07, 1.49274e-07, 1.55513e-06, 1.47561e-07, 1.47851e-07, 1.52566e-07, 1.4814e-07, 1.47172e-07, 6.73922e-06, 1.47171e-07, 1.47171e-07, 1.66367e-07
0.569855, 0, 1.27237e-05, 3.06738e-07, 1.41421, -1.27237e-05, 3.06738e-07, 3.06833e-07, 3.0674e-07, 6.01958e-07, 3.11261e-07, 3.15329e-07, 6.43021e-07, 4.01522e-07, 3.11123e-07, 3.24274e-06, 3.0755e-07, 3.08155e-07, 3.14952e-07, 3.08196e-07, 3.06739e-07, 8.99191e-06, 3.06738e-07, 3.06738e-07, 3.46767e-07
0.577727, 0, 1.9718e-05, 6.24272e-07, 1.41421, -1.9718e-05, 6.24272e-07, 6.24466e-07, 6.24276e-07, 1.22541e-06, 6.33483e-07, 6.41766e-07, 1.38773e-06, 8.17276e-07, 6.33202e-07, 6.60266e-06, 6.25927e-07, 6.27158e-07, 6.36691e-07, 6.26447e-07, 6.24275e-07, 1.20456e-05, 6.24272e-07, 6.24272e-07, 7.05781e-07
0.585599, 0, 3.16611e-05, 1.24106e-06, 1.41421, -3.16611e-05, 1.24106e-06, 1.24144e-06, 1.24107e-06, 2.43675e-06, 1.25938e-06, 1.27586e-06, 2.90631e-06, 1.62495e-06, 1.25882e-06, 1.31323e-05, 1.24435e-06, 1.2468e-06, 1.25969e-06, 1.24428e-06, 1.24106e-06, 1.62607e-05, 1.24106e-06, 1.24106e-06, 1.40318e-06
0.593471, 0, 5.24059e-05, 2.41065e-06, 1.41421, -5.24059e-05, 2.41065e-06, 2.4114e-06, 2.41067e-06, 4.73443e-06, 2.44625e-06, 2.47827e-06, 5.92159e-06, 3.15673e-06, 2.44517e-06, 2.55209e-05, 2.41705e-06, 2.42181e-06, 2.43841e-06, 2.41537e-06, 2.41066e-06, 2.22112e-05, 2.41065e-06, 2.41065e-06, 2.72573e-06
0.601343, 0, 8.8748e-05, 4.57596e-06, 1.41421, -8.8748e-05, 4.57596e-06, 4.57739e-06, 4.576e-06, 8.98951e-06, 4.64359e-06, 4.70441e-06, 1.1837e-05, 5.993e-06, 4.64153e-06, 4.84692e-05, 4.58812e-06, 4.59716e-06, 4.61701e-06, 4.58283e-06, 4.57599e-06, 3.08204e-05, 4.57596e-06, 4.57596e-06, 5.1744e-06
0.609215, 0, 0.000152371, 8.49021e-06, 1.41421, -0.000152371, 8.49021e-06, 8.49286e-06, 8.49027e-06, 1.66839e-05, 8.61576e-06, 8.72866e-06, 2.32417e-05, 1.11209e-05, 8.61194e-06, 8.99773e-05, 8.51277e-06, 8.52956e-06, 8.55049e-06, 8.50013e-06, 8.49026e-06, 4.35761e-05, 8.49021e-06, 8.49021e-06, 9.6012e-06
0.617087, 0, 0.000262951, 1.54e-05, 1.41421, -0.000262951, 1.54e-05, 1.54048e-05, 1.54001e-05, 3.02713e-05, 1.56279e-05, 1.58328e-05, 4.48324e-05, 2.01746e-05, 1.56209e-05, 0.000163296, 1.54409e-05, 1.54714e-05, 1.54879e-05, 1.54142e-05, 1.54001e-05, 6.28585e-05, 1.54e-05, 1.54e-05, 1.74164e-05
0.624959, 0, 0.000452927, 2.73126e-05, 1.41421, -0.000452927, 2.73126e-05, 2.73211e-05, 2.73128e-05, 5.37045e-05, 2.7717e-05, 2.80806e-05, 8.49702e-05, 3.57861e-05, 2.77047e-05, 0.000289783, 2.73853e-05, 2.74393e-05, 2.744e-05, 2.73329e-05, 2.73127e-05, 9.24342e-05, 2.73126e-05, 2.73126e-05, 3.08911e-05
0.632831, 0, 0.000774567, 4.73724e-05, 1.41421, -0.000774567, 4.73724e-05, 4.73872e-05, 4.73727e-05, 9.31791e-05, 4.80743e-05, 4.87055e-05, 0.00015824, 6.20793e-05, 4.80529e-05, 0.000502925, 4.74985e-05, 4.75924e-05, 4.75558e-05, 4.74011e-05, 4.73726e-05, 0.000138134, 4.73724e-05, 4.73724e-05, 5.35834e-05
0.640702, 0, 0.00131023, 8.03686e-05, 1.41421, -0.00131023, 8.03686e-05, 8.03937e-05, 8.03692e-05, 0.000158136, 8.15602e-05, 8.26318e-05, 0.000289559, 0.000105337, 8.15239e-05, 0.000853778, 8.05827e-05, 8.0742e-05, 8.0631e-05, 8.0409e-05, 8.0369e-05, 0.000208825, 8.03686e-05, 8.03686e-05, 9.09132e-05
0.648574, 0, 0.00218678, 0.000133391, 1.41421, -0.00218678, 0.000133391, 0.000133433, 0.000133392, 0.000262564, 0.000135371, 0.000137151, 0.000520603, 0.000174864, 0.00013531, 0.00141802, 0.000133747, 0.000134012, 0.000133765, 0.000133448, 0.000133392, 0.000317673, 0.000133391, 0.000133391, 0.000150906
