   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_322.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.796, 0, 0.953184, 0.94928, 1.41421, -0.953184, 0, 0.949338, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.94928, 0.949281, 0.94928, 0.94928, 0.953126, 0.94928
13.8039, 0, 0.944243, 0.941138, 1.41421, -0.944243, 0, 0.941181, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941138, 0.941139, 0.941138, 0.941138, 0.944199, 0.941138
13.8118, 0, 0.935577, 0.93303, 1.41421, -0.935577, 0, 0.933063, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.93303, 0.933031, 0.93303, 0.93303, 0.935543, 0.93303
13.8197, 2, 0.929136, 0.926947, 2, 1.07086, 0, 0.926971, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926947, 0.926948, 0.926947, 0.926947, 0.92911, 0.926947
13.8275, 2, 0.921943, 0.919941, 2, 1.07806, 0, 0.919959, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919941, 0.919942, 0.919941, 0.919941, 0.921924, 0.919941
13.8354, 4, 0.914124, 0.912155, 2.44949, 3.08588, 0, 0.912168, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912155, 0.912156, 0.912155, 0.912155, 0.91411, 0.912155
13.8433, 4, 0.906077, 0.904, 2.44949, 3.09392, 0, 0.90401, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904001, 0.904, 0.904, 0.906066, 0.904
13.8511, 6, 0.898203, 0.895882, 2.82843, 5.1018, 0, 0.89589, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895882, 0.895883, 0.895882, 0.895882, 0.898195, 0.895882
13.859, 10, 0.892362, 0.889661, 3.4641, 9.10764, 0, 0.889666, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889661, 0.889662, 0.889661, 0.889661, 0.892356, 0.889661
13.8669, 0, 0.885782, 0.882558, 1.41421, -0.885782, 0, 0.882562, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882558, 0.882559, 0.882558, 0.882558, 0.885778, 0.882558
13.8748, 0, 0.878601, 0.8747, 1.41421, -0.878601, 0, 0.874703, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.8747, 0.874701, 0.8747, 0.8747, 0.878597, 0.8747
13.8826, 0, 0.871232, 0.866487, 1.41421, -0.871232, 0, 0.866489, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866487, 0.866488, 0.866487, 0.866487, 0.871229, 0.866487
13.8905, 0, 0.864085, 0.858313, 1.41421, -0.864085, 0, 0.858314, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858313, 0.858314, 0.858313, 0.858313, 0.864083, 0.858313
13.8984, 2, 0.859076, 0.852072, 2, 1.14092, 0, 0.852073, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852072, 0.852073, 0.852072, 0.852072, 0.859074, 0.852072
13.9062, 2, 0.853537, 0.845077, 2, 1.14646, 0, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845077, 0.845078, 0.845077, 0.845077, 0.853536, 0.845077
13.9141, 10, 0.84759, 0.837425, 3.4641, 9.15241, 0, 0.837426, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837425, 0.837426, 0.837425, 0.837425, 0.847588, 0.837425
13.922, 6, 0.841605, 0.829468, 2.82843, 5.15839, 0, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829468, 0.829469, 0.829468, 0.829468, 0.841604, 0.829468
13.9299, 6, 0.835949, 0.821548, 2.82843, 5.16405, 0, 0.821549, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821548, 0.821549, 0.821548, 0.821548, 0.835948, 0.821548
13.9377, 2, 0.832006, 0.815033, 2, 1.16799, 0, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815033, 0.815034, 0.815033, 0.815033, 0.832005, 0.815033
13.9456, 0, 0.827788, 0.807916, 1.41421, -0.827788, 0, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807916, 0.807917, 0.807916, 0.807916, 0.827787, 0.807916
13.9535, 0, 0.823389, 0.800278, 1.41421, -0.823389, 0, 0.800279, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800278, 0.800279, 0.800278, 0.800278, 0.823388, 0.800278
13.9613, 2, 0.819097, 0.792403, 2, 1.1809, 0, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792403, 0.792404, 0.792403, 0.792403, 0.819095, 0.792403
13.9692, 6, 0.815191, 0.784566, 2.82843, 5.18481, 0, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784566, 0.784567, 0.784566, 0.784566, 0.81519, 0.784566
13.9771, 2, 0.812927, 0.77803, 2, 1.18707, 0, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.77803, 0.778031, 0.77803, 0.77803, 0.812926, 0.77803
13.985, 0, 0.81052, 0.771025, 1.41421, -0.81052, 0, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771025, 0.771026, 0.771025, 0.771025, 0.810519, 0.771025
13.9928, 0, 0.808003, 0.763607, 1.41421, -0.808003, 0, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763607, 0.763608, 0.763607, 0.763607, 0.808002, 0.763607
14.0007, 4, 0.805572, 0.756003, 2.44949, 3.19443, 0, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756003, 0.756004, 0.756003, 0.756003, 0.805571, 0.756003
14.0086, 0, 0.803408, 0.748436, 1.41421, -0.803408, 0, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748436, 0.748437, 0.748436, 0.748436, 0.803407, 0.748436
14.0164, 2, 0.802211, 0.741659, 2, 1.19779, 0, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.741659, 0.74166, 0.741659, 0.741659, 0.80221, 0.741659
14.0243, 0, 0.800822, 0.734573, 1.41421, -0.800822, 0, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734573, 0.734574, 0.734573, 0.734573, 0.800821, 0.734573
14.0322, 2, 0.799209, 0.727215, 2, 1.20079, 0, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727215, 0.727216, 0.727215, 0.727215, 0.799208, 0.727215
14.0401, 4, 0.797454, 0.719742, 2.44949, 3.20255, 0, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719742, 0.719743, 0.719742, 0.719742, 0.797453, 0.719742
14.0479, 2, 0.795628, 0.712308, 2, 1.20437, 0, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712308, 0.712309, 0.712308, 0.712308, 0.795627, 0.712308
14.0558, 0, 0.794161, 0.705427, 1.41421, -0.794161, 0, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705427, 0.705428, 0.705427, 0.705427, 0.79416, 0.705427
14.0637, 2, 0.792236, 0.698369, 2, 1.20776, 0, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.698369, 0.69837, 0.698369, 0.698369, 0.792235, 0.698369
14.0715, 4, 0.789782, 0.691149, 2.44949, 3.21022, 0, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.691149, 0.69115, 0.691149, 0.691149, 0.789781, 0.691149
14.0794, 0, 0.786816, 0.683868, 1.41421, -0.786816, 0, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683868, 0.683869, 0.683868, 0.683868, 0.786815, 0.683868
14.0873, 0, 0.783316, 0.676582, 1.41421, -0.783316, 0, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676582, 0.676583, 0.676582, 0.676582, 0.783315, 0.676582
14.0952, 2, 0.779177, 0.669255, 2, 1.22082, 0, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669255, 0.669256, 0.669255, 0.669255, 0.779176, 0.669255
14.103, 2, 0.774379, 0.661927, 2, 1.22562, 0, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661927, 0.661928, 0.661927, 0.661927, 0.774378, 0.661927
14.1109, 2, 0.768893, 0.654618, 2, 1.23111, 0, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654618, 0.654619, 0.654618, 0.654618, 0.768892, 0.654618
14.1188, 0, 0.762646, 0.647291, 1.41421, -0.762646, 0, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647291, 0.647292, 0.647291, 0.647291, 0.762645, 0.647291
14.1267, 6, 0.755625, 0.639951, 2.82843, 5.24438, 0, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639951, 0.639952, 0.639951, 0.639951, 0.755624, 0.639951
14.1345, 0, 0.747786, 0.632561, 1.41421, -0.747786, 0, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632561, 0.632562, 0.632561, 0.632561, 0.747785, 0.632561
14.1424, 4, 0.739153, 0.625135, 2.44949, 3.26085, 0, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625135, 0.625136, 0.625135, 0.625135, 0.739152, 0.625135
14.1503, 2, 0.729767, 0.61769, 2, 1.27023, 0, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.61769, 0.617691, 0.61769, 0.61769, 0.729766, 0.61769
14.1581, 2, 0.719687, 0.610245, 2, 1.28031, 0, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610245, 0.610246, 0.610245, 0.610245, 0.719686, 0.610245
14.166, 0, 0.708959, 0.602795, 1.41421, -0.708959, 0, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602795, 0.602796, 0.602795, 0.602795, 0.708958, 0.602795
14.1739, 2, 0.697656, 0.59535, 2, 1.30234, 0, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.59535, 0.595351, 0.59535, 0.59535, 0.697655, 0.59535
14.1818, 2, 0.685864, 0.587925, 2, 1.31414, 0, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587925, 0.587926, 0.587925, 0.587925, 0.685863, 0.587925
14.1896, 2, 0.673672, 0.580529, 2, 1.32633, 0, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.580529, 0.58053, 0.580529, 0.580529, 0.673671, 0.580529
14.1975, 0, 0.661171, 0.573172, 1.41421, -0.661171, 0, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573172, 0.573173, 0.573172, 0.573172, 0.66117, 0.573172
14.2054, 2, 0.648409, 0.565815, 2, 1.35159, 0, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565815, 0.565816, 0.565815, 0.565815, 0.648408, 0.565815
14.2132, 2, 0.63547, 0.558455, 2, 1.36453, 0, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558455, 0.558456, 0.558455, 0.558455, 0.635469, 0.558455
14.2211, 0, 0.622442, 0.551101, 1.41421, -0.622442, 0, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551101, 0.551102, 0.551101, 0.551101, 0.622441, 0.551101
14.229, 2, 0.60942, 0.543766, 2, 1.39058, 0, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543766, 0.543767, 0.543766, 0.543766, 0.609419, 0.543766
14.2369, 2, 0.596488, 0.536461, 2, 1.40351, 0, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536461, 0.536462, 0.536461, 0.536461, 0.596487, 0.536461
14.2447, 0, 0.583708, 0.529184, 1.41421, -0.583708, 0, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529184, 0.529185, 0.529184, 0.529184, 0.583707, 0.529184
14.2526, 0, 0.571131, 0.521928, 1.41421, -0.571131, 0, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521928, 0.521929, 0.521928, 0.521928, 0.57113, 0.521928
14.2605, 2, 0.558805, 0.514693, 2, 1.4412, 0, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514693, 0.514694, 0.514693, 0.514693, 0.558804, 0.514693
14.2683, 0, 0.546776, 0.507485, 1.41421, -0.546776, 0, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507485, 0.507486, 0.507485, 0.507485, 0.546775, 0.507485
14.2762, 0, 0.535029, 0.500259, 1.41421, -0.535029, 0, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.500259, 0.50026, 0.500259, 0.500259, 0.535028, 0.500259
14.2841, 0, 0.523592, 0.493022, 1.41421, -0.523592, 0, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493022, 0.493023, 0.493022, 0.493022, 0.523591, 0.493022
14.292, 2, 0.512495, 0.485791, 2, 1.48751, 0, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485791, 0.485792, 0.485791, 0.485791, 0.512494, 0.485791
14.2998, 2, 0.50176, 0.478585, 2, 1.49824, 0, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478585, 0.478586, 0.478585, 0.478585, 0.501759, 0.478585
14.3077, 2, 0.4914, 0.471417, 2, 1.5086, 0, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471417, 0.471418, 0.471417, 0.471417, 0.491399, 0.471417
14.3156, 0, 0.481397, 0.464277, 1.41421, -0.481397, 0, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464277, 0.464278, 0.464277, 0.464277, 0.481396, 0.464277
14.3234, 0, 0.471707, 0.457135, 1.41421, -0.471707, 0, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457135, 0.457136, 0.457135, 0.457135, 0.471706, 0.457135
14.3313, 2, 0.462268, 0.449944, 2, 1.53773, 0, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449944, 0.449945, 0.449944, 0.449944, 0.462267, 0.449944
14.3392, 0, 0.453076, 0.442721, 1.41421, -0.453076, 0, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442721, 0.442722, 0.442721, 0.442721, 0.453075, 0.442721
14.3471, 6, 0.444107, 0.435461, 2.82843, 5.55589, 0, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435461, 0.435462, 0.435461, 0.435461, 0.444106, 0.435461
14.3549, 2, 0.435363, 0.428191, 2, 1.56464, 0, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428191, 0.428192, 0.428191, 0.428191, 0.435362, 0.428191
14.3628, 0, 0.426845, 0.420934, 1.41421, -0.426845, 0, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420934, 0.420935, 0.420934, 0.420934, 0.426844, 0.420934
14.3707, 4, 0.418551, 0.41371, 2.44949, 3.58145, 0, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.41371, 0.413711, 0.41371, 0.41371, 0.41855, 0.41371
14.3785, 4, 0.410472, 0.406533, 2.44949, 3.58953, 0, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406533, 0.406534, 0.406533, 0.406533, 0.410471, 0.406533
14.3864, 0, 0.402604, 0.399419, 1.41421, -0.402604, 0, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.399419, 0.39942, 0.399419, 0.399419, 0.402603, 0.399419
14.3943, 0, 0.394966, 0.392407, 1.41421, -0.394966, 0, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392407, 0.392408, 0.392407, 0.392407, 0.394965, 0.392407
14.4022, 0, 0.387313, 0.38527, 1.41421, -0.387313, 0, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.38527, 0.385271, 0.38527, 0.38527, 0.387312, 0.38527
14.41, 0, 0.379663, 0.378042, 1.41421, -0.379663, 0, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378042, 0.378043, 0.378042, 0.378042, 0.379662, 0.378042
14.4179, 0, 0.372082, 0.370804, 1.41421, -0.372082, 0, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370804, 0.370805, 0.370804, 0.370804, 0.372081, 0.370804
14.4258, 0, 0.364637, 0.363636, 1.41421, -0.364637, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363637, 0.363636, 0.363636, 0.364636, 0.363636
14.4337, 2, 0.360097, 0.359318, 2, 1.6399, 0, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359318, 0.359319, 0.359318, 0.359318, 0.360096, 0.359318
14.4415, 0, 0.35547, 0.354867, 1.41421, -0.35547, 0, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354867, 0.354869, 0.354867, 0.354867, 0.355469, 0.354867
14.4494, 0, 0.350908, 0.350445, 1.41421, -0.350908, 0, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350445, 0.350446, 0.350445, 0.350445, 0.350907, 0.350445
14.4573, 0, 0.346541, 0.346188, 1.41421, -0.346541, 0, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346188, 0.346189, 0.346188, 0.346188, 0.34654, 0.346188
14.4651, 2, 0.342097, 0.341829, 2, 1.6579, 0, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.341829, 0.34183, 0.341829, 0.341829, 0.342096, 0.341829
14.473, 0, 0.3377, 0.337497, 1.41421, -0.3377, 0, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337497, 0.337498, 0.337497, 0.337497, 0.337699, 0.337497
14.4809, 0, 0.333351, 0.333199, 1.41421, -0.333351, 0, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.333199, 0.3332, 0.333199, 0.333199, 0.33335, 0.333199
14.4888, 2, 0.32851, 0.328396, 2, 1.67149, 0, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328396, 0.328397, 0.328396, 0.328396, 0.328509, 0.328396
14.4966, 0, 0.323239, 0.323155, 1.41421, -0.323239, 0, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323155, 0.323156, 0.323155, 0.323155, 0.323238, 0.323155
14.5045, 0, 0.317783, 0.317721, 1.41421, -0.317783, 0, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317721, 0.317722, 0.317721, 0.317721, 0.317782, 0.317721
14.5124, 0, 0.312378, 0.312333, 1.41421, -0.312378, 0, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312333, 0.312334, 0.312333, 0.312333, 0.312377, 0.312333
14.5202, 0, 0.308696, 0.308663, 1.41421, -0.308696, 0, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308663, 0.308664, 0.308663, 0.308663, 0.308695, 0.308663
14.5281, 0, 0.30425, 0.304226, 1.41421, -0.30425, 0, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304226, 0.304227, 0.304226, 0.304226, 0.304249, 0.304226
14.536, 4, 0.299085, 0.299067, 2.44949, 3.70091, 0, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299067, 0.299068, 0.299067, 0.299067, 0.299084, 0.299067
14.5439, 0, 0.293593, 0.29358, 1.41421, -0.293593, 0, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.29358, 0.293581, 0.29358, 0.29358, 0.293592, 0.29358
14.5517, 2, 0.288153, 0.288143, 2, 1.71185, 0, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288143, 0.288144, 0.288143, 0.288143, 0.288152, 0.288143
