   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_140.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0283911, 280, 0, 0, 16.7929, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0205198, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0126484, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00477707, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00309427, 0, 1.44238e-22, 0, 1.41421, -1.44238e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95661e-25, 0, 0, 1.39582e-27, 5.79204e-27, 0, 1.44035e-22, 0, 0, 0
0.0109656, 0, 3.76579e-22, 0, 1.41421, -3.76579e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10835e-25, 0, 0, 3.71449e-27, 1.55367e-26, 0, 3.76049e-22, 0, 0, 0
0.018837, 0, 1.05363e-21, 0, 1.41421, -1.05363e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42926e-24, 0, 0, 1.07131e-26, 4.51633e-26, 0, 1.05214e-21, 0, 0, 0
0.0267083, 0, 2.59571e-21, 0, 1.41421, -2.59571e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52111e-24, 0, 0, 2.68484e-26, 1.13604e-25, 0, 2.59204e-21, 0, 0, 0
0.0345797, 0, 6.27465e-21, 0, 1.41421, -6.27465e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.51162e-24, 0, 0, 6.60078e-26, 2.80054e-25, 0, 6.26579e-21, 0, 0, 0
0.042451, 0, 1.49012e-20, 0, 1.41421, -1.49012e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02137e-23, 0, 0, 1.59407e-25, 6.77597e-25, 0, 1.48802e-20, 0, 0, 0
0.0503224, 0, 3.48022e-20, 0, 1.41421, -3.48022e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72094e-23, 0, 0, 3.78551e-25, 1.61106e-24, 0, 3.4753e-20, 0, 0, 0
0.0581937, 0, 8.00074e-20, 0, 1.41421, -8.00074e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08531e-22, 0, 0, 8.84822e-25, 3.7681e-24, 0, 7.98942e-20, 0, 0, 0
0.0660651, 0, 1.81188e-19, 0, 1.41421, -1.81188e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45783e-22, 0, 0, 2.03729e-24, 8.67746e-24, 0, 1.80932e-19, 0, 0, 0
0.0739364, 0, 4.04484e-19, 0, 1.41421, -4.04484e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48684e-22, 0, 0, 4.62403e-24, 1.96909e-23, 0, 4.03911e-19, 0, 0, 0
0.0818078, 0, 8.90646e-19, 0, 1.41421, -8.90646e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20816e-21, 0, 0, 1.03523e-23, 4.406e-23, 0, 8.89384e-19, 0, 0, 0
0.0896791, 0, 1.93541e-18, 0, 1.41421, -1.93541e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62539e-21, 0, 0, 2.28741e-23, 9.72746e-23, 0, 1.93267e-18, 0, 0, 0
