   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_173.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0490281, 0, 1.03152e-21, 0, 1.41421, -1.03152e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73917e-26, 0, 7.22906e-27, 0, 1.0315e-21, 0, 0, 0
0.0568996, 0, 2.63771e-21, 0, 1.41421, -2.63771e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5079e-26, 0, 1.88871e-26, 0, 2.63765e-21, 0, 0, 0
0.0647711, 0, 6.61487e-21, 0, 1.41421, -6.61487e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14606e-25, 0, 4.83419e-26, 0, 6.61471e-21, 0, 0, 0
0.0726426, 0, 1.62879e-20, 0, 1.41421, -1.62879e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86125e-25, 0, 1.21379e-25, 0, 1.62875e-20, 0, 0, 0
0.0805141, 0, 3.94175e-20, 0, 1.41421, -3.94175e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02187e-25, 0, 2.99315e-25, 0, 3.94165e-20, 0, 0, 0
0.0883856, 0, 9.3836e-20, 0, 1.41421, -9.3836e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69542e-24, 0, 7.25625e-25, 0, 9.38336e-20, 0, 0, 0
0.096257, 0, 2.19905e-19, 0, 1.41421, -2.19905e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03056e-24, 0, 1.7309e-24, 0, 2.19899e-19, 0, 0, 0
0.104129, 0, 5.07665e-19, 0, 1.41421, -5.07665e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44084e-24, 0, 4.06576e-24, 0, 5.07652e-19, 0, 0, 0
0.112, 0, 1.15519e-18, 0, 1.41421, -1.15519e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1801e-23, 0, 9.41059e-24, 0, 1.15516e-18, 0, 0, 0
0.119872, 0, 2.59231e-18, 0, 1.41421, -2.59231e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96584e-23, 0, 2.14762e-23, 0, 2.59224e-18, 0, 0, 0
0.127743, 0, 5.73966e-18, 0, 1.41421, -5.73966e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11628e-22, 0, 4.83507e-23, 0, 5.7395e-18, 0, 0, 0
0.135615, 0, 1.25439e-17, 0, 1.41421, -1.25439e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47744e-22, 0, 1.07439e-22, 0, 1.25436e-17, 0, 0, 0
0.143486, 0, 2.70701e-17, 0, 1.41421, -2.70701e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43067e-22, 0, 2.35734e-22, 0, 2.70694e-17, 0, 0, 0
0.151358, 0, 5.77042e-17, 0, 1.41421, -5.77042e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17619e-21, 0, 5.1093e-22, 0, 5.77025e-17, 0, 0, 0
0.159229, 0, 1.2154e-16, 0, 1.41421, -1.2154e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51777e-21, 0, 1.0943e-21, 0, 1.21536e-16, 0, 0, 0
0.167101, 0, 2.53014e-16, 0, 1.41421, -2.53014e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32842e-21, 0, 2.31682e-21, 0, 2.53006e-16, 0, 0, 0
0.174972, 0, 5.20711e-16, 0, 1.41421, -5.20711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11517e-20, 0, 4.85024e-21, 0, 5.20695e-16, 0, 0, 0
0.182844, 0, 1.05969e-15, 0, 1.41421, -1.05969e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30864e-20, 0, 1.00435e-20, 0, 1.05966e-15, 0, 0, 0
0.190715, 0, 2.13295e-15, 0, 1.41421, -2.13295e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72867e-20, 0, 2.0576e-20, 0, 2.13289e-15, 0, 0, 0
0.198587, 0, 4.24707e-15, 0, 1.41421, -4.24707e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58469e-20, 0, 4.17157e-20, 0, 4.24693e-15, 0, 0, 0
0.206458, 0, 8.36716e-15, 0, 1.41421, -8.36716e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9229e-19, 0, 8.37139e-20, 0, 8.36689e-15, 0, 0, 0
0.21433, 0, 1.64007e-14, 0, 1.41421, -1.64007e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84853e-19, 0, 1.67641e-19, 0, 1.64002e-14, 0, 0, 0
0.222201, 0, 3.16237e-14, 0, 1.41421, -3.16237e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56131e-19, 0, 3.2954e-19, 0, 3.16226e-14, 0, 0, 0
0.230073, 0, 6.03642e-14, 0, 1.41421, -6.03642e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47136e-18, 0, 6.41665e-19, 0, 6.0362e-14, 0, 0, 0
0.237944, 0, 1.14081e-13, 0, 1.41421, -1.14081e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8361e-18, 0, 1.23781e-18, 0, 1.14077e-13, 0, 0, 0
0.245816, 0, 2.13482e-13, 0, 1.41421, -2.13482e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41588e-18, 0, 2.36601e-18, 0, 2.13475e-13, 0, 0, 0
0.253687, 0, 3.95613e-13, 0, 1.41421, -3.95613e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02477e-17, 0, 4.48196e-18, 0, 3.95598e-13, 0, 0, 0
0.261559, 0, 7.26071e-13, 0, 1.41421, -7.26071e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9216e-17, 0, 8.41546e-18, 0, 7.26043e-13, 0, 0, 0
0.26943, 0, 1.31986e-12, 0, 1.41421, -1.31986e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57149e-17, 0, 1.56645e-17, 0, 1.31981e-12, 0, 0, 0
0.277302, 0, 2.37656e-12, 0, 1.41421, -2.37656e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58048e-17, 0, 2.89114e-17, 0, 2.37646e-12, 0, 0, 0
0.285173, 0, 4.23912e-12, 0, 1.41421, -4.23912e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20219e-16, 0, 5.29179e-17, 0, 4.23894e-12, 0, 0, 0
0.293045, 0, 7.49103e-12, 0, 1.41421, -7.49103e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17815e-16, 0, 9.6071e-17, 0, 7.49072e-12, 0, 0, 0
0.300916, 0, 1.31152e-11, 0, 1.41421, -1.31152e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9147e-16, 0, 1.73029e-16, 0, 1.31146e-11, 0, 0, 0
0.308788, 0, 2.27511e-11, 0, 1.41421, -2.27511e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9811e-16, 0, 3.09224e-16, 0, 2.27501e-11, 0, 0, 0
0.316659, 0, 3.91068e-11, 0, 1.41421, -3.91068e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23566e-15, 0, 5.48469e-16, 0, 3.9105e-11, 0, 0, 0
0.324531, 0, 6.66116e-11, 0, 1.41421, -6.66116e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17153e-15, 0, 9.65748e-16, 0, 6.66085e-11, 0, 0, 0
0.332402, 0, 1.1244e-10, 2.2701e-43, 1.41421, -1.1244e-10, 0, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 2.2701e-43, 3.79043e-15, 2.2701e-43, 1.6886e-15, 2.2701e-43, 1.12434e-10, 2.2701e-43, 2.2701e-43, 2.2701e-43
0.340274, 0, 1.88099e-10, 4.04415e-42, 1.41421, -1.88099e-10, 0, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 4.04415e-42, 6.57437e-15, 4.04415e-42, 2.93279e-15, 4.04415e-42, 1.88089e-10, 4.04415e-42, 4.04415e-42, 4.04415e-42
0.348145, 0, 3.11869e-10, 5.90283e-41, 1.41421, -3.11869e-10, 0, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 5.90283e-41, 1.13362e-14, 5.90283e-41, 5.06146e-15, 5.90283e-41, 3.11853e-10, 5.90283e-41, 5.90283e-41, 5.90283e-41
0.356017, 0, 5.12513e-10, 7.63039e-40, 1.41421, -5.12513e-10, 0, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 7.63039e-40, 1.94427e-14, 7.63039e-40, 8.68325e-15, 7.63039e-40, 5.12484e-10, 7.63039e-40, 7.63039e-40, 7.63039e-40
0.363888, 0, 8.3484e-10, 8.81905e-39, 1.41421, -8.3484e-10, 0, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 8.81905e-39, 3.31866e-14, 8.81905e-39, 1.48146e-14, 8.81905e-39, 8.34792e-10, 8.81905e-39, 8.81905e-39, 8.81905e-39
0.37176, 0, 1.34801e-09, 9.20708e-38, 1.41421, -1.34801e-09, 0, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 9.20708e-38, 5.64084e-14, 9.20708e-38, 2.51482e-14, 9.20708e-38, 1.34793e-09, 9.20708e-38, 9.20708e-38, 9.20708e-38
0.379631, 0, 2.15773e-09, 8.72657e-37, 1.41421, -2.15773e-09, 0, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 8.72657e-37, 9.55366e-14, 8.72657e-37, 4.24971e-14, 8.72657e-37, 2.1576e-09, 8.72657e-37, 8.72657e-37, 8.72657e-37
0.387503, 0, 3.42407e-09, 7.56122e-36, 1.41421, -3.42407e-09, 0, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 7.56122e-36, 1.61327e-13, 7.56122e-36, 7.15302e-14, 7.56122e-36, 3.42384e-09, 7.56122e-36, 7.56122e-36, 7.56122e-36
0.395374, 0, 5.38705e-09, 6.01173e-35, 1.41421, -5.38705e-09, 0, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 6.01173e-35, 2.71777e-13, 6.01173e-35, 1.19991e-13, 6.01173e-35, 5.38666e-09, 6.01173e-35, 6.01173e-35, 6.01173e-35
0.403246, 0, 8.40329e-09, 4.40563e-34, 1.41421, -8.40329e-09, 0, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.40563e-34, 4.57007e-13, 4.40563e-34, 2.00719e-13, 4.40563e-34, 8.40263e-09, 4.40563e-34, 4.40563e-34, 4.40563e-34
0.411117, 0, 1.29976e-08, 3.05036e-33, 1.41421, -1.29976e-08, 0, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 3.05036e-33, 7.67431e-13, 3.05036e-33, 3.35011e-13, 3.05036e-33, 1.29965e-08, 3.05036e-33, 3.05036e-33, 3.05036e-33
0.418989, 0, 1.99353e-08, 1.78782e-32, 1.41421, -1.99353e-08, 0, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.78782e-32, 1.28742e-12, 1.78782e-32, 5.582e-13, 1.78782e-32, 1.99334e-08, 1.78782e-32, 1.78782e-32, 1.78782e-32
0.42686, 0, 3.03217e-08, 1.06428e-31, 1.41421, -3.03217e-08, 0, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 1.06428e-31, 2.15802e-12, 1.06428e-31, 9.28919e-13, 1.06428e-31, 3.03186e-08, 1.06428e-31, 1.06428e-31, 1.06428e-31
0.434732, 0, 4.57391e-08, 5.66332e-31, 1.41421, -4.57391e-08, 0, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 5.66332e-31, 3.61481e-12, 5.66332e-31, 1.54446e-12, 5.66332e-31, 4.57339e-08, 5.66332e-31, 5.66332e-31, 5.66332e-31
0.442603, 0, 6.84315e-08, 2.95575e-30, 1.41421, -6.84315e-08, 0, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 2.95575e-30, 6.0503e-12, 2.95575e-30, 2.56617e-12, 2.95575e-30, 6.84229e-08, 2.95575e-30, 2.95575e-30, 2.95575e-30
0.450475, 0, 1.01553e-07, 1.47496e-29, 1.41421, -1.01553e-07, 0, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.47496e-29, 1.01165e-11, 1.47496e-29, 4.26121e-12, 1.47496e-29, 1.01538e-07, 1.47496e-29, 1.47496e-29, 1.47496e-29
0.458346, 0, 1.49495e-07, 6.97453e-29, 1.41421, -1.49495e-07, 0, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 6.97453e-29, 1.68924e-11, 6.97453e-29, 7.07099e-12, 6.97453e-29, 1.49471e-07, 6.97453e-29, 6.97453e-29, 6.97453e-29
0.466217, 0, 2.18327e-07, 5.6717e-28, 1.41421, -2.18327e-07, 0, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 5.6717e-28, 2.81757e-11, 5.6717e-28, 1.17297e-11, 5.6717e-28, 2.18287e-07, 5.6717e-28, 5.6717e-28, 5.6717e-28
0.474089, 0, 3.1634e-07, 2.38709e-27, 1.41421, -3.1634e-07, 0, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 2.38709e-27, 4.68462e-11, 2.38709e-27, 1.94167e-11, 2.38709e-27, 3.16274e-07, 2.38709e-27, 2.38709e-27, 2.38709e-27
0.481961, 0, 4.54795e-07, 9.59717e-27, 1.41421, -4.54795e-07, 0, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 9.59717e-27, 7.76583e-11, 9.59717e-27, 3.20797e-11, 9.59717e-27, 4.54686e-07, 9.59717e-27, 9.59717e-27, 9.59717e-27
0.489832, 0, 6.48831e-07, 3.68916e-26, 1.41421, -6.48831e-07, 0, 3.68916e-26, 3.68916e-26, 3.68916e-26, 3.68916e-26, 3.68916e-26, 1.71986e-12, 3.68916e-26, 3.68916e-26, 3.68916e-26, 3.68916e-26, 1.28277e-10, 3.68916e-26, 5.28648e-11, 3.68916e-26, 6.48649e-07, 3.68916e-26, 3.68916e-26, 3.68916e-26
0.497704, 0, 9.18633e-07, 1.35811e-25, 1.41421, -9.18633e-07, 0, 1.35811e-25, 1.35811e-25, 1.35811e-25, 1.35811e-25, 1.35811e-25, 6.13818e-12, 1.35811e-25, 1.35811e-25, 1.35811e-25, 1.35811e-25, 2.11005e-10, 1.35811e-25, 8.68286e-11, 1.35811e-25, 9.18329e-07, 1.35811e-25, 1.35811e-25, 1.35811e-25
0.505575, 0, 1.29089e-06, 4.82796e-25, 1.41421, -1.29089e-06, 0, 4.82796e-25, 4.82796e-25, 4.82796e-25, 4.82796e-25, 4.82796e-25, 1.70875e-11, 4.82796e-25, 4.82796e-25, 4.82796e-25, 4.82796e-25, 3.45432e-10, 4.82796e-25, 1.4203e-10, 4.82796e-25, 1.29039e-06, 4.82796e-25, 4.82796e-25, 4.82796e-25
0.513447, 0, 1.80224e-06, 1.78216e-10, 1.41421, -1.80224e-06, 1.78216e-10, 1.78345e-10, 1.78222e-10, 6.34336e-10, 1.90885e-10, 2.13478e-10, 3.03513e-10, 2.1185e-10, 8.22899e-10, 1.78773e-10, 1.80016e-10, 7.40712e-10, 1.78216e-10, 4.09406e-10, 1.78217e-10, 1.80012e-06, 1.78216e-10, 1.78216e-10, 1.88494e-10
0.521318, 0, 2.49907e-06, 6.27745e-10, 1.41421, -2.49907e-06, 6.27745e-10, 6.28204e-10, 6.27768e-10, 2.24578e-09, 6.72687e-10, 7.52835e-10, 1.02316e-09, 7.47058e-10, 2.91469e-09, 6.2972e-10, 6.3413e-10, 1.53851e-09, 6.27745e-10, 1.00194e-09, 6.27748e-10, 2.49315e-06, 6.27745e-10, 6.27745e-10, 6.64207e-10
0.52919, 0, 3.44408e-06, 1.72898e-09, 1.41421, -3.44408e-06, 1.72898e-09, 1.73025e-09, 1.72904e-09, 6.20843e-09, 1.8534e-09, 2.07528e-09, 2.77801e-09, 2.05929e-09, 8.06027e-09, 1.73445e-09, 1.74665e-09, 3.19442e-09, 1.72898e-09, 2.33076e-09, 1.72899e-09, 3.42922e-06, 1.72898e-09, 1.72898e-09, 1.82992e-09
0.537061, 0, 4.72077e-06, 4.3564e-09, 1.41421, -4.72077e-06, 4.3564e-09, 4.35962e-09, 4.35657e-09, 1.5678e-08, 4.67087e-09, 5.23167e-09, 6.94358e-09, 5.19125e-09, 2.03584e-08, 4.37022e-09, 4.40108e-09, 6.69879e-09, 4.3564e-09, 5.31734e-09, 4.35642e-09, 4.68522e-06, 4.3564e-09, 4.3564e-09, 4.61153e-09
0.544933, 0, 6.44364e-06, 1.04585e-08, 1.41421, -6.44364e-06, 1.04585e-08, 1.04663e-08, 1.04589e-08, 3.7693e-08, 1.1215e-08, 1.2564e-08, 1.65683e-08, 1.24668e-08, 4.8952e-08, 1.04918e-08, 1.0566e-08, 1.41767e-08, 1.04585e-08, 1.19811e-08, 1.04586e-08, 6.36093e-06, 1.04585e-08, 1.04585e-08, 1.10722e-08
0.552804, 0, 8.77527e-06, 2.42574e-08, 1.41421, -8.77527e-06, 2.42574e-08, 2.42754e-08, 2.42583e-08, 8.75153e-08, 2.60144e-08, 2.91478e-08, 3.90844e-08, 2.8922e-08, 1.13667e-07, 2.43346e-08, 2.4507e-08, 3.01171e-08, 2.42574e-08, 2.66529e-08, 2.42575e-08, 8.58644e-06, 2.42574e-08, 2.42574e-08, 2.56829e-08
0.560676, 0, 1.19553e-05, 5.46446e-08, 1.41421, -1.19553e-05, 5.46446e-08, 5.46851e-08, 5.46467e-08, 1.97313e-07, 5.86074e-08, 6.56743e-08, 8.95955e-08, 6.51649e-08, 2.56293e-07, 5.48187e-08, 5.52076e-08, 6.3811e-08, 5.46446e-08, 5.83785e-08, 5.46449e-08, 1.15336e-05, 5.46446e-08, 5.46446e-08, 5.78596e-08
0.568547, 0, 1.63709e-05, 1.19823e-07, 1.41421, -1.63709e-05, 1.19823e-07, 1.19912e-07, 1.19827e-07, 4.32989e-07, 1.28521e-07, 1.44033e-07, 2.16053e-07, 1.42915e-07, 5.62454e-07, 1.20205e-07, 1.21058e-07, 1.34053e-07, 1.19823e-07, 1.25591e-07, 1.19823e-07, 1.54341e-05, 1.19823e-07, 1.19823e-07, 1.2688e-07
0.576419, 0, 2.26293e-05, 2.5601e-07, 1.41421, -2.26293e-05, 2.5601e-07, 2.562e-07, 2.56019e-07, 9.25786e-07, 2.74613e-07, 3.0779e-07, 4.89477e-07, 3.05399e-07, 1.20268e-06, 2.56827e-07, 2.58653e-07, 2.77935e-07, 2.5601e-07, 2.64842e-07, 2.56011e-07, 2.06101e-05, 2.5601e-07, 2.5601e-07, 2.71103e-07
0.58429, 0, 3.1766e-05, 5.3324e-07, 1.41421, -3.1766e-05, 5.3324e-07, 5.33637e-07, 5.3326e-07, 1.92973e-06, 5.72029e-07, 6.41202e-07, 1.06781e-06, 6.36216e-07, 2.50704e-06, 5.34945e-07, 5.38751e-07, 5.66773e-07, 5.3324e-07, 5.46638e-07, 5.33243e-07, 2.75254e-05, 5.3324e-07, 5.3324e-07, 5.64709e-07
0.592161, 0, 4.55637e-05, 1.08312e-06, 1.41421, -4.55637e-05, 1.08312e-06, 1.08392e-06, 1.08316e-06, 3.92263e-06, 1.16199e-06, 1.30264e-06, 2.26375e-06, 1.2925e-06, 5.0965e-06, 1.08658e-06, 1.09432e-06, 1.134e-06, 1.08312e-06, 1.10326e-06, 1.08312e-06, 3.68719e-05, 1.08312e-06, 1.08312e-06, 1.1471e-06
0.600033, 0, 6.71173e-05, 2.14598e-06, 1.41421, -6.71173e-05, 2.14598e-06, 2.14758e-06, 2.14606e-06, 7.77807e-06, 2.30242e-06, 2.5814e-06, 4.68274e-06, 2.56129e-06, 1.01064e-05, 2.15286e-06, 2.16821e-06, 2.2226e-06, 2.14598e-06, 2.17599e-06, 2.14599e-06, 4.97166e-05, 2.14598e-06, 2.14598e-06, 2.2729e-06
0.607905, 0, 0.000101788, 4.14825e-06, 1.41421, -0.000101788, 4.14825e-06, 4.15134e-06, 4.1484e-06, 1.50478e-05, 4.45099e-06, 4.99089e-06, 9.47892e-06, 4.95197e-06, 1.95537e-05, 4.16155e-06, 4.19126e-06, 4.26275e-06, 4.14825e-06, 4.19258e-06, 4.14827e-06, 6.77391e-05, 4.14825e-06, 4.14825e-06, 4.39386e-06
0.615776, 0, 0.000158787, 7.82481e-06, 1.41421, -0.000158787, 7.82481e-06, 7.83066e-06, 7.82511e-06, 2.84095e-05, 8.39657e-06, 9.41621e-06, 1.88238e-05, 9.34271e-06, 3.69194e-05, 7.84993e-06, 7.90604e-06, 7.9947e-06, 7.82481e-06, 7.88978e-06, 7.82485e-06, 9.36163e-05, 7.82481e-06, 7.82481e-06, 8.28868e-06
0.623648, 0, 0.000253668, 1.4406e-05, 1.41421, -0.000253668, 1.4406e-05, 1.44168e-05, 1.44066e-05, 5.23528e-05, 1.546e-05, 1.73397e-05, 3.66856e-05, 1.72042e-05, 6.80402e-05, 1.44523e-05, 1.45558e-05, 1.46563e-05, 1.4406e-05, 1.45005e-05, 1.44061e-05, 0.000131615, 1.4406e-05, 1.4406e-05, 1.52611e-05
0.631519, 0, 0.000412237, 2.58914e-05, 1.41421, -0.000412237, 2.58914e-05, 2.59108e-05, 2.58924e-05, 9.41849e-05, 2.77883e-05, 3.11712e-05, 7.01824e-05, 3.09273e-05, 0.000122418, 2.59748e-05, 2.61609e-05, 2.62576e-05, 2.58914e-05, 2.6028e-05, 2.58915e-05, 0.000188498, 2.58914e-05, 2.58914e-05, 2.74304e-05
0.639391, 0, 0.00067639, 4.5436e-05, 1.41421, -0.00067639, 4.5436e-05, 4.54701e-05, 4.54377e-05, 0.000165456, 4.87696e-05, 5.47147e-05, 0.000131824, 5.42862e-05, 0.000215073, 4.55825e-05, 4.59096e-05, 4.59684e-05, 4.5436e-05, 4.56321e-05, 4.54362e-05, 0.000274794, 4.5436e-05, 4.5436e-05, 4.81406e-05
0.647262, 0, 0.00111272, 7.7869e-05, 1.41421, -0.00111272, 7.7869e-05, 7.79275e-05, 7.78719e-05, 0.000283878, 8.3591e-05, 9.37954e-05, 0.00024313, 9.30599e-05, 0.000369043, 7.81204e-05, 7.86819e-05, 7.86383e-05, 7.7869e-05, 7.81494e-05, 7.78693e-05, 0.00040662, 7.7869e-05, 7.7869e-05, 8.25113e-05
