   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_251.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.096911, 0, 2.75417e-18, 0, 1.41421, -2.75417e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47882e-20, 0, 0, 3.64084e-22, 0, 2.68901e-18, 0, 0, 0
0.104781, 0, 5.61847e-18, 0, 1.41421, -5.61847e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32167e-19, 0, 0, 7.55224e-22, 0, 5.48555e-18, 0, 0, 0
0.112651, 0, 1.1341e-17, 0, 1.41421, -1.1341e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66781e-19, 0, 0, 1.55033e-21, 0, 1.10727e-17, 0, 0, 0
0.120521, 0, 2.26567e-17, 0, 1.41421, -2.26567e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.32965e-19, 0, 0, 3.15044e-21, 0, 2.21205e-17, 0, 0, 0
0.128391, 0, 4.48074e-17, 0, 1.41421, -4.48074e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05402e-18, 0, 0, 6.33921e-21, 0, 4.3747e-17, 0, 0, 0
0.136261, 0, 8.77408e-17, 0, 1.41421, -8.77408e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06396e-18, 0, 0, 1.26336e-20, 0, 8.56642e-17, 0, 0, 0
0.144131, 0, 1.70151e-16, 0, 1.41421, -1.70151e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00251e-18, 0, 0, 2.49427e-20, 0, 1.66123e-16, 0, 0, 0
0.152001, 0, 3.26829e-16, 0, 1.41421, -3.26829e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68808e-18, 0, 0, 4.87958e-20, 0, 3.19092e-16, 0, 0, 0
0.159871, 0, 6.21917e-16, 0, 1.41421, -6.21917e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46294e-17, 0, 0, 9.46091e-20, 0, 6.07193e-16, 0, 0, 0
0.167741, 0, 1.17255e-15, 0, 1.41421, -1.17255e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7582e-17, 0, 0, 1.81835e-19, 0, 1.14479e-15, 0, 0, 0
0.175611, 0, 2.19068e-15, 0, 1.41421, -2.19068e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15313e-17, 0, 0, 3.46496e-19, 0, 2.1388e-15, 0, 0, 0
0.183481, 0, 4.05629e-15, 0, 1.41421, -4.05629e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.54154e-17, 0, 0, 6.54741e-19, 0, 3.96022e-15, 0, 0, 0
0.191351, 0, 7.44446e-15, 0, 1.41421, -7.44446e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75114e-16, 0, 0, 1.22706e-18, 0, 7.26812e-15, 0, 0, 0
0.199221, 0, 1.35438e-14, 0, 1.41421, -1.35438e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18584e-16, 0, 0, 2.28117e-18, 0, 1.32229e-14, 0, 0, 0
0.20709, 0, 2.44281e-14, 0, 1.41421, -2.44281e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.74611e-16, 0, 0, 4.20738e-18, 0, 2.38493e-14, 0, 0, 0
0.21496, 0, 4.36846e-14, 0, 1.41421, -4.36846e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02757e-15, 0, 0, 7.70001e-18, 0, 4.26493e-14, 0, 0, 0
0.22283, 0, 7.74625e-14, 0, 1.41421, -7.74625e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8221e-15, 0, 0, 1.39849e-17, 0, 7.56264e-14, 0, 0, 0
0.2307, 0, 1.36212e-13, 0, 1.41421, -1.36212e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20402e-15, 0, 0, 2.521e-17, 0, 1.32982e-13, 0, 0, 0
0.23857, 0, 2.37536e-13, 0, 1.41421, -2.37536e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.58742e-15, 0, 0, 4.51122e-17, 0, 2.31904e-13, 0, 0, 0
0.24644, 0, 4.10836e-13, 0, 1.41421, -4.10836e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6639e-15, 0, 0, 8.01518e-17, 0, 4.01092e-13, 0, 0, 0
0.25431, 0, 7.04788e-13, 0, 1.41421, -7.04788e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65786e-14, 0, 0, 1.41408e-16, 0, 6.88068e-13, 0, 0, 0
0.26218, 0, 1.19929e-12, 0, 1.41421, -1.19929e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82114e-14, 0, 0, 2.47768e-16, 0, 1.17084e-12, 0, 0, 0
0.27005, 0, 2.0244e-12, 0, 1.41421, -2.0244e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7622e-14, 0, 0, 4.31214e-16, 0, 1.97635e-12, 0, 0, 0
0.27792, 0, 3.38994e-12, 0, 1.41421, -3.38994e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.97485e-14, 0, 0, 7.45571e-16, 0, 3.30945e-12, 0, 0, 0
0.28579, 0, 5.63164e-12, 0, 1.41421, -5.63164e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32493e-13, 0, 0, 1.28089e-15, 0, 5.49787e-12, 0, 0, 0
0.29366, 0, 9.28211e-12, 0, 1.41421, -9.28211e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18394e-13, 0, 0, 2.18702e-15, 0, 9.06153e-12, 0, 0, 0
0.30153, 0, 1.51791e-11, 0, 1.41421, -1.51791e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5718e-13, 0, 0, 3.71192e-15, 0, 1.48182e-11, 0, 0, 0
0.3094, 0, 2.46293e-11, 0, 1.41421, -2.46293e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7964e-13, 0, 0, 6.26408e-15, 0, 2.40434e-11, 0, 0, 0
0.31727, 0, 3.96538e-11, 2.18603e-43, 1.41421, -3.96538e-11, 0, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 2.18603e-43, 9.33411e-13, 2.18603e-43, 2.18603e-43, 1.05134e-14, 2.18603e-43, 3.87099e-11, 2.18603e-43, 2.18603e-43, 2.18603e-43
0.32514, 0, 6.33522e-11, 3.7807e-42, 1.41421, -6.33522e-11, 0, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 3.7807e-42, 1.49161e-12, 3.7807e-42, 3.7807e-42, 1.75542e-14, 3.7807e-42, 6.18431e-11, 3.7807e-42, 3.7807e-42, 3.7807e-42
0.33301, 0, 1.00439e-10, 5.39934e-41, 1.41421, -1.00439e-10, 0, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 5.39934e-41, 2.36552e-12, 5.39934e-41, 5.39934e-41, 2.9168e-14, 5.39934e-41, 9.80439e-11, 5.39934e-41, 5.39934e-41, 5.39934e-41
0.34088, 0, 1.58023e-10, 6.85887e-40, 1.41421, -1.58023e-10, 0, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 6.85887e-40, 3.72318e-12, 6.85887e-40, 6.85887e-40, 4.82473e-14, 6.85887e-40, 1.54251e-10, 6.85887e-40, 6.85887e-40, 6.85887e-40
0.34875, 0, 2.46738e-10, 7.77458e-39, 1.41421, -2.46738e-10, 0, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 7.77458e-39, 5.81622e-12, 7.77458e-39, 7.77458e-39, 7.94764e-14, 7.77458e-39, 2.40843e-10, 7.77458e-39, 7.77458e-39, 7.77458e-39
0.35662, 0, 3.824e-10, 3.1013e-37, 1.41421, -3.824e-10, 0, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 3.1013e-37, 9.01965e-12, 3.1013e-37, 3.1013e-37, 1.30649e-13, 3.1013e-37, 3.73249e-10, 3.1013e-37, 3.1013e-37, 3.1013e-37
0.36449, 0, 5.88139e-10, 2.65054e-36, 1.41421, -5.88139e-10, 0, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 2.65054e-36, 1.38826e-11, 2.65054e-36, 2.65054e-36, 2.13684e-13, 2.65054e-36, 5.74043e-10, 2.65054e-36, 2.65054e-36, 2.65054e-36
0.37236, 0, 8.9784e-10, 2.08026e-35, 1.41421, -8.9784e-10, 0, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.08026e-35, 2.12117e-11, 2.08026e-35, 2.08026e-35, 3.48461e-13, 2.08026e-35, 8.7628e-10, 2.08026e-35, 2.08026e-35, 2.08026e-35
0.38023, 0, 1.36049e-09, 1.50528e-34, 1.41421, -1.36049e-09, 0, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 1.50528e-34, 3.21765e-11, 1.50528e-34, 1.50528e-34, 5.66789e-13, 1.50528e-34, 1.32774e-09, 1.50528e-34, 1.50528e-34, 1.50528e-34
0.3881, 0, 2.04639e-09, 1.03471e-33, 1.41421, -2.04639e-09, 0, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 1.03471e-33, 4.84616e-11, 1.03471e-33, 1.03471e-33, 9.19897e-13, 1.03471e-33, 1.99701e-09, 1.03471e-33, 1.03471e-33, 1.03471e-33
0.39597, 0, 3.05562e-09, 6.02316e-33, 1.41421, -3.05562e-09, 0, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 6.02316e-33, 7.24745e-11, 6.02316e-33, 6.02316e-33, 1.49023e-12, 6.02316e-33, 2.98165e-09, 6.02316e-33, 6.02316e-33, 6.02316e-33
0.40384, 0, 4.52952e-09, 3.55866e-32, 1.41421, -4.52952e-09, 0, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 3.55866e-32, 1.07633e-10, 3.55866e-32, 3.55866e-32, 2.41042e-12, 3.55866e-32, 4.41948e-09, 3.55866e-32, 3.55866e-32, 3.55866e-32
0.41171, 0, 6.66609e-09, 1.87754e-31, 1.41421, -6.66609e-09, 0, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.87754e-31, 1.58751e-10, 1.87754e-31, 1.87754e-31, 3.89355e-12, 1.87754e-31, 6.50344e-09, 1.87754e-31, 1.87754e-31, 1.87754e-31
0.41958, 0, 9.74049e-09, 9.71479e-31, 1.41421, -9.74049e-09, 0, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 9.71479e-31, 2.32567e-10, 9.71479e-31, 9.71479e-31, 6.28162e-12, 9.71479e-31, 9.50164e-09, 9.71479e-31, 9.71479e-31, 9.71479e-31
0.42745, 0, 1.41321e-08, 4.80281e-30, 1.41421, -1.41321e-08, 0, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 4.80281e-30, 3.38447e-10, 4.80281e-30, 4.80281e-30, 1.01223e-11, 4.80281e-30, 1.37836e-08, 4.80281e-30, 4.80281e-30, 4.80281e-30
0.43532, 0, 2.03602e-08, 2.2498e-29, 1.41421, -2.03602e-08, 0, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 2.2498e-29, 4.8932e-10, 2.2498e-29, 2.2498e-29, 1.62907e-11, 2.2498e-29, 1.98545e-08, 2.2498e-29, 2.2498e-29, 2.2498e-29
0.443189, 0, 2.91292e-08, 1.02128e-28, 1.41421, -2.91292e-08, 0, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 1.02128e-28, 7.02927e-10, 1.02128e-28, 1.02128e-28, 2.61799e-11, 1.02128e-28, 2.84001e-08, 1.02128e-28, 1.02128e-28, 1.02128e-28
0.451059, 0, 4.13886e-08, 4.4421e-28, 1.41421, -4.13886e-08, 0, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 4.4421e-28, 1.00346e-09, 4.4421e-28, 4.4421e-28, 4.19991e-11, 4.4421e-28, 4.03432e-08, 4.4421e-28, 4.4421e-28, 4.4421e-28
0.458929, 0, 5.84079e-08, 1.84246e-27, 1.41421, -5.84079e-08, 0, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.84246e-27, 1.42369e-09, 1.84246e-27, 1.84246e-27, 6.7234e-11, 1.84246e-27, 5.6917e-08, 1.84246e-27, 1.84246e-27, 1.84246e-27
0.466799, 0, 8.18713e-08, 7.29712e-27, 1.41421, -8.18713e-08, 0, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 7.29712e-27, 2.00779e-09, 7.29712e-27, 7.29712e-27, 1.07353e-10, 7.29712e-27, 7.97561e-08, 7.29712e-27, 7.29712e-27, 7.29712e-27
0.474669, 0, 1.13998e-07, 2.76235e-26, 1.41421, -1.13998e-07, 0, 2.76235e-26, 2.76235e-26, 2.76235e-26, 2.76235e-26, 2.76235e-26, 5.21382e-13, 2.76235e-26, 2.76235e-26, 2.76235e-26, 2.81492e-09, 2.76235e-26, 2.76235e-26, 1.7088e-10, 2.76235e-26, 1.11012e-07, 2.76235e-26, 2.76235e-26, 2.76235e-26
0.482539, 0, 1.5769e-07, 1.00113e-25, 1.41421, -1.5769e-07, 0, 1.00113e-25, 1.00113e-25, 1.00113e-25, 1.00113e-25, 1.00113e-25, 1.77296e-12, 1.00113e-25, 1.00113e-25, 1.00113e-25, 3.92388e-09, 1.00113e-25, 1.00113e-25, 2.71004e-10, 1.00113e-25, 1.53493e-07, 1.00113e-25, 1.00113e-25, 1.00113e-25
0.490409, 0, 2.16714e-07, 3.50737e-25, 1.41421, -2.16714e-07, 0, 3.50737e-25, 3.50737e-25, 3.50737e-25, 3.50737e-25, 3.50737e-25, 4.68544e-12, 3.50737e-25, 3.50737e-25, 3.50737e-25, 5.43904e-09, 3.50737e-25, 3.50737e-25, 4.27972e-10, 3.50737e-25, 2.10843e-07, 3.50737e-25, 3.50737e-25, 3.50737e-25
0.498279, 0, 2.97756e-07, 1.10385e-10, 1.41421, -2.97756e-07, 1.10385e-10, 1.10408e-10, 1.10403e-10, 7.37176e-10, 1.46521e-10, 1.20584e-10, 1.46076e-10, 1.42289e-10, 1.18602e-10, 1.03938e-09, 7.60838e-09, 1.1315e-10, 1.10385e-10, 7.82979e-10, 1.10387e-10, 2.87889e-07, 1.10385e-10, 1.10385e-10, 1.2532e-10
0.506149, 0, 4.07737e-07, 3.73943e-10, 1.41421, -4.07737e-07, 3.73943e-10, 3.74021e-10, 3.74004e-10, 2.49427e-09, 4.96187e-10, 4.08445e-10, 4.82381e-10, 4.8187e-10, 4.01739e-10, 3.51656e-09, 1.06548e-08, 3.83299e-10, 3.73943e-10, 1.42529e-09, 3.73949e-10, 3.90681e-07, 3.73943e-10, 3.73943e-10, 4.24466e-10
0.514019, 0, 5.57838e-07, 9.84117e-10, 1.41421, -5.57838e-07, 9.84117e-10, 9.84321e-10, 9.84276e-10, 6.56191e-09, 1.30569e-09, 1.07488e-09, 1.25868e-09, 1.26803e-09, 1.05724e-09, 9.25118e-09, 1.50062e-08, 1.00873e-09, 9.84117e-10, 2.61774e-09, 9.84133e-10, 5.27136e-07, 9.84117e-10, 9.84117e-10, 1.11702e-09
0.521889, 0, 7.65017e-07, 2.36145e-09, 1.41421, -7.65017e-07, 2.36145e-09, 2.36193e-09, 2.36183e-09, 1.57405e-08, 3.13279e-09, 2.57915e-09, 3.00619e-09, 3.04245e-09, 2.53684e-09, 2.2191e-08, 2.13872e-08, 2.42048e-09, 2.36145e-09, 4.88343e-09, 2.36148e-09, 7.07392e-07, 2.36145e-09, 2.36145e-09, 2.68024e-09
0.529759, 0, 1.05664e-06, 5.39561e-09, 1.41421, -1.05664e-06, 5.39561e-09, 5.39672e-09, 5.39648e-09, 3.59561e-08, 7.15752e-09, 5.89288e-09, 6.84557e-09, 6.95116e-09, 5.79623e-09, 5.06905e-08, 3.10787e-08, 5.53045e-09, 5.39561e-09, 9.26208e-09, 5.39569e-09, 9.44701e-07, 5.39561e-09, 5.39561e-09, 6.12379e-09
0.537629, 0, 1.4792e-06, 1.19233e-08, 1.41421, -1.4792e-06, 1.19233e-08, 1.19258e-08, 1.19252e-08, 7.94415e-08, 1.58159e-08, 1.30219e-08, 1.53325e-08, 1.536e-08, 1.28084e-08, 1.11995e-07, 4.64184e-08, 1.22212e-08, 1.19233e-08, 1.78151e-08, 1.19235e-08, 1.25659e-06, 1.19233e-08, 1.19233e-08, 1.35321e-08
0.545499, 0, 2.11413e-06, 2.56441e-08, 1.41421, -2.11413e-06, 2.56441e-08, 2.56494e-08, 2.56482e-08, 1.70832e-07, 3.40146e-08, 2.80065e-08, 3.3445e-08, 3.30343e-08, 2.75474e-08, 2.40833e-07, 7.1744e-08, 2.62847e-08, 2.56441e-08, 3.45472e-08, 2.56445e-08, 1.66681e-06, 2.56441e-08, 2.56441e-08, 2.91035e-08
0.553369, 0, 3.11213e-06, 5.38259e-08, 1.41421, -3.11213e-06, 5.38259e-08, 5.3837e-08, 5.38346e-08, 3.5852e-07, 7.13925e-08, 5.87838e-08, 7.58042e-08, 6.93351e-08, 5.78202e-08, 5.05425e-07, 1.15131e-07, 5.51703e-08, 5.38259e-08, 6.71752e-08, 5.38268e-08, 2.20855e-06, 5.38259e-08, 5.38259e-08, 6.1086e-08
0.561239, 0, 4.73831e-06, 1.10399e-07, 1.41421, -4.73831e-06, 1.10399e-07, 1.10422e-07, 1.10417e-07, 7.35235e-07, 1.46423e-07, 1.20566e-07, 1.63022e-07, 1.42203e-07, 1.1859e-07, 1.03649e-06, 1.91526e-07, 1.13156e-07, 1.10399e-07, 1.30256e-07, 1.104e-07, 2.92989e-06, 1.10399e-07, 1.10399e-07, 1.25287e-07
0.569109, 0, 7.47485e-06, 2.21401e-07, 1.41421, -7.47485e-06, 2.21401e-07, 2.21447e-07, 2.21437e-07, 1.47429e-06, 2.93634e-07, 2.41788e-07, 3.39001e-07, 2.85174e-07, 2.37826e-07, 2.07835e-06, 3.28243e-07, 2.2693e-07, 2.21401e-07, 2.50704e-07, 2.21405e-07, 3.90299e-06, 2.21401e-07, 2.21401e-07, 2.51254e-07
0.576979, 0, 1.21826e-05, 4.34311e-07, 1.41421, -1.21826e-05, 4.34311e-07, 4.34401e-07, 4.34381e-07, 2.89162e-06, 5.75983e-07, 4.74296e-07, 6.86674e-07, 5.59391e-07, 4.66525e-07, 4.07639e-06, 5.74351e-07, 4.45154e-07, 4.34311e-07, 4.77208e-07, 4.34318e-07, 5.23936e-06, 4.34311e-07, 4.34311e-07, 4.92863e-07
0.584849, 0, 2.03741e-05, 8.33545e-07, 1.41421, -2.03741e-05, 8.33545e-07, 8.33717e-07, 8.33679e-07, 5.54889e-06, 1.1054e-06, 9.10272e-07, 1.3593e-06, 1.07356e-06, 8.9536e-07, 7.82233e-06, 1.01624e-06, 8.54351e-07, 8.33545e-07, 8.95851e-07, 8.33558e-07, 7.11532e-06, 8.33545e-07, 8.33545e-07, 9.459e-07
0.592719, 0, 3.46601e-05, 1.5655e-06, 1.41421, -3.46601e-05, 1.5655e-06, 1.56582e-06, 1.56575e-06, 1.04198e-05, 2.07598e-06, 1.70957e-06, 2.63632e-06, 2.01619e-06, 1.68157e-06, 1.46889e-05, 1.80277e-06, 1.60456e-06, 1.5655e-06, 1.65531e-06, 1.56552e-06, 9.81256e-06, 1.5655e-06, 1.5655e-06, 1.77647e-06
0.600589, 0, 5.94578e-05, 2.87766e-06, 1.41421, -5.94578e-05, 2.87766e-06, 2.87825e-06, 2.87812e-06, 1.91503e-05, 3.81583e-06, 3.14244e-06, 5.02176e-06, 3.70595e-06, 3.09098e-06, 2.6996e-05, 3.18447e-06, 2.94946e-06, 2.87766e-06, 3.00618e-06, 2.8777e-06, 1.37821e-05, 2.87766e-06, 2.87766e-06, 3.2654e-06
0.608459, 0, 0.000102069, 5.17799e-06, 1.41421, -0.000102069, 5.17799e-06, 5.17906e-06, 5.17882e-06, 3.44526e-05, 6.86576e-06, 5.65434e-06, 9.39774e-06, 6.66809e-06, 5.56176e-06, 4.85669e-05, 5.57307e-06, 5.30716e-06, 5.17799e-06, 5.36068e-06, 5.17807e-06, 1.97414e-05, 5.17799e-06, 5.17799e-06, 5.87553e-06
0.616329, 0, 0.000174298, 9.12191e-06, 1.41421, -0.000174298, 9.12191e-06, 9.12379e-06, 9.12338e-06, 6.06823e-05, 1.20945e-05, 9.96089e-06, 1.72829e-05, 1.17464e-05, 9.79783e-06, 8.55416e-05, 9.62866e-06, 9.34941e-06, 9.12191e-06, 9.37999e-06, 9.12205e-06, 2.8821e-05, 9.12191e-06, 9.12191e-06, 1.03505e-05
0.624199, 0, 0.00029478, 1.57356e-05, 1.41421, -0.00029478, 1.57356e-05, 1.57388e-05, 1.57381e-05, 0.000104657, 2.08622e-05, 1.71825e-05, 3.12421e-05, 2.02617e-05, 1.69013e-05, 0.000147529, 1.63832e-05, 1.61279e-05, 1.57356e-05, 1.60981e-05, 1.57358e-05, 4.27657e-05, 1.57356e-05, 1.57356e-05, 1.78543e-05
0.632069, 0, 0.000492241, 2.65839e-05, 1.41421, -0.000492241, 2.65839e-05, 2.65894e-05, 2.65882e-05, 0.000176768, 3.52425e-05, 2.90276e-05, 5.55234e-05, 3.42284e-05, 2.85527e-05, 0.000249178, 2.74089e-05, 2.72466e-05, 2.65839e-05, 2.70908e-05, 2.65843e-05, 6.42246e-05, 2.65839e-05, 2.65839e-05, 3.01624e-05
0.639939, 0, 0.000809926, 4.39917e-05, 1.41421, -0.000809926, 4.39917e-05, 4.40008e-05, 4.39988e-05, 0.000292446, 5.83159e-05, 4.80345e-05, 9.70285e-05, 5.66382e-05, 4.72487e-05, 0.000412236, 4.50395e-05, 4.5088e-05, 4.39917e-05, 4.46976e-05, 4.39924e-05, 9.71335e-05, 4.39917e-05, 4.39917e-05, 4.99117e-05
