   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_289.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.79047, 58, 46.3971, 44.0656, 7.74597, 11.6029, 0, 44.0671, 46.3873, 44.0739, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656, 44.0656
6.79834, 54, 47.2816, 44.0622, 7.48331, 6.71836, 0, 44.0639, 47.2743, 44.0679, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622, 44.0622
6.8062, 54, 48.4963, 44.0581, 7.48331, 5.50371, 0, 44.06, 48.4907, 44.0619, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581, 44.0581
6.81407, 50, 50.1395, 44.0531, 7.2111, -0.139484, 0, 44.0551, 50.1349, 44.0557, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531, 44.0531
6.82193, 52, 52.3338, 44.0472, 7.34847, -0.333817, 0, 44.0494, 52.33, 44.0489, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472, 44.0472
6.8298, 70, 55.2279, 44.0402, 8.48528, 14.7721, 0, 44.0425, 55.2245, 44.0413, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402, 44.0402
6.83766, 84, 58.9987, 44.032, 9.27362, 25.0013, 0, 44.0345, 58.9955, 44.0327, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032, 44.032
6.84553, 78, 63.8533, 44.0223, 8.94427, 14.1467, 0, 44.0249, 63.8503, 44.0228, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223, 44.0223
6.85339, 94, 70.0284, 44.0109, 9.79796, 23.9716, 0, 44.0137, 70.0254, 44.0112, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109, 44.0109
6.86126, 110, 77.7886, 43.9974, 10.583, 32.2114, 0, 44.0002, 77.7856, 43.9976, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974, 43.9974
6.86912, 78, 87.4242, 43.9813, 8.94427, -9.42419, 0, 43.9842, 87.4212, 43.9814, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813, 43.9813
6.87699, 132, 99.2424, 43.9618, 11.5758, 32.7576, 0, 43.9648, 99.2393, 43.9619, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618, 43.9618
6.88485, 106, 113.558, 43.9383, 10.3923, -7.55843, 0, 43.9413, 113.555, 43.9384, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383, 43.9383
6.89272, 150, 130.688, 43.9096, 12.3288, 19.3116, 0, 43.9126, 130.685, 43.9097, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096, 43.9096
6.90058, 188, 150.922, 43.8745, 13.784, 37.0776, 0, 43.8774, 150.919, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745, 43.8745
6.90845, 214, 174.524, 43.8314, 14.6969, 39.4764, 0, 43.8343, 174.521, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314, 43.8314
6.91631, 218, 201.688, 43.7785, 14.8324, 16.3124, 0, 43.7813, 201.685, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785, 43.7785
6.92418, 222, 232.543, 43.7135, 14.9666, -10.5431, 0, 43.7161, 232.54, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135, 43.7135
6.93204, 280, 267.114, 43.6338, 16.7929, 12.8865, 0, 43.6364, 267.111, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338, 43.6338
6.93991, 338, 305.305, 43.5367, 18.4391, 32.6952, 0, 43.5391, 305.302, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367, 43.5367
6.94777, 414, 346.884, 43.4186, 20.3961, 67.1158, 0, 43.4209, 346.882, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186, 43.4186
6.95564, 476, 391.481, 43.2761, 21.8632, 84.519, 0, 43.2781, 391.479, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761, 43.2761
6.9635, 470, 438.55, 43.1051, 21.7256, 31.4496, 0, 43.107, 438.548, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051, 43.1051
6.97137, 482, 487.416, 42.9016, 22, -5.41565, 0, 42.9033, 487.414, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016, 42.9016
6.97923, 604, 537.232, 42.6612, 24.6171, 66.7682, 0, 42.6628, 537.23, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612, 42.6612
6.9871, 616, 587.048, 42.3797, 24.8596, 28.9517, 0, 42.3811, 587.047, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797, 42.3797
6.99497, 628, 635.998, 42.2475, 25.0998, -7.99756, 0, 42.2487, 635.996, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475, 42.2475
7.00283, 704, 682.84, 42.1452, 26.5707, 21.16, 0, 42.1463, 682.839, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452, 42.1452
7.0107, 714, 725.65, 41.2934, 26.7582, -11.6498, 0, 41.2944, 725.649, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934, 41.2934
7.01856, 744, 764.02, 40.3991, 27.313, -20.0197, 0, 40.3999, 764.019, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991, 40.3991
7.02643, 704, 796.891, 39.4651, 26.5707, -92.8914, 0, 39.4658, 796.891, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651, 39.4651
7.03429, 796, 823.34, 38.4944, 28.2489, -27.3396, 0, 38.495, 823.339, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944, 38.4944
7.04216, 770, 842.591, 37.4918, 27.7849, -72.5914, 0, 37.4924, 842.591, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918, 37.4918
7.05002, 832, 854.073, 36.4631, 28.8791, -22.0729, 0, 36.4636, 854.073, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631, 36.4631
7.05789, 764, 857.438, 35.4147, 27.6767, -93.438, 0, 35.4151, 857.438, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147, 35.4147
7.06575, 788, 852.578, 34.3544, 28.1069, -64.5779, 0, 34.3547, 852.578, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544, 34.3544
7.07362, 874, 839.632, 33.2898, 29.5973, 34.3685, 0, 33.2901, 839.631, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898, 33.2898
7.08148, 726, 818.978, 32.2295, 26.9815, -92.9784, 0, 32.2297, 818.978, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295, 32.2295
7.08935, 694, 791.212, 31.1815, 26.3818, -97.2123, 0, 31.1817, 791.212, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815, 31.1815
7.09721, 662, 757.121, 30.1543, 25.7682, -95.1206, 0, 30.1544, 757.12, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543, 30.1543
7.10508, 676, 717.641, 29.1556, 26.0384, -41.6413, 0, 29.1557, 717.641, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556, 29.1556
7.11294, 584, 673.823, 28.1919, 24.2074, -89.8234, 0, 28.192, 673.823, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919, 28.1919
7.12081, 600, 626.766, 27.2687, 24.5357, -26.7665, 0, 27.2688, 626.766, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687, 27.2687
7.12867, 530, 577.606, 26.3905, 23.0651, -47.6057, 0, 26.3906, 577.606, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905, 26.3905
7.13654, 470, 527.425, 25.5606, 21.7256, -57.425, 0, 25.5607, 527.425, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606, 25.5606
7.1444, 440, 477.265, 24.7812, 21.0238, -37.265, 0, 24.7813, 477.265, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812, 24.7812
7.15227, 368, 428.045, 24.053, 19.2354, -60.0453, 0, 24.0531, 428.045, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053, 24.053
7.16013, 366, 380.574, 23.376, 19.1833, -14.5739, 0, 23.376, 380.574, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376, 23.376
7.168, 322, 335.515, 22.7485, 18, -13.5151, 0, 22.7486, 335.515, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485, 22.7485
7.17586, 268, 293.388, 22.1677, 16.4317, -25.3878, 0, 22.1678, 293.388, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677, 22.1677
7.18373, 236, 254.553, 21.6302, 15.4272, -18.5527, 0, 21.6302, 254.553, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302, 21.6302
7.19159, 194, 219.246, 21.1315, 14, -25.2458, 0, 21.1316, 219.246, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315, 21.1315
7.19946, 152, 187.558, 20.6673, 12.4097, -35.558, 0, 20.6673, 187.558, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673, 20.6673
7.20732, 142, 159.477, 20.2329, 12, -17.4766, 0, 20.233, 159.477, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329, 20.2329
7.21519, 94, 134.894, 19.824, 9.79796, -40.8938, 0, 19.8241, 134.894, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824, 19.824
7.22306, 126, 113.622, 19.436, 11.3137, 12.3784, 0, 19.4361, 113.622, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436, 19.436
7.23092, 70, 95.4256, 19.0636, 8.48528, -25.4256, 0, 19.0637, 95.4255, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636, 19.0636
7.23879, 68, 80.0267, 18.7022, 8.3666, -12.0267, 0, 18.7023, 80.0266, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022, 18.7022
7.24665, 64, 67.1313, 18.3481, 8.12404, -3.1313, 0, 18.3482, 67.1312, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481, 18.3481
7.25452, 58, 56.4387, 17.9974, 7.74597, 1.56128, 0, 17.9975, 56.4387, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974, 17.9974
7.26238, 34, 47.6545, 17.6471, 6, -13.6545, 0, 17.6472, 47.6545, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471, 17.6471
7.27025, 34, 40.4995, 17.2949, 6, -6.49945, 0, 17.295, 40.4994, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949, 17.2949
7.27811, 26, 34.7158, 16.9392, 5.2915, -8.71583, 0, 16.9393, 34.7158, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392, 16.9392
7.28598, 30, 30.0695, 16.5784, 5.65685, -0.0694809, 0, 16.5784, 30.0694, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784, 16.5784
7.29384, 18, 26.301, 16.157, 4.47214, -8.30101, 0, 16.1571, 26.3009, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157, 16.157
7.30171, 14, 23.0428, 15.4862, 4, -9.04281, 0, 15.4863, 23.0427, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862, 15.4862
7.30957, 24, 20.7919, 15.2148, 5.09902, 3.20805, 0, 15.2149, 20.7919, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148, 15.2148
7.31744, 20, 19.0243, 14.9459, 4.69042, 0.975729, 0, 14.946, 19.0242, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459, 14.9459
7.3253, 14, 17.6341, 14.6791, 4, -3.63414, 0, 14.6792, 17.6341, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791, 14.6791
7.33317, 20, 16.5363, 14.4148, 4.69042, 3.46373, 0, 14.4148, 16.5362, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148, 14.4148
7.34103, 10, 15.6624, 14.1531, 3.4641, -5.66236, 0, 14.1532, 15.6623, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531, 14.1531
7.3489, 22, 14.9574, 13.8935, 4.89898, 7.04257, 0, 13.8936, 14.9573, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8935, 13.8936, 13.8935
7.35676, 14, 14.3796, 13.6364, 4, -0.379583, 0, 13.6364, 14.3795, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364, 13.6364
7.36463, 8, 13.9682, 13.4536, 3.16228, -5.96815, 0, 13.4537, 13.968, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4536, 13.4537, 13.4536
7.37249, 18, 13.6247, 13.2716, 4.47214, 4.37533, 0, 13.2717, 13.6245, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2716, 13.2717, 13.2716, 13.2716, 13.2717, 13.2716
7.38036, 4, 13.331, 13.0909, 2.44949, -9.33098, 0, 13.091, 13.3308, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.0909, 13.091, 13.0909
7.38822, 8, 13.1122, 12.9504, 3.16228, -5.11221, 0, 12.9505, 13.112, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9504, 12.9505, 12.9504
7.39609, 12, 12.9142, 12.8061, 3.74166, -0.914247, 0, 12.8061, 12.914, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8061, 12.8062, 12.8061
7.40395, 22, 12.7307, 12.6589, 4.89898, 9.26933, 0, 12.659, 12.7304, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6589, 12.6591, 12.6589
7.41182, 12, 12.5581, 12.5108, 3.74166, -0.558076, 0, 12.5109, 12.5577, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5108, 12.5111, 12.5108
7.41968, 14, 12.3946, 12.3636, 4, 1.60544, 0, 12.3637, 12.3941, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.3636, 12.364, 12.3636
7.42755, 24, 12.2944, 12.2742, 5.09902, 11.7056, 0, 12.2743, 12.2939, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2742, 12.2747, 12.2742
7.43541, 12, 12.1979, 12.1847, 3.74166, -0.19793, 0, 12.1848, 12.1972, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1847, 12.1853, 12.1847
7.44328, 10, 12.1031, 12.0943, 3.4641, -2.1031, 0, 12.0944, 12.1022, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0943, 12.0951, 12.0943
7.45115, 8, 12.0088, 12.0027, 3.16228, -4.00876, 0, 12.0028, 12.0077, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0027, 12.0037, 12.0027
7.45901, 10, 11.9135, 11.9091, 3.4641, -1.91354, 0, 11.9092, 11.9122, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9091, 11.9103, 11.9091
7.46688, 20, 11.8169, 11.8134, 4.69042, 8.1831, 0, 11.8135, 11.8153, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8134, 11.8149, 11.8134
7.47474, 16, 11.7185, 11.7154, 4.24264, 4.2815, 0, 11.7155, 11.7166, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7154, 11.7172, 11.7154
7.48261, 8, 11.6185, 11.6155, 3.16228, -3.6185, 0, 11.6156, 11.6162, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6155, 11.6177, 11.6155
7.49047, 18, 11.5173, 11.5141, 4.47214, 6.48272, 0, 11.5142, 11.5145, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5141, 11.5168, 11.5141
7.49834, 14, 11.4146, 11.4111, 4, 2.58542, 0, 11.4112, 11.4113, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4111, 11.4142, 11.4111
7.5062, 6, 11.3104, 11.3065, 2.82843, -5.31042, 0, 11.3066, 11.3066, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3065, 11.3102, 11.3065
7.51407, 18, 11.2045, 11.2, 4.47214, 6.79551, 0, 11.2001, 11.2001, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2, 11.2043, 11.2
7.52193, 12, 11.0969, 11.0918, 3.74166, 0.903129, 0, 11.0919, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0918, 11.0967, 11.0918
7.5298, 8, 10.9882, 10.9824, 3.16228, -2.98818, 0, 10.9825, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9824, 10.9881, 10.9824
7.53766, 12, 10.8788, 10.8723, 3.74166, 1.12117, 0, 10.8724, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8723, 10.8787, 10.8723
7.54553, 12, 10.7688, 10.7615, 3.74166, 1.23125, 0, 10.7616, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7615, 10.7687, 10.7615
7.55339, 24, 10.6582, 10.6502, 5.09902, 13.3418, 0, 10.6503, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6502, 10.6581, 10.6502
7.56126, 20, 10.5478, 10.539, 4.69042, 9.45219, 0, 10.5391, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.539, 10.5477, 10.539
7.56912, 12, 10.4379, 10.4284, 3.74166, 1.56208, 0, 10.4285, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4284, 10.4378, 10.4284
7.57699, 16, 10.3282, 10.318, 4.24264, 5.6718, 0, 10.3181, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.318, 10.3281, 10.318
7.58485, 6, 10.2188, 10.2079, 2.82843, -4.21883, 0, 10.208, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2079, 10.2187, 10.2079
7.59272, 16, 10.11, 10.0985, 4.24264, 5.89002, 0, 10.0986, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.0985, 10.1099, 10.0985
7.60058, 8, 10.0018, 9.9898, 3.16228, -2.00181, 0, 9.98991, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 9.9898, 10.0017, 9.9898
7.60845, 12, 9.89397, 9.88154, 3.74166, 2.10603, 0, 9.88165, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.88154, 9.89386, 9.88154
7.61631, 8, 9.7866, 9.77386, 3.16228, -1.7866, 0, 9.77398, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.77386, 9.78649, 9.77386
7.62418, 18, 9.67988, 9.66695, 4.47214, 8.32012, 0, 9.66706, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.66695, 9.67976, 9.66695
