   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_258.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.73243, 52, 52.7493, 12.6841, 7.34847, -0.749317, 0, 12.6842, 12.6842, 12.8002, 12.6865, 12.6852, 52.6264, 12.6841, 12.6841, 12.6841, 12.6841, 12.6841, 12.6841, 12.6841, 12.6841, 12.6841, 12.6868, 12.6841, 12.6847, 12.6841
3.7403, 48, 49.6978, 12.7673, 7.07107, -1.69779, 0, 12.7673, 12.7673, 12.8834, 12.7696, 12.7684, 49.5756, 12.7673, 12.7673, 12.7673, 12.7673, 12.7673, 12.7673, 12.7673, 12.7673, 12.7673, 12.7695, 12.7673, 12.7677, 12.7673
3.74817, 52, 46.4189, 12.8507, 7.34847, 5.58112, 0, 12.8507, 12.8507, 12.9668, 12.853, 12.8518, 46.2972, 12.8507, 12.8507, 12.8507, 12.8507, 12.8507, 12.8507, 12.8507, 12.8507, 12.8507, 12.8524, 12.8507, 12.8509, 12.8507
3.75604, 46, 43.0243, 12.9344, 6.9282, 2.97573, 0, 12.9344, 12.9344, 13.0505, 12.9367, 12.9355, 42.9031, 12.9344, 12.9344, 12.9344, 12.9344, 12.9344, 12.9344, 12.9344, 12.9344, 12.9344, 12.9358, 12.9344, 12.9345, 12.9344
3.76391, 44, 39.6197, 13.0183, 6.78233, 4.38033, 0, 13.0184, 13.0184, 13.1344, 13.0207, 13.0195, 39.4988, 13.0183, 13.0183, 13.0183, 13.0183, 13.0183, 13.0183, 13.0183, 13.0183, 13.0183, 13.0194, 13.0183, 13.0184, 13.0183
3.77177, 42, 36.2987, 13.1026, 6.63325, 5.70128, 0, 13.1026, 13.1026, 13.2187, 13.1049, 13.1038, 36.1781, 13.1026, 13.1026, 13.1026, 13.1026, 13.1026, 13.1026, 13.1026, 13.1026, 13.1026, 13.1034, 13.1026, 13.1027, 13.1026
3.77964, 12, 33.1407, 13.1871, 3.74166, -21.1407, 0, 13.1872, 13.1872, 13.3032, 13.1895, 13.1883, 33.0202, 13.1871, 13.1871, 13.1871, 13.1871, 13.1871, 13.1871, 13.1871, 13.1871, 13.1871, 13.1878, 13.1871, 13.1872, 13.1871
3.78751, 30, 30.2078, 13.2719, 5.65685, -0.207829, 0, 13.272, 13.272, 13.388, 13.2743, 13.2732, 30.0875, 13.2719, 13.2719, 13.2719, 13.2719, 13.2719, 13.2719, 13.2719, 13.2719, 13.2719, 13.2724, 13.2719, 13.272, 13.2719
3.79538, 34, 27.5448, 13.357, 6, 6.45525, 0, 13.3571, 13.357, 13.4731, 13.3594, 13.3583, 27.4245, 13.357, 13.357, 13.357, 13.357, 13.357, 13.357, 13.357, 13.357, 13.357, 13.3574, 13.357, 13.3571, 13.357
3.80324, 14, 25.1792, 13.4424, 4, -11.1792, 0, 13.4424, 13.4424, 13.5585, 13.4447, 13.4437, 25.059, 13.4424, 13.4424, 13.4424, 13.4424, 13.4424, 13.4424, 13.4424, 13.4424, 13.4424, 13.4427, 13.4424, 13.4425, 13.4424
3.81111, 28, 23.1235, 13.5281, 5.47723, 4.87654, 0, 13.5281, 13.5281, 13.6441, 13.5304, 13.5294, 23.0032, 13.5281, 13.5281, 13.5281, 13.5281, 13.5281, 13.5281, 13.5281, 13.5281, 13.5281, 13.5283, 13.5281, 13.5281, 13.5281
3.81898, 10, 21.3769, 13.614, 3.4641, -11.3769, 0, 13.6141, 13.614, 13.7301, 13.6164, 13.6154, 21.2567, 13.614, 13.614, 13.614, 13.614, 13.614, 13.614, 13.614, 13.614, 13.614, 13.6142, 13.614, 13.6141, 13.614
3.82685, 8, 19.9286, 13.7002, 3.16228, -11.9286, 0, 13.7003, 13.7003, 13.8163, 13.7026, 13.7017, 19.8083, 13.7002, 13.7002, 13.7002, 13.7002, 13.7002, 13.7002, 13.7002, 13.7002, 13.7002, 13.7004, 13.7002, 13.7004, 13.7002
3.83471, 8, 18.7603, 13.7867, 3.16228, -10.7603, 0, 13.7868, 13.7868, 13.9028, 13.7891, 13.7882, 18.6399, 13.7867, 13.7867, 13.7867, 13.7867, 13.7867, 13.7867, 13.7867, 13.7867, 13.7867, 13.7868, 13.7867, 13.787, 13.7867
3.84258, 10, 17.8489, 13.8735, 3.4641, -7.84889, 0, 13.8736, 13.8735, 13.9896, 13.8759, 13.875, 17.7283, 13.8735, 13.8735, 13.8735, 13.8735, 13.8735, 13.8735, 13.8735, 13.8735, 13.8735, 13.8736, 13.8735, 13.8739, 13.8735
3.85045, 8, 17.1692, 13.9605, 3.16228, -9.16924, 0, 13.9606, 13.9606, 14.0766, 13.9629, 13.962, 17.0484, 13.9605, 13.9605, 13.9605, 13.9605, 13.9605, 13.9605, 13.9605, 13.9605, 13.9605, 13.9606, 13.9605, 13.9612, 13.9605
3.85832, 12, 16.6958, 14.0478, 3.74166, -4.69583, 0, 14.0478, 14.0478, 14.1638, 14.0502, 14.0493, 16.5747, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0478, 14.0487, 14.0478
3.86619, 8, 16.4043, 14.1352, 3.16228, -8.40427, 0, 14.1353, 14.1353, 14.2513, 14.1377, 14.1368, 16.2827, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1352, 14.1365, 14.1352
3.87405, 20, 16.2723, 14.2228, 4.69042, 3.72771, 0, 14.2229, 14.2229, 14.3389, 14.2254, 14.2244, 16.1501, 14.2228, 14.2228, 14.2228, 14.2228, 14.2228, 14.2228, 14.2228, 14.2228, 14.2228, 14.2229, 14.2228, 14.2246, 14.2228
3.88192, 14, 16.2801, 14.3106, 4, -2.28011, 0, 14.3106, 14.3106, 14.4267, 14.3133, 14.3122, 16.1571, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.3106, 14.313, 14.3106
3.88979, 8, 16.4104, 14.3984, 3.16228, -8.41038, 0, 14.3985, 14.3984, 14.5145, 14.4013, 14.4001, 16.2864, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.3984, 14.4017, 14.3984
3.89766, 8, 16.648, 14.4862, 3.16228, -8.64797, 0, 14.4863, 14.4863, 14.6023, 14.4893, 14.488, 16.5227, 14.4862, 14.4862, 14.4862, 14.4862, 14.4862, 14.4862, 14.4862, 14.4862, 14.4863, 14.4863, 14.4862, 14.4906, 14.4862
3.90552, 8, 16.9793, 14.574, 3.16228, -8.9793, 0, 14.5741, 14.5741, 14.6901, 14.5774, 14.5758, 16.8524, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.574, 14.5797, 14.574
3.91339, 14, 17.3917, 14.6617, 4, -3.39166, 0, 14.6618, 14.6617, 14.7778, 14.6654, 14.6635, 17.2628, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.6617, 14.669, 14.6617
3.92126, 10, 17.8725, 14.7492, 3.4641, -7.87254, 0, 14.7492, 14.7492, 14.8652, 14.7533, 14.751, 17.7412, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7492, 14.7584, 14.7492
3.92913, 12, 18.409, 14.8363, 3.74166, -6.40898, 0, 14.8364, 14.8363, 14.9524, 14.841, 14.8381, 18.2747, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8363, 14.8478, 14.8363
3.93699, 18, 18.9871, 14.9231, 4.47214, -0.987089, 0, 14.9231, 14.9231, 15.0391, 14.9286, 14.9249, 18.8493, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9231, 14.9373, 14.9231
3.94486, 12, 19.5917, 15.0093, 3.74166, -7.59167, 0, 15.0094, 15.0094, 15.1254, 15.0159, 15.0112, 19.4498, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0093, 15.0266, 15.0093
3.95273, 22, 20.2064, 15.095, 4.89898, 1.79365, 0, 15.0951, 15.0951, 15.2111, 15.1029, 15.097, 20.0597, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.095, 15.1157, 15.095
3.9606, 18, 20.8138, 15.1801, 4.47214, -2.81377, 0, 15.1801, 15.1801, 15.2962, 15.1897, 15.1821, 20.6616, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.1801, 15.2045, 15.1801
3.96846, 16, 21.3959, 15.2645, 4.24264, -5.39594, 0, 15.2645, 15.2645, 15.3805, 15.2762, 15.2665, 21.2376, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2645, 15.2928, 15.2645
3.97633, 26, 21.935, 15.3481, 5.2915, 4.06496, 0, 15.3481, 15.3481, 15.4642, 15.3625, 15.3501, 21.7698, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3481, 15.3806, 15.3481
3.9842, 22, 22.4141, 15.4309, 4.89898, -0.414141, 0, 15.431, 15.4309, 15.547, 15.4487, 15.433, 22.2412, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4309, 15.4678, 15.4309
3.99207, 26, 22.8182, 15.513, 5.2915, 3.18179, 0, 15.513, 15.513, 15.6291, 15.5349, 15.5151, 22.6368, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.513, 15.5541, 15.513
3.99994, 18, 23.1348, 15.5943, 4.47214, -5.13479, 0, 15.5944, 15.5944, 15.7104, 15.6213, 15.5965, 22.9442, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.5943, 15.6396, 15.5943
4.0078, 24, 23.3548, 15.675, 5.09902, 0.645163, 0, 15.675, 15.675, 15.7911, 15.7081, 15.6772, 23.1543, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.675, 15.7241, 15.675
4.01567, 12, 23.4732, 15.755, 3.74166, -11.4732, 0, 15.7551, 15.7551, 15.8711, 15.7954, 15.7573, 23.2619, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.755, 15.8075, 15.755
4.02354, 12, 23.4891, 15.8346, 3.74166, -11.4891, 0, 15.8346, 15.8346, 15.9506, 15.8835, 15.8368, 23.2663, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.8346, 15.89, 15.8346
4.03141, 18, 23.4057, 15.9137, 4.47214, -5.40572, 0, 15.9137, 15.9137, 16.0298, 15.9725, 15.916, 23.1708, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9137, 15.9713, 15.9137
4.03927, 12, 23.2305, 15.9926, 3.74166, -11.2305, 0, 15.9926, 15.9926, 16.1086, 16.0626, 15.9949, 22.9828, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 15.9926, 16.0517, 15.9926
4.04714, 32, 22.9743, 16.0713, 5.83095, 9.02573, 0, 16.0714, 16.0713, 16.1874, 16.1541, 16.0737, 22.7131, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.0713, 16.1311, 16.0713
4.05501, 26, 22.6505, 16.15, 5.2915, 3.34946, 0, 16.1501, 16.1501, 16.2661, 16.2469, 16.1525, 22.3754, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.15, 16.2098, 16.15
4.06288, 32, 22.2747, 16.2289, 5.83095, 9.72532, 0, 16.229, 16.229, 16.345, 16.341, 16.2314, 21.9852, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2289, 16.2878, 16.2289
4.07074, 22, 21.863, 16.3081, 4.89898, 0.137005, 0, 16.3082, 16.3081, 16.4242, 16.4364, 16.3106, 21.5589, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3081, 16.3652, 16.3081
4.07861, 22, 21.4318, 16.3877, 4.89898, 0.568226, 0, 16.3877, 16.3877, 16.5038, 16.5329, 16.3902, 21.113, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.3877, 16.4424, 16.3877
4.08648, 28, 20.9964, 16.4677, 5.47723, 7.00363, 0, 16.4678, 16.4677, 16.5838, 16.6303, 16.4703, 20.6633, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.4677, 16.5194, 16.4677
4.09435, 12, 20.5706, 16.5483, 3.74166, -8.57064, 0, 16.5484, 16.5484, 16.6644, 16.7282, 16.5509, 20.2237, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5483, 16.5965, 16.5483
4.10222, 16, 20.1662, 16.6296, 4.24264, -4.16622, 0, 16.6296, 16.6296, 16.7456, 16.8262, 16.6322, 19.8063, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6296, 16.6739, 16.6296
4.11008, 16, 19.7924, 16.7115, 4.24264, -3.79237, 0, 16.7115, 16.7115, 16.8276, 16.9239, 16.7142, 19.4207, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7115, 16.7518, 16.7115
4.11795, 16, 19.4557, 16.7941, 4.24264, -3.45573, 0, 16.7941, 16.7941, 16.9102, 17.0208, 16.7968, 19.074, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.7941, 16.8302, 16.7941
4.12582, 10, 19.1605, 16.8774, 3.4641, -9.16049, 0, 16.8774, 16.8774, 16.9935, 17.1163, 16.8801, 18.7706, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.8774, 16.9093, 16.8774
4.13369, 16, 18.9085, 16.9614, 4.24264, -2.90848, 0, 16.9614, 16.9614, 17.0774, 17.2101, 16.9642, 18.5128, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9614, 16.9893, 16.9614
4.14155, 12, 18.6996, 17.046, 3.74166, -6.69958, 0, 17.0461, 17.0461, 17.1621, 17.3018, 17.0489, 18.3006, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.046, 17.0702, 17.046
4.14942, 14, 18.5321, 17.1313, 4, -4.53209, 0, 17.1314, 17.1314, 17.2474, 17.391, 17.1342, 18.1325, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1313, 17.1521, 17.1313
4.15729, 16, 18.4031, 17.2173, 4.24264, -2.40309, 0, 17.2173, 17.2173, 17.3333, 17.4777, 17.2202, 18.0058, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.2173, 17.235, 17.2173
4.16516, 26, 18.309, 17.3038, 5.2915, 7.69104, 0, 17.3038, 17.3038, 17.4199, 17.5616, 17.3068, 17.9167, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.3038, 17.319, 17.3038
4.17302, 12, 18.2456, 17.3908, 3.74166, -6.24559, 0, 17.3909, 17.3908, 17.5069, 17.643, 17.3939, 17.861, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.3908, 17.404, 17.3908
4.18089, 8, 18.2089, 17.4784, 3.16228, -10.2089, 0, 17.4784, 17.4784, 17.5945, 17.7219, 17.4815, 17.8344, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.4784, 17.49, 17.4784
4.18876, 16, 18.1948, 17.5664, 4.24264, -2.19481, 0, 17.5664, 17.5664, 17.6825, 17.7987, 17.5696, 17.8325, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5664, 17.5771, 17.5664
4.19663, 10, 18.1997, 17.6549, 3.4641, -8.19974, 0, 17.6549, 17.6549, 17.771, 17.8736, 17.6581, 17.8512, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6549, 17.6652, 17.6549
4.20449, 16, 18.2204, 17.7437, 4.24264, -2.22041, 0, 17.7438, 17.7438, 17.8598, 17.9472, 17.7471, 17.8867, 17.7437, 17.7437, 17.7437, 17.7437, 17.7437, 17.7437, 17.7437, 17.7437, 17.7438, 17.7437, 17.7437, 17.7544, 17.7437
4.21236, 18, 18.2541, 17.833, 4.47214, -0.254108, 0, 17.8331, 17.8331, 17.9491, 18.0199, 17.8366, 17.9358, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.833, 17.8447, 17.833
4.22023, 20, 18.2986, 17.9227, 4.69042, 1.70142, 0, 17.9227, 17.9227, 18.0388, 18.0923, 17.9265, 17.9956, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9227, 17.9361, 17.9227
4.2281, 8, 18.352, 18.0127, 3.16228, -10.352, 0, 18.0127, 18.0127, 18.1288, 18.1647, 18.0169, 18.0637, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0127, 18.0286, 18.0127
4.23597, 12, 18.4131, 18.103, 3.74166, -6.41313, 0, 18.1031, 18.1031, 18.2191, 18.2376, 18.1078, 18.1383, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.103, 18.1222, 18.103
4.24383, 20, 18.4808, 18.1937, 4.69042, 1.51917, 0, 18.1937, 18.1937, 18.3098, 18.3114, 18.1993, 18.2178, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.1937, 18.2171, 18.1937
4.2517, 14, 18.5545, 18.2847, 4, -4.55446, 0, 18.2847, 18.2847, 18.4008, 18.3864, 18.2916, 18.3009, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.2847, 18.3133, 18.2847
4.25957, 30, 18.6336, 18.376, 5.65685, 11.3664, 0, 18.376, 18.376, 18.4921, 18.4629, 18.3848, 18.3868, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.376, 18.4107, 18.376
4.26744, 10, 18.7179, 18.4676, 3.4641, -8.71791, 0, 18.4676, 18.4676, 18.5838, 18.541, 18.4793, 18.4747, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.4676, 18.5094, 18.4676
4.2753, 12, 18.8075, 18.5595, 3.74166, -6.80748, 0, 18.5595, 18.5595, 18.6757, 18.6208, 18.5754, 18.5641, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.5595, 18.6093, 18.5595
4.28317, 14, 18.9024, 18.6517, 4, -4.9024, 0, 18.6517, 18.6517, 18.768, 18.7024, 18.6735, 18.6546, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.6517, 18.7105, 18.6517
4.29104, 10, 19.003, 18.7442, 3.4641, -9.00299, 0, 18.7442, 18.7442, 18.8606, 18.7856, 18.7745, 18.746, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.7442, 18.8128, 18.7442
4.29891, 18, 19.1098, 18.8369, 4.47214, -1.10979, 0, 18.837, 18.837, 18.9535, 18.8706, 18.8791, 18.8381, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.8369, 18.9162, 18.8369
4.30677, 24, 19.2235, 18.93, 5.09902, 4.77649, 0, 18.93, 18.93, 19.0468, 18.957, 18.9884, 18.9307, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 18.93, 19.0205, 18.93
4.31464, 20, 19.3452, 19.0233, 4.69042, 0.654821, 0, 19.0234, 19.0234, 19.1405, 19.0449, 19.1038, 19.0238, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.0233, 19.1255, 19.0233
4.32251, 18, 19.476, 19.117, 4.47214, -1.47603, 0, 19.117, 19.117, 19.2345, 19.1341, 19.2269, 19.1172, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.117, 19.2309, 19.117
4.33038, 22, 19.6176, 19.2108, 4.89898, 2.38239, 0, 19.2109, 19.2109, 19.3291, 19.2245, 19.3596, 19.211, 19.2108, 19.2108, 19.2108, 19.2108, 19.2108, 19.2108, 19.2108, 19.2108, 19.2109, 19.2108, 19.2108, 19.3367, 19.2108
4.33825, 14, 19.7718, 19.305, 4, -5.77176, 0, 19.3051, 19.3051, 19.4243, 19.3158, 19.5041, 19.3051, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.305, 19.4425, 19.305
4.34611, 16, 19.9405, 19.3995, 4.24264, -3.94053, 0, 19.3995, 19.3995, 19.5201, 19.4081, 19.6627, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.3995, 19.548, 19.3995
4.35398, 18, 20.1262, 19.4942, 4.47214, -2.12624, 0, 19.4942, 19.4942, 19.6167, 19.5011, 19.8379, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.4942, 19.653, 19.4942
4.36185, 16, 20.3313, 19.5892, 4.24264, -4.33128, 0, 19.5892, 19.5892, 19.7143, 19.5948, 20.0324, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.5892, 19.7572, 19.5892
4.36972, 22, 20.558, 19.6844, 4.89898, 1.44198, 0, 19.6845, 19.6845, 19.8131, 19.6891, 20.2485, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.6844, 19.8604, 19.6844
4.37758, 24, 20.8088, 19.78, 5.09902, 3.19123, 0, 19.78, 19.78, 19.9136, 19.7839, 20.4885, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.78, 19.9625, 19.78
4.38545, 24, 21.0854, 19.8758, 5.09902, 2.91464, 0, 19.8758, 19.8758, 20.016, 19.8792, 20.7541, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 19.8758, 20.0632, 19.8758
4.39332, 18, 21.3892, 19.9718, 4.47214, -3.38921, 0, 19.9719, 19.9719, 20.121, 19.9749, 21.0462, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 19.9718, 20.1625, 19.9718
4.40119, 20, 21.721, 20.0682, 4.69042, -1.72102, 0, 20.0682, 20.0682, 20.2293, 20.071, 21.3649, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.0682, 20.2602, 20.0682
4.40905, 18, 22.0805, 20.1648, 4.47214, -4.08052, 0, 20.1648, 20.1648, 20.3417, 20.1674, 21.7091, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.1648, 20.3564, 20.1648
4.41692, 22, 22.4666, 20.2616, 4.89898, -0.466572, 0, 20.2617, 20.2617, 20.4595, 20.2642, 22.0765, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.2616, 20.4512, 20.2616
4.42479, 16, 22.8769, 20.3588, 4.24264, -6.87691, 0, 20.3588, 20.3588, 20.584, 20.3612, 22.4632, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.3588, 20.5447, 20.3588
4.43266, 28, 23.3082, 20.4562, 5.47723, 4.69181, 0, 20.4562, 20.4562, 20.7171, 20.4586, 22.864, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.4562, 20.6369, 20.4562
4.44053, 28, 23.7564, 20.5538, 5.47723, 4.24364, 0, 20.5539, 20.5539, 20.8611, 20.5562, 23.2722, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.5538, 20.7282, 20.5538
4.44839, 28, 24.2164, 20.6517, 5.47723, 3.78355, 0, 20.6518, 20.6518, 21.0186, 20.6541, 23.6802, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.6517, 20.8186, 20.6517
4.45626, 34, 24.6834, 20.7499, 6, 9.31656, 0, 20.75, 20.7499, 21.1928, 20.7523, 24.0792, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.7499, 20.9086, 20.7499
4.46413, 36, 25.1522, 20.8483, 6.16441, 10.8478, 0, 20.8484, 20.8484, 21.3877, 20.8507, 24.4602, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.8483, 20.9984, 20.8483
