   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_258.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.396543, 0, 4.04983e-09, 3.57425e-34, 1.41421, -4.04983e-09, 0, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 3.57425e-34, 2.8454e-13, 3.57425e-34, 1.94255e-12, 3.57425e-34, 4.0476e-09, 3.57425e-34, 3.57425e-34, 3.57425e-34
0.404411, 0, 6.17857e-09, 2.46612e-33, 1.41421, -6.17857e-09, 0, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 2.46612e-33, 4.71742e-13, 2.46612e-33, 3.20118e-12, 2.46612e-33, 6.17489e-09, 2.46612e-33, 2.46612e-33, 2.46612e-33
0.412279, 0, 9.35209e-09, 1.57318e-32, 1.41421, -9.35209e-09, 0, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 1.57318e-32, 7.81504e-13, 1.57318e-32, 5.2667e-12, 1.57318e-32, 9.34604e-09, 1.57318e-32, 1.57318e-32, 1.57318e-32
0.420146, 0, 1.40451e-08, 9.73435e-32, 1.41421, -1.40451e-08, 0, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 9.73435e-32, 1.2939e-12, 9.73435e-32, 8.65392e-12, 9.73435e-32, 1.40352e-08, 9.73435e-32, 9.73435e-32, 9.73435e-32
0.428014, 0, 2.09298e-08, 5.50808e-31, 1.41421, -2.09298e-08, 0, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 5.50808e-31, 2.14105e-12, 5.50808e-31, 1.42052e-11, 5.50808e-31, 2.09134e-08, 5.50808e-31, 5.50808e-31, 5.50808e-31
0.435882, 0, 3.09497e-08, 2.97331e-30, 1.41421, -3.09497e-08, 0, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 2.97331e-30, 3.54051e-12, 2.97331e-30, 2.32975e-11, 2.97331e-30, 3.09229e-08, 2.97331e-30, 2.97331e-30, 2.97331e-30
0.443749, 0, 4.54184e-08, 1.516e-29, 1.41421, -4.54184e-08, 0, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 1.516e-29, 5.84947e-12, 1.516e-29, 3.81773e-11, 1.516e-29, 4.53744e-08, 1.516e-29, 1.516e-29, 1.516e-29
0.451617, 0, 6.61486e-08, 7.29462e-29, 1.41421, -6.61486e-08, 0, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 7.29462e-29, 9.65215e-12, 7.29462e-29, 6.25007e-11, 7.29462e-29, 6.60765e-08, 7.29462e-29, 7.29462e-29, 7.29462e-29
0.459485, 0, 9.56218e-08, 3.35194e-28, 1.41421, -9.56218e-08, 0, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 3.35194e-28, 1.58998e-11, 3.35194e-28, 1.02196e-10, 3.35194e-28, 9.55037e-08, 3.35194e-28, 3.35194e-28, 3.35194e-28
0.467352, 0, 1.37207e-07, 1.46592e-27, 1.41421, -1.37207e-07, 0, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 1.46592e-27, 2.61333e-11, 1.46592e-27, 1.66836e-10, 1.46592e-27, 1.37014e-07, 1.46592e-27, 1.46592e-27, 1.46592e-27
0.47522, 0, 1.9544e-07, 6.10056e-27, 1.41421, -1.9544e-07, 0, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 6.10056e-27, 4.28336e-11, 6.10056e-27, 2.71789e-10, 6.10056e-27, 1.95126e-07, 6.10056e-27, 6.10056e-27, 6.10056e-27
0.483088, 0, 2.76385e-07, 3.83705e-26, 1.41421, -2.76385e-07, 0, 3.83705e-26, 3.83705e-26, 3.83705e-26, 3.83705e-26, 3.83705e-26, 3.83705e-26, 1.73419e-12, 3.83705e-26, 3.83705e-26, 3.83705e-26, 3.83705e-26, 7.00004e-11, 3.83705e-26, 4.41707e-10, 3.83705e-26, 2.75872e-07, 3.83705e-26, 3.83705e-26, 3.83705e-26
0.490955, 0, 3.88068e-07, 1.39765e-25, 1.41421, -3.88068e-07, 0, 1.39765e-25, 1.39765e-25, 1.39765e-25, 1.39765e-25, 1.39765e-25, 1.39765e-25, 6.07793e-12, 1.39765e-25, 1.39765e-25, 1.39765e-25, 1.39765e-25, 1.13888e-10, 1.39765e-25, 7.15201e-10, 1.39765e-25, 3.87233e-07, 1.39765e-25, 1.39765e-25, 1.39765e-25
0.498823, 0, 5.41054e-07, 4.92274e-25, 1.41421, -5.41054e-07, 0, 4.92274e-25, 4.92274e-25, 4.92274e-25, 4.92274e-25, 4.92274e-25, 4.92274e-25, 1.65994e-11, 4.92274e-25, 4.92274e-25, 4.92274e-25, 4.92274e-25, 1.84457e-10, 4.92274e-25, 1.15339e-09, 4.92274e-25, 5.39699e-07, 4.92274e-25, 4.92274e-25, 4.92274e-25
0.506691, 0, 7.51168e-07, 1.5082e-10, 1.41421, -7.51168e-07, 1.5082e-10, 1.50904e-10, 1.50883e-10, 3.61109e-10, 1.5524e-10, 1.51563e-10, 1.63702e-10, 2.73926e-10, 2.35646e-10, 1.54909e-09, 1.50911e-10, 1.52034e-10, 4.48075e-10, 1.50883e-10, 2.00212e-09, 1.50821e-10, 7.47157e-07, 1.5082e-10, 1.5082e-10, 1.76898e-10
0.514558, 0, 1.03726e-06, 5.20655e-10, 1.41421, -1.03726e-06, 5.20655e-10, 5.20947e-10, 5.20877e-10, 1.2536e-09, 5.3606e-10, 5.23246e-10, 5.65553e-10, 9.03692e-10, 8.16308e-10, 5.3942e-09, 5.20974e-10, 5.24886e-10, 9.97107e-10, 5.22308e-10, 3.47613e-09, 5.20659e-10, 1.02738e-06, 5.20655e-10, 5.20655e-10, 6.11549e-10
0.522426, 0, 1.42657e-06, 1.40527e-09, 1.41421, -1.42657e-06, 1.40527e-09, 1.40606e-09, 1.40587e-09, 3.39714e-09, 1.44713e-09, 1.41231e-09, 1.52728e-09, 2.4045e-09, 2.20874e-09, 1.46497e-08, 1.40613e-09, 1.41677e-09, 2.16441e-09, 1.41084e-09, 6.0949e-09, 1.40528e-09, 1.40365e-06, 1.40527e-09, 1.40527e-09, 1.65228e-09
0.530294, 0, 1.95776e-06, 3.4721e-09, 1.41421, -1.95776e-06, 3.4721e-09, 3.47407e-09, 3.47359e-09, 8.41372e-09, 3.57596e-09, 3.48957e-09, 3.77481e-09, 5.89425e-09, 5.46543e-09, 3.63302e-08, 3.47425e-09, 3.50063e-09, 4.67406e-09, 3.48746e-09, 1.08637e-08, 3.47213e-09, 1.90586e-06, 3.4721e-09, 3.4721e-09, 4.08492e-09
0.538162, 6, 2.68865e-06, 8.18188e-09, 2.82843, 6, 8.18188e-09, 8.18653e-09, 8.1854e-09, 1.98569e-08, 8.42726e-09, 8.22314e-09, 8.89705e-09, 1.38063e-08, 1.28913e-08, 8.58124e-08, 8.18694e-09, 8.24927e-09, 1.00724e-08, 8.22059e-09, 1.97478e-08, 8.18193e-09, 2.57299e-06, 8.18188e-09, 8.18188e-09, 9.62972e-09
0.546029, 2, 3.71109e-06, 1.86491e-08, 2, 2, 1.86491e-08, 1.86597e-08, 1.86572e-08, 4.5309e-08, 1.92094e-08, 1.87433e-08, 2.02822e-08, 3.21456e-08, 2.94031e-08, 1.95917e-07, 1.86607e-08, 1.8803e-08, 2.16021e-08, 1.87416e-08, 3.66263e-08, 1.86492e-08, 3.45611e-06, 1.86491e-08, 1.86491e-08, 2.19552e-08
0.553897, 0, 5.17681e-06, 4.13389e-08, 1.41421, -5.17681e-06, 4.13389e-08, 4.13625e-08, 4.13568e-08, 1.00521e-07, 4.25828e-08, 4.1548e-08, 4.49642e-08, 7.28241e-08, 6.52114e-08, 4.34854e-07, 4.13646e-08, 4.16805e-08, 4.59189e-08, 4.15519e-08, 6.9038e-08, 4.13392e-08, 4.62343e-06, 4.13389e-08, 4.13389e-08, 4.86781e-08
0.561765, 4, 7.36408e-06, 8.93149e-08, 2.44949, 3.99999, 8.93149e-08, 8.93658e-08, 8.93535e-08, 2.17346e-07, 9.20058e-08, 8.97673e-08, 9.71576e-08, 1.76473e-07, 1.40959e-07, 9.40624e-07, 8.93704e-08, 9.00539e-08, 9.63668e-08, 8.97906e-08, 1.31639e-07, 8.93155e-08, 6.16834e-06, 8.93149e-08, 8.93149e-08, 1.05192e-07
0.569632, 0, 1.07439e-05, 1.88277e-07, 1.41421, -1.07439e-05, 1.88277e-07, 1.88385e-07, 1.88359e-07, 4.58502e-07, 1.93957e-07, 1.89232e-07, 2.0483e-07, 3.98658e-07, 2.97279e-07, 1.98507e-06, 1.88395e-07, 1.89837e-07, 1.99056e-07, 1.89312e-07, 2.52396e-07, 1.88279e-07, 8.22304e-06, 1.88277e-07, 1.88277e-07, 2.21788e-07
0.5775, 0, 1.61785e-05, 3.87444e-07, 1.41421, -1.61785e-05, 3.87444e-07, 3.87666e-07, 3.87612e-07, 9.44209e-07, 3.99146e-07, 3.89412e-07, 4.2155e-07, 8.6521e-07, 6.1203e-07, 4.08951e-06, 3.87686e-07, 3.90658e-07, 4.038e-07, 3.89637e-07, 4.83745e-07, 3.87447e-07, 1.09818e-05, 3.87444e-07, 3.87444e-07, 4.56489e-07
0.585368, 2, 2.52212e-05, 7.78556e-07, 2, 1.99997, 7.78556e-07, 7.79002e-07, 7.78894e-07, 1.89877e-06, 8.021e-07, 7.82515e-07, 8.47176e-07, 1.82397e-06, 1.23042e-06, 8.22717e-06, 7.79042e-07, 7.85022e-07, 8.03187e-07, 7.83094e-07, 9.21944e-07, 7.78561e-07, 1.47397e-05, 7.78556e-07, 7.78556e-07, 9.17476e-07
0.593235, 4, 4.06461e-05, 1.52804e-06, 2.44949, 3.99996, 1.52804e-06, 1.52892e-06, 1.52871e-06, 3.72956e-06, 1.57432e-06, 1.53583e-06, 1.6629e-06, 3.75267e-06, 2.41608e-06, 1.61665e-05, 1.529e-06, 1.54075e-06, 1.56486e-06, 1.53722e-06, 1.73973e-06, 1.52806e-06, 1.99587e-05, 1.52804e-06, 1.52804e-06, 1.80106e-06
0.601103, 0, 6.73401e-05, 2.92973e-06, 1.41421, -6.73401e-05, 2.92973e-06, 2.93142e-06, 2.93101e-06, 7.15654e-06, 3.01857e-06, 2.94467e-06, 3.18865e-06, 7.56029e-06, 4.63473e-06, 3.10349e-05, 2.93157e-06, 2.95413e-06, 2.98437e-06, 2.94786e-06, 3.23968e-06, 2.92976e-06, 2.73738e-05, 2.92973e-06, 2.92973e-06, 3.45391e-06
0.608971, 0, 0.000113773, 5.48835e-06, 1.41421, -0.000113773, 5.48835e-06, 5.49151e-06, 5.49074e-06, 1.3418e-05, 5.65502e-06, 5.51638e-06, 5.9741e-06, 1.49582e-05, 8.68699e-06, 5.82148e-05, 5.49179e-06, 5.53413e-06, 5.56885e-06, 5.52336e-06, 5.93861e-06, 5.48839e-06, 3.81638e-05, 5.48835e-06, 5.48835e-06, 6.47172e-06
0.616838, 2, 0.000194297, 1.00473e-05, 2, 1.99981, 1.00473e-05, 1.00531e-05, 1.00517e-05, 2.4586e-05, 1.03529e-05, 1.00987e-05, 1.09379e-05, 2.9071e-05, 1.59119e-05, 0.000106719, 1.00536e-05, 1.01312e-05, 1.01651e-05, 1.01134e-05, 1.06966e-05, 1.00474e-05, 5.42141e-05, 1.00473e-05, 1.00473e-05, 1.18503e-05
0.624706, 0, 0.000332734, 1.79773e-05, 1.41421, -0.000332734, 1.79773e-05, 1.79877e-05, 1.79852e-05, 4.40329e-05, 1.8525e-05, 1.80694e-05, 1.95734e-05, 5.55079e-05, 2.84875e-05, 0.000191227, 1.79886e-05, 1.81277e-05, 1.81485e-05, 1.80994e-05, 1.89075e-05, 1.79775e-05, 7.85171e-05, 1.79773e-05, 1.79773e-05, 2.12085e-05
