   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_23.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.220724, 0, 2.03528e-12, 0, 1.41421, -2.03528e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87442e-16, 0, 0, 8.29163e-17, 0, 2.03471e-12, 0, 0, 0
0.228626, 0, 3.39182e-12, 0, 1.41421, -3.39182e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.12346e-16, 0, 0, 1.41564e-16, 0, 3.39087e-12, 0, 0, 0
0.236528, 0, 5.61124e-12, 0, 1.41421, -5.61124e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34394e-15, 0, 0, 2.40115e-16, 0, 5.60966e-12, 0, 0, 0
0.24443, 0, 9.21558e-12, 0, 1.41421, -9.21558e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20731e-15, 0, 0, 4.04684e-16, 0, 9.21297e-12, 0, 0, 0
0.252332, 0, 1.50261e-11, 0, 1.41421, -1.50261e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59925e-15, 0, 0, 6.7784e-16, 0, 1.50218e-11, 0, 0, 0
0.260234, 0, 2.43245e-11, 0, 1.41421, -2.43245e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82698e-15, 0, 0, 1.12859e-15, 0, 2.43175e-11, 0, 0, 0
0.268136, 0, 3.90963e-11, 0, 1.41421, -3.90963e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36654e-15, 0, 0, 1.86826e-15, 0, 3.90851e-11, 0, 0, 0
0.276038, 0, 6.23934e-11, 0, 1.41421, -6.23934e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49499e-14, 0, 0, 3.07571e-15, 0, 6.23754e-11, 0, 0, 0
0.28394, 0, 9.88707e-11, 0, 1.41421, -9.88707e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3694e-14, 0, 0, 5.03708e-15, 0, 9.8842e-11, 0, 0, 0
0.291842, 0, 1.55576e-10, 0, 1.41421, -1.55576e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72909e-14, 0, 0, 8.20872e-15, 0, 1.5553e-10, 0, 0, 0
0.299745, 0, 2.43093e-10, 1.91978e-43, 1.41421, -2.43093e-10, 0, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 1.91978e-43, 5.82839e-14, 1.91978e-43, 1.91978e-43, 1.33163e-14, 1.91978e-43, 2.43022e-10, 1.91978e-43, 1.91978e-43, 1.91978e-43
0.307647, 0, 3.77206e-10, 3.36031e-42, 1.41421, -3.77206e-10, 0, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 3.36031e-42, 9.04681e-14, 3.36031e-42, 3.36031e-42, 2.15112e-14, 3.36031e-42, 3.77094e-10, 3.36031e-42, 3.36031e-42, 3.36031e-42
0.315549, 0, 5.81265e-10, 4.89446e-41, 1.41421, -5.81265e-10, 0, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 4.89446e-41, 1.39465e-13, 4.89446e-41, 4.89446e-41, 3.46177e-14, 4.89446e-41, 5.81091e-10, 4.89446e-41, 4.89446e-41, 4.89446e-41
0.323451, 0, 8.89556e-10, 6.30632e-40, 1.41421, -8.89556e-10, 0, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 6.30632e-40, 2.1354e-13, 6.30632e-40, 6.30632e-40, 5.55223e-14, 6.30632e-40, 8.89287e-10, 6.30632e-40, 6.30632e-40, 6.30632e-40
0.331353, 0, 1.35205e-09, 7.27586e-39, 1.41421, -1.35205e-09, 0, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 7.27586e-39, 3.24758e-13, 7.27586e-39, 7.27586e-39, 8.87914e-14, 7.27586e-39, 1.35164e-09, 7.27586e-39, 7.27586e-39, 7.27586e-39
0.339255, 0, 2.04104e-09, 7.57354e-38, 1.41421, -2.04104e-09, 0, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 7.57354e-38, 4.90607e-13, 7.57354e-38, 7.57354e-38, 1.41647e-13, 7.57354e-38, 2.0404e-09, 7.57354e-38, 7.57354e-38, 7.57354e-38
0.347157, 0, 3.06027e-09, 7.15018e-37, 1.41421, -3.06027e-09, 0, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.15018e-37, 7.36248e-13, 7.15018e-37, 7.15018e-37, 2.25517e-13, 7.15018e-37, 3.05931e-09, 7.15018e-37, 7.15018e-37, 7.15018e-37
0.355059, 0, 4.55762e-09, 6.15899e-36, 1.41421, -4.55762e-09, 0, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 6.15899e-36, 1.09764e-12, 6.15899e-36, 6.15899e-36, 3.58487e-13, 6.15899e-36, 4.55616e-09, 6.15899e-36, 6.15899e-36, 6.15899e-36
0.362961, 0, 6.74221e-09, 4.86332e-35, 1.41421, -6.74221e-09, 0, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 4.86332e-35, 1.62582e-12, 4.86332e-35, 4.86332e-35, 5.69205e-13, 4.86332e-35, 6.74002e-09, 4.86332e-35, 4.86332e-35, 4.86332e-35
0.370863, 0, 9.90814e-09, 1.07051e-33, 1.41421, -9.90814e-09, 0, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 1.07051e-33, 2.39287e-12, 1.07051e-33, 1.07051e-33, 9.04473e-13, 1.07051e-33, 9.90484e-09, 1.07051e-33, 1.07051e-33, 1.07051e-33
0.378766, 0, 1.44638e-08, 6.85529e-33, 1.41421, -1.44638e-08, 0, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 6.85529e-33, 3.49926e-12, 6.85529e-33, 6.85529e-33, 1.43415e-12, 6.85529e-33, 1.44588e-08, 6.85529e-33, 6.85529e-33, 6.85529e-33
0.386668, 0, 2.09755e-08, 4.27063e-32, 1.41421, -2.09755e-08, 0, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 4.27063e-32, 5.08524e-12, 4.27063e-32, 4.27063e-32, 2.27326e-12, 4.27063e-32, 2.09682e-08, 4.27063e-32, 4.27063e-32, 4.27063e-32
0.39457, 0, 3.0221e-08, 2.42475e-31, 1.41421, -3.0221e-08, 0, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 2.42475e-31, 7.34453e-12, 2.42475e-31, 2.42475e-31, 3.60253e-12, 2.42475e-31, 3.02101e-08, 2.42475e-31, 2.42475e-31, 2.42475e-31
0.402472, 0, 4.32603e-08, 1.31458e-30, 1.41421, -4.32603e-08, 0, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.31458e-30, 1.05433e-11, 1.31458e-30, 1.31458e-30, 5.70779e-12, 1.31458e-30, 4.3244e-08, 1.31458e-30, 1.31458e-30, 1.31458e-30
0.410374, 0, 6.15286e-08, 6.72627e-30, 1.41421, -6.15286e-08, 0, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 6.72627e-30, 1.50449e-11, 6.72627e-30, 6.72627e-30, 9.04036e-12, 6.72627e-30, 6.15045e-08, 6.72627e-30, 6.72627e-30, 6.72627e-30
0.418276, 0, 8.69551e-08, 3.24204e-29, 1.41421, -8.69551e-08, 0, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 3.24204e-29, 2.13428e-11, 3.24204e-29, 3.24204e-29, 1.4311e-11, 3.24204e-29, 8.69195e-08, 3.24204e-29, 3.24204e-29, 3.24204e-29
0.426178, 0, 1.22115e-07, 1.49288e-28, 1.41421, -1.22115e-07, 0, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 1.49288e-28, 3.01031e-11, 1.49288e-28, 1.49288e-28, 2.26358e-11, 1.49288e-28, 1.22062e-07, 1.49288e-28, 1.49288e-28, 1.49288e-28
0.43408, 0, 1.7042e-07, 6.53921e-28, 1.41421, -1.7042e-07, 0, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 6.53921e-28, 4.22197e-11, 6.53921e-28, 6.53921e-28, 3.57604e-11, 6.53921e-28, 1.70342e-07, 6.53921e-28, 6.53921e-28, 6.53921e-28
0.441982, 0, 2.36363e-07, 2.72341e-27, 1.41421, -2.36363e-07, 0, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 2.72341e-27, 5.88866e-11, 2.72341e-27, 2.72341e-27, 5.64035e-11, 2.72341e-27, 2.36247e-07, 2.72341e-27, 2.72341e-27, 2.72341e-27
0.449884, 0, 3.25815e-07, 1.08029e-26, 1.41421, -3.25815e-07, 0, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 1.08029e-26, 8.16891e-11, 1.08029e-26, 1.08029e-26, 8.87778e-11, 1.08029e-26, 3.25644e-07, 1.08029e-26, 1.08029e-26, 1.08029e-26
0.457786, 0, 4.46402e-07, 4.08942e-26, 1.41421, -4.46402e-07, 0, 4.08942e-26, 4.08942e-26, 4.08942e-26, 4.08942e-26, 4.08942e-26, 4.08942e-26, 2.45549e-12, 4.08942e-26, 4.08942e-26, 1.12722e-10, 4.08942e-26, 4.08942e-26, 1.39376e-10, 4.08942e-26, 4.46147e-07, 4.08942e-26, 4.08942e-26, 4.08942e-26
0.465689, 0, 6.07956e-07, 1.48049e-25, 1.41421, -6.07956e-07, 0, 1.48049e-25, 1.48049e-25, 1.48049e-25, 1.48049e-25, 1.48049e-25, 1.48049e-25, 8.12325e-12, 1.48049e-25, 1.48049e-25, 1.5474e-10, 1.48049e-25, 1.48049e-25, 2.18145e-10, 1.48049e-25, 6.07575e-07, 1.48049e-25, 1.48049e-25, 1.48049e-25
0.473591, 0, 8.23073e-07, 5.18141e-25, 1.41421, -8.23073e-07, 0, 5.18141e-25, 5.18141e-25, 5.18141e-25, 5.18141e-25, 5.18141e-25, 5.18141e-25, 2.08376e-11, 5.18141e-25, 5.18141e-25, 2.11343e-10, 5.18141e-25, 5.18141e-25, 3.40225e-10, 5.18141e-25, 8.225e-07, 5.18141e-25, 5.18141e-25, 5.18141e-25
0.481493, 0, 1.11025e-06, 2.71115e-10, 1.41421, -1.11025e-06, 2.71115e-10, 2.71117e-10, 2.71255e-10, 5.14358e-10, 2.75606e-10, 2.71228e-10, 2.84779e-10, 4.33983e-10, 4.12707e-10, 1.79292e-09, 5.58342e-10, 2.71727e-10, 2.7253e-10, 7.99625e-10, 2.71116e-10, 1.10732e-06, 2.71115e-10, 2.71115e-10, 2.97551e-10
0.489395, 0, 1.49049e-06, 8.86693e-10, 1.41421, -1.49049e-06, 8.86693e-10, 8.86697e-10, 8.87154e-10, 1.68742e-09, 9.01474e-10, 8.87064e-10, 9.31671e-10, 1.37086e-09, 1.3528e-09, 5.8963e-09, 1.27515e-09, 8.88706e-10, 8.9135e-10, 1.70415e-09, 8.86696e-10, 1.48237e-06, 8.86693e-10, 8.86693e-10, 9.73717e-10
0.497297, 0, 1.99331e-06, 2.25262e-09, 1.41421, -1.99331e-06, 2.25262e-09, 2.25263e-09, 2.25379e-09, 4.29777e-09, 2.29037e-09, 2.25356e-09, 2.36749e-09, 3.44579e-09, 3.4431e-09, 1.50478e-08, 2.77547e-09, 2.25776e-09, 2.26451e-09, 3.51087e-09, 2.25262e-09, 1.97391e-06, 2.25262e-09, 2.25262e-09, 2.47489e-09
0.505199, 0, 2.65852e-06, 5.22316e-09, 1.41421, -2.65852e-06, 5.22316e-09, 5.22318e-09, 5.22589e-09, 9.982e-09, 5.311e-09, 5.22536e-09, 5.49047e-09, 7.94619e-09, 7.99329e-09, 3.49961e-08, 5.92361e-09, 5.23512e-09, 5.25083e-09, 7.14993e-09, 5.22317e-09, 2.61495e-06, 5.22316e-09, 5.22316e-09, 5.74035e-09
0.513101, 0, 3.54229e-06, 1.15485e-08, 1.41421, -3.54229e-06, 1.15485e-08, 1.15486e-08, 1.15546e-08, 2.20959e-08, 1.17432e-08, 1.15534e-08, 1.2141e-08, 1.74997e-08, 1.76882e-08, 7.75362e-08, 1.24826e-08, 1.15751e-08, 1.16099e-08, 1.44828e-08, 1.15486e-08, 3.44776e-06, 1.15485e-08, 1.15485e-08, 1.26948e-08
0.521003, 0, 4.72797e-06, 2.47373e-08, 1.41421, -4.72797e-06, 2.47373e-08, 2.47374e-08, 2.47503e-08, 4.73695e-08, 2.5155e-08, 2.47477e-08, 2.60085e-08, 3.85089e-08, 3.79115e-08, 1.66332e-07, 2.59771e-08, 2.47942e-08, 2.48689e-08, 2.91803e-08, 2.47373e-08, 4.52675e-06, 2.47373e-08, 2.47373e-08, 2.7197e-08
0.528905, 0, 6.34265e-06, 5.16646e-08, 1.41421, -6.34265e-06, 5.16646e-08, 5.16648e-08, 5.16918e-08, 9.89995e-08, 5.25383e-08, 5.16865e-08, 5.43234e-08, 8.27101e-08, 7.92183e-08, 3.47808e-07, 5.33029e-08, 5.17836e-08, 5.19398e-08, 5.83519e-08, 5.16647e-08, 5.92312e-06, 5.16646e-08, 5.16646e-08, 5.6809e-08
0.536807, 0, 8.61093e-06, 1.05507e-07, 1.41421, -8.61093e-06, 1.05507e-07, 1.05507e-07, 1.05562e-07, 2.02287e-07, 1.07293e-07, 1.05552e-07, 1.10943e-07, 1.94982e-07, 1.61843e-07, 7.10999e-07, 1.07662e-07, 1.0575e-07, 1.0607e-07, 1.1551e-07, 1.05507e-07, 7.73204e-06, 1.05507e-07, 1.05507e-07, 1.16025e-07
0.544709, 0, 1.18709e-05, 2.10945e-07, 1.41421, -1.18709e-05, 2.10945e-07, 2.10946e-07, 2.11056e-07, 4.04655e-07, 2.14521e-07, 2.11035e-07, 2.21826e-07, 4.23976e-07, 3.23704e-07, 1.42286e-06, 2.13767e-07, 2.11432e-07, 2.12072e-07, 2.25815e-07, 2.10946e-07, 1.00845e-05, 2.10945e-07, 2.10945e-07, 2.31998e-07
0.552612, 0, 1.67118e-05, 4.13181e-07, 1.41421, -1.67118e-05, 4.13181e-07, 4.13183e-07, 4.13399e-07, 7.93005e-07, 4.20192e-07, 4.13357e-07, 4.34516e-07, 8.82669e-07, 6.34277e-07, 2.78949e-06, 4.16861e-07, 4.14136e-07, 4.1539e-07, 4.35151e-07, 4.13182e-07, 1.31662e-05, 4.13181e-07, 4.13181e-07, 4.5446e-07
0.560514, 0, 2.41377e-05, 7.93127e-07, 1.41421, -2.41377e-05, 7.93127e-07, 7.93131e-07, 7.93547e-07, 1.523e-06, 8.066e-07, 7.93465e-07, 8.34125e-07, 1.78328e-06, 1.21799e-06, 5.35946e-06, 7.97905e-07, 7.94962e-07, 7.97372e-07, 8.2537e-07, 7.9313e-07, 1.72489e-05, 7.93127e-07, 7.93127e-07, 8.72451e-07
0.568416, 0, 3.58591e-05, 1.49236e-06, 1.41421, -3.58591e-05, 1.49236e-06, 1.49236e-06, 1.49315e-06, 2.86719e-06, 1.51773e-06, 1.49299e-06, 1.56958e-06, 3.51629e-06, 2.29265e-06, 1.00938e-05, 1.49853e-06, 1.49581e-06, 1.50035e-06, 1.53937e-06, 1.49236e-06, 2.27405e-05, 1.49236e-06, 1.49236e-06, 1.64177e-06
0.576318, 0, 5.47759e-05, 2.75296e-06, 1.41421, -5.47759e-05, 2.75296e-06, 2.75297e-06, 2.75442e-06, 5.29202e-06, 2.79983e-06, 2.75414e-06, 2.89558e-06, 6.79598e-06, 4.23095e-06, 1.86382e-05, 2.76091e-06, 2.75935e-06, 2.76773e-06, 2.82108e-06, 2.75297e-06, 3.02653e-05, 2.75296e-06, 2.75296e-06, 3.02891e-06
0.58422, 0, 8.57717e-05, 4.9795e-06, 1.41421, -8.57717e-05, 4.9795e-06, 4.97952e-06, 4.98215e-06, 9.57759e-06, 5.06438e-06, 4.98163e-06, 5.23778e-06, 1.29265e-05, 7.65606e-06, 3.37467e-05, 4.9897e-06, 4.99106e-06, 5.00624e-06, 5.07758e-06, 4.97952e-06, 4.07886e-05, 4.9795e-06, 4.9795e-06, 5.47923e-06
0.592122, 0, 0.00013691, 8.83254e-06, 1.41421, -0.00013691, 8.83254e-06, 8.83258e-06, 8.83723e-06, 1.69988e-05, 8.98328e-06, 8.83632e-06, 9.29125e-06, 2.42005e-05, 1.35861e-05, 5.99234e-05, 8.84556e-06, 8.85307e-06, 8.88003e-06, 8.97287e-06, 8.83257e-06, 5.58045e-05, 8.83254e-06, 8.83254e-06, 9.72006e-06
0.600024, 0, 0.000221323, 1.53657e-05, 1.41421, -0.000221323, 1.53657e-05, 1.53658e-05, 1.53739e-05, 2.95912e-05, 1.56283e-05, 1.53723e-05, 1.61648e-05, 4.4599e-05, 2.36464e-05, 0.000104365, 1.53823e-05, 1.54015e-05, 1.54484e-05, 1.55653e-05, 1.53657e-05, 7.76265e-05, 1.53657e-05, 1.53657e-05, 1.69117e-05
0.607926, 0, 0.000359994, 2.62204e-05, 1.41421, -0.000359994, 2.62204e-05, 2.62206e-05, 2.62344e-05, 5.05295e-05, 2.66692e-05, 2.62317e-05, 2.75859e-05, 8.09103e-05, 4.03708e-05, 0.000178306, 2.62414e-05, 2.62816e-05, 2.63618e-05, 2.65028e-05, 2.62205e-05, 0.000109771, 2.62204e-05, 2.62204e-05, 2.88624e-05
0.615828, 0, 0.00058588, 4.38934e-05, 1.41421, -0.00058588, 4.38934e-05, 4.38936e-05, 4.39169e-05, 8.46483e-05, 4.46457e-05, 4.39123e-05, 4.61827e-05, 0.000144499, 6.76169e-05, 0.000298869, 4.392e-05, 4.39959e-05, 4.41304e-05, 4.42906e-05, 4.38936e-05, 0.000157543, 4.38934e-05, 4.38934e-05, 4.83227e-05
0.62373, 0, 0.000949785, 7.20928e-05, 1.41421, -0.000949785, 7.20928e-05, 7.20931e-05, 7.21313e-05, 0.000139137, 7.33304e-05, 7.21238e-05, 7.58587e-05, 0.000254047, 0.000111119, 0.000491547, 7.21262e-05, 7.22614e-05, 7.24827e-05, 7.26486e-05, 7.2093e-05, 0.000228798, 7.20928e-05, 7.20928e-05, 7.93793e-05
0.631633, 0, 0.00152853, 0.000116191, 1.41421, -0.00152853, 0.000116191, 0.000116191, 0.000116253, 0.000224429, 0.000118189, 0.000116241, 0.000122271, 0.000439668, 0.000179197, 0.000793367, 0.000116233, 0.000116463, 0.00011682, 0.000116965, 0.000116191, 0.000334963, 0.000116191, 0.000116191, 0.000127954
0.639535, 0, 0.00243608, 0.00018378, 1.41421, -0.00243608, 0.00018378, 0.00018378, 0.000183878, 0.000355292, 0.000186946, 0.000183859, 0.000193414, 0.000748981, 0.000283617, 0.00125682, 0.000183832, 0.000184211, 0.000184777, 0.000184853, 0.00018378, 0.000492315, 0.00018378, 0.00018378, 0.00020242
