   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_128.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0381014, 256, 0, 0, 16.0624, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0302175, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0223336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0144496, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00656571, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00131821, 0, 6.67133e-29, 0, 1.41421, -6.67133e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68879e-32, 0, 0, 3.83602e-34, 0, 0, 6.6646e-29, 0, 0, 0
0.00920213, 0, 6.49066e-28, 0, 1.41421, -6.49066e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50766e-31, 0, 0, 3.73214e-33, 0, 0, 6.48412e-28, 0, 0, 0
0.0170861, 0, 3.96305e-27, 0, 1.41421, -3.96305e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97343e-30, 0, 0, 2.27876e-32, 0, 0, 3.95906e-27, 0, 0, 0
0.02497, 0, 1.9361e-26, 0, 1.41421, -1.9361e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94117e-29, 0, 0, 1.11623e-31, 0, 0, 1.93415e-26, 0, 0, 0
0.0328539, 0, 8.85075e-26, 0, 1.41421, -8.85075e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87392e-29, 0, 0, 5.17348e-31, 0, 0, 8.84183e-26, 0, 0, 0
0.0407378, 0, 3.5222e-25, 0, 1.41421, -3.5222e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53142e-28, 0, 0, 2.08511e-30, 0, 0, 3.51865e-25, 0, 0, 0
0.0486217, 0, 1.28277e-24, 0, 1.41421, -1.28277e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28613e-27, 0, 0, 7.68841e-30, 0, 0, 1.28147e-24, 0, 0, 0
0.0565057, 0, 4.37937e-24, 0, 1.41421, -4.37937e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39084e-27, 0, 0, 2.65715e-29, 0, 0, 4.37496e-24, 0, 0, 0
0.0643896, 0, 1.42086e-23, 0, 1.41421, -1.42086e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42458e-26, 0, 0, 8.72671e-29, 0, 0, 1.41942e-23, 0, 0, 0
