   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_26.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0300281, 52, 0, 0, 7.34847, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0221286, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.014229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00632944, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00157012, 0, 1.74777e-19, 0, 1.41421, -1.74777e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22237e-22, 0, 0, 1.55745e-24, 0, 2.17041e-23, 0, 1.74131e-19, 0, 0, 0
0.00946969, 0, 3.59628e-19, 0, 1.41421, -3.59628e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28034e-21, 0, 0, 3.24683e-24, 0, 4.5517e-23, 0, 3.58299e-19, 0, 0, 0
0.0173692, 0, 7.31938e-19, 0, 1.41421, -7.31938e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60582e-21, 0, 0, 6.69634e-24, 0, 9.44074e-23, 0, 7.29231e-19, 0, 0, 0
0.0252688, 0, 1.47403e-18, 0, 1.41421, -1.47403e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24779e-21, 0, 0, 1.36684e-23, 0, 1.93744e-22, 0, 1.46858e-18, 0, 0, 0
0.0331684, 0, 2.93831e-18, 0, 1.41421, -2.93831e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04608e-20, 0, 0, 2.76215e-23, 0, 3.93563e-22, 0, 2.92743e-18, 0, 0, 0
0.0410679, 0, 5.79932e-18, 0, 1.41421, -5.79932e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06464e-20, 0, 0, 5.52794e-23, 0, 7.91618e-22, 0, 5.77783e-18, 0, 0, 0
0.0489675, 0, 1.13361e-17, 0, 1.41421, -1.13361e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03579e-20, 0, 0, 1.09594e-22, 0, 1.57716e-21, 0, 1.12941e-17, 0, 0, 0
0.0568671, 0, 2.19515e-17, 0, 1.41421, -2.19515e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81499e-20, 0, 0, 2.15292e-22, 0, 3.11331e-21, 0, 2.187e-17, 0, 0, 0
0.0647666, 0, 4.21188e-17, 0, 1.41421, -4.21188e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49947e-19, 0, 0, 4.19171e-22, 0, 6.09083e-21, 0, 4.19623e-17, 0, 0, 0
0.0726662, 0, 8.00922e-17, 0, 1.41421, -8.00922e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85136e-19, 0, 0, 8.09042e-22, 0, 1.18127e-20, 0, 7.97945e-17, 0, 0, 0
0.0805657, 0, 1.50969e-16, 0, 1.41421, -1.50969e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37463e-19, 0, 0, 1.54829e-21, 0, 2.27165e-20, 0, 1.50407e-16, 0, 0, 0
0.0884653, 0, 2.82126e-16, 0, 1.41421, -2.82126e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00439e-18, 0, 0, 2.93842e-21, 0, 4.33259e-20, 0, 2.81076e-16, 0, 0, 0
0.0963649, 0, 5.22788e-16, 0, 1.41421, -5.22788e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86116e-18, 0, 0, 5.53132e-21, 0, 8.19702e-20, 0, 5.2084e-16, 0, 0, 0
0.104264, 0, 9.60722e-16, 0, 1.41421, -9.60722e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42022e-18, 0, 0, 1.03291e-20, 0, 1.53869e-19, 0, 9.57138e-16, 0, 0, 0
0.112164, 0, 1.75112e-15, 0, 1.41421, -1.75112e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.23406e-18, 0, 0, 1.91374e-20, 0, 2.86619e-19, 0, 1.74458e-15, 0, 0, 0
0.120064, 0, 3.1662e-15, 0, 1.41421, -3.1662e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12717e-17, 0, 0, 3.5184e-20, 0, 5.29905e-19, 0, 3.15436e-15, 0, 0, 0
0.127963, 0, 5.67951e-15, 0, 1.41421, -5.67951e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02191e-17, 0, 0, 6.41952e-20, 0, 9.72511e-19, 0, 5.65826e-15, 0, 0, 0
0.135863, 0, 1.01083e-14, 0, 1.41421, -1.01083e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59856e-17, 0, 0, 1.16253e-19, 0, 1.77198e-18, 0, 1.00705e-14, 0, 0, 0
0.143762, 0, 1.7852e-14, 0, 1.41421, -1.7852e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35526e-17, 0, 0, 2.08978e-19, 0, 3.20594e-18, 0, 1.77851e-14, 0, 0, 0
0.151662, 0, 3.12877e-14, 0, 1.41421, -3.12877e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11383e-16, 0, 0, 3.72935e-19, 0, 5.76022e-18, 0, 3.11702e-14, 0, 0, 0
