   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_136.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0291355, 272, 0, 0, 16.5529, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0212625, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0133895, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00551644, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00235659, 0, 4.41814e-22, 0, 1.41421, -4.41814e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97143e-25, 0, 0, 4.10513e-27, 0, 6.53479e-27, 0, 4.41606e-22, 0, 0, 0
0.0102296, 0, 1.0715e-21, 0, 1.41421, -1.0715e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78117e-25, 0, 0, 1.01203e-26, 0, 1.61778e-26, 0, 1.071e-21, 0, 0, 0
0.0181026, 0, 2.55195e-21, 0, 1.41421, -2.55195e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13871e-24, 0, 0, 2.45011e-26, 0, 3.92917e-26, 0, 2.55075e-21, 0, 0, 0
0.0259757, 0, 5.97538e-21, 0, 1.41421, -5.97538e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66628e-24, 0, 0, 5.83176e-26, 0, 9.37451e-26, 0, 5.97257e-21, 0, 0, 0
0.0338487, 0, 1.37686e-20, 0, 1.41421, -1.37686e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14371e-24, 0, 0, 1.36602e-25, 0, 2.19961e-25, 0, 1.37621e-20, 0, 0, 0
0.0417217, 0, 3.12475e-20, 0, 1.41421, -3.12475e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3943e-23, 0, 0, 3.15165e-25, 0, 5.08064e-25, 0, 3.12328e-20, 0, 0, 0
0.0495948, 0, 6.98967e-20, 0, 1.41421, -6.98967e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11886e-23, 0, 0, 7.16741e-25, 0, 1.15619e-24, 0, 6.98636e-20, 0, 0, 0
0.0574678, 0, 1.54204e-19, 0, 1.41421, -1.54204e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88076e-23, 0, 0, 1.60776e-24, 0, 2.59421e-24, 0, 1.54131e-19, 0, 0, 0
0.0653408, 0, 3.35726e-19, 0, 1.41421, -3.35726e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49804e-22, 0, 0, 3.55931e-24, 0, 5.74285e-24, 0, 3.35567e-19, 0, 0, 0
