   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_139.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0294915, 278, 0, 0, 16.7332, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0216179, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0137443, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00587075, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00200283, 0, 5.90978e-23, 0, 1.41421, -5.90978e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76268e-26, 0, 0, 1.03464e-27, 3.37649e-28, 0, 5.90688e-23, 0, 0, 0
0.00987641, 0, 1.54925e-22, 0, 1.41421, -1.54925e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24237e-26, 0, 0, 2.755e-27, 9.08422e-28, 0, 1.54849e-22, 0, 0, 0
0.01775, 0, 3.96731e-22, 0, 1.41421, -3.96731e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85462e-25, 0, 0, 7.16609e-27, 2.38267e-27, 0, 3.96536e-22, 0, 0, 0
0.0256236, 0, 9.94308e-22, 0, 1.41421, -9.94308e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64814e-25, 0, 0, 1.82435e-26, 6.10664e-27, 0, 9.93819e-22, 0, 0, 0
0.0334971, 0, 2.44276e-21, 0, 1.41421, -2.44276e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14193e-24, 0, 0, 4.55287e-26, 1.53226e-26, 0, 2.44156e-21, 0, 0, 0
0.0413707, 0, 5.89061e-21, 0, 1.41421, -5.89061e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75371e-24, 0, 0, 1.11534e-25, 3.76999e-26, 0, 5.88771e-21, 0, 0, 0
0.0492443, 0, 1.3974e-20, 0, 1.41421, -1.3974e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53246e-24, 0, 0, 2.68998e-25, 9.12367e-26, 0, 1.39671e-20, 0, 0, 0
0.0571179, 0, 3.26e-20, 0, 1.41421, -3.26e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52397e-23, 0, 0, 6.37994e-25, 2.16968e-25, 0, 3.25839e-20, 0, 0, 0
0.0649915, 0, 7.48604e-20, 0, 1.41421, -7.48604e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49952e-23, 0, 0, 1.48944e-24, 5.07559e-25, 0, 7.48234e-20, 0, 0, 0
0.072865, 0, 1.76311e-19, 0, 1.41421, -1.76311e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24205e-23, 0, 0, 3.59234e-24, 1.22607e-24, 0, 1.76223e-19, 0, 0, 0
0.0807386, 0, 3.9141e-19, 0, 1.41421, -3.9141e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82974e-22, 0, 0, 8.10493e-24, 2.76888e-24, 0, 3.91216e-19, 0, 0, 0
0.0886122, 0, 8.57484e-19, 0, 1.41421, -8.57484e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0085e-22, 0, 0, 1.8047e-23, 6.1693e-24, 0, 8.57059e-19, 0, 0, 0
0.0964858, 0, 1.85464e-18, 0, 1.41421, -1.85464e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.66994e-22, 0, 0, 3.96783e-23, 1.35688e-23, 0, 1.85372e-18, 0, 0, 0
0.104359, 0, 3.96201e-18, 0, 1.41421, -3.96201e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85213e-21, 0, 0, 8.61745e-23, 2.94734e-23, 0, 3.96005e-18, 0, 0, 0
0.112233, 0, 8.36282e-18, 0, 1.41421, -8.36282e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90939e-21, 0, 0, 1.84947e-22, 6.32541e-23, 0, 8.35867e-18, 0, 0, 0
0.120106, 0, 1.74469e-17, 0, 1.41421, -1.74469e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.15596e-21, 0, 0, 3.92387e-22, 1.34181e-22, 0, 1.74383e-17, 0, 0, 0
0.12798, 0, 3.5987e-17, 0, 1.41421, -3.5987e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68229e-20, 0, 0, 8.23221e-22, 2.81442e-22, 0, 3.59691e-17, 0, 0, 0
0.135854, 0, 7.34095e-17, 0, 1.41421, -7.34095e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43169e-20, 0, 0, 1.70837e-21, 5.83886e-22, 0, 7.33729e-17, 0, 0, 0
0.143727, 0, 1.48133e-16, 0, 1.41421, -1.48133e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92479e-20, 0, 0, 3.50775e-21, 1.19851e-21, 0, 1.48059e-16, 0, 0, 0
0.151601, 0, 2.95763e-16, 0, 1.41421, -2.95763e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38261e-19, 0, 0, 7.12797e-21, 2.43477e-21, 0, 2.95616e-16, 0, 0, 0
0.159474, 0, 5.8442e-16, 0, 1.41421, -5.8442e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73199e-19, 0, 0, 1.43383e-20, 4.89653e-21, 0, 5.84128e-16, 0, 0, 0
0.167348, 0, 1.14309e-15, 0, 1.41421, -1.14309e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34359e-19, 0, 0, 2.85571e-20, 9.7509e-21, 0, 1.14252e-15, 0, 0, 0
0.175222, 0, 2.21355e-15, 0, 1.41421, -2.21355e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03476e-18, 0, 0, 5.63257e-20, 1.92322e-20, 0, 2.21244e-15, 0, 0, 0
0.183095, 0, 4.24451e-15, 0, 1.41421, -4.24451e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98417e-18, 0, 0, 1.10041e-19, 3.75786e-20, 0, 4.24237e-15, 0, 0, 0
0.190969, 0, 8.06052e-15, 0, 1.41421, -8.06052e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76802e-18, 0, 0, 2.1298e-19, 7.27562e-20, 0, 8.05647e-15, 0, 0, 0
0.198842, 0, 1.51621e-14, 0, 1.41421, -1.51621e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08775e-18, 0, 0, 4.08439e-19, 1.39606e-19, 0, 1.51545e-14, 0, 0, 0
0.206716, 0, 2.82538e-14, 0, 1.41421, -2.82538e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32076e-17, 0, 0, 7.76224e-19, 2.65536e-19, 0, 2.82395e-14, 0, 0, 0
0.214589, 0, 5.21633e-14, 0, 1.41421, -5.21633e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43844e-17, 0, 0, 1.46218e-18, 5.00737e-19, 0, 5.2137e-14, 0, 0, 0
0.222463, 0, 9.54285e-14, 0, 1.41421, -9.54285e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46091e-17, 0, 0, 2.73041e-18, 9.36345e-19, 0, 9.53802e-14, 0, 0, 0
0.230337, 0, 1.73005e-13, 0, 1.41421, -1.73005e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08732e-17, 0, 0, 5.05513e-18, 1.73649e-18, 0, 1.72918e-13, 0, 0, 0
0.23821, 0, 3.1085e-13, 0, 1.41421, -3.1085e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4531e-16, 0, 0, 9.28059e-18, 3.19437e-18, 0, 3.10692e-13, 0, 0, 0
0.246084, 0, 5.53593e-13, 0, 1.41421, -5.53593e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58784e-16, 0, 0, 1.68975e-17, 5.82961e-18, 0, 5.53312e-13, 0, 0, 0
0.253957, 0, 9.77271e-13, 0, 1.41421, -9.77271e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5684e-16, 0, 0, 3.05167e-17, 1.0556e-17, 0, 9.76773e-13, 0, 0, 0
