   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_106.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0286803, 212, 0, 0, 14.6287, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0208065, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0129327, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00505897, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00281481, 0, 4.49409e-27, 0, 1.41421, -4.49409e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95042e-29, 0, 0, 2.36341e-32, 0, 0, 4.47456e-27, 0, 0, 0
0.0106886, 0, 2.15262e-26, 0, 1.41421, -2.15262e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34231e-29, 0, 0, 1.13564e-31, 0, 0, 2.14327e-26, 0, 0, 0
0.0185623, 0, 9.00196e-26, 0, 1.41421, -9.00196e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90682e-28, 0, 0, 4.78365e-31, 0, 0, 8.96284e-26, 0, 0, 0
0.0264361, 0, 3.42656e-25, 0, 1.41421, -3.42656e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48712e-27, 0, 0, 1.83945e-30, 0, 0, 3.41167e-25, 0, 0, 0
0.0343099, 0, 1.21534e-24, 0, 1.41421, -1.21534e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27453e-27, 0, 0, 6.60207e-30, 0, 0, 1.21006e-24, 0, 0, 0
0.0421837, 0, 4.0753e-24, 0, 1.41421, -4.0753e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76867e-26, 0, 0, 2.24235e-29, 0, 0, 4.05759e-24, 0, 0, 0
0.0500574, 0, 1.3045e-23, 0, 1.41421, -1.3045e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6615e-26, 0, 0, 7.27389e-29, 0, 0, 1.29883e-23, 0, 0, 0
