   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_143.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0303294, 286, 0, 0, 16.9706, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0224554, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0145815, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0067076, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00116632, 0, 6.09239e-22, 0, 1.41421, -6.09239e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52541e-24, 0, 0, 8.58658e-27, 0, 6.06705e-22, 0, 0, 0
0.00904024, 0, 1.47072e-21, 0, 1.41421, -1.47072e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09639e-24, 0, 0, 2.10481e-26, 0, 1.4646e-21, 0, 0, 0
0.0169142, 0, 3.48693e-21, 0, 1.41421, -3.48693e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4454e-23, 0, 0, 5.06754e-26, 0, 3.47242e-21, 0, 0, 0
0.0247881, 0, 8.12857e-21, 0, 1.41421, -8.12857e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36944e-23, 0, 0, 1.19968e-25, 0, 8.09476e-21, 0, 0, 0
0.032662, 0, 1.86493e-20, 0, 1.41421, -1.86493e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.73049e-23, 0, 0, 2.79541e-25, 0, 1.85717e-20, 0, 0, 0
0.0405359, 0, 4.21457e-20, 0, 1.41421, -4.21457e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74701e-22, 0, 0, 6.41659e-25, 0, 4.19703e-20, 0, 0, 0
0.0484098, 0, 9.38862e-20, 0, 1.41421, -9.38862e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89175e-22, 0, 0, 1.45199e-24, 0, 9.34956e-20, 0, 0, 0
0.0562837, 0, 2.14438e-19, 0, 1.41421, -2.14438e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88883e-22, 0, 0, 3.39434e-24, 0, 2.13546e-19, 0, 0, 0
0.0641577, 0, 4.63263e-19, 0, 1.41421, -4.63263e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92031e-21, 0, 0, 7.44984e-24, 0, 4.61335e-19, 0, 0, 0
0.0720316, 0, 9.88625e-19, 0, 1.41421, -9.88625e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09802e-21, 0, 0, 1.61537e-23, 0, 9.8451e-19, 0, 0, 0
0.0799055, 0, 2.08494e-18, 0, 1.41421, -2.08494e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64243e-21, 0, 0, 3.46192e-23, 0, 2.07626e-18, 0, 0, 0
0.0877794, 0, 4.34685e-18, 0, 1.41421, -4.34685e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80184e-20, 0, 0, 7.33582e-23, 0, 4.32875e-18, 0, 0, 0
0.0956533, 0, 8.96229e-18, 0, 1.41421, -8.96229e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71503e-20, 0, 0, 1.5375e-22, 0, 8.92499e-18, 0, 0, 0
0.103527, 0, 1.82792e-17, 0, 1.41421, -1.82792e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.57704e-20, 0, 0, 3.18826e-22, 0, 1.82031e-17, 0, 0, 0
0.111401, 0, 3.68897e-17, 0, 1.41421, -3.68897e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52914e-19, 0, 0, 6.5431e-22, 0, 3.67361e-17, 0, 0, 0
0.119275, 0, 7.36838e-17, 0, 1.41421, -7.36838e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05432e-19, 0, 0, 1.32929e-21, 0, 7.3377e-17, 0, 0, 0
0.127149, 0, 1.45698e-16, 0, 1.41421, -1.45698e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03941e-19, 0, 0, 2.67399e-21, 0, 1.45091e-16, 0, 0, 0
0.135023, 0, 2.85258e-16, 0, 1.41421, -2.85258e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18244e-18, 0, 0, 5.32723e-21, 0, 2.8407e-16, 0, 0, 0
0.142897, 0, 5.53106e-16, 0, 1.41421, -5.53106e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29271e-18, 0, 0, 1.05131e-20, 0, 5.50803e-16, 0, 0, 0
0.150771, 0, 1.06228e-15, 0, 1.41421, -1.06228e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40332e-18, 0, 0, 2.05554e-20, 0, 1.05786e-15, 0, 0, 0
0.158645, 0, 2.02115e-15, 0, 1.41421, -2.02115e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37798e-18, 0, 0, 3.98258e-20, 0, 2.01274e-15, 0, 0, 0
0.166519, 0, 3.81024e-15, 0, 1.41421, -3.81024e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5794e-17, 0, 0, 7.64742e-20, 0, 3.79437e-15, 0, 0, 0
0.174392, 0, 7.11802e-15, 0, 1.41421, -7.11802e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95051e-17, 0, 0, 1.45561e-19, 0, 7.08837e-15, 0, 0, 0
0.182266, 0, 1.31787e-14, 0, 1.41421, -1.31787e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46273e-17, 0, 0, 2.7467e-19, 0, 1.31238e-14, 0, 0, 0
0.19014, 0, 2.4185e-14, 0, 1.41421, -2.4185e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00249e-16, 0, 0, 5.139e-19, 0, 2.40842e-14, 0, 0, 0
0.198014, 0, 4.3997e-14, 0, 1.41421, -4.3997e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82372e-16, 0, 0, 9.53489e-19, 0, 4.38137e-14, 0, 0, 0
0.205888, 0, 7.9351e-14, 0, 1.41421, -7.9351e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28918e-16, 0, 0, 1.7546e-18, 0, 7.90203e-14, 0, 0, 0
