   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_62.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.91315, 26, 39.4345, 30.4626, 5.2915, -13.4345, 0, 30.4626, 30.7872, 30.4826, 30.5917, 38.9606, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626, 30.4626
4.92103, 32, 39.7348, 30.5663, 5.83095, -7.73484, 0, 30.5663, 30.8734, 30.5853, 30.697, 39.2781, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663, 30.5663
4.92891, 36, 39.9408, 30.6692, 6.16441, -3.94083, 0, 30.6692, 30.9648, 30.6873, 30.8015, 39.4948, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692, 30.6692
4.9368, 30, 40.0471, 30.7713, 5.65685, -10.0471, 0, 30.7713, 31.0601, 30.7888, 30.9052, 39.6069, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713, 30.7713
4.94468, 34, 40.0525, 30.8727, 6, -6.05248, 0, 30.8728, 31.1581, 30.8897, 31.0082, 39.6146, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727, 30.8727
4.95256, 40, 39.9596, 30.9736, 6.48074, 0.0404129, 0, 30.9737, 31.258, 30.9903, 31.1108, 39.5214, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736, 30.9736
4.96045, 36, 39.7749, 31.0741, 6.16441, -3.77488, 0, 31.0742, 31.3593, 31.0906, 31.2129, 39.3345, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741, 31.0741
4.96833, 36, 39.508, 31.1744, 6.16441, -3.50796, 0, 31.1744, 31.4617, 31.1907, 31.3148, 39.0639, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744, 31.1744
4.97621, 24, 39.171, 31.2746, 5.09902, -15.171, 0, 31.2746, 31.5649, 31.2909, 31.4166, 38.7223, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746, 31.2746
4.9841, 24, 38.7782, 31.3748, 5.09902, -14.7782, 0, 31.3748, 31.669, 31.3912, 31.5185, 38.3239, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748, 31.3748
4.99198, 34, 38.3445, 31.4753, 6, -4.34449, 0, 31.4753, 31.7739, 31.4918, 31.6207, 37.8841, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753, 31.4753
4.99987, 26, 37.8855, 31.5761, 5.2915, -11.8855, 0, 31.5761, 31.8796, 31.5927, 31.7232, 37.4183, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761, 31.5761
5.00775, 18, 37.4162, 31.6774, 4.47214, -19.4162, 0, 31.6774, 31.9862, 31.6942, 31.8262, 36.9418, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774, 31.6774
5.01563, 16, 36.9506, 31.7792, 4.24264, -20.9506, 0, 31.7793, 32.0938, 31.7962, 31.9299, 36.4684, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792, 31.7792
5.02352, 22, 36.5012, 31.8817, 4.89898, -14.5012, 0, 31.8817, 32.2025, 31.8989, 32.0342, 36.0107, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817, 31.8817
5.0314, 22, 36.0784, 31.9848, 4.89898, -14.0784, 0, 31.9848, 32.3124, 32.0023, 32.1393, 35.5789, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848, 31.9848
5.03928, 20, 35.6908, 32.0887, 4.69042, -15.6908, 0, 32.0887, 32.4237, 32.1063, 32.2453, 35.1814, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887, 32.0887
5.04717, 14, 35.3446, 32.1932, 4, -21.3446, 0, 32.1932, 32.5364, 32.2111, 32.3524, 34.8243, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932, 32.1932
5.05505, 10, 35.0441, 32.2984, 3.4641, -25.0441, 0, 32.2984, 32.6508, 32.3166, 32.4606, 34.5113, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984, 32.2984
5.06293, 18, 34.7916, 32.4042, 4.47214, -16.7916, 0, 32.4042, 32.767, 32.4226, 32.5703, 34.2444, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042, 32.4042
5.07082, 16, 34.5881, 32.5107, 4.24264, -18.5881, 0, 32.5107, 32.8853, 32.5293, 32.6819, 34.0235, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107, 32.5107
5.0787, 12, 34.4331, 32.6176, 3.74166, -22.4331, 0, 32.6176, 33.006, 32.6365, 32.7961, 33.8473, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176, 32.6176
5.08659, 14, 34.3259, 32.725, 4, -20.3259, 0, 32.725, 33.1294, 32.7442, 32.9139, 33.7134, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725, 32.725
5.09447, 12, 34.2652, 32.8327, 3.74166, -22.2652, 0, 32.8328, 33.2561, 32.8522, 33.0369, 33.6182, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327, 32.8327
5.10235, 10, 34.2504, 32.9408, 3.4641, -24.2504, 0, 32.9408, 33.3866, 32.9606, 33.1676, 33.558, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408, 32.9408
5.11024, 8, 34.2818, 33.0491, 3.16228, -26.2818, 0, 33.0491, 33.5216, 33.0691, 33.3097, 33.5287, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491, 33.0491
5.11812, 10, 34.3613, 33.1576, 3.4641, -24.3613, 0, 33.1576, 33.6618, 33.1779, 33.4682, 33.5261, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576, 33.1576
5.126, 18, 34.4935, 33.2661, 4.47214, -16.4935, 0, 33.2661, 33.8081, 33.2866, 33.6508, 33.5461, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661, 33.2661
5.13389, 22, 34.6861, 33.3746, 4.89898, -12.6861, 0, 33.3746, 33.9614, 33.3954, 33.8679, 33.585, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746, 33.3746
5.14177, 10, 34.9514, 33.483, 3.4641, -24.9514, 0, 33.4831, 34.1229, 33.5042, 34.134, 33.6394, 33.483, 33.483, 33.483, 33.483, 33.483, 33.483, 33.483, 33.483, 33.4831, 33.483, 33.483, 33.4831, 33.483
5.14966, 10, 35.3073, 33.5914, 3.4641, -25.3073, 0, 33.5914, 34.2935, 33.6129, 34.4688, 33.7063, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914, 33.5914
5.15754, 16, 35.7787, 33.6996, 4.24264, -19.7787, 0, 33.6997, 34.4744, 33.7214, 34.8987, 33.7831, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6996, 33.6997, 33.6996
5.16542, 20, 36.3992, 33.8077, 4.69042, -16.3992, 0, 33.8077, 34.6664, 33.8297, 35.4584, 33.8677, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077, 33.8077
5.17331, 14, 37.2124, 33.9155, 4, -23.2124, 0, 33.9155, 34.8705, 33.9378, 36.1924, 33.9582, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9155, 33.9156, 33.9155
5.18119, 10, 38.2746, 34.0231, 3.4641, -28.2746, 0, 34.0231, 35.0873, 34.0457, 37.1578, 34.0531, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0231, 34.0232, 34.0231
5.18907, 26, 39.6556, 34.1304, 5.2915, -13.6556, 0, 34.1304, 35.317, 34.1533, 38.4251, 34.1513, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1304, 34.1305, 34.1304
5.19696, 26, 41.4414, 34.2374, 5.2915, -15.4414, 0, 34.2374, 35.5598, 34.2606, 40.0813, 34.2518, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2374, 34.2376, 34.2374
5.20484, 26, 43.7344, 34.3441, 5.2915, -17.7344, 0, 34.3441, 35.815, 34.3676, 42.23, 34.3539, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3441, 34.3443, 34.3441
5.21273, 26, 46.655, 34.4505, 5.2915, -20.655, 0, 34.4505, 36.0817, 34.4742, 44.9931, 34.457, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4505, 34.4507, 34.4505
5.22061, 32, 50.3406, 34.5565, 5.83095, -18.3406, 0, 34.5565, 36.3583, 34.5806, 48.51, 34.5609, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5565, 34.5568, 34.5565
5.22849, 36, 54.9452, 34.6622, 6.16441, -18.9452, 0, 34.6622, 36.6426, 34.6865, 52.9371, 34.6651, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6622, 34.6626, 34.6622
5.23638, 52, 60.6353, 34.7675, 7.34847, -8.63532, 0, 34.7675, 36.9318, 34.7921, 58.4439, 34.7694, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.7675, 34.768, 34.7675
5.24426, 76, 67.5859, 34.8724, 8.83176, 8.41408, 0, 34.8724, 37.2227, 34.8974, 65.2088, 34.8736, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8724, 34.8731, 34.8724
5.25214, 74, 75.9736, 34.977, 8.7178, -1.97362, 0, 34.977, 37.5115, 35.0023, 73.4122, 34.9778, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.977, 34.9778, 34.977
5.26003, 78, 85.9674, 35.0812, 8.94427, -7.96736, 0, 35.0812, 37.7942, 35.1067, 83.2273, 35.0816, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0812, 35.0822, 35.0812
5.26791, 92, 97.7205, 35.185, 9.69536, -5.72047, 0, 35.185, 38.0665, 35.2108, 94.8116, 35.1853, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.185, 35.1862, 35.185
5.27579, 124, 111.355, 35.2883, 11.225, 12.6452, 0, 35.2883, 38.324, 35.3145, 108.291, 35.2885, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2883, 35.2897, 35.2883
5.28368, 146, 126.949, 35.3913, 12.1655, 19.0508, 0, 35.3913, 38.5628, 35.4178, 123.749, 35.3914, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.3913, 35.393, 35.3913
5.29156, 176, 144.53, 35.4938, 13.3417, 31.4701, 0, 35.4939, 38.7791, 35.5206, 141.216, 35.4939, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4938, 35.4939, 35.4938, 35.4938, 35.4958, 35.4938
5.29945, 162, 164.047, 35.596, 12.8062, -2.04712, 0, 35.596, 38.9696, 35.6231, 160.644, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.596, 35.5982, 35.596
5.30733, 212, 185.38, 35.6977, 14.6287, 26.6199, 0, 35.6977, 39.1319, 35.7251, 181.916, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.6977, 35.7002, 35.6977
5.31521, 222, 208.31, 35.7989, 14.9666, 13.6901, 0, 35.7989, 39.2643, 35.8266, 204.814, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.7989, 35.8017, 35.7989
5.3231, 218, 232.533, 35.8997, 14.8324, -14.5328, 0, 35.8997, 39.366, 35.9277, 229.035, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.8997, 35.9028, 35.8997
5.33098, 254, 257.654, 36, 16, -3.6543, 0, 36, 39.4374, 36.0283, 254.185, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36.0034, 36
5.33886, 250, 283.186, 36.0998, 15.8745, -33.1858, 0, 36.0998, 39.4795, 36.1285, 279.774, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.0998, 36.1036, 36.0998
5.34675, 292, 308.576, 36.1992, 17.1464, -16.5762, 0, 36.1992, 39.4944, 36.2282, 305.248, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.1992, 36.2032, 36.1992
5.35463, 404, 333.214, 36.298, 20.1494, 70.7856, 0, 36.2981, 39.4849, 36.3274, 329.994, 36.298, 36.298, 36.298, 36.298, 36.298, 36.298, 36.298, 36.298, 36.298, 36.2981, 36.298, 36.298, 36.3023, 36.298
5.36251, 350, 356.457, 36.3964, 18.7617, -6.45737, 0, 36.3964, 39.4544, 36.426, 353.365, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.3964, 36.4009, 36.3964
5.3704, 414, 377.664, 36.4943, 20.3961, 36.3361, 0, 36.4943, 39.407, 36.5242, 374.716, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.4943, 36.499, 36.4943
5.37828, 388, 396.209, 36.5915, 19.7484, -8.20914, 0, 36.5916, 39.3467, 36.6218, 393.419, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5915, 36.5964, 36.5915
5.38617, 358, 411.533, 36.6883, 18.9737, -53.5331, 0, 36.6883, 39.2778, 36.7189, 408.908, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6883, 36.6934, 36.6883
5.39405, 442, 423.155, 36.7845, 21.0713, 18.8452, 0, 36.7845, 39.2045, 36.8155, 420.699, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7845, 36.7897, 36.7845
5.40193, 430, 430.705, 36.8802, 20.7846, -0.704987, 0, 36.8803, 39.1308, 36.9115, 428.418, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8802, 36.8855, 36.8802
5.40982, 446, 433.943, 36.9754, 21.166, 12.0571, 0, 36.9754, 39.0602, 37.0069, 431.821, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9754, 36.9807, 36.9754
5.4177, 474, 432.771, 37.0699, 21.8174, 41.2292, 0, 37.0699, 38.9956, 37.1018, 430.808, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0699, 37.0752, 37.0699
5.42558, 468, 427.238, 37.1638, 21.6795, 40.7624, 0, 37.1639, 38.9397, 37.1961, 425.424, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1638, 37.1692, 37.1638
5.43347, 436, 417.536, 37.2572, 20.9284, 18.4637, 0, 37.2572, 38.8943, 37.2898, 415.861, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2572, 37.2626, 37.2572
5.44135, 414, 403.993, 37.35, 20.3961, 10.0068, 0, 37.35, 38.8607, 37.3829, 402.444, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.35, 37.3554, 37.35
5.44924, 410, 387.05, 37.4421, 20.2978, 22.9496, 0, 37.4421, 38.8398, 37.4754, 385.614, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4421, 37.4475, 37.4421
5.45712, 384, 367.237, 37.5337, 19.6469, 16.7629, 0, 37.5337, 38.8318, 37.5673, 365.9, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5337, 37.5391, 37.5337
5.465, 380, 345.154, 37.6246, 19.5448, 34.8456, 0, 37.6246, 38.8365, 37.6585, 343.903, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.6246, 37.63, 37.6246
5.47289, 332, 321.43, 37.7148, 18.2757, 10.5701, 0, 37.7148, 38.8534, 37.7491, 320.252, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7148, 37.7202, 37.7148
5.48077, 314, 296.696, 37.8044, 17.7764, 17.3038, 0, 37.8045, 38.8817, 37.8391, 295.579, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8044, 37.8098, 37.8044
5.48865, 272, 271.573, 37.8934, 16.5529, 0.427277, 0, 37.8934, 38.9206, 37.9284, 270.505, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8934, 37.8987, 37.8934
5.49654, 276, 246.62, 37.9816, 16.6733, 29.3797, 0, 37.9817, 38.9688, 38.0171, 245.592, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.9816, 37.987, 37.9816
5.50442, 224, 222.347, 38.0692, 15.0333, 1.65259, 0, 38.0692, 39.0251, 38.1051, 221.35, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0692, 38.0746, 38.0692
5.5123, 208, 199.174, 38.1561, 14.4914, 8.82556, 0, 38.1561, 39.0886, 38.1924, 198.2, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1561, 38.1614, 38.1561
5.52019, 154, 177.436, 38.2423, 12.49, -23.4356, 0, 38.2423, 39.158, 38.2792, 176.478, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2423, 38.2475, 38.2423
5.52807, 142, 157.384, 38.3277, 12, -15.3841, 0, 38.3277, 39.2322, 38.3653, 156.437, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3277, 38.3329, 38.3277
5.53596, 108, 139.177, 38.4124, 10.4881, -31.1768, 0, 38.4125, 39.3105, 38.4509, 138.235, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4124, 38.4176, 38.4124
5.54384, 94, 122.896, 38.4964, 9.79796, -28.8957, 0, 38.4964, 39.3918, 38.5361, 121.956, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.4964, 38.5014, 38.4964
5.55172, 120, 108.55, 38.5797, 11.0454, 11.4498, 0, 38.5797, 39.4755, 38.621, 107.608, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5797, 38.5845, 38.5797
5.55961, 84, 96.0907, 38.6621, 9.27362, -12.0907, 0, 38.6622, 39.5609, 38.7059, 95.1435, 38.6621, 38.6621, 38.6621, 38.6621, 38.6621, 38.6621, 38.6621, 38.6621, 38.6621, 38.6622, 38.6621, 38.6621, 38.6669, 38.6621
5.56749, 58, 85.421, 38.7438, 7.74597, -27.421, 0, 38.7439, 39.6475, 38.7911, 84.4655, 38.7438, 38.7438, 38.7438, 38.7438, 38.7438, 38.7438, 38.7438, 38.7438, 38.7438, 38.7439, 38.7438, 38.7438, 38.7484, 38.7438
5.57537, 82, 76.4086, 38.8248, 9.16515, 5.59137, 0, 38.8248, 39.7349, 38.8773, 75.4416, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8248, 38.8291, 38.8248
5.58326, 42, 68.9009, 38.9049, 6.63325, -26.9009, 0, 38.9049, 39.8228, 38.9653, 67.9186, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9049, 38.9091, 38.9049
5.59114, 40, 62.7327, 38.9843, 6.48074, -22.7327, 0, 38.9843, 39.9107, 39.0563, 61.7303, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9843, 38.9882, 38.9843
5.59903, 48, 57.7363, 39.0628, 7.07107, -9.73634, 0, 39.0629, 39.9986, 39.152, 56.7077, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0628, 39.0665, 39.0628
5.60691, 40, 53.7482, 39.1406, 6.48074, -13.7482, 0, 39.1406, 40.0862, 39.2549, 52.6847, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.1406, 39.144, 39.1406
5.61479, 50, 50.6167, 39.2175, 7.2111, -0.616653, 0, 39.2175, 40.1734, 39.3683, 49.5067, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2175, 39.2207, 39.2175
5.62268, 34, 48.2032, 39.2936, 6, -14.2032, 0, 39.2936, 40.2601, 39.4968, 47.0305, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2936, 39.2966, 39.2936
5.63056, 10, 46.3871, 39.3689, 3.4641, -36.3871, 0, 39.3689, 40.3462, 39.6467, 45.1292, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3689, 39.3717, 39.3689
5.63844, 28, 45.0659, 39.4433, 5.47723, -17.0659, 0, 39.4433, 40.4316, 39.8259, 43.6924, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4433, 39.4459, 39.4433
5.64633, 28, 44.1559, 39.5169, 5.47723, -16.1559, 0, 39.5169, 40.5163, 40.0452, 42.6257, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5169, 39.5192, 39.5169
5.65421, 26, 43.5924, 39.5895, 5.2915, -17.5924, 0, 39.5896, 40.6003, 40.318, 41.851, 39.5895, 39.5895, 39.5895, 39.5895, 39.5895, 39.5895, 39.5895, 39.5895, 39.5895, 39.5896, 39.5895, 39.5895, 39.5917, 39.5895
5.66209, 18, 43.3285, 39.6614, 4.47214, -25.3285, 0, 39.6614, 40.6835, 40.6614, 41.3042, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6614, 39.6634, 39.6614
5.66998, 14, 43.3345, 39.7323, 4, -29.3345, 0, 39.7323, 40.7659, 41.0967, 40.9346, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7323, 39.7341, 39.7323
5.67786, 28, 43.5969, 39.8023, 5.47723, -15.5969, 0, 39.8023, 40.8475, 41.6492, 40.7031, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.8023, 39.804, 39.8023
