   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_231.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.0642, 0, 0.967684, 0.772175, 1.41421, -0.967684, 0, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772175, 0.772176, 0.772175, 0.772175, 0.967682, 0.772175
14.0721, 2, 0.97087, 0.768377, 2, 1.02913, 0, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768377, 0.768379, 0.768377, 0.768377, 0.970868, 0.768377
14.08, 2, 0.97252, 0.764137, 2, 1.02748, 0, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764137, 0.764138, 0.764137, 0.764137, 0.972519, 0.764137
14.0878, 2, 0.972981, 0.759908, 2, 1.02702, 0, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759908, 0.759909, 0.759908, 0.759908, 0.972979, 0.759908
14.0957, 0, 0.972778, 0.756302, 1.41421, -0.972778, 0, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756302, 0.756304, 0.756302, 0.756302, 0.972777, 0.756302
14.1036, 4, 0.970721, 0.752191, 2.44949, 3.02928, 0, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752191, 0.752192, 0.752191, 0.752191, 0.970719, 0.752191
14.1114, 0, 0.966775, 0.747578, 1.41421, -0.966775, 0, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.747578, 0.74758, 0.747578, 0.747578, 0.966773, 0.747578
14.1193, 4, 0.960885, 0.742419, 2.44949, 3.03911, 0, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.742419, 0.74242, 0.742419, 0.742419, 0.960883, 0.742419
14.1272, 2, 0.9532, 0.736846, 2, 1.0468, 0, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736846, 0.736848, 0.736846, 0.736846, 0.953198, 0.736846
14.135, 2, 0.943982, 0.73108, 2, 1.05602, 0, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.73108, 0.731082, 0.73108, 0.73108, 0.94398, 0.73108
14.1429, 0, 0.933512, 0.725337, 1.41421, -0.933512, 0, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725337, 0.725338, 0.725337, 0.725337, 0.93351, 0.725337
14.1508, 4, 0.922724, 0.72046, 2.44949, 3.07728, 0, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.72046, 0.720462, 0.72046, 0.72046, 0.922723, 0.72046
14.1586, 0, 0.909927, 0.714648, 1.41421, -0.909927, 0, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.714648, 0.71465, 0.714648, 0.714648, 0.909925, 0.714648
14.1665, 4, 0.895298, 0.707955, 2.44949, 3.1047, 0, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707955, 0.707957, 0.707955, 0.707955, 0.895296, 0.707955
14.1744, 0, 0.879438, 0.700843, 1.41421, -0.879438, 0, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700843, 0.700845, 0.700843, 0.700843, 0.879436, 0.700843
14.1822, 0, 0.862949, 0.693767, 1.41421, -0.862949, 0, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693767, 0.693768, 0.693767, 0.693767, 0.862947, 0.693767
14.1901, 4, 0.849035, 0.689777, 2.44949, 3.15096, 0, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689777, 0.689779, 0.689777, 0.689777, 0.849033, 0.689777
14.198, 0, 0.833329, 0.684355, 1.41421, -0.833329, 0, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684355, 0.684357, 0.684355, 0.684355, 0.833327, 0.684355
14.2059, 4, 0.816089, 0.677612, 2.44949, 3.18391, 0, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677612, 0.677614, 0.677612, 0.677612, 0.816087, 0.677612
14.2137, 0, 0.798149, 0.670236, 1.41421, -0.798149, 0, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670236, 0.670237, 0.670236, 0.670236, 0.798148, 0.670236
14.2216, 0, 0.780315, 0.662899, 1.41421, -0.780315, 0, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662899, 0.662901, 0.662899, 0.662899, 0.780313, 0.662899
14.2295, 4, 0.766631, 0.659525, 2.44949, 3.23337, 0, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659525, 0.659527, 0.659525, 0.659525, 0.766629, 0.659525
14.2373, 0, 0.75145, 0.654359, 1.41421, -0.75145, 0, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654359, 0.654361, 0.654359, 0.654359, 0.751448, 0.654359
14.2452, 4, 0.73503, 0.647568, 2.44949, 3.26497, 0, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647568, 0.647569, 0.647568, 0.647568, 0.735028, 0.647568
14.2531, 4, 0.718292, 0.639994, 2.44949, 3.28171, 0, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639994, 0.639996, 0.639994, 0.639994, 0.71829, 0.639994
14.2609, 0, 0.702124, 0.632465, 1.41421, -0.702124, 0, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632465, 0.632467, 0.632465, 0.632465, 0.702123, 0.632465
14.2688, 2, 0.691177, 0.629591, 2, 1.30882, 0, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629591, 0.629592, 0.629591, 0.629591, 0.691175, 0.629591
14.2767, 2, 0.678803, 0.624692, 2, 1.3212, 0, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624692, 0.624694, 0.624692, 0.624692, 0.678801, 0.624692
14.2845, 2, 0.665202, 0.617953, 2, 1.3348, 0, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617953, 0.617954, 0.617953, 0.617953, 0.6652, 0.617953
14.2924, 0, 0.651328, 0.610326, 1.41421, -0.651328, 0, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610326, 0.610327, 0.610326, 0.610326, 0.651326, 0.610326
14.3003, 0, 0.638107, 0.602747, 1.41421, -0.638107, 0, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602747, 0.602748, 0.602747, 0.602747, 0.638105, 0.602747
14.3081, 4, 0.630513, 0.600206, 2.44949, 3.36949, 0, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600206, 0.600208, 0.600206, 0.600206, 0.630511, 0.600206
14.316, 0, 0.621327, 0.595512, 1.41421, -0.621327, 0, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595512, 0.595513, 0.595512, 0.595512, 0.621326, 0.595512
14.3239, 0, 0.61072, 0.588866, 1.41421, -0.61072, 0, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588866, 0.588868, 0.588866, 0.588866, 0.610718, 0.588866
14.3318, 2, 0.599666, 0.58128, 2, 1.40033, 0, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.58128, 0.581281, 0.58128, 0.58128, 0.599665, 0.58128
14.3396, 0, 0.589118, 0.573743, 1.41421, -0.589118, 0, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573743, 0.573745, 0.573743, 0.573743, 0.589116, 0.573743
14.3475, 0, 0.584579, 0.571802, 1.41421, -0.584579, 0, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571802, 0.571804, 0.571802, 0.571802, 0.584578, 0.571802
14.3554, 2, 0.57796, 0.567407, 2, 1.42204, 0, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567407, 0.567409, 0.567407, 0.567407, 0.577959, 0.567407
14.3632, 0, 0.569451, 0.560788, 1.41421, -0.569451, 0, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560788, 0.560789, 0.560788, 0.560788, 0.569449, 0.560788
14.3711, 0, 0.560162, 0.553095, 1.41421, -0.560162, 0, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553095, 0.553096, 0.553095, 0.553095, 0.560161, 0.553095
14.379, 2, 0.551186, 0.545455, 2, 1.44881, 0, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545455, 0.545456, 0.545455, 0.545455, 0.551184, 0.545455
14.3868, 2, 0.551008, 0.546389, 2, 1.44899, 0, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.546389, 0.54639, 0.546389, 0.546389, 0.551007, 0.546389
14.3947, 0, 0.548598, 0.544897, 1.41421, -0.548598, 0, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544897, 0.544899, 0.544897, 0.544897, 0.548596, 0.544897
14.4026, 0, 0.544093, 0.541147, 1.41421, -0.544093, 0, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541147, 0.541148, 0.541147, 0.541147, 0.544092, 0.541147
14.4104, 0, 0.538616, 0.536284, 1.41421, -0.538616, 0, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536284, 0.536285, 0.536284, 0.536284, 0.538614, 0.536284
14.4183, 0, 0.533277, 0.531443, 1.41421, -0.533277, 0, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531443, 0.531444, 0.531443, 0.531443, 0.533275, 0.531443
14.4262, 4, 0.532885, 0.53145, 2.44949, 3.46712, 0, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.53145, 0.531452, 0.53145, 0.53145, 0.532883, 0.53145
14.434, 0, 0.530749, 0.529635, 1.41421, -0.530749, 0, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529635, 0.529636, 0.529635, 0.529635, 0.530748, 0.529635
14.4419, 0, 0.527026, 0.526164, 1.41421, -0.527026, 0, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526164, 0.526166, 0.526164, 0.526164, 0.527024, 0.526164
14.4498, 4, 0.522541, 0.52188, 2.44949, 3.47746, 0, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.52188, 0.521882, 0.52188, 0.52188, 0.52254, 0.52188
14.4576, 4, 0.518118, 0.517613, 2.44949, 3.48188, 0, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517613, 0.517615, 0.517613, 0.517613, 0.518117, 0.517613
14.4655, 0, 0.51762, 0.517237, 1.41421, -0.51762, 0, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517237, 0.517238, 0.517237, 0.517237, 0.517618, 0.517237
14.4734, 0, 0.515577, 0.515287, 1.41421, -0.515577, 0, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515287, 0.515289, 0.515287, 0.515287, 0.515575, 0.515287
14.4813, 2, 0.51212, 0.511903, 2, 1.48788, 0, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511903, 0.511904, 0.511903, 0.511903, 0.512118, 0.511903
14.4891, 0, 0.507976, 0.507813, 1.41421, -0.507976, 0, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507813, 0.507815, 0.507813, 0.507813, 0.507974, 0.507813
14.497, 0, 0.503861, 0.50374, 1.41421, -0.503861, 0, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.50374, 0.503742, 0.50374, 0.50374, 0.503859, 0.50374
14.5049, 2, 0.503079, 0.50299, 2, 1.49692, 0, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.50299, 0.502992, 0.50299, 0.50299, 0.503078, 0.50299
14.5127, 0, 0.501005, 0.500939, 1.41421, -0.501005, 0, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500939, 0.500941, 0.500939, 0.500939, 0.501003, 0.500939
14.5206, 0, 0.497744, 0.497696, 1.41421, -0.497744, 0, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497696, 0.497698, 0.497696, 0.497696, 0.497743, 0.497696
14.5285, 2, 0.493904, 0.493869, 2, 1.5061, 0, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.493869, 0.49387, 0.493869, 0.493869, 0.493902, 0.493869
14.5363, 0, 0.490082, 0.490056, 1.41421, -0.490082, 0, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490056, 0.490057, 0.490056, 0.490056, 0.49008, 0.490056
14.5442, 2, 0.488825, 0.488806, 2, 1.51117, 0, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488806, 0.488808, 0.488806, 0.488806, 0.488824, 0.488806
14.5521, 4, 0.486582, 0.486569, 2.44949, 3.51342, 0, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.486569, 0.48657, 0.486569, 0.486569, 0.486581, 0.486569
14.5599, 0, 0.483432, 0.483422, 1.41421, -0.483432, 0, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483422, 0.483424, 0.483422, 0.483422, 0.483431, 0.483422
14.5678, 2, 0.479838, 0.479831, 2, 1.52016, 0, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479831, 0.479832, 0.479831, 0.479831, 0.479837, 0.479831
14.5757, 2, 0.476258, 0.476252, 2, 1.52374, 0, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476252, 0.476254, 0.476252, 0.476252, 0.476257, 0.476252
14.5835, 0, 0.474556, 0.474552, 1.41421, -0.474556, 0, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474552, 0.474553, 0.474552, 0.474552, 0.474555, 0.474552
14.5914, 0, 0.472188, 0.472184, 1.41421, -0.472188, 0, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472184, 0.472186, 0.472184, 0.472184, 0.472186, 0.472184
14.5993, 2, 0.469204, 0.469201, 2, 1.5308, 0, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469201, 0.469203, 0.469201, 0.469201, 0.469203, 0.469201
14.6072, 2, 0.465921, 0.465918, 2, 1.53408, 0, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.465918, 0.46592, 0.465918, 0.465918, 0.465919, 0.465918
14.615, 2, 0.462649, 0.462646, 2, 1.53735, 0, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462646, 0.462648, 0.462646, 0.462646, 0.462647, 0.462646
14.6229, 0, 0.459416, 0.459414, 1.41421, -0.459416, 0, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459414, 0.459416, 0.459414, 0.459414, 0.459415, 0.459414
14.6308, 2, 0.456141, 0.456139, 2, 1.54386, 0, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.456139, 0.45614, 0.456139, 0.456139, 0.456139, 0.456139
14.6386, 0, 0.452485, 0.452483, 1.41421, -0.452485, 0, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452483, 0.452485, 0.452483, 0.452483, 0.452483, 0.452483
14.6465, 0, 0.448439, 0.448438, 1.41421, -0.448439, 0, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448438, 0.448439, 0.448438, 0.448438, 0.448438, 0.448438
14.6544, 0, 0.444039, 0.444037, 1.41421, -0.444039, 0, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444037, 0.444039, 0.444037, 0.444037, 0.444038, 0.444037
14.6622, 0, 0.439303, 0.439301, 1.41421, -0.439303, 0, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439301, 0.439303, 0.439301, 0.439301, 0.439301, 0.439301
14.6701, 0, 0.434329, 0.434327, 1.41421, -0.434329, 0, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434327, 0.434329, 0.434327, 0.434327, 0.434327, 0.434327
14.678, 2, 0.428919, 0.428917, 2, 1.57108, 0, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428917, 0.428919, 0.428917, 0.428917, 0.428917, 0.428917
14.6858, 4, 0.423147, 0.423145, 2.44949, 3.57685, 0, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423145, 0.423146, 0.423145, 0.423145, 0.423145, 0.423145
14.6937, 0, 0.417217, 0.417215, 1.41421, -0.417217, 0, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417215, 0.417217, 0.417215, 0.417215, 0.417215, 0.417215
14.7016, 0, 0.411329, 0.411327, 1.41421, -0.411329, 0, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411327, 0.411329, 0.411327, 0.411327, 0.411327, 0.411327
14.7094, 0, 0.406108, 0.406106, 1.41421, -0.406108, 0, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406106, 0.406108, 0.406106, 0.406106, 0.406106, 0.406106
14.7173, 2, 0.400224, 0.400223, 2, 1.59978, 0, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400223, 0.400224, 0.400223, 0.400223, 0.400223, 0.400223
14.7252, 2, 0.393827, 0.393825, 2, 1.60617, 0, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393825, 0.393827, 0.393825, 0.393825, 0.393825, 0.393825
14.733, 0, 0.387204, 0.387203, 1.41421, -0.387204, 0, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387203, 0.387204, 0.387203, 0.387203, 0.387203, 0.387203
14.7409, 2, 0.380638, 0.380636, 2, 1.61936, 0, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380636, 0.380638, 0.380636, 0.380636, 0.380636, 0.380636
14.7488, 0, 0.375937, 0.375936, 1.41421, -0.375937, 0, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375936, 0.375937, 0.375936, 0.375936, 0.375936, 0.375936
14.7567, 0, 0.370146, 0.370145, 1.41421, -0.370146, 0, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370145, 0.370146, 0.370145, 0.370145, 0.370145, 0.370145
14.7645, 0, 0.363445, 0.363444, 1.41421, -0.363445, 0, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363444, 0.363445, 0.363444, 0.363444, 0.363444, 0.363444
14.7724, 0, 0.356333, 0.356331, 1.41421, -0.356333, 0, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356331, 0.356333, 0.356331, 0.356331, 0.356331, 0.356331
14.7803, 2, 0.34929, 0.349289, 2, 1.65071, 0, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.349289, 0.34929, 0.349289, 0.349289, 0.349289, 0.349289
14.7881, 2, 0.345282, 0.345281, 2, 1.65472, 0, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345281, 0.345282, 0.345281, 0.345281, 0.345281, 0.345281
14.796, 0, 0.339912, 0.339911, 1.41421, -0.339912, 0, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339911, 0.339912, 0.339911, 0.339911, 0.339911, 0.339911
14.8039, 2, 0.333371, 0.333369, 2, 1.66663, 0, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333369, 0.333371, 0.333369, 0.333369, 0.333369, 0.333369
14.8117, 2, 0.326292, 0.326291, 2, 1.67371, 0, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326291, 0.326292, 0.326291, 0.326291, 0.326291, 0.326291
14.8196, 0, 0.31929, 0.319288, 1.41421, -0.31929, 0, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.319288, 0.31929, 0.319288, 0.319288, 0.319288, 0.319288
14.8275, 2, 0.315441, 0.31544, 2, 1.68456, 0, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.31544, 0.315441, 0.31544, 0.31544, 0.31544, 0.31544
14.8353, 2, 0.310094, 0.310093, 2, 1.68991, 0, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310093, 0.310094, 0.310093, 0.310093, 0.310093, 0.310093
14.8432, 2, 0.30344, 0.303439, 2, 1.69656, 0, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.303439, 0.30344, 0.303439, 0.303439, 0.303439, 0.303439
14.8511, 2, 0.29619, 0.296188, 2, 1.70381, 0, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.296188, 0.29619, 0.296188, 0.296188, 0.296188, 0.296188
