   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_253.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.372717, 0, 2.19927e-09, 3.44782e-36, 1.41421, -2.19927e-09, 0, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 3.44782e-36, 7.10911e-12, 3.44782e-36, 3.44782e-36, 7.56666e-14, 1.57933e-14, 3.44782e-36, 2.19207e-09, 3.44782e-36, 3.44782e-36, 3.44782e-36
0.380586, 0, 3.4045e-09, 2.70221e-35, 1.41421, -3.4045e-09, 0, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 2.70221e-35, 1.10147e-11, 2.70221e-35, 2.70221e-35, 1.25103e-13, 2.60567e-14, 2.70221e-35, 3.39333e-09, 2.70221e-35, 2.70221e-35, 2.70221e-35
0.388455, 0, 5.22908e-09, 1.95296e-34, 1.41421, -5.22908e-09, 0, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.95296e-34, 1.69361e-11, 1.95296e-34, 1.95296e-34, 2.06493e-13, 4.28734e-14, 1.95296e-34, 5.2119e-09, 1.95296e-34, 1.95296e-34, 1.95296e-34
0.396324, 0, 7.96923e-09, 1.347e-33, 1.41421, -7.96923e-09, 0, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 1.347e-33, 2.58447e-11, 1.347e-33, 1.347e-33, 3.40414e-13, 7.03846e-14, 1.347e-33, 7.94298e-09, 1.347e-33, 1.347e-33, 1.347e-33
0.404193, 0, 1.20517e-08, 8.55877e-33, 1.41421, -1.20517e-08, 0, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 8.55877e-33, 3.9146e-11, 8.55877e-33, 8.55877e-33, 5.60686e-13, 1.15337e-13, 8.55877e-33, 1.20119e-08, 8.55877e-33, 8.55877e-33, 8.55877e-33
0.412062, 0, 1.8086e-08, 5.2887e-32, 1.41421, -1.8086e-08, 0, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.2887e-32, 5.88577e-11, 5.2887e-32, 5.2887e-32, 9.22885e-13, 1.88722e-13, 5.2887e-32, 1.80261e-08, 5.2887e-32, 5.2887e-32, 5.2887e-32
0.419931, 0, 2.69357e-08, 2.98393e-31, 1.41421, -2.69357e-08, 0, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 2.98393e-31, 8.78548e-11, 2.98393e-31, 2.98393e-31, 1.51824e-12, 3.08432e-13, 2.98393e-31, 2.68461e-08, 2.98393e-31, 2.98393e-31, 2.98393e-31
0.4278, 0, 3.98133e-08, 1.60868e-30, 1.41421, -3.98133e-08, 0, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.60868e-30, 1.30204e-10, 1.60868e-30, 1.60868e-30, 2.49627e-12, 5.03575e-13, 1.60868e-30, 3.96801e-08, 1.60868e-30, 1.60868e-30, 1.60868e-30
0.435669, 0, 5.84079e-08, 8.19662e-30, 1.41421, -5.84079e-08, 0, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 8.19662e-30, 1.91614e-10, 8.19662e-30, 8.19662e-30, 4.10143e-12, 8.21427e-13, 8.19662e-30, 5.82113e-08, 8.19662e-30, 8.19662e-30, 8.19662e-30
0.443538, 0, 8.50521e-08, 3.9413e-29, 1.41421, -8.50521e-08, 0, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 3.9413e-29, 2.80051e-10, 3.9413e-29, 3.9413e-29, 6.73216e-12, 1.3386e-12, 3.9413e-29, 8.4764e-08, 3.9413e-29, 3.9413e-29, 3.9413e-29
0.451407, 0, 1.22942e-07, 1.8116e-28, 1.41421, -1.22942e-07, 0, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 1.8116e-28, 4.06544e-10, 1.8116e-28, 1.8116e-28, 1.10353e-11, 2.17886e-12, 1.8116e-28, 1.22522e-07, 1.8116e-28, 1.8116e-28, 1.8116e-28
0.459276, 0, 1.76419e-07, 7.92887e-28, 1.41421, -1.76419e-07, 0, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 7.92887e-28, 5.86274e-10, 7.92887e-28, 7.92887e-28, 1.80563e-11, 3.54139e-12, 7.92887e-28, 1.75811e-07, 7.92887e-28, 7.92887e-28, 7.92887e-28
0.467145, 0, 2.51336e-07, 3.30272e-27, 1.41421, -2.51336e-07, 0, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 3.30272e-27, 8.39995e-10, 3.30272e-27, 3.30272e-27, 2.94753e-11, 5.74515e-12, 3.30272e-27, 2.50461e-07, 3.30272e-27, 3.30272e-27, 3.30272e-27
0.475014, 0, 3.55519e-07, 1.31163e-26, 1.41421, -3.55519e-07, 0, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.31163e-26, 1.19592e-09, 1.31163e-26, 1.31163e-26, 4.79773e-11, 9.29795e-12, 1.31163e-26, 3.54266e-07, 1.31163e-26, 1.31163e-26, 1.31163e-26
0.482883, 0, 4.99351e-07, 4.9757e-26, 1.41421, -4.99351e-07, 0, 4.9757e-26, 4.9757e-26, 4.9757e-26, 4.9757e-26, 4.9757e-26, 4.9757e-26, 4.9757e-26, 4.9757e-26, 2.41614e-12, 4.9757e-26, 4.9757e-26, 4.9757e-26, 1.69214e-09, 4.9757e-26, 4.9757e-26, 7.7824e-11, 1.5003e-11, 4.9757e-26, 4.97564e-07, 4.9757e-26, 4.9757e-26, 4.9757e-26
0.490752, 0, 6.96495e-07, 1.80677e-25, 1.41421, -6.96495e-07, 0, 1.80677e-25, 1.80677e-25, 1.80677e-25, 1.80677e-25, 1.80677e-25, 1.80677e-25, 1.80677e-25, 1.80677e-25, 8.34426e-12, 1.80677e-25, 1.80677e-25, 1.80677e-25, 2.37981e-09, 1.80677e-25, 1.80677e-25, 1.25733e-10, 2.41211e-11, 1.80677e-25, 6.93957e-07, 1.80677e-25, 1.80677e-25, 1.80677e-25
0.498621, 0, 9.64793e-07, 6.34291e-25, 1.41421, -9.64793e-07, 0, 6.34291e-25, 6.34291e-25, 6.34291e-25, 6.34291e-25, 6.34291e-25, 6.34291e-25, 6.34291e-25, 6.34291e-25, 2.2425e-11, 6.34291e-25, 6.34291e-25, 6.34291e-25, 3.32721e-09, 6.34291e-25, 6.34291e-25, 2.02215e-10, 3.8615e-11, 6.34291e-25, 9.61202e-07, 6.34291e-25, 6.34291e-25, 6.34291e-25
0.50649, 0, 1.3306e-06, 2.04647e-10, 1.41421, -1.3306e-06, 2.04647e-10, 2.04664e-10, 2.0474e-10, 2.04649e-10, 4.50192e-10, 2.12054e-10, 2.04678e-10, 2.05198e-10, 6.74437e-10, 3.72562e-10, 3.53132e-10, 1.02079e-09, 1.22809e-09, 4.82969e-09, 2.05072e-10, 2.06369e-10, 5.2823e-10, 2.6616e-10, 2.04648e-10, 1.32268e-06, 2.04647e-10, 2.04647e-10, 2.30747e-10
0.514359, 0, 1.82508e-06, 6.96219e-10, 1.41421, -1.82508e-06, 6.96219e-10, 6.96278e-10, 6.96539e-10, 6.96226e-10, 1.53972e-09, 7.21664e-10, 6.96326e-10, 6.98113e-10, 2.31005e-09, 1.21245e-09, 1.2063e-09, 3.49984e-09, 4.21198e-09, 7.08906e-09, 6.97679e-10, 7.02134e-10, 1.21125e-09, 7.93662e-10, 6.96224e-10, 1.80815e-06, 6.96219e-10, 6.96219e-10, 7.85878e-10
0.522229, 0, 2.49265e-06, 1.85151e-09, 1.41421, -2.49265e-06, 1.85151e-09, 1.85167e-09, 1.85237e-09, 1.85153e-09, 4.10772e-09, 1.91957e-09, 1.8518e-09, 1.85658e-09, 6.16822e-09, 3.17842e-09, 3.21588e-09, 9.3507e-09, 1.12556e-08, 1.06389e-08, 1.85542e-09, 1.86733e-09, 2.66642e-09, 2.00491e-09, 1.85152e-09, 2.45639e-06, 1.85151e-09, 1.85151e-09, 2.09133e-09
0.530098, 0, 3.39501e-06, 4.50263e-09, 1.41421, -3.39501e-06, 4.50263e-09, 4.50302e-09, 4.50472e-09, 4.50268e-09, 1.00081e-08, 4.66871e-09, 4.50333e-09, 4.51499e-09, 1.5036e-08, 7.66877e-09, 7.8319e-09, 2.28018e-08, 2.74499e-08, 1.65159e-08, 4.51217e-09, 4.54124e-09, 5.784e-09, 4.7425e-09, 4.50267e-09, 3.31688e-06, 4.50263e-09, 4.50263e-09, 5.08784e-09
0.537967, 0, 4.62235e-06, 1.04387e-08, 1.41421, -4.62235e-06, 1.04387e-08, 1.04396e-08, 1.04435e-08, 1.04388e-08, 2.32301e-08, 1.08246e-08, 1.04403e-08, 1.04674e-08, 3.49119e-08, 1.76737e-08, 1.81739e-08, 5.29547e-08, 6.37541e-08, 2.67741e-08, 1.04608e-08, 1.05284e-08, 1.24404e-08, 1.0811e-08, 1.04388e-08, 4.45368e-06, 1.04387e-08, 1.04387e-08, 1.17984e-08
0.545836, 0, 6.31362e-06, 2.34111e-08, 1.41421, -6.31362e-06, 2.34111e-08, 2.34131e-08, 2.3422e-08, 2.34113e-08, 5.214e-08, 2.42777e-08, 2.34147e-08, 2.34756e-08, 7.83768e-08, 4.05854e-08, 4.0784e-08, 1.189e-07, 1.43155e-07, 4.55063e-08, 2.34608e-08, 2.36126e-08, 2.65169e-08, 2.39853e-08, 2.34113e-08, 5.95012e-06, 2.34111e-08, 2.34111e-08, 2.64648e-08
0.553705, 0, 8.6916e-06, 5.10779e-08, 1.41421, -8.6916e-06, 5.10779e-08, 5.10822e-08, 5.11017e-08, 5.10784e-08, 1.13828e-07, 5.29708e-08, 5.10858e-08, 5.12188e-08, 1.71134e-07, 9.0728e-08, 8.90237e-08, 2.59645e-07, 3.12623e-07, 8.08077e-08, 5.11865e-08, 5.15179e-08, 5.58632e-08, 5.19557e-08, 5.10783e-08, 7.91641e-06, 5.10779e-08, 5.10779e-08, 5.77478e-08
0.561574, 0, 1.21517e-05, 1.0867e-07, 1.41421, -1.21517e-05, 1.0867e-07, 1.08679e-07, 1.08721e-07, 1.08671e-07, 2.42302e-07, 1.12701e-07, 1.08687e-07, 1.0897e-07, 3.64342e-07, 2.19183e-07, 1.8948e-07, 5.52836e-07, 6.65658e-07, 1.48466e-07, 1.08902e-07, 1.09607e-07, 1.15991e-07, 1.10001e-07, 1.08671e-07, 1.05017e-05, 1.0867e-07, 1.0867e-07, 1.22875e-07
0.569443, 0, 1.73451e-05, 2.25694e-07, 1.41421, -1.73451e-05, 2.25694e-07, 2.25714e-07, 2.258e-07, 2.25697e-07, 5.0349e-07, 2.34074e-07, 2.25729e-07, 2.26318e-07, 7.57188e-07, 4.91178e-07, 3.93682e-07, 1.14903e-06, 1.38357e-06, 2.78692e-07, 2.26175e-07, 2.27642e-07, 2.36813e-07, 2.27695e-07, 2.25696e-07, 1.39139e-05, 2.25694e-07, 2.25694e-07, 2.55223e-07
