   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_80.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0889886, 0, 2.54545e-17, 0, 1.41421, -2.54545e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32864e-22, 1.27958e-21, 0, 2.54529e-17, 0, 0, 0
0.0968684, 0, 5.05596e-17, 0, 1.41421, -5.05596e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73121e-22, 2.58342e-21, 0, 5.05563e-17, 0, 0, 0
0.104748, 0, 9.94463e-17, 0, 1.41421, -9.94463e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34815e-21, 5.16641e-21, 0, 9.94398e-17, 0, 0, 0
0.112628, 0, 1.93736e-16, 0, 1.41421, -1.93736e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67482e-21, 1.02367e-20, 0, 1.93723e-16, 0, 0, 0
0.120508, 0, 3.73894e-16, 0, 1.41421, -3.73894e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25837e-21, 2.01004e-20, 0, 3.73868e-16, 0, 0, 0
0.128388, 0, 7.14958e-16, 0, 1.41421, -7.14958e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02445e-20, 3.9122e-20, 0, 7.14909e-16, 0, 0, 0
0.136267, 0, 1.3548e-15, 0, 1.41421, -1.3548e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97827e-20, 7.54909e-20, 0, 1.3547e-15, 0, 0, 0
0.144147, 0, 2.54445e-15, 0, 1.41421, -2.54445e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78709e-20, 1.44447e-19, 0, 2.54427e-15, 0, 0, 0
0.152027, 0, 4.73695e-15, 0, 1.41421, -4.73695e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18809e-20, 2.74119e-19, 0, 4.73661e-15, 0, 0, 0
0.159907, 0, 8.74263e-15, 0, 1.41421, -8.74263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35291e-19, 5.16011e-19, 0, 8.74198e-15, 0, 0, 0
0.167787, 0, 1.59982e-14, 0, 1.41421, -1.59982e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52536e-19, 9.63682e-19, 0, 1.5997e-14, 0, 0, 0
0.175667, 0, 2.90293e-14, 0, 1.41421, -2.90293e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67554e-19, 1.78579e-18, 0, 2.90271e-14, 0, 0, 0
0.183546, 0, 5.22369e-14, 0, 1.41421, -5.22369e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58733e-19, 3.28405e-18, 0, 5.22328e-14, 0, 0, 0
0.191426, 0, 9.3225e-14, 0, 1.41421, -9.3225e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56476e-18, 5.99418e-18, 0, 9.32175e-14, 0, 0, 0
0.199306, 0, 1.65021e-13, 0, 1.41421, -1.65021e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82913e-18, 1.08605e-17, 0, 1.65008e-13, 0, 0, 0
0.207186, 0, 2.89756e-13, 0, 1.41421, -2.89756e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07597e-18, 1.95353e-17, 0, 2.89732e-13, 0, 0, 0
0.215066, 0, 5.04711e-13, 0, 1.41421, -5.04711e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.0386e-18, 3.48895e-17, 0, 5.04667e-13, 0, 0, 0
0.222945, 0, 8.72165e-13, 0, 1.41421, -8.72165e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59753e-17, 6.18762e-17, 0, 8.72087e-13, 0, 0, 0
0.230825, 0, 1.4953e-12, 0, 1.41421, -1.4953e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80296e-17, 1.08992e-16, 0, 1.49516e-12, 0, 0, 0
0.238705, 0, 2.54364e-12, 0, 1.41421, -2.54364e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88278e-17, 1.90696e-16, 0, 2.5434e-12, 0, 0, 0
0.246585, 0, 4.29347e-12, 0, 1.41421, -4.29347e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44624e-17, 3.31454e-16, 0, 4.29305e-12, 0, 0, 0
0.254465, 0, 7.19128e-12, 0, 1.41421, -7.19128e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45103e-16, 5.72403e-16, 0, 7.19056e-12, 0, 0, 0
0.262345, 0, 1.19528e-11, 0, 1.41421, -1.19528e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47622e-16, 9.82291e-16, 0, 1.19516e-11, 0, 0, 0
0.270224, 0, 1.97163e-11, 0, 1.41421, -1.97163e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19848e-16, 1.67536e-15, 0, 1.97142e-11, 0, 0, 0
0.278104, 0, 3.22766e-11, 0, 1.41421, -3.22766e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07425e-16, 2.84039e-15, 0, 3.2273e-11, 0, 0, 0
0.285984, 0, 5.24414e-11, 0, 1.41421, -5.24414e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18485e-15, 4.78774e-15, 0, 5.24355e-11, 0, 0, 0
0.293864, 0, 8.45683e-11, 0, 1.41421, -8.45683e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97319e-15, 8.02522e-15, 0, 8.45583e-11, 0, 0, 0
0.301744, 0, 1.35364e-10, 0, 1.41421, -1.35364e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26837e-15, 1.33799e-14, 0, 1.35347e-10, 0, 0, 0
0.309623, 0, 2.15069e-10, 2.87266e-43, 1.41421, -2.15069e-10, 0, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 2.87266e-43, 5.38643e-15, 2.21931e-14, 2.87266e-43, 2.15041e-10, 2.87266e-43, 2.87266e-43, 2.87266e-43
0.317503, 0, 3.39195e-10, 4.91576e-42, 1.41421, -3.39195e-10, 0, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 4.91576e-42, 8.83588e-15, 3.66332e-14, 4.91576e-42, 3.39149e-10, 4.91576e-42, 4.91576e-42, 4.91576e-42
0.325383, 0, 5.31048e-10, 7.0128e-41, 1.41421, -5.31048e-10, 0, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 7.0128e-41, 1.44331e-14, 6.01927e-14, 7.0128e-41, 5.30973e-10, 7.0128e-41, 7.0128e-41, 7.0128e-41
0.333263, 0, 8.2537e-10, 8.85876e-40, 1.41421, -8.2537e-10, 0, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 8.85876e-40, 2.34867e-14, 9.84826e-14, 8.85876e-40, 8.25248e-10, 8.85876e-40, 8.85876e-40, 8.85876e-40
0.341143, 0, 1.27353e-09, 1.0033e-38, 1.41421, -1.27353e-09, 0, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 1.0033e-38, 3.80933e-14, 1.60496e-13, 1.0033e-38, 1.27334e-09, 1.0033e-38, 1.0033e-38, 1.0033e-38
0.349023, 0, 1.95091e-09, 1.02638e-37, 1.41421, -1.95091e-09, 0, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 1.02638e-37, 6.161e-14, 2.60618e-13, 1.02638e-37, 1.95059e-09, 1.02638e-37, 1.02638e-37, 1.02638e-37
0.356902, 0, 2.96719e-09, 9.53761e-37, 1.41421, -2.96719e-09, 0, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.53761e-37, 9.94129e-14, 4.21825e-13, 9.53761e-37, 2.96667e-09, 9.53761e-37, 9.53761e-37, 9.53761e-37
0.364782, 0, 4.48078e-09, 8.09541e-36, 1.41421, -4.48078e-09, 0, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 8.09541e-36, 1.60115e-13, 6.80771e-13, 8.09541e-36, 4.47993e-09, 8.09541e-36, 8.09541e-36, 8.09541e-36
0.372662, 0, 6.71862e-09, 6.30633e-35, 1.41421, -6.71862e-09, 0, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 6.30633e-35, 2.57523e-13, 1.09587e-12, 6.30633e-35, 6.71727e-09, 6.30633e-35, 6.30633e-35, 6.30633e-35
0.380542, 0, 1.00033e-08, 4.52911e-34, 1.41421, -1.00033e-08, 0, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.52911e-34, 4.13776e-13, 1.76013e-12, 4.52911e-34, 1.00011e-08, 4.52911e-34, 4.52911e-34, 4.52911e-34
0.388422, 0, 1.47899e-08, 3.11772e-33, 1.41421, -1.47899e-08, 0, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 3.11772e-33, 6.64387e-13, 2.82153e-12, 3.11772e-33, 1.47864e-08, 3.11772e-33, 3.11772e-33, 3.11772e-33
0.396301, 0, 2.17161e-08, 5.20066e-32, 1.41421, -2.17161e-08, 0, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 5.20066e-32, 1.06781e-12, 4.52043e-12, 5.20066e-32, 2.17105e-08, 5.20066e-32, 5.20066e-32, 5.20066e-32
0.404181, 0, 3.16651e-08, 2.91891e-31, 1.41421, -3.16651e-08, 0, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 2.91891e-31, 1.71313e-12, 7.22206e-12, 2.91891e-31, 3.16562e-08, 2.91891e-31, 2.91891e-31, 2.91891e-31
0.412061, 0, 4.58568e-08, 1.56592e-30, 1.41421, -4.58568e-08, 0, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 1.56592e-30, 2.74761e-12, 1.15217e-11, 1.56592e-30, 4.58425e-08, 1.56592e-30, 1.56592e-30, 1.56592e-30
0.419941, 0, 6.59591e-08, 7.93816e-30, 1.41421, -6.59591e-08, 0, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 7.93816e-30, 4.40506e-12, 1.8355e-11, 7.93816e-30, 6.59364e-08, 7.93816e-30, 7.93816e-30, 7.93816e-30
0.427821, 0, 9.42366e-08, 3.79947e-29, 1.41421, -9.42366e-08, 0, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 3.79947e-29, 7.05821e-12, 2.91974e-11, 3.79947e-29, 9.42003e-08, 3.79947e-29, 3.79947e-29, 3.79947e-29
0.4357, 0, 1.33741e-07, 1.73799e-28, 1.41421, -1.33741e-07, 0, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.73799e-28, 1.12993e-11, 4.63681e-11, 1.73799e-28, 1.33683e-07, 1.73799e-28, 1.73799e-28, 1.73799e-28
0.44358, 0, 1.88554e-07, 7.56741e-28, 1.41421, -1.88554e-07, 0, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 7.56741e-28, 1.80658e-11, 7.34965e-11, 7.56741e-28, 1.88463e-07, 7.56741e-28, 7.56741e-28, 7.56741e-28
0.45146, 0, 2.64097e-07, 3.13496e-27, 1.41421, -2.64097e-07, 0, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 3.13496e-27, 2.8835e-11, 1.16238e-10, 3.13496e-27, 2.63952e-07, 3.13496e-27, 3.13496e-27, 3.13496e-27
0.45934, 0, 3.67516e-07, 1.23782e-26, 1.41421, -3.67516e-07, 0, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 1.23782e-26, 4.59223e-11, 1.83352e-10, 1.23782e-26, 3.67286e-07, 1.23782e-26, 1.23782e-26, 1.23782e-26
0.46722, 0, 5.08166e-07, 4.66716e-26, 1.41421, -5.08166e-07, 0, 4.66716e-26, 4.66716e-26, 4.66716e-26, 4.66716e-26, 4.66716e-26, 4.66716e-26, 2.26747e-12, 4.66716e-26, 4.66716e-26, 4.66716e-26, 4.66716e-26, 4.66716e-26, 7.29372e-11, 2.88327e-10, 4.66716e-26, 5.07803e-07, 4.66716e-26, 4.66716e-26, 4.66716e-26
0.4751, 0, 6.98206e-07, 1.68399e-25, 1.41421, -6.98206e-07, 0, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.68399e-25, 7.62453e-12, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.68399e-25, 1.1547e-10, 4.51787e-10, 1.68399e-25, 6.97631e-07, 1.68399e-25, 1.68399e-25, 1.68399e-25
0.482979, 0, 9.53325e-07, 5.88047e-25, 1.41421, -9.53325e-07, 0, 5.88047e-25, 5.88047e-25, 5.88047e-25, 5.88047e-25, 5.88047e-25, 5.88047e-25, 1.99077e-11, 5.88047e-25, 5.88047e-25, 5.88047e-25, 5.88047e-25, 5.88047e-25, 1.82123e-10, 7.05031e-10, 5.88047e-25, 9.52418e-07, 5.88047e-25, 5.88047e-25, 5.88047e-25
0.490859, 0, 1.29698e-06, 2.57477e-10, 1.41421, -1.29698e-06, 2.57477e-10, 2.57553e-10, 2.5751e-10, 5.62853e-10, 2.64032e-10, 2.58299e-10, 2.67835e-10, 4.10531e-10, 1.29055e-09, 2.6258e-10, 1.70515e-09, 2.58616e-10, 2.59571e-10, 5.43513e-10, 1.35264e-09, 2.57479e-10, 1.29261e-06, 2.57477e-10, 2.57477e-10, 2.79299e-10
0.498739, 0, 1.75593e-06, 8.5679e-10, 1.41421, -1.75593e-06, 8.5679e-10, 8.57045e-10, 8.569e-10, 1.87842e-09, 8.78721e-10, 8.5954e-10, 8.91442e-10, 1.31767e-09, 4.31294e-09, 8.73861e-10, 5.69998e-09, 8.60599e-10, 8.63795e-10, 1.30398e-09, 2.5493e-09, 8.56796e-10, 1.74385e-06, 8.5679e-10, 8.5679e-10, 9.29795e-10
0.506619, 0, 2.36842e-06, 2.21858e-09, 1.41421, -2.36842e-06, 2.21858e-09, 2.21925e-09, 2.21887e-09, 4.87419e-09, 2.27559e-09, 2.22573e-09, 2.30866e-09, 3.37284e-09, 1.12024e-08, 2.26296e-09, 1.48079e-08, 2.22848e-09, 2.23679e-09, 2.91416e-09, 4.81957e-09, 2.2186e-09, 2.33933e-06, 2.21858e-09, 2.21858e-09, 2.40835e-09
0.514499, 0, 3.18711e-06, 5.24186e-09, 1.41421, -3.18711e-06, 5.24186e-09, 5.24343e-09, 5.24254e-09, 1.15345e-08, 5.37694e-09, 5.2588e-09, 5.45529e-09, 7.92159e-09, 2.65295e-08, 5.34701e-09, 3.50728e-08, 5.26532e-09, 5.28501e-09, 6.31789e-09, 9.21468e-09, 5.2419e-09, 3.12098e-06, 5.24186e-09, 5.24186e-09, 5.69153e-09
0.522379, 0, 4.2881e-06, 1.18083e-08, 1.41421, -4.2881e-06, 1.18083e-08, 1.18119e-08, 1.18098e-08, 2.60105e-08, 1.21132e-08, 1.18465e-08, 1.229e-08, 1.77669e-08, 5.98538e-08, 1.20456e-08, 7.91357e-08, 1.18613e-08, 1.19057e-08, 1.34633e-08, 1.7837e-08, 1.18084e-08, 4.14265e-06, 1.18083e-08, 1.18083e-08, 1.28232e-08
0.530258, 0, 5.7873e-06, 2.57562e-08, 1.41421, -5.7873e-06, 2.57562e-08, 2.5764e-08, 2.57596e-08, 5.67753e-08, 2.64221e-08, 2.58397e-08, 2.68083e-08, 3.96788e-08, 1.30693e-07, 2.62745e-08, 1.72807e-07, 2.58719e-08, 2.59689e-08, 2.82861e-08, 3.48518e-08, 2.57564e-08, 5.47387e-06, 2.57562e-08, 2.57562e-08, 2.79728e-08
0.538138, 0, 7.86727e-06, 5.47342e-08, 1.41421, -7.86727e-06, 5.47342e-08, 5.47507e-08, 5.47413e-08, 1.20721e-07, 5.61507e-08, 5.49119e-08, 5.69723e-08, 8.64078e-08, 2.77966e-07, 5.58368e-08, 3.67554e-07, 5.49802e-08, 5.51867e-08, 5.85773e-08, 6.83496e-08, 5.47346e-08, 7.20573e-06, 5.47342e-08, 5.47342e-08, 5.94496e-08
0.546018, 0, 1.0851e-05, 1.13623e-07, 1.41421, -1.0851e-05, 1.13623e-07, 1.13658e-07, 1.13638e-07, 2.50728e-07, 1.16567e-07, 1.13993e-07, 1.18274e-07, 2.05902e-07, 5.77445e-07, 1.15914e-07, 7.63589e-07, 1.14135e-07, 1.14564e-07, 1.19423e-07, 1.33855e-07, 1.13624e-07, 9.46023e-06, 1.13623e-07, 1.13623e-07, 1.23421e-07
0.553898, 0, 1.52525e-05, 2.307e-07, 1.41421, -1.52525e-05, 2.307e-07, 2.3077e-07, 2.30731e-07, 5.09308e-07, 2.36681e-07, 2.3145e-07, 2.4015e-07, 4.53322e-07, 1.17322e-06, 2.35356e-07, 1.55148e-06, 2.31739e-07, 2.32611e-07, 2.39397e-07, 2.60539e-07, 2.30702e-07, 1.24056e-05, 2.307e-07, 2.307e-07, 2.5061e-07
0.561778, 0, 2.19776e-05, 4.5842e-07, 1.41421, -2.19776e-05, 4.5842e-07, 4.58558e-07, 4.5848e-07, 1.01248e-06, 4.70314e-07, 4.59911e-07, 4.77212e-07, 9.56061e-07, 2.33281e-06, 4.67678e-07, 3.08504e-06, 4.60486e-07, 4.62219e-07, 4.71374e-07, 5.02093e-07, 4.58423e-07, 1.62812e-05, 4.5842e-07, 4.5842e-07, 4.98013e-07
0.569657, 0, 3.25977e-05, 8.91785e-07, 1.41421, -3.25977e-05, 8.91785e-07, 8.92055e-07, 8.91902e-07, 1.97052e-06, 9.14942e-07, 8.94689e-07, 9.28373e-07, 1.95712e-06, 4.54112e-06, 9.0981e-07, 6.00568e-06, 8.95807e-07, 8.99182e-07, 9.10948e-07, 9.55222e-07, 8.91791e-07, 2.14382e-05, 8.91785e-07, 8.91785e-07, 9.68871e-07
0.577537, 0, 4.98141e-05, 1.69878e-06, 1.41421, -4.98141e-05, 1.69878e-06, 1.6993e-06, 1.69901e-06, 3.75544e-06, 1.74293e-06, 1.70432e-06, 1.76854e-06, 3.89813e-06, 8.6564e-06, 1.73315e-06, 1.14487e-05, 1.70645e-06, 1.71288e-06, 1.72694e-06, 1.79024e-06, 1.6988e-06, 2.84077e-05, 1.69878e-06, 1.69878e-06, 1.84575e-06
0.585417, 0, 7.82779e-05, 3.16937e-06, 1.41421, -7.82779e-05, 3.16937e-06, 3.17033e-06, 3.16978e-06, 7.00982e-06, 3.25181e-06, 3.17971e-06, 3.29963e-06, 7.62621e-06, 1.61615e-05, 3.23354e-06, 2.13756e-05, 3.18369e-06, 3.1957e-06, 3.21046e-06, 3.30025e-06, 3.16939e-06, 3.80066e-05, 3.16937e-06, 3.16937e-06, 3.4438e-06
0.593297, 0, 0.000125831, 5.79197e-06, 1.41421, -0.000125831, 5.79197e-06, 5.79372e-06, 5.79273e-06, 1.28169e-05, 5.94277e-06, 5.81088e-06, 6.03024e-06, 1.46732e-05, 2.9557e-05, 5.90935e-06, 3.90945e-05, 5.81816e-06, 5.84013e-06, 5.85154e-06, 5.97796e-06, 5.79201e-06, 5.15072e-05, 5.79197e-06, 5.79197e-06, 6.29396e-06
0.601177, 0, 0.00020548, 1.03696e-05, 1.41421, -0.00020548, 1.03696e-05, 1.03727e-05, 1.03709e-05, 2.29589e-05, 1.06398e-05, 1.04035e-05, 1.07966e-05, 2.77698e-05, 5.2959e-05, 1.05799e-05, 7.00512e-05, 1.04165e-05, 1.04559e-05, 1.04554e-05, 1.06322e-05, 1.03697e-05, 7.08921e-05, 1.03696e-05, 1.03696e-05, 1.12692e-05
0.609056, 0, 0.000338421, 1.81902e-05, 1.41421, -0.000338421, 1.81902e-05, 1.81957e-05, 1.81926e-05, 4.02972e-05, 1.86648e-05, 1.82497e-05, 1.894e-05, 5.17004e-05, 9.29775e-05, 1.85596e-05, 0.000122992, 1.82726e-05, 1.83418e-05, 1.83131e-05, 1.85586e-05, 1.81903e-05, 9.92487e-05, 1.81902e-05, 1.81902e-05, 1.97699e-05
0.616936, 0, 0.000558487, 3.12688e-05, 1.41421, -0.000558487, 3.12688e-05, 3.12784e-05, 3.1273e-05, 6.93126e-05, 3.20855e-05, 3.13713e-05, 3.25592e-05, 9.46918e-05, 0.00015997, 3.19045e-05, 0.000211621, 3.14107e-05, 3.15297e-05, 3.14437e-05, 3.17829e-05, 3.12691e-05, 0.000141298, 3.12688e-05, 3.12688e-05, 3.39874e-05
