   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_192.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.19818, 48, 41.4413, 2.76978, 7.07107, 6.5587, 4.02236e-09, 2.76979, 2.76982, 2.92845, 2.77344, 2.78921, 2.93463, 40.9171, 2.79206, 2.76978, 2.76978, 2.76978, 2.76978, 2.76978, 2.76978, 2.91311, 2.76978, 2.76978, 2.78172
2.20606, 50, 51.0166, 2.84035, 7.2111, -1.01659, 2.30789e-09, 2.84035, 2.84039, 2.99902, 2.844, 2.86215, 3.01266, 50.4673, 2.85921, 2.84035, 2.84035, 2.84035, 2.84035, 2.84035, 2.84035, 3.00156, 2.84035, 2.84035, 2.8531
2.21393, 90, 62.0363, 2.91179, 9.59166, 27.9637, 1.30648e-09, 2.91179, 2.91183, 3.07046, 2.91544, 2.936, 3.09172, 61.4569, 2.92764, 2.91179, 2.91179, 2.91179, 2.91179, 2.91179, 2.91179, 3.09526, 2.91179, 2.91179, 2.92541
2.2218, 74, 74.4263, 2.9841, 8.7178, -0.426262, 7.29599e-10, 2.98411, 2.98414, 3.14277, 2.98776, 3.01067, 3.17178, 73.8107, 2.9973, 2.9841, 2.9841, 2.9841, 2.9841, 2.9841, 2.9841, 3.19526, 2.9841, 2.9841, 2.99863
2.22967, 94, 88.0184, 3.05727, 9.79796, 5.98159, 4.01903e-10, 3.05727, 3.05731, 3.21594, 3.06092, 3.08607, 3.25284, 87.3598, 3.06815, 3.05727, 3.05727, 3.05727, 3.05727, 3.05727, 3.05727, 3.30274, 3.05727, 3.05727, 3.07275
2.23754, 114, 102.546, 3.13128, 10.7703, 11.4542, 2.18383e-10, 3.13129, 3.13133, 3.28995, 3.13494, 3.16209, 3.33488, 101.836, 3.14016, 3.13128, 3.13128, 3.13128, 3.13128, 3.13128, 3.13128, 3.41896, 3.13128, 3.13128, 3.14777
2.24541, 110, 117.643, 3.20613, 10.583, -7.64261, 1.1702e-10, 3.20614, 3.20618, 3.3648, 3.20979, 3.23864, 3.41788, 116.872, 3.21327, 3.20613, 3.20613, 3.20613, 3.20613, 3.20613, 3.20613, 3.54517, 3.20613, 3.20613, 3.22367
2.25328, 126, 132.857, 3.28181, 11.3137, -6.8566, 6.18074e-11, 3.28182, 3.28185, 3.44048, 3.28547, 3.31563, 3.50183, 132.015, 3.28748, 3.28181, 3.28181, 3.28181, 3.28181, 3.28181, 3.28181, 3.68259, 3.28181, 3.28181, 3.30043
2.26115, 158, 147.666, 3.35829, 12.6491, 10.3343, 3.2152e-11, 3.3583, 3.35834, 3.51696, 3.36195, 3.39299, 3.58672, 146.742, 3.36273, 3.35829, 3.35829, 3.35829, 3.35829, 3.35829, 3.35829, 3.83222, 3.35829, 3.35829, 3.37804
2.26902, 178, 161.509, 3.43558, 13.4164, 16.4915, 1.64354e-11, 3.43558, 3.43562, 3.59425, 3.43923, 3.47066, 3.67253, 160.491, 3.439, 3.43558, 3.43558, 3.43558, 3.43558, 3.43558, 3.43558, 3.99476, 3.43558, 3.43558, 3.45649
2.27689, 182, 173.819, 3.51364, 13.5647, 8.18105, 8.22471e-12, 3.51364, 3.51368, 3.67231, 3.51729, 3.5486, 3.75923, 172.694, 3.51624, 3.51364, 3.51364, 3.51364, 3.51364, 3.51364, 3.51364, 4.17048, 3.51364, 3.51364, 3.53575
2.28476, 186, 184.066, 3.59246, 13.7113, 1.93381, 4.00809e-12, 3.59247, 3.5925, 3.75113, 3.59612, 3.6268, 3.84683, 182.823, 3.59441, 3.59246, 3.59246, 3.59246, 3.59246, 3.59246, 3.59246, 4.35907, 3.59246, 3.59246, 3.61581
2.29263, 192, 191.792, 3.67203, 13.9284, 0.207626, 1.88431e-12, 3.67203, 3.67207, 3.8307, 3.67568, 3.70527, 3.93529, 190.42, 3.67347, 3.67203, 3.67203, 3.67203, 3.67203, 3.67203, 3.67203, 4.55956, 3.67203, 3.67203, 3.69665
2.30051, 188, 196.649, 3.75231, 13.784, -8.64902, 8.44143e-13, 3.75231, 3.75235, 3.91098, 3.75596, 3.78403, 4.02461, 195.138, 3.75335, 3.75231, 3.75231, 3.75231, 3.75231, 3.75231, 3.75231, 4.77021, 3.75231, 3.75231, 3.77824
2.30838, 216, 198.425, 3.83327, 14.7648, 17.5752, 3.59089e-13, 3.83328, 3.83332, 3.99194, 3.83693, 3.86313, 4.11476, 196.768, 3.83402, 3.83327, 3.83327, 3.83327, 3.83327, 3.83327, 3.83327, 4.98854, 3.83327, 3.83327, 3.86054
2.31625, 180, 197.062, 3.9149, 13.4907, -17.0619, 1.42133e-13, 3.9149, 3.91494, 4.07357, 3.91855, 3.9426, 4.20577, 195.255, 3.91542, 3.9149, 3.9149, 3.9149, 3.9149, 3.9149, 3.9149, 5.21138, 3.9149, 3.9149, 3.94354
2.32412, 198, 192.661, 3.99713, 14.1421, 5.33878, 5.15121e-14, 3.99714, 3.99718, 4.1558, 4.00079, 4.0225, 4.29765, 190.705, 3.9975, 3.99713, 3.99713, 3.99713, 3.99713, 3.99713, 3.99713, 5.4349, 3.99713, 3.99713, 4.02719
2.33199, 194, 185.473, 4.07994, 14, 8.52719, 1.67534e-14, 4.07994, 4.07998, 4.23861, 4.08359, 4.10285, 4.39046, 183.37, 4.08018, 4.07994, 4.07994, 4.07994, 4.07994, 4.07994, 4.07994, 5.6549, 4.07994, 4.07994, 4.11143
2.33986, 164, 175.877, 4.16325, 12.8841, -11.8769, 4.7356e-15, 4.16326, 4.16329, 4.32192, 4.16691, 4.1837, 4.48438, 173.636, 4.16342, 4.16325, 4.16325, 4.16325, 4.16325, 4.16325, 4.16325, 5.86699, 4.16325, 4.16325, 4.19622
2.34773, 162, 164.351, 4.24702, 12.8062, -2.35098, 1.28246e-15, 4.24703, 4.24707, 4.40569, 4.25068, 4.26506, 4.57967, 161.984, 4.24714, 4.24702, 4.24702, 4.24702, 4.24702, 4.24702, 4.24703, 6.06685, 4.24702, 4.24702, 4.28149
2.3556, 134, 151.436, 4.33119, 11.6619, -17.4359, 3.08823e-16, 4.3312, 4.33123, 4.48986, 4.33485, 4.34693, 4.67687, 148.957, 4.33126, 4.33119, 4.33119, 4.33119, 4.33119, 4.33119, 4.33119, 6.25058, 4.33119, 4.33119, 4.36719
2.36347, 126, 137.695, 4.41567, 11.3137, -11.6953, 6.5271e-17, 4.41568, 4.41572, 4.57434, 4.41933, 4.42928, 4.77682, 135.121, 4.41572, 4.41567, 4.41567, 4.41567, 4.41567, 4.41567, 4.41568, 6.41493, 4.41567, 4.41567, 4.45324
2.37134, 156, 123.678, 4.5004, 12.5698, 32.3217, 1.17305e-17, 4.50041, 4.50044, 4.65907, 4.50406, 4.51207, 4.88094, 121.027, 4.50043, 4.5004, 4.5004, 4.5004, 4.5004, 4.5004, 4.5004, 6.55753, 4.5004, 4.5004, 4.53956
2.37921, 104, 109.885, 4.5853, 10.2956, -5.88513, 1.58718e-18, 4.58531, 4.58534, 4.74397, 4.58896, 4.59525, 4.99146, 107.174, 4.58532, 4.5853, 4.5853, 4.5853, 4.5853, 4.5853, 4.5853, 6.67711, 4.5853, 4.5853, 4.62609
2.38708, 98, 96.7435, 4.6703, 10, 1.25649, 2.23925e-19, 4.67031, 4.67035, 4.82897, 4.67396, 4.67876, 5.11184, 93.9854, 4.67031, 4.6703, 4.6703, 4.6703, 4.6703, 4.6703, 4.67031, 6.77357, 4.6703, 4.6703, 4.71274
2.39495, 84, 84.5903, 4.75534, 9.27362, -0.590332, 2.50147e-20, 4.75535, 4.75538, 4.91401, 4.759, 4.76252, 5.24722, 81.7922, 4.75535, 4.75534, 4.75534, 4.75534, 4.75534, 4.75534, 4.75534, 6.84796, 4.75534, 4.75534, 4.79946
2.40283, 62, 73.6649, 4.84035, 8, -11.6649, 1.47343e-21, 4.84036, 4.84039, 4.99902, 4.84401, 4.84647, 5.40514, 70.8238, 4.84035, 4.84035, 4.84035, 4.84035, 4.84035, 4.84035, 4.84035, 6.90241, 4.84035, 4.84035, 4.88618
2.4107, 52, 64.109, 4.92529, 7.34847, -12.109, 5.31128e-23, 4.9253, 4.92534, 5.08396, 4.92895, 4.93054, 5.59635, 61.208, 4.9253, 4.92529, 4.92529, 4.92529, 4.92529, 4.92529, 4.92529, 6.94001, 4.92529, 4.92529, 4.97285
2.41857, 56, 55.9778, 5.01014, 7.61577, 0.0222282, 1.52975e-25, 5.01015, 5.01019, 5.16881, 5.0138, 5.01469, 5.8358, 52.9814, 5.01014, 5.01014, 5.01014, 5.01014, 5.01014, 5.01014, 5.01014, 6.96459, 5.01014, 5.01014, 5.05946
2.42644, 54, 49.2532, 5.09489, 7.48331, 4.74683, 0, 5.0949, 5.09494, 5.25356, 5.09855, 5.09888, 6.14376, 46.1012, 5.09489, 5.09489, 5.09489, 5.09489, 5.09489, 5.09489, 5.09489, 6.98053, 5.09489, 5.09489, 5.146
2.43431, 44, 43.8628, 5.17955, 6.78233, 0.137184, 0, 5.17956, 5.17959, 5.33822, 5.18321, 5.18311, 6.54695, 40.4635, 5.17955, 5.17955, 5.17955, 5.17955, 5.17955, 5.17955, 5.17955, 6.99262, 5.17955, 5.17955, 5.23247
2.44218, 52, 39.6991, 5.26416, 7.34847, 12.3009, 0, 5.26417, 5.2642, 5.42283, 5.26782, 5.26739, 7.07981, 35.9213, 5.26416, 5.26416, 5.26416, 5.26416, 5.26416, 5.26416, 5.26416, 7.00593, 5.26416, 5.26416, 5.31891
2.45005, 40, 36.6397, 5.34877, 6.48074, 3.3603, 0, 5.34878, 5.34882, 5.50745, 5.35243, 5.35176, 7.7853, 32.3041, 5.34877, 5.34877, 5.34877, 5.34877, 5.34877, 5.34877, 5.34878, 7.02591, 5.34877, 5.34877, 5.40538
2.45792, 36, 34.5641, 5.43346, 6.16441, 1.43589, 0, 5.43347, 5.43351, 5.59213, 5.43712, 5.43626, 8.71549, 29.4334, 5.43346, 5.43346, 5.43346, 5.43346, 5.43346, 5.43346, 5.43347, 7.0585, 5.43346, 5.43346, 5.49195
2.46579, 32, 33.368, 5.51832, 5.83095, -1.36805, 0, 5.51833, 5.51836, 5.67699, 5.52198, 5.52098, 9.93136, 27.1373, 5.51832, 5.51832, 5.51832, 5.51832, 5.51832, 5.51832, 5.51832, 7.11056, 5.51832, 5.51832, 5.57871
2.47366, 32, 32.9732, 5.60344, 5.83095, -0.97319, 0, 5.60345, 5.60349, 5.76211, 5.6071, 5.60601, 11.5019, 25.2605, 5.60344, 5.60344, 5.60344, 5.60344, 5.60344, 5.60344, 5.60344, 7.19042, 5.60344, 5.60344, 5.66576
2.48153, 26, 33.3329, 5.68893, 5.2915, -7.33293, 0, 5.68894, 5.68897, 5.8476, 5.69259, 5.69143, 13.5016, 23.6714, 5.68893, 5.68893, 5.68893, 5.68893, 5.68893, 5.68893, 5.68893, 7.30862, 5.68893, 5.68893, 5.7532
2.4894, 24, 34.433, 5.77489, 5.09902, -10.433, 0, 5.7749, 5.77493, 5.93356, 5.77855, 5.77734, 16.0071, 22.2657, 5.77489, 5.77489, 5.77489, 5.77489, 5.77489, 5.77489, 5.77489, 7.47893, 5.77489, 5.77489, 5.84114
2.49727, 34, 36.2883, 5.86141, 6, -2.28828, 0, 5.86142, 5.86145, 6.02008, 5.86507, 5.86383, 19.0917, 20.9669, 5.86141, 5.86141, 5.86141, 5.86141, 5.86141, 5.86141, 5.86141, 7.71945, 5.86141, 5.86141, 5.92966
2.50515, 22, 38.9358, 5.94858, 4.89898, -16.9358, 0, 5.94859, 5.94863, 6.10725, 5.95224, 5.95098, 22.8195, 19.7246, 5.94858, 5.94858, 5.94858, 5.94858, 5.94858, 5.94858, 5.94858, 8.05381, 5.94858, 5.94858, 6.01885
2.51302, 26, 42.4249, 6.03647, 5.2915, -16.4249, 0, 6.03647, 6.03651, 6.19514, 6.04012, 6.03884, 27.2373, 18.5111, 6.03647, 6.03647, 6.03647, 6.03647, 6.03647, 6.03647, 6.03647, 8.51234, 6.03647, 6.03647, 6.10879
2.52089, 38, 46.8055, 6.12511, 6.32456, -8.80549, 0, 6.12512, 6.12516, 6.28379, 6.12877, 6.12748, 32.3666, 17.3168, 6.12511, 6.12511, 6.12511, 6.12511, 6.12511, 6.12511, 6.12512, 9.13309, 6.12511, 6.12511, 6.19954
2.52876, 64, 52.1158, 6.21455, 8.12404, 11.8842, 0, 6.21456, 6.21459, 6.37322, 6.21821, 6.21691, 38.1956, 16.1457, 6.21455, 6.21455, 6.21455, 6.21455, 6.21455, 6.21455, 6.21455, 9.96239, 6.21455, 6.21455, 6.29113
2.53663, 64, 58.3714, 6.3048, 8.12404, 5.62859, 0, 6.3048, 6.30484, 6.46347, 6.30845, 6.30715, 44.6725, 15.01, 6.3048, 6.3048, 6.3048, 6.3048, 6.3048, 6.3048, 6.3048, 11.055, 6.3048, 6.3048, 6.38362
2.5445, 72, 65.5539, 6.39584, 8.60233, 6.44611, 0, 6.39584, 6.39588, 6.55451, 6.39949, 6.39819, 51.7001, 13.9264, 6.39584, 6.39584, 6.39584, 6.39584, 6.39584, 6.39584, 6.39584, 12.4731, 6.39584, 6.39584, 6.47704
2.55237, 66, 73.6044, 6.48765, 8.24621, -7.60445, 0, 6.48765, 6.48769, 6.64632, 6.4913, 6.48999, 59.1341, 12.9124, 6.48765, 6.48765, 6.48765, 6.48765, 6.48765, 6.48765, 6.48765, 14.2847, 6.48765, 6.48765, 6.57145
2.56024, 70, 82.4193, 6.58019, 8.48528, -12.4193, 0, 6.5802, 6.58024, 6.73886, 6.58385, 6.58254, 66.7848, 11.9834, 6.58019, 6.58019, 6.58019, 6.58019, 6.58019, 6.58019, 6.58019, 16.5601, 6.58019, 6.58019, 6.66697
2.56811, 86, 91.8509, 6.67343, 9.38083, -5.85088, 0, 6.67344, 6.67347, 6.8321, 6.67709, 6.67577, 74.4237, 11.1511, 6.67343, 6.67343, 6.67343, 6.67343, 6.67343, 6.67343, 6.67343, 19.3678, 6.67343, 6.67343, 6.76377
2.57598, 116, 101.709, 6.7673, 10.8628, 14.2907, 0, 6.76731, 6.76734, 6.92597, 6.77096, 6.76964, 81.7926, 10.4231, 6.7673, 6.7673, 6.7673, 6.7673, 6.7673, 6.7673, 6.7673, 22.7687, 6.7673, 6.7673, 6.86218
2.58385, 132, 111.771, 6.86174, 11.5758, 20.2288, 0, 6.86175, 6.86178, 7.02041, 6.8654, 6.86408, 88.6184, 9.80179, 6.86174, 6.86174, 6.86174, 6.86174, 6.86174, 6.86174, 6.86174, 26.8089, 6.86174, 6.86174, 6.96271
2.59172, 152, 121.789, 6.9567, 12.4097, 30.2115, 0, 6.95671, 6.95674, 7.11537, 6.96035, 6.95904, 94.6295, 9.28553, 6.9567, 6.9567, 6.9567, 6.9567, 6.9567, 6.9567, 6.9567, 31.5127, 6.9567, 6.9567, 7.06619
2.5996, 110, 131.502, 7.05212, 10.583, -21.502, 0, 7.05212, 7.05216, 7.21079, 7.05577, 7.05446, 99.5751, 8.86888, 7.05212, 7.05212, 7.05212, 7.05212, 7.05212, 7.05212, 7.05212, 36.8758, 7.05212, 7.05212, 7.17387
2.60747, 122, 140.65, 7.14794, 11.1355, -18.65, 0, 7.14794, 7.14798, 7.30661, 7.15159, 7.15028, 103.241, 8.54377, 7.14794, 7.14794, 7.14794, 7.14794, 7.14794, 7.14794, 7.14794, 42.8568, 7.14794, 7.14794, 7.28763
2.61534, 132, 148.985, 7.24411, 11.5758, -16.9846, 0, 7.24411, 7.24415, 7.40278, 7.24776, 7.24645, 105.467, 8.30028, 7.24411, 7.24411, 7.24411, 7.24411, 7.24411, 7.24411, 7.24411, 49.3745, 7.24411, 7.24411, 7.41017
2.62321, 162, 156.28, 7.34056, 12.8062, 5.71985, 0, 7.34057, 7.34061, 7.49923, 7.34422, 7.34291, 106.16, 8.12763, 7.34056, 7.34056, 7.34056, 7.34056, 7.34056, 7.34056, 7.34056, 56.304, 7.34056, 7.34056, 7.54528
2.63108, 166, 162.344, 7.43727, 12.9615, 3.65614, 0, 7.43728, 7.43732, 7.59595, 7.44093, 7.43962, 105.299, 8.01493, 7.43727, 7.43727, 7.43727, 7.43727, 7.43727, 7.43727, 7.43728, 63.4789, 7.43727, 7.43727, 7.69822
2.63895, 160, 167.022, 7.53419, 12.7279, -7.02191, 0, 7.5342, 7.53423, 7.69286, 7.53785, 7.53653, 102.938, 7.95174, 7.53419, 7.53419, 7.53419, 7.53419, 7.53419, 7.53419, 7.53419, 70.6946, 7.53419, 7.53419, 7.87594
2.64682, 164, 170.205, 7.63126, 12.8841, -6.20512, 0, 7.63127, 7.6313, 7.78993, 7.63492, 7.63361, 99.2005, 7.92854, 7.63126, 7.63126, 7.63126, 7.63126, 7.63126, 7.63126, 7.63126, 77.7176, 7.63126, 7.63126, 8.08755
2.65469, 164, 171.832, 7.72845, 12.8841, -7.83182, 0, 7.72845, 7.72849, 7.88712, 7.7321, 7.73079, 94.2736, 7.93692, 7.72845, 7.72845, 7.72845, 7.72845, 7.72845, 7.72845, 7.72845, 84.2973, 7.72845, 7.72845, 8.34458
2.66256, 216, 171.889, 7.8257, 14.7648, 44.1107, 0, 7.8257, 7.82574, 7.98437, 7.82935, 7.82805, 88.3891, 7.9697, 7.8257, 7.8257, 7.8257, 7.8257, 7.8257, 7.8257, 7.8257, 90.1816, 7.8257, 7.8257, 8.66126
2.67043, 162, 170.413, 7.92297, 12.8062, -8.41319, 0, 7.92298, 7.92301, 8.08164, 7.92663, 7.92533, 81.8102, 8.02095, 7.92297, 7.92297, 7.92297, 7.92297, 7.92297, 7.92297, 7.92297, 95.1316, 7.92297, 7.92297, 9.05457
2.6783, 166, 167.486, 8.02021, 12.9615, -1.48587, 0, 8.02022, 8.02025, 8.17888, 8.02387, 8.02257, 74.8123, 8.08588, 8.02021, 8.02021, 8.02021, 8.02021, 8.02021, 8.02021, 8.02021, 98.9394, 8.02021, 8.02021, 9.54418
2.68617, 200, 163.234, 8.11735, 14.2127, 36.7661, 0, 8.11736, 8.1174, 8.27602, 8.12101, 8.11972, 67.6661, 8.16071, 8.11735, 8.11735, 8.11735, 8.11735, 8.11735, 8.11735, 8.11735, 101.442, 8.11735, 8.11735, 10.1519
2.69404, 176, 157.823, 8.21434, 13.3417, 18.177, 0, 8.21435, 8.21438, 8.37301, 8.218, 8.21672, 60.6211, 8.24255, 8.21434, 8.21434, 8.21434, 8.21434, 8.21434, 8.21434, 8.21434, 102.536, 8.21434, 8.21434, 10.9012
2.70192, 188, 151.453, 8.3111, 13.784, 36.5475, 0, 8.31111, 8.31114, 8.46977, 8.31476, 8.31349, 53.8946, 8.32918, 8.3111, 8.3111, 8.3111, 8.3111, 8.3111, 8.3111, 8.3111, 102.182, 8.3111, 8.3111, 11.8155
2.70979, 160, 144.348, 8.40756, 12.7279, 15.6521, 0, 8.40757, 8.4076, 8.56623, 8.41122, 8.40996, 47.6619, 8.41897, 8.40756, 8.40756, 8.40756, 8.40756, 8.40756, 8.40756, 8.40756, 100.408, 8.40756, 8.40756, 12.9169
2.71766, 152, 136.751, 8.50363, 12.4097, 15.2486, 0, 8.50364, 8.50367, 8.6623, 8.50729, 8.50605, 42.0521, 8.51073, 8.50363, 8.50363, 8.50363, 8.50363, 8.50363, 8.50363, 8.50363, 97.3105, 8.50363, 8.50363, 14.2241
2.72553, 154, 128.91, 8.59924, 12.49, 25.0899, 0, 8.59925, 8.59928, 8.75791, 8.6029, 8.60169, 37.1463, 8.60359, 8.59924, 8.59924, 8.59924, 8.59924, 8.59924, 8.59924, 8.59924, 93.043, 8.59924, 8.59924, 15.7501
2.7334, 180, 121.066, 8.6943, 13.4907, 58.9336, 0, 8.69431, 8.69434, 8.85297, 8.69796, 8.69677, 32.9809, 8.69693, 8.6943, 8.6943, 8.6943, 8.6943, 8.6943, 8.6943, 8.6943, 87.8071, 8.6943, 8.6943, 17.4995
2.74127, 138, 113.444, 8.78873, 11.8322, 24.5557, 0, 8.78874, 8.78878, 8.9474, 8.79239, 8.79124, 29.5518, 8.7903, 8.78873, 8.78873, 8.78873, 8.78873, 8.78873, 8.78873, 8.78873, 81.8371, 8.78873, 8.78873, 19.4665
2.74914, 134, 106.239, 8.88246, 11.6619, 27.7608, 0, 8.88246, 8.8825, 9.04113, 8.88611, 8.885, 26.8211, 8.88338, 8.88246, 8.88246, 8.88246, 8.88246, 8.88246, 8.88246, 8.88246, 75.3847, 8.88246, 8.88246, 21.6324
2.75701, 94, 99.6069, 8.97541, 9.79796, -5.60686, 0, 8.97542, 8.97546, 9.13408, 8.97907, 8.97801, 24.7248, 8.97594, 8.97541, 8.97541, 8.97541, 8.97541, 8.97541, 8.97541, 8.97541, 68.7025, 8.97541, 8.97541, 23.965
2.76488, 102, 93.6582, 9.06755, 10.198, 8.34175, 0, 9.06756, 9.06759, 9.22622, 9.07121, 9.0702, 23.1805, 9.06785, 9.06755, 9.06755, 9.06755, 9.06755, 9.06755, 9.06755, 9.06755, 62.0302, 9.06755, 9.06755, 26.4173
2.77275, 86, 88.4544, 9.15881, 9.38083, -2.45444, 0, 9.15882, 9.15886, 9.31748, 9.16247, 9.16152, 22.0952, 9.15898, 9.15881, 9.15881, 9.15881, 9.15881, 9.15881, 9.15881, 9.15881, 55.5826, 9.15881, 9.15881, 28.929
2.78062, 92, 84.0072, 9.24917, 9.69536, 7.99277, 0, 9.24918, 9.24922, 9.40784, 9.25283, 9.25195, 21.3719, 9.24927, 9.24917, 9.24917, 9.24917, 9.24917, 9.24917, 9.24917, 9.24917, 49.5407, 9.24917, 9.24917, 31.4278
2.78849, 96, 80.2823, 9.3386, 9.8995, 15.7177, 0, 9.33861, 9.33864, 9.49727, 9.34226, 9.34146, 20.9156, 9.33865, 9.3386, 9.3386, 9.3386, 9.3386, 9.3386, 9.3386, 9.3386, 44.0455, 9.3386, 9.3386, 33.8331
2.79637, 68, 77.207, 9.42706, 8.3666, -9.20703, 0, 9.42707, 9.4271, 9.58573, 9.43072, 9.43001, 20.638, 9.42709, 9.42706, 9.42706, 9.42706, 9.42706, 9.42706, 9.42706, 9.42706, 39.1977, 9.42706, 9.42706, 36.0601
2.80424, 62, 74.6794, 9.5145, 8, -12.6794, 0, 9.5145, 9.51454, 9.67317, 9.51815, 9.51754, 20.4612, 9.51451, 9.5145, 9.5145, 9.5145, 9.5145, 9.5145, 9.5145, 9.5145, 35.0573, 9.5145, 9.5145, 38.0245
2.81211, 98, 72.5798, 9.60084, 10, 25.4202, 0, 9.60085, 9.60089, 9.75951, 9.6045, 9.604, 20.3197, 9.60085, 9.60084, 9.60084, 9.60084, 9.60084, 9.60084, 9.60084, 9.60084, 31.6477, 9.60084, 9.60084, 39.6486
2.81998, 70, 70.7818, 9.68598, 8.48528, -0.781815, 0, 9.68599, 9.68602, 9.84465, 9.68964, 9.68925, 20.1621, 9.68598, 9.68598, 9.68598, 9.68598, 9.68598, 9.68598, 9.68598, 9.68598, 28.9598, 9.68598, 9.68598, 40.8662
2.82785, 72, 69.1638, 9.76972, 8.60233, 2.83616, 0, 9.76973, 9.76976, 9.92839, 9.77338, 9.77312, 19.9514, 9.76972, 9.76972, 9.76972, 9.76972, 9.76972, 9.76972, 9.76972, 9.76972, 26.9587, 9.76972, 9.76972, 41.6274
2.83572, 76, 67.6179, 9.85176, 8.83176, 8.38213, 0, 9.85176, 9.8518, 10.0104, 9.85541, 9.85529, 19.6641, 9.85176, 9.85176, 9.85176, 9.85176, 9.85176, 9.85176, 9.85176, 9.85176, 25.5892, 9.85176, 9.85176, 41.9022
2.84359, 66, 66.0564, 9.9317, 8.24621, -0.0564423, 0, 9.93171, 9.93174, 10.0904, 9.93536, 9.93539, 19.2895, 9.9317, 9.9317, 9.9317, 9.9317, 9.9317, 9.9317, 9.9317, 9.9317, 24.7819, 9.9317, 9.9317, 41.6824
2.85146, 78, 64.4164, 10.009, 8.94427, 13.5836, 0, 10.009, 10.009, 10.1677, 10.0126, 10.0128, 18.8272, 10.009, 10.009, 10.009, 10.009, 10.009, 10.009, 10.009, 10.009, 24.4583, 10.009, 10.009, 40.9826
2.85933, 56, 62.6602, 10.0829, 7.61577, -6.66018, 0, 10.0829, 10.083, 10.2416, 10.0866, 10.0869, 18.2857, 10.0829, 10.0829, 10.0829, 10.0829, 10.0829, 10.0829, 10.0829, 10.0829, 24.5354, 10.0829, 10.0829, 39.8385
2.8672, 62, 60.7745, 10.1526, 8, 1.22554, 0, 10.1526, 10.1526, 10.3113, 10.1563, 10.1568, 17.6795, 10.1526, 10.1526, 10.1526, 10.1526, 10.1526, 10.1526, 10.1526, 10.1526, 24.9296, 10.1526, 10.1526, 38.304
2.87507, 46, 58.7665, 10.217, 6.9282, -12.7665, 0, 10.217, 10.217, 10.3756, 10.2206, 10.2213, 17.027, 10.217, 10.217, 10.217, 10.217, 10.217, 10.217, 10.217, 10.217, 25.5592, 10.217, 10.217, 36.4475
2.88294, 84, 56.6592, 10.2747, 9.27362, 27.3408, 0, 10.2748, 10.2748, 10.4334, 10.2784, 10.2793, 16.348, 10.2747, 10.2747, 10.2747, 10.2747, 10.2747, 10.2747, 10.2747, 10.2747, 26.3474, 10.2747, 10.2747, 34.3464
2.89082, 56, 54.486, 10.3246, 7.61577, 1.51398, 0, 10.3246, 10.3246, 10.4832, 10.3282, 10.3293, 15.6622, 10.3246, 10.3246, 10.3246, 10.3246, 10.3246, 10.3246, 10.3246, 10.3246, 27.2232, 10.3246, 10.3246, 32.0825
2.89869, 36, 52.2847, 10.3649, 6.16441, -16.2847, 0, 10.3649, 10.365, 10.5236, 10.3686, 10.3699, 14.9876, 10.3649, 10.3649, 10.3649, 10.3649, 10.3649, 10.3649, 10.3649, 10.3649, 28.1232, 10.3649, 10.3649, 29.7364
2.90656, 46, 50.0932, 10.3943, 6.9282, -4.09317, 0, 10.3943, 10.3943, 10.5529, 10.3979, 10.3995, 14.339, 10.3943, 10.3943, 10.3943, 10.3943, 10.3943, 10.3943, 10.3943, 10.3943, 28.9921, 10.3943, 10.3943, 27.383
2.91443, 32, 47.9446, 10.411, 5.83095, -15.9446, 0, 10.4111, 10.4111, 10.5697, 10.4147, 10.4165, 13.7278, 10.411, 10.411, 10.411, 10.411, 10.411, 10.411, 10.411, 10.4111, 29.7833, 10.411, 10.411, 25.0877
2.9223, 42, 45.8656, 10.4139, 6.63325, -3.86557, 0, 10.4139, 10.4139, 10.5725, 10.4175, 10.4195, 13.1616, 10.4139, 10.4139, 10.4139, 10.4139, 10.4139, 10.4139, 10.4139, 10.4139, 30.4591, 10.4139, 10.4139, 22.9045
2.93017, 36, 43.874, 10.4015, 6.16441, -7.87398, 0, 10.4015, 10.4015, 10.5601, 10.4051, 10.4074, 12.6443, 10.4015, 10.4015, 10.4015, 10.4015, 10.4015, 10.4015, 10.4015, 10.4015, 30.9902, 10.4015, 10.4015, 20.8741
2.93804, 36, 41.9789, 10.3729, 6.16441, -5.97891, 0, 10.3729, 10.373, 10.5316, 10.3766, 10.3791, 12.1769, 10.3729, 10.3729, 10.3729, 10.3729, 10.3729, 10.3729, 10.3729, 10.3729, 31.3556, 10.3729, 10.3729, 19.0237
2.94591, 34, 40.181, 10.3277, 6, -6.18105, 0, 10.3277, 10.3278, 10.4864, 10.3314, 10.3342, 11.7574, 10.3277, 10.3277, 10.3277, 10.3277, 10.3277, 10.3277, 10.3277, 10.3277, 31.5421, 10.3277, 10.3277, 17.3683
