   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_30.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.2728, 2, 4.22011, 4.21967, 2, -2.22011, 0, 4.2201, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21967, 4.21968, 4.21967, 4.21967, 4.21968, 4.21967
10.2807, 10, 4.19554, 4.19515, 3.4641, 5.80446, 0, 4.19554, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515, 4.19515
10.2886, 6, 4.17097, 4.17062, 2.82843, 1.82903, 0, 4.17097, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062, 4.17062
10.2965, 2, 4.14648, 4.14616, 2, -2.14648, 0, 4.14648, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616, 4.14616
10.3044, 2, 4.12262, 4.12233, 2, -2.12262, 0, 4.12262, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233, 4.12233
10.3123, 4, 4.09852, 4.09827, 2.44949, -0.0985203, 0, 4.09852, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827, 4.09827
10.3202, 8, 4.07425, 4.07402, 3.16228, 3.92575, 0, 4.07425, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07402, 4.07403, 4.07402, 4.07402, 4.07402, 4.07402
10.3281, 6, 4.04993, 4.04973, 2.82843, 1.95007, 0, 4.04993, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973, 4.04973
10.336, 10, 4.02568, 4.02551, 3.4641, 5.97432, 0, 4.02568, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551, 4.02551
10.3439, 4, 4.00174, 4.00159, 2.44949, -0.00173759, 0, 4.00174, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159, 4.00159
10.3518, 4, 3.97749, 3.97736, 2.44949, 0.0225108, 0, 3.97749, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736, 3.97736
10.3596, 10, 3.95299, 3.95288, 3.4641, 6.04701, 0, 3.95299, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288, 3.95288
10.3675, 2, 3.92842, 3.92832, 2, -1.92842, 0, 3.92842, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832, 3.92832
10.3754, 8, 3.90392, 3.90383, 3.16228, 4.09608, 0, 3.90392, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383, 3.90383
10.3833, 6, 3.88056, 3.88049, 2.82843, 2.11944, 0, 3.88056, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049, 3.88049
10.3912, 6, 3.85676, 3.85669, 2.82843, 2.14324, 0, 3.85676, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669, 3.85669
10.3991, 4, 3.8326, 3.83254, 2.44949, 0.167402, 0, 3.8326, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254, 3.83254
10.407, 6, 3.80829, 3.80824, 2.82843, 2.19171, 0, 3.80829, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824, 3.80824
10.4149, 2, 3.78407, 3.78402, 2, -1.78407, 0, 3.78407, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402, 3.78402
10.4228, 6, 3.76086, 3.76082, 2.82843, 2.23914, 0, 3.76086, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082, 3.76082
10.4307, 4, 3.73712, 3.73708, 2.44949, 0.262878, 0, 3.73712, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708, 3.73708
10.4386, 0, 3.71293, 3.7129, 1.41421, -3.71293, 0, 3.71293, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129, 3.7129
10.4465, 8, 3.68857, 3.68853, 3.16228, 4.31143, 0, 3.68857, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853, 3.68853
10.4544, 6, 3.66428, 3.66425, 2.82843, 2.33572, 0, 3.66428, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425, 3.66425
10.4623, 4, 3.64166, 3.64163, 2.44949, 0.358336, 0, 3.64166, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163, 3.64163
10.4702, 2, 3.61837, 3.61834, 2, -1.61837, 0, 3.61837, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834, 3.61834
10.4781, 0, 3.59452, 3.59449, 1.41421, -3.59452, 0, 3.59452, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449, 3.59449
10.486, 8, 3.57043, 3.57041, 3.16228, 4.42957, 0, 3.57043, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041, 3.57041
10.4939, 2, 3.54643, 3.5464, 2, -1.54643, 0, 3.54643, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464, 3.5464
10.5018, 8, 3.52416, 3.52414, 3.16228, 4.47584, 0, 3.52416, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414, 3.52414
10.5097, 4, 3.50113, 3.5011, 2.44949, 0.498871, 0, 3.50113, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011, 3.5011
10.5176, 8, 3.47745, 3.47742, 3.16228, 4.52255, 0, 3.47745, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742, 3.47742
10.5255, 4, 3.45349, 3.45347, 2.44949, 0.546505, 0, 3.45349, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347, 3.45347
10.5334, 4, 3.42962, 3.42959, 2.44949, 0.570379, 0, 3.42962, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.42959, 3.4296, 3.42959, 3.42959, 3.42959, 3.42959
10.5412, 8, 3.40787, 3.40785, 3.16228, 4.59213, 0, 3.40787, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785, 3.40785
10.5491, 8, 3.38527, 3.38525, 3.16228, 4.61473, 0, 3.38527, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525, 3.38525
10.557, 4, 3.36195, 3.36193, 2.44949, 0.638047, 0, 3.36195, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193, 3.36193
10.5649, 2, 3.33832, 3.33829, 2, -1.33832, 0, 3.33832, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829, 3.33829
10.5728, 4, 3.31477, 3.31474, 2.44949, 0.68523, 0, 3.31477, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474, 3.31474
10.5807, 6, 3.29371, 3.29368, 2.82843, 2.70629, 0, 3.29371, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368, 3.29368
10.5886, 2, 3.27158, 3.27155, 2, -1.27158, 0, 3.27158, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27155, 3.27156, 3.27155, 3.27155, 3.27155, 3.27155
10.5965, 0, 3.24858, 3.24855, 1.41421, -3.24858, 0, 3.24858, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855, 3.24855
10.6044, 4, 3.22519, 3.22516, 2.44949, 0.774815, 0, 3.22518, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516, 3.22516
10.6123, 6, 3.20188, 3.20185, 2.82843, 2.79812, 0, 3.20187, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185, 3.20185
10.6202, 4, 3.18176, 3.18174, 2.44949, 0.818235, 0, 3.18176, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174, 3.18174
10.6281, 2, 3.16024, 3.16021, 2, -1.16024, 0, 3.16024, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021, 3.16021
10.636, 4, 3.13748, 3.13746, 2.44949, 0.862516, 0, 3.13748, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746, 3.13746
10.6439, 2, 3.11417, 3.11414, 2, -1.11417, 0, 3.11417, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414, 3.11414
10.6518, 10, 3.09094, 3.09091, 3.4641, 6.90906, 0, 3.09094, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091, 3.09091
10.6597, 4, 3.08321, 3.08318, 2.44949, 0.916788, 0, 3.08321, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318, 3.08318
10.6676, 0, 3.07502, 3.075, 1.41421, -3.07502, 0, 3.07502, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075, 3.075
10.6755, 0, 3.06685, 3.06682, 1.41421, -3.06685, 0, 3.06685, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682, 3.06682
10.6834, 2, 3.05891, 3.05888, 2, -1.05891, 0, 3.05891, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888, 3.05888
10.6913, 0, 3.05056, 3.05053, 1.41421, -3.05056, 0, 3.05055, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053, 3.05053
10.6992, 6, 3.04184, 3.04181, 2.82843, 2.95816, 0, 3.04183, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181, 3.04181
10.7071, 6, 3.03294, 3.03291, 2.82843, 2.96706, 0, 3.03294, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291, 3.03291
10.715, 4, 3.02406, 3.02403, 2.44949, 0.975941, 0, 3.02406, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403, 3.02403
10.7228, 8, 3.01465, 3.01462, 3.16228, 4.98535, 0, 3.01465, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462, 3.01462
10.7307, 14, 3.00489, 3.00486, 4, 10.9951, 0, 3.00489, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00486, 3.00487, 3.00486, 3.00486, 3.00486, 3.00486
10.7386, 0, 2.99515, 2.99512, 1.41421, -2.99515, 0, 2.99515, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512, 2.99512
10.7465, 4, 2.98761, 2.98758, 2.44949, 1.01239, 0, 2.98761, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758, 2.98758
10.7544, 4, 2.97882, 2.97879, 2.44949, 1.02118, 0, 2.97881, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879, 2.97879
10.7623, 8, 2.96881, 2.96878, 3.16228, 5.03119, 0, 2.9688, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878, 2.96878
10.7702, 10, 2.9582, 2.95817, 3.4641, 7.0418, 0, 2.9582, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817, 2.95817
10.7781, 2, 2.94761, 2.94758, 2, -0.947613, 0, 2.94761, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758, 2.94758
10.786, 10, 2.94039, 2.94036, 3.4641, 7.05961, 0, 2.94039, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036, 2.94036
10.7939, 6, 2.93173, 2.9317, 2.82843, 3.06827, 0, 2.93173, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317, 2.9317
10.8018, 2, 2.92174, 2.92171, 2, -0.921737, 0, 2.92174, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171, 2.92171
10.8097, 8, 2.91109, 2.91106, 3.16228, 5.08891, 0, 2.91108, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106, 2.91106
10.8176, 6, 2.90045, 2.90042, 2.82843, 3.09955, 0, 2.90045, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042, 2.90042
10.8255, 2, 2.89352, 2.89349, 2, -0.893522, 0, 2.89352, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349, 2.89349
10.8334, 2, 2.88498, 2.88495, 2, -0.884978, 0, 2.88498, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495, 2.88495
10.8413, 2, 2.87494, 2.87491, 2, -0.874937, 0, 2.87494, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491, 2.87491
10.8492, 2, 2.86416, 2.86413, 2, -0.86416, 0, 2.86416, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413, 2.86413
10.8571, 2, 2.8534, 2.85337, 2, -0.853404, 0, 2.8534, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337, 2.85337
10.865, 8, 2.84678, 2.84675, 3.16228, 5.15322, 0, 2.84678, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675, 2.84675
10.8729, 2, 2.83839, 2.83836, 2, -0.83839, 0, 2.83839, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836, 2.83836
10.8808, 0, 2.82837, 2.82834, 1.41421, -2.82837, 0, 2.82837, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834, 2.82834
10.8887, 8, 2.81754, 2.81751, 3.16228, 5.18246, 0, 2.81754, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751, 2.81751
10.8966, 2, 2.80674, 2.80671, 2, -0.806738, 0, 2.80674, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671, 2.80671
10.9044, 4, 2.80035, 2.80032, 2.44949, 1.19965, 0, 2.80035, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032, 2.80032
10.9123, 6, 2.79205, 2.79202, 2.82843, 3.20795, 0, 2.79205, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202, 2.79202
10.9202, 4, 2.78199, 2.78196, 2.44949, 1.21801, 0, 2.78199, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196, 2.78196
10.9281, 2, 2.77107, 2.77103, 2, -0.771066, 0, 2.77106, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103, 2.77103
10.936, 6, 2.76016, 2.76013, 2.82843, 3.23984, 0, 2.76016, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013, 2.76013
10.9439, 8, 2.75397, 2.75394, 3.16228, 5.24603, 0, 2.75397, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394, 2.75394
10.9518, 2, 2.7458, 2.74576, 2, -0.745796, 0, 2.74579, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576, 2.74576
10.9597, 2, 2.73578, 2.73575, 2, -0.735782, 0, 2.73578, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575, 2.73575
10.9676, 4, 2.72486, 2.72483, 2.44949, 1.27514, 0, 2.72486, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483, 2.72483
10.9755, 2, 2.71397, 2.71394, 2, -0.713968, 0, 2.71397, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394, 2.71394
10.9834, 2, 2.70771, 2.70768, 2, -0.707713, 0, 2.70771, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768, 2.70768
10.9913, 6, 2.69951, 2.69948, 2.82843, 3.30049, 0, 2.69951, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948, 2.69948
10.9992, 6, 2.68954, 2.6895, 2.82843, 3.31046, 0, 2.68954, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895, 2.6895
11.0071, 4, 2.67869, 2.67866, 2.44949, 1.32131, 0, 2.67869, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866, 2.67866
11.015, 2, 2.66787, 2.66784, 2, -0.667874, 0, 2.66787, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784, 2.66784
11.0229, 2, 2.66129, 2.66125, 2, -0.661286, 0, 2.66128, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125, 2.66125
11.0308, 12, 2.65301, 2.65298, 3.74166, 9.34699, 0, 2.65301, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298, 2.65298
11.0387, 2, 2.64322, 2.64319, 2, -0.643224, 0, 2.64322, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319, 2.64319
11.0466, 0, 2.63269, 2.63265, 1.41421, -2.63269, 0, 2.63269, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63265, 2.63266, 2.63265, 2.63265, 2.63265, 2.63265
11.0545, 10, 2.62218, 2.62214, 3.4641, 7.37782, 0, 2.62217, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214, 2.62214
11.0624, 0, 2.61493, 2.6149, 1.41421, -2.61493, 0, 2.61493, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149, 2.6149
