   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.03326, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.025339, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.017418, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00949696, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00157594, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00634508, 0, 1.16648e-18, 0, 1.41421, -1.16648e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16028e-21, 0, 0, 9.65073e-24, 0, 0, 1.15731e-18, 0, 0, 0
0.0142661, 0, 2.36173e-18, 0, 1.41421, -2.36173e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85465e-20, 0, 0, 1.98083e-23, 0, 0, 2.34317e-18, 0, 0, 0
0.0221871, 0, 4.73259e-18, 0, 1.41421, -4.73259e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71646e-20, 0, 0, 4.02474e-23, 0, 0, 4.69538e-18, 0, 0, 0
0.0301081, 0, 9.38879e-18, 0, 1.41421, -9.38879e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37293e-20, 0, 0, 8.09783e-23, 0, 0, 9.31498e-18, 0, 0, 0
0.0380292, 0, 1.84451e-17, 0, 1.41421, -1.84451e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44847e-19, 0, 0, 1.61383e-22, 0, 0, 1.83e-17, 0, 0, 0
0.0459502, 0, 3.58937e-17, 0, 1.41421, -3.58937e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8187e-19, 0, 0, 3.18651e-22, 0, 0, 3.56115e-17, 0, 0, 0
0.0538712, 0, 6.92021e-17, 0, 1.41421, -6.92021e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43438e-19, 0, 0, 6.23509e-22, 0, 0, 6.8658e-17, 0, 0, 0
0.0617922, 0, 1.32213e-16, 0, 1.41421, -1.32213e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03825e-18, 0, 0, 1.20929e-21, 0, 0, 1.31173e-16, 0, 0, 0
0.0697132, 0, 2.50359e-16, 0, 1.41421, -2.50359e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96604e-18, 0, 0, 2.32526e-21, 0, 0, 2.48391e-16, 0, 0, 0
