   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_257.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0280848, 514, 0, 0, 22.7156, 514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0202174, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0123499, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00448248, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00338497, 0, 1.45003e-21, 0, 1.41421, -1.45003e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8732e-24, 0, 1.14337e-26, 0, 1.33212e-25, 0, 1.44302e-21, 0, 0, 0
0.0112524, 0, 3.43145e-21, 0, 1.41421, -3.43145e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62652e-23, 0, 2.75305e-26, 0, 3.21432e-25, 0, 3.41484e-21, 0, 0, 0
0.0191199, 0, 7.9819e-21, 0, 1.41421, -7.9819e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78343e-23, 0, 6.5145e-26, 0, 7.61654e-25, 0, 7.94324e-21, 0, 0, 0
0.0269873, 0, 1.8269e-20, 0, 1.41421, -1.8269e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.65953e-23, 0, 1.51658e-25, 0, 1.77453e-24, 0, 1.81805e-20, 0, 0, 0
0.0348548, 0, 4.11807e-20, 0, 1.41421, -4.11807e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95196e-22, 0, 3.47678e-25, 0, 4.06931e-24, 0, 4.0981e-20, 0, 0, 0
0.0427222, 0, 9.14899e-20, 0, 1.41421, -9.14899e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33661e-22, 0, 7.85534e-25, 0, 9.19307e-24, 0, 9.10463e-20, 0, 0, 0
0.0505897, 0, 2.00471e-19, 0, 1.41421, -2.00471e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5023e-22, 0, 1.75042e-24, 0, 2.04761e-23, 0, 1.99499e-19, 0, 0, 0
0.0584572, 0, 4.33504e-19, 0, 1.41421, -4.33504e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0548e-21, 0, 3.84934e-24, 0, 4.49971e-23, 0, 4.31401e-19, 0, 0, 0
0.0663246, 0, 9.25608e-19, 0, 1.41421, -9.25608e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38734e-21, 0, 8.35872e-24, 0, 9.76202e-23, 0, 9.21115e-19, 0, 0, 0
0.0741921, 0, 1.95236e-18, 0, 1.41421, -1.95236e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25411e-21, 0, 1.79317e-23, 0, 2.09197e-22, 0, 1.94288e-18, 0, 0, 0
0.0820595, 0, 4.06991e-18, 0, 1.41421, -4.06991e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92911e-20, 0, 3.80217e-23, 0, 4.43045e-22, 0, 4.05013e-18, 0, 0, 0
