   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0279315, 246, 0, 0, 15.748, 246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0200593, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0121871, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00431489, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0035573, 0, 1.17465e-22, 0, 1.41421, -1.17465e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18291e-25, 0, 0, 7.08909e-28, 0, 0, 1.16946e-22, 0, 0, 0
0.0114295, 0, 3.04108e-22, 0, 1.41421, -3.04108e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34181e-24, 0, 0, 1.85124e-27, 0, 0, 3.02764e-22, 0, 0, 0
0.0193017, 0, 7.70452e-22, 0, 1.41421, -7.70452e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39946e-24, 0, 0, 4.73195e-27, 0, 0, 7.67047e-22, 0, 0, 0
0.0271739, 0, 1.91315e-21, 0, 1.41421, -1.91315e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44139e-24, 0, 0, 1.18579e-26, 0, 0, 1.9047e-21, 0, 0, 0
0.0350461, 0, 4.66251e-21, 0, 1.41421, -4.66251e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05724e-23, 0, 0, 2.91709e-26, 0, 0, 4.64191e-21, 0, 0, 0
0.0429183, 0, 1.11648e-20, 0, 1.41421, -1.11648e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92625e-23, 0, 0, 7.05271e-26, 0, 0, 1.11155e-20, 0, 0, 0
0.0507905, 0, 2.62948e-20, 0, 1.41421, -2.62948e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1602e-22, 0, 0, 1.67747e-25, 0, 0, 2.61786e-20, 0, 0, 0
0.0586627, 0, 6.09599e-20, 0, 1.41421, -6.09599e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68973e-22, 0, 0, 3.92841e-25, 0, 0, 6.06905e-20, 0, 0, 0
0.0665349, 0, 1.39219e-19, 0, 1.41421, -1.39219e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14275e-22, 0, 0, 9.06503e-25, 0, 0, 1.38604e-19, 0, 0, 0
0.0744071, 0, 3.13414e-19, 0, 1.41421, -3.13414e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38287e-21, 0, 0, 2.06252e-24, 0, 0, 3.12029e-19, 0, 0, 0
0.0822793, 0, 6.95912e-19, 0, 1.41421, -6.95912e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07057e-21, 0, 0, 4.62977e-24, 0, 0, 6.92837e-19, 0, 0, 0
0.0901514, 0, 1.52487e-18, 0, 1.41421, -1.52487e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.72818e-21, 0, 0, 1.02584e-23, 0, 0, 1.51813e-18, 0, 0, 0
0.0980236, 0, 3.29879e-18, 0, 1.41421, -3.29879e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45552e-20, 0, 0, 2.24473e-23, 0, 0, 3.28421e-18, 0, 0, 0
0.105896, 0, 7.04851e-18, 0, 1.41421, -7.04851e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11001e-20, 0, 0, 4.85284e-23, 0, 0, 7.01736e-18, 0, 0, 0
0.113768, 0, 1.48807e-17, 0, 1.41421, -1.48807e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56582e-20, 0, 0, 1.03691e-22, 0, 0, 1.4815e-17, 0, 0, 0
0.12164, 0, 3.10523e-17, 0, 1.41421, -3.10523e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37012e-19, 0, 0, 2.19072e-22, 0, 0, 3.09151e-17, 0, 0, 0
0.129512, 0, 6.40656e-17, 0, 1.41421, -6.40656e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82676e-19, 0, 0, 4.57752e-22, 0, 0, 6.37825e-17, 0, 0, 0
0.137385, 0, 1.3252e-16, 0, 1.41421, -1.3252e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84718e-19, 0, 0, 9.62313e-22, 0, 0, 1.31935e-16, 0, 0, 0
0.145257, 0, 2.67047e-16, 0, 1.41421, -2.67047e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17829e-18, 0, 0, 1.96497e-21, 0, 0, 2.65867e-16, 0, 0, 0
0.153129, 0, 5.32549e-16, 0, 1.41421, -5.32549e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34976e-18, 0, 0, 3.97207e-21, 0, 0, 5.30195e-16, 0, 0, 0
0.161001, 0, 1.05118e-15, 0, 1.41421, -1.05118e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.63812e-18, 0, 0, 7.95036e-21, 0, 0, 1.04654e-15, 0, 0, 0
0.168873, 0, 2.0541e-15, 0, 1.41421, -2.0541e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.06328e-18, 0, 0, 1.57598e-20, 0, 0, 2.04502e-15, 0, 0, 0
0.176746, 0, 3.9743e-15, 0, 1.41421, -3.9743e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75357e-17, 0, 0, 3.09443e-20, 0, 0, 3.95673e-15, 0, 0, 0
0.184618, 0, 7.61481e-15, 0, 1.41421, -7.61481e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35987e-17, 0, 0, 6.01935e-20, 0, 0, 7.58115e-15, 0, 0, 0
0.19249, 0, 1.44503e-14, 0, 1.41421, -1.44503e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.37586e-17, 0, 0, 1.16017e-19, 0, 0, 1.43864e-14, 0, 0, 0
0.200362, 0, 2.71623e-14, 0, 1.41421, -2.71623e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19848e-16, 0, 0, 2.21595e-19, 0, 0, 2.70423e-14, 0, 0, 0
0.208234, 0, 5.05804e-14, 0, 1.41421, -5.05804e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23174e-16, 0, 0, 4.19495e-19, 0, 0, 5.03568e-14, 0, 0, 0
0.216107, 0, 9.33183e-14, 0, 1.41421, -9.33183e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11746e-16, 0, 0, 7.87199e-19, 0, 0, 9.29058e-14, 0, 0, 0
0.223979, 0, 1.70595e-13, 0, 1.41421, -1.70595e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52712e-16, 0, 0, 1.4645e-18, 0, 0, 1.69841e-13, 0, 0, 0
0.231851, 0, 3.09043e-13, 0, 1.41421, -3.09043e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36359e-15, 0, 0, 2.70147e-18, 0, 0, 3.07677e-13, 0, 0, 0
0.239723, 0, 5.54832e-13, 0, 1.41421, -5.54832e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4481e-15, 0, 0, 4.94163e-18, 0, 0, 5.52379e-13, 0, 0, 0
0.247595, 0, 9.87255e-13, 0, 1.41421, -9.87255e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35613e-15, 0, 0, 8.9652e-18, 0, 0, 9.8289e-13, 0, 0, 0
0.255468, 0, 1.74122e-12, 0, 1.41421, -1.74122e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68303e-15, 0, 0, 1.61337e-17, 0, 0, 1.73352e-12, 0, 0, 0
0.26334, 0, 3.04415e-12, 0, 1.41421, -3.04415e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34324e-14, 0, 0, 2.88042e-17, 0, 0, 3.03069e-12, 0, 0, 0
0.271212, 0, 5.27587e-12, 0, 1.41421, -5.27587e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32807e-14, 0, 0, 5.10272e-17, 0, 0, 5.25254e-12, 0, 0, 0
