   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_84.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
4.35162, 8, 20.5749, 20.3058, 3.16228, -12.5749, 0, 20.3058, 20.3058, 20.4651, 20.3176, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.3058, 20.4036, 20.3058
4.3595, 14, 20.6804, 20.404, 4, -6.68041, 0, 20.404, 20.404, 20.5672, 20.4136, 20.404, 20.404, 20.404, 20.404, 20.404, 20.404, 20.404, 20.404, 20.404, 20.404, 20.5075, 20.404
4.36738, 14, 20.7876, 20.5025, 4, -6.78761, 0, 20.5026, 20.5026, 20.6711, 20.5105, 20.5026, 20.5025, 20.5025, 20.5025, 20.5025, 20.5025, 20.5025, 20.5025, 20.5025, 20.5025, 20.6111, 20.5025
4.37526, 20, 20.8967, 20.6013, 4.69042, -0.896732, 0, 20.6013, 20.6014, 20.777, 20.608, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.6013, 20.7143, 20.6013
4.38314, 26, 21.0083, 20.7004, 5.2915, 4.99174, 0, 20.7004, 20.7004, 20.8858, 20.7061, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.7004, 20.8171, 20.7004
4.39102, 18, 21.1229, 20.7997, 4.47214, -3.12286, 0, 20.7997, 20.7997, 20.9982, 20.8047, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.7997, 20.9193, 20.7997
4.39889, 20, 21.2415, 20.8993, 4.69042, -1.24145, 0, 20.8993, 20.8993, 21.1152, 20.9038, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 20.8993, 21.021, 20.8993
4.40677, 20, 21.3653, 20.9991, 4.69042, -1.36531, 0, 20.9991, 20.9991, 21.2382, 21.0033, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 20.9991, 21.1221, 20.9991
4.41465, 14, 21.496, 21.0992, 4, -7.49604, 0, 21.0992, 21.0993, 21.3688, 21.1031, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.0992, 21.2225, 21.0992
4.42253, 14, 21.6357, 21.1996, 4, -7.6357, 0, 21.1996, 21.1996, 21.509, 21.2033, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.1996, 21.3225, 21.1996
4.43041, 28, 21.7869, 21.3002, 5.47723, 6.21314, 0, 21.3002, 21.3002, 21.6615, 21.3038, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.3002, 21.4219, 21.3002
4.43829, 22, 21.9526, 21.4011, 4.89898, 0.0473518, 0, 21.4011, 21.4011, 21.8293, 21.4046, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.4011, 21.5208, 21.4011
4.44617, 20, 22.1368, 21.5022, 4.69042, -2.13683, 0, 21.5022, 21.5022, 22.0161, 21.5057, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.5022, 21.6194, 21.5022
4.45405, 26, 22.3438, 21.6036, 5.2915, 3.65618, 0, 21.6036, 21.6036, 22.2262, 21.6071, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.6036, 21.7176, 21.6036
4.46193, 26, 22.5788, 21.7052, 5.2915, 3.42123, 0, 21.7052, 21.7052, 22.4647, 21.7088, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.7052, 21.8157, 21.7052
4.46981, 16, 22.8475, 21.8071, 4.24264, -6.8475, 0, 21.8071, 21.8071, 22.7373, 21.8107, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.8071, 21.9137, 21.8071
4.47769, 34, 23.1564, 21.9092, 6, 10.8436, 0, 21.9092, 21.9092, 23.0501, 21.9128, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 21.9092, 22.0117, 21.9092
4.48557, 26, 23.5123, 22.0115, 5.2915, 2.48775, 0, 22.0115, 22.0116, 23.4102, 22.0153, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.0115, 22.1098, 22.0115
4.49345, 34, 23.9224, 22.1141, 6, 10.0776, 0, 22.1141, 22.1141, 23.8244, 22.1179, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.1141, 22.2082, 22.1141
4.50133, 20, 24.3938, 22.2169, 4.69042, -4.39379, 0, 22.2169, 22.2169, 24.2998, 22.2209, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.2169, 22.3069, 22.2169
4.5092, 30, 24.9333, 22.3199, 5.65685, 5.06671, 0, 22.3199, 22.32, 24.843, 22.324, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.3199, 22.406, 22.3199
4.51708, 44, 25.5467, 22.4232, 6.78233, 18.4533, 0, 22.4232, 22.4232, 25.46, 22.4275, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.4232, 22.5055, 22.4232
4.52496, 40, 26.2388, 22.5266, 6.48074, 13.7612, 0, 22.5266, 22.5267, 26.1554, 22.5311, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.5266, 22.6055, 22.5266
4.53284, 50, 27.0121, 22.6303, 7.2111, 22.9879, 0, 22.6303, 22.6303, 26.9316, 22.6351, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.6303, 22.7059, 22.6303
4.54072, 30, 27.8667, 22.7342, 5.65685, 2.13328, 0, 22.7342, 22.7342, 27.789, 22.7393, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.7342, 22.8068, 22.7342
4.5486, 20, 28.8001, 22.8383, 4.69042, -8.80014, 0, 22.8383, 22.8383, 28.7249, 22.8438, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.8383, 22.908, 22.8383
4.55648, 30, 29.806, 22.9425, 5.65685, 0.193953, 0, 22.9425, 22.9426, 29.733, 22.9485, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 22.9425, 23.0096, 22.9425
4.56436, 30, 30.8744, 23.047, 5.65685, -0.874399, 0, 23.047, 23.047, 30.8034, 23.0536, 23.047, 23.047, 23.047, 23.047, 23.047, 23.047, 23.047, 23.047, 23.047, 23.047, 23.1114, 23.047
4.57224, 38, 31.9915, 23.1517, 6.32456, 6.00854, 0, 23.1517, 23.1517, 31.9223, 23.1589, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.1517, 23.2135, 23.1517
4.58012, 22, 33.1395, 23.2565, 4.89898, -11.1395, 0, 23.2565, 23.2565, 33.0721, 23.2646, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.2565, 23.3157, 23.2565
4.588, 46, 34.2972, 23.3615, 6.9282, 11.7028, 0, 23.3615, 23.3616, 34.2315, 23.3706, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.3615, 23.4181, 23.3615
4.59588, 44, 35.4406, 23.4667, 6.78233, 8.55939, 0, 23.4668, 23.4668, 35.3766, 23.477, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.4667, 23.5205, 23.4667
4.60376, 42, 36.5435, 23.5721, 6.63325, 5.45654, 0, 23.5721, 23.5722, 36.481, 23.5837, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.5721, 23.623, 23.5721
4.61163, 24, 37.5784, 23.6777, 5.09902, -13.5784, 0, 23.6777, 23.6777, 37.5174, 23.6908, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.6777, 23.7255, 23.6777
4.61951, 44, 38.5186, 23.7834, 6.78233, 5.48143, 0, 23.7834, 23.7835, 38.4589, 23.7983, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.7834, 23.8281, 23.7834
4.62739, 42, 39.3381, 23.8893, 6.63325, 2.66187, 0, 23.8893, 23.8894, 39.2798, 23.9063, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.8893, 23.9307, 23.8893
4.63527, 58, 40.0144, 23.9954, 7.74597, 17.9856, 0, 23.9954, 23.9955, 39.9572, 24.0146, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 23.9954, 24.0335, 23.9954
4.64315, 36, 40.5284, 24.1017, 6.16441, -4.52837, 0, 24.1017, 24.1017, 40.4721, 24.1232, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1017, 24.1363, 24.1017
4.65103, 40, 40.8662, 24.2081, 6.48074, -0.866249, 0, 24.2081, 24.2081, 40.8107, 24.2323, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2081, 24.2394, 24.2081
4.65891, 50, 41.02, 24.3146, 7.2111, 8.98001, 0, 24.3146, 24.3146, 40.9649, 24.3416, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3146, 24.3426, 24.3146
4.66679, 36, 40.9877, 24.4213, 6.16441, -4.98774, 0, 24.4213, 24.4214, 40.9329, 24.4513, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4213, 24.4462, 24.4213
4.67467, 34, 40.7741, 24.5282, 6, -6.77409, 0, 24.5282, 24.5282, 40.7193, 24.5612, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.5282, 24.55, 24.5282
4.68255, 38, 40.3896, 24.6352, 6.32456, -2.38955, 0, 24.6352, 24.6352, 40.3346, 24.6712, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6352, 24.6541, 24.6352
4.69043, 24, 39.8504, 24.7424, 5.09902, -15.8504, 0, 24.7424, 24.7424, 39.7951, 24.7813, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7424, 24.7586, 24.7424
4.69831, 36, 39.1772, 24.8496, 6.16441, -3.17724, 0, 24.8497, 24.8497, 39.1215, 24.8915, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8496, 24.8635, 24.8496
4.70618, 50, 38.3944, 24.9571, 7.2111, 11.6056, 0, 24.9571, 24.9571, 38.3381, 25.0016, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9571, 24.9688, 24.9571
4.71406, 24, 37.528, 25.0646, 5.09902, -13.528, 0, 25.0646, 25.0646, 37.4712, 25.1116, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0646, 25.0744, 25.0646
4.72194, 30, 36.6057, 25.1722, 5.65685, -6.6057, 0, 25.1723, 25.1723, 36.5485, 25.2213, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1722, 25.1804, 25.1722
4.72982, 24, 35.6544, 25.28, 5.09902, -11.6544, 0, 25.28, 25.2801, 35.5969, 25.3307, 25.28, 25.28, 25.28, 25.28, 25.28, 25.28, 25.28, 25.28, 25.28, 25.28, 25.2868, 25.28
4.7377, 26, 34.6995, 25.3879, 5.2915, -8.69954, 0, 25.3879, 25.3879, 34.642, 25.4398, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3879, 25.3935, 25.3879
4.74558, 20, 33.7642, 25.4959, 4.69042, -13.7642, 0, 25.4959, 25.4959, 33.7069, 25.5486, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.4959, 25.5005, 25.4959
4.75346, 30, 32.8684, 25.6039, 5.65685, -2.8684, 0, 25.604, 25.604, 32.8116, 25.6569, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6039, 25.6078, 25.6039
4.76134, 26, 32.0283, 25.7121, 5.2915, -6.02825, 0, 25.7121, 25.7122, 31.9723, 25.7648, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7121, 25.7154, 25.7121
4.76922, 18, 31.2562, 25.8204, 4.47214, -13.2562, 0, 25.8204, 25.8204, 31.2013, 25.8722, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8204, 25.8233, 25.8204
4.7771, 22, 30.5608, 25.9287, 4.89898, -8.56075, 0, 25.9287, 25.9287, 30.5073, 25.9793, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9287, 25.9314, 25.9287
4.78498, 30, 29.9467, 26.0371, 5.65685, 0.0532608, 0, 26.0371, 26.0371, 29.895, 26.086, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0371, 26.0398, 26.0371
4.79286, 12, 29.4158, 26.1456, 3.74166, -17.4158, 0, 26.1456, 26.1456, 29.366, 26.1925, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1456, 26.1484, 26.1456
4.80074, 22, 28.9666, 26.2541, 4.89898, -6.9666, 0, 26.2541, 26.2541, 28.9189, 26.2987, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2541, 26.2572, 26.2541
4.80862, 22, 28.5957, 26.3627, 4.89898, -6.59567, 0, 26.3627, 26.3627, 28.5501, 26.4047, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3627, 26.3662, 26.3627
4.81649, 12, 28.2978, 26.4713, 3.74166, -16.2978, 0, 26.4713, 26.4714, 28.2545, 26.5106, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4713, 26.4754, 26.4713
4.82437, 24, 28.0666, 26.5801, 5.09902, -4.06658, 0, 26.5801, 26.5801, 28.0254, 26.6165, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5801, 26.5847, 26.5801
4.83225, 18, 27.8949, 26.6888, 4.47214, -9.89493, 0, 26.6888, 26.6888, 27.8558, 26.7225, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6888, 26.6942, 26.6888
4.84013, 12, 27.7755, 26.7976, 3.74166, -15.7755, 0, 26.7976, 26.7977, 27.7383, 26.8285, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.7976, 26.8039, 26.7976
4.84801, 26, 27.7011, 26.9065, 5.2915, -1.70114, 0, 26.9065, 26.9065, 27.6656, 26.9347, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9065, 26.9137, 26.9065
4.85589, 22, 27.6649, 27.0153, 4.89898, -5.66489, 0, 27.0154, 27.0154, 27.6308, 27.0411, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0153, 27.0237, 27.0153
4.86377, 26, 27.6604, 27.1243, 5.2915, -1.66043, 0, 27.1243, 27.1243, 27.6275, 27.1477, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1243, 27.1337, 27.1243
4.87165, 30, 27.682, 27.2332, 5.65685, 2.31797, 0, 27.2332, 27.2332, 27.65, 27.2545, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2332, 27.2439, 27.2332
4.87953, 20, 27.7247, 27.3422, 4.69042, -7.72475, 0, 27.3422, 27.3422, 27.6933, 27.3616, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3422, 27.3541, 27.3422
4.88741, 28, 27.7843, 27.4512, 5.47723, 0.215704, 0, 27.4512, 27.4512, 27.7532, 27.469, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4512, 27.4643, 27.4512
4.89529, 8, 27.857, 27.5601, 3.16228, -19.857, 0, 27.5602, 27.5602, 27.8262, 27.5766, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5601, 27.5746, 27.5601
4.90317, 20, 27.9401, 27.6691, 4.69042, -7.94006, 0, 27.6692, 27.6692, 27.9092, 27.6844, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6691, 27.6848, 27.6691
4.91105, 26, 28.0309, 27.7782, 5.2915, -2.03094, 0, 27.7782, 27.7782, 27.9999, 27.7924, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.7782, 27.795, 27.7782
4.91892, 14, 28.1277, 27.8872, 4, -14.1277, 0, 27.8872, 27.8872, 28.0963, 27.9006, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.8872, 27.9051, 27.8872
4.9268, 22, 28.2289, 27.9962, 4.89898, -6.22888, 0, 27.9962, 27.9962, 28.1972, 28.009, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 27.9962, 28.015, 27.9962
4.93468, 16, 28.3333, 28.1052, 4.24264, -12.3333, 0, 28.1052, 28.1052, 28.3013, 28.1175, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1052, 28.1249, 28.1052
4.94256, 30, 28.44, 28.2142, 5.65685, 1.55995, 0, 28.2142, 28.2142, 28.4076, 28.2261, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2142, 28.2346, 28.2142
4.95044, 30, 28.5485, 28.3232, 5.65685, 1.45155, 0, 28.3232, 28.3232, 28.5158, 28.3348, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3232, 28.3441, 28.3232
4.95832, 30, 28.658, 28.4321, 5.65685, 1.34199, 0, 28.4321, 28.4321, 28.6251, 28.4436, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4321, 28.4534, 28.4321
4.9662, 22, 28.7683, 28.541, 4.89898, -6.76834, 0, 28.541, 28.541, 28.7353, 28.5524, 28.541, 28.541, 28.541, 28.541, 28.541, 28.541, 28.541, 28.541, 28.541, 28.541, 28.5626, 28.541
4.97408, 24, 28.8792, 28.6499, 5.09902, -4.87922, 0, 28.6499, 28.6499, 28.8462, 28.6613, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6499, 28.6715, 28.6499
4.98196, 22, 28.9904, 28.7587, 4.89898, -6.99042, 0, 28.7587, 28.7588, 28.9576, 28.7702, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7587, 28.7801, 28.7587
4.98984, 14, 29.1019, 28.8675, 4, -15.1019, 0, 28.8675, 28.8676, 29.0693, 28.879, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8675, 28.8886, 28.8675
4.99772, 28, 29.2135, 28.9763, 5.47723, -1.21348, 0, 28.9763, 28.9763, 29.1813, 28.9878, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9763, 28.9969, 28.9763
5.0056, 16, 29.3252, 29.0849, 4.24264, -13.3252, 0, 29.0849, 29.0849, 29.2935, 29.0966, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.0849, 29.1049, 29.0849
5.01348, 18, 29.4371, 29.1935, 4.47214, -11.4371, 0, 29.1935, 29.1935, 29.4059, 29.2053, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.1935, 29.2128, 29.1935
5.02135, 18, 29.5491, 29.302, 4.47214, -11.5491, 0, 29.302, 29.302, 29.5186, 29.314, 29.302, 29.302, 29.302, 29.302, 29.302, 29.302, 29.302, 29.302, 29.302, 29.302, 29.3205, 29.302
5.02923, 30, 29.6614, 29.4104, 5.65685, 0.338642, 0, 29.4104, 29.4105, 29.6315, 29.4225, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4104, 29.4281, 29.4104
5.03711, 26, 29.7739, 29.5188, 5.2915, -3.7739, 0, 29.5188, 29.5188, 29.7448, 29.531, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5188, 29.5355, 29.5188
5.04499, 32, 29.8868, 29.627, 5.83095, 2.11319, 0, 29.627, 29.627, 29.8584, 29.6394, 29.627, 29.627, 29.627, 29.627, 29.627, 29.627, 29.627, 29.627, 29.627, 29.627, 29.6429, 29.627
5.05287, 22, 30.0002, 29.7351, 4.89898, -8.00025, 0, 29.7351, 29.7351, 29.9726, 29.7477, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7351, 29.7501, 29.7351
5.06075, 14, 30.1144, 29.8431, 4, -16.1144, 0, 29.8431, 29.8431, 30.0873, 29.8559, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8431, 29.8572, 29.8431
5.06863, 18, 30.2293, 29.9509, 4.47214, -12.2293, 0, 29.9509, 29.9509, 30.2029, 29.9639, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9509, 29.9643, 29.9509
5.07651, 24, 30.3454, 30.0586, 5.09902, -6.34536, 0, 30.0586, 30.0586, 30.3195, 30.0718, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0586, 30.0712, 30.0586
5.08439, 16, 30.4628, 30.1661, 4.24264, -14.4628, 0, 30.1661, 30.1662, 30.4374, 30.1795, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1661, 30.1781, 30.1661
5.09227, 22, 30.5819, 30.2735, 4.89898, -8.58187, 0, 30.2735, 30.2736, 30.5569, 30.2871, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2735, 30.2849, 30.2735
5.10015, 16, 30.7031, 30.3808, 4.24264, -14.7031, 0, 30.3808, 30.3808, 30.6784, 30.3945, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3808, 30.3916, 30.3808
5.10803, 24, 30.8268, 30.4878, 5.09902, -6.82685, 0, 30.4878, 30.4878, 30.8024, 30.5017, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4878, 30.4982, 30.4878
5.11591, 28, 30.9537, 30.5946, 5.47723, -2.9537, 0, 30.5946, 30.5947, 30.9295, 30.6087, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.5946, 30.6047, 30.5946
5.12378, 18, 31.0843, 30.7013, 4.47214, -13.0843, 0, 30.7013, 30.7013, 31.0601, 30.7156, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.7013, 30.711, 30.7013
5.13166, 28, 31.2192, 30.8077, 5.47723, -3.21917, 0, 30.8077, 30.8077, 31.1951, 30.8222, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8077, 30.8172, 30.8077
5.13954, 26, 31.3592, 30.9139, 5.2915, -5.35917, 0, 30.914, 30.914, 31.3351, 30.9287, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9139, 30.9233, 30.9139
5.14742, 20, 31.505, 31.0199, 4.69042, -11.505, 0, 31.0199, 31.02, 31.4809, 31.0348, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0199, 31.0291, 31.0199
5.1553, 26, 31.6574, 31.1257, 5.2915, -5.65742, 0, 31.1257, 31.1257, 31.6332, 31.1408, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1257, 31.1347, 31.1257
5.16318, 10, 31.8172, 31.2312, 3.4641, -21.8172, 0, 31.2312, 31.2312, 31.7929, 31.2465, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2312, 31.2401, 31.2312
5.17106, 14, 31.985, 31.3365, 4, -17.985, 0, 31.3365, 31.3365, 31.9606, 31.352, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3365, 31.3453, 31.3365
5.17894, 22, 32.1614, 31.4415, 4.89898, -10.1614, 0, 31.4415, 31.4415, 32.1368, 31.4572, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4415, 31.4503, 31.4415
