   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_54.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.68818, 48, 50.7552, 44.0179, 7.07107, -2.7552, 0, 44.0179, 44.018, 50.1584, 44.6145, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0179, 44.0181, 44.0179
6.69607, 48, 48.7521, 44.0104, 7.07107, -0.752068, 0, 44.0104, 44.0105, 48.2912, 44.4711, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0104, 44.0105, 44.0104
6.70395, 32, 47.3347, 44.0035, 5.83095, -15.3347, 0, 44.0035, 44.0036, 46.9822, 44.3558, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0035, 44.0036, 44.0035
6.71184, 48, 46.3452, 43.9971, 7.07107, 1.65483, 0, 43.9971, 43.9971, 46.0782, 44.2638, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971, 43.9971
6.71973, 46, 45.6671, 43.9909, 6.9282, 0.332886, 0, 43.9909, 43.9909, 45.4669, 44.1909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909, 43.9909
6.72762, 44, 45.2168, 43.9848, 6.78233, -1.21685, 0, 43.9848, 43.9849, 45.0682, 44.1333, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848, 43.9848
6.7355, 40, 44.9361, 43.9786, 6.48074, -4.9361, 0, 43.9786, 43.9787, 44.8268, 44.0879, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9786, 43.9787, 43.9786
6.74339, 48, 44.7871, 43.9723, 7.07107, 3.21292, 0, 43.9723, 43.9724, 44.7074, 44.0519, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9723, 43.9724, 43.9723
6.75128, 28, 44.7483, 43.9657, 5.47723, -16.7483, 0, 43.9658, 43.9658, 44.6909, 44.0231, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9657, 43.9658, 43.9657
6.75917, 58, 44.8126, 43.9588, 7.74597, 13.1874, 0, 43.9588, 43.9588, 44.7715, 43.9998, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588, 43.9588
6.76705, 50, 44.9852, 43.9514, 7.2111, 5.01476, 0, 43.9514, 43.9514, 44.9562, 43.9804, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514, 43.9514
6.77494, 36, 45.2842, 43.9434, 6.16441, -9.2842, 0, 43.9434, 43.9435, 45.2638, 43.9637, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434, 43.9434
6.78283, 34, 45.7403, 43.9349, 6, -11.7403, 0, 43.9349, 43.935, 45.7261, 43.949, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349, 43.9349
6.79072, 50, 46.3985, 43.9258, 7.2111, 3.60155, 0, 43.9258, 43.9258, 46.3887, 43.9355, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258, 43.9258
6.7986, 76, 47.3201, 43.9159, 8.83176, 28.6799, 0, 43.9159, 43.9159, 47.3134, 43.9225, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159, 43.9159
6.80649, 50, 48.5845, 43.9052, 7.2111, 1.41547, 0, 43.9052, 43.9053, 48.58, 43.9097, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052, 43.9052
6.81438, 68, 50.2927, 43.8937, 8.3666, 17.7073, 0, 43.8937, 43.8937, 50.2896, 43.8966, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937, 43.8937
6.82227, 58, 52.5691, 43.8811, 7.74597, 5.43093, 0, 43.8812, 43.8812, 52.567, 43.8831, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811, 43.8811
6.83015, 70, 55.5641, 43.8674, 8.48528, 14.4359, 0, 43.8675, 43.8675, 55.5627, 43.8687, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674, 43.8674
6.83804, 72, 59.4573, 43.8524, 8.60233, 12.5427, 0, 43.8524, 43.8524, 59.4564, 43.8532, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524, 43.8524
6.84593, 80, 64.4569, 43.8357, 9.05539, 15.5431, 0, 43.8357, 43.8357, 64.4563, 43.8362, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357, 43.8357
6.85382, 98, 70.8002, 43.8169, 10, 27.1998, 0, 43.817, 43.817, 70.7998, 43.8173, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169, 43.8169
6.8617, 106, 78.7536, 43.7957, 10.3923, 27.2464, 0, 43.7957, 43.7957, 78.7533, 43.7959, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957, 43.7957
6.86959, 140, 88.6034, 43.7713, 11.9164, 51.3966, 0, 43.7713, 43.7713, 88.6032, 43.7714, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713, 43.7713
6.87748, 118, 100.656, 43.7429, 10.9545, 17.3444, 0, 43.7429, 43.7429, 100.655, 43.743, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429, 43.7429
6.88537, 144, 115.225, 43.7094, 12.083, 28.7755, 0, 43.7094, 43.7095, 115.224, 43.7095, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094, 43.7094
6.89325, 166, 132.614, 43.6697, 12.9615, 33.3863, 0, 43.6697, 43.6698, 132.614, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697, 43.6697
6.90114, 162, 153.112, 43.622, 12.8062, 8.88792, 0, 43.622, 43.6221, 153.112, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622, 43.622
6.90903, 208, 176.972, 43.5645, 14.4914, 31.0284, 0, 43.5645, 43.5645, 176.972, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645, 43.5645
6.91692, 190, 204.378, 43.4948, 13.8564, -14.3779, 0, 43.4948, 43.4948, 204.378, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948, 43.4948
6.9248, 300, 235.448, 43.4101, 17.3781, 64.5518, 0, 43.4101, 43.4102, 235.448, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101, 43.4101
6.93269, 286, 270.194, 43.3074, 16.9706, 15.806, 0, 43.3074, 43.3074, 270.194, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074, 43.3074
6.94058, 356, 308.507, 43.1829, 18.9209, 47.4928, 0, 43.1829, 43.183, 308.507, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829, 43.1829
6.94847, 372, 350.154, 43.0327, 19.3391, 21.8459, 0, 43.0327, 43.0328, 350.154, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327, 43.0327
6.95636, 454, 394.736, 42.8523, 21.3542, 59.2637, 0, 42.8523, 42.8523, 394.736, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523, 42.8523
6.96424, 518, 441.718, 42.6368, 22.8035, 76.2822, 0, 42.6369, 42.6369, 441.718, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368, 42.6368
6.97213, 466, 490.412, 42.3813, 21.6333, -24.4123, 0, 42.3813, 42.3814, 490.412, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813, 42.3813
6.98002, 608, 539.974, 42.0805, 24.6982, 68.0261, 0, 42.0805, 42.0806, 539.974, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805, 42.0805
6.98791, 632, 589.455, 41.7291, 25.1794, 42.5453, 0, 41.7291, 41.7292, 589.455, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291, 41.7291
6.99579, 606, 637.799, 41.3222, 24.6577, -31.7988, 0, 41.3222, 41.3223, 637.799, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222, 41.3222
7.00368, 710, 683.388, 40.3538, 26.6833, 26.6119, 0, 40.3538, 40.3539, 683.388, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538, 40.3538
7.01157, 710, 725.199, 38.9249, 26.6833, -15.1992, 0, 38.9249, 38.9249, 725.199, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249, 38.9249
7.01946, 788, 762.926, 37.8373, 28.1069, 25.0744, 0, 37.8373, 37.8374, 762.925, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373, 37.8373
7.02734, 706, 795.143, 36.703, 26.6083, -89.1425, 0, 36.703, 36.703, 795.142, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703, 36.703
7.03523, 802, 820.941, 35.5261, 28.3549, -18.9414, 0, 35.5261, 35.5262, 820.941, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261, 35.5261
7.04312, 796, 839.567, 34.3127, 28.2489, -43.5672, 0, 34.3127, 34.3128, 839.567, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127, 34.3127
7.05101, 758, 850.464, 33.0697, 27.5681, -92.4637, 0, 33.0697, 33.0698, 850.464, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697, 33.0697
7.05889, 744, 853.297, 31.8053, 27.313, -109.297, 0, 31.8053, 31.8054, 853.297, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053, 31.8053
7.06678, 776, 847.971, 30.5284, 27.8927, -71.9707, 0, 30.5284, 30.5285, 847.971, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284, 30.5284
7.07467, 742, 834.632, 29.2491, 27.2764, -92.6315, 0, 29.2491, 29.2492, 834.631, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491, 29.2491
7.08256, 756, 813.662, 27.9776, 27.5318, -57.6621, 0, 27.9777, 27.9777, 813.662, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776, 27.9776
7.09044, 744, 785.654, 26.7241, 27.313, -41.6537, 0, 26.7242, 26.7242, 785.654, 26.7241, 26.7241, 26.7241, 26.7241, 26.7241, 26.7241, 26.7241, 26.7241, 26.7241, 26.7242, 26.7241, 26.7241, 26.7241, 26.7241
7.09833, 618, 751.396, 25.4987, 24.8998, -133.396, 0, 25.4987, 25.4988, 751.396, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987, 25.4987
7.10622, 604, 711.814, 24.3104, 24.6171, -107.814, 0, 24.3104, 24.3105, 711.813, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104, 24.3104
7.11411, 642, 667.947, 23.1681, 25.3772, -25.9466, 0, 23.1681, 23.1682, 667.946, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681, 23.1681
7.12199, 606, 620.896, 22.0794, 24.6577, -14.8959, 0, 22.0794, 22.0795, 620.896, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794, 22.0794
7.12988, 504, 571.77, 21.0513, 22.4944, -67.7701, 0, 21.0513, 21.0514, 571.77, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513, 21.0513
7.13777, 512, 521.655, 20.0869, 22.6716, -9.65479, 0, 20.0869, 20.0871, 521.655, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869, 20.0869
7.14566, 392, 471.571, 19.1889, 19.8494, -79.5709, 0, 19.1889, 19.1891, 471.571, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889, 19.1889
7.15354, 322, 422.429, 18.3577, 18, -100.429, 0, 18.3578, 18.3581, 422.429, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3578, 18.3577
7.16143, 350, 375.037, 17.593, 18.7617, -25.0372, 0, 17.593, 17.5934, 375.037, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593, 17.593
7.16932, 308, 330.049, 16.8928, 17.6068, -22.0489, 0, 16.8928, 16.8934, 330.048, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928, 16.8928
7.17721, 280, 287.971, 16.2535, 16.7929, -7.97052, 0, 16.2535, 16.2543, 287.97, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2535, 16.2536, 16.2535
7.18509, 178, 249.179, 15.6711, 13.4164, -71.1789, 0, 15.6711, 15.6721, 249.178, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711, 15.6711
7.19298, 182, 213.895, 15.1407, 13.5647, -31.8952, 0, 15.1408, 15.1422, 213.894, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1407, 15.1408, 15.1407
7.20087, 208, 182.215, 14.6574, 14.4914, 25.785, 0, 14.6574, 14.6593, 182.213, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574, 14.6574
7.20876, 164, 154.133, 14.2156, 12.8841, 9.86699, 0, 14.2156, 14.2183, 154.13, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2156, 14.2157, 14.2156
7.21664, 134, 129.537, 13.8094, 11.6619, 4.4632, 0, 13.8094, 13.813, 129.533, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094, 13.8094
7.22453, 126, 108.247, 13.4324, 11.3137, 17.7532, 0, 13.4324, 13.4373, 108.242, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324, 13.4324
7.23242, 92, 90.028, 13.0789, 9.69536, 1.97196, 0, 13.0789, 13.0855, 90.0213, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.0789, 13.079, 13.0789
7.24031, 70, 74.6052, 12.7436, 8.48528, -4.60522, 0, 12.7436, 12.7523, 74.5963, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7436, 12.7437, 12.7436
7.24819, 60, 61.69, 12.4216, 7.87401, -1.69001, 0, 12.4216, 12.4332, 61.6783, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4216, 12.4218, 12.4216
7.25608, 36, 50.9825, 12.109, 6.16441, -14.9825, 0, 12.109, 12.1242, 50.9671, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.109, 12.1092, 12.109
7.26397, 36, 42.1893, 11.802, 6.16441, -6.18927, 0, 11.802, 11.8217, 42.1694, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.802, 11.8021, 11.802
7.27186, 32, 35.0341, 11.4971, 5.83095, -3.03412, 0, 11.4971, 11.5225, 35.0086, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4971, 11.4973, 11.4971
7.27975, 44, 29.258, 11.1917, 6.78233, 14.742, 0, 11.1917, 11.2239, 29.2255, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1917, 11.1919, 11.1917
7.28763, 20, 24.6281, 10.8831, 4.69042, -4.62814, 0, 10.8831, 10.9238, 24.5872, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8831, 10.8833, 10.8831
7.29552, 6, 20.9384, 10.5695, 2.82843, -14.9384, 0, 10.5695, 10.6203, 20.8873, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5695, 10.5698, 10.5695
7.30341, 20, 18.1615, 10.4018, 4.69042, 1.83852, 0, 10.4018, 10.4647, 18.0984, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4018, 10.4021, 10.4018
7.3113, 18, 16.1549, 10.3892, 4.47214, 1.84511, 0, 10.3892, 10.4662, 16.0776, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3892, 10.3895, 10.3892
7.31918, 14, 14.3962, 10.1368, 4, -0.396236, 0, 10.1368, 10.2301, 14.3025, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1368, 10.1371, 10.1368
7.32707, 16, 13.0223, 9.88704, 4.24264, 2.97765, 0, 9.88705, 9.9992, 12.9098, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88704, 9.88741, 9.88704
7.33496, 12, 11.9475, 9.64025, 3.74166, 0.052494, 0, 9.64026, 9.7737, 11.8136, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64025, 9.64065, 9.64025
7.34285, 16, 11.1028, 9.39658, 4.24264, 4.89724, 0, 9.39659, 9.55382, 10.9451, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.39658, 9.397, 9.39658
7.35073, 4, 10.4334, 9.15611, 2.44949, -6.43335, 0, 9.15612, 9.33959, 10.2494, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15611, 9.15655, 9.15611
7.35862, 6, 9.89607, 8.91862, 2.82843, -3.89607, 0, 8.91863, 9.13066, 9.68356, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91862, 8.91908, 8.91862
7.36651, 2, 9.4578, 8.68425, 2, -7.4578, 0, 8.68426, 8.92692, 9.21464, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68425, 8.68473, 8.68425
7.3744, 6, 9.09315, 8.45313, 2.82843, -3.09315, 0, 8.45315, 8.72818, 8.8176, 8.45313, 8.45313, 8.45313, 8.45313, 8.45313, 8.45313, 8.45313, 8.45313, 8.45313, 8.45314, 8.45313, 8.45313, 8.45363, 8.45313
7.38228, 18, 8.78248, 8.22501, 4.47214, 9.21752, 0, 8.22502, 8.53374, 8.47321, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22501, 8.22552, 8.22501
7.39017, 4, 8.5113, 8, 2.44949, -4.5113, 0, 8.00001, 8.34322, 8.16753, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8.00054, 8
7.39806, 10, 8.4465, 7.95596, 3.4641, 1.5535, 0, 7.95598, 8.33385, 8.06803, 7.95596, 7.95596, 7.95596, 7.95596, 7.95596, 7.95596, 7.95596, 7.95596, 7.95596, 7.95597, 7.95596, 7.95596, 7.95654, 7.95596
7.40595, 10, 8.3988, 7.91181, 3.4641, 1.6012, 0, 7.91182, 8.32387, 7.98611, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91181, 7.91241, 7.91181
7.41383, 6, 8.36231, 7.86777, 2.82843, -2.36231, 0, 7.86778, 8.3128, 7.91661, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86777, 7.86843, 7.86777
7.42172, 10, 8.33264, 7.82405, 3.4641, 1.66736, 0, 7.82406, 8.30009, 7.85587, 7.82405, 7.82405, 7.82405, 7.82405, 7.82405, 7.82405, 7.82405, 7.82405, 7.82405, 7.82406, 7.82405, 7.82405, 7.82478, 7.82405
7.42961, 12, 8.30598, 7.78029, 3.74166, 3.69402, 0, 7.7803, 8.28462, 7.80083, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78029, 7.78109, 7.78029
7.4375, 6, 8.27968, 7.73638, 2.82843, -2.27968, 0, 7.73639, 8.2656, 7.74953, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73638, 7.73729, 7.73638
7.44538, 8, 8.25096, 7.6915, 3.16228, -0.250963, 0, 7.69151, 8.24155, 7.69984, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.6915, 7.69255, 7.6915
7.45327, 12, 8.21813, 7.64536, 3.74166, 3.78187, 0, 7.64537, 8.21164, 7.65061, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64536, 7.64659, 7.64536
7.46116, 8, 8.17984, 7.59767, 3.16228, -0.179838, 0, 7.59768, 8.17512, 7.60094, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.59767, 7.5991, 7.59767
7.46905, 12, 8.13488, 7.54789, 3.74166, 3.86512, 0, 7.5479, 8.13116, 7.54991, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54789, 7.54958, 7.54789
7.47693, 8, 8.0825, 7.49567, 3.16228, -0.0824976, 0, 7.49568, 8.07925, 7.49691, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49567, 7.49767, 7.49567
7.48482, 12, 8.0227, 7.4412, 3.74166, 3.9773, 0, 7.44122, 8.01958, 7.44196, 7.4412, 7.4412, 7.4412, 7.4412, 7.4412, 7.4412, 7.4412, 7.4412, 7.4412, 7.44121, 7.4412, 7.4412, 7.44356, 7.4412
