   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_29.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.363342, 0, 3.8559e-09, 4.46315e-35, 1.41421, -3.8559e-09, 0, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 4.46315e-35, 3.00916e-12, 4.46315e-35, 4.46315e-35, 2.13697e-13, 2.21826e-12, 4.46315e-35, 3.85046e-09, 4.46315e-35, 4.46315e-35, 4.46315e-35
0.37124, 0, 5.67916e-09, 3.24111e-34, 1.41421, -5.67916e-09, 0, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 3.24111e-34, 4.43834e-12, 3.24111e-34, 3.24111e-34, 3.39624e-13, 3.52691e-12, 3.24111e-34, 5.67086e-09, 3.24111e-34, 3.24111e-34, 3.24111e-34
0.379137, 0, 8.30873e-09, 2.24089e-33, 1.41421, -8.30873e-09, 0, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 2.24089e-33, 6.50432e-12, 2.24089e-33, 2.24089e-33, 5.3945e-13, 5.5961e-12, 2.24089e-33, 8.29609e-09, 2.24089e-33, 2.24089e-33, 2.24089e-33
0.387035, 0, 1.20754e-08, 1.43077e-32, 1.41421, -1.20754e-08, 0, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 1.43077e-32, 9.47174e-12, 1.43077e-32, 1.43077e-32, 8.56548e-13, 8.86279e-12, 1.43077e-32, 1.20562e-08, 1.43077e-32, 1.43077e-32, 1.43077e-32
0.394933, 0, 1.74341e-08, 8.88833e-32, 1.41421, -1.74341e-08, 0, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 8.88833e-32, 1.3707e-11, 8.88833e-32, 8.88833e-32, 1.35972e-12, 1.40122e-11, 8.88833e-32, 1.74051e-08, 8.88833e-32, 8.88833e-32, 8.88833e-32
0.402831, 0, 2.50069e-08, 5.02946e-31, 1.41421, -2.50069e-08, 0, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 5.02946e-31, 1.97142e-11, 5.02946e-31, 5.02946e-31, 2.15798e-12, 2.21171e-11, 5.02946e-31, 2.49629e-08, 5.02946e-31, 5.02946e-31, 5.02946e-31
0.410729, 0, 3.56377e-08, 6.10362e-30, 1.41421, -3.56377e-08, 0, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 6.10362e-30, 2.81841e-11, 6.10362e-30, 6.10362e-30, 3.42738e-12, 3.48779e-11, 6.10362e-30, 3.55712e-08, 6.10362e-30, 6.10362e-30, 6.10362e-30
0.418627, 0, 5.04611e-08, 2.94145e-29, 1.41421, -5.04611e-08, 0, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 2.94145e-29, 4.00524e-11, 2.94145e-29, 2.94145e-29, 5.43435e-12, 5.48611e-11, 2.94145e-29, 5.03607e-08, 2.94145e-29, 2.94145e-29, 2.94145e-29
0.426524, 0, 7.09965e-08, 1.35422e-28, 1.41421, -7.09965e-08, 0, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 1.35422e-28, 5.65877e-11, 1.35422e-28, 1.35422e-28, 8.60957e-12, 8.61326e-11, 1.35422e-28, 7.08452e-08, 1.35422e-28, 1.35422e-28, 1.35422e-28
0.434422, 0, 9.92605e-08, 5.93128e-28, 1.41421, -9.92605e-08, 0, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 5.93128e-28, 7.94934e-11, 5.93128e-28, 5.93128e-28, 1.36239e-11, 1.34945e-10, 5.93128e-28, 9.90324e-08, 5.93128e-28, 5.93128e-28, 5.93128e-28
0.44232, 0, 1.37913e-07, 2.47039e-27, 1.41421, -1.37913e-07, 0, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 2.47039e-27, 1.11047e-10, 2.47039e-27, 2.47039e-27, 2.15242e-11, 2.10916e-10, 2.47039e-27, 1.37569e-07, 2.47039e-27, 2.47039e-27, 2.47039e-27
0.450218, 0, 1.90437e-07, 9.80095e-27, 1.41421, -1.90437e-07, 0, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 9.80095e-27, 1.54279e-10, 9.80095e-27, 9.80095e-27, 3.39357e-11, 3.28753e-10, 9.80095e-27, 1.8992e-07, 9.80095e-27, 9.80095e-27, 9.80095e-27
0.458116, 0, 2.61365e-07, 3.71107e-26, 1.41421, -2.61365e-07, 0, 3.71107e-26, 3.71107e-26, 3.71107e-26, 3.71107e-26, 3.71107e-26, 3.71107e-26, 1.99822e-12, 3.71107e-26, 3.71107e-26, 2.13194e-10, 3.71107e-26, 3.71107e-26, 5.33673e-11, 5.10815e-10, 3.71107e-26, 2.60585e-07, 3.71107e-26, 3.71107e-26, 3.71107e-26
0.466014, 0, 3.56553e-07, 1.34401e-25, 1.41421, -3.56553e-07, 0, 1.34401e-25, 1.34401e-25, 1.34401e-25, 1.34401e-25, 1.34401e-25, 1.34401e-25, 6.63844e-12, 1.34401e-25, 1.34401e-25, 2.93066e-10, 1.34401e-25, 1.34401e-25, 8.36698e-11, 7.90867e-10, 1.34401e-25, 3.55378e-07, 1.34401e-25, 1.34401e-25, 1.34401e-25
0.473911, 0, 4.83518e-07, 4.70671e-25, 1.41421, -4.83518e-07, 0, 4.70671e-25, 4.70671e-25, 4.70671e-25, 4.70671e-25, 4.70671e-25, 4.70671e-25, 1.71044e-11, 4.70671e-25, 4.70671e-25, 4.00799e-10, 4.70671e-25, 4.70671e-25, 1.30715e-10, 1.21953e-09, 4.70671e-25, 4.81749e-07, 4.70671e-25, 4.70671e-25, 4.70671e-25
0.481809, 0, 6.54369e-07, 3.99234e-10, 1.41421, -6.54369e-07, 3.99234e-10, 3.99236e-10, 3.99286e-10, 3.99286e-10, 6.39665e-10, 4.0255e-10, 4.05463e-10, 5.32728e-10, 6.37073e-10, 1.84379e-09, 9.44632e-10, 3.99713e-10, 4.00733e-10, 6.02631e-10, 2.27132e-09, 3.99236e-10, 6.49657e-07, 3.99234e-10, 3.99234e-10, 4.22641e-10
0.489707, 0, 8.82037e-07, 1.31174e-09, 1.41421, -8.82037e-07, 1.31174e-09, 1.31175e-09, 1.31191e-09, 1.31192e-09, 2.10643e-09, 1.3227e-09, 1.33233e-09, 1.70999e-09, 2.09786e-09, 6.08635e-09, 2.05026e-09, 1.31333e-09, 1.3167e-09, 1.62686e-09, 4.17138e-09, 1.31175e-09, 8.71254e-07, 1.31174e-09, 1.31174e-09, 1.38911e-09
0.497605, 0, 1.18591e-06, 3.35357e-09, 1.41421, -1.18591e-06, 3.35357e-09, 3.35359e-09, 3.35401e-09, 3.35401e-09, 5.39194e-09, 3.38168e-09, 3.40637e-09, 4.33895e-09, 5.36997e-09, 1.56005e-08, 4.34877e-09, 3.35763e-09, 3.36627e-09, 3.83941e-09, 7.69813e-09, 3.35358e-09, 1.1625e-06, 3.35357e-09, 3.35357e-09, 3.55201e-09
0.505503, 0, 1.59351e-06, 7.82147e-09, 1.41421, -1.59351e-06, 7.82147e-09, 7.82151e-09, 7.82249e-09, 7.8225e-09, 1.25851e-08, 7.88716e-09, 7.94487e-09, 1.00796e-08, 1.25337e-08, 3.64422e-08, 9.15621e-09, 7.83096e-09, 7.85116e-09, 8.56665e-09, 1.43836e-08, 7.82149e-09, 1.54381e-06, 7.82147e-09, 7.82147e-09, 8.28521e-09
0.513401, 0, 2.14602e-06, 1.73874e-08, 1.41421, -2.14602e-06, 1.73874e-08, 1.73875e-08, 1.73896e-08, 1.73897e-08, 2.79907e-08, 1.75336e-08, 1.76621e-08, 2.23432e-08, 2.78764e-08, 8.10941e-08, 1.91691e-08, 1.74085e-08, 1.74535e-08, 1.8524e-08, 2.72375e-08, 1.73874e-08, 2.04195e-06, 1.73874e-08, 1.73874e-08, 1.84196e-08
0.521299, 0, 2.90891e-06, 3.74313e-08, 1.41421, -2.90891e-06, 3.74313e-08, 3.74315e-08, 3.74362e-08, 3.74362e-08, 6.02792e-08, 3.77464e-08, 3.80231e-08, 4.89314e-08, 6.00329e-08, 1.74706e-07, 3.97988e-08, 3.74768e-08, 3.75737e-08, 3.9155e-08, 5.21359e-08, 3.74314e-08, 2.69257e-06, 3.74313e-08, 3.74313e-08, 3.96556e-08
0.529196, 0, 3.98868e-06, 7.85481e-08, 1.41421, -3.98868e-06, 7.85481e-08, 7.85485e-08, 7.85584e-08, 7.85585e-08, 1.26527e-07, 7.92098e-08, 7.9791e-08, 1.04542e-07, 1.2601e-07, 3.66817e-07, 8.16797e-08, 7.86437e-08, 7.88472e-08, 8.11464e-08, 1.00336e-07, 7.85484e-08, 3.54447e-06, 7.85481e-08, 7.85481e-08, 8.3219e-08
0.537094, 0, 5.58357e-06, 1.61127e-07, 1.41421, -5.58357e-06, 1.61127e-07, 1.61128e-07, 1.61148e-07, 1.61148e-07, 2.59605e-07, 1.62485e-07, 1.63678e-07, 2.3594e-07, 2.58544e-07, 7.52806e-07, 1.6525e-07, 1.61323e-07, 1.61741e-07, 1.65019e-07, 1.93185e-07, 1.61127e-07, 4.66676e-06, 1.61127e-07, 1.61127e-07, 1.70714e-07
0.544992, 0, 8.00832e-06, 3.23522e-07, 1.41421, -8.00832e-06, 3.23522e-07, 3.23523e-07, 3.23564e-07, 3.23565e-07, 5.21362e-07, 3.2625e-07, 3.28647e-07, 5.0194e-07, 5.19229e-07, 1.51218e-06, 3.28927e-07, 3.23916e-07, 3.24755e-07, 3.29316e-07, 3.70357e-07, 3.23523e-07, 6.16083e-06, 3.23522e-07, 3.23522e-07, 3.42782e-07
0.55289, 0, 1.18283e-05, 6.36256e-07, 1.41421, -1.18283e-05, 6.36256e-07, 6.36259e-07, 6.3634e-07, 6.3634e-07, 1.02555e-06, 6.41625e-07, 6.46341e-07, 1.03044e-06, 1.02135e-06, 2.97518e-06, 6.4331e-07, 6.37032e-07, 6.38683e-07, 6.44828e-07, 7.04184e-07, 6.36258e-07, 8.18051e-06, 6.36256e-07, 6.36256e-07, 6.74154e-07
0.560788, 0, 1.80304e-05, 1.22606e-06, 1.41421, -1.80304e-05, 1.22606e-06, 1.22607e-06, 1.22622e-06, 1.22622e-06, 1.97662e-06, 1.23641e-06, 1.2455e-06, 2.05974e-06, 1.96853e-06, 5.73555e-06, 1.23522e-06, 1.22755e-06, 1.23074e-06, 1.23865e-06, 1.32387e-06, 1.22606e-06, 1.09652e-05, 1.22606e-06, 1.22606e-06, 1.29913e-06
0.568686, 0, 2.83234e-05, 2.31551e-06, 1.41421, -2.83234e-05, 2.31551e-06, 2.31552e-06, 2.31581e-06, 2.31582e-06, 3.73377e-06, 2.33507e-06, 2.35225e-06, 4.02469e-06, 3.71849e-06, 1.08367e-05, 2.32737e-06, 2.31834e-06, 2.32435e-06, 2.3339e-06, 2.45533e-06, 2.31552e-06, 1.4895e-05, 2.31551e-06, 2.31551e-06, 2.45358e-06
0.576583, 0, 4.56348e-05, 4.28664e-06, 1.41421, -4.56348e-05, 4.28664e-06, 4.28666e-06, 4.2872e-06, 4.28721e-06, 6.91371e-06, 4.32287e-06, 4.35469e-06, 7.71113e-06, 6.8854e-06, 2.00706e-05, 4.30192e-06, 4.29187e-06, 4.30301e-06, 4.31331e-06, 4.48512e-06, 4.28665e-06, 2.05773e-05, 4.28664e-06, 4.28664e-06, 4.54239e-06
0.584481, 0, 7.49214e-05, 7.78011e-06, 1.41421, -7.49214e-05, 7.78011e-06, 7.78015e-06, 7.78113e-06, 7.78114e-06, 1.2551e-05, 7.8459e-06, 7.9037e-06, 1.45307e-05, 1.24995e-05, 3.64443e-05, 7.79971e-06, 7.78961e-06, 7.80985e-06, 7.81855e-06, 8.05996e-06, 7.78013e-06, 2.89832e-05, 7.78011e-06, 7.78011e-06, 8.24456e-06
0.592379, 0, 0.000124398, 1.38457e-05, 1.41421, -0.000124398, 1.38457e-05, 1.38458e-05, 1.38475e-05, 1.38476e-05, 2.23413e-05, 1.39629e-05, 1.40658e-05, 2.69366e-05, 2.22497e-05, 6.48887e-05, 1.38708e-05, 1.38626e-05, 1.38987e-05, 1.39008e-05, 1.42378e-05, 1.38458e-05, 4.16541e-05, 1.38457e-05, 1.38457e-05, 1.46728e-05
0.600277, 0, 0.000207449, 2.41637e-05, 1.41421, -0.000207449, 2.41637e-05, 2.41638e-05, 2.41668e-05, 2.41669e-05, 3.89996e-05, 2.43682e-05, 2.4548e-05, 4.91321e-05, 3.88397e-05, 0.000113301, 2.41956e-05, 2.41932e-05, 2.42561e-05, 2.42421e-05, 2.47096e-05, 2.41637e-05, 6.10129e-05, 2.41637e-05, 2.41637e-05, 2.5608e-05
0.608175, 0, 0.00034546, 4.13605e-05, 1.41421, -0.00034546, 4.13605e-05, 4.13607e-05, 4.13659e-05, 4.1366e-05, 6.67719e-05, 4.17109e-05, 4.20188e-05, 8.81918e-05, 6.64979e-05, 0.000194037, 4.1401e-05, 4.14111e-05, 4.15189e-05, 4.14715e-05, 4.21166e-05, 4.13606e-05, 9.07933e-05, 4.13605e-05, 4.13605e-05, 4.38343e-05
