   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0323125, 44, 0, 0, 6.78233, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0244093, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0165062, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00860297, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000699778, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00720341, 0, 1.30348e-19, 0, 1.41421, -1.30348e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.31964e-22, 0, 0, 1.76181e-24, 3.97558e-24, 0, 1.29711e-19, 0, 0, 0
0.0151066, 0, 2.72709e-19, 0, 1.41421, -2.72709e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32217e-21, 0, 0, 3.75304e-24, 8.45947e-24, 0, 2.71375e-19, 0, 0, 0
0.0230098, 0, 5.64006e-19, 0, 1.41421, -5.64006e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73445e-21, 0, 0, 7.90277e-24, 1.77924e-23, 0, 5.61246e-19, 0, 0, 0
0.030913, 0, 1.15353e-18, 0, 1.41421, -1.15353e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59263e-21, 0, 0, 1.64562e-23, 3.70062e-23, 0, 1.14789e-18, 0, 0, 0
0.0388162, 0, 2.334e-18, 0, 1.41421, -2.334e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13158e-20, 0, 0, 3.39004e-23, 7.61464e-23, 0, 2.32257e-18, 0, 0, 0
0.0467194, 0, 4.67344e-18, 0, 1.41421, -4.67344e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2658e-20, 0, 0, 6.91125e-23, 1.5507e-22, 0, 4.65056e-18, 0, 0, 0
0.0546225, 0, 9.26334e-18, 0, 1.41421, -9.26334e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.49109e-20, 0, 0, 1.39483e-22, 3.12653e-22, 0, 9.21797e-18, 0, 0, 0
0.0625257, 0, 1.81808e-17, 0, 1.41421, -1.81808e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8145e-20, 0, 0, 2.78758e-22, 6.24302e-22, 0, 1.80918e-17, 0, 0, 0
0.0704289, 0, 3.53413e-17, 0, 1.41421, -3.53413e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71343e-19, 0, 0, 5.51815e-22, 1.23497e-21, 0, 3.51681e-17, 0, 0, 0
0.0783321, 0, 6.80573e-17, 0, 1.41421, -6.80573e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29957e-19, 0, 0, 1.08225e-21, 2.42083e-21, 0, 6.77238e-17, 0, 0, 0
0.0862353, 0, 1.29862e-16, 0, 1.41421, -1.29862e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29601e-19, 0, 0, 2.10343e-21, 4.70366e-21, 0, 1.29226e-16, 0, 0, 0
0.0941385, 0, 2.45579e-16, 0, 1.41421, -2.45579e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19062e-18, 0, 0, 4.05219e-21, 9.06094e-21, 0, 2.44375e-16, 0, 0, 0
0.102042, 0, 4.60341e-16, 0, 1.41421, -4.60341e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23183e-18, 0, 0, 7.73928e-21, 1.73092e-20, 0, 4.58084e-16, 0, 0, 0
0.109945, 0, 8.55503e-16, 0, 1.41421, -8.55503e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14766e-18, 0, 0, 1.46568e-20, 3.27974e-20, 0, 8.51308e-16, 0, 0, 0
0.117848, 0, 1.57646e-15, 0, 1.41421, -1.57646e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.64298e-18, 0, 0, 2.75282e-20, 6.16514e-20, 0, 1.56873e-15, 0, 0, 0
0.125751, 0, 2.88088e-15, 0, 1.41421, -2.88088e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39671e-17, 0, 0, 5.12848e-20, 1.14993e-19, 0, 2.86675e-15, 0, 0, 0
0.133654, 0, 5.22167e-15, 0, 1.41421, -5.22167e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53156e-17, 0, 0, 9.47839e-20, 2.12864e-19, 0, 5.19604e-15, 0, 0, 0
0.141558, 0, 9.38823e-15, 0, 1.41421, -9.38823e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55157e-17, 0, 0, 1.73809e-19, 3.91112e-19, 0, 9.34215e-15, 0, 0, 0
0.149461, 0, 1.67456e-14, 0, 1.41421, -1.67456e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11853e-17, 0, 0, 3.16271e-19, 7.13409e-19, 0, 1.66634e-14, 0, 0, 0
0.157364, 0, 2.96349e-14, 0, 1.41421, -2.96349e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43674e-16, 0, 0, 5.71144e-19, 1.29203e-18, 0, 2.94893e-14, 0, 0, 0
0.165267, 0, 5.20395e-14, 0, 1.41421, -5.20395e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52294e-16, 0, 0, 1.02376e-18, 2.32365e-18, 0, 5.17839e-14, 0, 0, 0
0.17317, 0, 9.06833e-14, 0, 1.41421, -9.06833e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39644e-16, 0, 0, 1.82162e-18, 4.1503e-18, 0, 9.02377e-14, 0, 0, 0
0.181074, 0, 1.56827e-13, 0, 1.41421, -1.56827e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.60319e-16, 0, 0, 3.21793e-18, 7.363e-18, 0, 1.56057e-13, 0, 0, 0
0.188977, 0, 2.69183e-13, 0, 1.41421, -2.69183e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30504e-15, 0, 0, 5.64417e-18, 1.29761e-17, 0, 2.6786e-13, 0, 0, 0
0.19688, 0, 4.58602e-13, 0, 1.41421, -4.58602e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22337e-15, 0, 0, 9.83053e-18, 2.27194e-17, 0, 4.56346e-13, 0, 0, 0
0.204783, 0, 7.75552e-13, 0, 1.41421, -7.75552e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76002e-15, 0, 0, 1.70042e-17, 3.95233e-17, 0, 7.71735e-13, 0, 0, 0
0.212686, 0, 1.30196e-12, 0, 1.41421, -1.30196e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.31223e-15, 0, 0, 2.92137e-17, 6.83286e-17, 0, 1.29555e-12, 0, 0, 0
0.22059, 0, 2.16981e-12, 0, 1.41421, -2.16981e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.052e-14, 0, 0, 4.98568e-17, 1.174e-16, 0, 2.15913e-12, 0, 0, 0
0.228493, 0, 3.59009e-12, 0, 1.41421, -3.59009e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74064e-14, 0, 0, 8.45338e-17, 2.00494e-16, 0, 3.57239e-12, 0, 0, 0
0.236396, 0, 5.89747e-12, 0, 1.41421, -5.89747e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85946e-14, 0, 0, 1.42419e-16, 3.40372e-16, 0, 5.86839e-12, 0, 0, 0
0.244299, 0, 9.61885e-12, 0, 1.41421, -9.61885e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66405e-14, 0, 0, 2.38459e-16, 5.74488e-16, 0, 9.5714e-12, 0, 0, 0
