   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_311.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.254355, 0, 3.7689e-12, 0, 1.41421, -3.7689e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08863e-14, 0, 4.84572e-17, 0, 3.75796e-12, 0, 0, 0
0.262222, 0, 6.36381e-12, 0, 1.41421, -6.36381e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83822e-14, 0, 8.38924e-17, 0, 6.34534e-12, 0, 0, 0
0.270088, 0, 1.06689e-11, 0, 1.41421, -1.06689e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08192e-14, 0, 1.44548e-16, 0, 1.06379e-11, 0, 0, 0
0.277955, 0, 1.77318e-11, 0, 1.41421, -1.77318e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1225e-14, 0, 2.46879e-16, 0, 1.76803e-11, 0, 0, 0
0.285822, 0, 2.92423e-11, 0, 1.41421, -2.92423e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44847e-14, 0, 4.18972e-16, 0, 2.91574e-11, 0, 0, 0
0.293688, 0, 4.78538e-11, 0, 1.41421, -4.78538e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38271e-13, 0, 7.06686e-16, 0, 4.77148e-11, 0, 0, 0
0.301555, 0, 7.77112e-11, 0, 1.41421, -7.77112e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24574e-13, 0, 1.18504e-15, 0, 7.74855e-11, 0, 0, 0
0.309422, 0, 1.25237e-10, 1.37327e-43, 1.41421, -1.25237e-10, 0, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 1.37327e-43, 3.61981e-13, 1.37327e-43, 1.97626e-15, 1.37327e-43, 1.24873e-10, 1.37327e-43, 1.37327e-43, 1.37327e-43
0.317288, 0, 2.00297e-10, 2.3794e-42, 1.41421, -2.00297e-10, 0, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 2.3794e-42, 5.79069e-13, 2.3794e-42, 3.27879e-15, 2.3794e-42, 1.99715e-10, 2.3794e-42, 2.3794e-42, 2.3794e-42
0.325155, 0, 3.1793e-10, 3.41791e-41, 1.41421, -3.1793e-10, 0, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 3.41791e-41, 9.19422e-13, 3.41791e-41, 5.41392e-15, 3.41791e-41, 3.17006e-10, 3.41791e-41, 3.41791e-41, 3.41791e-41
0.333022, 0, 5.00864e-10, 4.34956e-40, 1.41421, -5.00864e-10, 0, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 4.34956e-40, 1.44898e-12, 4.34956e-40, 8.90071e-15, 4.34956e-40, 4.99406e-10, 4.34956e-40, 4.34956e-40, 4.34956e-40
0.340888, 0, 7.83165e-10, 4.95856e-39, 1.41421, -7.83165e-10, 0, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 4.95856e-39, 2.2667e-12, 4.95856e-39, 1.45764e-14, 4.95856e-39, 7.80884e-10, 4.95856e-39, 4.95856e-39, 4.95856e-39
0.348755, 0, 1.21549e-09, 5.10683e-38, 1.41421, -1.21549e-09, 0, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 5.10683e-38, 3.51994e-12, 5.10683e-38, 2.37901e-14, 5.10683e-38, 1.21195e-09, 5.10683e-38, 5.10683e-38, 5.10683e-38
0.356622, 0, 1.87254e-09, 4.77645e-37, 1.41421, -1.87254e-09, 0, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 4.77645e-37, 5.42643e-12, 4.77645e-37, 3.87149e-14, 4.77645e-37, 1.86707e-09, 4.77645e-37, 4.77645e-37, 4.77645e-37
0.364488, 0, 2.86357e-09, 4.08167e-36, 1.41421, -2.86357e-09, 0, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 4.08167e-36, 8.30534e-12, 4.08167e-36, 6.2851e-14, 4.08167e-36, 2.8552e-09, 4.08167e-36, 4.08167e-36, 4.08167e-36
0.372355, 0, 4.34712e-09, 3.20098e-35, 1.41421, -4.34712e-09, 0, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 3.20098e-35, 1.2621e-11, 3.20098e-35, 1.01838e-13, 3.20098e-35, 4.33439e-09, 3.20098e-35, 3.20098e-35, 3.20098e-35
0.380222, 0, 6.55135e-09, 2.31404e-34, 1.41421, -6.55135e-09, 0, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 2.31404e-34, 1.90441e-11, 2.31404e-34, 1.64763e-13, 2.31404e-34, 6.53214e-09, 2.31404e-34, 2.31404e-34, 2.31404e-34
0.388088, 0, 9.80204e-09, 1.58935e-33, 1.41421, -9.80204e-09, 0, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 1.58935e-33, 2.85356e-11, 1.58935e-33, 2.66279e-13, 1.58935e-33, 9.77323e-09, 1.58935e-33, 1.58935e-33, 1.58935e-33
0.395955, 0, 1.45605e-08, 9.9045e-33, 1.41421, -1.45605e-08, 0, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 9.9045e-33, 4.24632e-11, 9.9045e-33, 4.3001e-13, 9.9045e-33, 1.45176e-08, 9.9045e-33, 9.9045e-33, 9.9045e-33
0.403822, 0, 2.14752e-08, 6.06479e-32, 1.41421, -2.14752e-08, 0, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.06479e-32, 6.27595e-11, 6.06479e-32, 6.94037e-13, 6.06479e-32, 2.14117e-08, 6.06479e-32, 6.06479e-32, 6.06479e-32
0.411688, 0, 3.14496e-08, 3.36823e-31, 1.41421, -3.14496e-08, 0, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 3.36823e-31, 9.21361e-11, 3.36823e-31, 1.1197e-12, 3.36823e-31, 3.13564e-08, 3.36823e-31, 3.36823e-31, 3.36823e-31
0.419555, 0, 4.57338e-08, 1.79815e-30, 1.41421, -4.57338e-08, 0, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.79815e-30, 1.34372e-10, 1.79815e-30, 1.80566e-12, 1.79815e-30, 4.55977e-08, 1.79815e-30, 1.79815e-30, 1.79815e-30
0.427422, 0, 6.60433e-08, 9.09037e-30, 1.41421, -6.60433e-08, 0, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 9.09037e-30, 1.947e-10, 9.09037e-30, 2.9103e-12, 9.09037e-30, 6.58457e-08, 9.09037e-30, 9.09037e-30, 9.09037e-30
0.435288, 0, 9.47141e-08, 4.33554e-29, 1.41421, -9.47141e-08, 0, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 4.33554e-29, 2.80321e-10, 4.33554e-29, 4.68719e-12, 4.33554e-29, 9.4429e-08, 4.33554e-29, 4.33554e-29, 4.33554e-29
0.443155, 0, 1.34903e-07, 1.98341e-28, 1.41421, -1.34903e-07, 0, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 1.98341e-28, 4.01076e-10, 1.98341e-28, 7.54091e-12, 1.98341e-28, 1.34494e-07, 1.98341e-28, 1.98341e-28, 1.98341e-28
0.451022, 0, 1.90844e-07, 8.65175e-28, 1.41421, -1.90844e-07, 0, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 8.65175e-28, 5.70345e-10, 8.65175e-28, 1.21143e-11, 8.65175e-28, 1.90261e-07, 8.65175e-28, 8.65175e-28, 8.65175e-28
0.458888, 0, 2.68173e-07, 3.59285e-27, 1.41421, -2.68173e-07, 0, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 3.59285e-27, 8.06205e-10, 3.59285e-27, 1.94242e-11, 3.59285e-27, 2.67347e-07, 3.59285e-27, 3.59285e-27, 3.59285e-27
0.466755, 0, 3.74334e-07, 1.42253e-26, 1.41421, -3.74334e-07, 0, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.42253e-26, 1.13294e-09, 1.42253e-26, 3.10699e-11, 1.42253e-26, 3.7317e-07, 1.42253e-26, 1.42253e-26, 1.42253e-26
0.474622, 0, 5.19096e-07, 5.37908e-26, 1.41421, -5.19096e-07, 0, 5.37908e-26, 5.37908e-26, 5.37908e-26, 5.37908e-26, 5.37908e-26, 5.37908e-26, 3.25404e-12, 5.37908e-26, 5.37908e-26, 1.58299e-09, 5.37908e-26, 4.95527e-11, 5.37908e-26, 5.1746e-07, 5.37908e-26, 5.37908e-26, 5.37908e-26
0.482488, 0, 7.1517e-07, 1.94645e-25, 1.41421, -7.1517e-07, 0, 1.94645e-25, 1.94645e-25, 1.94645e-25, 1.94645e-25, 1.94645e-25, 1.94645e-25, 1.0967e-11, 1.94645e-25, 1.94645e-25, 2.19945e-09, 1.94645e-25, 7.87593e-11, 1.94645e-25, 7.1288e-07, 1.94645e-25, 1.94645e-25, 1.94645e-25
0.490355, 0, 9.78987e-07, 6.80528e-25, 1.41421, -9.78987e-07, 0, 6.80528e-25, 6.80528e-25, 6.80528e-25, 6.80528e-25, 6.80528e-25, 6.80528e-25, 2.87047e-11, 6.80528e-25, 6.80528e-25, 3.03927e-09, 6.80528e-25, 1.24688e-10, 6.80528e-25, 9.75794e-07, 6.80528e-25, 6.80528e-25, 6.80528e-25
0.498222, 0, 1.33525e-06, 3.44689e-10, 1.41421, -1.33525e-06, 3.44689e-10, 3.44707e-10, 3.44753e-10, 8.29504e-10, 3.57644e-10, 3.44742e-10, 3.714e-10, 5.64517e-10, 5.59567e-10, 2.50766e-09, 4.52207e-09, 3.46654e-10, 5.41221e-10, 3.44691e-10, 1.32772e-06, 3.44689e-10, 3.44689e-10, 3.78646e-10
0.506088, 0, 1.81209e-06, 1.14636e-09, 1.41421, -1.81209e-06, 1.14636e-09, 1.14642e-09, 1.14657e-09, 2.77216e-09, 1.1898e-09, 1.14653e-09, 1.23593e-09, 1.80937e-09, 1.86694e-09, 8.39975e-09, 6.85792e-09, 1.15295e-09, 1.45467e-09, 1.14636e-09, 1.79555e-06, 1.14636e-09, 1.14636e-09, 1.26023e-09
0.513955, 0, 2.45001e-06, 2.96977e-09, 1.41421, -2.45001e-06, 2.96977e-09, 2.96992e-09, 2.97033e-09, 7.20641e-09, 3.08297e-09, 2.97023e-09, 3.20318e-09, 4.6337e-09, 4.84752e-09, 2.18713e-08, 1.07388e-08, 2.98693e-09, 3.45089e-09, 2.96979e-09, 2.41441e-06, 2.96977e-09, 2.96977e-09, 3.26651e-09
0.521822, 0, 3.30485e-06, 7.02525e-09, 1.41421, -3.30485e-06, 7.02525e-09, 7.02561e-09, 7.02657e-09, 1.70883e-08, 7.29414e-09, 7.02634e-09, 7.57966e-09, 1.08962e-08, 1.14854e-08, 5.19211e-08, 1.75393e-08, 7.06602e-09, 7.77186e-09, 7.02529e-09, 3.22873e-06, 7.02525e-09, 7.02525e-09, 7.73008e-09
0.529688, 0, 4.4579e-06, 1.58415e-08, 1.41421, -4.4579e-06, 1.58415e-08, 1.58424e-08, 1.58445e-08, 3.86021e-08, 1.64497e-08, 1.5844e-08, 1.70955e-08, 2.44644e-08, 2.59294e-08, 1.17386e-07, 2.99996e-08, 1.59338e-08, 1.69933e-08, 1.58416e-08, 4.29601e-06, 1.58415e-08, 1.58415e-08, 1.74357e-08
0.537555, 0, 6.03389e-06, 3.45833e-08, 1.41421, -6.03389e-06, 3.45833e-08, 3.45851e-08, 3.45898e-08, 8.43808e-08, 3.59139e-08, 3.45887e-08, 3.73268e-08, 5.4734e-08, 5.66543e-08, 2.56752e-07, 5.35542e-08, 3.4785e-08, 3.63491e-08, 3.45835e-08, 5.69118e-06, 3.45833e-08, 3.45833e-08, 3.80711e-08
0.545422, 0, 8.23046e-06, 7.35344e-08, 1.41421, -8.23046e-06, 7.35344e-08, 7.35382e-08, 7.35484e-08, 1.79604e-07, 7.63686e-08, 7.35459e-08, 7.93781e-08, 1.19374e-07, 1.20546e-07, 5.46755e-07, 9.88305e-08, 7.39642e-08, 7.62244e-08, 7.35348e-08, 7.51377e-06, 7.35344e-08, 7.35344e-08, 8.09636e-08
0.553288, 0, 1.14034e-05, 1.52675e-07, 1.41421, -1.14034e-05, 1.52675e-07, 1.52683e-07, 1.52705e-07, 3.73232e-07, 1.58569e-07, 1.52699e-07, 1.64827e-07, 2.82448e-07, 2.5043e-07, 1.13667e-06, 1.86243e-07, 1.53569e-07, 1.56746e-07, 1.52676e-07, 9.89922e-06, 1.52675e-07, 1.52675e-07, 1.68123e-07
0.561155, 0, 1.61155e-05, 3.09894e-07, 1.41421, -1.61155e-05, 3.09894e-07, 3.09911e-07, 3.09953e-07, 7.58195e-07, 3.21873e-07, 3.09943e-07, 3.34593e-07, 6.1974e-07, 5.08588e-07, 2.30996e-06, 3.54224e-07, 3.11711e-07, 3.16014e-07, 3.09896e-07, 1.30381e-05, 3.09894e-07, 3.09894e-07, 3.41294e-07
0.569022, 0, 2.33655e-05, 6.15269e-07, 1.41421, -2.33655e-05, 6.15269e-07, 6.15301e-07, 6.15386e-07, 1.50655e-06, 6.39084e-07, 6.15366e-07, 6.64373e-07, 1.30414e-06, 1.0103e-06, 4.59166e-06, 6.73536e-07, 6.1888e-07, 6.24411e-07, 6.15273e-07, 1.72073e-05, 6.15269e-07, 6.15269e-07, 6.77695e-07
0.576889, 0, 3.48891e-05, 1.19525e-06, 1.41421, -3.48891e-05, 1.19525e-06, 1.19531e-06, 1.19548e-06, 2.92911e-06, 1.24158e-06, 1.19544e-06, 1.29078e-06, 2.66445e-06, 1.96372e-06, 8.93073e-06, 1.27148e-06, 1.20228e-06, 1.20881e-06, 1.19526e-06, 2.28215e-05, 1.19525e-06, 1.19525e-06, 1.31669e-06
0.584755, 0, 5.36861e-05, 2.27246e-06, 1.41421, -5.36861e-05, 2.27246e-06, 2.27258e-06, 2.27289e-06, 5.57368e-06, 2.36067e-06, 2.27282e-06, 2.45433e-06, 5.31287e-06, 3.73561e-06, 1.70006e-05, 2.37173e-06, 2.28583e-06, 2.29243e-06, 2.27247e-06, 3.05183e-05, 2.27246e-06, 2.27246e-06, 2.50368e-06
0.592622, 0, 8.48935e-05, 4.22912e-06, 1.41421, -8.48935e-05, 4.22912e-06, 4.22935e-06, 4.22993e-06, 1.03822e-05, 4.39353e-06, 4.22979e-06, 4.56812e-06, 1.03792e-05, 6.95626e-06, 3.16807e-05, 4.35784e-06, 4.25406e-06, 4.25836e-06, 4.22915e-06, 4.12927e-05, 4.22912e-06, 4.22912e-06, 4.66009e-06
0.600489, 0, 0.000137196, 7.70484e-06, 1.41421, -0.000137196, 7.70484e-06, 7.70524e-06, 7.70632e-06, 1.89327e-05, 8.00485e-06, 7.70606e-06, 8.32342e-06, 1.99362e-05, 1.26812e-05, 5.77971e-05, 7.87102e-06, 7.75033e-06, 7.74734e-06, 7.70488e-06, 5.67055e-05, 7.70484e-06, 7.70484e-06, 8.49125e-06
0.608355, 0, 0.00022499, 1.37439e-05, 1.41421, -0.00022499, 1.37439e-05, 1.37446e-05, 1.37466e-05, 3.38061e-05, 1.428e-05, 1.37461e-05, 1.48492e-05, 3.7657e-05, 2.26358e-05, 0.00010325, 1.39576e-05, 1.38252e-05, 1.38053e-05, 1.3744e-05, 7.92077e-05, 1.37439e-05, 1.37439e-05, 1.51491e-05
0.616222, 0, 0.00037169, 2.40078e-05, 1.41421, -0.00037169, 2.40078e-05, 2.40091e-05, 2.40124e-05, 5.91156e-05, 2.49459e-05, 2.40116e-05, 2.5942e-05, 6.99566e-05, 3.95681e-05, 0.000180639, 2.42815e-05, 2.415e-05, 2.40959e-05, 2.40079e-05, 0.000112596, 2.40078e-05, 2.40078e-05, 2.64668e-05
0.624089, 0, 0.000614644, 4.10719e-05, 1.41421, -0.000614644, 4.10719e-05, 4.10741e-05, 4.10798e-05, 0.000101249, 4.26798e-05, 4.10784e-05, 4.43873e-05, 0.000127825, 6.77434e-05, 0.000309548, 4.14213e-05, 4.13157e-05, 4.11977e-05, 4.10721e-05, 0.000162692, 4.10719e-05, 4.10719e-05, 4.52868e-05
0.631955, 0, 0.00101223, 6.88259e-05, 1.41421, -0.00101223, 6.88259e-05, 6.88295e-05, 6.88392e-05, 0.000169875, 7.15259e-05, 6.88369e-05, 7.43931e-05, 0.000229732, 0.000113612, 0.00051965, 6.92705e-05, 6.92353e-05, 6.90045e-05, 6.88263e-05, 0.00023826, 6.88259e-05, 6.88259e-05, 7.59034e-05
0.639822, 0, 0.0016538, 0.000112988, 1.41421, -0.0016538, 0.000112988, 0.000112994, 0.00011301, 0.000279241, 0.00011743, 0.000113006, 0.000122147, 0.000406097, 0.000186674, 0.000854714, 0.000113552, 0.000113662, 0.00011324, 0.000112989, 0.00035224, 0.000112988, 0.000112988, 0.000124633
0.647689, 0, 0.00267329, 0.000181742, 1.41421, -0.00267329, 0.000181742, 0.000181752, 0.000181778, 0.000449793, 0.000188905, 0.000181771, 0.00019651, 0.000706025, 0.000300546, 0.00137763, 0.000182456, 0.000182828, 0.000182097, 0.000181743, 0.000523327, 0.000181742, 0.000181742, 0.000200517
0.655555, 0, 0.00426725, 0.000286474, 1.41421, -0.00426725, 0.000286474, 0.000286489, 0.00028653, 0.000710064, 0.000297792, 0.00028652, 0.000309811, 0.00120711, 0.000474215, 0.00217629, 0.000287375, 0.00028819, 0.00028697, 0.000286475, 0.000777905, 0.000286474, 0.000286474, 0.000316143
0.663422, 0, 0.00671805, 0.000442581, 1.41421, -0.00671805, 0.000442581, 0.000442604, 0.000442667, 0.00109878, 0.000460114, 0.000442652, 0.000478733, 0.00202936, 0.000733417, 0.00337016, 0.000443715, 0.00044524, 0.000443272, 0.000442583, 0.00115235, 0.000442581, 0.000442581, 0.000488542
