   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_249.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.3184, 0, 0.20771, 0.183523, 1.41421, -0.20771, 0, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183523, 0.183525, 0.183523, 0.183523, 0.207709, 0.183523
14.3263, 2, 0.204559, 0.184118, 2, 1.79544, 0, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.184118, 0.18412, 0.184118, 0.184118, 0.204558, 0.184118
14.3342, 2, 0.200859, 0.183693, 2, 1.79914, 0, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183693, 0.183694, 0.183693, 0.183693, 0.200858, 0.183693
14.342, 0, 0.197085, 0.182759, 1.41421, -0.197085, 0, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.182759, 0.18276, 0.182759, 0.182759, 0.197083, 0.182759
14.3499, 4, 0.193707, 0.181827, 2.44949, 3.80629, 0, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181827, 0.181828, 0.181827, 0.181827, 0.193706, 0.181827
14.3578, 2, 0.19295, 0.18316, 2, 1.80705, 0, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.18316, 0.183161, 0.18316, 0.18316, 0.192949, 0.18316
14.3656, 0, 0.191639, 0.183621, 1.41421, -0.191639, 0, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183621, 0.183622, 0.183621, 0.183621, 0.191637, 0.183621
14.3735, 0, 0.1898, 0.183275, 1.41421, -0.1898, 0, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183275, 0.183276, 0.183275, 0.183275, 0.189798, 0.183275
14.3814, 0, 0.187803, 0.182526, 1.41421, -0.187803, 0, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182526, 0.182527, 0.182526, 0.182526, 0.187802, 0.182526
14.3893, 0, 0.18602, 0.181779, 1.41421, -0.18602, 0, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.181779, 0.18178, 0.181779, 0.181779, 0.186019, 0.181779
14.3971, 0, 0.186143, 0.182755, 1.41421, -0.186143, 0, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182755, 0.182757, 0.182755, 0.182755, 0.186141, 0.182755
14.405, 0, 0.18578, 0.183091, 1.41421, -0.18578, 0, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183091, 0.183092, 0.183091, 0.183091, 0.185778, 0.183091
14.4129, 0, 0.184955, 0.182834, 1.41421, -0.184955, 0, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182834, 0.182836, 0.182834, 0.182834, 0.184954, 0.182834
14.4207, 0, 0.183945, 0.182282, 1.41421, -0.183945, 0, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182282, 0.182283, 0.182282, 0.182282, 0.183944, 0.182282
14.4286, 0, 0.183026, 0.181731, 1.41421, -0.183026, 0, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181731, 0.181732, 0.181731, 0.181731, 0.183025, 0.181731
14.4365, 4, 0.183121, 0.182118, 2.44949, 3.81688, 0, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182118, 0.182119, 0.182118, 0.182118, 0.18312, 0.182118
14.4443, 0, 0.182987, 0.182215, 1.41421, -0.182987, 0, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182215, 0.182216, 0.182215, 0.182215, 0.182986, 0.182215
14.4522, 2, 0.182642, 0.182052, 2, 1.81736, 0, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182052, 0.182053, 0.182052, 0.182052, 0.182641, 0.182052
14.4601, 0, 0.182207, 0.181758, 1.41421, -0.182207, 0, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181758, 0.181759, 0.181758, 0.181758, 0.182206, 0.181758
14.468, 0, 0.181804, 0.181464, 1.41421, -0.181804, 0, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181464, 0.181466, 0.181464, 0.181464, 0.181803, 0.181464
14.4758, 0, 0.18167, 0.181414, 1.41421, -0.18167, 0, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181414, 0.181416, 0.181414, 0.181414, 0.181668, 0.181414
14.4837, 0, 0.181546, 0.181355, 1.41421, -0.181546, 0, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181355, 0.181356, 0.181355, 0.181355, 0.181544, 0.181355
14.4916, 0, 0.181424, 0.181282, 1.41421, -0.181424, 0, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181282, 0.181284, 0.181282, 0.181282, 0.181423, 0.181282
14.4994, 0, 0.181304, 0.181199, 1.41421, -0.181304, 0, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.181199, 0.1812, 0.181199, 0.181199, 0.181302, 0.181199
14.5073, 0, 0.181172, 0.181095, 1.41421, -0.181172, 0, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181095, 0.181096, 0.181095, 0.181095, 0.181171, 0.181095
14.5152, 0, 0.18103, 0.180973, 1.41421, -0.18103, 0, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180973, 0.180975, 0.180973, 0.180973, 0.181028, 0.180973
14.5231, 2, 0.180878, 0.180836, 2, 1.81912, 0, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180836, 0.180838, 0.180836, 0.180836, 0.180876, 0.180836
14.5309, 0, 0.180719, 0.180689, 1.41421, -0.180719, 0, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.180689, 0.18069, 0.180689, 0.180689, 0.180717, 0.180689
14.5388, 0, 0.180553, 0.180531, 1.41421, -0.180553, 0, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180531, 0.180533, 0.180531, 0.180531, 0.180552, 0.180531
14.5467, 0, 0.180379, 0.180363, 1.41421, -0.180379, 0, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180363, 0.180365, 0.180363, 0.180363, 0.180378, 0.180363
14.5545, 0, 0.180179, 0.180168, 1.41421, -0.180179, 0, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180168, 0.180169, 0.180168, 0.180168, 0.180178, 0.180168
14.5624, 0, 0.179957, 0.179948, 1.41421, -0.179957, 0, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179948, 0.179949, 0.179948, 0.179948, 0.179955, 0.179948
14.5703, 0, 0.179715, 0.179709, 1.41421, -0.179715, 0, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.179709, 0.17971, 0.179709, 0.179709, 0.179714, 0.179709
14.5782, 0, 0.179458, 0.179453, 1.41421, -0.179458, 0, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179453, 0.179454, 0.179453, 0.179453, 0.179456, 0.179453
14.586, 0, 0.179189, 0.179185, 1.41421, -0.179189, 0, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179185, 0.179186, 0.179185, 0.179185, 0.179187, 0.179185
14.5939, 0, 0.178903, 0.1789, 1.41421, -0.178903, 0, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.1789, 0.178901, 0.1789, 0.1789, 0.178901, 0.1789
14.6018, 2, 0.178601, 0.178599, 2, 1.8214, 0, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.178599, 0.1786, 0.178599, 0.178599, 0.1786, 0.178599
14.6096, 0, 0.178289, 0.178286, 1.41421, -0.178289, 0, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178286, 0.178288, 0.178286, 0.178286, 0.178287, 0.178286
14.6175, 2, 0.177959, 0.177957, 2, 1.82204, 0, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177957, 0.177959, 0.177957, 0.177957, 0.177958, 0.177957
14.6254, 2, 0.177616, 0.177615, 2, 1.82238, 0, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177615, 0.177616, 0.177615, 0.177615, 0.177615, 0.177615
14.6333, 2, 0.177262, 0.177261, 2, 1.82274, 0, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177261, 0.177262, 0.177261, 0.177261, 0.177261, 0.177261
14.6411, 0, 0.176901, 0.1769, 1.41421, -0.176901, 0, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.1769, 0.176901, 0.1769, 0.1769, 0.1769, 0.1769
14.649, 4, 0.176536, 0.176534, 2.44949, 3.82346, 0, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176534, 0.176536, 0.176534, 0.176534, 0.176534, 0.176534
14.6569, 0, 0.176134, 0.176132, 1.41421, -0.176134, 0, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176132, 0.176134, 0.176132, 0.176132, 0.176132, 0.176132
14.6647, 0, 0.175696, 0.175695, 1.41421, -0.175696, 0, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175695, 0.175696, 0.175695, 0.175695, 0.175695, 0.175695
14.6726, 2, 0.175227, 0.175226, 2, 1.82477, 0, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175226, 0.175227, 0.175226, 0.175226, 0.175226, 0.175226
14.6805, 0, 0.174735, 0.174733, 1.41421, -0.174735, 0, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174733, 0.174735, 0.174733, 0.174733, 0.174733, 0.174733
14.6883, 0, 0.174231, 0.17423, 1.41421, -0.174231, 0, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.17423, 0.174231, 0.17423, 0.17423, 0.17423, 0.17423
14.6962, 0, 0.173729, 0.173727, 1.41421, -0.173729, 0, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173727, 0.173729, 0.173727, 0.173727, 0.173727, 0.173727
14.7041, 4, 0.173283, 0.173282, 2.44949, 3.82672, 0, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173282, 0.173283, 0.173282, 0.173282, 0.173282, 0.173282
14.712, 0, 0.172792, 0.17279, 1.41421, -0.172792, 0, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.17279, 0.172792, 0.17279, 0.17279, 0.17279, 0.17279
14.7198, 4, 0.172264, 0.172262, 2.44949, 3.82774, 0, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172262, 0.172264, 0.172262, 0.172262, 0.172262, 0.172262
14.7277, 0, 0.171719, 0.171717, 1.41421, -0.171719, 0, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171717, 0.171719, 0.171717, 0.171717, 0.171717, 0.171717
14.7356, 0, 0.17116, 0.171159, 1.41421, -0.17116, 0, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.171159, 0.17116, 0.171159, 0.171159, 0.171159, 0.171159
14.7434, 2, 0.170545, 0.170544, 2, 1.82946, 0, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170544, 0.170545, 0.170544, 0.170544, 0.170544, 0.170544
14.7513, 2, 0.169852, 0.169851, 2, 1.83015, 0, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169851, 0.169852, 0.169851, 0.169851, 0.169851, 0.169851
14.7592, 0, 0.169097, 0.169096, 1.41421, -0.169097, 0, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169096, 0.169097, 0.169096, 0.169096, 0.169096, 0.169096
14.7671, 2, 0.168312, 0.16831, 2, 1.83169, 0, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.16831, 0.168312, 0.16831, 0.16831, 0.16831, 0.16831
14.7749, 2, 0.167528, 0.167527, 2, 1.83247, 0, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167527, 0.167528, 0.167527, 0.167527, 0.167527, 0.167527
14.7828, 0, 0.167007, 0.167005, 1.41421, -0.167007, 0, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167005, 0.167007, 0.167005, 0.167005, 0.167005, 0.167005
14.7907, 0, 0.166347, 0.166346, 1.41421, -0.166347, 0, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166346, 0.166347, 0.166346, 0.166346, 0.166346, 0.166346
14.7985, 0, 0.165574, 0.165573, 1.41421, -0.165574, 0, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165573, 0.165574, 0.165573, 0.165573, 0.165573, 0.165573
14.8064, 0, 0.164747, 0.164745, 1.41421, -0.164747, 0, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164745, 0.164747, 0.164745, 0.164745, 0.164745, 0.164745
14.8143, 6, 0.163921, 0.16392, 2.82843, 5.83608, 0, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.16392, 0.163921, 0.16392, 0.16392, 0.16392, 0.16392
14.8222, 0, 0.163196, 0.163194, 1.41421, -0.163196, 0, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163194, 0.163196, 0.163194, 0.163194, 0.163194, 0.163194
14.83, 2, 0.162304, 0.162303, 2, 1.8377, 0, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162303, 0.162304, 0.162303, 0.162303, 0.162303, 0.162303
14.8379, 2, 0.161275, 0.161274, 2, 1.83873, 0, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161274, 0.161275, 0.161274, 0.161274, 0.161274, 0.161274
14.8458, 0, 0.160179, 0.160177, 1.41421, -0.160179, 0, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160177, 0.160179, 0.160177, 0.160177, 0.160177, 0.160177
14.8536, 0, 0.159086, 0.159085, 1.41421, -0.159086, 0, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159085, 0.159086, 0.159085, 0.159085, 0.159085, 0.159085
14.8615, 0, 0.158449, 0.158448, 1.41421, -0.158449, 0, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158448, 0.158449, 0.158448, 0.158448, 0.158448, 0.158448
14.8694, 0, 0.157594, 0.157593, 1.41421, -0.157594, 0, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157593, 0.157594, 0.157593, 0.157593, 0.157593, 0.157593
14.8772, 2, 0.15656, 0.156559, 2, 1.84344, 0, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.156559, 0.15656, 0.156559, 0.156559, 0.156559, 0.156559
14.8851, 0, 0.15544, 0.155439, 1.41421, -0.15544, 0, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.155439, 0.15544, 0.155439, 0.155439, 0.155439, 0.155439
14.893, 2, 0.154324, 0.154323, 2, 1.84568, 0, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154323, 0.154324, 0.154323, 0.154323, 0.154323, 0.154323
14.9009, 0, 0.153442, 0.15344, 1.41421, -0.153442, 0, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.15344, 0.153442, 0.15344, 0.15344, 0.15344, 0.15344
14.9087, 2, 0.152335, 0.152333, 2, 1.84767, 0, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152333, 0.152335, 0.152333, 0.152333, 0.152333, 0.152333
14.9166, 2, 0.15104, 0.151039, 2, 1.84896, 0, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.151039, 0.15104, 0.151039, 0.151039, 0.151039, 0.151039
14.9245, 4, 0.149656, 0.149655, 2.44949, 3.85034, 0, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149655, 0.149656, 0.149655, 0.149655, 0.149655, 0.149655
14.9323, 4, 0.148278, 0.148277, 2.44949, 3.85172, 0, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148277, 0.148278, 0.148277, 0.148277, 0.148277, 0.148277
14.9402, 2, 0.147468, 0.147466, 2, 1.85253, 0, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147466, 0.147468, 0.147466, 0.147466, 0.147466, 0.147466
14.9481, 0, 0.146397, 0.146396, 1.41421, -0.146397, 0, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146396, 0.146397, 0.146396, 0.146396, 0.146396, 0.146396
14.956, 2, 0.145115, 0.145114, 2, 1.85488, 0, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145114, 0.145115, 0.145114, 0.145114, 0.145114, 0.145114
14.9638, 2, 0.143731, 0.14373, 2, 1.85627, 0, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.14373, 0.143731, 0.14373, 0.14373, 0.14373, 0.14373
14.9717, 2, 0.142353, 0.142352, 2, 1.85765, 0, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142352, 0.142353, 0.142352, 0.142352, 0.142352, 0.142352
14.9796, 4, 0.14129, 0.141289, 2.44949, 3.85871, 0, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.141289, 0.14129, 0.141289, 0.141289, 0.141289, 0.141289
14.9874, 0, 0.13997, 0.139968, 1.41421, -0.13997, 0, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.139968, 0.13997, 0.139968, 0.139968, 0.139968, 0.139968
14.9953, 0, 0.138436, 0.138434, 1.41421, -0.138436, 0, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138434, 0.138436, 0.138434, 0.138434, 0.138434, 0.138434
15.0032, 0, 0.136801, 0.136799, 1.41421, -0.136801, 0, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136799, 0.136801, 0.136799, 0.136799, 0.136799, 0.136799
15.0111, 0, 0.135175, 0.135174, 1.41421, -0.135175, 0, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135174, 0.135175, 0.135174, 0.135174, 0.135174, 0.135174
15.0189, 0, 0.134185, 0.134184, 1.41421, -0.134185, 0, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134184, 0.134185, 0.134184, 0.134184, 0.134184, 0.134184
15.0268, 2, 0.132911, 0.13291, 2, 1.86709, 0, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.13291, 0.132911, 0.13291, 0.13291, 0.13291, 0.13291
15.0347, 0, 0.131405, 0.131403, 1.41421, -0.131405, 0, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131403, 0.131405, 0.131403, 0.131403, 0.131403, 0.131403
15.0425, 0, 0.129789, 0.129788, 1.41421, -0.129789, 0, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129788, 0.129789, 0.129788, 0.129788, 0.129788, 0.129788
