   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_170.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0259496, 340, 0, 0, 18.4932, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0180823, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.010215, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00234772, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00551956, 0, 1.79784e-22, 0, 1.41421, -1.79784e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79121e-25, 0, 0, 9.76946e-28, 0, 1.79304e-22, 0, 0, 0
0.0133868, 0, 4.65018e-22, 0, 1.41421, -4.65018e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23927e-24, 0, 0, 2.55195e-27, 0, 4.63776e-22, 0, 0, 0
0.0212541, 0, 1.17704e-21, 0, 1.41421, -1.17704e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1368e-24, 0, 0, 6.52493e-27, 0, 1.1739e-21, 0, 0, 0
0.0291214, 0, 2.92015e-21, 0, 1.41421, -2.92015e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.78216e-24, 0, 0, 1.63556e-26, 0, 2.91235e-21, 0, 0, 0
0.0369887, 0, 7.11033e-21, 0, 1.41421, -7.11033e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89489e-23, 0, 0, 4.02464e-26, 0, 7.09134e-21, 0, 0, 0
0.044856, 0, 1.70114e-20, 0, 1.41421, -1.70114e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53351e-23, 0, 0, 9.73305e-26, 0, 1.6966e-20, 0, 0, 0
0.0527233, 0, 4.00295e-20, 0, 1.41421, -4.00295e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06678e-22, 0, 0, 2.31558e-25, 0, 3.99226e-20, 0, 0, 0
