   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_315.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.02772, 630, 0, 0, 25.1396, 630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0198553, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0119907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00412604, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00373859, 0, 2.89957e-25, 0, 1.41421, -2.89957e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25851e-28, 0, 0, 9.34402e-31, 0, 9.71011e-30, 0, 2.8982e-25, 0, 0, 0
0.0116032, 0, 9.90489e-25, 0, 1.41421, -9.90489e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29903e-28, 0, 0, 3.23355e-30, 0, 3.53087e-29, 0, 9.90021e-25, 0, 0, 0
0.0194679, 0, 3.20215e-24, 0, 1.41421, -3.20215e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38983e-27, 0, 0, 1.06009e-29, 0, 1.19975e-28, 0, 3.20063e-24, 0, 0, 0
0.0273325, 0, 9.89262e-24, 0, 1.41421, -9.89262e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29369e-27, 0, 0, 3.32278e-29, 0, 3.86311e-28, 0, 9.88791e-24, 0, 0, 0
0.0351971, 0, 2.94039e-23, 0, 1.41421, -2.94039e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27622e-26, 0, 0, 1.00238e-28, 0, 1.18983e-27, 0, 2.93899e-23, 0, 0, 0
0.0430618, 0, 8.4506e-23, 0, 1.41421, -8.4506e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6678e-26, 0, 0, 2.92423e-28, 0, 3.52832e-27, 0, 8.44655e-23, 0, 0, 0
