   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_114.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0293563, 228, 0, 0, 15.1658, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0214828, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0136093, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00573583, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00213768, 0, 5.35711e-24, 0, 1.41421, -5.35711e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0439e-26, 0, 0, 6.55678e-29, 0, 0, 5.3366e-24, 0, 0, 0
0.0100112, 0, 1.56967e-23, 0, 1.41421, -1.56967e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.9888e-26, 0, 0, 1.9493e-28, 0, 0, 1.56366e-23, 0, 0, 0
0.0178847, 0, 4.44935e-23, 0, 1.41421, -4.44935e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69757e-25, 0, 0, 5.60713e-28, 0, 0, 4.43232e-23, 0, 0, 0
0.0257582, 0, 1.22469e-22, 0, 1.41421, -1.22469e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67258e-25, 0, 0, 1.56632e-27, 0, 0, 1.22e-22, 0, 0, 0
0.0336317, 0, 3.28306e-22, 0, 1.41421, -3.28306e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25259e-24, 0, 0, 4.26159e-27, 0, 0, 3.27049e-22, 0, 0, 0
0.0415052, 0, 8.59164e-22, 0, 1.41421, -8.59164e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27798e-24, 0, 0, 1.13197e-26, 0, 0, 8.55874e-22, 0, 0, 0
0.0493787, 0, 2.19914e-21, 0, 1.41421, -2.19914e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3904e-24, 0, 0, 2.9411e-26, 0, 0, 2.19072e-21, 0, 0, 0
0.0572522, 0, 5.51448e-21, 0, 1.41421, -5.51448e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10394e-23, 0, 0, 7.48681e-26, 0, 0, 5.49336e-21, 0, 0, 0
0.0651257, 0, 1.35649e-20, 0, 1.41421, -1.35649e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.17541e-23, 0, 0, 1.86976e-25, 0, 0, 1.35129e-20, 0, 0, 0
