   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_107.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0289229, 214, 0, 0, 14.6969, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0210479, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.013173, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00529808, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00257684, 0, 5.34345e-26, 0, 1.41421, -5.34345e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37447e-28, 0, 0, 9.11011e-32, 0, 0, 5.32969e-26, 0, 0, 0
0.0104518, 0, 2.01558e-25, 0, 1.41421, -2.01558e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18459e-28, 0, 0, 3.47223e-31, 0, 0, 2.01039e-25, 0, 0, 0
0.0183267, 0, 7.08656e-25, 0, 1.41421, -7.08656e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82285e-27, 0, 0, 1.23574e-30, 0, 0, 7.06832e-25, 0, 0, 0
0.0262016, 0, 2.89589e-24, 0, 1.41421, -2.89589e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44898e-27, 0, 0, 5.17584e-30, 0, 0, 2.88844e-24, 0, 0, 0
0.0340765, 0, 8.94401e-24, 0, 1.41421, -8.94401e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30063e-26, 0, 0, 1.62012e-29, 0, 0, 8.92099e-24, 0, 0, 0
0.0419515, 0, 2.6689e-23, 0, 1.41421, -2.6689e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86509e-26, 0, 0, 4.90042e-29, 0, 0, 2.66203e-23, 0, 0, 0
