   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_307.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0277894, 614, 0, 0, 24.8193, 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0199229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120565, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00419006, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00367637, 0, 1.00395e-23, 0, 1.41421, -1.00395e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43627e-26, 0, 0, 1.30903e-28, 1.24955e-27, 0, 9.99373e-24, 0, 0, 0
0.0115428, 0, 2.73857e-23, 0, 1.41421, -2.73857e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21012e-25, 0, 0, 3.62345e-28, 3.45689e-27, 0, 2.72608e-23, 0, 0, 0
0.0194092, 0, 7.2757e-23, 0, 1.41421, -7.2757e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21499e-25, 0, 0, 9.76813e-28, 9.31117e-27, 0, 7.24252e-23, 0, 0, 0
0.0272757, 0, 1.88736e-22, 0, 1.41421, -1.88736e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33989e-25, 0, 0, 2.57115e-27, 2.44814e-26, 0, 1.87875e-22, 0, 0, 0
0.0351421, 0, 4.7901e-22, 0, 1.41421, -4.7901e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11665e-24, 0, 0, 6.62157e-27, 6.29633e-26, 0, 4.76824e-22, 0, 0, 0
0.0430085, 0, 1.19143e-21, 0, 1.41421, -1.19143e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26467e-24, 0, 0, 1.6713e-26, 1.58679e-25, 0, 1.18599e-21, 0, 0, 0
0.050875, 0, 2.90821e-21, 0, 1.41421, -2.90821e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28507e-23, 0, 0, 4.14015e-26, 3.92422e-25, 0, 2.89493e-21, 0, 0, 0
0.0587414, 0, 6.97476e-21, 0, 1.41421, -6.97476e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08198e-23, 0, 0, 1.00778e-25, 9.53488e-25, 0, 6.94288e-21, 0, 0, 0
0.0666078, 0, 1.64519e-20, 0, 1.41421, -1.64519e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26971e-23, 0, 0, 2.41297e-25, 2.27855e-24, 0, 1.63767e-20, 0, 0, 0
0.0744743, 0, 3.82002e-20, 0, 1.41421, -3.82002e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68797e-22, 0, 0, 5.68795e-25, 5.36012e-24, 0, 3.80255e-20, 0, 0, 0
0.0823407, 0, 8.73786e-20, 0, 1.41421, -8.73786e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86103e-22, 0, 0, 1.32103e-24, 1.24224e-23, 0, 8.69788e-20, 0, 0, 0
0.0902071, 0, 1.97025e-19, 0, 1.41421, -1.97025e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.70601e-22, 0, 0, 3.02494e-24, 2.83823e-23, 0, 1.96123e-19, 0, 0, 0
0.0980736, 0, 4.38197e-19, 0, 1.41421, -4.38197e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93627e-21, 0, 0, 6.83322e-24, 6.39691e-23, 0, 4.3619e-19, 0, 0, 0
0.10594, 0, 9.61775e-19, 0, 1.41421, -9.61775e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2498e-21, 0, 0, 1.5236e-23, 1.42302e-22, 0, 9.57367e-19, 0, 0, 0
0.113806, 0, 2.08416e-18, 0, 1.41421, -2.08416e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20927e-21, 0, 0, 3.35472e-23, 3.1259e-22, 0, 2.0746e-18, 0, 0, 0
