   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0287704, 8, 0, 0, 3.16228, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0208593, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0129482, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00503706, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00287406, 0, 1.94369e-22, 0, 1.41421, -1.94369e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.45408e-25, 0, 0, 1.71445e-27, 0, 0, 1.93922e-22, 0, 0, 0
0.0107852, 0, 5.06178e-22, 0, 1.41421, -5.06178e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15994e-24, 0, 0, 4.51871e-27, 0, 0, 5.05014e-22, 0, 0, 0
0.0186963, 0, 1.28958e-21, 0, 1.41421, -1.28958e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95514e-24, 0, 0, 1.16535e-26, 0, 0, 1.28661e-21, 0, 0, 0
0.0266074, 0, 3.21925e-21, 0, 1.41421, -3.21925e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37709e-24, 0, 0, 2.9454e-26, 0, 0, 3.21184e-21, 0, 0, 0
0.0345185, 0, 7.88509e-21, 0, 1.41421, -7.88509e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80691e-23, 0, 0, 7.30571e-26, 0, 0, 7.86694e-21, 0, 0, 0
0.0424297, 0, 1.89715e-20, 0, 1.41421, -1.89715e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34742e-23, 0, 0, 1.78037e-25, 0, 0, 1.89278e-20, 0, 0, 0
0.0503408, 0, 4.48818e-20, 0, 1.41421, -4.48818e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02849e-22, 0, 0, 4.26698e-25, 0, 0, 4.47786e-20, 0, 0, 0
0.0582519, 0, 1.04492e-19, 0, 1.41421, -1.04492e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39449e-22, 0, 0, 1.00662e-24, 0, 0, 1.04252e-19, 0, 0, 0
0.066163, 0, 2.3959e-19, 0, 1.41421, -2.3959e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49034e-22, 0, 0, 2.33925e-24, 0, 0, 2.39038e-19, 0, 0, 0
0.0740741, 0, 5.41395e-19, 0, 1.41421, -5.41395e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24064e-21, 0, 0, 5.35854e-24, 0, 0, 5.40149e-19, 0, 0, 0
0.0819853, 0, 1.20636e-18, 0, 1.41421, -1.20636e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76443e-21, 0, 0, 1.21068e-23, 0, 0, 1.20358e-18, 0, 0, 0
0.0898964, 0, 2.6524e-18, 0, 1.41421, -2.6524e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07812e-21, 0, 0, 2.70017e-23, 0, 0, 2.64629e-18, 0, 0, 0
0.0978075, 0, 5.75625e-18, 0, 1.41421, -5.75625e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31908e-20, 0, 0, 5.94556e-23, 0, 0, 5.743e-18, 0, 0, 0
0.105719, 0, 1.23357e-17, 0, 1.41421, -1.23357e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82679e-20, 0, 0, 1.29308e-22, 0, 0, 1.23073e-17, 0, 0, 0
0.11363, 0, 2.6114e-17, 0, 1.41421, -2.6114e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98417e-20, 0, 0, 2.7788e-22, 0, 0, 2.60539e-17, 0, 0, 0
0.121541, 0, 5.4629e-17, 0, 1.41421, -5.4629e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25185e-19, 0, 0, 5.90262e-22, 0, 0, 5.45032e-17, 0, 0, 0
0.129452, 0, 1.12965e-16, 0, 1.41421, -1.12965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58865e-19, 0, 0, 1.23973e-21, 0, 0, 1.12705e-16, 0, 0, 0
0.137363, 0, 2.30973e-16, 0, 1.41421, -2.30973e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29286e-19, 0, 0, 2.57534e-21, 0, 0, 2.30441e-16, 0, 0, 0
0.145274, 0, 4.67071e-16, 0, 1.41421, -4.67071e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07032e-18, 0, 0, 5.29271e-21, 0, 0, 4.65995e-16, 0, 0, 0
0.153185, 0, 9.43945e-16, 0, 1.41421, -9.43945e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1631e-18, 0, 0, 1.09092e-20, 0, 0, 9.41771e-16, 0, 0, 0
0.161096, 0, 1.86613e-15, 0, 1.41421, -1.86613e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27632e-18, 0, 0, 2.19281e-20, 0, 0, 1.86183e-15, 0, 0, 0
0.169008, 0, 3.65154e-15, 0, 1.41421, -3.65154e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36767e-18, 0, 0, 4.36415e-20, 0, 0, 3.64313e-15, 0, 0, 0
0.176919, 0, 7.07335e-15, 0, 1.41421, -7.07335e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62089e-17, 0, 0, 8.60134e-20, 0, 0, 7.05706e-15, 0, 0, 0
0.18483, 0, 1.3566e-14, 0, 1.41421, -1.3566e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10871e-17, 0, 0, 1.67908e-19, 0, 0, 1.35348e-14, 0, 0, 0
0.192741, 0, 2.57645e-14, 0, 1.41421, -2.57645e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90402e-17, 0, 0, 3.24703e-19, 0, 0, 2.57052e-14, 0, 0, 0
0.200652, 0, 4.84606e-14, 0, 1.41421, -4.84606e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11049e-16, 0, 0, 6.22113e-19, 0, 0, 4.83489e-14, 0, 0, 0
0.208563, 0, 9.02829e-14, 0, 1.41421, -9.02829e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06885e-16, 0, 0, 1.18113e-18, 0, 0, 9.00749e-14, 0, 0, 0
0.216474, 0, 1.66618e-13, 0, 1.41421, -1.66618e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81808e-16, 0, 0, 2.22244e-18, 0, 0, 1.66234e-13, 0, 0, 0
0.224385, 0, 3.04639e-13, 0, 1.41421, -3.04639e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98084e-16, 0, 0, 4.14506e-18, 0, 0, 3.03937e-13, 0, 0, 0
0.232297, 0, 5.5187e-13, 0, 1.41421, -5.5187e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26462e-15, 0, 0, 7.66412e-18, 0, 0, 5.50598e-13, 0, 0, 0
0.240208, 0, 9.90643e-13, 0, 1.41421, -9.90643e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27008e-15, 0, 0, 1.40503e-17, 0, 0, 9.88358e-13, 0, 0, 0
0.248119, 0, 1.76223e-12, 0, 1.41421, -1.76223e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03821e-15, 0, 0, 2.55429e-17, 0, 0, 1.75817e-12, 0, 0, 0
0.25603, 0, 3.10678e-12, 0, 1.41421, -3.10678e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11935e-15, 0, 0, 4.60556e-17, 0, 0, 3.09961e-12, 0, 0, 0
0.263941, 0, 5.42866e-12, 0, 1.41421, -5.42866e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24403e-14, 0, 0, 8.23759e-17, 0, 0, 5.41614e-12, 0, 0, 0
0.271852, 0, 9.40241e-12, 0, 1.41421, -9.40241e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1547e-14, 0, 0, 1.46185e-16, 0, 0, 9.38072e-12, 0, 0, 0
0.279763, 0, 1.61429e-11, 0, 1.41421, -1.61429e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69953e-14, 0, 0, 2.57443e-16, 0, 0, 1.61057e-11, 0, 0, 0
0.287674, 0, 2.74756e-11, 0, 1.41421, -2.74756e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.297e-14, 0, 0, 4.5002e-16, 0, 0, 2.74122e-11, 0, 0, 0
0.295586, 0, 4.63618e-11, 0, 1.41421, -4.63618e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06262e-13, 0, 0, 7.81047e-16, 0, 0, 4.62547e-11, 0, 0, 0
