   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_343.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.244535, 0, 1.55935e-13, 0, 1.41421, -1.55935e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83145e-18, 0, 7.17571e-17, 0, 1.5586e-13, 0, 0, 0
0.252402, 0, 2.82066e-13, 0, 1.41421, -2.82066e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22922e-18, 0, 1.32928e-16, 0, 2.81927e-13, 0, 0, 0
0.26027, 0, 5.05559e-13, 0, 1.41421, -5.05559e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.57614e-18, 0, 2.44215e-16, 0, 5.05305e-13, 0, 0, 0
0.268137, 0, 8.97925e-13, 0, 1.41421, -8.97925e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73915e-17, 0, 4.45048e-16, 0, 8.97462e-13, 0, 0, 0
0.276004, 0, 1.58049e-12, 0, 1.41421, -1.58049e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13298e-17, 0, 8.04626e-16, 0, 1.57965e-12, 0, 0, 0
0.283872, 0, 2.75971e-12, 0, 1.41421, -2.75971e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61234e-17, 0, 1.44692e-15, 0, 2.7582e-12, 0, 0, 0
0.291739, 0, 4.77091e-12, 0, 1.41421, -4.77091e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.9525e-17, 0, 2.57556e-15, 0, 4.76824e-12, 0, 0, 0
0.299606, 0, 8.17553e-12, 0, 1.41421, -8.17553e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7519e-16, 0, 4.55088e-15, 0, 8.1708e-12, 0, 0, 0
0.307474, 0, 1.38877e-11, 0, 1.41421, -1.38877e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0619e-16, 0, 7.98373e-15, 0, 1.38794e-11, 0, 0, 0
0.315341, 0, 2.33867e-11, 0, 1.41421, -2.33867e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31516e-16, 0, 1.39092e-14, 0, 2.33723e-11, 0, 0, 0
0.323208, 0, 3.90441e-11, 6.72623e-44, 1.41421, -3.90441e-11, 0, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 9.16723e-16, 6.72623e-44, 2.40709e-14, 6.72623e-44, 3.90192e-11, 6.72623e-44, 6.72623e-44, 6.72623e-44
0.331076, 0, 6.46265e-11, 1.22754e-42, 1.41421, -6.46265e-11, 0, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.22754e-42, 1.57154e-15, 1.22754e-42, 4.13905e-14, 1.22754e-42, 6.45835e-11, 1.22754e-42, 1.22754e-42, 1.22754e-42
0.338943, 0, 1.06061e-10, 1.83024e-41, 1.41421, -1.06061e-10, 0, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 1.83024e-41, 2.67899e-15, 1.83024e-41, 7.0739e-14, 1.83024e-41, 1.05988e-10, 1.83024e-41, 1.83024e-41, 1.83024e-41
0.34681, 0, 1.7259e-10, 2.39413e-40, 1.41421, -1.7259e-10, 0, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 2.39413e-40, 4.54343e-15, 2.39413e-40, 1.20205e-13, 2.39413e-40, 1.72465e-10, 2.39413e-40, 2.39413e-40, 2.39413e-40
0.354678, 0, 2.78488e-10, 2.80479e-39, 1.41421, -2.78488e-10, 0, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 2.80479e-39, 7.66986e-15, 2.80479e-39, 2.03167e-13, 2.80479e-39, 2.78277e-10, 2.80479e-39, 2.80479e-39, 2.80479e-39
0.362545, 0, 4.4561e-10, 2.9693e-38, 1.41421, -4.4561e-10, 0, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 2.9693e-38, 1.2895e-14, 2.9693e-38, 3.41694e-13, 2.9693e-38, 4.45256e-10, 2.9693e-38, 2.9693e-38, 2.9693e-38
0.370412, 0, 7.07099e-10, 2.8506e-37, 1.41421, -7.07099e-10, 0, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.8506e-37, 2.1604e-14, 2.8506e-37, 5.721e-13, 2.8506e-37, 7.06505e-10, 2.8506e-37, 2.8506e-37, 2.8506e-37
0.37828, 0, 1.11277e-09, 2.50212e-36, 1.41421, -1.11277e-09, 0, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 2.50212e-36, 3.60894e-14, 2.50212e-36, 9.54043e-13, 2.50212e-36, 1.11178e-09, 2.50212e-36, 2.50212e-36, 2.50212e-36
0.386147, 0, 1.73682e-09, 2.01467e-35, 1.41421, -1.73682e-09, 0, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 2.01467e-35, 6.01449e-14, 2.01467e-35, 1.58543e-12, 2.01467e-35, 1.73517e-09, 2.01467e-35, 2.01467e-35, 2.01467e-35
0.394014, 0, 2.68874e-09, 1.4943e-34, 1.41421, -2.68874e-09, 0, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.4943e-34, 1.00051e-13, 1.4943e-34, 2.62685e-12, 1.4943e-34, 2.68602e-09, 1.4943e-34, 1.4943e-34, 1.4943e-34
0.401882, 0, 4.12872e-09, 1.03297e-33, 1.41421, -4.12872e-09, 0, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.03297e-33, 1.66206e-13, 1.03297e-33, 4.34162e-12, 1.03297e-33, 4.12421e-09, 1.03297e-33, 1.03297e-33, 1.03297e-33
0.409749, 0, 6.28898e-09, 6.17175e-33, 1.41421, -6.28898e-09, 0, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 6.17175e-33, 2.75829e-13, 6.17175e-33, 7.16163e-12, 6.17175e-33, 6.28154e-09, 6.17175e-33, 6.17175e-33, 6.17175e-33
0.417616, 0, 9.50317e-09, 3.73791e-32, 1.41421, -9.50317e-09, 0, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 3.73791e-32, 4.57411e-13, 3.73791e-32, 1.1795e-11, 3.73791e-32, 9.49092e-09, 3.73791e-32, 3.73791e-32, 3.73791e-32
0.425484, 0, 1.42466e-08, 2.02677e-31, 1.41421, -1.42466e-08, 0, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 2.02677e-31, 7.58066e-13, 2.02677e-31, 1.9403e-11, 2.02677e-31, 1.42264e-08, 2.02677e-31, 2.02677e-31, 2.02677e-31
0.433351, 0, 2.11903e-08, 1.07467e-30, 1.41421, -2.11903e-08, 0, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.07467e-30, 1.25555e-12, 1.07467e-30, 3.18882e-11, 1.07467e-30, 2.11571e-08, 1.07467e-30, 1.07467e-30, 1.07467e-30
0.441218, 0, 3.12737e-08, 5.43654e-30, 1.41421, -3.12737e-08, 0, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 5.43654e-30, 2.07791e-12, 5.43654e-30, 5.23646e-11, 5.43654e-30, 3.12192e-08, 5.43654e-30, 5.43654e-30, 5.43654e-30
0.449086, 0, 4.58004e-08, 2.60214e-29, 1.41421, -4.58004e-08, 0, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 2.60214e-29, 3.43527e-12, 2.60214e-29, 8.59189e-11, 2.60214e-29, 4.5711e-08, 2.60214e-29, 2.60214e-29, 2.60214e-29
0.456953, 0, 6.65648e-08, 1.19805e-28, 1.41421, -6.65648e-08, 0, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 1.19805e-28, 5.67115e-12, 1.19805e-28, 1.40836e-10, 1.19805e-28, 6.64183e-08, 1.19805e-28, 1.19805e-28, 1.19805e-28
0.46482, 0, 9.60155e-08, 5.29494e-28, 1.41421, -9.60155e-08, 0, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 5.29494e-28, 9.34434e-12, 5.29494e-28, 2.30558e-10, 5.29494e-28, 9.57756e-08, 5.29494e-28, 5.29494e-28, 5.29494e-28
0.472688, 0, 1.37467e-07, 2.2336e-27, 1.41421, -1.37467e-07, 0, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 2.2336e-27, 1.5359e-11, 2.2336e-27, 3.76796e-10, 2.2336e-27, 1.37075e-07, 2.2336e-27, 2.2336e-27, 2.2336e-27
0.480555, 0, 1.95371e-07, 8.99757e-27, 1.41421, -1.95371e-07, 0, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 8.99757e-27, 2.51689e-11, 8.99757e-27, 6.144e-10, 8.99757e-27, 1.94731e-07, 8.99757e-27, 8.99757e-27, 8.99757e-27
0.488422, 0, 2.75657e-07, 3.46366e-26, 1.41421, -2.75657e-07, 0, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.08612e-12, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.46366e-26, 3.46366e-26, 4.10965e-11, 3.46366e-26, 9.98959e-10, 3.46366e-26, 2.74614e-07, 3.46366e-26, 3.46366e-26, 3.46366e-26
0.49629, 0, 3.8616e-07, 1.27616e-25, 1.41421, -3.8616e-07, 0, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.07334e-11, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.27616e-25, 1.27616e-25, 6.68242e-11, 1.27616e-25, 1.61843e-09, 1.27616e-25, 3.84464e-07, 1.27616e-25, 1.27616e-25, 1.27616e-25
0.504157, 0, 5.37159e-07, 4.52925e-25, 1.41421, -5.37159e-07, 0, 4.52925e-25, 4.52925e-25, 4.52925e-25, 4.52925e-25, 4.52925e-25, 4.52925e-25, 2.90492e-11, 4.52925e-25, 4.52925e-25, 4.52925e-25, 4.52925e-25, 4.52925e-25, 1.08147e-10, 4.52925e-25, 2.61087e-09, 4.52925e-25, 5.34411e-07, 4.52925e-25, 4.52925e-25, 4.52925e-25
0.512024, 0, 7.44901e-07, 2.64575e-10, 1.41421, -7.44901e-07, 2.64575e-10, 2.64632e-10, 2.64747e-10, 1.05763e-09, 3.05526e-10, 2.81082e-10, 2.64893e-10, 4.81695e-10, 4.2335e-10, 2.73847e-10, 1.56647e-09, 2.65683e-10, 2.67529e-10, 4.38689e-10, 2.64575e-10, 4.45546e-09, 2.64577e-10, 7.37974e-07, 2.64575e-10, 2.64575e-10, 2.8486e-10
0.519892, 0, 1.02799e-06, 9.11372e-10, 1.41421, -1.02799e-06, 9.11372e-10, 9.11569e-10, 9.11968e-10, 3.65401e-09, 1.05299e-09, 9.6846e-10, 9.12471e-10, 1.58258e-09, 1.46047e-09, 9.43438e-10, 5.41376e-09, 9.15203e-10, 9.21587e-10, 1.19015e-09, 9.11372e-10, 7.60031e-09, 9.11379e-10, 1.01224e-06, 9.11372e-10, 9.11372e-10, 9.81524e-10
0.527759, 0, 1.41443e-06, 2.44903e-09, 1.41421, -1.41443e-06, 2.44903e-09, 2.44956e-09, 2.45064e-09, 9.83413e-09, 2.83037e-09, 2.60275e-09, 2.45199e-09, 4.18465e-09, 3.92758e-09, 2.53538e-09, 1.45726e-08, 2.45935e-09, 2.47654e-09, 2.89268e-09, 2.44903e-09, 1.30574e-08, 2.44905e-09, 1.37981e-06, 2.44903e-09, 2.44903e-09, 2.63793e-09
0.535626, 0, 1.94497e-06, 6.00609e-09, 1.41421, -1.94497e-06, 6.00609e-09, 6.0074e-09, 6.01004e-09, 2.41398e-08, 6.94246e-09, 6.38355e-09, 6.01336e-09, 1.0171e-08, 9.6366e-09, 6.21811e-09, 3.57749e-08, 6.03142e-09, 6.07364e-09, 6.70762e-09, 6.00609e-09, 2.27132e-08, 6.00614e-09, 1.86977e-06, 6.00609e-09, 6.00609e-09, 6.46992e-09
0.543494, 0, 2.68258e-06, 1.40205e-08, 1.41421, -2.68258e-06, 1.40205e-08, 1.40235e-08, 1.40297e-08, 5.63892e-08, 1.62083e-08, 1.49024e-08, 1.40375e-08, 2.35865e-08, 2.2503e-08, 1.45159e-08, 8.35739e-08, 1.40797e-08, 1.41783e-08, 1.51224e-08, 1.40205e-08, 4.01377e-08, 1.40206e-08, 2.5205e-06, 1.40205e-08, 1.40205e-08, 1.51042e-08
0.551361, 0, 3.73275e-06, 3.17392e-08, 1.41421, -3.73275e-06, 3.17392e-08, 3.17462e-08, 3.17601e-08, 1.27729e-07, 3.66958e-08, 3.37373e-08, 3.17777e-08, 5.47375e-08, 5.0957e-08, 3.28615e-08, 1.89318e-07, 3.18733e-08, 3.20968e-08, 3.34582e-08, 3.17392e-08, 7.23015e-08, 3.17395e-08, 3.3836e-06, 3.17392e-08, 3.17392e-08, 3.41945e-08
0.559228, 0, 5.27813e-06, 6.94289e-08, 1.41421, -5.27813e-06, 6.94289e-08, 6.9444e-08, 6.94745e-08, 2.79489e-07, 8.02757e-08, 7.38012e-08, 6.9513e-08, 1.32373e-07, 1.11484e-07, 7.18848e-08, 4.14268e-07, 6.97223e-08, 7.02113e-08, 7.20911e-08, 6.94289e-08, 1.3185e-07, 6.94294e-08, 4.52887e-06, 6.94289e-08, 6.94289e-08, 7.48018e-08
0.567096, 0, 7.63351e-06, 1.48114e-07, 1.41421, -7.63351e-06, 1.48114e-07, 1.48147e-07, 1.48212e-07, 5.96416e-07, 1.71263e-07, 1.57446e-07, 1.48294e-07, 2.99909e-07, 2.37868e-07, 1.53356e-07, 8.84057e-07, 1.4874e-07, 1.49784e-07, 1.52208e-07, 1.48114e-07, 2.43368e-07, 1.48115e-07, 6.05658e-06, 1.48114e-07, 1.48114e-07, 1.59581e-07
0.574963, 0, 1.13708e-05, 3.08316e-07, 1.41421, -1.13708e-05, 3.08316e-07, 3.08383e-07, 3.08519e-07, 1.24187e-06, 3.56522e-07, 3.27748e-07, 3.0869e-07, 6.53859e-07, 4.9522e-07, 3.19231e-07, 1.84086e-06, 3.0962e-07, 3.11793e-07, 3.14566e-07, 3.08316e-07, 4.52433e-07, 3.08318e-07, 8.11402e-06, 3.08316e-07, 3.08316e-07, 3.32195e-07
0.58283, 0, 1.75227e-05, 6.26446e-07, 1.41421, -1.75227e-05, 6.26446e-07, 6.26583e-07, 6.26859e-07, 2.52404e-06, 7.24432e-07, 6.65945e-07, 6.27207e-07, 1.38526e-06, 1.00636e-06, 6.48633e-07, 3.74157e-06, 6.29097e-07, 6.33514e-07, 6.35917e-07, 6.26446e-07, 8.42632e-07, 6.26452e-07, 1.09264e-05, 6.26446e-07, 6.26446e-07, 6.74983e-07
0.590698, 0, 2.79484e-05, 1.24269e-06, 1.41421, -2.79484e-05, 1.24269e-06, 1.24296e-06, 1.24351e-06, 5.00853e-06, 1.43714e-06, 1.32107e-06, 1.2442e-06, 2.86992e-06, 1.99664e-06, 1.28672e-06, 7.42478e-06, 1.24795e-06, 1.25671e-06, 1.25693e-06, 1.24269e-06, 1.56425e-06, 1.2427e-06, 1.48483e-05, 1.24269e-06, 1.24269e-06, 1.33901e-06
0.598565, 0, 4.59341e-05, 2.40723e-06, 1.41421, -4.59341e-05, 2.40723e-06, 2.40776e-06, 2.40882e-06, 9.70533e-06, 2.78409e-06, 2.55914e-06, 2.41016e-06, 5.81372e-06, 3.86837e-06, 2.49256e-06, 1.4388e-05, 2.41743e-06, 2.43442e-06, 2.42851e-06, 2.40723e-06, 2.88164e-06, 2.40725e-06, 2.04488e-05, 2.40723e-06, 2.40723e-06, 2.59391e-06
0.606432, 0, 7.72344e-05, 4.55438e-06, 1.41421, -7.72344e-05, 4.55438e-06, 4.55537e-06, 4.55738e-06, 1.83684e-05, 5.26769e-06, 4.84191e-06, 4.55991e-06, 1.15625e-05, 7.32005e-06, 4.71589e-06, 2.72318e-05, 4.57367e-06, 4.60583e-06, 4.58591e-06, 4.55438e-06, 5.24882e-06, 4.55441e-06, 2.86472e-05, 4.55438e-06, 4.55438e-06, 4.90771e-06
