   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_346.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
13.6379, 2, 1.56682, 0.815477, 2, 0.433175, 0, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815477, 0.815478, 0.815477, 0.815477, 1.56682, 0.815477
13.6457, 0, 1.45284, 0.808207, 1.41421, -1.45284, 0, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808207, 0.808208, 0.808207, 0.808207, 1.45284, 0.808207
13.6536, 2, 1.34759, 0.798148, 2, 0.652406, 0, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798148, 0.798149, 0.798148, 0.798148, 1.34759, 0.798148
13.6615, 2, 1.25081, 0.785552, 2, 0.749191, 0, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785552, 0.785553, 0.785552, 0.785552, 1.25081, 0.785552
13.6693, 2, 1.16316, 0.771767, 2, 0.836839, 0, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771767, 0.771768, 0.771767, 0.771767, 1.16316, 0.771767
13.6772, 2, 1.08521, 0.758105, 2, 0.914794, 0, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758105, 0.758106, 0.758105, 0.758105, 1.08521, 0.758105
13.685, 0, 1.02264, 0.751049, 1.41421, -1.02264, 0, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.751049, 0.75105, 0.751049, 0.751049, 1.02264, 0.751049
13.6929, 4, 0.965225, 0.741189, 2.44949, 3.03478, 0, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.741189, 0.74119, 0.741189, 0.741189, 0.965224, 0.741189
13.7008, 0, 0.912391, 0.72878, 1.41421, -0.912391, 0, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.72878, 0.728781, 0.72878, 0.72878, 0.91239, 0.72878
13.7086, 0, 0.864685, 0.71518, 1.41421, -0.864685, 0, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.71518, 0.715181, 0.71518, 0.71518, 0.864684, 0.71518
13.7165, 0, 0.82266, 0.701709, 1.41421, -0.82266, 0, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.701709, 0.70171, 0.701709, 0.701709, 0.822659, 0.701709
13.7244, 0, 0.792367, 0.695135, 1.41421, -0.792367, 0, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695135, 0.695136, 0.695135, 0.695135, 0.792366, 0.695135
13.7322, 4, 0.763393, 0.685724, 2.44949, 3.23661, 0, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685724, 0.685725, 0.685724, 0.685724, 0.763392, 0.685724
13.7401, 4, 0.735399, 0.673737, 2.44949, 3.2646, 0, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673737, 0.673738, 0.673737, 0.673737, 0.735398, 0.673737
13.748, 0, 0.709217, 0.660549, 1.41421, -0.709217, 0, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.660549, 0.66055, 0.660549, 0.660549, 0.709216, 0.660549
13.7558, 2, 0.685696, 0.647492, 2, 1.3143, 0, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647492, 0.647493, 0.647492, 0.647492, 0.685695, 0.647492
13.7637, 2, 0.671063, 0.641215, 2, 1.32894, 0, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641215, 0.641216, 0.641215, 0.641215, 0.671062, 0.641215
13.7715, 0, 0.655343, 0.6321, 1.41421, -0.655343, 0, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.6321, 0.632101, 0.6321, 0.6321, 0.655342, 0.6321
13.7794, 2, 0.638487, 0.620408, 2, 1.36151, 0, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620408, 0.620409, 0.620408, 0.620408, 0.638486, 0.620408
13.7873, 4, 0.62162, 0.607519, 2.44949, 3.37838, 0, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.607519, 0.60752, 0.607519, 0.607519, 0.621619, 0.607519
13.7951, 0, 0.60586, 0.594765, 1.41421, -0.60586, 0, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594765, 0.594766, 0.594765, 0.594765, 0.605859, 0.594765
13.803, 6, 0.597838, 0.588949, 2.82843, 5.40216, 0, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.588949, 0.58895, 0.588949, 0.588949, 0.597837, 0.588949
13.8109, 2, 0.587632, 0.580282, 2, 1.41237, 0, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580282, 0.580283, 0.580282, 0.580282, 0.587631, 0.580282
13.8187, 0, 0.575403, 0.569034, 1.41421, -0.575403, 0, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569034, 0.569035, 0.569034, 0.569034, 0.575402, 0.569034
13.8266, 0, 0.56246, 0.556587, 1.41421, -0.56246, 0, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556587, 0.556588, 0.556587, 0.556587, 0.562459, 0.556587
13.8344, 0, 0.550086, 0.544277, 1.41421, -0.550086, 0, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544277, 0.544278, 0.544277, 0.544277, 0.550085, 0.544277
13.8423, 0, 0.544966, 0.538823, 1.41421, -0.544966, 0, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538823, 0.538824, 0.538823, 0.538823, 0.544965, 0.538823
13.8502, 2, 0.537394, 0.530532, 2, 1.46261, 0, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530532, 0.530533, 0.530532, 0.530532, 0.537393, 0.530532
13.858, 6, 0.527641, 0.519671, 2.82843, 5.47236, 0, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519671, 0.519672, 0.519671, 0.519671, 0.52764, 0.519671
13.8659, 0, 0.517103, 0.507622, 1.41421, -0.517103, 0, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507622, 0.507623, 0.507622, 0.507622, 0.517102, 0.507622
13.8738, 4, 0.507138, 0.495714, 2.44949, 3.49286, 0, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495714, 0.495715, 0.495714, 0.495714, 0.507137, 0.495714
13.8816, 2, 0.504527, 0.490691, 2, 1.49547, 0, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490691, 0.490692, 0.490691, 0.490691, 0.504526, 0.490691
13.8895, 0, 0.499605, 0.482844, 1.41421, -0.499605, 0, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482844, 0.482845, 0.482844, 0.482844, 0.499604, 0.482844
13.8973, 0, 0.492691, 0.47244, 1.41421, -0.492691, 0, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.47244, 0.472441, 0.47244, 0.47244, 0.49269, 0.47244
13.9052, 2, 0.485218, 0.460858, 2, 1.51478, 0, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460858, 0.460859, 0.460858, 0.460858, 0.485217, 0.460858
13.9131, 6, 0.478565, 0.449419, 2.82843, 5.52143, 0, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.449419, 0.44942, 0.449419, 0.449419, 0.478564, 0.449419
13.9209, 0, 0.479693, 0.445027, 1.41421, -0.479693, 0, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445027, 0.445028, 0.445027, 0.445027, 0.479692, 0.445027
13.9288, 2, 0.478674, 0.437702, 2, 1.52133, 0, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437702, 0.437703, 0.437702, 0.437702, 0.478673, 0.437702
13.9367, 0, 0.475818, 0.427704, 1.41421, -0.475818, 0, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427704, 0.427705, 0.427704, 0.427704, 0.475817, 0.427704
13.9445, 2, 0.472603, 0.416474, 2, 1.5274, 0, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416474, 0.416475, 0.416474, 0.416474, 0.472602, 0.416474
13.9524, 0, 0.470439, 0.405393, 1.41421, -0.470439, 0, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405393, 0.405394, 0.405393, 0.405393, 0.470438, 0.405393
13.9602, 0, 0.477784, 0.402905, 1.41421, -0.477784, 0, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402905, 0.402906, 0.402905, 0.402905, 0.477783, 0.402905
13.9681, 2, 0.482155, 0.39653, 2, 1.51784, 0, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.39653, 0.396531, 0.39653, 0.39653, 0.482154, 0.39653
13.976, 0, 0.483862, 0.386604, 1.41421, -0.483862, 0, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386604, 0.386605, 0.386604, 0.386604, 0.483861, 0.386604
13.9838, 0, 0.484771, 0.375032, 1.41421, -0.484771, 0, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375032, 0.375033, 0.375032, 0.375032, 0.48477, 0.375032
13.9917, 0, 0.486633, 0.363636, 1.41421, -0.486633, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363637, 0.363636, 0.363636, 0.486632, 0.363636
13.9996, 0, 0.50743, 0.370492, 1.41421, -0.50743, 0, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370492, 0.370493, 0.370492, 0.370492, 0.507429, 0.370492
14.0074, 0, 0.524552, 0.373107, 1.41421, -0.524552, 0, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373107, 0.373108, 0.373107, 0.373107, 0.524551, 0.373107
14.0153, 2, 0.53797, 0.37159, 2, 1.46203, 0, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.37159, 0.371591, 0.37159, 0.37159, 0.537969, 0.37159
14.0231, 0, 0.549593, 0.368019, 1.41421, -0.549593, 0, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.368019, 0.36802, 0.368019, 0.368019, 0.549592, 0.368019
14.031, 0, 0.56131, 0.364464, 1.41421, -0.56131, 0, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364464, 0.364465, 0.364464, 0.364464, 0.561309, 0.364464
14.0389, 2, 0.581457, 0.369469, 2, 1.41854, 0, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.369469, 0.36947, 0.369469, 0.369469, 0.581456, 0.369469
14.0467, 6, 0.598135, 0.371348, 2.82843, 5.40186, 0, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371348, 0.371349, 0.371348, 0.371348, 0.598134, 0.371348
14.0546, 2, 0.61132, 0.3703, 2, 1.38868, 0, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.3703, 0.370301, 0.3703, 0.3703, 0.611319, 0.3703
14.0625, 0, 0.62225, 0.367792, 1.41421, -0.62225, 0, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367792, 0.367793, 0.367792, 0.367792, 0.622249, 0.367792
14.0703, 4, 0.632168, 0.365293, 2.44949, 3.36783, 0, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365293, 0.365294, 0.365293, 0.365293, 0.632167, 0.365293
14.0782, 0, 0.647956, 0.369899, 1.41421, -0.647956, 0, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.369899, 0.3699, 0.369899, 0.369899, 0.647955, 0.369899
14.086, 2, 0.659404, 0.371597, 2, 1.3406, 0, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371598, 0.371597, 0.371597, 0.659403, 0.371597
14.0939, 0, 0.666526, 0.370581, 1.41421, -0.666526, 0, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370581, 0.370582, 0.370581, 0.370581, 0.666525, 0.370581
14.1018, 0, 0.670531, 0.368213, 1.41421, -0.670531, 0, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368213, 0.368214, 0.368213, 0.368213, 0.67053, 0.368213
14.1096, 2, 0.672662, 0.365853, 2, 1.32734, 0, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365853, 0.365854, 0.365853, 0.365853, 0.672661, 0.365853
14.1175, 2, 0.679382, 0.37005, 2, 1.32062, 0, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.37005, 0.370051, 0.37005, 0.37005, 0.679381, 0.37005
14.1254, 2, 0.681436, 0.371597, 2, 1.31856, 0, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371597, 0.371598, 0.371597, 0.371597, 0.681435, 0.371597
14.1332, 4, 0.679008, 0.370684, 2.44949, 3.32099, 0, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370684, 0.370685, 0.370684, 0.370684, 0.679007, 0.370684
14.1411, 0, 0.673364, 0.368546, 1.41421, -0.673364, 0, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368546, 0.368547, 0.368546, 0.368546, 0.673363, 0.368546
14.1489, 4, 0.665806, 0.366413, 2.44949, 3.33419, 0, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366413, 0.366414, 0.366413, 0.366413, 0.665805, 0.366413
14.1568, 2, 0.662139, 0.369985, 2, 1.33786, 0, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369985, 0.369987, 0.369985, 0.369985, 0.662138, 0.369985
14.1647, 0, 0.654487, 0.371247, 1.41421, -0.654487, 0, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371247, 0.371248, 0.371247, 0.371247, 0.654486, 0.371247
14.1725, 6, 0.643213, 0.370395, 2.82843, 5.35679, 0, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370395, 0.370396, 0.370395, 0.370395, 0.643212, 0.370395
14.1804, 2, 0.62957, 0.368491, 2, 1.37043, 0, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368491, 0.368492, 0.368491, 0.368491, 0.629569, 0.368491
14.1883, 2, 0.61482, 0.36659, 2, 1.38518, 0, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.36659, 0.366591, 0.36659, 0.36659, 0.614819, 0.36659
14.1961, 8, 0.604084, 0.369594, 3.16228, 7.39592, 0, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369594, 0.369595, 0.369594, 0.369594, 0.604083, 0.369594
14.204, 6, 0.590725, 0.370642, 2.82843, 5.40928, 0, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370642, 0.370643, 0.370642, 0.370642, 0.590724, 0.370642
14.2119, 4, 0.575161, 0.369933, 2.44949, 3.42484, 0, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369933, 0.369934, 0.369933, 0.369933, 0.57516, 0.369933
14.2197, 0, 0.558493, 0.368349, 1.41421, -0.558493, 0, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.368349, 0.36835, 0.368349, 0.368349, 0.558492, 0.368349
14.2276, 4, 0.541809, 0.366768, 2.44949, 3.45819, 0, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366768, 0.366769, 0.366768, 0.366768, 0.541808, 0.366768
14.2354, 4, 0.529058, 0.368957, 2.44949, 3.47094, 0, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368957, 0.368959, 0.368957, 0.368957, 0.529057, 0.368957
14.2433, 0, 0.515184, 0.369689, 1.41421, -0.515184, 0, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.369689, 0.36969, 0.369689, 0.369689, 0.515183, 0.369689
14.2512, 2, 0.500443, 0.369065, 2, 1.49956, 0, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369065, 0.369066, 0.369065, 0.369065, 0.500442, 0.369065
14.259, 4, 0.485637, 0.367765, 2.44949, 3.51436, 0, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367765, 0.367766, 0.367765, 0.367765, 0.485636, 0.367765
14.2669, 0, 0.471544, 0.366467, 1.41421, -0.471544, 0, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366467, 0.366468, 0.366467, 0.366467, 0.471543, 0.366467
14.2748, 6, 0.460588, 0.367512, 2.82843, 5.53941, 0, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367512, 0.367513, 0.367512, 0.367512, 0.460587, 0.367512
14.2826, 4, 0.449767, 0.367849, 2.44949, 3.55023, 0, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.367849, 0.36785, 0.367849, 0.367849, 0.449766, 0.367849
14.2905, 2, 0.439145, 0.367506, 2, 1.56085, 0, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367506, 0.367507, 0.367506, 0.367506, 0.439144, 0.367506
14.2983, 0, 0.428834, 0.366581, 1.41421, -0.428834, 0, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366581, 0.366582, 0.366581, 0.366581, 0.428833, 0.366581
14.3062, 0, 0.419001, 0.365249, 1.41421, -0.419001, 0, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.365249, 0.36525, 0.365249, 0.365249, 0.419, 0.365249
14.3141, 2, 0.409772, 0.363654, 2, 1.59023, 0, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363654, 0.363655, 0.363654, 0.363654, 0.409771, 0.363654
14.3219, 4, 0.400911, 0.361594, 2.44949, 3.59909, 0, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361594, 0.361595, 0.361594, 0.361594, 0.40091, 0.361594
14.3298, 2, 0.392445, 0.359137, 2, 1.60755, 0, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359137, 0.359138, 0.359137, 0.359137, 0.392444, 0.359137
14.3377, 2, 0.384024, 0.355986, 2, 1.61598, 0, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355986, 0.355987, 0.355986, 0.355986, 0.384023, 0.355986
14.3455, 0, 0.375702, 0.352249, 1.41421, -0.375702, 0, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.352249, 0.35225, 0.352249, 0.352249, 0.375701, 0.352249
14.3534, 0, 0.367729, 0.348233, 1.41421, -0.367729, 0, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348233, 0.348234, 0.348233, 0.348233, 0.367728, 0.348233
14.3612, 2, 0.360343, 0.344241, 2, 1.63966, 0, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344241, 0.344242, 0.344241, 0.344241, 0.360342, 0.344241
14.3691, 2, 0.355468, 0.342251, 2, 1.64453, 0, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342251, 0.342252, 0.342251, 0.342251, 0.355467, 0.342251
14.377, 6, 0.34994, 0.33916, 2.82843, 5.65006, 0, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.33916, 0.339161, 0.33916, 0.33916, 0.349939, 0.33916
14.3848, 2, 0.343801, 0.335063, 2, 1.6562, 0, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335063, 0.335064, 0.335063, 0.335063, 0.3438, 0.335063
14.3927, 2, 0.337523, 0.330485, 2, 1.66248, 0, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330485, 0.330486, 0.330485, 0.330485, 0.337522, 0.330485
14.4006, 0, 0.331571, 0.325938, 1.41421, -0.331571, 0, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325938, 0.325939, 0.325938, 0.325938, 0.33157, 0.325938
14.4084, 2, 0.3291, 0.32462, 2, 1.6709, 0, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.32462, 0.324621, 0.32462, 0.32462, 0.329099, 0.32462
14.4163, 2, 0.325375, 0.321833, 2, 1.67463, 0, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321833, 0.321834, 0.321833, 0.321833, 0.325374, 0.321833
14.4241, 2, 0.320472, 0.31769, 2, 1.67953, 0, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.31769, 0.317691, 0.31769, 0.31769, 0.320471, 0.31769
14.432, 2, 0.315067, 0.312895, 2, 1.68493, 0, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312895, 0.312896, 0.312895, 0.312895, 0.315066, 0.312895
14.4399, 0, 0.309821, 0.308136, 1.41421, -0.309821, 0, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308136, 0.308137, 0.308136, 0.308136, 0.30982, 0.308136
14.4477, 0, 0.308548, 0.307249, 1.41421, -0.308548, 0, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.307249, 0.30725, 0.307249, 0.307249, 0.308547, 0.307249
14.4556, 0, 0.30565, 0.304654, 1.41421, -0.30565, 0, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304654, 0.304655, 0.304654, 0.304654, 0.305649, 0.304654
14.4635, 0, 0.301239, 0.300481, 1.41421, -0.301239, 0, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300481, 0.300482, 0.300481, 0.300481, 0.301238, 0.300481
14.4713, 2, 0.296122, 0.295548, 2, 1.70388, 0, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295548, 0.295549, 0.295548, 0.295548, 0.296121, 0.295548
14.4792, 4, 0.291089, 0.290657, 2.44949, 3.70891, 0, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290657, 0.290658, 0.290657, 0.290657, 0.291088, 0.290657
14.487, 0, 0.29052, 0.290197, 1.41421, -0.29052, 0, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290197, 0.290198, 0.290197, 0.290197, 0.290519, 0.290197
14.4949, 2, 0.288056, 0.287816, 2, 1.71194, 0, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287816, 0.287817, 0.287816, 0.287816, 0.288055, 0.287816
14.5028, 4, 0.283838, 0.283661, 2.44949, 3.71616, 0, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283661, 0.283662, 0.283661, 0.283661, 0.283837, 0.283661
