   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_296.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0271971, 592, 0, 0, 24.3721, 592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0193333, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0114694, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0036055, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00425838, 0, 5.85963e-24, 0, 1.41421, -5.85963e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73049e-25, 0, 2.91215e-28, 0, 0, 5.58629e-24, 0, 0, 0
0.0121223, 0, 1.60666e-23, 0, 1.41421, -1.60666e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.48677e-25, 0, 8.05399e-28, 0, 0, 1.53171e-23, 0, 0, 0
0.0199861, 0, 4.28516e-23, 0, 1.41421, -4.28516e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99682e-24, 0, 2.16672e-27, 0, 0, 4.08526e-23, 0, 0, 0
0.02785, 0, 1.11485e-22, 0, 1.41421, -1.11485e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19504e-24, 0, 5.68627e-27, 0, 0, 1.06285e-22, 0, 0, 0
0.0357139, 0, 2.83553e-22, 0, 1.41421, -2.83553e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32131e-23, 0, 1.45901e-26, 0, 0, 2.70325e-22, 0, 0, 0
0.0435778, 0, 7.06301e-22, 0, 1.41421, -7.06301e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29124e-23, 0, 3.66678e-26, 0, 0, 6.73352e-22, 0, 0, 0
0.0514417, 0, 1.72555e-21, 0, 1.41421, -1.72555e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04076e-23, 0, 9.0398e-26, 0, 0, 1.64505e-21, 0, 0, 0
0.0593055, 0, 4.13986e-21, 0, 1.41421, -4.13986e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92911e-22, 0, 2.18893e-25, 0, 0, 3.94673e-21, 0, 0, 0
0.0671694, 0, 9.76403e-21, 0, 1.41421, -9.76403e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54987e-22, 0, 5.21161e-25, 0, 0, 9.30852e-21, 0, 0, 0
0.0750333, 0, 2.26598e-20, 0, 1.41421, -2.26598e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05591e-21, 0, 1.22121e-24, 0, 0, 2.16027e-20, 0, 0, 0
0.0828972, 0, 5.17867e-20, 0, 1.41421, -5.17867e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41317e-21, 0, 2.81864e-24, 0, 0, 4.93707e-20, 0, 0, 0
0.0907611, 0, 1.16633e-19, 0, 1.41421, -1.16633e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43489e-21, 0, 6.41266e-24, 0, 0, 1.11192e-19, 0, 0, 0
0.0986249, 0, 2.59024e-19, 0, 1.41421, -2.59024e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.207e-20, 0, 1.43901e-23, 0, 0, 2.46939e-19, 0, 0, 0
0.106489, 0, 5.67563e-19, 0, 1.41421, -5.67563e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64474e-20, 0, 3.18685e-23, 0, 0, 5.41084e-19, 0, 0, 0
0.114353, 0, 1.22761e-18, 0, 1.41421, -1.22761e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72042e-20, 0, 6.96877e-23, 0, 0, 1.17033e-18, 0, 0, 0
