   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_126.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.59234, 72, 53.6334, 17.7746, 8.60233, 18.3666, 0, 17.7746, 17.7746, 17.9888, 17.7791, 17.9857, 17.7967, 53.0271, 17.7746, 17.7746, 17.7746, 17.7746, 17.7746, 17.7746, 17.7746, 17.7746, 17.7746, 17.9032, 17.7746, 17.8002, 17.7746
3.60021, 80, 60.1634, 17.898, 9.05539, 19.8366, 0, 17.8981, 17.8981, 18.1123, 17.9026, 18.1353, 17.9209, 59.5512, 17.898, 17.898, 17.898, 17.898, 17.898, 17.898, 17.898, 17.898, 17.898, 18.0103, 17.898, 17.9191, 17.898
3.60809, 76, 67.1782, 18.0222, 8.83176, 8.82178, 0, 18.0222, 18.0222, 18.2365, 18.0267, 18.2857, 18.0457, 66.5578, 18.0222, 18.0222, 18.0222, 18.0222, 18.0222, 18.0222, 18.0222, 18.0222, 18.0222, 18.1197, 18.0222, 18.0394, 18.0222
3.61596, 82, 74.5506, 18.147, 9.16515, 7.44937, 0, 18.147, 18.1471, 18.3613, 18.1516, 18.436, 18.1713, 73.9205, 18.147, 18.147, 18.147, 18.147, 18.147, 18.147, 18.147, 18.147, 18.147, 18.2314, 18.147, 18.1608, 18.147
3.62384, 100, 82.1178, 18.2724, 10.0995, 17.8822, 0, 18.2724, 18.2724, 18.4866, 18.2769, 18.5856, 18.2973, 81.4772, 18.2724, 18.2724, 18.2724, 18.2724, 18.2724, 18.2724, 18.2724, 18.2724, 18.2724, 18.345, 18.2724, 18.2833, 18.2724
3.63171, 108, 89.6862, 18.3982, 10.4881, 18.3138, 0, 18.3982, 18.3982, 18.6125, 18.4027, 18.7334, 18.4239, 89.0357, 18.3982, 18.3982, 18.3982, 18.3982, 18.3982, 18.3982, 18.3982, 18.3982, 18.3982, 18.4605, 18.3982, 18.4068, 18.3982
3.63959, 118, 97.039, 18.5245, 10.9545, 20.961, 0, 18.5245, 18.5245, 18.7387, 18.529, 18.8788, 18.5509, 96.3797, 18.5245, 18.5245, 18.5245, 18.5245, 18.5245, 18.5245, 18.5245, 18.5245, 18.5245, 18.5777, 18.5245, 18.5311, 18.5245
3.64746, 132, 103.947, 18.6512, 11.5758, 28.0534, 0, 18.6512, 18.6512, 18.8654, 18.6557, 19.021, 18.6784, 103.281, 18.6512, 18.6512, 18.6512, 18.6512, 18.6512, 18.6512, 18.6512, 18.6512, 18.6512, 18.6964, 18.6512, 18.6562, 18.6512
3.65534, 132, 110.177, 18.7783, 11.5758, 21.8231, 0, 18.7783, 18.7783, 18.9925, 18.7828, 19.1595, 18.8062, 109.507, 18.7783, 18.7783, 18.7783, 18.7783, 18.7783, 18.7783, 18.7783, 18.7783, 18.7783, 18.8165, 18.7783, 18.782, 18.7783
3.66321, 122, 115.51, 18.9057, 11.1355, 6.49036, 0, 18.9057, 18.9057, 19.12, 18.9102, 19.2936, 18.9345, 114.839, 18.9057, 18.9057, 18.9057, 18.9057, 18.9057, 18.9057, 18.9057, 18.9057, 18.9057, 18.9379, 18.9057, 18.9085, 18.9057
3.67109, 160, 119.749, 19.0335, 12.7279, 40.2509, 0, 19.0335, 19.0336, 19.2478, 19.038, 19.4233, 19.0631, 119.082, 19.0335, 19.0335, 19.0335, 19.0335, 19.0335, 19.0335, 19.0335, 19.0335, 19.0335, 19.0605, 19.0335, 19.0356, 19.0335
3.67896, 156, 122.737, 19.1617, 12.5698, 33.2631, 0, 19.1617, 19.1617, 19.376, 19.1662, 19.5484, 19.1921, 122.077, 19.1617, 19.1617, 19.1617, 19.1617, 19.1617, 19.1617, 19.1617, 19.1617, 19.1617, 19.1843, 19.1617, 19.1632, 19.1617
3.68684, 162, 124.361, 19.2903, 12.8062, 37.6392, 0, 19.2903, 19.2903, 19.5045, 19.2948, 19.669, 19.3214, 123.712, 19.2903, 19.2903, 19.2903, 19.2903, 19.2903, 19.2903, 19.2903, 19.2903, 19.2903, 19.309, 19.2903, 19.2913, 19.2903
3.69471, 142, 124.563, 19.4192, 12, 17.4367, 0, 19.4192, 19.4192, 19.6334, 19.4237, 19.7854, 19.4512, 123.93, 19.4192, 19.4192, 19.4192, 19.4192, 19.4192, 19.4192, 19.4192, 19.4192, 19.4192, 19.4347, 19.4192, 19.4199, 19.4192
3.70259, 138, 123.345, 19.5485, 11.8322, 14.6554, 0, 19.5485, 19.5485, 19.7627, 19.553, 19.8981, 19.5813, 122.73, 19.5485, 19.5485, 19.5485, 19.5485, 19.5485, 19.5485, 19.5485, 19.5485, 19.5485, 19.5613, 19.5485, 19.549, 19.5485
3.71046, 126, 120.762, 19.6781, 11.3137, 5.23759, 0, 19.6781, 19.6781, 19.8924, 19.6826, 20.0077, 19.7118, 120.169, 19.6781, 19.6781, 19.6781, 19.6781, 19.6781, 19.6781, 19.6781, 19.6781, 19.6781, 19.6886, 19.6781, 19.6785, 19.6781
3.71834, 162, 116.928, 19.8081, 12.8062, 45.0719, 0, 19.8081, 19.8082, 20.0224, 19.8127, 20.1149, 19.8427, 116.359, 19.8081, 19.8081, 19.8081, 19.8081, 19.8081, 19.8081, 19.8081, 19.8081, 19.8081, 19.8167, 19.8081, 19.8084, 19.8081
3.72622, 122, 111.999, 19.9385, 11.1355, 10.001, 0, 19.9385, 19.9386, 20.1528, 19.9431, 20.2205, 19.974, 111.456, 19.9385, 19.9385, 19.9385, 19.9385, 19.9385, 19.9385, 19.9385, 19.9385, 19.9385, 19.9455, 19.9385, 19.9387, 19.9385
3.73409, 104, 106.168, 20.0693, 10.2956, -2.16813, 0, 20.0693, 20.0693, 20.2836, 20.0738, 20.3252, 20.1057, 105.651, 20.0693, 20.0693, 20.0693, 20.0693, 20.0693, 20.0693, 20.0693, 20.0693, 20.0693, 20.075, 20.0693, 20.0694, 20.0693
3.74197, 76, 99.6516, 20.2005, 8.83176, -23.6516, 0, 20.2005, 20.2005, 20.4147, 20.205, 20.4299, 20.2378, 99.1615, 20.2005, 20.2005, 20.2005, 20.2005, 20.2005, 20.2005, 20.2005, 20.2005, 20.2005, 20.205, 20.2005, 20.2005, 20.2005
3.74984, 96, 92.6767, 20.332, 9.8995, 3.32327, 0, 20.332, 20.3321, 20.5463, 20.3365, 20.5351, 20.3703, 92.2129, 20.332, 20.332, 20.332, 20.332, 20.332, 20.332, 20.332, 20.332, 20.332, 20.3357, 20.332, 20.3321, 20.332
3.75772, 98, 85.469, 20.464, 10, 12.531, 0, 20.464, 20.464, 20.6782, 20.4685, 20.6416, 20.5031, 85.0305, 20.464, 20.464, 20.464, 20.464, 20.464, 20.464, 20.464, 20.464, 20.464, 20.4669, 20.464, 20.464, 20.464
3.76559, 84, 78.241, 20.5963, 9.27362, 5.75896, 0, 20.5963, 20.5963, 20.8106, 20.6008, 20.7498, 20.6364, 77.8263, 20.5963, 20.5963, 20.5963, 20.5963, 20.5963, 20.5963, 20.5963, 20.5963, 20.5963, 20.5986, 20.5963, 20.5963, 20.5963
3.77347, 88, 71.1825, 20.729, 9.48683, 16.8175, 0, 20.7291, 20.7291, 20.9433, 20.7336, 20.8601, 20.7701, 70.7898, 20.729, 20.729, 20.729, 20.729, 20.729, 20.729, 20.729, 20.729, 20.7291, 20.7309, 20.729, 20.7291, 20.729
3.78134, 46, 64.4548, 20.8622, 6.9282, -18.4548, 0, 20.8622, 20.8622, 21.0764, 20.8667, 20.9727, 20.9042, 64.082, 20.8622, 20.8622, 20.8622, 20.8622, 20.8622, 20.8622, 20.8622, 20.8622, 20.8622, 20.8636, 20.8622, 20.8622, 20.8622
3.78922, 58, 58.186, 20.9957, 7.74597, -0.185966, 0, 20.9957, 20.9957, 21.21, 21.0002, 21.088, 21.0387, 57.8307, 20.9957, 20.9957, 20.9957, 20.9957, 20.9957, 20.9957, 20.9957, 20.9957, 20.9957, 20.9969, 20.9957, 20.9957, 20.9957
3.79709, 52, 52.4697, 21.1297, 7.34847, -0.46965, 0, 21.1297, 21.1297, 21.3439, 21.1342, 21.2058, 21.1737, 52.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1297, 21.1305, 21.1297, 21.1297, 21.1297
3.80497, 36, 47.3656, 21.264, 6.16441, -11.3656, 0, 21.264, 21.264, 21.4782, 21.2685, 21.3262, 21.309, 47.0388, 21.264, 21.264, 21.264, 21.264, 21.264, 21.264, 21.264, 21.264, 21.264, 21.2647, 21.264, 21.264, 21.264
3.81284, 38, 42.9034, 21.3987, 6.32456, -4.9034, 0, 21.3987, 21.3987, 21.6129, 21.4033, 21.4491, 21.4447, 42.5876, 21.3987, 21.3987, 21.3987, 21.3987, 21.3987, 21.3987, 21.3987, 21.3987, 21.3987, 21.3992, 21.3987, 21.3987, 21.3987
3.82072, 32, 39.0864, 21.5338, 5.83095, -7.08644, 0, 21.5338, 21.5338, 21.748, 21.5384, 21.5743, 21.5809, 38.7796, 21.5338, 21.5338, 21.5338, 21.5338, 21.5338, 21.5338, 21.5338, 21.5338, 21.5338, 21.5342, 21.5338, 21.5338, 21.5338
3.82859, 20, 35.8971, 21.6692, 4.69042, -15.8971, 0, 21.6693, 21.6693, 21.8835, 21.6738, 21.7016, 21.7174, 35.5975, 21.6692, 21.6692, 21.6692, 21.6692, 21.6692, 21.6692, 21.6692, 21.6692, 21.6693, 21.6696, 21.6692, 21.6692, 21.6692
3.83647, 18, 33.3017, 21.805, 4.47214, -15.3017, 0, 21.805, 21.8051, 22.0193, 21.8097, 21.8307, 21.8542, 33.0077, 21.805, 21.805, 21.805, 21.805, 21.805, 21.805, 21.805, 21.805, 21.805, 21.8053, 21.805, 21.805, 21.805
3.84434, 20, 31.2568, 21.9411, 4.69042, -11.2568, 0, 21.9411, 21.9411, 22.1554, 21.9458, 21.9614, 21.9913, 30.9671, 21.9411, 21.9411, 21.9411, 21.9411, 21.9411, 21.9411, 21.9411, 21.9411, 21.9411, 21.9413, 21.9411, 21.9411, 21.9411
3.85222, 14, 29.7131, 22.0774, 4, -15.7131, 0, 22.0774, 22.0775, 22.2917, 22.0822, 22.0935, 22.1287, 29.4265, 22.0774, 22.0774, 22.0774, 22.0774, 22.0774, 22.0774, 22.0774, 22.0774, 22.0774, 22.0776, 22.0774, 22.0774, 22.0774
3.86009, 22, 28.6194, 22.2139, 4.89898, -6.61937, 0, 22.2139, 22.214, 22.4282, 22.2188, 22.2268, 22.2663, 28.3349, 22.2139, 22.2139, 22.2139, 22.2139, 22.2139, 22.2139, 22.2139, 22.2139, 22.2139, 22.214, 22.2139, 22.2139, 22.2139
3.86797, 12, 27.9256, 22.3505, 3.74166, -15.9256, 0, 22.3505, 22.3505, 22.5648, 22.3555, 22.3608, 22.404, 27.6425, 22.3505, 22.3505, 22.3505, 22.3505, 22.3505, 22.3505, 22.3505, 22.3505, 22.3505, 22.3506, 22.3505, 22.3505, 22.3505
3.87584, 24, 27.5848, 22.4871, 5.09902, -3.58479, 0, 22.4871, 22.4871, 22.7013, 22.4923, 22.4955, 22.5416, 27.3023, 22.4871, 22.4871, 22.4871, 22.4871, 22.4871, 22.4871, 22.4871, 22.4871, 22.4871, 22.4872, 22.4871, 22.4871, 22.4871
3.88372, 6, 27.5538, 22.6235, 2.82843, -21.5538, 0, 22.6235, 22.6236, 22.8378, 22.629, 22.6305, 22.6792, 27.2714, 22.6235, 22.6235, 22.6235, 22.6235, 22.6235, 22.6235, 22.6235, 22.6235, 22.6235, 22.6236, 22.6235, 22.6235, 22.6235
3.89159, 8, 27.7935, 22.7597, 3.16228, -19.7935, 0, 22.7597, 22.7597, 22.9739, 22.7654, 22.7656, 22.8165, 27.5107, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597, 22.7597
3.89947, 8, 28.2684, 22.8954, 3.16228, -20.2684, 0, 22.8954, 22.8954, 23.1096, 22.9016, 22.9006, 22.9533, 27.9849, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954, 22.8954
3.90734, 8, 28.9457, 23.0305, 3.16228, -20.9457, 0, 23.0305, 23.0305, 23.2447, 23.0373, 23.0351, 23.0895, 28.6609, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305, 23.0305
3.91522, 14, 29.7938, 23.1647, 4, -15.7938, 0, 23.1647, 23.1647, 23.3789, 23.1722, 23.169, 23.2248, 29.5075, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647, 23.1647
3.92309, 18, 30.7816, 23.2978, 4.47214, -12.7816, 0, 23.2978, 23.2978, 23.5121, 23.3064, 23.3018, 23.3591, 30.4934, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978, 23.2978
3.93097, 30, 31.8772, 23.4296, 5.65685, -1.87723, 0, 23.4297, 23.4297, 23.6439, 23.4396, 23.4335, 23.4921, 31.5868, 23.4296, 23.4296, 23.4296, 23.4296, 23.4296, 23.4296, 23.4296, 23.4296, 23.4297, 23.4297, 23.4296, 23.4296, 23.4296
3.93884, 26, 33.0474, 23.5599, 5.2915, -7.04744, 0, 23.5599, 23.56, 23.7742, 23.5716, 23.5637, 23.6235, 32.7542, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599, 23.5599
3.94672, 38, 34.2572, 23.6885, 6.32456, 3.7428, 0, 23.6885, 23.6885, 23.9027, 23.7023, 23.6922, 23.7532, 33.9606, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885, 23.6885
3.9546, 36, 35.4699, 23.8151, 6.16441, 0.530067, 0, 23.8151, 23.8151, 24.0293, 23.8317, 23.8187, 23.881, 35.1694, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151, 23.8151
3.96247, 40, 36.6483, 23.9395, 6.48074, 3.35168, 0, 23.9395, 23.9396, 24.1538, 23.9598, 23.9432, 24.0066, 36.3429, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395, 23.9395
3.97035, 34, 37.755, 24.0617, 6, -3.75503, 0, 24.0617, 24.0618, 24.276, 24.0865, 24.0655, 24.13, 37.4439, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617, 24.0617
3.97822, 22, 38.7544, 24.1816, 4.89898, -16.7544, 0, 24.1817, 24.1817, 24.3959, 24.212, 24.1855, 24.2512, 38.4363, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816, 24.1816
3.9861, 20, 39.6138, 24.2992, 4.69042, -19.6138, 0, 24.2992, 24.2992, 24.5135, 24.3365, 24.3033, 24.3699, 39.2874, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992
3.99397, 32, 40.3054, 24.4145, 5.83095, -8.30536, 0, 24.4145, 24.4145, 24.6288, 24.4603, 24.4188, 24.4865, 39.9691, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145, 24.4145
4.00185, 24, 40.8074, 24.5277, 5.09902, -16.8074, 0, 24.5277, 24.5277, 24.7419, 24.5837, 24.5323, 24.6009, 40.4593, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277, 24.5277
4.00972, 36, 41.1055, 24.6389, 6.16441, -5.10555, 0, 24.6389, 24.6389, 24.8532, 24.7072, 24.6439, 24.7133, 40.7436, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389, 24.6389
4.0176, 30, 41.1936, 24.7485, 5.65685, -11.1936, 0, 24.7485, 24.7485, 24.9627, 24.8312, 24.7539, 24.8241, 40.8155, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485, 24.7485
4.02547, 22, 41.0738, 24.8566, 4.89898, -19.0738, 0, 24.8566, 24.8566, 25.0709, 24.9562, 24.8626, 24.9335, 40.6771, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566, 24.8566
4.03335, 32, 40.7566, 24.9638, 5.83095, -8.75665, 0, 24.9638, 24.9638, 25.178, 25.0827, 24.9705, 25.042, 40.3386, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638, 24.9638
4.04122, 30, 40.26, 25.0703, 5.65685, -10.26, 0, 25.0703, 25.0703, 25.2845, 25.2111, 25.0779, 25.1498, 39.8179, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703, 25.0703
4.0491, 48, 39.608, 25.1766, 7.07107, 8.39198, 0, 25.1766, 25.1766, 25.3909, 25.3419, 25.1852, 25.2574, 39.1391, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766, 25.1766
4.05697, 34, 38.8296, 25.2831, 6, -4.82965, 0, 25.2831, 25.2831, 25.4973, 25.4751, 25.2929, 25.3651, 38.3314, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831, 25.2831
4.06485, 32, 37.9567, 25.3901, 5.83095, -5.9567, 0, 25.3902, 25.3902, 25.6044, 25.6111, 25.4015, 25.4735, 37.4268, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3901, 25.3902, 25.3901
4.07272, 30, 37.0222, 25.4981, 5.65685, -7.02215, 0, 25.4981, 25.4982, 25.7124, 25.7497, 25.5112, 25.5828, 36.4586, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981, 25.4981
4.0806, 32, 36.0584, 25.6074, 5.83095, -4.05838, 0, 25.6074, 25.6074, 25.8216, 25.8907, 25.6224, 25.6934, 35.4597, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074, 25.6074
4.08847, 18, 35.0954, 25.7181, 4.47214, -17.0954, 0, 25.7181, 25.7181, 25.9323, 26.0337, 25.7354, 25.8054, 34.4609, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181, 25.7181
4.09635, 24, 34.1601, 25.8305, 5.09902, -10.1601, 0, 25.8305, 25.8305, 26.0448, 26.1781, 25.8503, 25.9192, 33.4897, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305, 25.8305
4.10422, 14, 33.2745, 25.9448, 4, -19.2745, 0, 25.9448, 25.9448, 26.159, 26.3233, 25.9673, 26.0348, 32.5691, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448, 25.9448
4.1121, 28, 32.4561, 26.061, 5.47723, -4.45613, 0, 26.0611, 26.0611, 26.2753, 26.4685, 26.0865, 26.1525, 31.7175, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.061, 26.0611, 26.061
4.11997, 16, 31.7172, 26.1792, 4.24264, -15.7172, 0, 26.1793, 26.1793, 26.3935, 26.6127, 26.2079, 26.272, 30.948, 26.1792, 26.1792, 26.1792, 26.1792, 26.1792, 26.1792, 26.1792, 26.1792, 26.1793, 26.1792, 26.1792, 26.1793, 26.1792
4.12785, 20, 31.0651, 26.2994, 4.69042, -11.0651, 0, 26.2994, 26.2995, 26.5137, 26.7551, 26.3313, 26.3936, 30.2689, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2994, 26.2995, 26.2994
4.13572, 18, 30.5027, 26.4215, 4.47214, -12.5027, 0, 26.4215, 26.4215, 26.6357, 26.8949, 26.4567, 26.5171, 29.684, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4215, 26.4217, 26.4215
4.1436, 30, 30.0293, 26.5454, 5.65685, -0.0292683, 0, 26.5454, 26.5454, 26.7596, 27.0314, 26.5839, 26.6424, 29.1931, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5454, 26.5456, 26.5454
4.15147, 26, 29.6408, 26.671, 5.2915, -3.64075, 0, 26.671, 26.671, 26.8852, 27.164, 26.7127, 26.7695, 28.7928, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.671, 26.6714, 26.671
4.15935, 32, 29.3311, 26.7981, 5.83095, 2.66894, 0, 26.7981, 26.7981, 27.0123, 27.2922, 26.8428, 26.8983, 28.4772, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7981, 26.7987, 26.7981
4.16722, 14, 29.0926, 26.9267, 4, -15.0926, 0, 26.9267, 26.9267, 27.1409, 27.416, 26.9741, 27.0286, 28.2388, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9267, 26.9275, 26.9267
4.1751, 24, 28.917, 27.0566, 5.09902, -4.91705, 0, 27.0566, 27.0566, 27.2708, 27.5354, 27.1064, 27.1604, 28.0691, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0566, 27.0577, 27.0566
4.18298, 20, 28.796, 27.1876, 4.69042, -8.79601, 0, 27.1876, 27.1876, 27.4019, 27.6505, 27.2394, 27.2938, 27.9593, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1876, 27.1892, 27.1876
4.19085, 22, 28.7214, 27.3197, 4.89898, -6.7214, 0, 27.3197, 27.3197, 27.5339, 27.7618, 27.3728, 27.4288, 27.9005, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3197, 27.3218, 27.3197
4.19873, 34, 28.686, 27.4527, 6, 5.31401, 0, 27.4527, 27.4527, 27.6669, 27.87, 27.5067, 27.5657, 27.8845, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4527, 27.4556, 27.4527
4.2066, 20, 28.6836, 27.5865, 4.69042, -8.68358, 0, 27.5865, 27.5865, 27.8007, 27.9757, 27.6408, 27.7049, 27.9035, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5865, 27.5904, 27.5865
4.21448, 20, 28.7092, 27.721, 4.69042, -8.70919, 0, 27.721, 27.7211, 27.9353, 28.0797, 27.775, 27.8473, 27.9509, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.721, 27.7261, 27.721
4.22235, 24, 28.7593, 27.8562, 5.09902, -4.75931, 0, 27.8562, 27.8563, 28.0705, 28.1828, 27.9093, 27.9941, 28.0209, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8562, 27.8628, 27.8562
4.23023, 20, 28.8319, 27.992, 4.69042, -8.83194, 0, 27.9921, 27.9921, 28.2063, 28.2859, 28.0437, 28.1471, 28.1085, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 27.992, 28.0005, 27.992
4.2381, 16, 28.9268, 28.1284, 4.24264, -12.9268, 0, 28.1284, 28.1284, 28.3427, 28.3898, 28.1781, 28.3093, 28.2098, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1284, 28.1391, 28.1284
4.24598, 16, 29.0456, 28.2652, 4.24264, -13.0456, 0, 28.2652, 28.2653, 28.4795, 28.495, 28.3126, 28.4846, 28.3214, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2652, 28.2786, 28.2652
4.25385, 8, 29.1924, 28.4026, 3.16228, -21.1924, 0, 28.4026, 28.4026, 28.6169, 28.6023, 28.4473, 28.6788, 28.4409, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.4026, 28.419, 28.4026
4.26173, 32, 29.3737, 28.5403, 5.83095, 2.62635, 0, 28.5403, 28.5403, 28.7547, 28.712, 28.5821, 28.8999, 28.5661, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5403, 28.5603, 28.5403
4.2696, 24, 29.5994, 28.6785, 5.09902, -5.59941, 0, 28.6785, 28.6785, 28.893, 28.8244, 28.7172, 29.159, 28.6957, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.6785, 28.7025, 28.6785
4.27748, 18, 29.8836, 28.8171, 4.47214, -11.8836, 0, 28.8171, 28.8171, 29.0317, 28.9398, 28.8526, 29.4709, 28.8284, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8171, 28.8456, 28.8171
4.28535, 16, 30.2448, 28.9561, 4.24264, -14.2448, 0, 28.9561, 28.9561, 29.1708, 29.0582, 28.9885, 29.8547, 28.9634, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9561, 28.9896, 28.9561
4.29323, 14, 30.7076, 29.0954, 4, -16.7076, 0, 29.0954, 29.0955, 29.3105, 29.1796, 29.1248, 30.3354, 29.1001, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.0954, 29.1343, 29.0954
