   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_162.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.028159, 324, 0, 0, 18.0555, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0202894, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0124197, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00455011, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00331951, 0, 1.59611e-23, 0, 1.41421, -1.59611e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98038e-25, 0, 0, 3.60249e-28, 1.11576e-26, 0, 1.55516e-23, 0, 0, 0
0.0111891, 0, 4.19415e-23, 0, 1.41421, -4.19415e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04592e-24, 0, 0, 9.62244e-28, 3.00568e-26, 0, 4.08646e-23, 0, 0, 0
0.0190588, 0, 1.07664e-22, 0, 1.41421, -1.07664e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68483e-24, 0, 0, 2.51069e-27, 7.89426e-26, 0, 1.04898e-22, 0, 0, 0
0.0269284, 0, 2.70501e-22, 0, 1.41421, -2.70501e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74542e-24, 0, 0, 6.41153e-27, 2.02615e-25, 0, 2.63547e-22, 0, 0, 0
0.034798, 0, 6.6623e-22, 0, 1.41421, -6.6623e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66133e-23, 0, 0, 1.60503e-26, 5.09138e-25, 0, 6.49092e-22, 0, 0, 0
0.0426676, 0, 1.6107e-21, 0, 1.41421, -1.6107e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01644e-23, 0, 0, 3.9441e-26, 1.25459e-24, 0, 1.56924e-21, 0, 0, 0
