   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_104.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.120051, 0, 1.90417e-17, 0, 1.41421, -1.90417e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91506e-19, 0, 0, 4.0424e-22, 0, 1.88498e-17, 0, 0, 0
0.127927, 0, 3.95147e-17, 0, 1.41421, -3.95147e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97407e-19, 0, 0, 8.53102e-22, 0, 3.91165e-17, 0, 0, 0
0.135803, 0, 8.10956e-17, 0, 1.41421, -8.10956e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.15593e-19, 0, 0, 1.78092e-21, 0, 8.02783e-17, 0, 0, 0
0.143679, 0, 1.64638e-16, 0, 1.41421, -1.64638e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65579e-18, 0, 0, 3.67864e-21, 0, 1.62979e-16, 0, 0, 0
0.151555, 0, 3.30716e-16, 0, 1.41421, -3.30716e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32607e-18, 0, 0, 7.52025e-21, 0, 3.27383e-16, 0, 0, 0
0.159431, 0, 6.57454e-16, 0, 1.41421, -6.57454e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61211e-18, 0, 0, 1.52186e-20, 0, 6.50827e-16, 0, 0, 0
0.167307, 0, 1.29373e-15, 0, 1.41421, -1.29373e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30112e-17, 0, 0, 3.04934e-20, 0, 1.28069e-15, 0, 0, 0
0.175183, 0, 2.52037e-15, 0, 1.41421, -2.52037e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53476e-17, 0, 0, 6.05068e-20, 0, 2.49496e-15, 0, 0, 0
0.183059, 0, 4.86182e-15, 0, 1.41421, -4.86182e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88958e-17, 0, 0, 1.18917e-19, 0, 4.8128e-15, 0, 0, 0
0.190935, 0, 9.28772e-15, 0, 1.41421, -9.28772e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.34073e-17, 0, 0, 2.31525e-19, 0, 9.19408e-15, 0, 0, 0
0.198811, 0, 1.75734e-14, 0, 1.41421, -1.75734e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76737e-16, 0, 0, 4.46608e-19, 0, 1.73962e-14, 0, 0, 0
0.206687, 0, 3.29378e-14, 0, 1.41421, -3.29378e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31257e-16, 0, 0, 8.53677e-19, 0, 3.26057e-14, 0, 0, 0
0.214563, 0, 6.11612e-14, 0, 1.41421, -6.11612e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.15098e-16, 0, 0, 1.61724e-18, 0, 6.05444e-14, 0, 0, 0
0.222439, 0, 1.12524e-13, 0, 1.41421, -1.12524e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13165e-15, 0, 0, 3.03687e-18, 0, 1.11389e-13, 0, 0, 0
0.230315, 0, 2.05137e-13, 0, 1.41421, -2.05137e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06306e-15, 0, 0, 5.65339e-18, 0, 2.03068e-13, 0, 0, 0
0.238191, 0, 3.70609e-13, 0, 1.41421, -3.70609e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72721e-15, 0, 0, 1.04348e-17, 0, 3.66872e-13, 0, 0, 0
0.246067, 0, 6.63588e-13, 0, 1.41421, -6.63588e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6737e-15, 0, 0, 1.90989e-17, 0, 6.56895e-13, 0, 0, 0
0.253943, 0, 1.17767e-12, 0, 1.41421, -1.17767e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18439e-14, 0, 0, 3.46699e-17, 0, 1.1658e-12, 0, 0, 0
0.261819, 0, 2.07172e-12, 0, 1.41421, -2.07172e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08356e-14, 0, 0, 6.24285e-17, 0, 2.05082e-12, 0, 0, 0
0.269695, 0, 3.61279e-12, 0, 1.41421, -3.61279e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6335e-14, 0, 0, 1.11526e-16, 0, 3.57634e-12, 0, 0, 0
0.277571, 0, 6.24587e-12, 0, 1.41421, -6.24587e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28186e-14, 0, 0, 1.97702e-16, 0, 6.18286e-12, 0, 0, 0
0.285447, 0, 1.07055e-11, 0, 1.41421, -1.07055e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07677e-13, 0, 0, 3.4784e-16, 0, 1.05975e-11, 0, 0, 0
0.293323, 0, 1.81934e-11, 0, 1.41421, -1.81934e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83e-13, 0, 0, 6.07551e-16, 0, 1.80098e-11, 0, 0, 0
0.301199, 0, 3.06575e-11, 0, 1.41421, -3.06575e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08394e-13, 0, 0, 1.05375e-15, 0, 3.0348e-11, 0, 0, 0
0.309075, 0, 5.12266e-11, 0, 1.41421, -5.12266e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1536e-13, 0, 0, 1.81538e-15, 0, 5.07095e-11, 0, 0, 0
0.316951, 0, 8.48821e-11, 0, 1.41421, -8.48821e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54066e-13, 0, 0, 3.10751e-15, 0, 8.40249e-11, 0, 0, 0
0.324827, 0, 1.39483e-10, 3.3491e-43, 1.41421, -1.39483e-10, 0, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 3.3491e-43, 1.4037e-12, 3.3491e-43, 3.3491e-43, 5.28728e-15, 3.3491e-43, 1.38074e-10, 3.3491e-43, 3.3491e-43, 3.3491e-43
0.332703, 0, 2.27315e-10, 5.8322e-42, 1.41421, -2.27315e-10, 0, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 5.8322e-42, 2.28814e-12, 5.8322e-42, 5.8322e-42, 8.94538e-15, 5.8322e-42, 2.25018e-10, 5.8322e-42, 5.8322e-42, 5.8322e-42
0.340579, 0, 3.67418e-10, 8.43259e-41, 1.41421, -3.67418e-10, 0, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 8.43259e-41, 3.69953e-12, 8.43259e-41, 8.43259e-41, 1.50559e-14, 8.43259e-41, 3.63703e-10, 8.43259e-41, 8.43259e-41, 8.43259e-41
0.348455, 0, 5.8903e-10, 1.07945e-39, 1.41421, -5.8903e-10, 0, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 1.07945e-39, 5.9332e-12, 1.07945e-39, 1.07945e-39, 2.52212e-14, 1.07945e-39, 5.83072e-10, 1.07945e-39, 1.07945e-39, 1.07945e-39
0.356331, 0, 9.36658e-10, 1.2372e-38, 1.41421, -9.36658e-10, 0, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 1.2372e-38, 9.43932e-12, 1.2372e-38, 1.2372e-38, 4.20728e-14, 1.2372e-38, 9.27177e-10, 1.2372e-38, 1.2372e-38, 1.2372e-38
0.364207, 0, 1.47745e-09, 1.28069e-37, 1.41421, -1.47745e-09, 0, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.28069e-37, 1.48981e-11, 1.28069e-37, 1.28069e-37, 6.99278e-14, 1.28069e-37, 1.46248e-09, 1.28069e-37, 1.28069e-37, 1.28069e-37
0.372083, 0, 2.3118e-09, 1.20377e-36, 1.41421, -2.3118e-09, 0, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 1.20377e-36, 2.33288e-11, 1.20377e-36, 1.20377e-36, 1.15865e-13, 1.20377e-36, 2.28836e-09, 1.20377e-36, 1.20377e-36, 1.20377e-36
0.379959, 0, 3.58855e-09, 1.03364e-35, 1.41421, -3.58855e-09, 0, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 1.03364e-35, 3.62457e-11, 1.03364e-35, 1.03364e-35, 1.91491e-13, 1.03364e-35, 3.55211e-09, 1.03364e-35, 1.03364e-35, 1.03364e-35
0.387834, 0, 5.52634e-09, 8.14403e-35, 1.41421, -5.52634e-09, 0, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 8.14403e-35, 5.58805e-11, 8.14403e-35, 8.14403e-35, 3.15842e-13, 8.14403e-35, 5.47015e-09, 8.14403e-35, 8.14403e-35, 8.14403e-35
0.39571, 0, 8.44415e-09, 1.66988e-33, 1.41421, -8.44415e-09, 0, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 1.66988e-33, 8.5502e-11, 1.66988e-33, 1.66988e-33, 5.20968e-13, 1.66988e-33, 8.35813e-09, 1.66988e-33, 1.66988e-33, 1.66988e-33
0.403586, 0, 1.2801e-08, 9.97058e-33, 1.41421, -1.2801e-08, 0, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 9.97058e-33, 1.2983e-10, 9.97058e-33, 9.97058e-33, 8.56951e-13, 9.97058e-33, 1.26704e-08, 9.97058e-33, 9.97058e-33, 9.97058e-33
0.411462, 0, 1.92557e-08, 5.98059e-32, 1.41421, -1.92557e-08, 0, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 5.98059e-32, 1.95678e-10, 5.98059e-32, 5.98059e-32, 1.40847e-12, 5.98059e-32, 1.90586e-08, 5.98059e-32, 5.98059e-32, 5.98059e-32
0.419338, 0, 2.87423e-08, 3.21797e-31, 1.41421, -2.87423e-08, 0, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 3.21797e-31, 2.92767e-10, 3.21797e-31, 3.21797e-31, 2.31352e-12, 3.21797e-31, 2.84472e-08, 3.21797e-31, 3.21797e-31, 3.21797e-31
0.427214, 0, 4.25757e-08, 1.68784e-30, 1.41421, -4.25757e-08, 0, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 1.68784e-30, 4.34878e-10, 1.68784e-30, 1.68784e-30, 3.7981e-12, 1.68784e-30, 4.2137e-08, 1.68784e-30, 1.68784e-30, 1.68784e-30
0.43509, 0, 6.25903e-08, 8.43917e-30, 1.41421, -6.25903e-08, 0, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 8.43917e-30, 6.41409e-10, 8.43917e-30, 8.43917e-30, 6.23167e-12, 8.43917e-30, 6.19427e-08, 8.43917e-30, 8.43917e-30, 8.43917e-30
0.442966, 0, 9.13249e-08, 3.99455e-29, 1.41421, -9.13249e-08, 0, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 3.99455e-29, 9.39471e-10, 3.99455e-29, 3.99455e-29, 1.02166e-11, 3.99455e-29, 9.03752e-08, 3.99455e-29, 3.99455e-29, 3.99455e-29
0.450842, 0, 1.32263e-07, 1.82715e-28, 1.41421, -1.32263e-07, 0, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.82715e-28, 1.36669e-09, 1.82715e-28, 1.82715e-28, 1.67316e-11, 1.82715e-28, 1.30879e-07, 1.82715e-28, 1.82715e-28, 1.82715e-28
0.458718, 0, 1.90145e-07, 7.99914e-28, 1.41421, -1.90145e-07, 0, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 7.99914e-28, 1.97499e-09, 7.99914e-28, 7.99914e-28, 2.73605e-11, 7.99914e-28, 1.88143e-07, 7.99914e-28, 7.99914e-28, 7.99914e-28
0.466594, 0, 2.71373e-07, 3.34079e-27, 1.41421, -2.71373e-07, 0, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 3.34079e-27, 2.83549e-09, 3.34079e-27, 3.34079e-27, 4.46539e-11, 3.34079e-27, 2.68493e-07, 3.34079e-27, 3.34079e-27, 3.34079e-27
0.47447, 0, 3.84518e-07, 1.33167e-26, 1.41421, -3.84518e-07, 0, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 1.33167e-26, 4.04507e-09, 1.33167e-26, 1.33167e-26, 7.2696e-11, 1.33167e-26, 3.804e-07, 1.33167e-26, 1.33167e-26, 1.33167e-26
0.482346, 0, 5.40973e-07, 5.07268e-26, 1.41421, -5.40973e-07, 0, 5.07268e-26, 5.07268e-26, 5.07268e-26, 5.07268e-26, 5.07268e-26, 5.07268e-26, 5.23661e-12, 5.07268e-26, 5.07268e-26, 5.73491e-09, 5.07268e-26, 5.07268e-26, 1.17988e-10, 5.07268e-26, 5.35115e-07, 5.07268e-26, 5.07268e-26, 5.07268e-26
0.490222, 0, 7.55749e-07, 1.84991e-25, 1.41421, -7.55749e-07, 0, 1.84991e-25, 1.84991e-25, 1.84991e-25, 1.84991e-25, 1.84991e-25, 1.84991e-25, 1.81728e-11, 1.84991e-25, 1.84991e-25, 8.08152e-09, 1.84991e-25, 1.84991e-25, 1.90805e-10, 1.84991e-25, 7.47458e-07, 1.84991e-25, 1.84991e-25, 1.84991e-25
0.498098, 0, 1.04848e-06, 6.52016e-25, 1.41421, -1.04848e-06, 0, 6.52016e-25, 6.52016e-25, 6.52016e-25, 6.52016e-25, 6.52016e-25, 6.52016e-25, 4.90846e-11, 6.52016e-25, 6.52016e-25, 1.13211e-08, 6.52016e-25, 6.52016e-25, 3.07279e-10, 6.52016e-25, 1.03681e-06, 6.52016e-25, 6.52016e-25, 6.52016e-25
0.505974, 0, 1.44692e-06, 2.69938e-10, 1.41421, -1.44692e-06, 2.69938e-10, 2.69989e-10, 2.70063e-10, 7.63967e-10, 2.78433e-10, 2.91374e-10, 2.89286e-10, 6.36848e-10, 3.39067e-10, 1.05452e-09, 1.6038e-08, 2.91246e-10, 2.72177e-10, 7.62472e-10, 2.6994e-10, 1.42873e-06, 2.69938e-10, 2.69938e-10, 4.11144e-10
0.51385, 0, 1.98495e-06, 9.24965e-10, 1.41421, -1.98495e-06, 9.24965e-10, 9.2514e-10, 9.25397e-10, 2.62988e-09, 9.54282e-10, 9.9894e-10, 9.91734e-10, 2.05736e-09, 1.16353e-09, 3.63258e-09, 2.27628e-08, 9.98498e-10, 9.32692e-10, 1.71046e-09, 9.24971e-10, 1.9558e-06, 9.24965e-10, 9.24965e-10, 1.41227e-09
0.521726, 0, 2.70928e-06, 2.47483e-09, 1.41421, -2.70928e-06, 2.47483e-09, 2.4753e-09, 2.47599e-09, 7.05684e-09, 2.55362e-09, 2.67364e-09, 2.65428e-09, 5.39843e-09, 3.11599e-09, 9.75165e-09, 3.25517e-08, 2.67245e-09, 2.4956e-09, 3.72051e-09, 2.47485e-09, 2.66054e-06, 2.47483e-09, 2.47483e-09, 3.78449e-09
0.529602, 0, 3.68307e-06, 6.04946e-09, 1.41421, -3.68307e-06, 6.04946e-09, 6.05061e-09, 6.0523e-09, 1.72833e-08, 6.24263e-09, 6.53688e-09, 6.4894e-09, 1.30569e-08, 7.62139e-09, 2.38902e-08, 4.72488e-08, 6.53397e-09, 6.10037e-09, 8.0131e-09, 6.04949e-09, 3.59739e-06, 6.04946e-09, 6.04946e-09, 9.26036e-09
0.537478, 0, 4.99521e-06, 1.40941e-08, 1.41421, -4.99521e-06, 1.40941e-08, 1.40968e-08, 1.41007e-08, 4.03152e-08, 1.4545e-08, 1.52318e-08, 1.5121e-08, 3.01778e-08, 1.77632e-08, 5.57366e-08, 7.0227e-08, 1.5225e-08, 1.42129e-08, 1.71699e-08, 1.40941e-08, 4.83701e-06, 1.40941e-08, 1.40941e-08, 2.15887e-08
0.545354, 0, 6.77809e-06, 3.17549e-08, 1.41421, -6.77809e-06, 3.17549e-08, 3.1761e-08, 3.17699e-08, 9.09081e-08, 3.27721e-08, 3.43215e-08, 3.40715e-08, 7.00637e-08, 4.00321e-08, 1.25698e-07, 1.0783e-07, 3.43062e-08, 3.2023e-08, 3.65411e-08, 3.17551e-08, 6.4719e-06, 3.17549e-08, 3.17549e-08, 4.86624e-08
0.55323, 0, 9.23409e-06, 6.95832e-08, 1.41421, -9.23409e-06, 6.95832e-08, 6.95965e-08, 6.96161e-08, 1.99332e-07, 7.18143e-08, 7.52129e-08, 7.46645e-08, 1.58311e-07, 8.77387e-08, 2.7564e-07, 1.72148e-07, 7.51793e-08, 7.01713e-08, 7.698e-08, 6.95836e-08, 8.62518e-06, 6.95832e-08, 6.95832e-08, 1.06669e-07
0.561106, 0, 1.27384e-05, 1.48646e-07, 1.41421, -1.27384e-05, 1.48646e-07, 1.48674e-07, 1.48716e-07, 4.26059e-07, 1.53416e-07, 1.60682e-07, 1.5951e-07, 3.96016e-07, 1.87464e-07, 5.89213e-07, 2.86208e-07, 1.60611e-07, 1.49903e-07, 1.59996e-07, 1.48647e-07, 1.1465e-05, 1.48646e-07, 1.48646e-07, 2.27937e-07
0.568982, 0, 1.78553e-05, 3.09909e-07, 1.41421, -1.78553e-05, 3.09909e-07, 3.09968e-07, 3.10056e-07, 8.8876e-07, 3.19863e-07, 3.35025e-07, 3.32578e-07, 9.05482e-07, 3.90907e-07, 1.2292e-06, 4.93465e-07, 3.34875e-07, 3.12532e-07, 3.27204e-07, 3.09911e-07, 1.52287e-05, 3.09909e-07, 3.09909e-07, 4.75359e-07
0.576858, 0, 2.56072e-05, 6.30945e-07, 1.41421, -2.56072e-05, 6.30945e-07, 6.31066e-07, 6.31244e-07, 1.8104e-06, 6.51226e-07, 6.8212e-07, 6.77135e-07, 1.97575e-06, 7.95984e-07, 2.50407e-06, 8.74635e-07, 6.81815e-07, 6.3629e-07, 6.57114e-07, 6.30948e-07, 2.02635e-05, 6.30945e-07, 6.30945e-07, 9.68063e-07
0.584734, 0, 3.7799e-05, 1.25479e-06, 1.41421, -3.7799e-05, 1.25479e-06, 1.25503e-06, 1.25538e-06, 3.60241e-06, 1.29516e-06, 1.35665e-06, 1.34673e-06, 4.17638e-06, 1.58329e-06, 4.98312e-06, 1.5767e-06, 1.35604e-06, 1.26543e-06, 1.29409e-06, 1.2548e-06, 2.70939e-05, 1.25479e-06, 1.25479e-06, 1.9258e-06
0.59261, 0, 5.76203e-05, 2.43825e-06, 1.41421, -5.76203e-05, 2.43825e-06, 2.43872e-06, 2.43941e-06, 7.00406e-06, 2.51676e-06, 2.63636e-06, 2.61706e-06, 8.60581e-06, 3.07714e-06, 9.68934e-06, 2.86142e-06, 2.63518e-06, 2.45894e-06, 2.49685e-06, 2.43827e-06, 3.65355e-05, 2.43825e-06, 2.43825e-06, 3.74328e-06
0.600486, 0, 9.06849e-05, 4.63014e-06, 1.41421, -9.06849e-05, 4.63014e-06, 4.63103e-06, 4.63234e-06, 1.33084e-05, 4.77937e-06, 5.00668e-06, 4.97e-06, 1.73605e-05, 5.84447e-06, 1.84123e-05, 5.18379e-06, 5.00444e-06, 4.66947e-06, 4.71689e-06, 4.63017e-06, 4.98767e-05, 4.63014e-06, 4.63014e-06, 7.1106e-06
0.608362, 0, 0.00014681, 8.59405e-06, 1.41421, -0.00014681, 8.59405e-06, 8.5957e-06, 8.59813e-06, 2.47172e-05, 8.8713e-06, 9.29362e-06, 9.22547e-06, 3.44114e-05, 1.08501e-05, 3.41997e-05, 9.31512e-06, 9.28944e-06, 8.66712e-06, 8.72157e-06, 8.5941e-06, 6.91684e-05, 8.59405e-06, 8.59405e-06, 1.32025e-05
0.616238, 0, 0.000242809, 1.55943e-05, 1.41421, -0.000242809, 1.55943e-05, 1.55973e-05, 1.56017e-05, 4.48798e-05, 1.60978e-05, 1.68649e-05, 1.67412e-05, 6.70266e-05, 1.96921e-05, 6.21035e-05, 1.65293e-05, 1.68573e-05, 1.5727e-05, 1.57804e-05, 1.55943e-05, 9.76647e-05, 1.55943e-05, 1.55943e-05, 2.39648e-05
0.624114, 0, 0.000407047, 2.76675e-05, 1.41421, -0.000407047, 2.76675e-05, 2.76728e-05, 2.76807e-05, 7.96809e-05, 2.85619e-05, 2.99243e-05, 2.97044e-05, 0.000128292, 3.49456e-05, 0.000110271, 2.88753e-05, 2.99108e-05, 2.79032e-05, 2.79375e-05, 2.76676e-05, 0.000140496, 2.76675e-05, 2.76675e-05, 4.25342e-05
0.63199, 0, 0.000686465, 4.80054e-05, 1.41421, -0.000686465, 4.80054e-05, 4.80146e-05, 4.80283e-05, 0.000138353, 4.9559e-05, 5.19254e-05, 5.15436e-05, 0.000241293, 6.06475e-05, 0.000191488, 4.95596e-05, 5.19021e-05, 4.84148e-05, 4.83947e-05, 4.80057e-05, 0.000205587, 4.80054e-05, 4.80054e-05, 7.38289e-05
0.639866, 0, 0.0011573, 8.14706e-05, 1.41421, -0.0011573, 8.14706e-05, 8.14863e-05, 8.15095e-05, 0.000234978, 8.41102e-05, 8.81311e-05, 8.74823e-05, 0.000445896, 0.000102951, 0.00032526, 8.3464e-05, 8.80913e-05, 8.21663e-05, 8.20285e-05, 8.14711e-05, 0.000304992, 8.14706e-05, 8.14706e-05, 0.000125347
0.647742, 0, 0.00194097, 0.000135264, 1.41421, -0.00194097, 0.000135264, 0.000135291, 0.000135329, 0.00039044, 0.000139652, 0.000146336, 0.000145258, 0.000809474, 0.000170971, 0.000540516, 0.000137813, 0.00014627, 0.000136421, 0.000136059, 0.000135265, 0.000456644, 0.000135264, 0.000135264, 0.0002082
