   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_335.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0299211, 670, 0, 0, 25.923, 670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0220547, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0141884, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00632198, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0015444, 0, 9.40351e-24, 0, 1.41421, -9.40351e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.24506e-26, 0, 0, 3.76276e-29, 0, 1.1244e-27, 0, 9.3099e-24, 0, 0, 0
0.00941078, 0, 2.74425e-23, 0, 1.41421, -2.74425e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.698e-25, 0, 0, 1.11672e-28, 0, 3.42813e-27, 0, 2.71692e-23, 0, 0, 0
0.0172772, 0, 7.71733e-23, 0, 1.41421, -7.71733e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58722e-25, 0, 0, 3.19063e-28, 0, 1.00012e-26, 0, 7.64043e-23, 0, 0, 0
0.0251435, 0, 2.36211e-22, 0, 1.41421, -2.36211e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32227e-24, 0, 0, 1.00206e-27, 0, 3.22009e-26, 0, 2.33855e-22, 0, 0, 0
0.0330099, 0, 6.16619e-22, 0, 1.41421, -6.16619e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06217e-24, 0, 0, 2.6529e-27, 0, 8.6252e-26, 0, 6.10468e-22, 0, 0, 0
0.0408763, 0, 1.57341e-21, 0, 1.41421, -1.57341e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54686e-23, 0, 0, 6.86418e-27, 0, 2.25379e-25, 0, 1.55771e-21, 0, 0, 0
0.0487427, 0, 3.93146e-21, 0, 1.41421, -3.93146e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86511e-23, 0, 0, 1.73904e-26, 0, 5.75797e-25, 0, 3.89221e-21, 0, 0, 0
0.056609, 0, 9.6337e-21, 0, 1.41421, -9.6337e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47109e-23, 0, 0, 4.32064e-26, 0, 1.44084e-24, 0, 9.53751e-21, 0, 0, 0
0.0644754, 0, 2.31795e-20, 0, 1.41421, -2.31795e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27881e-22, 0, 0, 1.05406e-25, 0, 3.53671e-24, 0, 2.2948e-20, 0, 0, 0
