   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_7.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0303541, 14, 0, 0, 4, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0224436, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0145331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00662259, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0012879, 0, 1.42288e-22, 0, 1.41421, -1.42288e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.76065e-25, 0, 0, 8.65703e-28, 0, 0, 1.41311e-22, 0, 0, 0
0.00919839, 0, 3.72759e-22, 0, 1.41421, -3.72759e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55705e-24, 0, 0, 2.29084e-27, 0, 0, 3.702e-22, 0, 0, 0
0.0171089, 0, 9.55264e-22, 0, 1.41421, -9.55264e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5529e-24, 0, 0, 5.93143e-27, 0, 0, 9.48705e-22, 0, 0, 0
0.0250194, 0, 2.39854e-21, 0, 1.41421, -2.39854e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64535e-23, 0, 0, 1.50506e-26, 0, 0, 2.38207e-21, 0, 0, 0
0.0329299, 0, 5.90858e-21, 0, 1.41421, -5.90858e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05316e-23, 0, 0, 3.74766e-26, 0, 0, 5.86801e-21, 0, 0, 0
0.0408403, 0, 1.42966e-20, 0, 1.41421, -1.42966e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.80712e-23, 0, 0, 9.16811e-26, 0, 0, 1.41984e-20, 0, 0, 0
