   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_134.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.60705, 26, 46.2228, 45.1656, 5.2915, -20.2228, 0, 45.1657, 46.1045, 45.2794, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1656, 45.1701, 45.1656
5.61493, 28, 46.3541, 45.2529, 5.47723, -18.3541, 0, 45.2529, 46.2021, 45.4009, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2529, 45.2568, 45.2529
5.62281, 28, 46.5005, 45.3391, 5.47723, -18.5005, 0, 45.3392, 46.299, 45.537, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3391, 45.3427, 45.3391
5.63069, 26, 46.6681, 45.4244, 5.2915, -20.6681, 0, 45.4244, 46.3951, 45.6942, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4244, 45.4275, 45.4244
5.63856, 28, 46.8656, 45.5087, 5.47723, -18.8656, 0, 45.5088, 46.4904, 45.8811, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5087, 45.5115, 45.5087
5.64644, 24, 47.1041, 45.592, 5.09902, -23.1041, 0, 45.5921, 46.5849, 46.1088, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.592, 45.5945, 45.592
5.65432, 36, 47.3983, 45.6744, 6.16441, -11.3983, 0, 45.6744, 46.6784, 46.392, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6744, 45.6766, 45.6744
5.6622, 44, 47.7671, 45.7556, 6.78233, -3.76708, 0, 45.7557, 46.771, 46.7497, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7556, 45.7576, 45.7556
5.67007, 30, 48.2338, 45.8359, 5.65685, -18.2338, 0, 45.8359, 46.8626, 47.2052, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8359, 45.8377, 45.8359
5.67795, 36, 48.8275, 45.9151, 6.16441, -12.8275, 0, 45.9151, 46.9533, 47.7876, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9151, 45.9167, 45.9151
5.68583, 20, 49.583, 45.9932, 4.69042, -29.583, 0, 45.9933, 47.043, 48.5318, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9932, 45.9947, 45.9932
5.69371, 34, 50.542, 46.0703, 6, -16.542, 0, 46.0704, 47.1317, 49.4793, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0703, 46.0716, 46.0703
5.70158, 40, 51.7521, 46.1463, 6.48074, -11.7521, 0, 46.1463, 47.2193, 50.6779, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1463, 46.1474, 46.1463
5.70946, 40, 53.2675, 46.2212, 6.48074, -13.2675, 0, 46.2212, 47.3059, 52.1817, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2212, 46.2222, 46.2212
5.71734, 38, 55.1473, 46.295, 6.32456, -17.1473, 0, 46.295, 47.3914, 54.0499, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.295, 46.2959, 46.295
5.72522, 38, 57.4553, 46.3676, 6.32456, -19.4553, 0, 46.3677, 47.4758, 56.3462, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3676, 46.3684, 46.3676
5.73309, 52, 60.256, 46.4391, 7.34847, -8.25601, 0, 46.4392, 47.5592, 59.1352, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4391, 46.4398, 46.4391
5.74097, 36, 63.614, 46.5095, 6.16441, -27.614, 0, 46.5095, 47.6414, 62.4814, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5095, 46.5101, 46.5095
5.74885, 48, 67.588, 46.5787, 7.07107, -19.588, 0, 46.5788, 47.7226, 66.4435, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5787, 46.5793, 46.5787
5.75673, 56, 72.229, 46.6468, 7.61577, -16.229, 0, 46.6468, 47.8026, 71.0726, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6468, 46.6472, 46.6468
5.7646, 84, 77.5737, 46.7137, 9.27362, 6.42625, 0, 46.7137, 47.8815, 76.4055, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7137, 46.7141, 46.7137
5.77248, 88, 83.6408, 46.7794, 9.48683, 4.35916, 0, 46.7794, 47.9592, 82.4606, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7794, 46.7797, 46.7794
5.78036, 104, 90.4256, 46.8439, 10.2956, 13.5744, 0, 46.8439, 48.0359, 89.2333, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8439, 46.8442, 46.8439
5.78823, 76, 97.8957, 46.9072, 8.83176, -21.8957, 0, 46.9073, 48.1113, 96.6914, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9072, 46.9075, 46.9072
5.79611, 104, 105.988, 46.9694, 10.2956, -1.98798, 0, 46.9694, 48.1856, 104.772, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9694, 46.9696, 46.9694
5.80399, 100, 114.606, 47.0304, 10.0995, -14.6059, 0, 47.0305, 48.2588, 113.377, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0304, 47.0306, 47.0304
5.81187, 132, 123.619, 47.0903, 11.5758, 8.38057, 0, 47.0903, 48.3308, 122.379, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0903, 47.0904, 47.0903
5.81974, 126, 132.866, 47.149, 11.3137, -6.86559, 0, 47.149, 48.4018, 131.613, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.149, 47.1491, 47.149
5.82762, 146, 142.155, 47.2066, 12.1655, 3.84483, 0, 47.2066, 48.4717, 140.89, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2066, 47.2067, 47.2066
5.8355, 196, 151.272, 47.2632, 14.0712, 44.7279, 0, 47.2632, 48.5405, 149.995, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632, 47.2632
5.84338, 130, 159.989, 47.3187, 11.4891, -29.989, 0, 47.3187, 48.6084, 158.699, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187, 47.3187
5.85125, 168, 168.07, 47.3733, 13.0384, -0.0703278, 0, 47.3733, 48.6754, 166.768, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733, 47.3733
5.85913, 190, 175.286, 47.427, 13.8564, 14.7141, 0, 47.427, 48.7415, 173.971, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427, 47.427
5.86701, 220, 181.421, 47.4799, 14.8997, 38.5789, 0, 47.4799, 48.8069, 180.094, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799, 47.4799
5.87489, 170, 186.287, 47.5321, 13.1149, -16.2874, 0, 47.5321, 48.8717, 184.948, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321, 47.5321
5.88276, 182, 189.732, 47.5837, 13.5647, -7.73245, 0, 47.5838, 48.9359, 188.38, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837, 47.5837
5.89064, 224, 191.648, 47.635, 15.0333, 32.3516, 0, 47.635, 48.9998, 190.283, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635, 47.635
5.89852, 178, 191.977, 47.686, 13.4164, -13.9766, 0, 47.686, 49.0635, 190.599, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686, 47.686
5.9064, 262, 190.711, 47.7368, 16.2481, 71.2885, 0, 47.7369, 49.1272, 189.321, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368, 47.7368
5.91427, 184, 187.901, 47.7878, 13.6382, -3.90092, 0, 47.7878, 49.191, 186.498, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878, 47.7878
5.92215, 176, 183.643, 47.839, 13.3417, -7.64272, 0, 47.8391, 49.2552, 182.227, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839, 47.839
5.93003, 238, 178.079, 47.8907, 15.4919, 59.9205, 0, 47.8908, 49.3199, 176.65, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907, 47.8907
5.93791, 188, 171.391, 47.9431, 13.784, 16.6091, 0, 47.9432, 49.3854, 169.949, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431, 47.9431
5.94578, 188, 163.784, 47.9964, 13.784, 24.2155, 0, 47.9964, 49.4518, 162.329, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964, 47.9964
5.95366, 154, 155.483, 48.0507, 12.49, -1.48305, 0, 48.0507, 49.5195, 154.014, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507, 48.0507
5.96154, 132, 146.719, 48.1063, 11.5758, -14.7188, 0, 48.1063, 49.5886, 145.236, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063, 48.1063
5.96941, 120, 137.719, 48.1632, 11.0454, -17.7186, 0, 48.1632, 49.6595, 136.222, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632, 48.1632
5.97729, 112, 128.694, 48.2217, 10.6771, -16.6942, 0, 48.2218, 49.7322, 127.184, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217, 48.2217
5.98517, 128, 119.841, 48.2819, 11.4018, 8.15897, 0, 48.2819, 49.8071, 118.316, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819, 48.2819
5.99305, 104, 111.323, 48.3438, 10.2956, -7.32329, 0, 48.3438, 49.8846, 109.782, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438, 48.3438
6.00092, 118, 103.279, 48.4075, 10.9545, 14.7206, 0, 48.4075, 49.9652, 101.722, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075, 48.4075
6.0088, 114, 95.8122, 48.4729, 10.7703, 18.1878, 0, 48.473, 50.0497, 94.2354, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729, 48.4729
6.01668, 92, 88.9952, 48.5402, 9.69536, 3.00476, 0, 48.5403, 50.1392, 87.3962, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402, 48.5402
6.02456, 80, 82.8717, 48.6092, 9.05539, -2.87169, 0, 48.6092, 50.2357, 81.2452, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092, 48.6092
6.03243, 62, 77.4586, 48.6798, 8, -15.4586, 0, 48.6799, 50.3418, 75.7966, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798, 48.6798
6.04031, 64, 72.7512, 48.752, 8.12404, -8.75122, 0, 48.752, 50.4622, 71.041, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752, 48.752
6.04819, 68, 68.7284, 48.8255, 8.3666, -0.728363, 0, 48.8255, 50.6035, 66.9503, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255, 48.8255
6.05607, 56, 65.3572, 48.9002, 7.61577, -9.35722, 0, 48.9002, 50.7765, 63.4809, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002, 48.9002
6.06394, 42, 62.6018, 48.976, 6.63325, -20.6018, 0, 48.976, 50.9968, 60.5809, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976, 48.976
6.07182, 52, 60.4266, 49.0526, 7.34847, -8.42662, 0, 49.0527, 51.2883, 58.1909, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0526, 49.0527, 49.0526
6.0797, 42, 58.8055, 49.1299, 6.63325, -16.8055, 0, 49.1299, 51.6858, 56.2495, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299, 49.1299
6.08758, 42, 57.7285, 49.2076, 6.63325, -15.7285, 0, 49.2077, 52.2401, 54.696, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2076, 49.2077, 49.2076
6.09545, 42, 57.2105, 49.2856, 6.63325, -15.2105, 0, 49.2857, 53.0241, 53.472, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2856, 49.2857, 49.2856
6.10333, 62, 57.3009, 49.3638, 8, 4.6991, 0, 49.3638, 54.141, 52.5236, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638, 49.3638
6.11121, 40, 58.0951, 49.4417, 6.48074, -18.0951, 0, 49.4418, 55.7347, 51.802, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4417, 49.4418, 49.4417
6.11909, 46, 59.7489, 49.5194, 6.9282, -13.7489, 0, 49.5195, 58.0039, 51.2643, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5194, 49.5196, 49.5194
6.12696, 70, 62.494, 49.5968, 8.48528, 7.50601, 0, 49.5968, 61.217, 50.8736, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5968, 49.5969, 49.5968
6.13484, 62, 66.6592, 49.6735, 8, -4.65917, 0, 49.6735, 65.7339, 50.5985, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6737, 49.6735
6.14272, 78, 72.692, 49.7496, 8.94427, 5.30795, 0, 49.7496, 72.028, 50.4133, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7496, 49.7498, 49.7496
6.15059, 80, 81.1833, 49.8249, 9.05539, -1.18326, 0, 49.8249, 80.7109, 50.2969, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8249, 49.8252, 49.8249
6.15847, 92, 92.8994, 49.8993, 9.69536, -0.899353, 0, 49.8993, 92.5658, 50.2324, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8993, 49.8997, 49.8993
6.16635, 96, 108.803, 49.9728, 9.8995, -12.8035, 0, 49.9728, 108.569, 50.2065, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9728, 49.9732, 49.9728
6.17423, 166, 130.094, 50.0452, 12.9615, 35.9061, 0, 50.0452, 129.929, 50.2091, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0452, 50.0458, 50.0452
6.1821, 166, 158.221, 50.1166, 12.9615, 7.77945, 0, 50.1166, 158.104, 50.2325, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1166, 50.1173, 50.1166
6.18998, 232, 194.907, 50.1868, 15.2971, 37.0927, 0, 50.1869, 194.822, 50.2709, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1868, 50.1877, 50.1868
6.19786, 286, 242.156, 50.2559, 16.9706, 43.8436, 0, 50.256, 242.091, 50.3203, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.2559, 50.257, 50.2559
6.20574, 374, 302.258, 50.3239, 19.3907, 71.7418, 0, 50.3239, 302.203, 50.3781, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3239, 50.3251, 50.3239
6.21361, 450, 377.727, 50.3906, 21.2603, 72.2729, 0, 50.3906, 377.674, 50.4427, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.3906, 50.392, 50.3906
6.22149, 514, 471.312, 50.4561, 22.7156, 42.6881, 0, 50.4562, 471.253, 50.5134, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4561, 50.4578, 50.4561
6.22937, 650, 585.842, 50.5204, 25.5343, 64.1578, 0, 50.5205, 585.77, 50.5904, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5204, 50.5223, 50.5204
6.23725, 854, 724.208, 50.5835, 29.2575, 129.792, 0, 50.5835, 724.114, 50.6748, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5835, 50.5856, 50.5835
6.24512, 906, 889.154, 50.6452, 30.133, 16.8458, 0, 50.6453, 889.029, 50.7681, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6452, 50.6477, 50.6452
6.253, 1072, 1083.15, 50.7058, 32.7719, -11.1525, 0, 50.7058, 1082.98, 50.8731, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7058, 50.7085, 50.7058
6.26088, 1432, 1308.19, 50.765, 37.8682, 123.812, 0, 50.7651, 1307.96, 50.993, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.765, 50.7681, 50.765
6.26876, 1654, 1565.64, 50.823, 40.694, 88.3647, 0, 50.8231, 1565.32, 51.132, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.823, 50.8264, 50.823
6.27663, 1946, 1855.88, 50.8797, 44.1362, 90.1177, 0, 50.8797, 1855.46, 51.2953, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8797, 50.8834, 50.8797
6.28451, 2356, 2178.38, 50.9351, 48.5592, 177.622, 0, 50.9351, 2177.82, 51.489, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9351, 50.9391, 50.9351
6.29239, 2576, 2531.17, 50.9891, 50.774, 44.8257, 0, 50.9892, 2530.44, 51.7199, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9891, 50.9935, 50.9891
6.30027, 3028, 2911.09, 51.0418, 55.0454, 116.91, 0, 51.0419, 2910.13, 51.9961, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0418, 51.0464, 51.0418
6.30814, 3568, 3313.41, 51.0931, 59.7495, 254.586, 0, 51.0931, 3312.18, 52.3261, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.0931, 51.098, 51.0931
6.31602, 3722, 3732.01, 51.1429, 61.0246, -10.0132, 0, 51.143, 3730.43, 52.7188, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1429, 51.1481, 51.1429
6.3239, 4168, 4159.39, 51.1912, 64.5755, 8.60547, 0, 51.1913, 4157.4, 53.1837, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1912, 51.1966, 51.1912
6.33177, 4572, 4586.87, 51.2379, 67.6314, -14.874, 0, 51.2379, 4584.38, 53.7297, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2379, 51.2435, 51.2379
6.33965, 5082, 5004.85, 51.2829, 71.3022, 77.1519, 0, 51.2829, 5001.76, 54.3652, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2829, 51.2887, 51.2829
6.34753, 5242, 5403.12, 51.326, 72.4155, -161.118, 0, 51.326, 5399.34, 55.0973, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.326, 51.3319, 51.326
6.35541, 5724, 5771.3, 51.3671, 75.6703, -47.2979, 0, 51.3671, 5766.73, 55.9311, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3671, 51.3731, 51.3671
6.36328, 6028, 6099.25, 51.4059, 77.6531, -71.2456, 0, 51.406, 6093.78, 56.869, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.4059, 51.412, 51.4059
6.37116, 6404, 6377.62, 51.4424, 80.0375, 26.3818, 0, 51.4424, 6371.14, 57.9106, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4424, 51.4485, 51.4424
6.37904, 6504, 6598.11, 51.4761, 80.6598, -94.1113, 0, 51.4761, 6590.53, 59.051, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4761, 51.4822, 51.4761
6.38692, 6814, 6754.11, 51.5068, 82.5591, 59.8853, 0, 51.5068, 6745.33, 60.2816, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5068, 51.5129, 51.5068
6.39479, 6746, 6840.87, 51.5342, 82.1462, -94.8691, 0, 51.5343, 6830.81, 61.5887, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5342, 51.5402, 51.5342
6.40267, 6820, 6855.78, 51.558, 82.5954, -35.7769, 0, 51.558, 6844.38, 62.9541, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.558, 51.5639, 51.558
6.41055, 6802, 6798.52, 51.5777, 82.4864, 3.47803, 0, 51.5778, 6785.74, 64.355, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5777, 51.5835, 51.5777
