   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_227.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.9852, 0, 3.46067, 2.53573, 1.41421, -3.46067, 0, 3.45864, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53573, 2.53775, 2.53573
11.9931, 2, 3.38985, 2.52635, 2, -1.38985, 0, 3.3874, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52635, 2.52636, 2.52635, 2.52635, 2.5288, 2.52635
12.001, 6, 3.31741, 2.51641, 2.82843, 2.68259, 0, 3.31438, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51641, 2.51944, 2.51641
12.0088, 4, 3.24487, 2.50649, 2.44949, 0.755126, 0, 3.24109, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.50649, 2.51027, 2.50649
12.0167, 4, 3.17587, 2.49934, 2.44949, 0.824129, 0, 3.17111, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.49934, 2.5041, 2.49934
12.0246, 10, 3.10733, 2.49111, 3.4641, 6.89267, 0, 3.10133, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49111, 2.49711, 2.49111
12.0324, 4, 3.04007, 2.4819, 2.44949, 0.959929, 0, 3.03252, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.4819, 2.48944, 2.4819
12.0403, 12, 2.97524, 2.47221, 3.74166, 9.02477, 0, 2.96577, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.47221, 2.48167, 2.47221
12.0482, 8, 2.91381, 2.46254, 3.16228, 5.08619, 0, 2.90201, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46254, 2.46255, 2.46254, 2.46254, 2.47435, 2.46254
12.056, 6, 2.85791, 2.45456, 2.82843, 3.14209, 0, 2.84326, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45456, 2.45457, 2.45456, 2.45456, 2.46921, 2.45456
12.0639, 8, 2.80534, 2.44576, 3.16228, 5.19466, 0, 2.78728, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.44576, 2.46382, 2.44576
12.0718, 4, 2.75643, 2.43622, 2.44949, 1.24357, 0, 2.73429, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.43622, 2.45835, 2.43622
12.0796, 4, 2.71169, 2.42633, 2.44949, 1.28831, 0, 2.68476, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.42633, 2.45326, 2.42633
12.0875, 2, 2.67157, 2.41646, 2, -0.671574, 0, 2.63903, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.41646, 2.449, 2.41646
12.0954, 0, 2.63774, 2.40827, 1.41421, -2.63774, 0, 2.5987, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40827, 2.40828, 2.40827, 2.40827, 2.44732, 2.40827
12.1032, 6, 2.60782, 2.39946, 2.82843, 3.39218, 0, 2.5613, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.39946, 2.44598, 2.39946
12.1111, 2, 2.58175, 2.39009, 2, -0.581749, 0, 2.52672, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.39009, 2.44511, 2.39009
12.119, 0, 2.55966, 2.38044, 1.41421, -2.55966, 0, 2.49503, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.38044, 2.44507, 2.38044
12.1268, 4, 2.54166, 2.37081, 2.44949, 1.45834, 0, 2.46628, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.37081, 2.44618, 2.37081
12.1347, 4, 2.52822, 2.36193, 2.44949, 1.47178, 0, 2.44095, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.36193, 2.4492, 2.36193
12.1426, 4, 2.51796, 2.35266, 2.44949, 1.48204, 0, 2.41763, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.35266, 2.45299, 2.35266
12.1504, 2, 2.51064, 2.34305, 2, -0.510643, 0, 2.39611, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.34305, 2.45758, 2.34305
12.1583, 6, 2.50614, 2.33328, 2.82843, 3.49386, 0, 2.37633, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.33328, 2.46308, 2.33328
12.1662, 0, 2.50431, 2.32352, 1.41421, -2.50431, 0, 2.35823, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32352, 2.32353, 2.32352, 2.32352, 2.4696, 2.32352
12.174, 4, 2.50538, 2.31437, 2.44949, 1.49462, 0, 2.34215, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.31437, 2.4776, 2.31437
12.1819, 4, 2.50827, 2.30507, 2.44949, 1.49173, 0, 2.32717, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.30507, 2.48617, 2.30507
12.1898, 4, 2.5126, 2.29562, 2.44949, 1.4874, 0, 2.31308, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.29562, 2.49513, 2.29562
12.1976, 2, 2.51795, 2.28599, 2, -0.517952, 0, 2.2997, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.28599, 2.50424, 2.28599
12.2055, 4, 2.52397, 2.27621, 2.44949, 1.47603, 0, 2.28691, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.27621, 2.51328, 2.27621
12.2134, 4, 2.53031, 2.26634, 2.44949, 1.46969, 0, 2.27462, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.26634, 2.52203, 2.26634
12.2212, 2, 2.53654, 2.25632, 2, -0.536539, 0, 2.2627, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.25632, 2.53016, 2.25632
12.2291, 4, 2.5423, 2.24619, 2.44949, 1.4577, 0, 2.25107, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.24619, 2.53742, 2.24619
12.237, 6, 2.54721, 2.23596, 2.82843, 3.45279, 0, 2.23967, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.23596, 2.54351, 2.23596
12.2448, 8, 2.55097, 2.22567, 3.16228, 5.44903, 0, 2.22847, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.22567, 2.54817, 2.22567
12.2527, 2, 2.55329, 2.21535, 2, -0.55329, 0, 2.21745, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.21535, 2.55119, 2.21535
12.2606, 2, 2.55391, 2.20506, 2, -0.553906, 0, 2.20663, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.20506, 2.55234, 2.20506
12.2684, 4, 2.55257, 2.1948, 2.44949, 1.44743, 0, 2.19596, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.1948, 2.55141, 2.1948
12.2763, 8, 2.5489, 2.1844, 3.16228, 5.4511, 0, 2.18526, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.1844, 2.54805, 2.1844
12.2842, 2, 2.54278, 2.1739, 2, -0.542777, 0, 2.17453, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.1739, 2.17391, 2.1739, 2.1739, 2.54215, 2.1739
12.292, 0, 2.53414, 2.16337, 1.41421, -2.53414, 0, 2.16382, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.16337, 2.53369, 2.16337
12.2999, 2, 2.52302, 2.15286, 2, -0.523017, 0, 2.15319, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.15286, 2.52269, 2.15286
12.3078, 0, 2.50994, 2.14292, 1.41421, -2.50994, 0, 2.14315, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.14292, 2.5097, 2.14292
12.3156, 4, 2.49414, 2.13271, 2.44949, 1.50586, 0, 2.13288, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.13271, 2.49397, 2.13271
12.3235, 6, 2.47578, 2.12229, 2.82843, 3.52422, 0, 2.12241, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.12229, 2.47565, 2.12229
12.3314, 4, 2.45513, 2.11177, 2.44949, 1.54487, 0, 2.11186, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.11177, 2.45504, 2.11177
12.3392, 0, 2.43252, 2.10128, 1.41421, -2.43252, 0, 2.10134, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.10128, 2.43246, 2.10128
12.3471, 2, 2.409, 2.09162, 2, -0.408995, 0, 2.09166, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.09162, 2.40895, 2.09162
12.355, 2, 2.38362, 2.08159, 2, -0.383624, 0, 2.08162, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.08159, 2.38359, 2.08159
12.3628, 4, 2.35675, 2.07125, 2.44949, 1.64325, 0, 2.07127, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.07125, 2.35673, 2.07125
12.3707, 6, 2.32885, 2.06078, 2.82843, 3.67115, 0, 2.06079, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.06078, 2.32883, 2.06078
12.3786, 2, 2.30038, 2.05033, 2, -0.300379, 0, 2.05034, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.05033, 2.30036, 2.05033
12.3864, 2, 2.27281, 2.04107, 2, -0.272813, 0, 2.04108, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.04107, 2.2728, 2.04107
12.3943, 4, 2.24472, 2.03126, 2.44949, 1.75528, 0, 2.03127, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03126, 2.03127, 2.03126, 2.03126, 2.24471, 2.03126
12.4022, 2, 2.21644, 2.02098, 2, -0.216438, 0, 2.02099, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.02098, 2.21643, 2.02098
12.41, 2, 2.18851, 2.01048, 2, -0.188507, 0, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.01048, 2.1885, 2.01048
12.4179, 2, 2.16143, 2, 2, -0.161431, 0, 2.00001, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2.16142, 2
12.4258, 0, 2.13851, 1.99261, 1.41421, -2.13851, 0, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 1.99261, 2.13851, 1.99261
12.4336, 4, 2.11683, 1.98514, 2.44949, 1.88317, 0, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 1.98514, 2.11683, 1.98514
12.4415, 2, 2.09634, 1.97731, 2, -0.0963416, 0, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 1.97731, 2.09633, 1.97731
12.4494, 2, 2.0773, 1.96914, 2, -0.0773039, 0, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 1.96914, 2.0773, 1.96914
12.4572, 0, 2.06003, 1.96069, 1.41421, -2.06003, 0, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 1.96069, 2.06002, 1.96069
12.4651, 2, 2.04489, 1.95204, 2, -0.0448887, 0, 1.95205, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 1.95204, 2.04488, 1.95204
12.473, 4, 2.03228, 1.94327, 2.44949, 1.96772, 0, 1.94328, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 1.94327, 2.03228, 1.94327
12.4808, 2, 2.02264, 1.93444, 2, -0.0226412, 0, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 1.93444, 2.02263, 1.93444
12.4887, 8, 2.01645, 1.92557, 3.16228, 5.98355, 0, 1.92558, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92557, 1.92558, 1.92557, 1.92557, 2.01644, 1.92557
12.4966, 4, 2.01427, 1.9167, 2.44949, 1.98573, 0, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 1.9167, 2.01426, 1.9167
12.5044, 4, 2.01609, 1.90717, 2.44949, 1.98391, 0, 1.90718, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 1.90717, 2.01608, 1.90717
12.5123, 2, 2.02267, 1.897, 2, -0.0226693, 0, 1.89701, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 1.897, 2.02266, 1.897
12.5202, 2, 2.03507, 1.88637, 2, -0.0350704, 0, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 1.88637, 2.03506, 1.88637
12.528, 2, 2.05442, 1.87537, 2, -0.0544214, 0, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 1.87537, 2.05441, 1.87537
12.5359, 2, 2.08202, 1.86414, 2, -0.0820212, 0, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 1.86414, 2.08201, 1.86414
12.5438, 10, 2.11868, 1.85218, 3.4641, 7.88132, 0, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 1.85218, 2.11867, 1.85218
12.5516, 4, 2.16594, 1.83956, 2.44949, 1.83406, 0, 1.83957, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 1.83956, 2.16593, 1.83956
12.5595, 6, 2.22575, 1.82664, 2.82843, 3.77425, 0, 1.82665, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 1.82664, 2.22574, 1.82664
12.5674, 10, 2.30015, 1.81377, 3.4641, 7.69985, 0, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 1.81377, 2.30014, 1.81377
12.5752, 4, 2.39111, 1.80111, 2.44949, 1.60889, 0, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 1.80111, 2.3911, 1.80111
12.5831, 8, 2.49893, 1.78714, 3.16228, 5.50107, 0, 1.78715, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78714, 1.78715, 1.78714, 1.78714, 2.49893, 1.78714
12.591, 8, 2.62561, 1.77201, 3.16228, 5.37439, 0, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 1.77201, 2.62561, 1.77201
12.5988, 4, 2.77351, 1.75632, 2.44949, 1.22649, 0, 1.75633, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75632, 1.75633, 1.75632, 1.75632, 2.7735, 1.75632
12.6067, 10, 2.9449, 1.74071, 3.4641, 7.0551, 0, 1.74072, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 1.74071, 2.94489, 1.74071
12.6146, 10, 3.14585, 1.72976, 3.4641, 6.85415, 0, 1.72977, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72976, 1.72977, 1.72976, 1.72976, 3.14584, 1.72976
12.6224, 0, 3.37013, 1.71616, 1.41421, -3.37013, 0, 1.71617, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 1.71616, 3.37012, 1.71616
12.6303, 6, 3.61878, 1.70013, 2.82843, 2.38122, 0, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 1.70013, 3.61877, 1.70013
12.6382, 8, 3.89343, 1.68294, 3.16228, 4.10657, 0, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 1.68294, 3.89342, 1.68294
12.646, 10, 4.19504, 1.66584, 3.4641, 5.80496, 0, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 1.66584, 4.19504, 1.66584
12.6539, 12, 4.53098, 1.65698, 3.74166, 7.46902, 0, 1.65699, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 1.65698, 4.53097, 1.65698
12.6618, 4, 4.88772, 1.64431, 2.44949, -0.887716, 0, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 1.64431, 4.88771, 1.64431
12.6696, 10, 5.26326, 1.62816, 3.4641, 4.73674, 0, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 1.62816, 5.26326, 1.62816
12.6775, 8, 5.65648, 1.61033, 3.16228, 2.34352, 0, 1.61034, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 1.61033, 5.65647, 1.61033
12.6854, 8, 6.06546, 1.59261, 3.16228, 1.93454, 0, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 1.59261, 6.06545, 1.59261
12.6932, 12, 6.4958, 1.58516, 3.74166, 5.5042, 0, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 1.58516, 6.49579, 1.58516
12.7011, 14, 6.92725, 1.57284, 4, 7.07275, 0, 1.57285, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 1.57284, 6.92724, 1.57284
12.709, 8, 7.35454, 1.55608, 3.16228, 0.645463, 0, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 1.55608, 7.35453, 1.55608
