   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_174.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0285481, 348, 0, 0, 18.7083, 348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0206777, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0128073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0049369, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0029335, 0, 3.32306e-22, 0, 1.41421, -3.32306e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13573e-24, 0, 0, 3.30039e-27, 7.21773e-27, 0, 3.3016e-22, 0, 0, 0
0.0108039, 0, 8.15927e-22, 0, 1.41421, -8.15927e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24396e-24, 0, 0, 8.23349e-27, 1.80824e-26, 0, 8.10657e-22, 0, 0, 0
0.0186743, 0, 1.96718e-21, 0, 1.41421, -1.96718e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26431e-23, 0, 0, 2.01689e-26, 4.4438e-26, 0, 1.95447e-21, 0, 0, 0
0.0265447, 0, 4.66231e-21, 0, 1.41421, -4.66231e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99646e-23, 0, 0, 4.85682e-26, 1.07266e-25, 0, 4.63219e-21, 0, 0, 0
0.0344151, 0, 1.0873e-20, 0, 1.41421, -1.0873e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98804e-23, 0, 0, 1.15087e-25, 2.54607e-25, 0, 1.08027e-20, 0, 0, 0
0.0422855, 0, 2.49716e-20, 0, 1.41421, -2.49716e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60492e-22, 0, 0, 2.68581e-25, 5.94835e-25, 0, 2.48103e-20, 0, 0, 0
0.0501559, 0, 5.65221e-20, 0, 1.41421, -5.65221e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.63266e-22, 0, 0, 6.17768e-25, 1.36902e-24, 0, 5.61569e-20, 0, 0, 0
0.0580263, 0, 1.26166e-19, 0, 1.41421, -1.26166e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10866e-22, 0, 0, 1.40141e-24, 3.1062e-24, 0, 1.25351e-19, 0, 0, 0
0.0658967, 0, 2.77889e-19, 0, 1.41421, -2.77889e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78598e-21, 0, 0, 3.13724e-24, 6.95254e-24, 0, 2.76093e-19, 0, 0, 0
0.0737671, 0, 6.0426e-19, 0, 1.41421, -6.0426e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88356e-21, 0, 0, 6.93432e-24, 1.53606e-23, 0, 6.00354e-19, 0, 0, 0
