   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0307076, 18, 0, 0, 4.47214, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0227981, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0148886, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00697907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00093044, 0, 1.23874e-19, 0, 1.41421, -1.23874e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.29325e-22, 0, 0, 1.20759e-24, 0, 0, 1.23244e-19, 0, 0, 0
0.00883995, 0, 2.62966e-19, 0, 1.41421, -2.62966e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33596e-21, 0, 0, 2.59875e-24, 0, 0, 2.61627e-19, 0, 0, 0
0.0167495, 0, 5.51561e-19, 0, 1.41421, -5.51561e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80212e-21, 0, 0, 5.52664e-24, 0, 0, 5.48753e-19, 0, 0, 0
0.024659, 0, 1.14355e-18, 0, 1.41421, -1.14355e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.80965e-21, 0, 0, 1.16201e-23, 0, 0, 1.13773e-18, 0, 0, 0
0.0325685, 0, 2.34457e-18, 0, 1.41421, -2.34457e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19113e-20, 0, 0, 2.41651e-23, 0, 0, 2.33264e-18, 0, 0, 0
0.040478, 0, 4.75566e-18, 0, 1.41421, -4.75566e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41604e-20, 0, 0, 4.97339e-23, 0, 0, 4.73145e-18, 0, 0, 0
