   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_88.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0297064, 176, 0, 0, 13.3417, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0218278, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0139491, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00607053, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00180808, 0, 2.81515e-21, 0, 1.41421, -2.81515e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94442e-24, 0, 0, 2.19668e-26, 1.79661e-25, 0, 2.807e-21, 0, 0, 0
0.00968669, 0, 6.46628e-21, 0, 1.41421, -6.46628e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8248e-23, 0, 0, 5.12888e-26, 4.20115e-25, 0, 6.44756e-21, 0, 0, 0
0.0175653, 0, 1.46333e-20, 0, 1.41421, -1.46333e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12955e-23, 0, 0, 1.17984e-25, 9.67365e-25, 0, 1.45909e-20, 0, 0, 0
0.0254439, 0, 3.26496e-20, 0, 1.41421, -3.26496e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.21376e-23, 0, 0, 2.67599e-25, 2.19523e-24, 0, 3.2555e-20, 0, 0, 0
0.0333225, 0, 7.18687e-20, 0, 1.41421, -7.18687e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02814e-22, 0, 0, 5.9882e-25, 4.91316e-24, 0, 7.16604e-20, 0, 0, 0
0.0412011, 0, 1.56163e-19, 0, 1.41421, -1.56163e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40693e-22, 0, 0, 1.32286e-24, 1.08521e-23, 0, 1.5571e-19, 0, 0, 0
0.0490797, 0, 3.35126e-19, 0, 1.41421, -3.35126e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45727e-22, 0, 0, 2.8864e-24, 2.36696e-23, 0, 3.34153e-19, 0, 0, 0
0.0569584, 0, 7.10605e-19, 0, 1.41421, -7.10605e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00533e-21, 0, 0, 6.22345e-24, 5.10056e-23, 0, 7.08542e-19, 0, 0, 0
0.064837, 0, 1.48941e-18, 0, 1.41421, -1.48941e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20311e-21, 0, 0, 1.32654e-23, 1.08642e-22, 0, 1.48509e-18, 0, 0, 0
0.0727156, 0, 3.0869e-18, 0, 1.41421, -3.0869e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71122e-21, 0, 0, 2.79629e-23, 2.28828e-22, 0, 3.07793e-18, 0, 0, 0
0.0805942, 0, 6.32847e-18, 0, 1.41421, -6.32847e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78589e-20, 0, 0, 5.83137e-23, 4.76787e-22, 0, 6.31008e-18, 0, 0, 0
0.0884728, 0, 1.28372e-17, 0, 1.41421, -1.28372e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62264e-20, 0, 0, 1.20343e-22, 9.83089e-22, 0, 1.27999e-17, 0, 0, 0
0.0963514, 0, 2.57724e-17, 0, 1.41421, -2.57724e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27293e-20, 0, 0, 2.4584e-22, 2.00656e-21, 0, 2.56974e-17, 0, 0, 0
0.10423, 0, 5.12225e-17, 0, 1.41421, -5.12225e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44549e-19, 0, 0, 4.97257e-22, 4.05538e-21, 0, 5.10734e-17, 0, 0, 0
