   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_137.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.161368, 0, 3.7896e-16, 0, 1.41421, -3.7896e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79162e-18, 0, 0, 8.70886e-20, 0, 3.77082e-16, 0, 0, 0
0.16924, 0, 7.4293e-16, 0, 1.41421, -7.4293e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51236e-18, 0, 0, 1.74201e-19, 0, 7.39244e-16, 0, 0, 0
0.177112, 0, 1.44203e-15, 0, 1.41421, -1.44203e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.81748e-18, 0, 0, 3.45115e-19, 0, 1.43487e-15, 0, 0, 0
0.184983, 0, 2.77166e-15, 0, 1.41421, -2.77166e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31035e-17, 0, 0, 6.7731e-19, 0, 2.75788e-15, 0, 0, 0
0.192855, 0, 5.27595e-15, 0, 1.41421, -5.27595e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49427e-17, 0, 0, 1.31705e-18, 0, 5.24969e-15, 0, 0, 0
0.200727, 0, 9.94751e-15, 0, 1.41421, -9.94751e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70279e-17, 0, 0, 2.538e-18, 0, 9.89794e-15, 0, 0, 0
0.208599, 0, 1.85793e-14, 0, 1.41421, -1.85793e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78351e-17, 0, 0, 4.8476e-18, 0, 1.84866e-14, 0, 0, 0
0.216471, 0, 3.43791e-14, 0, 1.41421, -3.43791e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62529e-16, 0, 0, 9.17869e-18, 0, 3.42074e-14, 0, 0, 0
0.224343, 0, 6.30308e-14, 0, 1.41421, -6.30308e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9798e-16, 0, 0, 1.72315e-17, 0, 6.27156e-14, 0, 0, 0
0.232215, 0, 1.1451e-13, 0, 1.41421, -1.1451e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41347e-16, 0, 0, 3.20788e-17, 0, 1.13937e-13, 0, 0, 0
0.240086, 0, 2.06159e-13, 0, 1.41421, -2.06159e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7462e-16, 0, 0, 5.92286e-17, 0, 2.05126e-13, 0, 0, 0
0.247958, 0, 3.67847e-13, 0, 1.41421, -3.67847e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.739e-15, 0, 0, 1.08474e-16, 0, 3.65999e-13, 0, 0, 0
0.25583, 0, 6.5053e-13, 0, 1.41421, -6.5053e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07541e-15, 0, 0, 1.97089e-16, 0, 6.47257e-13, 0, 0, 0
0.263702, 0, 1.14034e-12, 0, 1.41421, -1.14034e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.39106e-15, 0, 0, 3.5533e-16, 0, 1.13459e-12, 0, 0, 0
0.271574, 0, 1.9815e-12, 0, 1.41421, -1.9815e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.36795e-15, 0, 0, 6.35756e-16, 0, 1.9715e-12, 0, 0, 0
0.279446, 0, 3.41332e-12, 0, 1.41421, -3.41332e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61377e-14, 0, 0, 1.12904e-15, 0, 3.39605e-12, 0, 0, 0
0.287318, 0, 5.82917e-12, 0, 1.41421, -5.82917e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75607e-14, 0, 0, 1.9905e-15, 0, 5.79962e-12, 0, 0, 0
0.295189, 0, 9.86979e-12, 0, 1.41421, -9.86979e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66681e-14, 0, 0, 3.48442e-15, 0, 9.81963e-12, 0, 0, 0
0.303061, 0, 1.65693e-11, 0, 1.41421, -1.65693e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.83528e-14, 0, 0, 6.05769e-15, 0, 1.64849e-11, 0, 0, 0
0.310933, 0, 2.75814e-11, 0, 1.41421, -2.75814e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30443e-13, 0, 0, 1.04613e-14, 0, 2.74405e-11, 0, 0, 0
0.318805, 0, 4.55269e-11, 0, 1.41421, -4.55269e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15347e-13, 0, 0, 1.79505e-14, 0, 4.52936e-11, 0, 0, 0
0.326677, 0, 7.45212e-11, 3.0268e-43, 1.41421, -7.45212e-11, 0, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.0268e-43, 3.52566e-13, 3.0268e-43, 3.0268e-43, 3.06122e-14, 3.0268e-43, 7.41381e-11, 3.0268e-43, 3.0268e-43, 3.0268e-43
0.334549, 0, 1.20969e-10, 5.16098e-42, 1.41421, -1.20969e-10, 0, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.16098e-42, 5.72466e-13, 5.16098e-42, 5.16098e-42, 5.19009e-14, 5.16098e-42, 1.20345e-10, 5.16098e-42, 5.16098e-42, 5.16098e-42
0.342421, 0, 1.94747e-10, 7.2569e-41, 1.41421, -1.94747e-10, 0, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 7.2569e-41, 9.21917e-13, 7.2569e-41, 7.2569e-41, 8.75108e-14, 7.2569e-41, 1.93738e-10, 7.2569e-41, 7.2569e-41, 7.2569e-41
0.350292, 0, 3.10951e-10, 9.06396e-40, 1.41421, -3.10951e-10, 0, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 9.06396e-40, 1.47264e-12, 9.06396e-40, 9.06396e-40, 1.46797e-13, 9.06396e-40, 3.09331e-10, 9.06396e-40, 9.06396e-40, 9.06396e-40
0.358164, 0, 4.92444e-10, 1.01247e-38, 1.41421, -4.92444e-10, 0, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 1.01247e-38, 2.33341e-12, 1.01247e-38, 1.01247e-38, 2.45084e-13, 1.01247e-38, 4.89865e-10, 1.01247e-38, 1.01247e-38, 1.01247e-38
0.366036, 0, 7.7355e-10, 1.02372e-37, 1.41421, -7.7355e-10, 0, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 1.02372e-37, 3.66783e-12, 1.02372e-37, 1.02372e-37, 4.07426e-13, 1.02372e-37, 7.69475e-10, 1.02372e-37, 1.02372e-37, 1.02372e-37
0.373908, 0, 1.20534e-09, 9.41932e-37, 1.41421, -1.20534e-09, 0, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 9.41932e-37, 5.71981e-12, 9.41932e-37, 9.41932e-37, 6.74708e-13, 9.41932e-37, 1.19894e-09, 9.41932e-37, 9.41932e-37, 9.41932e-37
0.38178, 0, 1.86312e-09, 7.93514e-36, 1.41421, -1.86312e-09, 0, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 7.93514e-36, 8.85002e-12, 7.93514e-36, 7.93514e-36, 1.1136e-12, 7.93514e-36, 1.85316e-09, 7.93514e-36, 7.93514e-36, 7.93514e-36
0.389652, 0, 2.85698e-09, 6.14212e-35, 1.41421, -2.85698e-09, 0, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 6.14212e-35, 1.35874e-11, 6.14212e-35, 6.14212e-35, 1.83275e-12, 6.14212e-35, 2.84156e-09, 6.14212e-35, 6.14212e-35, 6.14212e-35
0.397524, 0, 4.34645e-09, 4.38702e-34, 1.41421, -4.34645e-09, 0, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 4.38702e-34, 2.07012e-11, 4.38702e-34, 4.38702e-34, 3.00918e-12, 4.38702e-34, 4.32274e-09, 4.38702e-34, 4.38702e-34, 4.38702e-34
0.405395, 0, 6.56062e-09, 3.02249e-33, 1.41421, -6.56062e-09, 0, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.02249e-33, 3.13016e-11, 3.02249e-33, 3.02249e-33, 4.9313e-12, 3.02249e-33, 6.52439e-09, 3.02249e-33, 3.02249e-33, 3.02249e-33
0.413267, 0, 9.82581e-09, 1.78699e-32, 1.41421, -9.82581e-09, 0, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 1.78699e-32, 4.69786e-11, 1.78699e-32, 1.78699e-32, 8.06913e-12, 1.78699e-32, 9.77076e-09, 1.78699e-32, 1.78699e-32, 1.78699e-32
0.421139, 0, 1.46026e-08, 9.93554e-32, 1.41421, -1.46026e-08, 0, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 9.93554e-32, 6.9991e-11, 9.93554e-32, 9.93554e-32, 1.31882e-11, 9.93554e-32, 1.45195e-08, 9.93554e-32, 9.93554e-32, 9.93554e-32
0.429011, 0, 2.15364e-08, 1.17851e-30, 1.41421, -2.15364e-08, 0, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.17851e-30, 1.03529e-10, 1.17851e-30, 1.17851e-30, 2.15576e-11, 1.17851e-30, 2.14113e-08, 1.17851e-30, 1.17851e-30, 1.17851e-30
0.436883, 0, 3.15214e-08, 5.86544e-30, 1.41421, -3.15214e-08, 0, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 5.86544e-30, 1.5205e-10, 5.86544e-30, 5.86544e-30, 3.51702e-11, 5.86544e-30, 3.13342e-08, 5.86544e-30, 5.86544e-30, 5.86544e-30
0.444755, 0, 4.57901e-08, 2.76768e-29, 1.41421, -4.57901e-08, 0, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.76768e-29, 2.21764e-10, 2.76768e-29, 2.76768e-29, 5.73335e-11, 2.76768e-29, 4.5511e-08, 2.76768e-29, 2.76768e-29, 2.76768e-29
0.452627, 0, 6.60245e-08, 1.257e-28, 1.41421, -6.60245e-08, 0, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 1.257e-28, 3.21246e-10, 1.257e-28, 1.257e-28, 9.33777e-11, 1.257e-28, 6.56099e-08, 1.257e-28, 1.257e-28, 1.257e-28
0.460498, 0, 9.45025e-08, 5.45626e-28, 1.41421, -9.45025e-08, 0, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 5.45626e-28, 4.62265e-10, 5.45626e-28, 5.45626e-28, 1.51903e-10, 5.45626e-28, 9.38883e-08, 5.45626e-28, 5.45626e-28, 5.45626e-28
0.46837, 0, 1.34283e-07, 2.25753e-27, 1.41421, -1.34283e-07, 0, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 2.25753e-27, 6.60869e-10, 2.25753e-27, 2.25753e-27, 2.4672e-10, 2.25753e-27, 1.33376e-07, 2.25753e-27, 2.25753e-27, 2.25753e-27
0.476242, 0, 1.89444e-07, 8.91867e-27, 1.41421, -1.89444e-07, 0, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 8.91867e-27, 9.38809e-10, 8.91867e-27, 8.91867e-27, 3.9989e-10, 8.91867e-27, 1.88106e-07, 8.91867e-27, 8.91867e-27, 8.91867e-27
0.484114, 0, 2.65377e-07, 3.36888e-26, 1.41421, -2.65377e-07, 0, 3.36888e-26, 3.36888e-26, 3.36888e-26, 3.36888e-26, 3.36888e-26, 9.35807e-13, 3.36888e-26, 3.36888e-26, 3.36888e-26, 1.32538e-09, 3.36888e-26, 3.36888e-26, 6.4643e-10, 3.36888e-26, 2.63404e-07, 3.36888e-26, 3.36888e-26, 3.36888e-26
0.491986, 0, 3.69154e-07, 1.21893e-25, 1.41421, -3.69154e-07, 0, 1.21893e-25, 1.21893e-25, 1.21893e-25, 1.21893e-25, 1.21893e-25, 3.26376e-12, 1.21893e-25, 1.21893e-25, 1.21893e-25, 1.85981e-09, 1.21893e-25, 1.21893e-25, 1.04151e-09, 1.21893e-25, 3.66249e-07, 1.21893e-25, 1.21893e-25, 1.21893e-25
0.499858, 0, 5.11679e-07, 4.27353e-25, 1.41421, -5.11679e-07, 0, 7.56018e-15, 7.17929e-14, 4.19353e-10, 2.10938e-11, 6.87436e-12, 5.19732e-11, 3.84019e-10, 7.31781e-13, 7.51896e-10, 2.59434e-09, 4.1638e-13, 2.09542e-12, 1.67137e-09, 1.28189e-15, 5.05762e-07, 4.27353e-25, 4.27353e-25, 1.24465e-11
0.50773, 0, 7.05781e-07, 1.2902e-10, 1.41421, -7.05781e-07, 1.2902e-10, 1.29047e-10, 1.2927e-10, 1.58476e-09, 2.02245e-10, 1.52884e-10, 3.00625e-10, 1.4621e-09, 1.31561e-10, 2.73915e-09, 3.72706e-09, 1.30466e-10, 1.36294e-10, 2.79861e-09, 1.29025e-10, 6.93791e-07, 1.2902e-10, 1.2902e-10, 1.72227e-10
0.515601, 0, 9.70141e-07, 4.43037e-10, 1.41421, -9.70141e-07, 4.43037e-10, 4.43108e-10, 4.43711e-10, 4.38059e-09, 6.41099e-10, 5.07584e-10, 8.99572e-10, 4.04881e-09, 4.49908e-10, 7.50302e-09, 5.40481e-09, 4.46946e-10, 4.62712e-10, 4.68418e-09, 4.43049e-10, 9.45467e-07, 4.43037e-10, 4.43037e-10, 5.59904e-10
0.523473, 0, 1.33206e-06, 1.19032e-09, 1.41421, -1.33206e-06, 1.19032e-09, 1.19049e-09, 1.19198e-09, 1.09089e-08, 1.67917e-09, 1.34963e-09, 2.30727e-09, 1.009e-08, 1.20728e-09, 1.86156e-08, 7.99462e-09, 1.19997e-09, 1.23888e-09, 7.88765e-09, 1.19035e-09, 1.28039e-06, 1.19032e-09, 1.19032e-09, 1.47877e-09
0.531345, 0, 1.83309e-06, 2.92446e-09, 1.41421, -1.83309e-06, 2.92446e-09, 2.92487e-09, 2.92837e-09, 2.57629e-08, 4.07326e-09, 3.29885e-09, 5.53325e-09, 2.38386e-08, 2.96432e-09, 4.38736e-08, 1.22044e-08, 2.94714e-09, 3.03858e-09, 1.34306e-08, 2.92453e-09, 1.72362e-06, 2.92446e-09, 2.92446e-09, 3.60231e-09
0.539217, 0, 2.54021e-06, 6.849e-09, 1.41421, -2.54021e-06, 6.849e-09, 6.84993e-09, 6.85788e-09, 5.87169e-08, 9.458e-09, 7.69926e-09, 1.27429e-08, 5.43465e-08, 6.93951e-09, 9.98475e-08, 1.9437e-08, 6.9005e-09, 7.10817e-09, 2.32127e-08, 6.84916e-09, 2.30759e-06, 6.849e-09, 6.849e-09, 8.38844e-09
0.547089, 0, 3.56752e-06, 1.55111e-08, 1.41421, -3.56752e-06, 1.55111e-08, 1.55132e-08, 1.55307e-08, 1.30026e-07, 2.12713e-08, 1.73883e-08, 2.92915e-08, 1.20377e-07, 1.5711e-08, 2.20835e-07, 3.24953e-08, 1.56248e-08, 1.60833e-08, 4.08297e-08, 1.55115e-08, 3.07479e-06, 1.55111e-08, 1.55111e-08, 1.891e-08
0.554961, 0, 5.11365e-06, 3.41623e-08, 1.41421, -5.11365e-06, 3.41623e-08, 3.41667e-08, 3.42044e-08, 2.80563e-07, 4.65564e-08, 3.82015e-08, 6.47783e-08, 2.59802e-07, 3.45922e-08, 4.75957e-07, 5.69569e-08, 3.44069e-08, 3.53935e-08, 7.29996e-08, 3.4163e-08, 4.08187e-06, 3.41623e-08, 3.41623e-08, 4.14755e-08
0.562833, 0, 7.54516e-06, 7.33417e-08, 1.41421, -7.54516e-06, 7.33417e-08, 7.3351e-08, 7.34303e-08, 5.90645e-07, 9.93625e-08, 8.18217e-08, 1.49819e-07, 5.47057e-07, 7.42444e-08, 1.00086e-06, 1.03775e-07, 7.38553e-08, 7.59266e-08, 1.32428e-07, 7.33433e-08, 5.40667e-06, 7.33417e-08, 7.33417e-08, 8.86953e-08
0.570704, 0, 1.15068e-05, 1.53642e-07, 1.41421, -1.15068e-05, 1.53642e-07, 1.53661e-07, 1.53824e-07, 1.21392e-06, 2.06975e-07, 1.71023e-07, 3.28133e-07, 1.12458e-06, 1.55492e-07, 2.05471e-06, 1.94065e-07, 1.54695e-07, 1.5894e-07, 2.4278e-07, 1.53645e-07, 7.15982e-06, 1.53642e-07, 1.53642e-07, 1.85112e-07
0.578576, 0, 1.8164e-05, 3.14244e-07, 1.41421, -1.8164e-05, 3.14244e-07, 3.14282e-07, 3.14608e-07, 2.43666e-06, 4.21003e-07, 3.49036e-07, 6.94233e-07, 2.25783e-06, 3.17948e-07, 4.11971e-06, 3.67663e-07, 3.16352e-07, 3.24849e-07, 4.47581e-07, 3.14251e-07, 9.5044e-06, 3.14244e-07, 3.14244e-07, 3.77238e-07
0.586448, 0, 2.95847e-05, 6.27709e-07, 1.41421, -2.95847e-05, 6.27709e-07, 6.27784e-07, 6.2842e-07, 4.77799e-06, 8.36472e-07, 6.95744e-07, 1.43057e-06, 4.42829e-06, 6.34951e-07, 8.06912e-06, 6.97951e-07, 6.3183e-07, 6.48447e-07, 8.25478e-07, 6.27722e-07, 1.26887e-05, 6.27709e-07, 6.27709e-07, 7.5089e-07
0.59432, 0, 4.93666e-05, 1.22485e-06, 1.41421, -4.93666e-05, 1.22485e-06, 1.22499e-06, 1.22621e-06, 9.15441e-06, 1.62371e-06, 1.35484e-06, 2.87254e-06, 8.48627e-06, 1.23869e-06, 1.54425e-05, 1.31677e-06, 1.23272e-06, 1.26447e-06, 1.51576e-06, 1.22487e-06, 1.71005e-05, 1.22485e-06, 1.22485e-06, 1.4602e-06
0.602192, 0, 8.36796e-05, 2.33523e-06, 1.41421, -8.36796e-05, 2.33523e-06, 2.3355e-06, 2.33777e-06, 1.7141e-05, 3.07997e-06, 2.57794e-06, 5.66191e-06, 1.58934e-05, 2.36107e-06, 2.88817e-05, 2.45496e-06, 2.34993e-06, 2.40921e-06, 2.75971e-06, 2.33528e-06, 2.3354e-05, 2.33523e-06, 2.33523e-06, 2.77467e-06
0.610064, 0, 0.000142834, 4.35083e-06, 1.41421, -0.000142834, 4.35083e-06, 4.35132e-06, 4.35546e-06, 3.13713e-05, 5.70999e-06, 4.79377e-06, 1.09588e-05, 2.90946e-05, 4.39798e-06, 5.27983e-05, 4.50611e-06, 4.37766e-06, 4.48585e-06, 4.96551e-06, 4.35092e-06, 3.2426e-05, 4.35083e-06, 4.35083e-06, 5.1528e-06
0.617936, 0, 0.000243679, 7.92298e-06, 1.41421, -0.000243679, 7.92298e-06, 7.92385e-06, 7.93124e-06, 5.61312e-05, 1.03479e-05, 8.71325e-06, 2.08361e-05, 5.20692e-05, 8.00711e-06, 9.43598e-05, 8.12353e-06, 7.97085e-06, 8.16387e-06, 8.80681e-06, 7.92313e-06, 4.58624e-05, 7.92298e-06, 7.92298e-06, 9.35381e-06
0.625807, 0, 0.000413098, 1.41043e-05, 1.41421, -0.000413098, 1.41043e-05, 1.41058e-05, 1.41187e-05, 9.82027e-05, 1.83345e-05, 1.54829e-05, 3.89259e-05, 9.11166e-05, 1.4251e-05, 0.000164892, 1.43623e-05, 1.41878e-05, 1.45245e-05, 1.5367e-05, 1.41045e-05, 6.6086e-05, 1.41043e-05, 1.41043e-05, 1.66003e-05
0.633679, 0, 0.000692943, 2.45492e-05, 1.41421, -0.000692943, 2.45492e-05, 2.45518e-05, 2.45737e-05, 0.000168025, 3.17661e-05, 2.69011e-05, 7.1471e-05, 0.000155936, 2.47995e-05, 0.000281799, 2.48801e-05, 2.46916e-05, 2.52661e-05, 2.6343e-05, 2.45496e-05, 9.68194e-05, 2.45492e-05, 2.45492e-05, 2.88075e-05
0.641551, 0, 0.00114678, 4.17852e-05, 1.41421, -0.00114678, 4.17852e-05, 4.17896e-05, 4.18262e-05, 0.000281212, 5.38286e-05, 4.57101e-05, 0.000128989, 0.000261037, 4.2203e-05, 0.000471074, 4.22082e-05, 4.2023e-05, 4.29816e-05, 4.4321e-05, 4.1786e-05, 0.000143681, 4.17852e-05, 4.17852e-05, 4.88914e-05
0.649423, 0, 0.00186884, 6.95652e-05, 1.41421, -0.00186884, 6.95652e-05, 6.95723e-05, 6.96321e-05, 0.000460458, 8.92275e-05, 7.5973e-05, 0.000228846, 0.000427521, 7.02473e-05, 0.000770432, 7.01045e-05, 6.99533e-05, 7.15185e-05, 7.3135e-05, 6.95664e-05, 0.000214959, 6.95652e-05, 6.95652e-05, 8.1167e-05
