   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0301936, 10, 0, 0, 3.4641, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0222817, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0143699, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00645802, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00145383, 0, 3.18274e-20, 0, 1.41421, -3.18274e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35545e-23, 0, 0, 5.10176e-25, 0, 0, 3.17333e-20, 0, 0, 0
0.00936569, 0, 7.42881e-20, 0, 1.41421, -7.42881e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18365e-22, 0, 0, 1.21654e-24, 0, 0, 7.40686e-20, 0, 0, 0
0.0172775, 0, 1.62048e-19, 0, 1.41421, -1.62048e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76329e-22, 0, 0, 2.69103e-24, 0, 0, 1.61569e-19, 0, 0, 0
0.0251894, 0, 3.48883e-19, 0, 1.41421, -3.48883e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02552e-21, 0, 0, 5.87584e-24, 0, 0, 3.47852e-19, 0, 0, 0
0.0331013, 0, 7.41749e-19, 0, 1.41421, -7.41749e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18032e-21, 0, 0, 1.2671e-23, 0, 0, 7.39556e-19, 0, 0, 0
0.0410131, 0, 1.55803e-18, 0, 1.41421, -1.55803e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57971e-21, 0, 0, 2.69993e-23, 0, 0, 1.55342e-18, 0, 0, 0
0.048925, 0, 3.23455e-18, 0, 1.41421, -3.23455e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50774e-21, 0, 0, 5.68694e-23, 0, 0, 3.22499e-18, 0, 0, 0
0.0568368, 0, 6.63954e-18, 0, 1.41421, -6.63954e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95165e-20, 0, 0, 1.18457e-22, 0, 0, 6.61991e-18, 0, 0, 0
0.0647487, 0, 1.34803e-17, 0, 1.41421, -1.34803e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96243e-20, 0, 0, 2.44094e-22, 0, 0, 1.34404e-17, 0, 0, 0
0.0726605, 0, 2.70789e-17, 0, 1.41421, -2.70789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95964e-20, 0, 0, 4.97749e-22, 0, 0, 2.69988e-17, 0, 0, 0
0.0805724, 0, 5.38342e-17, 0, 1.41421, -5.38342e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58242e-19, 0, 0, 1.00473e-21, 0, 0, 5.36749e-17, 0, 0, 0
0.0884843, 0, 1.05949e-16, 0, 1.41421, -1.05949e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.11429e-19, 0, 0, 2.00818e-21, 0, 0, 1.05635e-16, 0, 0, 0
0.0963961, 0, 2.06467e-16, 0, 1.41421, -2.06467e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06895e-19, 0, 0, 3.97535e-21, 0, 0, 2.05856e-16, 0, 0, 0
0.104308, 0, 3.9849e-16, 0, 1.41421, -3.9849e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17133e-18, 0, 0, 7.79604e-21, 0, 0, 3.97311e-16, 0, 0, 0
0.11222, 0, 7.61879e-16, 0, 1.41421, -7.61879e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23949e-18, 0, 0, 1.51494e-20, 0, 0, 7.59625e-16, 0, 0, 0
0.120132, 0, 1.44324e-15, 0, 1.41421, -1.44324e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24229e-18, 0, 0, 2.91759e-20, 0, 0, 1.43897e-15, 0, 0, 0
0.128044, 0, 2.70925e-15, 0, 1.41421, -2.70925e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.96364e-18, 0, 0, 5.56988e-20, 0, 0, 2.70123e-15, 0, 0, 0
0.135955, 0, 5.0407e-15, 0, 1.41421, -5.0407e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48167e-17, 0, 0, 1.05423e-19, 0, 0, 5.02578e-15, 0, 0, 0
0.143867, 0, 9.2966e-15, 0, 1.41421, -9.2966e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73266e-17, 0, 0, 1.97861e-19, 0, 0, 9.26907e-15, 0, 0, 0
0.151779, 0, 1.69984e-14, 0, 1.41421, -1.69984e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99653e-17, 0, 0, 3.68286e-19, 0, 0, 1.69481e-14, 0, 0, 0
0.159691, 0, 3.08174e-14, 0, 1.41421, -3.08174e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.05851e-17, 0, 0, 6.79937e-19, 0, 0, 3.07262e-14, 0, 0, 0
0.167603, 0, 5.54035e-14, 0, 1.41421, -5.54035e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62854e-16, 0, 0, 1.24528e-18, 0, 0, 5.52394e-14, 0, 0, 0
0.175515, 0, 9.87819e-14, 0, 1.41421, -9.87819e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9036e-16, 0, 0, 2.26278e-18, 0, 0, 9.84893e-14, 0, 0, 0
0.183427, 0, 1.74685e-13, 0, 1.41421, -1.74685e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13471e-16, 0, 0, 4.07989e-18, 0, 0, 1.74167e-13, 0, 0, 0
