   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_233.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0307035, 466, 0, 0, 21.6333, 466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0228326, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0149617, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00709075, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000780176, 0, 2.25326e-22, 0, 1.41421, -2.25326e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13811e-24, 0, 0, 3.10686e-27, 0, 2.0522e-27, 0, 2.24183e-22, 0, 0, 0
0.0086511, 0, 5.67909e-22, 0, 1.41421, -5.67909e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86846e-24, 0, 0, 7.93094e-27, 0, 5.29112e-27, 0, 5.65027e-22, 0, 0, 0
0.016522, 0, 1.40143e-21, 0, 1.41421, -1.40143e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07851e-24, 0, 0, 1.98231e-26, 0, 1.33389e-26, 0, 1.39432e-21, 0, 0, 0
0.0243929, 0, 3.39158e-21, 0, 1.41421, -3.39158e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71306e-23, 0, 0, 4.8595e-26, 0, 3.2944e-26, 0, 3.37437e-21, 0, 0, 0
0.0322639, 0, 8.06048e-21, 0, 1.41421, -8.06048e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07128e-23, 0, 0, 1.17001e-25, 0, 7.98357e-26, 0, 8.01957e-21, 0, 0, 0
0.0401348, 0, 1.88344e-20, 0, 1.41421, -1.88344e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5131e-23, 0, 0, 2.76999e-25, 0, 1.9009e-25, 0, 1.87388e-20, 0, 0, 0
0.0480057, 0, 4.33117e-20, 0, 1.41421, -4.33117e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18764e-22, 0, 0, 6.45502e-25, 0, 4.45197e-25, 0, 4.30918e-20, 0, 0, 0
0.0558766, 0, 9.81049e-20, 0, 1.41421, -9.81049e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.9552e-22, 0, 0, 1.48192e-24, 0, 1.02658e-24, 0, 9.76069e-20, 0, 0, 0
0.0637476, 0, 2.19045e-19, 0, 1.41421, -2.19045e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10638e-21, 0, 0, 3.35423e-24, 0, 2.33268e-24, 0, 2.17933e-19, 0, 0, 0
0.0716185, 0, 4.82412e-19, 0, 1.41421, -4.82412e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43662e-21, 0, 0, 7.49012e-24, 0, 5.22698e-24, 0, 4.79962e-19, 0, 0, 0
0.0794894, 0, 1.04855e-18, 0, 1.41421, -1.04855e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29615e-21, 0, 0, 1.65108e-23, 0, 1.15575e-23, 0, 1.04323e-18, 0, 0, 0
0.0873603, 0, 2.25048e-18, 0, 1.41421, -2.25048e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1367e-20, 0, 0, 3.59464e-23, 0, 2.52317e-23, 0, 2.23906e-18, 0, 0, 0
0.0952313, 0, 4.77162e-18, 0, 1.41421, -4.77162e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4101e-20, 0, 0, 7.73303e-23, 0, 5.44147e-23, 0, 4.74739e-18, 0, 0, 0
0.103102, 0, 9.99853e-18, 0, 1.41421, -9.99853e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05016e-20, 0, 0, 1.6445e-22, 0, 1.15978e-22, 0, 9.94775e-18, 0, 0, 0
0.110973, 0, 2.07129e-17, 0, 1.41421, -2.07129e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04619e-19, 0, 0, 3.4583e-22, 0, 2.44398e-22, 0, 2.06077e-17, 0, 0, 0
0.118844, 0, 4.24349e-17, 0, 1.41421, -4.24349e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14334e-19, 0, 0, 7.19425e-22, 0, 5.0939e-22, 0, 4.22193e-17, 0, 0, 0
0.126715, 0, 8.6001e-17, 0, 1.41421, -8.6001e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34382e-19, 0, 0, 1.48091e-21, 0, 1.05045e-21, 0, 8.55641e-17, 0, 0, 0
0.134586, 0, 1.72464e-16, 0, 1.41421, -1.72464e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71095e-19, 0, 0, 3.01726e-21, 0, 2.14393e-21, 0, 1.71587e-16, 0, 0, 0
0.142457, 0, 3.423e-16, 0, 1.41421, -3.423e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72892e-18, 0, 0, 6.08618e-21, 0, 4.33187e-21, 0, 3.40561e-16, 0, 0, 0
0.150328, 0, 6.7255e-16, 0, 1.41421, -6.7255e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39697e-18, 0, 0, 1.21568e-20, 0, 8.66729e-21, 0, 6.69132e-16, 0, 0, 0
0.158199, 0, 1.30838e-15, 0, 1.41421, -1.30838e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.60849e-18, 0, 0, 2.40509e-20, 0, 1.71767e-20, 0, 1.30173e-15, 0, 0, 0
0.16607, 0, 2.52067e-15, 0, 1.41421, -2.52067e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27316e-17, 0, 0, 4.71367e-20, 0, 3.37243e-20, 0, 2.50785e-15, 0, 0, 0
0.173941, 0, 4.8099e-15, 0, 1.41421, -4.8099e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42941e-17, 0, 0, 9.15333e-20, 0, 6.56118e-20, 0, 4.78545e-15, 0, 0, 0
0.181811, 0, 9.09205e-15, 0, 1.41421, -9.09205e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59225e-17, 0, 0, 1.76142e-19, 0, 1.26515e-19, 0, 9.04582e-15, 0, 0, 0
0.189682, 0, 1.70276e-14, 0, 1.41421, -1.70276e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60033e-17, 0, 0, 3.35948e-19, 0, 2.41827e-19, 0, 1.6941e-14, 0, 0, 0
0.197553, 0, 3.15981e-14, 0, 1.41421, -3.15981e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59596e-16, 0, 0, 6.35138e-19, 0, 4.58294e-19, 0, 3.14374e-14, 0, 0, 0
0.205424, 0, 5.81084e-14, 0, 1.41421, -5.81084e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93494e-16, 0, 0, 1.19044e-18, 0, 8.61259e-19, 0, 5.78129e-14, 0, 0, 0
0.213295, 0, 1.05909e-13, 0, 1.41421, -1.05909e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34923e-16, 0, 0, 2.21242e-18, 0, 1.60524e-18, 0, 1.0537e-13, 0, 0, 0
0.221166, 0, 1.9133e-13, 0, 1.41421, -1.9133e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66365e-16, 0, 0, 4.07753e-18, 0, 2.96778e-18, 0, 1.90357e-13, 0, 0, 0
0.229037, 0, 3.42636e-13, 0, 1.41421, -3.42636e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73057e-15, 0, 0, 7.45352e-18, 0, 5.44342e-18, 0, 3.40892e-13, 0, 0, 0
0.236908, 0, 6.09447e-13, 0, 1.41421, -6.09447e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07819e-15, 0, 0, 1.35606e-17, 0, 9.94386e-18, 0, 6.06345e-13, 0, 0, 0
0.244779, 0, 1.07243e-12, 0, 1.41421, -1.07243e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.41667e-15, 0, 0, 2.43857e-17, 0, 1.79527e-17, 0, 1.06697e-12, 0, 0, 0
0.25265, 0, 1.8712e-12, 0, 1.41421, -1.8712e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45118e-15, 0, 0, 4.35133e-17, 0, 3.21715e-17, 0, 1.86167e-12, 0, 0, 0
0.260521, 0, 3.23751e-12, 0, 1.41421, -3.23751e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63525e-14, 0, 0, 7.70561e-17, 0, 5.72314e-17, 0, 3.22102e-12, 0, 0, 0
0.268392, 0, 5.55483e-12, 0, 1.41421, -5.55483e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80578e-14, 0, 0, 1.35445e-16, 0, 1.01085e-16, 0, 5.52653e-12, 0, 0, 0
0.276263, 0, 9.45199e-12, 0, 1.41421, -9.45199e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77444e-14, 0, 0, 2.36357e-16, 0, 1.77297e-16, 0, 9.40383e-12, 0, 0, 0
0.284133, 0, 1.59512e-11, 0, 1.41421, -1.59512e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05773e-14, 0, 0, 4.09565e-16, 0, 3.08852e-16, 0, 1.58699e-11, 0, 0, 0
0.292004, 0, 2.66992e-11, 0, 1.41421, -2.66992e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3488e-13, 0, 0, 7.04891e-16, 0, 5.34459e-16, 0, 2.65631e-11, 0, 0, 0
0.299875, 0, 4.43266e-11, 0, 1.41421, -4.43266e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23952e-13, 0, 0, 1.20525e-15, 0, 9.18927e-16, 0, 4.41005e-11, 0, 0, 0
0.307746, 0, 7.29977e-11, 0, 1.41421, -7.29977e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68852e-13, 0, 0, 2.04794e-15, 0, 1.57017e-15, 0, 7.26252e-11, 0, 0, 0
0.315617, 0, 1.19249e-10, 1.09301e-43, 1.41421, -1.19249e-10, 0, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 1.09301e-43, 6.02652e-13, 1.09301e-43, 1.09301e-43, 3.45929e-15, 1.09301e-43, 2.66701e-15, 1.09301e-43, 1.1864e-10, 1.09301e-43, 1.09301e-43, 1.09301e-43
0.323488, 0, 1.93249e-10, 1.94921e-42, 1.41421, -1.93249e-10, 0, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 1.94921e-42, 9.7683e-13, 1.94921e-42, 1.94921e-42, 5.81085e-15, 1.94921e-42, 4.50428e-15, 1.94921e-42, 1.92262e-10, 1.94921e-42, 1.94921e-42, 1.94921e-42
0.331359, 0, 3.10683e-10, 2.88135e-41, 1.41421, -3.10683e-10, 0, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 2.88135e-41, 1.57085e-12, 2.88135e-41, 2.88135e-41, 9.71075e-15, 2.88135e-41, 7.56631e-15, 2.88135e-41, 3.09095e-10, 2.88135e-41, 2.88135e-41, 2.88135e-41
0.33923, 0, 4.95534e-10, 3.74839e-40, 1.41421, -4.95534e-10, 0, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 3.74839e-40, 2.50631e-12, 3.74839e-40, 3.74839e-40, 1.61516e-14, 3.74839e-40, 1.26457e-14, 3.74839e-40, 4.92999e-10, 3.74839e-40, 3.74839e-40, 3.74839e-40
0.347101, 0, 7.84162e-10, 4.36684e-39, 1.41421, -7.84162e-10, 0, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 4.36684e-39, 3.9678e-12, 4.36684e-39, 4.36684e-39, 2.67507e-14, 4.36684e-39, 2.10358e-14, 4.36684e-39, 7.80146e-10, 4.36684e-39, 4.36684e-39, 4.36684e-39
0.354972, 0, 1.23121e-09, 4.59289e-38, 1.41421, -1.23121e-09, 0, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 4.59289e-38, 6.23307e-12, 4.59289e-38, 4.59289e-38, 4.41396e-14, 4.59289e-38, 3.48418e-14, 4.59289e-38, 1.22489e-09, 4.59289e-38, 4.59289e-38, 4.59289e-38
0.362843, 0, 1.9181e-09, 4.38138e-37, 1.41421, -1.9181e-09, 0, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 4.38138e-37, 9.71678e-12, 4.38138e-37, 4.38138e-37, 7.25974e-14, 4.38138e-37, 5.74839e-14, 4.38138e-37, 1.90825e-09, 4.38138e-37, 4.38138e-37, 4.38138e-37
0.370714, 0, 2.96513e-09, 3.81744e-36, 1.41421, -2.96513e-09, 0, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 3.81744e-36, 1.50328e-11, 3.81744e-36, 3.81744e-36, 1.19081e-13, 3.81744e-36, 9.45114e-14, 3.81744e-36, 2.94989e-09, 3.81744e-36, 3.81744e-36, 3.81744e-36
